Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_PYA,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2011,1743000.0,184000.0,1134043.5,123350.0,11542449.0,601500.0,3100.0,9101000.0,3337018.0,1597452.0,84271.63,3110090.0,126854.33,309682.0,2950000.0,1285531.0,14374.41,2530.0,707000.0,6500400.0,3945.0,508213.06,33327586.0,5810.0,251.94,27396.0,58350.17,77000.0,8018190.0,4144100.0,2629655.0,35956544.0,31337.0,244140.0,8000.0,3652.03,6284149.0,14521.33,10837.0,986327.0,602906.9,210723.0,2735601.0,30354800.0,15162.6,7400.0,4880500.0,517000.0,2843451.0,2408356.2,5803308.0,131894.28,7523100.0,692987.0,3596492.0,2300711.0,13914.0,25289434.0,,13296.68,13849000.0,599563.0,41445.31,189608.12,,74204.0,36024.27,2029128.9,700.0,468272.0,,43000.0,60.0,656176.0,801300.0,102959.43,1717985.0,1544632.5,127914070.0,5536680.0,7686000.0,287434.0,123997.0,1436440.0,11113161.0,192400.0,306916.0,7474309.0,5211275.5,4924960.0,1325713.0,26837.5,1898669.0,60278.11,7800.0,319163.0,8908.71,226500.0,1150.0,238499.9,188720.06,1786403.0,294759.0,845227.0,2373919.2,525768.0,560000.0,11212580.0,429753.0,1082776.0,44415.0,1655749.0,205592.0,529946.0,23441.79,320297.1,,5000.0,132419.25,80370.0,115000.0,254.0,967677.0,563000.0,760000.0,57.8,11835428.0,1548507.0,1679225.4,17339000.0,168127.1,,,20825.35,3114.8,,,742194500.0,,44198000.0,194934.0,1779028.6,16949.0,225.0,12434067.0,272112.66,96000.0,2026495.0,512000.0,181335.23,1192.0,23692.61,,4726648.0,31639542.0,254075.47,1919744.0,,184835.36,3032.35,162473.5,499565.44,2465000.0,1548663.0,,440.77,6500.0,944208.0,603326.0,2890000.0,40159.47,65.0,2558369.0,277922.47,7180.0,982000.0,695900.0,2101000.0,5588.69,385.0,5621.0,1102800.0,15056210.0,367889.0,1956542.0,1460000.0,11086000.0,2120767.0,89053610.0,6766179.0,1400.0,2475789.0,387477.4,3400.0,1480.0,321244.28,3107000.0,410099.3,400000.0
2012,1844700.0,185500.0,1138926.5,142350.0,11680200.0,618200.0,3100.0,9480132.0,3413021.0,1695588.0,72603.7,3081213.0,130277.64,317645.0,3460000.0,1241851.0,14398.7,2750.0,691000.0,6766200.0,5385.0,563240.25,33543060.0,6146.0,228.29,29625.0,55472.32,80000.0,8227483.0,4111900.0,2660000.0,36325844.0,31358.0,249025.52,9000.0,3721.82,6607600.0,14523.34,11049.0,1035643.0,606875.0,205584.0,2814680.0,30703816.0,15813.13,7600.0,4995020.0,573400.0,3081600.0,2144959.5,5848685.0,133596.56,7504842.0,721246.0,4062567.5,2296694.0,12646.0,24882840.0,,13577.02,13843000.0,607185.0,43145.09,197975.22,,74910.98,36720.89,2020128.6,558.24,479240.0,,44000.0,60.0,675809.0,827794.0,103183.52,1818484.0,1537790.2,132440104.0,5387770.0,7952000.0,292680.0,125093.0,1449772.0,11224148.0,194800.0,310430.0,7630418.0,4829416.0,4973542.0,1353863.0,27005.43,2120305.5,65825.77,7200.0,319054.0,8979.36,232100.0,1200.0,316870.38,189448.6,1778084.0,292800.0,873813.0,2686582.5,489558.0,570000.0,11367601.0,415329.0,872254.0,46049.0,1808259.8,160203.0,588021.0,23174.72,322107.6,,6000.0,146289.95,81310.0,118000.0,317.0,1012713.0,566000.0,862000.0,57.83,11892778.0,1605301.0,1745729.6,19129000.0,169666.12,,,19737.32,3257.83,,,760701250.0,,45636000.0,203323.0,1814669.6,19000.0,228.0,12684840.0,264562.66,98000.0,2044082.0,515000.0,137248.69,1315.0,25311.76,,4551522.0,31749772.0,255891.38,1957422.0,4318000.0,214642.56,3046.32,165285.69,486912.94,2485000.0,1554584.0,3187000.0,455.68,6000.0,944535.0,622603.9,2901000.0,40409.82,87.0,2452249.0,279121.6,7252.0,1022190.0,778300.0,2113000.0,5649.34,400.0,4188.0,1139300.0,17401262.0,364851.0,2076843.2,1549120.0,11377590.0,2239000.0,91043520.0,7310972.0,1204.61,2276931.0,425193.22,3500.0,1485.0,339197.2,3214000.0,410156.1,410000.0
2013,1835200.0,187000.0,1164943.6,140940.0,11300130.0,657000.0,3050.0,9522000.0,3424598.0,1796706.0,82043.85,3483230.0,133039.14,326818.0,5070000.0,1306048.0,15020.71,2940.0,704000.0,6632700.0,5002.0,610320.44,35556700.0,5082.0,224.38,30920.0,53880.89,82500.0,8062213.0,4031500.0,2224626.2,34564404.0,31395.0,253070.66,9500.0,3722.34,6772875.0,14525.35,11270.0,1087288.0,591263.0,204928.0,2849432.0,31350828.0,15815.32,6964.36,5104720.0,602100.0,3219402.0,2366032.5,5553903.0,134237.62,7631742.0,772048.0,3752850.0,2327800.0,13515.0,24591384.0,,13857.47,13935000.0,622841.0,43151.06,206430.95,,74921.35,38766.61,2016683.2,554.83,491231.0,,45000.0,60.0,667608.5,739100.0,103218.77,1778137.0,1348590.1,137695100.0,5583670.0,8268000.0,298572.62,122900.0,1478454.0,11003685.0,199326.77,307142.0,7508261.0,4905830.0,4888521.5,1377500.0,27009.17,2102359.2,57093.55,7200.0,389051.0,8980.61,219500.0,1250.0,298650.25,189474.83,1723074.0,298877.0,915101.0,2465399.0,485900.0,575000.0,11451503.0,442282.0,708436.0,43567.0,1950772.5,183700.0,666953.0,23691.76,323221.0,,5000.0,140646.8,82990.0,120000.0,321.0,976304.75,570000.0,940000.0,57.86,12409056.0,1598218.0,1804480.8,19469000.0,187248.03,,,20599.19,2945.86,,,771593900.0,,47014000.0,205861.0,1832306.0,20116.0,230.0,12735332.0,257212.7,98000.0,1953802.0,518000.0,123032.0,993.0,27193.43,,4613635.0,30523236.0,269362.7,2366423.2,4358000.0,211404.02,3033.19,165308.56,499388.28,2487000.0,1548371.0,3198000.0,483.76,5600.0,975751.0,596910.1,2910000.0,39978.8,100.0,2363525.0,279392.06,7324.0,1095314.0,902379.0,2102000.0,6219.68,410.0,4127.0,1191400.0,18223712.0,374089.0,2148193.2,1596500.0,11487845.0,2238000.0,91310696.0,7885475.0,1450.0,1959987.0,501083.75,3500.0,1485.0,360349.34,3260291.0,410212.88,410000.0
2014,2418765.0,190000.0,1167003.6,170930.0,11340197.0,700400.0,3100.0,9542000.0,3524888.0,1855840.0,103781.41,3701535.0,135660.34,435063.28,6092000.0,1231098.0,15059.22,2868.57,702660.0,6702900.0,4664.0,624963.5,36416516.0,4966.0,233.64,34807.0,44311.2,77365.52,8068606.0,4095500.0,2221403.8,36236656.0,33350.0,261948.48,9800.0,4000.0,6870851.0,13186.72,11493.77,1098951.0,591087.0,208534.0,2933455.0,32419494.0,15536.93,6968.65,5191100.0,639578.1,3523136.2,2072802.8,5600513.0,139167.31,7856200.0,805165.0,3598387.0,2400003.0,16684.0,25827664.0,7317.0,14000.0,15050000.0,606464.0,41422.23,216634.75,,77235.25,38197.21,2017828.4,555.17,505831.3,,52315.0,60.0,668820.7,727800.0,104717.43,1877111.0,1417345.4,146322750.0,5816220.0,8800000.0,304564.9,133514.0,1569403.0,11639611.0,199786.0,348521.0,7334264.0,5035318.0,4473302.5,1413941.4,24600.0,2221981.5,63118.83,7300.0,371000.0,9016.58,224700.0,1043.67,257987.77,190203.69,1795075.0,319761.0,971776.0,2560998.2,485323.0,539142.1,11623673.0,449344.0,764520.0,45316.0,2150768.5,192846.0,765377.2,25257.45,354957.94,,5000.0,163218.05,83653.61,109863.8,361.0,1009299.6,585000.0,993000.0,57.94,12682183.0,1581887.0,1834606.4,21319716.0,216381.22,,,23625.39,3320.84,,,801578750.0,,50990000.0,215441.0,1864226.0,20322.0,220.0,13002257.0,245062.72,83188.43,2043572.0,525000.0,178979.88,1026.0,28381.29,,4803315.0,30785192.0,225969.06,2355814.5,4391000.0,218252.33,3079.08,166726.77,505671.0,2251524.2,1596148.0,3220000.0,501.35,5400.0,950529.0,618526.7,2973000.0,39908.76,90.0,2311132.8,354599.4,11081.0,1067452.0,919737.0,2105000.0,6238.26,420.0,3941.0,1230555.0,18630860.0,378947.0,2245703.8,1596500.0,11132590.0,2297930.0,93490184.0,8431535.0,1029.45,2072902.0,594208.5,3281.31,1816.9,379564.0,3337017.8,417251.8,420000.0
2015,2177252.0,215009.48,1165163.4,173500.0,12422725.0,728600.0,2900.0,9489000.0,3568901.0,1924542.0,102632.85,4006912.0,138924.98,437790.22,6970000.0,1152603.0,13132.45,2805.9,711749.0,7046800.0,5702.0,637544.3,35900904.0,5227.0,266.41,39844.0,43845.85,78447.37,8430178.0,4070300.0,2097477.5,36089204.0,31908.0,271427.88,7183.82,3800.0,6773808.0,13256.5,11724.49,1121721.0,496717.0,213553.0,3025882.0,32707948.0,14924.87,6960.23,5356270.0,672237.3,3695332.5,1881317.2,5245357.0,130683.51,7865000.0,783153.0,3547474.8,2435847.0,12634.0,25934792.0,7664.0,14150.0,15324000.0,583289.0,42717.1,206078.25,,78851.75,38278.66,1971541.4,554.88,521279.94,,55327.0,60.0,671948.75,707000.0,107386.78,1946650.0,1463634.2,155490930.0,6585120.0,6413198.0,310506.34,146034.0,1479845.0,11785180.0,200200.0,369192.0,7379234.0,5156547.5,4556391.0,1452997.0,24100.0,2176761.8,61815.36,7300.0,356803.3,9212.96,225106.17,1040.96,400813.5,180000.0,1738520.0,349289.0,978099.0,2612269.0,479544.0,543271.56,11900162.0,429909.0,787274.0,44244.0,2359980.2,184332.0,874428.1,20620.16,347067.28,,4500.0,157542.16,84305.26,106921.43,351.0,1196783.8,513116.44,1041000.0,57.99,13551243.0,1608394.0,1859986.2,21938824.0,220228.12,,,19313.94,3208.63,,,817597900.0,,51952000.0,211224.0,1927077.0,21002.0,213.0,13252886.0,246058.27,83147.95,2150241.0,515000.0,166531.66,860.0,40685.9,,4676627.0,30791016.0,255250.2,2376399.2,4452000.0,234095.34,3086.11,155375.1,492731.0,2195357.0,1610820.0,3224600.0,472.2,4960.0,960181.0,632734.44,2933000.0,39650.82,85.0,2143659.8,362163.88,11191.0,1159000.0,966460.0,2106000.0,5786.2,319.49,3731.0,1388585.4,18654682.0,391156.0,2326672.0,1616000.0,10615380.0,2247460.0,94644860.0,9026767.0,977.36,2291639.0,773072.4,3029.83,1971.16,355808.0,3538435.0,382500.0,423413.4
2016,2168252.2,217865.34,1180381.5,180510.0,10600967.0,754200.0,3050.0,9680907.0,3659959.0,2009913.0,127947.21,3906695.0,142243.16,455482.62,7275000.0,1148656.0,12068.14,2797.38,715728.0,7140000.0,4369.0,610890.3,34947616.0,4549.38,260.43,47270.0,41808.65,79575.42,8733086.0,3984500.0,2058665.8,34971496.0,32458.0,296732.3,7343.03,4000.0,6506632.0,13339.68,11962.0,1157527.0,617600.0,253573.0,3064725.0,32692340.0,14977.62,6950.01,5454960.0,774512.0,3654881.5,2008400.0,5088295.0,135874.73,8152750.0,783163.0,3409128.5,2429595.0,14172.0,26572024.0,7975.0,13850.0,14662000.0,556303.0,44059.27,216756.61,,74343.31,39411.79,1910153.4,554.7,532189.0,,55000.0,60.0,674116.8,689100.0,111789.31,1923796.0,1517763.4,165126130.0,6851430.0,6755598.5,316655.06,150322.0,1577359.0,11428884.0,202759.0,380405.0,7393717.0,5317090.5,5255786.5,1500081.4,24100.0,2079389.6,70844.89,7300.0,339309.0,9017.67,228494.56,1036.13,409241.97,175000.0,1627679.0,379375.0,986159.0,2662281.8,462077.5,544422.8,12121676.0,477350.0,812784.0,45880.0,2452828.2,181470.0,891513.9,22267.52,363407.75,,4000.0,174808.8,45033.56,117664.48,394.0,1253407.2,507950.22,1176000.0,58.01,14559462.0,1594857.0,1995108.2,21175530.0,223962.28,,,20452.41,3097.33,,,827403100.0,,51700000.0,205762.0,1978031.8,21795.0,214.61,13251555.0,250060.1,83407.66,2061014.0,510000.0,131949.69,908.0,44165.3,,4585750.0,29781986.0,239297.3,2399721.8,4507000.0,244729.22,3090.58,146415.05,508677.22,2189157.5,1603872.0,3231256.8,548.23,5000.0,968293.0,651396.3,2862000.0,39369.27,80.0,2110855.0,368463.62,11303.0,1194000.0,972234.56,2396374.5,5771.65,320.46,3137.0,1440506.6,18489162.0,393334.0,2389596.2,1683000.0,10381476.0,2086780.0,96391950.0,9663242.0,927.45,2179128.0,847208.25,2581.21,1810.86,319143.0,3548828.0,375600.0,426645.66
2017,2093551.8,214530.42,1190983.4,242730.0,10400402.0,758200.0,3100.0,9015779.0,3747784.0,2024143.0,144581.77,4058282.0,145580.94,466873.3,9283000.0,1091469.9,11661.52,2804.25,696325.0,7320800.0,4785.0,625231.2,34576744.0,4862.16,254.87,50251.0,36001.68,78437.56,9262710.0,3921200.0,2058462.5,34645564.0,33000.0,311774.6,7473.46,4200.0,7481419.0,13407.65,8975.42,1154721.0,541100.0,279018.0,3079213.0,32616198.0,15014.42,6950.25,5557160.0,858188.1,3595404.0,1938000.0,5395601.0,146953.64,8086554.0,790646.0,3742684.8,2405761.0,12982.0,26509064.0,7582.0,14000.0,15267000.0,544252.0,45299.91,227576.36,,71275.9,39449.81,1921152.0,554.56,545808.4,,55000.0,60.0,676827.9,668300.0,104992.98,1972989.0,1545255.8,176068940.0,7478160.0,7700825.0,321700.75,155649.0,1603082.0,12028628.0,205500.0,401870.0,7276523.0,5476817.5,4720649.0,1527943.0,24454.12,2067339.5,71726.3,7300.0,329476.0,8969.02,230736.1,1030.97,424358.22,170000.0,1570714.0,390352.0,1000092.0,2712000.5,442687.0,545676.94,12287775.0,462131.0,890485.0,43773.0,2545812.0,182931.0,919497.4,19811.6,353000.0,,3600.0,178696.56,44708.28,111690.49,400.0,1312971.6,510567.5,1230000.0,58.03,14544331.0,1565770.0,2053140.4,21461604.0,227094.42,,,19073.67,2949.8,,,850387700.0,,53367000.0,212407.0,2037424.0,23443.0,214.0,13312335.0,244060.2,83697.73,2055406.0,459808.0,168252.31,820.0,46679.88,,4439226.0,30179240.0,239421.86,2423222.2,4553000.0,244534.38,3091.72,139054.94,475640.78,2158776.8,1599261.0,3230233.0,561.18,4300.0,944921.0,649959.0,2816660.0,39283.86,85.67,1873800.2,389040.38,11416.0,1189000.0,1003575.06,2400698.2,5923.24,320.44,3281.0,1462490.4,20699894.0,400562.0,2364247.8,1662000.0,10520000.0,2110470.0,97787290.0,10005484.0,891.11,2244347.0,935806.25,2385.96,1751.34,316676.0,3642780.0,396700.0,415888.06
2018,2154003.0,213824.62,1178693.4,228890.0,10842364.0,697700.0,2528.36,9289000.0,3859990.0,2080437.0,121665.26,4236000.0,147933.28,434328.4,9406000.0,1025200.0,11070.47,2047.32,692376.0,7344500.0,4994.0,621875.1,35197170.0,4799.38,232.59,52496.0,35843.99,79977.83,9524584.0,3942700.0,2226655.0,35044060.0,33558.49,342850.62,7716.84,4545.51,7362274.0,12992.38,8964.09,1175617.0,581900.0,294650.0,3161510.0,33109650.0,15042.96,6950.98,5615200.0,894807.44,3243472.0,1893938.0,5173060.0,147168.16,8417530.0,797600.0,3670018.0,2397880.0,11767.0,26022500.0,7392.0,10568.32,15311000.0,571959.0,45311.66,237219.5,,56672.13,38760.26,1844900.0,555.53,559119.1,,55000.0,60.0,679688.4,634000.0,92127.79,1953760.0,1543964.5,187757250.0,7831250.0,7531857.0,328490.0,156980.0,1684043.0,13131640.0,205455.0,424640.0,7289227.0,5658989.5,4950012.5,1569825.0,24305.62,2049282.6,72551.72,7300.0,349343.16,8228.54,233270.94,1027.64,496497.34,170000.0,1571840.0,410890.0,,2714446.0,373095.0,478058.72,12534422.0,477544.0,933423.0,43230.0,911182.5,186942.0,902400.3,21125.96,362083.5,,2500.0,180175.6,46218.73,108659.48,450.0,1375637.8,514239.8,1311476.0,58.2,14426200.0,1593802.0,2235712.5,21947466.0,229939.08,,,17849.65,2892.99,,,871349600.0,,54845000.0,208893.0,2087636.5,24401.0,203.31,14179210.0,240059.03,83779.61,2040290.0,473947.0,189041.36,840.0,49878.51,,4443300.0,30605996.0,245676.9,2378542.0,4591000.0,250535.12,3016.11,133920.03,416032.44,2187127.8,1590005.0,3032211.0,532.09,3500.0,917000.0,631230.0,2760230.0,39186.66,120.97,1772270.2,402166.97,11478.0,1259000.0,1036771.3,2413842.0,5699.06,321.33,3456.0,1347623.1,22120716.0,433317.0,2686869.5,2101000.0,10064180.0,2238190.0,98713540.0,10415660.0,847.24,2203957.0,991565.94,2413.23,1673.45,316782.0,3752610.0,429023.56,415568.78
2019,2158729.5,213274.38,1145573.4,230190.0,10650133.0,667900.0,2383.34,8845000.0,3820050.0,2150817.0,194084.61,4337000.0,151427.19,448769.38,9921000.0,939500.0,12080.25,2050.49,656117.0,7393600.0,4577.0,615664.25,36249856.0,4657.37,231.27,57547.0,33334.4,81219.28,9512006.0,3821800.0,2217073.2,36353670.0,34109.0,285049.8,7953.87,4516.78,6825487.0,13022.99,9096.96,1219390.0,517300.0,310350.0,3155790.0,33102570.0,15079.07,6958.23,5615000.0,916503.0,3343313.8,2506592.8,5227000.0,147349.45,8559680.0,821500.0,4193819.2,2374360.0,10767.0,26036290.0,7606.0,10545.21,15671450.0,578654.0,45579.05,249181.16,,52541.14,38579.81,1959440.0,621.56,549892.75,,55000.0,60.0,683408.8,615000.0,91438.68,1967370.0,1554633.2,198447060.0,8244870.0,7535692.0,334450.0,156394.0,1631519.0,13300100.0,201120.62,457333.0,7313530.0,3064062.0,5579741.0,1628466.0,24237.63,2058202.4,76793.37,8256.44,349029.53,8213.67,237065.45,1025.39,475796.84,180000.0,1551140.0,424230.0,981400.0,2717362.2,331664.0,482946.0,12810899.0,456142.0,966754.0,44110.0,911466.9,183305.0,858765.3,20608.25,354396.66,,2500.0,198408.34,48092.94,108006.39,444.6,1441575.2,517077.12,1317757.0,58.31,14943800.0,1551274.0,2315849.8,21786168.0,233321.62,,,16712.33,2697.05,,,890461400.0,,56865200.0,188842.0,2141902.5,25111.0,203.35,14511490.0,235058.7,84193.9,2081880.0,480093.0,156235.05,770.0,50625.35,,4339600.0,31354194.0,247470.7,2677717.5,4623000.0,250732.1,3020.61,136972.69,368279.1,2198773.5,1597041.0,3088643.8,547.0,2998.0,915710.0,625640.0,2704390.0,36364.28,134.81,1785102.1,414615.34,11646.0,1292000.0,1054054.1,2423600.0,5861.15,321.93,2934.0,1382752.0,22960380.0,445228.0,2582448.5,2781000.0,9663200.0,2233040.0,99109440.0,10662305.0,809.73,2366459.0,1042987.2,2276.77,1546.8,369674.34,3873000.0,447231.78,400977.03
2020,2178164.8,219304.6,1087064.2,257100.0,11446583.0,654300.0,2489.54,9099000.0,3852260.0,2192498.0,108084.87,4502000.0,129182.09,421115.0,10680000.0,1005450.0,10457.69,2064.55,645016.0,7765300.0,4522.0,619694.4,36667740.0,3978.0,230.54,57912.0,33619.01,80353.94,9640572.0,3809500.0,2351725.0,38890004.0,34668.11,266028.12,8408.79,4497.4,7071404.0,13034.24,9944.65,1216954.0,459051.0,347400.0,3267730.0,33188890.0,15113.23,6989.17,5666000.0,891531.25,3354548.8,2319876.8,5578000.0,147502.33,8686220.0,849000.0,5056589.5,2406520.0,12393.0,26288520.0,7556.0,10618.76,15685870.0,586070.0,48083.77,262085.48,,49253.78,38744.78,1990330.0,628.9,561312.1,,55000.0,60.0,690497.94,612000.0,97748.28,2019000.0,1559704.6,209967940.0,8561470.0,8364026.0,341250.0,155495.0,1653802.0,13509520.0,204172.77,410175.0,7438218.0,3161338.2,5635778.0,1668601.0,24178.36,2098060.5,73691.41,8420.7,370938.44,8522.6,229473.31,1027.63,521707.97,173333.33,1491670.0,450540.0,990100.0,2717903.2,321749.0,452913.6,13109109.0,461141.0,996009.0,44940.0,911725.44,185726.0,859002.2,20808.21,360621.1,,2500.0,206181.53,47394.38,100378.98,501.0,1510963.1,520669.62,1399699.2,58.36,14932000.0,1568470.0,2452141.0,21871304.0,350559.0,,,18427.87,2664.52,,,920059650.0,,58701800.0,213773.0,2158533.8,27511.0,203.72,14830870.0,242058.34,84582.06,2099120.0,541033.44,143977.73,800.0,50432.51,,4362500.0,32219166.0,255789.55,2906106.5,4655240.0,247320.56,3047.96,144000.08,410391.4,2203547.2,1583741.0,3132323.0,543.94,3020.0,929540.0,633200.0,2772740.0,37417.31,147.97,2153744.8,429422.88,11762.0,1317000.0,1074477.5,2463850.0,6090.04,323.42,2184.0,1412685.0,23503790.0,450353.5,3336564.0,2781000.0,9263600.0,2271150.0,101317740.0,10930078.0,807.82,2762114.0,1107735.1,2282.19,1482.74,388158.06,3853000.0,437877.06,409303.0
2021,2200386.8,219242.7,1043410.0,285000.0,11899905.0,670700.0,2407.29,9067000.0,3867490.0,2223426.0,112811.51,4481000.0,142369.4,427885.0,11985000.0,953070.0,10482.37,2069.89,545928.0,7825833.5,5739.0,621474.9,36526932.0,4341.0,179.15,54654.0,34745.89,81093.05,9807240.0,3840200.0,2344568.2,41445864.0,35759.69,262025.42,8889.71,4482.18,6992670.0,13022.35,10102.24,1218028.5,377021.0,382700.0,3309910.0,,15134.63,7001.64,5644000.0,861564.9,3263511.5,2150248.8,6165000.0,147456.8,8702590.0,839400.0,4195424.5,2314850.0,11399.0,25829080.0,7763.0,10667.42,15890600.0,605319.0,49067.14,275667.75,,49054.15,38874.49,2027730.0,633.23,589544.0,,55000.0,60.0,694255.5,570000.0,98980.5,2085000.0,1550367.0,222076560.0,9039990.0,8787784.0,348595.4,153294.0,1675589.0,13997970.0,206063.44,425658.0,7592061.0,3263878.2,6183225.5,1699548.0,23892.82,2043280.5,74351.04,8647.74,386105.44,8377.68,219235.6,1028.89,544947.56,174444.44,1476890.0,446670.0,992220.0,2668276.2,295268.0,414362.38,13411323.0,389208.0,1037509.0,42320.0,911960.75,178446.0,789454.2,21894.71,362861.84,,2602.0,214539.17,44478.18,102445.36,486.0,1437652.1,524192.0,1430039.2,58.39,14607880.0,1592088.0,2635116.5,21886376.0,356824.2,,,17429.47,2809.47,,,940391700.0,,60598000.0,181523.0,2205138.0,27089.0,203.73,14890270.0,233029.1,84496.51,2100190.0,536808.0,303607.0,784.1,47917.34,,4299700.0,32333278.0,244698.44,2918176.5,4536541.0,248793.95,3057.12,163533.39,419550.0,2192268.2,1563475.0,3660332.2,542.26,2501.0,914410.0,642940.0,2782220.0,37664.31,164.46,2050599.0,441672.62,11880.0,1296000.0,1097872.1,2485089.2,6366.05,323.58,1708.0,1442558.2,23200306.0,461510.0,3353677.5,2894300.0,8713900.0,2342220.0,102646040.0,11242745.0,779.28,2444176.8,1129417.1,2283.62,1643.4,407565.94,3825000.0,462038.1,425984.4
2022,2239333.0,220417.02,999273.06,257430.0,11904142.0,623100.0,2329.83,8450000.0,3980300.0,2264679.0,92134.11,4618000.0,152803.19,435545.84,13074000.0,868600.0,11115.51,2075.08,573522.0,7885478.0,5465.0,629694.06,35887530.0,4039.0,174.76,43523.0,38342.44,82176.39,9742541.0,3740200.0,2292838.0,44072196.0,36768.92,262657.97,9398.13,4474.98,7421000.0,13049.17,10271.16,1220226.5,372306.0,366230.0,3339810.0,,15168.81,7012.79,5664000.0,860770.6,3320480.0,2075892.5,6707000.0,147610.11,8483000.0,848600.0,4487733.0,2258630.0,12766.88,25681540.0,7200.0,10706.19,15757400.0,581432.0,50163.48,289963.34,,48855.28,38978.53,1999420.0,638.3,551594.75,,55000.0,60.0,698057.4,535000.0,101123.48,2044900.0,1581181.8,230585020.0,9108280.0,8331853.0,354629.0,152405.0,1694864.0,13971690.0,208843.84,518882.7,7617473.0,3326815.2,5937842.5,1734691.0,23548.35,1984406.1,74950.3,8904.68,385307.03,8468.9,228756.2,1028.47,538016.75,150564.9,1521940.0,452430.0,975290.0,2151851.0,271026.0,383814.28,13674327.0,387967.0,1075052.0,42070.0,912361.94,182357.0,990401.1,23788.95,363887.0,,2231.0,217551.83,44911.76,116229.25,446.0,1443827.8,526972.06,1436683.9,58.44,14983910.0,1513256.0,2725169.5,21051000.0,363199.3,,,19571.92,2633.51,,,951853950.0,,62557950.0,172153.0,2267239.5,31188.0,203.81,15218080.0,234758.05,83685.47,2030930.0,558738.0,215950.39,632.72,45254.9,,4261900.0,32977956.0,233486.45,2849700.5,4447838.0,249656.62,3066.76,148520.8,421000.0,2178547.2,1512107.0,3447216.2,548.05,2839.67,926980.0,628110.0,2764840.0,36159.35,171.2,2029839.0,460651.53,12058.0,1222000.0,1119974.5,2498450.0,6550.66,324.11,1394.0,1412491.4,21563492.0,474534.0,3685082.0,3296000.0,7767600.0,2286703.0,102726584.0,11599137.0,754.15,2524250.0,1184738.0,3088.47,1618.24,387938.72,3764000.0,512968.34,429461.53
