Date,AFG,AGO,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_AKD,OWID_CYN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
2002,0.0,1859781.1,0.0,0.0,0.0,0.0,60812.8,0.0,0.0,0.0,0.0,718977.75,42.932,472.249,429.31897,0.0,20843.355,0.0,21.466,686.908,150.261,0.0,3413.074,472.249,22066.91,13308.838,0.0,1006813.6,2206863.0,0.0,0.0,880.10004,64.397995,3079686.5,21938.115,128.795,18997.293,70279.26,4250.245,157688.27,4089376.5,18160.125,9165.931,0.0,0.0,2189.519,7920.9062,0.0,0.0,42.932,0.0,0.0,0.0,0.0,85.864,4851.286,708.373,0.0,0.0,0.0,2575.905,686.908,189650.94,0.0,0.0,1803.133,0.0,0.0,6675.886,0.0,515.181,0.0,2983.757,15755.948,0.0,0.0,46859.99,0.0,128.795,0.0,0.0,22152.775,128.795,0.0,1974.8619,0.0,13952.816,364.91998,0.0,0.0,543022.06,0.0,153802.94,0.0,0.0,0.0,0.0,0.0,300.523,0.0,0.0,0.0,2039.258,2361.245,450.78403,0.0,1101306.4,0.0,2017.791,0.0,206544.58,0.0,0.0,0.0,0.0,0.0,214.65901,0.0,107.33,0.0,1202.089,0.0,0.0,0.0,31168.441,286419.06,0.0,64.397995,0.0,720823.9,0.0,9960.161,0.0,2389902.2,0.0,0.0,0.0,0.0,52870.43,10840.265,0.0,0.0,579.579,0.0,70708.56,944.498,0.0,0.0,17494.682,0.0,0.0,0.0,0.0,0.0,0.0,24417036.0,729.839,729.84,17966.93,10861.731,0.0,48985.11,128.796,0.0,3906.789,3048.1519,236725.6,0.0,0.0,0.0,0.0,450.78302,808082.56,1373.8162,0.0,279.057,1524.077,0.0,0.0,0.0,21.466,150.261,85.863,0.0,0.0,0.0,450.78302,130448.08,0.0,686.907,0.0,0.0,0.0,1008.898,0.0,0.0,0.0,209442.47,4357.5723,200877.6,0.0,0.0,0.0,3219.88,0.0,0.0,64.397995,21.466,0.0,21.466,967724.25,13351.773,8199.963,0.0,85.864,244796.75,0.0,0.0,13974.284,0.0,0.0,115872.75,0.0,0.0,0.0,0.0,16378.456,2030735.5,7341.326
2003,0.0,2039171.5,0.0,343.454,0.0,0.0,88353.516,0.0,0.0,0.0,0.0,1260733.4,85.864,0.0,128.79599,21.466,10775.866,0.0,0.0,12707.793,64.397995,0.0,837.16797,4786.8887,13544.963,44906.594,0.0,379709.72,1996647.6,0.0,279.056,107.329,214.659,5060793.0,112974.86,42.932,14446.529,258277.31,5860.184,434705.25,4845189.5,78522.15,48963.645,0.0,0.0,4379.0366,2253.918,0.0,0.0,171.72699,1159.157,0.0,0.0,0.0,343.45398,10625.606,343.45502,0.0,0.0,0.0,4808.355,729.84,232625.61,21.466,2597.37,9509.379,0.0,0.0,4915.683,150.262,536.647,0.0,2962.29,34560.047,0.0,0.0,55832.72,0.0,0.0,0.0,0.0,297989.2,300.522,0.0,13888.418,42.932,206995.34,257.591,0.0,214.659,114112.555,0.0,621823.25,107.328995,0.0,0.0,0.0,0.0,1888.9979,0.0,0.0,0.0,1631.4059,729.838,429.319,0.0,1265198.2,0.0,1910.462,0.0,272401.84,0.0,13201.509,0.0,0.0,0.0,708.37396,0.0,686.909,0.0,2940.8247,0.0,107.329,0.0,46044.285,623647.9,0.0,171.727,0.0,1992805.2,257.59,2039.2571,0.0,3123605.5,0.0,0.0,0.0,0.0,93741.445,8865.405,0.0,0.0,0.0,0.0,105268.62,31748.02,0.0,0.0,142468.97,0.0,214.659,0.0,0.0,0.0,0.0,33777550.0,0.0,23075.807,36105.59,10625.607,0.0,15541.289,2103.656,0.0,5151.809,20843.355,131800.44,0.0,0.0,0.0,0.0,150.262,1463693.1,0.0,0.0,579.579,1888.9961,0.0,0.0,0.0,0.0,9015.665,171.72699,0.0,0.0,0.0,107.33,325615.75,0.0,4379.038,42.932,364.91998,0.0,4078.514,0.0,0.0,0.0,260617.11,3692.13,284336.88,0.0,0.0,0.0,85.864,0.0,236.125,0.0,407.852,0.0,85.863,1689277.9,13802.557,8242.8955,0.0,64.397995,208497.97,0.0,0.0,254048.55,0.0,0.0,201950.88,558.113,0.0,0.0,0.0,43897.703,2671298.2,10947.594
2004,0.0,2293585.0,0.0,0.0,0.0,0.0,114799.47,0.0,0.0,0.0,0.0,127120.86,0.0,0.0,236.12498,64.398,7856.51,0.0,0.0,4615.163,0.0,0.0,7620.381,1545.542,2404.179,858.635,0.0,2296096.5,2259196.8,0.0,85.864006,2318.312,0.0,3225740.2,78715.336,0.0,12579.0,186173.47,6074.841,194437.81,5104476.0,62036.363,148500.88,0.0,0.0,1974.86,8886.874,0.0,0.0,0.0,85.864,0.0,0.0,0.0,622.51,2168.053,515.182,0.0,0.0,0.0,3842.391,21.466,226829.83,0.0,0.0,2468.576,0.0,0.0,18804.1,0.0,858.635,0.0,3992.6519,31404.568,0.0,0.0,74486.56,0.0,128.795,0.0,0.0,5280.606,837.16907,0.0,1373.817,171.728,3413.074,107.33,0.0,579.579,522114.28,0.0,936577.25,0.0,0.0,0.0,0.0,0.0,1287.953,0.0,0.0,0.0,923.03406,386.38602,193.194,0.0,1633294.9,0.0,1287.952,0.0,948877.25,0.0,6847.612,0.0,0.0,0.0,107.33,0.0,107.329,0.0,515.181,0.0,472.249,0.0,61499.707,92324.695,0.0,171.727,0.0,3391456.8,0.0,0.0,0.0,2969781.5,0.0,0.0,0.0,0.0,60447.887,17108.299,0.0,0.0,472.24902,0.0,51904.465,2339.78,0.0,0.0,114155.48,0.0,64.397995,0.0,0.0,0.0,21.466,35284390.0,236.12401,3606.266,17129.764,10775.87,0.0,95780.7,21.466,0.0,72983.95,1030.3619,69549.42,0.0,0.0,0.0,0.0,558.113,1522273.5,21.466,0.0,150.262,9573.779,0.0,0.0,0.0,0.0,9702.573,257.591,0.0,0.0,0.0,0.0,308958.22,0.0,794.237,0.0,21.466,0.0,3348.6738,0.0,21.466,0.0,291485.0,3906.787,728444.2,0.0,0.0,0.0,1588.473,0.0,0.0,0.0,150.261,0.0,751.306,1535045.6,10539.745,2146.589,0.0,1438.215,201135.17,0.0,0.0,22324.506,0.0,0.0,234579.0,0.0,0.0,0.0,0.0,15476.893,2753448.2,14403.599
2005,0.0,2422251.2,0.0,0.0,0.0,0.0,98828.86,0.0,0.0,0.0,0.0,117268.04,686.908,21.466,193.19301,0.0,43275.188,0.0,0.0,14188.9375,1051.827,0.0,7362.793,300.522,1910.4619,15884.74,0.0,1039055.3,2813144.8,0.0,21.466,1481.144,128.795,4518822.5,31769.486,0.0,20113.518,98013.15,7191.065,407379.22,5102415.0,62766.19,12020.893,6504.1577,0.0,536.646,14983.177,0.0,0.0,21.466,0.0,0.0,0.0,0.0,12707.797,7641.8506,3005.2239,0.0,0.0,0.0,8715.143,0.0,270620.2,0.0,0.0,5473.7983,0.0,0.0,10153.36,0.0,665.441,0.0,5259.1377,40076.78,0.0,0.0,73692.32,0.0,0.0,0.0,0.0,159834.86,708.373,0.0,2189.519,21.466,143392.0,472.249,0.0,21.466,175311.75,0.0,540832.5,0.0,236.12502,0.0,0.0,0.0,193.192,300.523,0.0,0.0,1824.598,85.864,1180.624,0.0,835322.75,0.0,3348.676,0.0,477959.0,0.0,128.796,0.0,0.0,0.0,64.397995,0.0,0.0,0.0,0.0,0.0,515.181,150.26201,144594.08,384947.4,0.0,214.659,0.0,1814574.1,0.0,107.329,0.0,3531714.8,0.0,0.0,0.0,0.0,100825.18,18932.895,0.0,0.0,407.852,0.0,157516.55,35526.01,0.0,0.0,113511.51,0.0,0.0,0.0,0.0,0.0,0.0,33586056.0,1631.405,214.65999,86249.86,18095.73,0.0,10217.757,257.59,0.0,20736.03,20306.713,136866.38,0.0,0.0,0.0,0.0,1116.225,659903.7,64.397995,0.0,450.784,17580.547,0.0,0.0,0.0,0.0,6632.954,1051.829,0.0,0.0,0.0,42.932,458146.0,0.0,107.328995,64.398,0.0,0.0,2404.177,0.0,0.0,0.0,184649.39,9187.392,442175.4,0.0,0.0,0.0,1223.555,0.0,42.932,0.0,214.65901,0.0,0.0,2037282.5,17022.434,20435.508,0.0,601.045,155348.48,0.0,0.0,47418.105,64.398,0.0,193707.98,558.113,0.0,0.0,0.0,57700.254,3004556.0,27154.324
2006,0.0,2235069.0,0.0,0.0,0.0,0.0,86292.79,536.647,0.0,0.0,0.0,972532.5,0.0,0.0,343.45398,0.0,20220.848,0.0,0.0,69012.766,279.058,0.0,3949.7197,1760.2009,7083.7383,4078.5151,0.0,1253306.1,1289862.5,0.0,0.0,2404.178,0.0,4171376.5,57528.53,0.0,12471.67,73499.125,4937.151,153030.19,5398129.0,76139.44,27755.37,0.0,0.0,193.193,9852.836,0.0,0.0,0.0,21.466,0.0,0.0,0.0,364.92,9638.176,579.579,0.0,0.0,0.0,11291.047,107.33,229835.03,622.511,85.863,214.66,0.0,0.0,7706.249,85.864,965.9639,0.0,11484.237,46452.14,0.0,0.0,99880.68,85.864,1395.2821,0.0,0.0,20671.633,85.864,0.0,772.771,0.0,28334.945,0.0,64.398,1974.86,669649.2,0.0,572408.8,0.0,0.0,0.0,0.0,0.0,364.92,0.0,0.0,0.0,1609.9401,85.864,321.988,0.0,1249163.2,0.0,343.454,0.0,238764.84,0.0,34023.4,0.0,0.0,0.0,107.33,0.0,21.466,0.0,0.0,0.0,794.237,42.932,94600.08,297774.53,0.0,257.59,0.0,1614855.8,21.466,643.977,0.0,3477212.8,0.0,0.0,0.0,0.0,47568.367,11398.377,0.0,0.0,300.521,0.0,79209.05,6826.146,0.0,429.318,69871.4,0.0,21.466,0.0,0.0,0.0,0.0,31339608.0,64.398,837.16895,22260.107,5645.529,0.0,26939.67,21.466,0.0,7148.134,4164.378,73971.39,0.0,0.0,0.0,0.0,2833.4968,1127258.6,0.0,0.0,214.66,24385.229,0.0,0.0,0.0,0.0,12643.397,150.261,0.0,0.0,0.0,107.328995,161208.67,0.0,472.251,0.0,321.988,450.783,729.84,0.0,0.0,0.0,291334.75,5366.467,249669.5,0.0,0.0,0.0,2168.054,0.0,21.466,0.0,536.647,0.0,0.0,1505809.1,7319.862,9273.255,0.0,107.33,180527.95,0.0,0.0,29150.654,0.0,0.0,108874.89,0.0,0.0,0.0,0.0,13931.349,2571997.2,18632.371
2007,0.0,2246252.8,0.0,1180.623,0.0,0.0,85348.3,85.863,0.0,0.0,0.0,351160.12,42.932,450.78302,279.057,0.0,14596.791,0.0,21.466,10582.672,3863.857,0.0,2983.755,171.72699,300.522,20972.152,0.0,1970480.9,3318215.2,0.0,21.466,12836.589,0.0,4468764.5,21208.277,42.932,14639.723,104903.695,24363.76,140408.23,4569654.0,53836.395,123128.23,64.398,0.0,7491.5874,5387.933,0.0,0.0,42.932,515.181,0.0,0.0,0.0,622.51,31855.346,2683.234,0.0,0.0,0.0,2940.826,0.0,269031.72,42.932,107.329,472.25,0.0,0.0,4121.4487,85.864,214.659,0.0,8951.267,37243.28,0.0,0.0,92024.17,21.466,11827.692,0.0,0.0,56197.645,85.864,0.0,880.101,0.0,33400.89,1030.361,21.466,1352.35,55682.47,0.0,938938.5,128.795,128.795,0.0,0.0,0.0,9638.177,42.932,0.0,0.0,3198.414,1888.9971,343.454,0.0,1177832.1,0.0,923.033,0.0,1036565.25,0.0,3241.3462,0.0,0.0,0.0,107.329,0.0,0.0,0.0,85.863,0.0,64.397995,279.057,68304.39,199160.31,1137.691,279.056,0.0,2985151.0,321.989,1609.94,0.0,3543607.0,0.0,0.0,0.0,0.0,67638.945,10410.947,0.0,42.932,0.0,0.0,55253.15,2597.37,0.0,279.056,47890.35,0.0,708.374,0.0,0.0,0.0,236.125,35916304.0,2490.041,536.648,46001.355,8350.227,0.0,5302.074,0.0,0.0,1781.668,386.38498,309838.34,0.0,0.0,0.0,0.0,1266.488,564595.25,0.0,0.0,321.988,26231.291,0.0,0.0,0.0,0.0,7191.066,0.0,0.0,0.0,0.0,3670.664,354487.34,0.0,150.262,279.057,42.932,0.0,22689.422,0.0,150.261,0.0,364254.28,2361.2458,747398.56,0.0,0.0,0.0,407.852,0.0,214.659,150.261,321.988,0.0,0.0,1421577.0,3692.1309,5065.95,0.0,64.398,257976.8,0.0,0.0,78114.29,0.0,0.0,268108.7,0.0,0.0,0.0,0.0,64805.453,2965445.2,37350.605
2008,0.0,2321898.5,0.0,0.0,0.0,0.0,101254.5,42.932,0.0,0.0,0.0,78286.02,0.0,21.466,128.795,0.0,6547.091,0.0,21.466,28055.889,643.97705,0.0,9273.253,1781.667,880.101,9487.914,0.0,757337.25,1045731.2,0.0,0.0,1567.008,21.466,4402499.0,23526.59,0.0,33679.95,377734.84,7191.064,230307.3,4960955.0,42244.83,33551.156,193.193,0.0,171.728,4357.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.646,17838.137,128.796,0.0,0.0,0.0,407.852,0.0,206093.8,150.261,364.92,2382.711,0.0,0.0,9724.04,0.0,1030.3611,0.0,4164.38,43167.86,0.0,0.0,62036.355,64.397995,1094.759,0.0,0.0,25673.178,558.113,0.0,601.045,42.932,35311.35,923.033,0.0,21.466,34280.992,0.0,550578.06,0.0,42.932,0.0,0.0,0.0,1760.2021,21.466,0.0,0.0,4014.1182,429.319,643.979,0.0,1039291.44,0.0,236.125,0.0,163011.8,0.0,12063.816,0.0,0.0,0.0,0.0,0.0,214.659,0.0,0.0,0.0,85.864,0.0,32306.13,276244.25,343.45398,128.795,0.0,1312036.8,171.727,1373.816,0.0,4183611.8,0.0,0.0,0.0,0.0,80282.34,7684.7803,0.0,85.864,0.0,0.0,58644.75,7062.271,0.0,0.0,98077.55,0.0,257.59,0.0,0.0,0.0,0.0,31188468.0,0.0,1910.4619,17322.957,3992.6501,0.0,7577.453,128.795,0.0,10668.534,42.932,35740.67,0.0,0.0,0.0,0.0,321.98898,1995595.9,64.398,0.0,450.784,25673.18,0.0,0.0,0.0,0.0,2747.632,64.397995,0.0,0.0,0.0,42.932,354401.47,0.0,321.99,0.0,0.0,0.0,14274.802,0.0,0.0,0.0,233398.38,579.579,317351.38,0.0,0.0,0.0,858.636,0.0,21.466,0.0,1008.896,0.0,0.0,1514502.9,9208.859,3327.212,0.0,751.306,333772.78,0.0,0.0,26510.346,0.0,0.0,85090.7,0.0,0.0,0.0,0.0,38166.312,3353633.8,42244.83
2009,0.0,2569850.8,0.0,150.261,0.0,0.0,119028.234,0.0,0.0,0.0,0.0,566441.3,42.932,0.0,107.328995,0.0,9960.164,0.0,42.932,34924.965,64.397995,0.0,5323.535,171.727,751.307,3885.3232,0.0,309537.8,447112.56,0.0,171.726,1567.011,64.398,3001829.8,37028.62,171.727,17043.9,129203.06,4057.048,145409.78,4895226.5,44670.473,15906.21,85.863,0.0,2447.109,15691.55,0.0,0.0,128.795,171.727,0.0,0.0,0.0,1116.226,3799.459,858.635,0.0,0.0,0.0,2146.5881,0.0,137767.94,21.466,4057.049,4250.2417,0.0,0.0,5495.2627,21.466,257.59,0.0,708.374,33229.164,0.0,0.0,50659.445,0.0,343.454,0.0,0.0,78006.96,85.864,0.0,1674.34,386.386,59245.793,171.727,0.0,279.056,423500.1,0.0,1783706.1,0.0,0.0,0.0,0.0,0.0,1781.667,0.0,0.0,0.0,1266.486,0.0,1524.076,0.0,1085679.1,0.0,1888.9961,0.0,253790.95,0.0,125811.45,0.0,0.0,0.0,21.466,0.0,257.591,0.0,42.932,0.0,107.33,0.0,92732.55,268709.75,0.0,64.397995,0.0,2591874.8,0.0,8393.155,0.0,3593064.2,0.0,0.0,0.0,0.0,38016.055,29622.898,0.0,64.398,0.0,0.0,31490.43,3692.1301,0.0,0.0,141245.4,0.0,107.328995,0.0,0.0,0.0,107.329,30120948.0,1245.02,3863.8562,10346.551,3327.213,0.0,8822.473,42.932,0.0,45614.97,1051.828,28957.459,0.0,0.0,0.0,0.0,1545.542,817141.2,171.727,0.0,128.795,21208.28,0.0,0.0,0.0,0.0,4786.889,0.0,0.0,0.0,0.0,386.385,271521.75,0.0,643.97705,21.466,128.795,0.0,1287.9531,0.0,0.0,0.0,118427.19,1266.487,494637.97,0.0,0.0,0.0,1051.827,0.0,42.932,0.0,279.057,0.0,21.466,1782568.6,5280.608,24750.148,0.0,85.864,182996.52,0.0,0.0,15519.825,0.0,0.0,112867.54,0.0,0.0,0.0,0.0,19169.021,2870609.0,27712.438
2010,0.0,2707361.0,0.0,0.0,0.0,0.0,72511.7,665.44196,0.0,0.0,0.0,89104.82,0.0,643.977,2747.6309,0.0,1524.0781,0.0,0.0,4743.957,2103.656,0.0,4507.833,493.715,987.432,9444.982,0.0,3557430.8,3362349.0,0.0,0.0,7899.437,0.0,4029916.0,67445.76,0.0,10904.663,123321.41,2125.123,186581.31,5051691.5,73821.12,11956.493,128.795,0.0,2146.586,4421.9697,0.0,0.0,150.261,0.0,0.0,0.0,0.0,794.237,1652.8721,1309.419,0.0,0.0,0.0,493.716,0.0,211953.97,193.193,643.976,1652.872,0.0,0.0,5345.0,42.932,3176.9487,0.0,1888.998,27326.047,0.0,0.0,59739.51,21.466,150.261,0.0,0.0,20177.92,107.33,0.0,8736.609,0.0,39239.61,42.932,0.0,0.0,17344.422,0.0,1392855.8,0.0,10582.673,0.0,0.0,0.0,193.193,0.0,0.0,0.0,1609.941,107.33,107.33,0.0,794494.7,0.0,343.454,0.0,747076.6,0.0,7276.9326,0.0,0.0,0.0,42.932,0.0,0.0,0.0,171.727,0.0,0.0,107.33,169923.8,136694.64,21.466,236.125,0.0,2822675.8,0.0,85.864006,0.0,4744278.5,0.0,150.262,0.0,0.0,121475.35,20006.191,0.0,21.466,0.0,0.0,44391.414,12536.066,0.0,0.0,172800.23,0.0,64.397995,0.0,0.0,0.0,0.0,38961384.0,386.386,407.852,47911.82,34388.33,0.0,10475.349,150.261,0.0,3112.55,7062.271,51174.637,0.0,0.0,0.0,214.659,1116.2251,1075075.0,472.24902,0.0,364.921,15562.754,0.0,0.0,0.0,0.0,2618.836,85.864,0.0,0.0,0.0,107.329,242950.69,0.0,343.45502,0.0,0.0,0.0,4464.901,0.0,0.0,0.0,272058.4,815.703,363653.25,0.0,0.0,0.0,0.0,0.0,1223.554,64.397995,85.864006,0.0,21.466,1642782.8,9359.117,18031.33,0.0,150.262,158654.23,0.0,0.0,172929.03,0.0,0.0,164857.88,0.0,0.0,0.0,0.0,26166.893,3593579.5,47010.25
2011,0.0,2363993.0,0.0,300.523,0.0,0.0,48748.99,0.0,0.0,0.0,0.0,181601.23,21.466,21.466,42.932,42.932,7040.804,0.0,0.0,6010.442,1202.0891,0.0,10561.206,4142.914,300.522,62744.727,0.0,755727.3,731578.25,0.0,42.932,3756.529,0.0,4505943.0,63753.625,0.0,26338.617,90886.484,1996.3289,165845.3,5192164.0,90070.78,16636.053,0.0,0.0,85.864006,13330.309,0.0,0.0,42.932,214.659,0.0,0.0,0.0,364.919,14940.244,364.92102,0.0,0.0,0.0,2296.8489,42.932,221313.08,107.33,0.0,579.579,0.0,0.0,11505.705,42.932,85.863,0.0,3026.689,35998.26,0.0,0.0,44777.797,0.0,2640.3022,0.0,0.0,14768.518,21.466,0.0,472.25,21.466,94943.53,3284.28,0.0,0.0,122827.695,0.0,692252.75,21.466,279.056,0.0,0.0,0.0,1416.749,0.0,0.0,0.0,2339.7798,279.057,536.648,0.0,1066617.5,0.0,2232.45,0.0,141524.47,0.0,14854.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.932,0.0,0.0,558.11304,182180.81,397655.2,364.91998,85.863,0.0,1342840.2,729.83997,6053.375,0.0,3510893.0,0.0,0.0,0.0,0.0,72425.836,5860.184,0.0,0.0,0.0,0.0,30073.684,7749.178,0.0,0.0,101018.375,0.0,0.0,0.0,0.0,0.0,85.864006,29829678.0,107.329,85.864,9080.062,3005.227,0.0,5237.6753,21.466,0.0,22345.967,1159.157,53900.797,0.0,0.0,0.0,343.454,3777.994,1172186.6,0.0,0.0,171.728,11140.785,0.0,0.0,0.0,0.0,2447.1099,21.466,0.0,0.0,0.0,1116.225,381963.62,0.0,193.194,0.0,1459.6799,0.0,4593.6973,0.0,0.0,0.0,260960.55,923.0331,186860.39,0.0,0.0,0.0,450.783,0.0,0.0,193.193,1180.623,0.0,0.0,1373858.5,7942.372,9831.367,0.0,1245.021,223051.83,0.0,0.0,10046.028,0.0,0.0,103143.5,0.0,0.0,1416.748,0.0,19040.223,3426231.2,28356.41
