Date,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_SRM,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SJM,SLB,SLE,SLV,SOM,SPM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1740,239.27457,12315379.0,12210316.0,0.0,435628.2,5024.831,1617.8236,23578.64,5410481.5,338305.97,1174.9595,9474.909,0.0,3267708.5,605533.75,449676.03,2497525.2,2795621.5,5831982.0,4473992.0,2177187.5,5241.0234,1527.8545,561624.3,2886058.0,13959.461,8234060.5,956017.1,8761.129,3238.0754,40385.887,14199958.0,1086883.2,59002.027,1363967.4,1421602.8,165992300.0,1038659.5,5870008.0,10811424.0,5406194.0,2993667.0,21003.836,12445.33,40652.234,119096.83,83332.336,5220278.5,25197544.0,398719.78,2355.3887,1533878.0,104558.055,8267424.0,306833.38,390813.66,1249642.9,12882.493,13779129.0,697895.1,3797787.0,552047.75,14161.934,0.0,43676076.0,14367.129,2103143.5,13635736.0,2554068.5,4060712.8,1569025.5,22654.97,7329.401,254150.88,166549.88,1957800.6,8211.178,0.0,569257.6,1750.9008,99751.51,0.0,163074.33,950125.0,84279.17,4027212.0,8534542.0,53121170.0,4403120.0,11640515.0,1652364.9,644452.3,147863.66,16032619.0,47638.613,104745.8,3224654.2,75891430.0,6058761.0,2479909.8,759476.75,7108.0103,2579012.2,61617.97,553234.6,353308.12,203420.53,3621076.8,7910.24,11361.156,313046.97,199393.06,352902.38,112690.516,321053.94,3892393.2,676851.25,7529365.0,21060488.0,380449.6,11492284.0,14913.243,2055962.4,65133124.0,10345347.0,15672203.0,1857.069,5798.6426,712.38635,766916.0,244971.14,0.0,9307922.0,13998.321,10395233.0,22687734.0,224914.1,2212885.5,357930.5,1426430.0,1554.8329,666309.3,2202864.5,1047917950.0,16251896.0,98799.27,3436673.2,710848.44,673191.0,10440134.0,11003.846,1433422.0,1869573.2,959863.0,863.10913,872.75116,6104085.0,37537532.0,362408.16,6860110.0,29475662.0,4649112.0,1991.7898,0.0,4819.51,6170.0557,90344.06,14883592.0,2978.3533,5965.87,13570.996,1935601.4,317480.2,1501895.0,91630.78,4306388.5,167.22481,17844476.0,1101233.2,1259802.2,1073429.5,7929791.5,165699.33,11604.545,1919.464,1787666.1,18125776.0,177661.3,7093998.0,2757100.8,7154031.0,416980.0,10561597.0,6121156.5,4747.1787,839382.44,9111.315,998743.06,794.867,5223.616,11212291.0,3538072.0,4402229.0,3540227.2
1750,255.60721,12573080.0,12405255.0,0.0,415041.0,5272.432,1724.4453,22572.514,5296248.0,353054.12,1218.2013,10496.459,0.0,3153047.5,656117.06,455187.16,2421394.5,2576755.5,5823120.5,4533013.0,2261032.8,5422.81,1722.5543,581265.25,3089006.0,14885.764,8350149.0,1806275.5,8675.3955,3618.1646,41588.812,14433645.0,1103066.0,88379.89,1264983.1,1450658.1,191131140.0,1047295.1,5898128.5,10891213.0,5405387.5,3146288.0,22429.412,13408.756,44302.97,136581.98,83202.36,4983697.0,24818588.0,403165.47,2708.4358,1469606.0,107496.31,8571014.0,306240.4,381281.62,1266255.2,16156.974,14129500.0,802653.9,3873938.0,598463.94,14814.318,0.0,42200090.0,17963.1,2125930.5,13934329.0,2724662.2,4100531.5,1584518.5,24276.172,6563.3887,258886.12,167179.25,2032780.9,8889.488,0.0,561313.25,1927.209,104015.94,0.0,170192.66,911421.3,104714.17,4093943.5,8765922.0,56949972.0,4180946.8,11856623.0,1643180.1,657790.2,154882.62,16177199.0,56012.445,104046.875,3140371.8,78508180.0,6137674.5,2616090.2,758297.0,7644.6025,2721140.0,62240.05,525944.6,341906.44,205630.12,3645234.2,8483.826,10801.965,304748.2,214582.28,407919.8,110401.234,370637.75,4040897.0,724077.4,7652534.5,22067258.0,367586.53,11639158.0,15221.951,2095495.9,66004280.0,10607177.0,15815293.0,2007.9681,6677.147,1061.1006,783709.75,251700.83,0.0,13198000.0,14512.644,10495188.0,22881684.0,243974.28,2041406.6,367339.5,1468593.5,1924.2981,673420.44,2134883.0,1099242800.0,16454449.0,105062.016,3376040.0,743278.7,665686.06,10823582.0,14132.32,1488655.5,1893464.0,1022421.9,906.49396,1466.5298,6142203.5,41162070.0,366248.0,8309875.5,29721928.0,4665345.5,2537.9487,0.0,5963.878,6753.506,92861.75,15039373.0,3222.8875,6497.2603,14601.655,1876104.8,301153.34,1535525.1,103816.24,4324545.0,180.12653,18007402.0,1105179.8,1285001.9,1130489.1,8371861.0,167168.12,12091.968,2833.2646,1818177.8,18289508.0,184259.86,7187782.0,2788741.5,7536404.0,445807.0,12308206.0,6463040.5,5081.6084,845742.1,10098.476,1067535.1,836.9244,5498.599,11339614.0,4332209.0,4498628.5,3617750.8
1760,272.90985,12835354.0,12613375.0,0.0,414891.2,5531.5664,1836.8025,21593.12,5196837.0,368328.88,1262.1235,11627.122,0.0,3172163.5,710925.75,461074.88,2481890.8,2374992.8,5814425.5,4591551.5,2347666.5,5607.0723,1940.7452,601505.75,3304722.8,15871.832,8486228.0,2086557.2,8588.955,4052.25,42850.656,14121679.0,1120419.0,120591.055,1250401.8,1479991.9,204593890.0,1056431.0,5927966.0,10975641.0,5405484.0,3297436.0,23949.459,14445.248,48273.156,156644.75,83069.45,4961588.5,25109792.0,407884.84,3112.6646,1468284.2,110526.06,8874604.0,305629.44,371749.6,1284188.9,20263.762,14487860.0,922538.8,3950089.5,648556.44,15494.9,0.0,42154456.0,22459.074,2150102.0,14004495.0,2904485.5,4142732.5,1600933.9,26012.887,5875.449,263952.8,167870.22,2107773.2,9623.699,0.0,553376.94,2120.187,108454.35,0.0,177605.03,918683.6,130062.23,4279175.0,9310831.0,61062210.0,4048892.2,12076137.0,1633781.5,671403.9,161617.95,16322640.0,65852.67,103321.05,3087021.0,81215150.0,6221667.0,2759724.0,757343.5,8221.459,2868974.0,62868.42,498924.12,330679.62,207976.38,3669391.8,9098.613,10728.801,296618.1,230980.16,471387.94,112999.09,427722.03,4189464.0,774213.94,7784085.0,23045830.0,369908.88,11795449.0,15904.927,2135167.5,66887184.0,10841132.0,15966979.0,2171.1257,7684.6377,1580.2722,777877.7,258409.12,0.0,13912562.0,15034.923,10601200.0,23087160.0,264605.22,1999047.8,376851.06,1512803.9,2381.557,680393.7,2149718.5,1139579900.0,16654649.0,111704.28,3354617.0,775577.0,657827.8,11216083.0,18149.334,1545133.1,1918154.5,1081070.0,952.05945,2464.0579,6414090.0,44786612.0,370363.12,10130937.0,29982780.0,4682746.0,3231.421,0.0,7377.6436,7386.898,96354.25,15194857.0,3487.4988,7082.6226,15700.037,1897755.6,302377.06,1633332.2,117421.89,4342483.0,194.0119,18180112.0,1109140.2,1310543.6,1190524.6,8838571.0,168628.4,12595.849,4179.425,1850819.8,18450582.0,190971.66,7287622.5,2822342.0,7939215.0,466003.34,15303810.0,6824018.5,5438.2793,851994.0,11192.631,1136158.4,881.2068,5788.058,11467874.0,4241827.5,4518361.5,3566528.5
1770,291.21448,13102165.0,12836323.0,0.0,413871.7,5802.676,1954.9702,20639.156,5112838.0,384133.22,1306.5916,12878.339,0.0,3173177.5,770312.8,467385.5,2530688.2,2188998.5,5805964.0,4649465.5,2437122.5,5793.25,2185.162,622355.7,3533770.2,16921.238,8664102.0,2423188.0,8501.75,4547.7236,44175.508,13829166.0,1139091.9,171204.98,1233919.1,1509571.6,221178800.0,1066124.5,5959726.0,11065238.0,5406649.5,3447038.5,25569.91,15560.161,52589.758,179666.69,82933.414,4932122.5,25334680.0,412910.3,3575.0437,1454418.1,113650.41,9178195.0,304999.28,362217.53,1303629.4,25414.416,14854318.0,1059574.9,4026241.0,702575.5,16204.734,0.0,42056732.0,28080.305,2175821.5,14007960.0,3093640.8,4187593.0,1618379.2,27873.227,5257.6787,269393.2,168620.7,2182777.2,10418.405,0.0,545445.0,2331.18,113073.15,0.0,185323.06,924936.7,161490.22,4450401.5,9865568.0,65479224.0,3911639.5,12299056.0,1624154.2,685299.2,168054.9,16468695.0,77415.17,102566.445,3033338.8,84015470.0,6311354.5,2911217.0,756943.25,8842.873,3022371.5,63503.137,497065.3,319616.66,210475.39,3693549.0,9757.497,10642.689,288652.06,248760.08,544576.2,115509.65,493403.22,4338093.5,827376.9,7925068.0,23997610.0,371930.3,11962291.0,16579.65,2174987.5,67782000.0,11075087.0,16128261.0,2347.538,8839.016,2353.0908,773237.8,265125.84,0.0,14667979.0,15563.534,10713978.0,23305496.0,286933.56,1954511.5,386447.8,1559090.5,2947.4714,687219.4,2160787.2,1183485700.0,16851956.0,118748.08,3293110.0,807777.0,649589.3,11617134.0,23306.848,1602754.8,1942512.8,1166999.4,999.9151,4139.703,6692571.5,48411150.0,374787.62,12417891.0,30259896.0,4701470.0,4110.9473,0.0,9123.487,8073.4146,101239.32,15350045.0,3773.8354,7727.5137,16868.566,1917828.5,303180.06,1738563.1,132602.97,4360184.5,208.95467,18363750.0,1113114.8,1336438.9,1253685.6,9331295.0,170080.67,13116.275,6160.8267,1885861.2,18609134.0,197778.05,7394255.5,2858135.8,8363555.0,486978.56,17573220.0,7205155.5,5818.477,858122.75,12405.35,1204622.6,927.83215,6092.755,11597036.0,4151446.5,4543805.5,3520588.0
1780,310.54825,13373512.0,13076049.0,0.0,411976.16,6086.2017,2078.9678,19709.293,5044945.0,400467.2,1351.4402,14262.697,0.0,3167054.2,834660.75,474173.84,2567808.0,2017542.2,5797818.0,4706595.0,2529426.0,5980.6587,2458.8499,643823.75,3776690.5,18037.715,8928445.0,2829331.8,8413.721,5113.0195,45567.797,13556560.0,1159262.8,236622.02,1215434.2,1539359.8,260709310.0,1076443.6,5993653.5,11160628.0,5409084.0,3595014.8,27297.014,16759.213,57281.855,206086.03,82793.96,4895211.0,25493324.0,418280.38,4102.6914,1438842.2,116872.6,9481786.0,304348.44,352685.5,1324800.4,31874.268,15228972.0,1216011.5,4102392.0,760779.75,16944.895,0.0,41906390.0,35108.406,2203282.0,14133919.0,3292118.0,4235442.0,1636982.0,29865.846,4702.965,275257.75,169475.12,2257793.0,11278.575,0.0,537513.5,2561.5828,117878.98,0.0,193358.88,930076.0,200436.92,4607445.0,10435921.0,70223950.0,4216607.5,12525368.0,1614282.0,699481.9,174176.97,16615124.0,91000.31,101780.984,2929383.2,86912350.0,6407466.5,3070997.5,757275.4,9511.949,3181095.2,64144.258,495080.62,308705.62,213146.36,3717706.5,10463.564,10542.791,280845.47,268132.06,628937.75,117911.0,568928.06,4486786.0,883674.2,8076731.5,24923986.0,373625.5,12141034.0,17245.988,2214965.5,68688900.0,11309042.0,16300320.0,2538.2808,10160.381,3503.272,769878.9,271869.94,0.0,15466685.0,16096.477,10834360.0,23538260.0,311096.06,1907797.2,396108.88,1607555.6,3647.8608,693886.5,2168078.0,1252792300.0,17045772.0,126216.625,3231712.8,841780.6,640940.5,12026080.0,29928.111,1661393.0,1966470.0,1310204.9,1050.176,6954.1533,6977065.0,52035692.0,379562.06,15289402.0,30555264.0,4721705.0,5225.0283,0.0,11278.428,8816.16,118470.09,15504936.0,4083.6812,8438.038,18109.26,1936132.0,303523.56,1791662.4,149531.1,4377636.5,225.03395,18559658.0,1117103.2,1362700.1,1320128.0,9851482.0,171527.95,13653.258,9074.469,1923624.2,18764624.0,204655.98,7508552.0,2896398.5,8810576.0,508743.7,20280920.0,7607578.5,6223.5327,864111.06,13749.448,1272939.1,976.92426,6413.491,11727052.0,4061065.5,4575682.0,3480229.2
1790,330.9317,13649366.0,13334905.0,0.0,409197.38,6382.578,2208.7405,18802.145,4993968.5,417327.06,1396.466,15794.035,255951.02,3140048.0,904383.75,481505.7,2593264.8,1859489.2,5790094.5,4762758.0,2624589.0,6168.467,2765.1992,665917.75,4033988.2,19225.172,9370581.0,3321441.5,8324.802,5759.0117,47032.305,13304522.0,1181146.2,328703.28,1194840.9,1569311.2,278615900.0,1087468.9,6030038.0,11262551.0,5413036.5,3741273.8,29137.332,18048.508,62380.79,236406.19,82650.76,4850758.0,25585640.0,424040.8,4706.282,1421543.6,120195.99,9785376.0,303675.34,343153.47,1347973.8,39976.09,15611916.0,1394333.8,4178543.5,823434.2,17716.48,0.0,41701976.0,43895.465,2232713.2,13805240.0,3499798.5,4286670.0,1656893.4,31999.988,4204.906,281607.2,170413.9,2332821.0,12209.586,0.0,529577.75,2812.8232,122878.61,0.0,201725.0,933988.6,248674.5,4750108.0,11017617.0,75321070.0,4825263.5,12755054.0,1604146.5,713957.94,179965.6,16761587.0,106944.86,100962.26,2875764.2,89909130.0,6510874.5,3239516.0,758546.5,10233.518,3344789.8,64791.844,493069.75,297933.8,216012.06,3741864.0,11220.111,10428.191,273193.53,289353.2,726134.6,120178.47,655711.2,4635540.5,943201.6,8240573.5,25826318.0,374967.5,12333288.0,17903.807,2255113.2,69608020.0,11542996.0,16484560.0,2744.5186,11671.218,5214.7573,767912.25,278645.9,0.0,16311228.0,16631.295,10963340.0,23787328.0,337240.2,1858905.8,405809.47,1658390.8,4514.679,700382.3,2171578.5,1303259000.0,17235412.0,134134.38,3170374.0,875443.9,631847.06,12442085.0,38427.76,1720888.9,1989947.8,1572657.2,1102.9631,8873.073,7266843.0,55660236.0,384734.75,18894328.0,30871240.0,4743677.0,6634.1904,0.0,13937.023,9618.068,135499.19,15659530.0,4418.966,9220.891,19423.55,1952453.4,303366.22,1857492.1,168395.92,4394823.5,242.33461,18769432.0,1121106.0,1389342.5,1390015.2,10400663.0,173031.19,14206.723,13354.39,1964494.8,18916152.0,211577.16,7631554.5,2937459.0,9281488.0,531306.56,23691122.0,8032475.5,6654.8145,869939.4,15239.117,1341117.1,1028.6135,6751.112,11857874.0,3970684.2,4614868.5,3445836.0
1800,352.37625,13929679.0,13615729.0,0.0,405527.38,6692.2275,2344.1394,17916.268,4960849.0,434704.56,1441.4203,17487.553,409716.4,3050721.5,979930.9,489460.44,2606298.5,1713793.4,5782929.5,4817748.5,2722609.0,6355.6636,3107.9827,688644.0,4306118.0,20487.668,10176938.0,3920113.0,8234.923,6498.6865,48574.203,13073977.0,1205002.4,476880.3,1172028.0,1599374.5,276250460.0,1099296.6,6069230.5,11371897.0,5418815.5,3885714.5,31097.752,19434.562,67920.3,271205.47,82503.45,4798664.0,25611742.0,430246.75,5393.3857,1402472.2,123624.04,10088966.0,302978.2,333621.4,1373484.8,50137.234,16003232.0,1597259.2,4254695.0,890807.0,18520.602,0.0,41442656.0,54881.68,2264392.8,13447839.0,3716355.0,4341748.0,1678295.2,34285.516,3757.7432,288515.34,171421.23,2407861.0,13217.256,0.0,521632.9,3086.3376,128079.0,0.0,210434.44,936552.5,308382.88,4878169.0,11608831.0,80797090.0,4965832.5,12988080.0,1593726.6,728733.44,185399.77,16907708.0,125710.22,100107.58,2821753.0,93009240.0,6622631.5,3417247.8,760639.25,11010.695,3512950.5,65445.977,491042.88,287287.0,219099.97,3766021.5,12030.654,10297.906,265691.53,312741.88,838065.25,122284.09,755354.4,4784358.0,1006038.2,8418412.0,26705946.0,375927.62,12540999.0,18552.96,2295441.8,70539544.0,11776951.0,16682666.0,2967.509,13396.555,7760.968,767478.3,285445.62,0.0,17204344.0,17164.984,11102116.0,24054940.0,365525.2,1807838.1,415520.38,1711891.0,5587.474,706692.5,2171276.8,1338140300.0,17420112.0,142527.11,3109037.0,908112.75,622269.6,12864093.0,49337.57,1781044.8,2012855.8,2082221.2,1158.4034,10767.979,7561015.0,59284776.0,390364.3,23419410.0,31210656.0,4767665.0,8413.669,0.0,17215.258,10481.761,152301.56,15813825.0,4781.779,10083.404,20812.074,1966567.9,302663.44,1981725.2,189407.03,4411726.0,260.94772,18994998.0,1125122.8,1416380.0,1463517.8,10980452.0,174609.78,14776.489,19633.672,2008941.9,19063372.0,218506.78,7765194.5,2981713.5,9777572.0,554670.44,29834802.0,8481102.0,7113.724,875586.1,16890.068,1409172.8,1083.0376,7106.5054,11989438.0,3880303.0,4662443.0,3417905.2
1810,374.88098,14214380.0,13922013.0,0.0,411435.62,7015.552,2484.8933,17050.139,6364216.5,452585.75,1485.9987,19359.906,950299.0,2970135.0,1061788.8,498135.25,2609725.0,1579489.6,5776504.0,4871329.5,2823465.5,6541.0205,3491.4011,712007.1,4593462.0,21829.432,10273236.0,4970385.5,9365.613,7346.8,50199.082,12866184.0,1231151.5,678917.4,1166509.2,1629488.8,313484260.0,1112044.4,6111662.0,11489740.0,5426808.0,3651528.5,33185.48,20924.316,76877.625,311148.22,88340.82,4748233.5,25546006.0,436965.5,6175.192,1467447.2,127160.34,10392556.0,302254.94,371749.6,1401751.4,62881.145,16402992.0,1827737.1,4330846.5,963165.4,19358.393,0.0,43322700.0,68617.414,2298657.5,12545730.0,3941261.5,4401247.0,1701409.1,36732.953,3356.2937,296073.06,172652.33,2482912.5,14332.557,0.0,515829.94,3390.937,133487.31,0.0,220803.34,953294.44,383254.44,5007697.5,11765219.0,86680536.0,5929804.0,13224400.0,1666032.2,743814.5,189407.61,17053014.0,148570.25,99213.8,2866898.2,96216260.0,6744024.0,3604694.0,763059.2,11847.055,3684885.5,127887.164,537038.25,276749.56,222443.56,3790178.8,12888.866,10293.71,258334.56,338698.06,966895.6,125716.17,869666.0,4933237.5,1072240.0,8612480.0,27564186.0,385708.53,12766540.0,19562.41,2448592.5,71483640.0,12010904.0,16896692.0,3208.6135,15364.093,11548.23,768756.0,299168.84,0.0,18148936.0,17693.865,11252145.0,24343820.0,399108.56,1761391.5,425206.72,1768411.1,6915.191,712800.0,2195014.8,1418118300.0,17598996.0,152520.14,3047637.5,940285.0,612162.94,13290782.0,63339.4,1841616.5,2033388.0,2338044.5,1754.4233,12532.808,7918040.0,62909504.0,396522.38,29098882.0,31576950.0,4794016.5,10656.542,0.0,21255.229,11409.37,169515.77,15967820.0,5174.38,11033.595,22287.066,1994443.9,305865.94,2034596.1,212795.97,4428322.5,280.97092,19238690.0,1129153.8,1512077.8,1540813.0,11592556.0,176182.97,15362.253,28833.611,2057542.8,19205252.0,225402.47,7909834.0,3029645.0,10300170.0,578833.5,35636824.0,8954783.0,7601.6855,881026.06,18719.693,1477131.6,1140.341,7480.6084,12121674.0,3789922.0,4719746.5,3397077.8
1820,380.51953,14503371.0,14258095.0,0.0,416995.56,7352.918,2512.3296,17519.646,7670273.0,470949.56,1534.0778,21429.328,1656233.8,3030434.0,1150484.5,507650.7,2602232.8,1478434.0,5771055.0,4991137.0,2927117.2,6731.247,3689.119,750004.2,4896303.0,22209.54,12076548.0,6108927.0,10467.584,8159.741,55703.36,12682839.0,1259993.0,957979.4,1257127.4,1786350.9,323380030.0,1125856.1,6157863.0,11617404.0,5437508.5,3416922.5,35408.043,22525.172,86935.53,356997.72,94150.31,4690306.0,25382424.0,444280.03,7063.139,1525475.5,134546.05,12034309.0,301503.25,409877.75,1433302.0,79261.95,17251512.0,2046285.0,4406997.5,1040769.5,20287.197,0.0,44778856.0,85790.72,2335923.8,13348410.0,4173727.5,4465872.0,1726507.6,37584.598,4977.045,304393.88,174003.69,2557976.0,14843.074,0.0,509947.94,3722.185,139776.42,0.0,231632.94,988127.56,476065.12,5123708.0,11890354.0,92933256.0,6691857.0,13463944.0,1741165.5,775024.3,195105.27,17196934.0,154541.47,98277.33,2909141.5,99533850.0,6876645.0,3802382.2,765157.5,12174.487,3859666.0,127760.2,580835.4,266303.9,226084.06,4104226.0,13198.297,10278.887,251117.66,367731.8,1092336.0,136150.78,980259.0,5082180.0,1141832.9,8825554.0,28402338.0,417264.3,13012855.0,20558.94,2601950.2,72440470.0,12244857.0,17129160.0,3313.3591,15609.711,17180.219,771974.44,312867.88,0.0,19148054.0,18264.025,11415220.0,24657320.0,435616.44,1712954.9,459014.47,1844880.2,10084.653,718685.25,2216478.5,1480270800.0,17771064.0,173236.97,2986102.2,970743.4,601474.4,13720496.0,81307.37,1902304.2,2053390.2,2587744.0,1831.863,14204.055,8285576.5,66417744.0,403297.75,36226572.0,31974346.0,4823168.0,13477.284,0.0,22150.479,12402.286,186580.16,16121514.0,5347.532,12080.2,23410.564,2059338.2,314662.25,2147957.8,238818.4,4444587.0,288.9113,19503378.0,1138912.5,1607810.8,1622087.0,12238776.0,189581.62,16007.907,42291.31,2111016.5,19341286.0,232212.14,8067924.0,3081850.5,11009550.0,603786.75,42708936.0,9454918.0,7755.14,1074051.5,18478.951,1545023.5,1204.0111,7896.2783,12254495.0,3699540.8,4788469.5,3384185.8
1830,385.80945,14947694.0,14629459.0,0.0,418498.44,7704.6484,2536.1917,17971.836,9252014.0,489766.44,1581.199,23715.727,2950701.0,3218603.5,1246589.0,518158.38,2668671.2,1383822.4,5766899.5,5111276.0,3003601.5,6916.746,3896.1384,789853.44,5214792.5,22591.77,14188865.0,7523402.5,11540.211,9182.298,60910.18,12526231.0,1292031.9,1359972.5,1317551.9,1957547.9,348646880.0,1140911.9,6208503.0,11756534.0,5451555.0,4043872.0,37773.23,24244.996,103954.03,442250.34,99930.11,5306723.0,26085872.0,452294.34,8069.5186,1628833.8,142372.56,13879651.0,375708.38,448005.9,1468817.5,99910.02,17575744.0,2287769.5,6136412.0,1199256.5,21257.184,0.0,45558760.0,107261.84,2376712.2,13401504.0,4412362.0,4536502.0,1753931.0,38454.297,7375.335,313621.56,175559.27,2803817.8,15371.472,0.0,576607.1,4081.5227,146347.48,0.0,447322.6,1023500.4,534358.4,5615739.5,11992446.0,99852020.0,6685229.0,14181506.0,1819166.9,807543.5,200772.45,17871324.0,160722.61,102209.85,3016821.5,102965860.0,7022497.0,4010869.0,786876.4,12511.786,3811842.8,127547.625,726726.7,283351.75,230073.22,4140609.0,13514.043,10252.406,277194.44,400505.0,1233531.2,147259.88,1104193.9,5998936.5,1214803.0,9061144.0,29221676.0,451327.3,13283638.0,21542.33,2755529.2,73823610.0,12479678.0,17383222.0,3421.5195,15842.885,25553.549,777431.56,327912.34,0.0,20204946.0,18822.283,11593582.0,24999624.0,525671.2,1795814.4,513780.88,1914073.5,14706.785,735168.56,2235653.5,1574099000.0,17935172.0,196703.89,3438961.2,1129766.2,590142.06,14348528.0,96700.484,1897411.5,2141626.5,2830899.8,1911.9718,15469.719,8968150.0,70312980.0,410802.2,46417610.0,32408112.0,4855679.0,17015.629,0.0,23071.62,13460.829,215592.98,17052822.0,5526.479,13232.722,24554.9,2124292.0,323360.38,2361335.0,267756.8,4622817.0,297.05414,19792654.0,1148755.5,1676640.0,1707532.5,12921013.0,206416.47,16672.04,44320.867,2170273.0,19910024.0,233257.2,8241872.0,3139078.0,11796999.0,807350.6,51677280.0,9982983.0,7908.5596,1308928.9,18241.004,1741756.4,1271.2361,8335.045,12358099.0,3609160.0,4870778.0,3380321.8
1840,390.67035,15737316.0,15043145.0,0.0,437790.38,8070.993,2555.7842,18399.795,11176292.0,508995.7,1626.783,24936.293,5371775.5,3253286.0,1350721.5,529852.3,2533054.0,1295244.9,5764471.0,5231326.5,3121097.5,7095.24,3850.8794,831621.75,5548910.5,22975.578,14517853.0,8962236.0,12582.809,10315.542,68037.65,12399451.0,1327919.2,1945529.1,1371379.2,2144220.2,364260220.0,1157439.0,6264437.5,11909217.0,5469786.0,4828729.5,40289.11,26092.156,125890.5,545884.6,105678.02,5866858.5,26462688.0,461141.0,9207.316,1679839.4,150666.94,15724993.0,428166.84,486134.1,1509188.8,125937.0,18463116.0,2553666.0,7865827.0,1258167.9,22269.842,0.0,46566600.0,112377.96,2421686.2,14766370.0,4656089.5,4614256.5,1784113.1,39342.21,10920.653,323941.75,177374.42,3072936.5,15918.364,0.0,649603.94,4470.165,178599.03,0.0,529003.2,1059320.0,568271.0,6071861.0,12074271.0,107019250.0,6677289.0,14893744.0,1900060.5,841426.9,206363.9,18567974.0,167120.42,106231.56,3056233.0,106516200.0,7184139.5,4230740.0,795954.06,12859.256,3720649.2,127237.72,774080.5,296581.2,234476.9,4176991.5,13836.145,10213.098,376729.38,426172.4,1392346.5,159045.1,1242900.5,6916082.0,1291083.9,9323763.0,30023462.0,488086.25,13583608.0,26920.406,2909345.2,75826370.0,13602794.0,17662884.0,3533.2058,16060.932,31069.016,785520.06,341008.3,0.0,21323070.0,19361.625,11790084.0,25376034.0,624319.4,1879939.8,569078.0,2068177.0,21447.396,753042.5,2252524.5,1674434000.0,18089998.0,223278.9,3888867.0,1351155.0,578092.75,15287581.0,111602.68,1866727.4,2239165.8,3067033.0,1994.6941,17946.64,9290071.0,82003810.0,419178.72,58920680.0,32884944.0,4892282.5,21440.48,0.0,24017.736,14298.286,244296.0,17748488.0,5711.413,14501.445,25711.875,2188994.2,331909.1,2533826.5,291393.16,4762460.0,305.40326,20111080.0,1158683.4,1768228.1,1797350.9,13641273.0,222477.62,17353.955,32441.406,2236485.5,20421888.0,235407.67,8434757.0,3202280.8,12816047.0,1065647.4,62651344.0,10540539.0,8061.5615,1594577.4,18005.762,1927318.6,1342.2142,8798.192,12587056.0,3518778.8,4969497.5,3386938.8
