Date,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_SRM,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SJM,SLB,SLE,SLV,SOM,SPM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1969,3999.8838,37996000.0,57399990.0,0.0,1235000.0,26000.0,7000.0,10000.0,129300910.0,1150590.2,4000.0,11000.0,448662820.0,3351100.0,4382023.5,1897000.0,1612098.9,1707000.0,8222000.0,9675000.0,6022000.0,7000.0,10000.0,2815747.5,9771440.0,82000.0,30261000.0,121678696.0,19000.0,24000.0,370000.0,26001000.0,4820000.0,63296000.0,1687400.0,14847996.0,369999740.0,16200000.0,7970000.0,25300000.0,10543948.0,42678804.0,94944.57,65000.0,1789995.8,4744999.0,398751.06,4549615.0,19253994.0,1301000.0,18468.682,2990201.2,2329974.0,43087468.0,3068000.0,2835000.0,7859566.0,4999999.5,32527000.0,1381120.8,33440434.0,2765500.0,221000.0,0.0,33173000.0,112153.87,5214976.0,19380000.0,3164530.0,11700000.0,14452000.0,60999.863,533000.0,1368000.0,291667.5,9143998.0,22000.0,0.0,2742000.0,5000.0,1366000.0,0.0,3030000.0,2433635.5,1700000.0,6887999.5,51283190.0,177033230.0,5690582.0,42594000.0,8990000.0,2120000.0,522507.6,20221300.0,384094.38,1056000.0,6652000.0,214784200.0,25240000.0,9772254.0,3477000.0,17347.89,2337000.0,135000.0,1472000.0,619973.6,2573000.0,12820000.0,18999.678,9000.0,2328000.0,2478000.0,3414546.5,152897.97,2523599.8,25429000.0,2574905.5,35349996.0,97708970.0,1523209.2,31728000.0,14000.0,10767000.0,131367710.0,43977380.0,39532980.0,3000.0,38000.0,16915.162,3757000.0,3755781.8,0.0,39297770.0,263000.0,32176000.0,63814030.0,3584999.5,2209999.8,986000.0,3567000.0,15682852.0,1040000.0,7219144.5,4460488000.0,35699972.0,1687000.0,17818828.0,8252999.0,616000.0,19557000.0,561878.25,2380000.0,3879775.0,11317000.0,51000.0,61987.37,14967998.0,220959700.0,1397000.0,136310140.0,74696640.0,8903000.0,21793.074,0.0,55000.0,2659000.0,795161.8,43945000.0,6000.0,36000.0,47000.0,2553377.0,648074.9,3744997.0,1493989.6,13445000.0,1000.0,47900000.0,3075000.0,13920000.0,4368131.5,34066468.0,232999.98,31247.201,98000.0,8716000.0,38643000.0,1003875.9,27000000.0,9950000.0,42149830.0,15643508.0,435446600.0,26911804.0,11000.0,19840000.0,15000.0,6382000.0,113000.0,63000.0,23412992.0,95790000.0,19804000.0,11665000.0
1970,3999.89,38005996.0,57399990.0,0.0,1230000.0,26000.0,8000.0,12000.0,129278910.0,1149750.2,4000.0,11000.0,439816400.0,3335800.0,4378519.5,1880000.0,1610232.2,1727000.0,8236000.0,9697000.0,6010000.0,7000.0,10000.0,2814400.0,9759851.0,82000.0,30297000.0,124915510.0,19000.0,24000.0,382000.0,26001000.0,4830000.0,63161000.0,1673900.0,15099993.0,374599650.0,16200000.0,7978000.0,25350000.0,10547948.0,42678876.0,94944.51,65000.0,1855992.5,5021999.0,397773.2,4543137.0,19022996.0,1301000.0,18450.066,2974206.0,2334974.2,43098104.0,3128000.0,2843000.0,7847566.0,4999999.5,32119000.0,1379161.0,33402434.0,2724200.0,221000.0,0.0,32495000.0,112147.33,5179982.0,18849000.0,3162566.5,11700000.0,14429000.0,62999.82,534000.0,1368000.0,291655.94,9154998.0,22000.0,0.0,2755000.0,4000.0,1371000.0,0.0,3040000.0,2432805.5,1705000.0,6874999.5,51283864.0,177295170.0,5666697.5,42624000.0,8993000.0,2001000.0,524497.6,20175880.0,377431.0,1058000.0,6696000.0,214722960.0,25245000.0,9769840.0,3419000.0,14999.938,2324000.0,135000.0,1477000.0,624716.3,2571000.0,13025000.0,18999.684,9000.0,2333000.0,2427000.0,3409452.5,152764.72,2520625.8,25705000.0,2572990.5,35369996.0,97634800.0,1522447.2,31778000.0,14000.0,10801000.0,131369650.0,44050508.0,39532980.0,3000.0,38000.0,16663.545,3707000.0,3884838.8,0.0,39301764.0,263000.0,31200000.0,61030468.0,3584999.5,2192999.8,954000.0,3702000.0,15676856.0,1042000.0,7207997.5,4455229000.0,35864970.0,1684000.0,17912832.0,8310000.0,641000.0,19543000.0,551980.8,2380000.0,3885691.0,11417000.0,51000.0,61985.477,14929999.0,220725870.0,1404000.0,136352980.0,74794640.0,8864000.0,21369.363,0.0,55000.0,2664000.0,793442.75,43950000.0,6000.0,36000.0,48000.0,2549854.8,648178.94,3752997.0,1493989.9,13459000.0,1000.0,47900000.0,3075000.0,14248000.0,4366418.5,34063772.0,243000.0,31232.441,98000.0,8882000.0,38178000.0,1003875.9,28000000.0,9980000.0,42089908.0,15480961.0,434399600.0,26903360.0,11000.0,19933000.0,15000.0,6417000.0,120000.0,63500.0,23417992.0,95590000.0,19874000.0,11750000.0
1971,3999.8965,38035990.0,57399990.0,0.0,1200000.0,25000.0,8000.0,12000.0,129152910.0,1164340.2,4000.0,11000.0,442457060.0,3320900.0,4429890.0,1899000.0,1608365.5,1777000.0,8220000.0,9695000.0,6009000.0,7000.0,10000.0,2792472.2,9822442.0,83000.0,30734000.0,128148820.0,19000.0,19000.0,382000.0,26001000.0,4840000.0,63023000.0,1665400.0,15349991.0,379249600.0,16300000.0,8028000.0,25400000.0,10547950.0,44098364.0,94944.42,65000.0,1886992.4,5072999.0,395825.88,4533956.5,18951996.0,1301000.0,18431.977,2950210.2,2343970.5,43713150.0,3188000.0,2852000.0,7844104.5,4999999.5,32684000.0,1383577.6,33595896.0,2703700.0,221000.0,0.0,32623000.0,112140.39,5199979.5,18843000.0,3207466.5,11700000.0,14405000.0,62999.83,537000.0,1368000.0,296032.22,9154998.0,22000.0,0.0,2767000.0,7000.0,1371000.0,0.0,3045000.0,2413469.5,1710000.0,6854999.5,51236908.0,177058640.0,5671674.0,43078000.0,8999000.0,1991000.0,526487.75,17648994.0,377235.94,1090000.0,6541000.0,218761900.0,25250000.0,9958714.0,2450000.0,14999.94,2299000.0,135000.0,1482000.0,629310.25,2571000.0,13235000.0,19999.709,9000.0,2339000.0,2364000.0,3416955.8,152631.47,2537054.5,26812000.0,2578897.5,35389996.0,96937830.0,1510622.8,31778000.0,14000.0,10805000.0,131380550.0,44050450.0,39492984.0,3000.0,38000.0,16370.804,3857000.0,3958622.8,0.0,39305812.0,263000.0,31230000.0,59477560.0,3604999.5,2127999.8,931000.0,3702000.0,15669862.0,1042000.0,7160645.0,4472857600.0,35484970.0,1713000.0,17921832.0,8279000.0,669000.0,19508000.0,529984.5,2380000.0,3891606.8,11518000.0,51000.0,61984.85,14935000.0,222529950.0,1448000.0,136397760.0,74892640.0,8946000.0,20936.38,0.0,55000.0,2669000.0,832076.2,43955000.0,6000.0,36993.555,52000.0,2543035.0,642657.25,3757997.2,1493990.0,13458000.0,1000.0,47900000.0,2880000.0,14399000.0,4442119.0,34800904.0,242974.73,31222.248,101000.0,8868000.0,38314000.0,1003875.9,29000000.0,10030000.0,42223220.0,15440994.0,433299700.0,27398808.0,11000.0,20026000.0,15000.0,6422000.0,120000.0,64000.0,23425992.0,95390000.0,20053000.0,11835000.0
1972,3999.9026,38045990.0,57399990.0,0.0,1174000.0,25000.0,8000.0,12000.0,129026920.0,1163920.2,4000.0,7000.0,442631400.0,3307100.0,4428138.0,1906000.0,1606499.0,1807000.0,8302000.0,9991000.0,6022000.0,7000.0,10000.0,2788160.0,9816648.0,83000.0,31270000.0,131403990.0,19000.0,18000.0,385000.0,26002000.0,4850000.0,63050000.0,1662800.0,15599997.0,383869630.0,16310000.0,8095000.0,25450000.0,10549952.0,44108724.0,94944.34,65000.0,1886992.6,5580999.0,393829.06,4529888.0,18948996.0,1301000.0,18421.107,2955209.2,2369966.0,43747828.0,3248000.0,2855000.0,7845640.5,4999999.5,32568000.0,1382597.8,33784360.0,2613700.0,230000.0,0.0,32515000.0,112133.375,5164979.5,18756000.0,3206484.5,11700000.0,14381000.0,62999.832,542000.0,1368000.0,296022.44,9159998.0,20000.0,0.0,2800000.0,7000.0,1374000.0,0.0,3080000.0,2410103.8,1584000.0,6845999.5,51236708.0,177189840.0,5681541.5,43724000.0,9160000.0,1981000.0,526487.75,17507994.0,377027.3,1095000.0,6484000.0,218731300.0,25255000.0,9957507.0,2450000.0,14999.941,2270000.0,135000.0,1512000.0,634305.25,2571000.0,13438000.0,19999.72,9000.0,2345000.0,2359000.0,3414408.8,152498.22,2535567.5,26170000.0,2576025.2,35419996.0,97149864.0,1508253.5,31778000.0,14000.0,10805000.0,131380600.0,44066716.0,39492984.0,3000.0,38000.0,16065.76,3907000.0,4079881.8,0.0,39305812.0,264000.0,31177000.0,55150000.0,3609999.5,2113999.8,910000.0,3822000.0,16060740.0,1044000.0,7141268.5,4481092600.0,35504960.0,1743000.0,18271828.0,8430000.0,679000.0,19371000.0,514986.8,2380000.0,3897522.5,11618000.0,51000.0,56000.0,14943000.0,222413060.0,1508000.0,136445340.0,74990630.0,8946000.0,20499.373,0.0,55000.0,2674000.0,834638.6,43960000.0,6000.0,36993.56,53000.0,2541105.5,642113.0,3733997.2,1512996.5,14161000.0,1000.0,47900000.0,2880000.0,15230000.0,4441262.5,34799556.0,245000.0,31216.02,101000.0,8947000.0,38826000.0,1003875.9,29000000.0,10100000.0,42193260.0,15399953.0,432299780.0,27394590.0,11000.0,20065000.0,14998.331,6447000.0,120000.0,64000.0,23436992.0,95195000.0,20251000.0,11900000.0
1973,3999.9084,38047990.0,57399990.0,0.0,1146000.0,24000.0,8000.0,13000.0,128900920.0,1163290.2,4000.0,7000.0,441228220.0,3222200.0,4425510.0,2000000.0,1603699.0,1827000.0,8373000.0,9989000.0,5982000.0,7000.0,10000.0,2778031.5,9807956.0,84000.0,31308000.0,134698830.0,19000.0,18000.0,385000.0,26002000.0,4860000.0,63077000.0,1653700.0,15837994.0,389479740.0,16440000.0,8160000.0,25500000.0,10553952.0,44120680.0,94944.3,65000.0,2047985.1,5850999.0,394031.75,4522276.0,18896996.0,1301000.0,18410.162,2985208.5,2404960.5,43266630.0,3308000.0,2855000.0,7832640.5,4999999.5,32280000.0,1381127.9,33747360.0,2582100.0,235000.0,0.0,32460000.0,112126.16,5134980.5,18696000.0,3205012.0,11700000.0,14357000.0,60999.86,547000.0,1373000.0,296014.5,9142998.0,20000.0,0.0,2843000.0,7000.0,1376000.0,0.0,3090000.0,2401461.0,1583000.0,6835000.0,51189600.0,177994160.0,5681519.5,44405000.0,9170000.0,1971000.0,536438.1,17481996.0,376809.94,1109000.0,6447000.0,218685380.0,25260000.0,9955696.0,2450000.0,14999.942,2271000.0,135000.0,1532000.0,644294.9,2571000.0,13644998.0,19999.73,9000.0,2351000.0,2359000.0,3410588.2,152298.34,2533337.0,26425000.0,2581769.8,35439996.0,97399920.0,1502763.0,31778000.0,14000.0,10322000.0,131384664.0,44111404.0,39479984.0,2000.0,36000.0,15982.411,3957000.0,4160745.2,0.0,39305812.0,264000.0,30814000.0,60300000.0,3619999.5,2100999.8,904000.0,3953000.0,16021762.0,1045000.0,7112751.0,4496428500.0,36399936.0,1763000.0,18318828.0,8596000.0,689000.0,19326000.0,491886.0,2430000.0,3902452.8,11766000.0,51000.0,56000.0,14904000.0,222237660.0,1505000.0,136494220.0,75097700.0,8996000.0,20056.129,0.0,55000.0,2679000.0,840513.6,43965000.0,6000.0,36993.56,56000.0,2537716.0,639919.94,3717997.2,1512996.6,14477994.0,1000.0,47910000.0,2880000.0,16080000.0,4439978.0,34797532.0,250000.0,31211.924,110000.0,9016000.0,38787000.0,1003875.9,29000000.0,10180000.0,42148316.0,15359991.0,431199780.0,27388256.0,10000.0,20179000.0,15000.0,6482000.0,120000.0,64000.0,23441992.0,94990000.0,20144000.0,11935000.0
1974,3999.9138,38047990.0,57399990.0,0.0,1122000.0,24000.0,8000.0,14000.0,128774920.0,1164550.2,4000.0,7000.0,442385730.0,3207300.0,4430766.0,2030000.0,1600899.0,1857000.0,8453000.0,9989000.0,6038000.0,7000.0,10000.0,2776518.0,9825339.0,84000.0,31843000.0,138055780.0,19000.0,18000.0,392000.0,26002000.0,4870000.0,63104000.0,1647500.0,16249995.0,396099740.0,16625000.0,8280000.0,25550000.0,10557954.0,44131830.0,94944.266,65000.0,2047985.4,5630999.0,287000.0,4509613.0,18820996.0,1301000.0,18398.809,2931212.2,2424966.2,43293190.0,3441000.0,2843000.0,7819640.5,4999999.5,32078000.0,1384067.9,33710360.0,2605400.0,240000.0,0.0,32442000.0,112118.555,5149978.0,18638000.0,3207957.5,11700000.0,14334000.0,55000.0,574000.0,1378000.0,296006.7,9140998.0,20000.0,0.0,2875000.0,7000.0,1376000.0,0.0,3096000.0,2400398.0,1583000.0,6782000.0,51189696.0,178522610.0,5691581.5,43884000.0,9280000.0,1960000.0,544408.3,17501996.0,376591.22,1125000.0,6415000.0,218777220.0,25265000.0,9959317.0,2500000.0,14999.943,2268000.0,135000.0,1555000.0,639299.94,2571000.0,13847998.0,19899.73,9000.0,2357000.0,2359000.0,3418229.2,152098.47,2537798.0,26630000.0,2576982.8,35474996.0,97550940.0,1501920.0,31828000.0,14000.0,10333000.0,131388290.0,44111310.0,39449988.0,2000.0,36000.0,15889.811,3960000.0,4221325.5,0.0,39305812.0,264000.0,29780000.0,56150000.0,3629999.5,2093999.8,901000.0,3994000.0,15998762.0,1046000.0,7103223.0,4504257000.0,35739972.0,1785000.0,18318916.0,8862000.0,698000.0,19257000.0,493988.22,2430000.0,3907382.5,12033000.0,52000.0,55999.996,14929000.0,222588420.0,1584000.0,136559280.0,75154690.0,9046000.0,19601.36,0.0,55000.0,2684000.0,850981.8,43970000.0,6000.0,36993.527,57000.0,2532380.0,639875.1,3734997.5,1481997.1,14516984.0,1000.0,47920000.0,2880000.0,16883000.0,4442547.5,34801576.0,250000.0,31207.338,111000.0,9045000.0,38328000.0,1003875.9,29000000.0,10264000.0,42238204.0,15320994.0,430157820.0,27400920.0,10000.0,20244000.0,15000.0,6507000.0,120000.0,64000.0,23446992.0,94805000.0,20202000.0,12020000.0
1975,3999.9185,38047990.0,57400000.0,0.0,1080000.0,24000.0,8000.0,15000.0,128648920.0,1163500.2,4000.0,7000.0,441722140.0,3189500.0,4426386.0,2060000.0,1598099.0,1897000.0,8536000.0,10004000.0,5955000.0,8000.0,10000.0,2770697.0,9810852.0,85000.0,32380000.0,141491250.0,19000.0,18000.0,392000.0,26002000.0,4890000.0,63131000.0,1643800.0,16549995.0,400709820.0,16715000.0,8395000.0,25550000.0,10561955.0,44143644.0,94944.25,65000.0,2121972.0,5809999.0,180300.0,4484450.0,18791996.0,1301000.0,18380.004,2936211.0,2454966.0,43126920.0,3658000.0,2825000.0,7806640.5,4999999.5,31921000.0,1381618.0,33673360.0,2613800.0,245000.0,0.0,32357000.0,112110.52,5168974.0,18583000.0,3205503.0,11800000.0,14320000.0,58999.758,568000.0,1378000.0,295997.47,9117996.0,20000.0,0.0,2888000.0,8000.0,1378000.0,0.0,3135000.0,2395545.0,1583000.0,6770000.0,51148010.0,178932460.0,5713947.5,43364000.0,9285000.0,1950000.0,539433.1,17516998.0,376376.75,1151999.5,6273000.0,218700690.0,25572000.0,9956301.0,2500000.0,14999.945,2272000.0,135000.0,1568000.0,634305.0,2571000.0,14054999.0,19999.752,9000.0,2359000.0,2376000.0,3411861.8,151898.6,2534080.5,26917000.0,2577940.0,35758996.0,97550960.0,1498753.2,31878000.0,13000.0,10347000.0,131396536.0,44128444.0,39445988.0,2000.0,36000.0,15783.032,3910000.0,4354001.0,0.0,39305812.0,264000.0,29780000.0,55150000.0,3629999.5,2081999.8,898000.0,4009000.0,16378504.0,1047000.0,7084183.5,4513082400.0,36034950.0,1806000.0,18328724.0,9192000.0,714000.0,19224000.0,492974.3,2430000.0,3912312.8,12254000.0,52000.0,55999.992,14946000.0,222296130.0,1612000.0,136601250.0,75254690.0,9046000.0,19142.346,0.0,55000.0,2689000.0,859560.56,43975000.0,6000.0,36993.434,58000.0,2519544.0,638756.1,3725997.5,1312999.8,14107000.0,1000.0,48000000.0,2880000.0,17220000.0,4440406.0,34798210.0,254999.98,31200.395,106000.0,9094000.0,37962000.0,1003875.9,29000000.0,10407000.0,42163300.0,15280972.0,430157820.0,27390366.0,10000.0,20298000.0,15000.0,6512000.0,126000.0,65000.0,23459994.0,94585000.0,20237000.0,12055000.0
1976,3999.9243,38047990.0,57400000.0,0.0,1075000.0,23000.0,8000.0,16000.0,128522930.0,1163710.2,4000.0,7000.0,442498430.0,3183500.0,4427262.0,2095000.0,1595298.8,1927000.0,8585000.0,9998000.0,6198000.0,10000.0,11000.0,2757325.5,9813750.0,85000.0,32416000.0,145006060.0,19000.0,17000.0,398000.0,26002000.0,4900000.0,63158996.0,1642600.0,17199996.0,406659800.0,16840000.0,8510000.0,25600000.0,10567958.0,44154796.0,94944.234,65000.0,2204927.5,5996998.0,177900.0,4477386.0,18757996.0,1301000.0,18358.25,2932208.8,2509941.8,43348292.0,3828000.0,2730000.0,7794640.5,4999999.5,31516000.0,1382108.2,33635360.0,2611900.0,260000.0,0.0,32021000.0,112101.94,5153974.0,18568000.0,3205993.8,11800000.0,14296000.0,59999.75,567000.0,1378000.0,295991.03,9114998.0,20000.0,0.0,2930000.0,9000.0,1458000.0,0.0,3170000.0,2383867.5,1585000.0,6757000.0,50949652.0,178889940.0,5715826.0,42874000.0,9285000.0,1940000.0,529482.75,17528996.0,376164.0,1274437.8,6236000.0,218716000.0,25578000.0,9956904.0,2550000.0,14999.946,2270000.0,135000.0,1580000.0,629310.25,2571000.0,14257999.0,19999.762,9000.0,2396000.0,2359000.0,3413135.2,151698.72,2534824.0,27150000.0,2578897.5,35763996.0,97550970.0,1491532.0,32077000.0,13000.0,10362000.0,125237176.0,44128350.0,39448988.0,2000.0,36000.0,15668.794,3912000.0,4439469.5,0.0,39309812.0,265000.0,29780000.0,55150000.0,3629999.5,2072999.8,896000.0,4025000.0,16713610.0,1048000.0,7052672.0,4520596500.0,35711972.0,1827000.0,18418922.0,9674000.0,724000.0,19199000.0,492988.22,2430000.0,3917242.5,12474000.0,52000.0,55999.992,14955000.0,222354600.0,1639000.0,136662640.0,75349690.0,9045000.0,18766.543,0.0,55000.0,2694000.0,852605.75,43980000.0,6000.0,36993.355,59000.0,2512609.5,635529.3,3734998.5,1370998.5,14213000.0,1000.0,48100000.0,2880000.0,17548000.0,4440834.0,34798880.0,257999.98,31190.285,106000.0,9143000.0,37903000.0,1003875.9,29000000.0,10538000.0,42178280.0,15239997.0,430157820.0,27392476.0,10000.0,20470000.0,15000.0,6722000.0,126000.0,69000.0,23459994.0,94382000.0,20410000.0,12090000.0
1977,3999.9297,38049990.0,57400000.0,0.0,1109000.0,23000.0,8000.0,17000.0,128396930.0,1163920.2,4000.0,7000.0,438048130.0,3177600.0,4428138.0,2143000.0,1590632.1,1957000.0,8635000.0,9991000.0,6206000.0,10000.0,11000.0,2749990.5,9816648.0,86000.0,32953000.0,148595870.0,19000.0,15000.0,400000.0,26002000.0,4910000.0,62785000.0,1641400.0,17099996.0,412599780.0,17080000.0,8644000.0,25630000.0,10564959.0,44285664.0,94944.25,65000.0,2286869.0,6037996.0,176100.0,4470169.5,18708996.0,1301000.0,18334.879,2926214.5,2539932.5,43181492.0,4108000.0,2635000.0,7783145.0,4999999.5,31590000.0,1382598.2,33626856.0,2597600.0,270000.0,0.0,31910000.0,112092.9,5176969.5,18490000.0,3206484.5,11900000.0,14272000.0,59999.758,574000.0,1379000.0,296002.5,9111998.0,20000.0,0.0,2992999.5,9000.0,1542000.0,0.0,3245000.0,2377951.2,1585000.0,6729000.0,50949452.0,178832690.0,5720580.0,42617000.0,9285000.0,1931000.0,530477.75,17500998.0,375957.47,1413880.6,6215000.0,218731300.0,25580000.0,9957508.0,2550000.0,14999.947,2267000.0,135000.0,1590000.0,624315.4,2576000.0,14465000.0,19999.773,9000.0,2433000.0,2292000.0,3414408.8,151365.61,2535567.5,27500000.0,2573153.2,35928988.0,97600940.0,1487521.9,32075000.0,14000.0,10356000.0,125593910.0,44128264.0,39449988.0,2000.0,34000.0,15540.348,3915000.0,4570607.5,0.0,39309804.0,265000.0,29780000.0,50493000.0,3729999.0,2059999.8,899000.0,4040000.0,16609961.0,1049000.0,7024120.5,4524593700.0,35912950.0,1849000.0,18541876.0,10090000.0,735000.0,19159000.0,490987.94,2430000.0,3922172.5,12684000.0,52000.0,56999.82,14960000.0,222413060.0,1665000.0,136714800.0,75447680.0,8844000.0,18416.387,0.0,56000.0,2699000.0,860177.8,43985000.0,6000.0,37993.273,61000.0,2505826.8,634365.5,3721998.5,1392972.2,14040000.0,1000.0,48100000.0,2880000.0,17965000.0,4441262.5,34799550.0,261999.98,31175.969,106000.0,9169000.0,38029000.0,1003875.9,29000000.0,10538000.0,42193260.0,15201000.0,430330800.0,27394588.0,11000.0,20684000.0,15000.0,6812000.0,127000.0,71000.0,23459994.0,94320000.0,20274000.0,12115000.0
1978,3999.935,38049996.0,57400000.0,0.0,1114000.0,23000.0,8000.0,18000.0,128270930.0,1162660.2,4000.0,7000.0,440703100.0,3180800.0,4422882.0,2120000.0,1585029.1,1977000.0,8685000.0,9987000.0,6211000.0,10000.0,11000.0,2752727.8,9799263.0,93000.0,32989000.0,152263550.0,19000.0,15000.0,400000.0,26002000.0,4920000.0,62410000.0,1644900.0,16999998.0,418469760.0,17210000.0,8671000.0,25650000.0,10519960.0,44248504.0,99975.12,65000.0,2359945.2,5947998.0,174300.0,4455564.0,18658996.0,1301000.0,18310.992,2920213.0,2564898.8,43186156.0,4278000.0,2540000.0,7771600.0,5000000.0,31478000.0,1379658.4,33617400.0,2585100.0,280000.0,0.0,31961000.0,112087.734,5198965.0,18478000.0,3203539.5,12000000.0,14248000.0,59999.76,581000.0,1379000.0,295990.62,9174998.0,19000.0,0.0,3004999.5,9000.0,1626000.0,0.0,3257000.0,2380663.0,1595000.0,6698000.0,50949640.0,179831680.0,5725393.5,41791000.0,9389000.0,1921000.0,532477.75,17588996.0,375749.8,1458338.1,6194000.0,218639470.0,25580000.0,9953887.0,2600000.0,14999.949,2263000.0,135000.0,1598000.0,618321.44,2576000.0,14672995.0,19999.781,9000.0,2469000.0,2293000.0,3406767.8,150965.88,2531106.8,27918000.0,2567408.5,35999984.0,98197890.0,1488968.4,32075000.0,14000.0,10367000.0,125547040.0,44128172.0,39445988.0,2000.0,34000.0,15408.295,3968000.0,4593477.0,0.0,39311780.0,265000.0,29780000.0,48955000.0,3734999.2,2045999.8,900000.0,4055000.0,16794520.0,1051000.0,7023169.0,4536142300.0,36416944.0,1850000.0,18593820.0,10140000.0,756000.0,19111000.0,494987.28,2430000.0,3927102.5,12405000.0,52000.0,56999.824,14965000.0,222062300.0,1680000.0,136763570.0,75485690.0,8843000.0,18057.61,0.0,57000.0,2709000.0,889810.3,43990000.0,6000.0,37993.19,62000.0,2496432.8,635423.6,3727998.8,1392995.1,14009000.0,1000.0,48150000.0,2980000.0,18376000.0,4438693.0,34795510.0,271000.0,31159.062,106000.0,9034000.0,38045000.0,1003875.9,29999996.0,10610000.0,42103376.0,15161000.0,428162800.0,27381924.0,11000.0,20740000.0,15000.0,6836000.0,127000.0,71000.0,23461994.0,94280000.0,20155000.0,12165000.0
1979,3999.941,38048996.0,57400000.0,0.0,1117000.0,23000.0,8000.0,19000.0,128144930.0,1161400.2,4000.0,7000.0,439433340.0,3142900.0,4417626.0,2100000.0,1576630.0,1997000.0,8735000.0,9983000.0,6206000.0,10000.0,11000.0,2745061.0,9781879.0,94000.0,33525000.0,156010930.0,18999.975,15000.0,405000.0,26004000.0,4930000.0,62035000.0,1658700.0,16899998.0,423189760.0,17225000.0,8912000.0,25650000.0,10521961.0,44260492.0,99975.11,65000.0,2442930.0,5861999.0,172500.0,4435967.5,18593996.0,1301000.0,18288.346,2919212.0,2589874.0,43157784.0,4463000.0,2447000.0,7760505.5,5000000.0,31355000.0,1376718.5,33616496.0,2567500.0,285000.0,0.0,31834000.0,112083.77,5149970.5,18452000.0,3200594.0,12000000.0,14245000.0,59999.71,570000.0,1380000.0,295971.97,9180998.0,19000.0,0.0,3015999.5,9000.0,1714999.6,0.0,3257000.0,2374138.5,1595000.0,6651000.0,50906000.0,179821620.0,5720208.0,42832000.0,9439000.0,1911000.0,532477.75,17607996.0,369084.66,1463670.4,6174000.0,218547650.0,25580000.0,9950266.0,2600000.0,14999.95,2252000.0,135000.0,1605000.0,612327.5,2576000.0,14875000.0,20199.81,9000.0,2359000.0,2309000.0,3399126.8,150366.27,2526645.8,28004000.0,2568529.0,36019984.0,97997910.0,1484810.9,32080000.0,14000.0,10377000.0,124537000.0,44128100.0,39448988.0,2000.0,39000.0,15288.384,3970000.0,4838977.5,0.0,39311716.0,265000.0,29958000.0,48234000.0,3739998.8,2033999.9,954000.0,4070000.0,16682854.0,1051000.0,7001162.0,4543578600.0,36336944.0,1852000.0,18629740.0,10394000.0,768000.0,19048000.0,485988.8,2430000.0,3932032.5,12615000.0,53000.0,55999.938,14967000.0,221711550.0,1697000.0,136810910.0,75484690.0,8842000.0,17644.605,0.0,59000.0,2719000.0,934744.9,43995000.0,6000.0,37993.11,64000.0,2488029.2,633785.5,3710999.5,1339999.8,13960000.0,1000.0,48150000.0,3030000.0,18702000.0,4436123.5,34791468.0,275901.7,31142.682,106000.0,8951000.0,38892000.0,1003875.9,29999996.0,10610000.0,42013490.0,15121000.0,428162800.0,27369260.0,12000.0,20900000.0,15000.0,6850000.0,128000.0,73500.0,23462994.0,94210000.0,19780000.0,12215000.0
