Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1961,3313500.0,657000.0,347764.0,0.0,10287500.0,,,8441623.0,902089.0,,137397.0,,531800.0,1777392.0,8639332.0,2521386.0,150.0,,,8129.0,431159.0,11168641.0,380.0,2836.0,68300.0,181860.0,153500.0,16985264.0,180255.0,1024480.0,89712000.0,471000.0,814452.0,719700.0,7000.0,1158170.0,10200.0,20000.0,103000.0,275000.0,141673.0,,7138919.0,,110.0,1536555.0,93320.0,2708623.0,504534.0,1723824.0,,6929785.0,,,1029808.0,13060.0,9140300.0,,5850.0,3060601.0,,534518.0,343985.0,677.0,83994.0,97000.0,1772952.0,630.0,694998.0,245.0,107461.0,14821.0,302521.0,,452000.0,3324307.0,9319000.0,92239016.0,435435.0,5063000.0,2039339.0,,154875.0,6387203.0,9712.0,377707.0,4868480.0,,1105697.0,,2270080.0,2073629.0,0.0,630000.0,90400.0,200000.0,489000.0,40.0,539171.0,271059.0,,,,3772884.0,,888000.0,179.0,7708027.0,,1564005.0,3649.0,4519316.0,,311000.0,731500.0,246050.0,119.0,878200.0,523153.0,85600.0,1050.0,2107164.0,10621000.0,243500.0,521762.0,228117.0,1715000.0,124375.0,2600.0,2480163.0,5882000.0,15584.0,,117968000.0,647997184.0,5454763.0,7858558.0,192200.0,719295.0,5195460.0,659.0,9045900.0,15872.0,1432000.0,1889916.0,111600.0,,0.0,3800.0,7029100.0,,156078.0,273500.0,,961167.0,115.0,316421.0,297088.0,521000.0,,,270.0,26340.0,,,1383378.0,106902.0,2161829.0,1275850.0,373973.0,6427204.0,,,24400.0,5340.0,1125063.0,12865300.0,826020.0,1260100.0,992094.0,,873465.0,64869560.0,,100.0,449443.0,5004200.0,700.0,1199277.0,6092600.0,932380.0,1377015.0
1962,3425500.0,654000.0,332882.0,0.0,8699220.0,,,9154626.0,897794.0,,127800.0,,585468.0,1872821.0,8855818.0,2451390.0,180.0,,,5419.0,441960.0,11522315.0,358.0,2831.0,70400.0,49768.0,154000.0,18340808.0,184650.0,1013290.0,88910008.0,574000.0,909688.0,701700.0,7100.0,1196700.0,10100.0,20000.0,112000.0,294072.0,137794.0,,7145685.0,,110.0,1541998.0,91000.0,2911300.0,567973.0,1975708.0,,7252920.0,,,1059191.0,12857.0,9408120.0,,5980.0,3201027.0,,520000.0,349445.0,700.0,89125.0,101000.0,1758547.0,630.0,715445.0,353.0,100060.0,11295.0,318926.0,,453000.0,3344059.0,10458000.0,93852008.0,432097.0,4983000.0,2451402.0,,131626.0,6485855.0,8579.0,400547.0,4755130.0,,1260197.0,,2387069.0,2112667.0,0.0,602000.0,91435.0,210000.0,563000.0,40.0,568096.0,274700.0,,,,3285652.0,,941000.0,240.0,7652725.0,,1601500.0,3699.0,5001403.0,,380000.0,702600.0,246050.0,114.0,876100.0,550684.0,88400.0,950.0,2317458.0,10634000.0,251500.0,509284.0,229522.0,1724500.0,125583.0,2600.0,2492956.0,6093000.0,15355.0,,121446112.0,653839488.0,5499763.0,8090856.0,182700.0,745816.0,5110820.0,728.0,8777800.0,9489.0,1436000.0,2003216.0,115200.0,,0.0,3800.0,6663626.0,,177538.0,273600.0,,988000.0,120.0,288000.0,302463.0,515000.0,,,270.0,27730.0,,,1373709.0,104139.0,2268047.0,1277450.0,388664.0,6870641.0,,,29000.0,5585.0,1116346.0,12965000.0,840209.0,1241100.0,998093.0,,816183.0,60548008.0,,100.0,553440.0,5150880.0,700.0,1233668.0,6207500.0,934554.0,1352412.0
1963,3426500.0,645000.0,298725.0,0.0,11468110.0,,,9191184.0,888269.0,,141460.0,,553182.0,1940525.0,9170275.0,2425275.0,240.0,,,5550.0,475397.0,12565288.0,376.0,2821.0,72600.0,48460.0,155000.0,18556188.0,175300.0,991550.0,90371008.0,586000.0,903695.0,660300.0,9600.0,1119160.0,11350.0,20000.0,108450.0,263000.0,138730.0,,7168885.0,,115.0,1569717.0,91400.0,2891420.0,598034.0,1944683.0,,7228312.0,,,1056400.0,12263.0,9159745.0,,5740.0,3261715.0,,497756.0,350145.0,720.0,78530.0,101000.0,1644087.0,630.0,778597.0,50.0,81519.0,7877.0,314969.0,,453000.0,3173391.0,9290000.0,93571016.0,402746.0,4783000.0,1817699.0,,131758.0,6299467.0,8619.0,289041.0,4609500.0,,1369115.0,,2348000.0,2178119.0,0.0,610000.0,72900.0,239000.0,503000.0,24.0,582457.0,274700.0,,,,4326300.0,,950000.0,292.0,8440920.0,,1641059.0,3513.0,5227904.0,,394000.0,716700.0,252600.0,114.0,890561.0,562184.0,88450.0,900.0,2385998.0,10741000.0,223100.0,488375.0,232243.0,1725500.0,140382.0,2700.0,2488089.0,6113700.0,14725.0,,119150112.0,659234432.0,5439355.0,8212602.0,197400.0,724960.0,4985020.0,737.0,8838100.0,9519.0,1476000.0,2009667.0,116100.0,,0.0,3800.0,6708715.0,,96643.0,287289.0,,1082000.0,125.0,298877.0,277880.0,520000.0,,,270.0,27948.0,,,1378086.0,84012.0,2478681.0,1252300.0,427890.0,6897698.0,,,27100.0,5475.0,1592000.0,13016700.0,837689.0,1437150.0,984982.0,,751016.0,62420208.0,,100.0,502522.0,4769270.0,700.0,1267863.0,6612300.0,957356.0,1253451.0
1964,3446500.0,644000.0,342158.0,0.0,12281330.0,,,9822032.0,896099.0,,149900.0,,556454.0,1934100.0,9364054.0,2448730.0,280.0,,,7291.0,479702.0,13107902.0,284.0,2600.0,74500.0,41698.0,131500.0,18664782.0,174285.0,987443.0,92086008.0,618000.0,887702.0,662700.0,9650.0,1256100.0,11700.0,20000.0,127400.0,178969.0,140469.0,,7285822.0,,115.0,1567605.0,96600.0,2805810.0,650732.0,1907398.0,,7048402.0,,,1124700.0,10319.0,9226542.0,,5894.0,3427053.0,,514672.0,363095.0,500.0,80559.0,120000.0,1766280.0,630.0,795959.0,57.0,149581.0,8638.0,350988.0,,459000.0,3276286.0,10626000.0,94306008.0,387957.0,5057000.0,2179046.0,,161125.0,6244904.0,5960.0,396330.0,4418130.0,,1432536.0,,2504000.0,2271775.0,0.0,928000.0,93100.0,255000.0,503000.0,12.0,573881.0,274200.0,,,,3938680.0,,987885.0,343.0,8994221.0,,1265985.0,3434.0,5338487.0,,413000.0,713400.0,252600.0,25.0,898056.0,564713.0,99450.0,850.0,2245960.0,11291000.0,244900.0,481317.0,242754.0,1742000.0,137402.0,2800.0,2525700.0,6156100.0,12861.0,,122678112.0,670231872.0,5421928.0,8533549.0,219600.0,781750.0,5122420.0,862.0,8767700.0,12094.0,1479000.0,1888672.0,180800.0,,0.0,3800.0,6692900.0,,125565.0,294300.0,,1166000.0,130.0,298951.0,267679.0,511000.0,,,270.0,30913.0,,,1379055.0,83290.0,2349417.0,1212024.0,453100.0,6860640.0,,,24300.0,5370.0,1437000.0,12930000.0,802621.0,1408250.0,1043983.0,,843744.0,60977008.0,,100.0,536912.0,5244800.0,700.0,1291962.0,6389300.0,980145.0,1253793.0
1965,3444500.0,603000.0,323238.0,0.0,9866080.0,,,9846764.0,866741.0,,150750.0,,519948.0,1963000.0,9492394.0,2310600.0,330.0,,,7842.0,432772.0,14247927.0,300.0,2510.0,76600.0,35172.0,112000.0,18625128.0,173683.0,957810.0,91089016.0,613000.0,875932.0,693909.0,9800.0,1439697.0,13700.0,35000.0,110480.0,145000.0,143975.0,,7229500.0,,120.0,1596967.0,103000.0,2862350.0,640901.0,1625595.0,,7093770.0,,,1131000.0,8287.0,9377274.0,,5876.0,3657704.0,,480680.0,357310.0,250.0,80761.0,100000.0,1779520.0,630.0,759650.0,57.0,120530.0,8538.0,344171.0,,460000.0,3229923.0,9834000.0,93277016.0,377250.0,6397000.0,2480608.0,,155437.0,6056518.0,4816.0,371808.0,4303013.0,,1569770.0,,2480500.0,2375066.0,0.0,931000.0,97500.0,257000.0,455069.0,16.0,472886.0,286700.0,,,,3956110.0,,982650.0,394.0,9350458.0,,1221450.0,2966.0,5221590.0,,418200.0,731000.0,307600.0,180.0,1110250.0,590253.0,114450.0,800.0,2289447.0,12245000.0,270200.0,484309.0,240291.0,1786000.0,131282.0,2800.0,2456245.0,6228600.0,10684.0,,121264720.0,667195136.0,5160950.0,8872528.0,238500.0,777380.0,5215260.0,762.0,8505800.0,10158.0,1460000.0,1864134.0,180000.0,,0.0,3800.0,6766565.0,,122197.0,305300.0,,1228453.0,135.0,332400.0,317394.0,507000.0,,,270.0,33838.0,,,1393007.0,83507.0,2001153.0,1214842.0,524855.0,6862581.0,,,20745.0,5060.0,1545000.0,12960000.0,812933.0,1401160.0,1161700.0,,922903.0,60379264.0,,100.0,570859.0,5103700.0,700.0,1287314.0,6412300.0,991094.0,1218923.0
1966,3446500.0,609000.0,328443.0,0.0,11122075.0,,12.0,11504354.0,900828.0,,155802.0,,493391.0,2018500.0,9208509.0,2328375.0,470.0,,,8128.0,428936.0,13523268.0,400.0,2448.0,78600.0,80619.0,106000.0,19599536.0,171400.0,1009247.0,92863000.0,624000.0,884051.0,766207.0,11000.0,1390770.0,15000.0,39000.0,122700.0,140000.0,143145.0,,7207233.0,,120.0,1604664.0,104000.0,1921790.0,591684.0,1817474.0,,6954614.0,,,1131900.0,8571.0,9194306.0,,5850.0,3791421.0,,594200.0,351795.0,243.0,81000.0,95000.0,1716990.0,620.0,747690.0,100.0,138360.0,9469.0,325472.0,,462000.0,3173221.0,11469000.0,92729816.0,338713.0,7457000.0,2382202.0,,130234.0,5991218.0,5985.0,283580.0,4194810.0,,1419048.0,,2270900.0,2273410.0,0.0,943000.0,89924.0,133000.0,498997.0,20.0,583713.0,279500.0,,,,4653000.0,,1101740.0,465.0,10068011.0,,1337555.0,3254.0,4951091.0,,398500.0,784000.0,257480.0,181.0,1128600.0,580838.0,125400.0,750.0,2302681.0,10102000.0,274300.0,462031.0,232131.0,1794700.0,135954.0,3000.0,2553170.0,6290300.0,11037.0,,118879504.0,669678976.0,5236700.0,8667751.0,239900.0,807950.0,5254020.0,878.0,8380900.0,8901.0,1484000.0,1674915.0,166817.0,,0.0,4300.0,6820400.0,,182777.0,311500.0,,1121438.0,138.0,352300.0,334946.0,502000.0,,,290.0,29624.0,,,1377911.0,97312.0,1275734.0,1068544.0,647800.0,8008240.0,,,22087.0,4950.0,1173000.0,12973750.0,840524.0,1771160.0,1178424.0,,814721.0,61141624.0,,120.0,584300.0,4948800.0,700.0,1181900.0,6120300.0,1016041.0,1293393.0
1967,3124500.0,632200.0,332935.0,0.0,12185670.0,,8.0,11884253.0,902756.0,,155124.0,,543196.0,2288401.0,10036709.0,2213008.0,480.0,,,8102.0,392107.0,14493244.0,430.0,3480.0,80900.0,206775.0,123000.0,19802974.0,168900.0,968900.0,91965000.0,698200.0,830487.0,797745.0,11000.0,1249700.0,14100.0,45000.0,127900.0,146367.0,141941.0,,7286316.0,,125.0,1637727.0,108625.0,2600270.0,706492.0,1894358.0,,7207501.0,,,1180800.0,9819.0,9303635.0,,5850.0,3826331.0,,639305.0,358570.0,448.0,72500.0,83500.0,1690617.0,620.0,789864.0,55.0,117929.0,6309.0,322018.0,,468000.0,3184112.0,10063000.0,96062008.0,356167.0,6630000.0,2472043.0,,147828.0,5768719.0,3590.0,284792.0,4092940.0,,1623708.0,,2137000.0,2282468.0,0.0,974000.0,85135.0,134000.0,598108.0,20.0,584108.0,290900.0,,,,4839060.0,,1122410.0,308.0,9529213.0,,1542300.0,3211.0,5148430.0,,406900.0,824000.0,257480.0,268.0,972100.0,604166.0,136400.0,710.0,2412528.0,10635000.0,305300.0,437597.0,228473.0,1821090.0,145195.0,3100.0,2578429.0,6348600.0,12355.0,,116712008.0,679890944.0,5221822.0,9031397.0,242300.0,836815.0,5551900.0,936.0,8409200.0,7478.0,1490000.0,1631911.0,204820.0,,0.0,3000.0,6603919.0,,189575.0,311619.0,,1344165.0,140.0,373900.0,323746.0,535000.0,,,300.0,34016.0,,,1395251.0,103299.0,1944724.0,1084300.0,533743.0,7019560.0,,,24700.0,4730.0,1103800.0,13013600.0,835607.0,1651350.0,1185086.0,,598729.0,65847776.0,,125.0,740236.0,5025800.0,750.0,1146200.0,6877300.0,1027120.0,1468786.0
1968,3041500.0,653000.0,323150.0,0.0,12408430.0,,12.0,14121516.0,911199.0,,157700.0,,508454.0,1733214.0,9931197.0,2166840.0,500.0,,,8410.0,444767.0,15119971.0,610.0,3480.0,83900.0,99160.0,114000.0,19840692.0,169410.0,1008340.0,89643008.0,712700.0,838210.0,920806.0,11500.0,1276875.0,12200.0,25000.0,125400.0,173900.0,143145.0,,7431223.0,,125.0,1685196.0,118736.0,3017870.0,587030.0,2054000.0,,7382517.0,,,1191900.0,10898.0,9307842.0,,5850.0,3813396.0,,608229.0,354640.0,253.0,85637.0,76000.0,1708430.0,620.0,780814.0,20.0,115822.0,9955.0,324851.0,,463000.0,3281413.0,11240780.0,98822912.0,362476.0,7535000.0,2424096.0,,150647.0,5954460.0,3980.0,290790.0,4017000.0,,1811404.0,,2437100.0,2243090.0,2.0,670000.0,86904.0,140000.0,631341.0,26.0,606910.0,312439.0,,,,4712400.0,,1150785.0,204.0,9735738.0,,1322190.0,2980.0,5162886.0,,410300.0,757589.0,258138.0,205.0,1174300.0,669178.0,143400.0,642.0,2511118.0,11039000.0,328300.0,419849.0,232640.0,1909470.0,211306.0,3100.0,2627510.0,6424300.0,14195.0,,116420016.0,684204608.0,5254481.0,9536762.0,228900.0,709050.0,5588250.0,987.0,8457800.0,3400.0,1483000.0,1708524.0,224914.0,,0.0,3000.0,6657193.0,,174838.0,378866.0,,1164745.0,868.0,343900.0,340795.0,515000.0,,,300.0,35576.0,,,1445593.0,107470.0,1625577.0,1077780.0,428552.0,7576759.0,,,23500.0,4580.0,1159000.0,13131500.0,835314.0,1695350.0,1203000.0,,893847.0,63042024.0,,125.0,752529.0,5132800.0,800.0,1126500.0,6961300.0,1048636.0,1220540.0
1969,3081500.0,721000.0,322299.0,0.0,11884800.0,,20.0,12781700.0,957929.0,,152102.0,,493091.0,2140460.0,10545400.0,2154263.0,500.0,,,8785.0,464910.0,15774034.0,730.0,3650.0,85700.0,161765.0,127000.0,18334920.0,175385.0,951251.0,91280008.0,731050.0,939792.0,908800.0,10500.0,1143960.0,12300.0,16000.0,113800.0,222300.0,138060.0,,7499085.0,,130.0,1704169.0,115600.0,3012480.0,614933.0,1920028.0,,7350702.0,,,1156900.0,10813.0,9375548.0,,5630.0,3699550.0,,649182.0,369020.0,400.0,83709.0,69000.0,1635540.0,600.0,782095.0,45.0,114202.0,8067.0,327876.0,,480000.0,3252292.0,10448440.0,100872592.0,357940.0,7136000.0,2164583.0,,145915.0,5922142.0,3710.0,221975.0,3925820.0,,1783814.0,,2046200.0,2224792.0,3.0,678773.0,55215.0,147000.0,629299.0,28.0,582000.0,311127.0,,,,4642400.0,,1124060.0,106.0,9273880.0,,1350740.0,2715.0,5028697.0,,414000.0,811436.0,288012.0,446.0,1184300.0,693311.0,149400.0,590.0,2886242.0,14400000.0,338025.0,406193.0,244494.0,1951485.0,218508.0,3100.0,2666740.0,6499800.0,14576.0,,116320000.0,685279104.0,5157646.0,9706300.0,228200.0,826697.0,5615430.0,1349.0,8669300.0,3820.0,1508000.0,1631285.0,176049.0,,0.0,2500.0,6563321.0,,171526.0,323918.0,,1207337.0,1024.0,332484.0,318623.0,519000.0,,,305.0,32686.0,,,1486969.0,110564.0,1931088.0,983533.0,322000.0,7974893.0,,,21000.0,4265.0,954400.0,13304450.0,829052.0,1701150.0,1370000.0,,807290.0,59258752.0,,135.0,766311.0,5172000.0,800.0,1100918.0,6772300.0,1073112.0,1688981.0
1970,3178000.0,632000.0,327282.0,0.0,11221810.0,,25.0,10598124.0,961847.0,,154623.0,,493826.0,2061898.0,10146201.0,2172992.0,520.0,,,11892.0,453355.0,16821700.0,660.0,3456.0,87700.0,182379.0,129400.0,13531041.0,171620.0,967700.0,92886512.0,714300.0,923573.0,916343.0,9000.0,1044713.0,12300.0,3000.0,113000.0,303300.0,152107.0,,7470600.0,,130.0,1738944.0,112928.0,3228170.0,595413.0,1911633.0,,7432455.0,,,1196900.0,11548.0,9318100.0,,5865.0,3717376.0,,999200.0,376730.0,450.0,86327.0,69000.0,1601300.0,600.0,757427.0,175.0,112100.0,6861.0,330744.0,,483000.0,3010051.0,11073690.0,100377008.0,377288.0,7288000.0,2086907.0,,130705.0,5863821.0,3663.0,264027.0,3445920.0,,1635144.0,,2485200.0,2159730.0,4.0,679693.0,57987.0,154000.0,375537.0,25.0,763084.0,301455.0,,,,4513200.0,,1107060.0,269.0,9739619.0,,1194900.0,2559.0,5154905.0,,418100.0,685893.0,258398.0,517.0,1120300.0,712396.0,149400.0,545.0,2923200.0,12424000.0,340353.0,361706.0,257570.0,1994890.0,195634.0,3200.0,2625929.0,6580200.0,15126.0,,114191008.0,675463488.0,4900018.0,9837847.0,158060.0,867040.0,5625250.0,1475.0,8346400.0,2260.0,1510000.0,1614753.0,239309.0,,0.0,2500.0,5900835.0,,200340.0,339000.0,,1121847.0,708.0,349112.0,342020.0,480250.0,,,310.0,39261.0,,,1539265.0,112262.0,2551385.0,958400.0,397011.0,7639240.0,,,23100.0,4096.0,1272700.0,13159450.0,819064.0,1748150.0,1212621.0,,758691.0,59229152.0,,135.0,722679.0,4958100.0,850.0,1082721.0,6855800.0,1101213.0,1527059.0
