Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1971,0.97620004,0.80570006,1.7536,,1.7835001,,2.2857,1.2696,3.6564,,1.1107,,0.53270006,0.44450003,1.5831001,3.1844,0.99070007,,,1.5291001,1.1031001,1.2908001,2.3333,1.6024001,1.437,0.448,0.71790004,2.1452,4.2829003,1.9944001,2.174,1.0003,0.80480003,0.72540003,0.9524001,1.9045001,0.93500006,0.3033,1.8378001,1.6174,1.3363001,,3.7886002,,1.2593001,3.9997,2.6538002,0.5878,0.96190006,3.9115002,,1.8405001,,,2.568,1.9204001,3.8755002,,1.4636,3.9262002,,0.8607001,1.4351001,2.0,1.1124,0.6654,2.1425002,0.87720007,1.1423001,3.7143002,1.8210001,2.2888002,1.2095001,,1.1170001,3.1320002,2.0817,1.1361,4.0902,0.82190007,1.0780001,,1.7916001,2.9631002,1.2828001,0.6573,4.9170003,,1.2702,,1.4455,3.8717,2.0,1.2299001,0.8715,1.2346001,0.22980002,0.71430004,1.9392,0.6228,,,,1.1426,,1.7924001,0.7609001,1.5300001,,0.83140004,1.7559001,1.6351,,0.89900005,0.9411,0.20680001,3.5928001,1.1334001,2.4686003,0.34350002,2.3158002,0.4248,0.70960003,1.0827,4.3205004,3.2263002,1.7169001,3.4873002,1.2188001,3.2976003,0.78450006,1.9667001,,1.4401001,1.8922,2.7821002,1.1966001,1.1988001,1.7502,1.2722,2.4333003,2.351,3.0663002,2.9717002,1.3211,1.2574,,3.2200003,3.9286003,2.3559,,1.0744001,0.7347,,0.6557,2.6266003,1.2887,1.6772001,0.4988,,,1.5484,3.3916004,,,3.5358002,1.6190001,0.58870006,0.63490003,0.90270007,1.9932001,,,1.2333001,3.0224001,0.7139,1.5735,3.7731004,0.7081,1.0879,,1.0350001,3.7256002,,3.2593002,1.2348001,2.1679,0.5,0.85370004,1.4982,0.87630004,1.3919001
1972,1.0069001,0.7803,1.7687,,1.6095,,2.3000002,0.93310004,3.4026003,,1.0248001,,0.5558,0.46120003,1.5545001,3.7022002,0.99100006,,,1.4149001,1.0879,1.2997,2.7276003,1.6175001,1.4410001,0.94850004,0.6962001,1.9877001,4.0796003,1.8604001,2.1065001,0.8238,0.8202,0.7465,0.89430004,2.0122,1.008,0.19170001,1.8708001,1.3740001,1.0683001,,3.7702,,1.2593001,3.9772,2.8926003,0.67170006,0.9221,3.9513001,,1.6111001,,,2.4605,1.9381001,4.1687,,1.5111,4.0831003,,0.8671,1.4421,2.1000001,1.0423001,0.7266,2.1899,0.8654001,1.2109001,1.9055,1.9712,2.0568001,1.21,,1.1487,3.3398001,2.1524,1.1078001,3.8467002,0.9179001,1.4431001,,2.6425002,2.9268003,1.1062,0.86420006,5.5072002,,1.2865001,,1.3789,3.8850002,2.0,1.2406,1.2221,1.2353001,0.5811,0.75000006,1.9668001,0.37510002,,,,1.1208001,,1.7976,0.7813,1.5136,,0.68790007,1.9838002,1.5433002,,0.49720004,0.9793,0.2099,3.1559,1.1498001,2.3961003,0.34670004,2.3542001,0.41760004,0.6549001,0.8913,3.9825,2.9817002,1.6301,3.7868001,1.197,3.1602,0.80350006,1.9161,,1.3148001,1.8582001,2.7453003,1.2841,0.9922001,1.6983001,1.1639001,2.1506002,2.4046001,3.0422,2.8296003,1.1485001,1.1172,,4.36,4.1071005,2.7110002,,1.0669001,0.7142,,0.3709,3.3443003,1.3567001,1.2073001,0.49420002,,,1.5385001,3.2842002,,,3.3680003,1.7535001,1.2566,0.48260003,0.9743,1.7814001,,,1.4214001,3.0021002,0.90540004,1.4351001,4.0395,0.66800004,1.2276,,1.1178001,3.9082,,3.1690001,1.2643001,2.1439,0.5263,0.7871,1.5939001,1.0071,1.6370001
1973,1.2796,0.76400006,1.843,,2.0414002,,2.0,1.3185,3.8555002,,1.11,,0.68770003,0.43660003,1.7852,3.4929001,1.0,,,1.8607,1.0915,1.4117,2.6316001,2.4251003,1.4397,0.27560002,0.6828,1.9513001,4.1983,1.6833001,2.2757,0.8406,0.77070004,0.7411,0.6794001,2.1059,1.0787,0.238,1.3888001,1.2781,0.107200004,,3.8734,,1.2857,3.765,3.0251002,0.49370003,1.2292,4.0800004,,1.5951,,,2.2410002,2.0597,4.4075003,,1.534,4.0777,,0.86370003,1.4375001,2.1000001,1.0561,0.66450006,2.2019,0.8556,1.6316,1.7143002,1.8211001,2.2265,1.1402,,1.0664,3.5936003,2.1272001,1.1528001,3.69,0.92480004,0.94170004,,2.278,2.983,1.1580001,0.42520005,5.7481003,,1.3063002,,1.2851,4.0569,2.6667001,1.3387,1.0736,1.2363001,0.6271,0.6327,1.8435001,0.588,,,,0.68640006,,1.7418002,0.95280004,1.5016,,0.67340004,2.0184002,1.6801001,,1.0853001,0.87380004,0.21700001,3.2005002,1.1040001,2.6322,0.3474,2.4935002,0.3239,0.6592001,1.1529001,4.6401005,3.2602,1.7728001,3.9353004,1.2821001,3.5048003,0.8273,2.0226002,,1.6380001,1.9404001,2.9622002,1.3258001,1.2542,1.7119001,1.1860001,2.562,2.6506002,4.0988,3.0915,1.1588001,1.363,,3.45,3.9844,2.3842,,1.0491,0.56350005,,0.508,3.0939,1.3465,1.8178002,0.47870004,,,1.5294001,3.6406002,,,3.084,1.1606001,0.2938,0.5127,0.859,1.9578001,,,1.4760001,2.9810002,0.82530004,1.2381,3.8400002,0.90300006,1.1735001,,1.2652,3.6832001,,3.1429,1.3684001,2.1680002,0.5,0.84370005,1.0075,0.83870006,0.9613
1974,1.3019,0.7126,1.9345001,,2.0462,,2.0556002,1.3936,4.0709,,0.97330004,,0.70790005,0.48820004,1.7084001,3.1842,1.0,,,1.3132,1.0814,1.4558002,2.6144,2.904,1.4426,0.69100004,0.5026,1.7267001,4.7669,1.881,2.3892,0.8851,0.8819001,0.744,0.70620006,2.3898,1.1298001,0.3143,1.575,1.8047,1.2908001,,4.1788,,1.2857,4.1901,3.2087002,0.4979,1.2832,3.8404,,1.7656001,,,2.1833003,1.9355001,4.1793,,1.4943001,4.3691,,0.95710003,1.4360001,1.9000001,1.0430001,0.6183,2.4402,0.76900005,1.4218001,1.7143002,2.4214,1.6159002,1.2153001,,1.1754001,3.8258002,2.2803001,1.0745001,4.1407003,0.90800005,0.89300007,,2.3538,3.157,1.5526,0.9154001,5.63,,1.3522,,1.1463001,4.0771003,2.25,1.3279,1.4165001,1.2338,0.39800003,0.70000005,1.8858001,0.90950006,,,,1.0519,,1.8095001,0.9868,1.6138002,,0.79620004,1.7587,1.6710001,,0.75280005,0.77770007,0.33020002,2.7573001,1.1331,2.8266003,0.35090002,2.6119,0.40600002,0.9961,0.96550006,5.0424004,3.7778003,1.7676,3.2598002,1.2821001,3.8219001,0.8121,1.9074001,,1.4343001,1.8926,3.2607,1.3139001,1.2664001,1.7431,1.2247,2.2580001,2.8409,4.2831,3.1834002,1.1304001,1.4145001,,3.6308002,4.4155,2.2954,,0.93600005,0.73020005,,0.74050003,3.0964,1.3811,1.4741,0.46850002,,,1.5143001,3.6564,,,4.1914,1.5543001,1.0019001,0.6456,0.9196,1.8788002,,,1.5833001,2.96,0.81380004,1.2942001,3.8991003,0.76460004,1.0798001,,1.3852,2.9975002,,3.1429,1.4516001,2.1146002,0.5,0.79980004,1.8758001,0.96770006,1.4855001
1975,1.3164,0.77390003,2.0289001,,1.9559001,,1.8750001,1.414,3.7527,,1.1047,,0.7393,0.5581,1.8316001,3.4305003,1.0099001,,,1.0547,1.1406001,1.3588002,2.6144,2.7178001,1.4479,0.44620004,0.5335,2.0522,4.2569003,1.7229002,2.4804,0.8205,1.0576,0.74770004,0.6477001,2.3792,1.2030001,0.4444,1.8956001,2.0701003,1.4753001,,3.8644001,,1.2667,3.6357002,2.3774,0.84520006,1.4144001,3.9781003,,1.9743001,,,2.6254,2.2408001,3.6966002,,1.3964001,3.8124,,0.83430004,1.4395001,1.0,0.99070007,0.75820005,2.4245002,0.878,1.6398001,1.7143002,2.1732001,1.7924001,1.0934001,,1.1177,3.9027002,2.3073,1.2608001,4.0702,1.0529001,0.6794001,,2.1797001,3.302,1.8711001,0.36370003,5.9333,,1.3968002,,1.199,4.4071,2.0,1.3438001,1.253,1.199,0.4724,0.70000005,1.7528001,0.7031,,,,0.88780004,,1.7590001,0.8899001,1.7450001,,0.88060004,2.0092,1.7422,,1.1138,0.57170004,0.43570003,2.2120001,1.0149001,2.6412,0.35510004,2.7526002,0.34640002,0.9671,1.1537,4.4726005,2.5566003,1.7896,3.3077002,1.2821001,3.4240003,0.8531,2.0659,,1.0266,1.9126,3.1843002,1.3914001,1.3180001,1.8425001,1.2863001,1.8875,2.4870002,4.5293,3.2467,1.1375,1.3733001,,3.7286003,4.2626004,2.4465,,1.0748001,0.8378,,0.70820004,2.0651002,1.4762,1.7061001,0.47310004,,,1.5278001,3.6753001,,,3.3781002,1.4187,0.7882,0.5788,0.97050005,1.8894001,,,1.5000001,2.6863003,0.93160003,1.6324002,3.9050002,1.0522,1.3508002,,1.1578001,3.4613001,,3.2143002,1.6346,2.0641003,0.5,0.95100003,1.6244001,1.3111,1.3602
1976,1.3624,0.77550006,2.4451003,,1.9072001,,1.8214002,1.3455001,4.1739,,1.1048001,,0.7246,0.49940002,1.769,3.7418003,1.0212001,,,1.4504001,1.2231001,1.4446,2.6144,1.9647001,1.4389001,0.64320004,0.526,2.2758002,4.5302005,1.4510001,2.5223002,0.7493,0.86590004,0.7458,0.64820004,2.2768002,1.1571001,0.45450002,1.7131001,2.2754,1.4629,,3.4957001,,1.3333001,3.3024,2.6030002,0.6905,1.3527,3.9411004,,1.7662001,,,2.9518,2.302,3.4408002,,1.4867,3.5992,,0.81670004,1.4547,1.2,0.8133,0.7857,2.6081002,0.91110003,1.3303001,1.5000001,1.7605001,1.8863001,1.0007001,,1.2389001,3.6862001,2.4726002,1.1987,3.5815,1.2204001,0.9743,,1.7908001,3.206,1.8444002,0.42290002,5.2762003,,1.5828001,,1.1137,4.8596005,2.1333,1.2486,0.96700007,1.225,0.46300003,0.70000005,1.8121,0.6401,,,,1.1873001,,1.8474001,0.8295,1.7298001,,0.67910004,2.4709,1.7994001,,0.84180003,0.79580003,0.55880004,2.7840002,1.1102,2.697,0.3543,2.197,0.4234,0.72520006,1.0302,4.7799,2.8407001,1.7095001,4.0033,1.25,3.4837,1.0637,2.1198,,1.6300001,2.0259001,3.4327002,1.4607,1.0141001,1.9247,1.3538,1.6061001,2.6856003,5.4641004,3.3934,1.0824001,1.4109001,,3.4308002,5.3935003,3.1164,,1.0974001,0.6591,,0.70680004,2.9522002,1.4271001,1.4334,0.4088,,,1.5152,3.5599,,,3.4273002,1.4692,1.0277,0.5108,0.8309001,1.8995001,,,1.4000001,2.9579,0.734,1.8055,4.2497005,1.0076001,1.2172,,1.2962,3.5330002,,3.2143002,1.5493001,2.1679,0.5,0.82320005,1.3915001,1.3757,1.3941001
1977,1.2240001,0.6031,2.5501003,1.1667,2.1349,,1.6667,0.9875001,4.0962005,,1.1101,,0.754,0.5288,1.9237001,3.3814,1.0306001,,,1.5922,1.0383002,1.4525001,2.6144,1.5034001,1.4444001,0.41510004,0.52250004,2.2659,4.0044003,2.13,2.4869,0.7537001,0.86270005,0.73920006,0.65870005,2.2496002,1.2055,0.37500003,2.058,2.4125001,1.315,,3.8852,,1.3333001,4.0509,2.568,0.41090003,1.3685001,3.9238002,,1.9252,,,2.4314,1.9301001,4.0514,,1.5117,4.5133,,0.832,1.4374001,2.0,0.8058,0.70150006,2.0616002,0.9063,1.3233001,1.8000001,2.5775,1.8827001,0.92480004,,0.91880006,4.1065,2.4245002,1.3311,4.9208,1.1434001,0.96230006,,1.9112,3.1987002,2.1568003,0.43260002,5.9316006,,1.5508001,,1.0169001,5.2397003,2.0769,1.2423002,1.1231,1.2427,0.2868,0.70000005,2.0228002,1.5077,,,,0.58190006,,1.6958002,0.7981,1.7794001,,0.61570007,3.1397002,1.8453001,,0.8553,0.7728,0.4143,2.7734,1.2988001,2.6117,0.3616,2.5488002,0.4313,0.9326,1.072,4.7685003,3.5665002,1.6043001,4.163,1.0,3.8475,1.0355,1.8716,,1.4017,2.0253,3.6393,1.4703001,1.3794001,1.9526001,1.4881,1.2688001,2.4243002,6.1163,3.5467,0.94290006,1.4189001,,2.1637,6.2924004,2.9508002,,1.1101,0.7518,,0.50810003,3.2314,1.4416001,1.4472001,0.42870003,,,1.5152,4.0774,,,3.3757,1.3225001,0.62270004,0.5233,0.84400004,1.5920001,,,1.4146,2.9487002,0.71270007,1.7917,4.2137003,1.0059,1.2054001,,1.0795001,3.6832001,,3.2143002,1.8926,1.8736,0.5,0.8833,1.7520001,1.5047001,1.4759
1978,1.2919,0.6671,2.6202002,1.4667001,2.4243002,,1.7500001,1.6802,4.3942003,,1.2342,,0.7411,0.57640004,1.9269001,3.4980001,1.1587,,,1.8519001,1.0741,1.2101,2.6144,1.5917001,1.4433001,0.26870003,0.59540004,2.2674,4.8158,1.7328001,2.7918003,0.7533,0.8367,0.7289001,0.45760003,2.3901002,1.1613001,0.3333,2.2917001,2.4201002,1.7773001,,4.2852006,,1.3333001,4.0605,2.7801003,0.5861,1.3770001,4.0193005,,2.1747,,,2.4467,1.8544002,4.6305003,,1.503,4.5225,,0.83720005,1.4089001,,1.0936,0.62390006,2.7981002,0.9082,1.5143001,1.8720001,2.6330001,1.8817,0.95220006,,0.80390006,4.4604,2.493,1.3702,4.5586004,1.2006,0.7727001,,1.5300001,3.4375002,1.6997,0.36910003,5.8970003,,1.4095001,,1.0141001,5.6676,2.9773002,1.2417,1.0235001,1.2577,0.4354,0.70000005,2.1441002,1.4022,,,,0.99930006,,1.6212001,0.82350004,1.9185001,,1.0775001,2.7953002,1.9928001,,0.6269001,0.71040004,0.32820004,2.5019,1.2468001,2.5428002,0.3661,2.3548002,0.43150002,0.9161,1.3148001,5.7979,3.6773002,1.6340001,4.0337,0.9135001,4.1473,0.8973,1.8745,,1.7316,2.2126002,3.153,1.4292,1.3528001,1.7962,1.5099001,1.5352,2.7426002,6.1703,3.5398002,0.89080006,1.3413001,,2.5691001,5.3935003,2.8988001,,1.1145,0.7446,,0.83320004,2.8757,1.4381001,1.7339001,0.44700003,,,1.5152,4.0517,,,3.6996002,1.8033001,0.9215,0.51540005,0.75720006,1.9687,,,1.32,2.9862,0.6675,1.8246001,4.0358005,0.99960005,1.2101,,1.3439001,4.1098,,3.3571002,1.8687,1.7461001,0.5,0.95650005,1.8762001,1.5154,1.3789
1979,1.3237001,0.50920004,2.6348002,2.2429,2.2522001,,1.9200001,1.5102,3.7292001,,1.1,,0.72090006,0.5801,1.8709002,3.7916002,1.1429001,,,1.7112,1.1316,1.3013002,2.6144,2.1759,1.4342,0.1323,0.49720004,2.0327,5.0784,2.1915002,3.0325,0.7626,0.8177,0.799,0.68970007,2.463,1.0588001,0.4286,2.2936003,2.3218002,1.6650001,,4.1083,,1.4194001,4.1561003,2.9225001,0.5615,1.4923002,3.9642003,,1.9078002,,,2.6368003,2.0177,4.5160003,,1.5544001,4.4972005,,0.8442001,1.4345001,,1.197,0.63780004,2.6358001,0.90760005,1.7604,1.6,2.6519,1.5152,1.0002,,0.9646,4.1319003,2.6224,1.2223,4.7787004,1.2349001,0.7676,,1.2497001,3.4350002,1.5601001,0.15130001,5.7056003,,1.2827001,,0.71610004,5.7279,3.1250002,1.2524,0.9135001,1.2388,0.35170004,0.70000005,2.3377001,1.1395,,,,0.92800003,,1.6875001,0.8,2.009,,0.8478,2.8095002,2.1974,,0.5662,0.6228,0.30810001,2.5453002,1.1750001,2.8228002,0.37100002,1.9499002,0.44700003,1.0533001,1.3804001,5.4027004,3.5576003,1.4569001,3.9,0.97740006,3.5418003,1.1242,2.1638002,,1.3448001,2.1761003,3.5902002,1.5403001,1.4089001,1.8834001,1.5813001,2.1003,2.2029,6.8239,3.6735,0.9825001,1.4957,,2.4091003,5.4,2.9410002,,1.0863001,0.799,,0.6168,3.4114,1.2384001,1.7087001,0.42260003,,,1.5000001,3.9997,,,3.4361002,0.9671,0.6732001,0.49170002,0.8226,1.8379002,,,1.2807,3.2596002,0.597,1.8801,4.2163,1.1663,1.6137,,1.5092,4.4262004,,3.3333,1.9133002,2.0026,0.5,0.9973,1.6096001,1.5291001,1.1442
1980,1.3490001,0.6179001,2.364,2.4096003,1.8741001,,1.7059001,1.0523001,4.5156,,1.0635,,0.71830004,0.5698,2.0058002,3.7050002,1.1413001,,,1.9886,1.1166,1.5757,2.5,1.3797001,1.4250001,0.2372,0.521,2.1412,4.6237006,2.0593002,2.9373002,0.92740005,0.8643,0.79870003,0.84540004,2.4145,1.0581,0.5313,2.9245002,2.5468001,1.9394001,,4.2276,,1.4375001,3.8925002,3.0051003,0.76040006,1.6396,4.0945,,2.4799001,,,2.8234,1.9256,4.8542004,,1.5254,4.9442005,,0.7178,1.4325001,,1.3251001,0.69920003,3.3219001,0.89400005,1.4488001,0.8,2.9533002,2.1212,1.1317,,1.0162001,4.8061004,2.8657,1.35,4.6505003,1.0669001,0.8259001,,2.3166003,3.5211003,1.7852,0.93270004,4.8432,,1.2417,,1.1798002,4.0559,3.1884,1.4223001,1.1689001,1.2335,0.3869,,2.5011003,0.9598,,,,1.0195,,1.6818001,0.85,2.1911001,,0.7261,3.1962001,2.6002002,,0.517,0.5957,0.4223,2.4545002,1.1874001,2.8359,0.3768,1.9300001,0.45740002,1.087,1.5723001,5.6892004,3.6448002,1.6871,3.9414,0.90470004,4.1808,1.2607,2.2414,,1.3989,2.1611001,3.6339002,1.6131,1.5389001,1.8182,1.6064001,2.3644,2.3368,7.3913,3.5707002,1.2748001,1.5822,,2.6230001,4.2808,2.9939,,1.2119001,0.5876,,0.54740006,3.6847,1.2511001,1.7060001,0.46260002,,,1.5000001,3.9595,,,3.5208,1.3814001,1.4204001,0.5466,0.63570005,1.9111,,,1.2698001,3.2016003,0.91550004,1.8551,4.5281005,1.0202,1.491,,1.6183001,3.7719002,,3.3125002,1.9141,2.0161002,0.52000004,1.0165,2.0173001,1.5675001,1.1848001
1981,1.3383001,0.45110002,2.5006,2.0187001,2.4250002,,1.8000001,1.4015001,4.1471004,,1.0804001,,0.6538,0.5766,1.9375001,4.0621004,1.1429001,,,2.0715,1.3005,1.6111001,2.5,1.3643001,1.4577,0.27520004,0.5696,2.3464,4.9481006,2.1205,3.0816002,0.8978,0.86500007,0.82250005,0.9781,2.4797,1.0578,0.4286,2.2763002,2.5044,1.7733002,,4.1616,2.5,1.4242,4.0714,3.1454,0.64620006,1.7680001,4.1005,,1.5713001,,,2.0729,2.0695002,4.7291,,1.4565,4.9331,,0.86,1.4508001,,1.3294001,0.79520005,3.3125002,1.0444001,1.5241001,1.0784001,3.1163,1.5000001,1.3770001,,1.0467,4.6196003,3.0221002,1.3988001,4.7711005,1.0209001,0.90220004,,1.9547,3.6867,1.6552,0.4778,5.2069,,1.5616001,,1.1234001,5.1734,3.0593002,1.5302,1.2615,1.281,0.55020005,,2.5479,0.8309001,,,,0.48520005,,1.6217,0.76690006,2.2925,,0.83790004,3.7518003,2.7665002,,0.6351,0.5917,0.42040002,2.6091,1.1219001,2.8244,0.3833,2.5231001,0.41560003,1.6555,1.4713001,5.9759,3.6987002,1.7009001,4.4266005,1.0652,3.6720002,1.1907,2.2685,,1.1993,2.2468002,3.5783002,1.6702,1.6256001,2.135,1.6466,1.7974001,2.4943001,9.695401,3.8374002,1.0500001,1.5278001,,2.8378003,5.5102005,2.6272001,,1.1053001,1.0718001,,0.90470004,3.4415002,1.2563001,1.6913002,0.5306,,,1.5152,3.9581003,,,3.8270001,1.6854001,1.33,0.72190005,0.72800004,1.9834001,,,1.3051001,3.0386002,0.9717001,1.8717,4.3993,1.0031,1.5617,,1.8041,4.2567005,,3.2353003,1.8854,2.1279,0.52000004,1.0990001,2.6803002,1.9306,1.7479001
1982,1.3302,0.45060003,2.7152002,2.0,2.4428003,,1.7879001,0.87560004,4.7788,,1.0754001,,0.6495,0.5683,1.9979001,4.6695004,1.1654,,,2.0305002,1.2533001,1.5448002,2.5,1.4825001,1.4453001,0.2879,0.5593,2.4828002,5.2799,2.2036002,3.456,0.94900006,0.89030004,0.83390003,0.6467,2.4410002,1.0581,0.44000003,1.7427,2.6928003,1.7782,,4.5683002,2.5,1.4118001,4.5213,3.7539,0.59330004,1.8801,4.2037005,,1.7643001,,,2.9223,2.1185,5.0075,,1.5000001,5.439,,0.76400006,1.4403001,,1.2309,0.6873,3.4550002,0.90000004,1.7078001,1.0112001,3.0608,1.5385001,1.2823001,,1.0396,5.1779003,3.3321002,1.3464001,5.2793,1.1968001,0.8769001,,1.6695001,3.5850003,1.5690001,0.47860003,5.3084,,1.9627,,1.1933001,5.4166,3.0606003,1.4668001,1.2529001,1.3524001,0.76960003,,2.7553003,0.66440004,,,,1.1468002,,1.5937,0.7403,2.4155002,,0.785,4.1253,2.9891002,,1.0426,0.4984,0.45110002,2.5413,1.1691,2.7429001,0.38510004,2.4380002,0.4003,1.6329001,1.5662,6.7409,3.7468002,1.3815001,4.5377,1.7542,4.0321,1.1650001,2.1182,,1.4369001,2.3693001,4.0209002,1.6373001,1.4488001,2.17,1.8226,1.3022,2.615,9.6716,3.3558002,1.2056,1.4803001,,3.7582002,5.5102005,3.3131003,,1.1991,1.8649001,,0.6843,3.3024,1.3095001,1.5550001,0.5326,,,1.5152,4.1446004,,,3.9239001,0.90150005,0.79200006,0.6758,0.8686,1.9189001,,,1.296,3.0739,1.0861,1.9787,4.6466002,1.4295001,1.309,,2.056,4.3706,,3.3333,1.9735001,2.4336002,0.52000004,0.9614001,1.6598002,1.5721,1.1386
1983,1.3556,0.48460004,3.0460002,1.4178001,2.3301003,,1.7895001,1.6462001,4.7555003,,1.0940001,,0.59990007,0.5149,2.2056003,3.7172,1.25,,,1.8652,1.0435001,1.6146001,2.5,1.5797,1.429,0.2653,0.6746,2.2046,5.071,2.2615001,3.7161002,0.78470004,0.89570004,0.8335,0.7462,2.5140002,1.125,0.38570002,2.4015002,2.7025,1.3888001,,4.3626003,2.5,1.3889,3.7575002,3.966,0.5795,1.5660001,4.3211,,1.8511001,,,3.1801002,1.8447001,4.9499,,1.5238001,5.3775,,0.5174,1.4566001,,1.2514001,0.67570007,2.9295,0.94930005,1.8743001,2.5658002,3.2215002,1.3333001,1.4423001,,1.0443001,4.7343,3.3203,1.5644001,5.0359,1.0928001,0.73490006,,3.2612002,3.5266004,1.9079001,0.8292,5.3005004,,1.6759001,,1.2535001,5.5291004,3.0469,1.5639001,1.1284001,1.2303001,0.7569001,,3.0656002,0.67980003,,,,0.76000005,,1.7297001,0.71430004,2.1837,,0.84040004,3.9407,2.8747,,1.3875,0.48900002,0.4643,3.0385,1.1462001,2.5799,0.39900002,2.0215,0.40190002,1.526,1.7126001,6.3516,3.3355002,1.7453002,4.5321,1.7542,4.3783,1.3358002,2.0636003,,1.5057,2.3086002,3.9382002,1.6753001,1.5396,2.0873,1.6599001,2.0234,2.7264001,9.789201,3.4428003,1.0780001,1.5018002,,3.1905003,4.1763,2.9185002,,1.1577001,2.7640002,,0.5733,3.6934001,1.2439001,1.6713002,0.6436,,,1.5000001,3.6497002,,,3.6535,0.72020006,0.93600005,0.5226,0.74850005,2.0505002,,,1.2923001,3.0757,0.58290005,1.8384001,4.8245,1.3009001,1.6173002,,1.8763001,3.5359,,3.3514001,1.9364002,2.5394,0.52000004,0.5264,0.9602001,1.6512,0.633
1984,1.3341,0.46600002,2.9663002,1.6134001,2.5815,,1.7059001,1.6093001,5.0914,,1.1089001,,0.79910004,0.5899001,2.1346002,4.4979,1.3333001,,,1.526,1.3077,1.6773001,2.7273002,1.5571,1.4423001,0.1507,0.77210003,2.028,6.1629,2.7041001,3.9549,0.97080004,1.0766001,0.85020006,0.6779001,2.5799,1.11,0.49360004,2.3236003,2.7278001,1.7577001,,5.0366,2.3333,1.3529001,5.5554004,3.4637,0.54740006,1.8513001,4.3475003,,2.7721002,,,3.0592,2.1405,5.9768,,1.5456,6.5909004,,0.8401,1.4739001,,1.4345001,0.8855,3.5961003,0.94930005,1.6131,3.2089,3.0787,2.1818001,1.3438001,,1.0411,5.4012003,3.3794,1.5638001,6.1794,1.2013001,1.0159,,1.6389002,3.9272,2.0415,0.5381,5.9577003,,1.3431001,,1.2811,5.7157006,3.0195003,1.9820001,1.1925001,1.2867,0.5799,,2.6328,0.64890003,,,,0.83750004,,1.7426001,1.0,2.3405,,0.6966,3.5636003,2.8903003,,0.9663,0.51000005,0.50130004,4.4417005,1.1806,2.4979,0.4143,1.1178001,0.25710002,1.2663001,1.6227,7.1889005,4.2846003,1.6662,4.8041005,1.7542,4.7984,1.1698002,2.0536003,,1.3542,2.4991002,4.2181,1.5449001,1.5151,2.5228002,1.7473001,1.9260001,2.9896002,7.9565005,3.6867,1.4918001,1.442,,3.2385,4.52,3.1954,,1.0655,3.2351003,,0.6121,2.9178002,1.536,1.9499002,0.6438,,,1.5556,4.0317,,,4.4921002,1.8028002,0.5845,0.50380003,0.8924001,2.1026,,,1.3746,2.4701002,0.71690005,1.9711001,4.8047004,1.2707,1.0419,,1.9552001,4.3741,,3.3158002,2.0301,2.6458,0.52000004,0.5331,1.0839001,1.6461,0.7896
