Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2010,57988.0,21570295.0,9368480.0,1393502.0,9024.0,1093197.0,3778328.0,1113179.0,6852.0,62934.0,3264665.0,3562894.0,4218775.0,8378603.0,255937.0,5575454.0,12191741.0,105838214.0,2048433.0,139636.0,64577.0,2075042.0,2402066.0,175405.0,0.0,3418213.0,30343407.0,187523.0,98236.0,457513.0,764206.0,2745040.0,6482545.0,2065228.0,2220876.0,679206337.0,11844464.0,9527408.0,41128910.0,1639624.0,9867130.0,471659.0,194630.0,1287697.0,2643933.0,15012.0,0.0,365965.0,2801381.0,18836498.0,213967.0,21970.0,732572.0,2577501.0,11746701.0,5625115.0,50824814.0,1909217.0,10041047.0,424820.0,74858149.0,870472.0,435444.0,14065820.0,83561.0,248815.0,11736055.0,1683754.0,12555861.0,0.0,6894892.0,854229.0,938070.0,405002.0,2636648.0,71566.0,8887.0,7481623.0,9826.0,549699.0,0.0,4025242.0,1926284.0,5145847.0,3108907.0,123364484.0,40264.0,858872716.0,1753744.0,22741598.0,9592087.0,20437.0,623153.0,18774936.0,1271405.0,1015165.0,11767072.0,7268956.0,31793369.0,3536859.0,11557949.0,57189.0,32173.0,8951455.0,0.0,4429882.0,638530.0,2118213.0,1426146.0,139374.0,30812.0,17073666.0,1501221.0,1029629.0,58061.0,674553.0,0.0,13630303.0,0.0,1642419.0,15098425.0,229341.0,25207461.0,13756.0,835176.0,10205086.0,24572.0,34863689.0,222127.0,888217.0,4896.0,15678578.0,1811182.0,730796.0,12521838.0,8335392.0,1231792.0,86055.0,13864448.0,94186559.0,2471866.0,2137737.0,1021756.0,22757253.0,0.0,602137.0,684922.0,109363.0,3396079675.0,129511358.0,1264907.0,6855575.0,52665579.0,4633.0,6639715.0,14877776.0,229804.0,9900701.0,4169291.0,2337592.0,978760.0,107374.0,24236.0,9348183.0,37587981.0,8570379.0,4295986.0,23696129.0,7104514.0,0.0,426119.0,3804816.0,2096459.0,1417.0,7441660.0,3281657.0,8005326.0,63718.0,185082.0,2443126.0,969840.0,1401467.0,861751.0,0.0,41890.0,9982195.0,2906.0,9605655.0,4205647.0,38503245.0,5622793.0,2866144.0,783876.0,82280.0,605819.0,3589701.0,21339222.0,4798.0,32175087.0,26112493.0,14589043.0,185376.0,59477423.0,13921388.0,56122.0,3433657.0,15273.0,5858.0,60853918.0,179968.0,154268.0,18252913.0,19776629.0,8469434.0,8922708.0
2011,58538.0,22319519.0,9559468.0,1358266.0,8769.0,1106674.0,3759932.0,1110028.0,6861.0,64142.0,3283984.0,3598756.0,4252916.0,8657261.0,254101.0,5691996.0,12463774.0,105632263.0,2010650.0,135097.0,65142.0,2025136.0,2347623.0,179268.0,0.0,3428186.0,30013311.0,188603.0,98609.0,456945.0,749272.0,2778500.0,6491486.0,2086420.0,2232832.0,665644371.0,12007865.0,9678325.0,42124166.0,1672777.0,9805495.0,480733.0,192703.0,1250740.0,2634509.0,15422.0,0.0,373688.0,2814526.0,18334806.0,217561.0,21828.0,726570.0,2503611.0,11721988.0,5693540.0,51923044.0,1925897.0,9968815.0,425245.0,76629823.0,845258.0,431999.0,13968563.0,83676.0,247838.0,11658599.0,1655877.0,12683778.0,0.0,7037118.0,865247.0,956677.0,403745.0,2593105.0,71889.0,8673.0,7588213.0,9679.0,549169.0,0.0,4053104.0,1912496.0,5106969.0,3055537.0,123250669.0,40493.0,866764237.0,1752249.0,22574476.0,9883849.0,20458.0,629651.0,18737779.0,1271760.0,959589.0,11416765.0,7355447.0,32509685.0,3585757.0,11680456.0,57276.0,32266.0,9027046.0,0.0,4456198.0,637818.0,2186866.0,1377934.0,140104.0,31079.0,17183090.0,1504263.0,1007121.0,57505.0,661805.0,0.0,13632065.0,0.0,1642356.0,15386795.0,235979.0,25225651.0,13476.0,831299.0,10408604.0,24389.0,35051007.0,220302.0,892652.0,4810.0,16001886.0,1839221.0,733358.0,12872688.0,8279394.0,1231196.0,86453.0,14390977.0,95345326.0,2495616.0,2023367.0,1017612.0,22765868.0,0.0,609376.0,732793.0,110052.0,3406071154.0,132023375.0,1276586.0,6852174.0,53523880.0,4427.0,6837631.0,14928409.0,229075.0,9899354.0,4099817.0,2350039.0,994782.0,106275.0,22714.0,9275922.0,37568019.0,8782754.0,4440759.0,24139529.0,7232620.0,0.0,439547.0,3880383.0,2050850.0,1318.0,7285810.0,3240875.0,8432957.0,63002.0,187596.0,2460583.0,967238.0,1389318.0,864085.0,0.0,40468.0,10391232.0,2879.0,9942010.0,4286001.0,38162366.0,5749574.0,2908489.0,798472.0,82352.0,613067.0,3599141.0,21226473.0,4764.0,32773830.0,26717656.0,14499452.0,179249.0,59375348.0,14080131.0,55379.0,3470705.0,15746.0,5673.0,60972362.0,183674.0,156049.0,18655968.0,19742834.0,8684190.0,9106895.0
2012,59387.0,23176730.0,9751708.0,1324613.0,8735.0,1127270.0,3743539.0,1111659.0,6855.0,64986.0,3318631.0,3612504.0,4286937.0,8943677.0,250572.0,5809691.0,12747504.0,105458524.0,1974416.0,135863.0,65587.0,1974557.0,2295865.0,183105.0,0.0,3437092.0,29683011.0,189556.0,98729.0,456397.0,742908.0,2794727.0,6547988.0,2106933.0,2244374.0,653193546.0,12162517.0,9828549.0,43160156.0,1698551.0,9737010.0,489935.0,190340.0,1215141.0,2624484.0,15735.0,0.0,381539.0,2817206.0,18361215.0,221018.0,21644.0,718964.0,2436838.0,11702311.0,5763580.0,53152078.0,1932375.0,9868179.0,423607.0,78401711.0,820704.0,428218.0,13868211.0,83805.0,246855.0,11569870.0,1629406.0,12812933.0,0.0,7180393.0,876385.0,975855.0,400980.0,2539911.0,72324.0,8408.0,7695720.0,9519.0,549268.0,0.0,4078481.0,1895608.0,5087550.0,3008052.0,123124829.0,40442.0,874178610.0,1750490.0,22418220.0,10287612.0,20526.0,636004.0,18645458.0,1271658.0,896419.0,11297719.0,7446298.0,33190090.0,3649941.0,11801087.0,57173.0,32424.0,9110771.0,0.0,4480885.0,647347.0,2248488.0,1327814.0,140745.0,31390.0,17317463.0,1511444.0,990028.0,57082.0,653077.0,0.0,13628284.0,0.0,1643027.0,15666574.0,242663.0,25226892.0,13113.0,827411.0,10581358.0,24315.0,35252019.0,218427.0,907854.0,4734.0,16343837.0,1867422.0,736801.0,13225579.0,8224020.0,1235744.0,86857.0,14945072.0,96476890.0,2519318.0,1912076.0,1010038.0,22727870.0,0.0,610037.0,795829.0,110834.0,3417551051.0,134136349.0,1287884.0,6854503.0,54383282.0,4229.0,7032264.0,14976333.0,228028.0,9898629.0,4020561.0,2364287.0,1010163.0,105249.0,22443.0,9231911.0,37578057.0,8994991.0,4574317.0,24610775.0,7373615.0,0.0,453321.0,3954101.0,2006179.0,1282.0,7282551.0,3215036.0,8796776.0,62212.0,190125.0,2472345.0,964643.0,1368886.0,867072.0,0.0,40513.0,10570772.0,2863.0,10285819.0,4363686.0,37880863.0,5886745.0,2952194.0,812260.0,82277.0,618582.0,3609182.0,21068777.0,4722.0,33402169.0,27324360.0,14425855.0,175475.0,59263241.0,14323702.0,54635.0,3510108.0,16537.0,5497.0,61089028.0,187506.0,157937.0,19062486.0,19753261.0,8895383.0,9280922.0
2013,60245.0,23915302.0,9942412.0,1291587.0,8619.0,1148877.0,3726391.0,1113184.0,6833.0,65740.0,3353116.0,3617832.0,4318074.0,9240696.0,246734.0,5928196.0,13033377.0,105249081.0,1938841.0,139919.0,65953.0,1931124.0,2247579.0,186931.0,0.0,3450589.0,29356925.0,190398.0,98701.0,455841.0,736994.0,2801096.0,6602944.0,2129601.0,2255801.0,640545579.0,12306720.0,9979286.0,44240544.0,1718102.0,9663680.0,499706.0,187899.0,1180452.0,2618124.0,16084.0,0.0,389063.0,2808362.0,18403327.0,224323.0,21624.0,713546.0,2370168.0,11687127.0,5828878.0,54442132.0,1937492.0,9728205.0,420151.0,80153753.0,809047.0,424216.0,13770469.0,83951.0,245713.0,11477678.0,1610308.0,12940524.0,0.0,7325640.0,887391.0,995367.0,410004.0,2483072.0,72750.0,8161.0,7799687.0,9354.0,552015.0,0.0,4101691.0,1875373.0,5064158.0,2972574.0,122924318.0,40307.0,881125193.0,1750530.0,22278889.0,10727489.0,20614.0,642262.0,18685173.0,1270753.0,869109.0,11182024.0,7541220.0,33832766.0,3725280.0,11921508.0,57002.0,32495.0,9188649.0,0.0,4504204.0,701274.0,2280492.0,1339355.0,141363.0,31683.0,16838942.0,1519736.0,976451.0,56651.0,645557.0,0.0,13616391.0,0.0,1643474.0,15941545.0,249304.0,25208364.0,12698.0,823134.0,10755472.0,24370.0,35456787.0,216571.0,924871.0,4648.0,16694394.0,1893075.0,739972.0,13581420.0,8168174.0,1244376.0,87257.0,15518193.0,97553061.0,2542835.0,1817063.0,1001397.0,22674838.0,0.0,612077.0,809646.0,111582.0,3427266607.0,135904202.0,1298623.0,6861401.0,55220235.0,4083.0,7225174.0,15014846.0,226867.0,9899256.0,3936962.0,2381193.0,1024762.0,105542.0,23285.0,9205089.0,37586480.0,9213352.0,4767903.0,25124945.0,7538362.0,0.0,467430.0,4026014.0,1962218.0,1199.0,7449307.0,3191338.0,9110005.0,61406.0,192670.0,2482582.0,961339.0,1350197.0,870104.0,0.0,40894.0,10285502.0,2866.0,10645088.0,4439676.0,37581560.0,6031979.0,2996932.0,825234.0,82041.0,622957.0,3621499.0,20916991.0,4641.0,34081194.0,27931105.0,14356957.0,172519.0,59106371.0,14579654.0,53901.0,3549681.0,17165.0,5326.0,61201152.0,191470.0,159834.0,19475818.0,19797550.0,9106197.0,9437739.0
2014,60836.0,24729825.0,10122547.0,1258985.0,8523.0,1178693.0,3709966.0,1111731.0,6797.0,66418.0,3380029.0,3629979.0,4345898.0,9528002.0,242900.0,6048192.0,13319538.0,104991390.0,1903435.0,145719.0,66260.0,1895063.0,2202165.0,190739.0,0.0,3466545.0,29028350.0,191147.0,98636.0,455147.0,730502.0,2775805.0,6655226.0,2153942.0,2268217.0,627502483.0,12505538.0,10152845.0,45332755.0,1737329.0,9585494.0,509877.0,185411.0,1146921.0,2611415.0,16459.0,0.0,396222.0,2801426.0,18472108.0,227476.0,21619.0,710514.0,2303457.0,11674866.0,5891144.0,55748354.0,1931697.0,9590865.0,417118.0,81905666.0,809669.0,420107.0,13664265.0,84116.0,244312.0,11392615.0,1596856.0,13062054.0,0.0,7476216.0,897673.0,1014813.0,418787.0,2428790.0,73115.0,7987.0,7898258.0,9186.0,555007.0,0.0,4122452.0,1851938.0,5036828.0,2937544.0,122617280.0,40132.0,887309345.0,1754105.0,22144106.0,11053469.0,20733.0,648712.0,18679287.0,1268809.0,879171.0,11067921.0,7639979.0,34436806.0,3801298.0,12040430.0,56772.0,32546.0,9283086.0,0.0,4525513.0,765003.0,2309669.0,1349144.0,141954.0,31917.0,16992664.0,1528824.0,964514.0,56277.0,638967.0,0.0,13594348.0,0.0,1643358.0,16212228.0,256004.0,25163080.0,12258.0,819104.0,10957043.0,24566.0,35654530.0,214705.0,943366.0,4554.0,17051855.0,1916445.0,742713.0,13940151.0,8110840.0,1252578.0,87373.0,16099281.0,98558826.0,2566126.0,1738782.0,991897.0,22640980.0,0.0,619619.0,794684.0,112289.0,3435622951.0,137517193.0,1308875.0,6874540.0,55937747.0,3983.0,7416416.0,15051507.0,224429.0,9901050.0,3855050.0,2399153.0,1038634.0,106041.0,24358.0,9178039.0,37573797.0,9436499.0,4823900.0,25744130.0,7721953.0,0.0,481830.0,4096125.0,1918281.0,1124.0,7646330.0,3167726.0,9142428.0,60579.0,195115.0,2492579.0,957645.0,1333506.0,873257.0,0.0,41140.0,9832725.0,2856.0,11014387.0,4514929.0,37254698.0,6179721.0,3042441.0,837579.0,81739.0,626755.0,3633478.0,20779679.0,4527.0,34790881.0,28569042.0,14266149.0,169663.0,58955597.0,14854602.0,53167.0,3586924.0,17728.0,5164.0,61319886.0,195542.0,161732.0,19899491.0,19840686.0,9317516.0,9589399.0
2015,61390.0,25440472.0,10292801.0,1226200.0,8412.0,1218460.0,3694242.0,1109148.0,6748.0,67057.0,3405449.0,3654565.0,4369801.0,9713253.0,239464.0,6169418.0,13608045.0,104701998.0,1866995.0,150749.0,66488.0,1858740.0,2158923.0,194536.0,0.0,3481418.0,28698428.0,191808.0,98532.0,454162.0,723665.0,2764769.0,6691380.0,2176779.0,2281220.0,614037700.0,12763541.0,10339598.0,46400945.0,1756473.0,9504837.0,519796.0,182925.0,1114798.0,2604991.0,16822.0,0.0,403094.0,2797131.0,18624547.0,230417.0,21419.0,708958.0,2236601.0,11666493.0,5953764.0,56984619.0,1919041.0,9473817.0,415458.0,83687828.0,809601.0,415877.0,13539246.0,84303.0,242510.0,11313292.0,1585179.0,13175513.0,0.0,7632004.0,906985.0,1033948.0,427221.0,2375617.0,73396.0,7816.0,7990503.0,9014.0,558152.0,0.0,4141546.0,1820324.0,5006222.0,2903693.0,122226215.0,39920.0,892737908.0,1761447.0,22011450.0,11297833.0,20841.0,655408.0,18483353.0,1265821.0,930038.0,10958283.0,7741652.0,35006552.0,3879091.0,12156764.0,56516.0,32571.0,9369405.0,0.0,4549756.0,769835.0,2338102.0,1354046.0,142521.0,32131.0,17141717.0,1538302.0,951939.0,55941.0,633204.0,0.0,13563060.0,0.0,1630971.0,16478283.0,263191.0,25080128.0,11804.0,814542.0,11157487.0,24861.0,35834886.0,212741.0,961635.0,4452.0,17415207.0,1939790.0,745099.0,14298415.0,8054002.0,1260753.0,86709.0,16699928.0,99458265.0,2589212.0,1664686.0,981114.0,22660398.0,0.0,629598.0,780483.0,112845.0,3441970685.0,139009669.0,1318850.0,6896514.0,56569927.0,3881.0,7605575.0,15088963.0,221453.0,9903543.0,3779248.0,2417448.0,1051809.0,106470.0,24735.0,9137575.0,37534266.0,9660753.0,5015115.0,26458550.0,7900538.0,0.0,496442.0,4164251.0,1873654.0,1073.0,7836142.0,3143538.0,9013564.0,59739.0,197427.0,2500969.0,953743.0,1317697.0,876538.0,0.0,41665.0,9291183.0,2857.0,11349709.0,4590254.0,36897068.0,6332304.0,3088181.0,849738.0,81401.0,630038.0,3642339.0,20641074.0,4415.0,35573494.0,29252009.0,14165389.0,166885.0,58788250.0,15144053.0,52449.0,3621793.0,18428.0,5009.0,61440640.0,199680.0,163617.0,20323082.0,19950802.0,9526723.0,9735893.0
2016,61766.0,26018519.0,10462422.0,1195854.0,8483.0,1254041.0,3675773.0,1104697.0,6688.0,67615.0,3435109.0,3677700.0,4388966.0,9847108.0,235807.0,6290047.0,13895188.0,104394282.0,1829783.0,155329.0,66621.0,1822701.0,2115365.0,198782.0,0.0,3495098.0,28365184.0,192383.0,98382.0,452997.0,716626.0,2799067.0,6752720.0,2198922.0,2297651.0,600413466.0,13025630.0,10512390.0,47597410.0,1775610.0,9436270.0,529462.0,180501.0,1083637.0,2598977.0,17129.0,0.0,409719.0,2792682.0,18755733.0,233181.0,20965.0,707867.0,2169796.0,11659204.0,6018764.0,58209823.0,1911472.0,9371187.0,413645.0,85517532.0,809183.0,411465.0,13400202.0,84505.0,240296.0,11228768.0,1571628.0,13284219.0,0.0,7791934.0,915380.0,1052734.0,435293.0,2329011.0,73600.0,7683.0,8082483.0,8841.0,561345.0,0.0,4159048.0,1790471.0,4973326.0,2867756.0,121757721.0,39777.0,897996700.0,1771980.0,21891754.0,11504727.0,21015.0,661802.0,18276159.0,1261708.0,950004.0,10856103.0,7847868.0,35572822.0,3955674.0,12272923.0,56336.0,32581.0,9443539.0,0.0,4578049.0,741948.0,2365725.0,1356933.0,143050.0,32321.0,17325420.0,1548455.0,936019.0,55524.0,626640.0,0.0,13533064.0,0.0,1611524.0,16741553.0,270622.0,24967393.0,11341.0,808982.0,11364506.0,25136.0,36004761.0,210706.0,979260.0,4345.0,17789348.0,1963148.0,746748.0,14659659.0,7998285.0,1269342.0,85534.0,17316044.0,100295844.0,2612110.0,1594889.0,969171.0,22660138.0,0.0,641118.0,768403.0,113194.0,3447568910.0,140373751.0,1328511.0,6932923.0,57130294.0,3777.0,7792214.0,15120448.0,217959.0,9901308.0,3708283.0,2435534.0,1064347.0,106830.0,24400.0,9082745.0,37466194.0,9886247.0,5138087.0,27181604.0,8074139.0,0.0,511204.0,4234715.0,1829174.0,1023.0,8061696.0,3119072.0,8762419.0,58882.0,199602.0,2508703.0,949506.0,1304687.0,879844.0,0.0,41818.0,9052772.0,2867.0,11687105.0,4665623.0,36529665.0,6485120.0,3133719.0,861661.0,81019.0,632946.0,3649286.0,20506038.0,4302.0,36421095.0,30021232.0,14070968.0,164098.0,58598755.0,15438934.0,51714.0,3641123.0,17970.0,4860.0,61560677.0,203897.0,165483.0,20744347.0,19845588.0,9736280.0,9884983.0
2017,61660.0,26677479.0,10630872.0,1167112.0,8741.0,1268378.0,3654277.0,1099309.0,6618.0,68111.0,3466571.0,3686708.0,4400516.0,10044713.0,231939.0,6409016.0,14176158.0,104029438.0,1792408.0,162331.0,66675.0,1787166.0,2068303.0,203018.0,0.0,3507746.0,28025949.0,192873.0,98187.0,451341.0,709492.0,2829130.0,6815656.0,2217678.0,2321714.0,586968786.0,13279535.0,10670391.0,48871203.0,1794783.0,9411551.0,538869.0,178174.0,1053385.0,2589588.0,17294.0,0.0,415968.0,2788986.0,18795376.0,235778.0,20425.0,705807.0,2103821.0,11651325.0,6088733.0,59412656.0,1907504.0,9281373.0,412117.0,87393219.0,808330.0,406624.0,13263152.0,84730.0,237777.0,11135542.0,1557150.0,13381625.0,0.0,7952460.0,922846.0,1070963.0,443002.0,2288166.0,73691.0,7542.0,8171020.0,8667.0,564540.0,0.0,4174962.0,1751263.0,4938737.0,2832442.0,121217648.0,39749.0,902812514.0,1781281.0,21771951.0,11691848.0,21384.0,667787.0,18073840.0,1256450.0,946973.0,10748180.0,7957660.0,36129855.0,4027771.0,12379711.0,56214.0,32571.0,9500413.0,0.0,4606150.0,712788.0,2390665.0,1360086.0,143521.0,32528.0,17501735.0,1558943.0,918778.0,55298.0,620063.0,0.0,13502240.0,0.0,1582663.0,17004725.0,277814.0,24844133.0,10872.0,802221.0,11576346.0,25525.0,36159355.0,208638.0,996223.0,4232.0,18179998.0,1986393.0,748295.0,15024557.0,7944281.0,1278370.0,84338.0,17930751.0,101090514.0,2633931.0,1528626.0,956662.0,22595001.0,0.0,651473.0,745948.0,113521.0,3452423592.0,141908468.0,1337613.0,6979129.0,57647258.0,3676.0,7976119.0,15150057.0,213251.0,9893862.0,3640950.0,2453061.0,1073875.0,107038.0,23472.0,9023346.0,37351991.0,10112457.0,5073471.0,28033399.0,8241986.0,0.0,526006.0,4306854.0,1784837.0,990.0,8294988.0,3093250.0,8274418.0,58018.0,201619.0,2515590.0,944897.0,1292817.0,884571.0,0.0,41921.0,8939471.0,2867.0,12051709.0,4740660.0,36149375.0,6634376.0,3178504.0,873538.0,80946.0,634836.0,3653363.0,20364088.0,4181.0,37257940.0,30857841.0,13973400.0,161290.0,58333412.0,15734584.0,50946.0,3611904.0,17220.0,4717.0,61662308.0,208426.0,167512.0,21172895.0,19682408.0,9945738.0,10037382.0
2018,61630.0,27375401.0,10793137.0,1137407.0,8973.0,1259748.0,3630442.0,1094106.0,6540.0,68559.0,3491861.0,3686762.0,4405307.0,10313923.0,228427.0,6524538.0,14438015.0,103621320.0,1755697.0,161026.0,66664.0,1752942.0,2020372.0,206371.0,0.0,3518684.0,27682266.0,193278.0,97942.0,449056.0,702480.0,2860649.0,6891429.0,2231010.0,2349557.0,572999405.0,13518141.0,10822033.0,50012461.0,1814035.0,9423483.0,548099.0,175937.0,1024285.0,2578083.0,17296.0,0.0,421758.0,2785892.0,18809664.0,238204.0,20123.0,702536.0,2040611.0,11634053.0,6168356.0,60551613.0,1913102.0,9209330.0,411399.0,89271694.0,806259.0,401285.0,13133487.0,84956.0,235169.0,11033746.0,1541599.0,13462155.0,0.0,8113269.0,929377.0,1088716.0,450287.0,2247680.0,73728.0,7386.0,8245289.0,8492.0,580955.0,0.0,4189666.0,1717287.0,4902588.0,2800601.0,120600987.0,39734.0,906862585.0,1792632.0,21617340.0,11889231.0,21823.0,673494.0,17861881.0,1250036.0,943805.0,10631834.0,8060041.0,36636126.0,4101591.0,12468237.0,56089.0,32541.0,9564386.0,0.0,4632944.0,682608.0,2415449.0,1362825.0,143954.0,32762.0,17666251.0,1568853.0,905487.0,54831.0,613959.0,0.0,13456755.0,0.0,1553149.0,17269288.0,284768.0,24720407.0,10402.0,794100.0,11783604.0,26112.0,36287917.0,206498.0,1012344.0,4114.0,18575414.0,2009563.0,749310.0,15389980.0,7886784.0,1287839.0,83126.0,18543679.0,101764388.0,2654625.0,1466411.0,942971.0,22536758.0,0.0,659719.0,710878.0,113957.0,3455784277.0,143723144.0,1345844.0,7047133.0,58118405.0,3575.0,8157350.0,15167875.0,205077.0,9880026.0,3577639.0,2469079.0,1089088.0,106794.0,22323.0,8958416.0,37173934.0,10338687.0,4878511.0,28908233.0,8404128.0,0.0,540697.0,4377492.0,1740115.0,958.0,8503349.0,3065922.0,8137355.0,57165.0,203475.0,2520439.0,942771.0,1278923.0,890736.0,0.0,41907.0,8974093.0,2868.0,12430997.0,4814702.0,35724441.0,6781881.0,3221740.0,885796.0,81148.0,636320.0,3653780.0,20235389.0,4044.0,38037175.0,31683970.0,13855626.0,158389.0,57994170.0,16032000.0,50157.0,3514911.0,18118.0,4579.0,61669836.0,213163.0,169713.0,21595690.0,19720344.0,10151292.0,10192005.0
2019,61649.0,28106656.0,10950410.0,1106598.0,9189.0,1247883.0,3601925.0,1089637.0,6453.0,68974.0,3515460.0,3683835.0,4407577.0,10617288.0,225069.0,6635603.0,14677559.0,103227327.0,1719734.0,157367.0,66574.0,1718734.0,1974004.0,208865.0,0.0,3527910.0,27334331.0,193589.0,97646.0,446565.0,695614.0,2879301.0,6966193.0,2242521.0,2372265.0,558762145.0,13747193.0,10975783.0,51078337.0,1832548.0,9430613.0,557180.0,173793.0,996111.0,2564443.0,17164.0,0.0,427110.0,2783117.0,18798952.0,240441.0,19830.0,698080.0,1979665.0,11607701.0,6244835.0,61595694.0,1921046.0,9160656.0,410662.0,91172123.0,803615.0,395694.0,12998673.0,85124.0,232644.0,10926403.0,1523815.0,13532935.0,0.0,8276810.0,935296.0,1106298.0,457178.0,2209932.0,73769.0,7280.0,8305778.0,8319.0,592107.0,0.0,4203174.0,1688680.0,4864950.0,2770705.0,119936201.0,39682.0,910203783.0,1805722.0,21422540.0,12078368.0,22157.0,678959.0,17479118.0,1242663.0,938806.0,10513072.0,8156377.0,37118465.0,4178787.0,12557930.0,55969.0,32491.0,9612727.0,0.0,4657781.0,651428.0,2440404.0,1362889.0,144342.0,33021.0,17750912.0,1577847.0,898175.0,54417.0,608174.0,0.0,13400205.0,0.0,1525908.0,17535349.0,291478.0,24594209.0,9938.0,784127.0,11980338.0,26826.0,36400000.0,204336.0,1027912.0,3991.0,18968214.0,2032494.0,749894.0,15758269.0,7822759.0,1297629.0,81951.0,19157476.0,102319072.0,2673860.0,1409098.0,929678.0,22687778.0,0.0,666466.0,668347.0,114405.0,3457867820.0,145619211.0,1352606.0,7106722.0,58561383.0,3476.0,8335816.0,15172143.0,205163.0,9859410.0,3521605.0,2483605.0,1103858.0,106320.0,21426.0,8894686.0,36964045.0,10564176.0,4790666.0,29635465.0,8560264.0,0.0,551863.0,4447132.0,1695831.0,912.0,8728222.0,3037846.0,8349235.0,56340.0,205386.0,2523688.0,943491.0,1263481.0,896928.0,0.0,41863.0,9195523.0,2866.0,12801070.0,4887591.0,35266201.0,6927428.0,3262627.0,898342.0,81252.0,638522.0,3651112.0,20124610.0,3892.0,38759554.0,32524495.0,13724163.0,155388.0,57592357.0,16339613.0,49361.0,3403120.0,18883.0,4446.0,61580965.0,217838.0,171902.0,22024333.0,19749809.0,10354420.0,10352460.0
