Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2004,43040.0,5301147.0,10198054.0,1381828.0,67451.0,3626040.0,34879982.0,2026739.0,50112.0,23487.0,16835775.0,4829142.0,4335079.0,668121.0,10144977.0,3266820.0,2802306.0,37317652.0,5419782.0,728179.0,279219.0,1807458.0,6994710.0,123156.0,62555.0,5864143.0,150745355.0,88307.0,256898.0,194090.0,1002749.0,1591848.0,25565418.0,5427827.0,14038455.0,533257098.0,8781891.0,7963067.0,21089164.0,2158337.0,31414946.0,162034.0,272503.0,2704346.0,8546062.0,121652.0,45352.0,696328.0,7512306.0,62529997.0,633769.0,45514.0,4624434.0,6009502.0,20575723.0,8371256.0,34160200.0,783746.0,33059302.0,938279.0,11795010.0,4327463.0,432628.0,48211475.0,24993.0,1162563.0,47767769.0,2090052.0,10197187.0,28715.0,2897988.0,831538.0,509757.0,504250.0,8114802.0,39248.0,46997.0,5970299.0,153218.0,213965.0,6783500.0,3498189.0,2330812.0,3713709.0,6660205.0,102906603.0,40883.0,328335627.0,2450379.0,46979696.0,18949312.0,271378.0,6227239.0,39006818.0,1406258.0,4606889.0,108136910.0,8937905.0,7397437.0,1801555.0,2523783.0,41828.0,14900.0,38947802.0,2157320.0,1517214.0,3978100.0,1442889.0,4412607.0,39636.0,5096.0,3679848.0,427518.0,2250685.0,394773.0,1536660.0,454700.0,16367527.0,32307.0,1245000.0,5249110.0,97929.0,79336408.0,36584.0,1163561.0,4101054.0,374812.0,13066291.0,381058.0,1541244.0,57850.0,5915985.0,1182721.0,515544.0,1870610.0,16592184.0,692663.0,152558.0,2155300.0,53900718.0,2941336.0,13271929.0,3554092.0,3861132.0,10060.0,3526736.0,1727311.0,46647.0,3149597901.0,57862124.0,2060810.0,20789989.0,39564363.0,13950.0,830682.0,23506503.0,3603694.0,14486750.0,5966051.0,3087694.0,2357720.0,145291.0,750828.0,11378651.0,105771342.0,1490752.0,15883892.0,9994159.0,4533624.0,4166664.0,82644.0,1959978.0,3669274.0,27735.0,3652941.0,4004805.0,1231281.0,91425.0,342977.0,2993058.0,1024627.0,7577769.0,237876.0,31690.0,42382.0,9795009.0,19928.0,2159393.0,1978055.0,23673351.0,1800038.0,2320982.0,238865.0,24300.0,742044.0,6602923.0,46111387.0,4778.0,9231305.0,4482396.0,32432707.0,3055888.0,233532722.0,12508144.0,52644.0,23160972.0,9818.0,101373.0,21436848.0,46921.0,39963.0,6272818.0,28901509.0,4130506.0,4240760.0
2005,43814.0,5540569.0,10803050.0,1407298.0,69900.0,3837350.0,35307267.0,2011745.0,49880.0,23261.0,17065978.0,4839033.0,4396406.0,711309.0,10206487.0,3416212.0,3000561.0,38796855.0,5406009.0,785914.0,282743.0,1801023.0,6992229.0,126755.0,62711.0,6006796.0,152984542.0,88246.0,262594.0,204946.0,1029301.0,1632707.0,25833522.0,5464643.0,14187960.0,554367818.0,9077766.0,8288179.0,22029729.0,2254356.0,32028133.0,165209.0,279858.0,2798442.0,8574633.0,124627.0,46788.0,707360.0,7515659.0,62660267.0,644153.0,45778.0,4652908.0,6214905.0,21133634.0,8544606.0,34895329.0,827611.0,33727737.0,931205.0,12303693.0,4349276.0,440051.0,48731393.0,24878.0,1206681.0,48269624.0,2091919.0,10620380.0,29163.0,2982432.0,867193.0,527171.0,547010.0,8180275.0,39389.0,47175.0,6139799.0,153897.0,211701.0,6813200.0,3633359.0,2341055.0,3863546.0,6694281.0,106067053.0,41273.0,337569623.0,2515791.0,48525868.0,19534666.0,276072.0,6342289.0,39267369.0,1419066.0,4792617.0,109856670.0,9016078.0,7758888.0,1821895.0,2576833.0,42695.0,14873.0,39195731.0,2236788.0,1595689.0,4046436.0,1520150.0,4515961.0,38194.0,5122.0,3700230.0,434540.0,2213967.0,402818.0,1522383.0,473500.0,16749802.0,32210.0,1235763.0,5520678.0,103420.0,80742642.0,36925.0,1153706.0,4340490.0,378170.0,13257125.0,383698.0,1585102.0,56467.0,6091168.0,1237667.0,517242.0,1932938.0,17205273.0,720398.0,156318.0,2234281.0,56664041.0,2988106.0,13485107.0,3591141.0,3985620.0,10049.0,3569251.0,1780897.0,47076.0,3223020394.0,59622511.0,2109801.0,21085439.0,40232096.0,14102.0,856792.0,23453429.0,3596360.0,14590287.0,6041725.0,3139902.0,2425915.0,149001.0,803914.0,11336529.0,105433226.0,1531302.0,16649193.0,10241577.0,4686765.0,4265762.0,86143.0,2031177.0,3702319.0,28181.0,3865026.0,4009310.0,1302013.0,95634.0,346288.0,2985293.0,1030904.0,7613645.0,237795.0,32057.0,42813.0,10118594.0,21048.0,2251627.0,2056433.0,24697777.0,1835743.0,2377188.0,246950.0,24468.0,711545.0,6690362.0,47033171.0,4940.0,9734787.0,4742574.0,32258248.0,3066249.0,236200507.0,12792885.0,52887.0,23559186.0,10226.0,101581.0,22121703.0,48683.0,39673.0,6594539.0,29464386.0,4325533.0,4258099.0
2006,44246.0,5823897.0,11361473.0,1430886.0,71473.0,4139921.0,35739148.0,1996309.0,49609.0,23058.0,17321968.0,4839801.0,4461940.0,756430.0,10279407.0,3568489.0,3210942.0,40286532.0,5391557.0,849514.0,286573.0,1799298.0,6993921.0,130397.0,62834.0,6153677.0,155188992.0,88145.0,268133.0,212724.0,1057227.0,1671929.0,26126331.0,5500991.0,14336915.0,575118254.0,9380026.0,8624797.0,23016466.0,2357742.0,32625807.0,168502.0,287218.0,2892489.0,8597300.0,127696.0,48232.0,718322.0,7528974.0,62753557.0,657287.0,46033.0,4681382.0,6418327.0,21718431.0,8720301.0,35621545.0,866499.0,34408810.0,924006.0,12831048.0,4372951.0,447533.0,49229060.0,24719.0,1253534.0,48798541.0,2095077.0,11056772.0,29594.0,3072063.0,904825.0,545529.0,588571.0,8246206.0,39526.0,47220.0,6310777.0,154499.0,209338.0,6857100.0,3770607.0,2348849.0,4018790.0,6737243.0,109344323.0,41690.0,346808559.0,2595694.0,50082477.0,19693599.0,283000.0,6459778.0,39454178.0,1431459.0,5204242.0,111383848.0,9104397.0,8135489.0,1841512.0,2631378.0,44037.0,14849.0,39490771.0,2364733.0,1654669.0,4122181.0,1619586.0,4619892.0,36774.0,5145.0,3722049.0,443863.0,2181225.0,411237.0,1507751.0,498900.0,17153701.0,32057.0,1231441.0,5805820.0,109201.0,82173469.0,37244.0,1144382.0,4593242.0,380114.0,13442914.0,386254.0,1631050.0,55001.0,6273959.0,1295814.0,518278.0,1998811.0,17827598.0,749149.0,160009.0,2316932.0,59545960.0,3041712.0,13671225.0,3632998.0,4107546.0,10034.0,3615494.0,1834970.0,47506.0,3297219996.0,61422731.0,2159205.0,21362614.0,40838475.0,14089.0,883344.0,23396235.0,3579032.0,14686256.0,6117343.0,3190784.0,2496025.0,152675.0,950174.0,11297334.0,105152927.0,1573153.0,17425683.0,10497678.0,4844300.0,4401365.0,89760.0,2098095.0,3732662.0,28595.0,4071911.0,4010029.0,1378902.0,99959.0,349727.0,2977317.0,1038715.0,7666670.0,237600.0,32428.0,43966.0,10632662.0,22179.0,2337641.0,2142743.0,25743722.0,1871102.0,2434992.0,257568.0,24634.0,711001.0,6779382.0,47946041.0,5101.0,10266335.0,5017355.0,32134856.0,3077432.0,238999326.0,13088138.0,53108.0,23952279.0,10659.0,101716.0,22914983.0,50509.0,39383.0,6942855.0,30037465.0,4535846.0,4287040.0
2007,44213.0,5988544.0,11952659.0,1452398.0,73123.0,4669741.0,36161548.0,1980626.0,49323.0,22879.0,17666406.0,4832038.0,4530068.0,805087.0,10360589.0,3721090.0,3407158.0,41787732.0,5378166.0,919651.0,290801.0,1790027.0,7005597.0,134071.0,63010.0,6303816.0,157343140.0,88036.0,274045.0,220348.0,1107121.0,1710981.0,26441349.0,5552336.0,14487604.0,595670841.0,9688988.0,8979101.0,24035191.0,2463608.0,33211685.0,171919.0,294553.0,2986190.0,8614446.0,130064.0,49687.0,729252.0,7565828.0,62833410.0,672101.0,46267.0,4712839.0,6620852.0,22342100.0,8898741.0,36304512.0,905730.0,35159317.0,918084.0,13392914.0,4398523.0,454815.0,49690550.0,24522.0,1303224.0,49351705.0,2099115.0,11506461.0,30006.0,3171354.0,944354.0,564927.0,633023.0,8308341.0,39659.0,47213.0,6485811.0,155057.0,206949.0,6916300.0,3909956.0,2355577.0,4178053.0,6779707.0,112687582.0,42148.0,356083571.0,2680715.0,51374368.0,19554151.0,290623.0,6579915.0,39722857.0,1443307.0,5623655.0,112827761.0,9203046.0,8527749.0,1859055.0,2687103.0,45794.0,14826.0,39740941.0,2507887.0,1714884.0,4209587.0,1714987.0,4727049.0,35370.0,5158.0,3744398.0,455190.0,2157761.0,419557.0,1494021.0,520900.0,17563283.0,31837.0,1227699.0,6104312.0,114217.0,83669238.0,37531.0,1135507.0,4859547.0,381739.0,13628531.0,388857.0,1679858.0,53469.0,6463777.0,1357544.0,519269.0,2068356.0,18456099.0,779139.0,163738.0,2403218.0,62562163.0,3096487.0,13848922.0,3684159.0,4227492.0,10020.0,3646829.0,1889772.0,47939.0,3371751241.0,63441687.0,2209206.0,21627126.0,41475639.0,14024.0,910318.0,23340838.0,3555977.0,14778464.0,6193886.0,3240344.0,2568140.0,156093.0,1183420.0,11159030.0,105037446.0,1615944.0,18213846.0,10768261.0,5006516.0,4588599.0,93499.0,2166873.0,3772607.0,29653.0,3895421.0,4010264.0,1461327.0,104399.0,353375.0,2970070.0,1049080.0,7738188.0,238090.0,32791.0,44460.0,11384145.0,23327.0,2423337.0,2234982.0,26807406.0,1907544.0,2495170.0,268396.0,24789.0,711410.0,6871580.0,48446281.0,5268.0,10823370.0,5307667.0,32071885.0,3090162.0,241795278.0,13403978.0,53305.0,24333098.0,11118.0,101894.0,23838857.0,52414.0,39166.0,7307827.0,30628406.0,4759780.0,4320473.0
2008,44184.0,6175747.0,12576472.0,1473392.0,74314.0,5255602.0,36595981.0,1964630.0,49016.0,22722.0,18049707.0,4823638.0,4643726.0,860600.0,10448114.0,3882323.0,3590840.0,43299705.0,5366322.0,976925.0,294887.0,1773237.0,7024602.0,137760.0,63300.0,6455760.0,159430712.0,87967.0,280519.0,228116.0,1159140.0,1755482.0,26790008.0,5625324.0,14643016.0,616481190.0,10002278.0,9352037.0,25096905.0,2564613.0,33783550.0,175489.0,301786.0,3080955.0,8628374.0,131527.0,51151.0,740141.0,7621676.0,62875807.0,686504.0,46478.0,4751268.0,6825642.0,23012967.0,9080351.0,36971661.0,957551.0,35833174.0,913914.0,14123260.0,4426008.0,462052.0,50127615.0,24305.0,1355797.0,49913475.0,2107603.0,11967591.0,30413.0,3277120.0,985476.0,585177.0,680488.0,8371303.0,39786.0,47196.0,6661989.0,155612.0,204536.0,6957800.0,4051645.0,2362537.0,4341363.0,6820246.0,116080322.0,42621.0,365350799.0,2744952.0,52450656.0,19968866.0,296449.0,6702316.0,40056298.0,1454699.0,5849959.0,114107975.0,9310883.0,8939048.0,1876714.0,2750406.0,47636.0,14801.0,40093884.0,2651421.0,1776622.0,4287127.0,1799234.0,4840689.0,33983.0,5170.0,3766306.0,467958.0,2137953.0,429035.0,1476965.0,540700.0,17979825.0,31836.0,1224475.0,6417342.0,119710.0,85233233.0,37781.0,1127201.0,5140077.0,384526.0,13794763.0,391621.0,1733438.0,51889.0,6727245.0,1425723.0,519756.0,2142026.0,19085373.0,810573.0,167446.0,2493085.0,65720273.0,3152169.0,14044865.0,3744286.0,4346745.0,10009.0,3675355.0,1945733.0,48375.0,3448762439.0,65547743.0,2260018.0,21841405.0,42136374.0,13951.0,937741.0,23300939.0,3533033.0,14868677.0,6267228.0,3290228.0,2647431.0,158789.0,1400383.0,11001524.0,105055527.0,1659373.0,19014319.0,11068678.0,5174666.0,4839396.0,97372.0,2244533.0,3839336.0,30162.0,4199993.0,4009546.0,1547938.0,108933.0,357155.0,2964549.0,1055309.0,7813274.0,242074.0,33145.0,45755.0,11873064.0,24491.0,2513424.0,2330157.0,27887770.0,1945851.0,2558558.0,279251.0,24915.0,711897.0,6967944.0,49488204.0,5446.0,11398738.0,5614391.0,31989201.0,3103980.0,244607104.0,13744363.0,53493.0,24695949.0,11607.0,102152.0,24810004.0,54421.0,39018.0,7689025.0,31258622.0,4996412.0,4349090.0
2009,44117.0,6462224.0,13232337.0,1495260.0,74586.0,5616625.0,37051655.0,1948136.0,48696.0,22574.0,18451571.0,4812679.0,4759039.0,928408.0,10537701.0,4049112.0,3782827.0,44823072.0,5357245.0,1043828.0,298901.0,1755180.0,7049739.0,141442.0,63565.0,6609139.0,161431674.0,87892.0,287205.0,236025.0,1213056.0,1752469.0,27158971.0,5697988.0,14801358.0,637407288.0,10319234.0,9739334.0,26226780.0,2688606.0,34348961.0,179238.0,308827.0,3175727.0,8641025.0,132200.0,52618.0,750989.0,7657912.0,62877220.0,701365.0,46689.0,4785983.0,7033139.0,23716845.0,9265480.0,37659829.0,998775.0,36260460.0,910446.0,14882091.0,4454167.0,468662.0,50546727.0,24080.0,1411575.0,50463084.0,2103652.0,12439039.0,30823.0,3387027.0,1028103.0,606216.0,730896.0,8433780.0,39908.0,47360.0,6838278.0,156216.0,202080.0,6972800.0,4195276.0,2367290.0,4508368.0,6861506.0,119503729.0,43108.0,374851256.0,2782090.0,53554884.0,20734150.0,297832.0,6869011.0,40308358.0,1465852.0,6065348.0,115228215.0,9432594.0,9367993.0,1901682.0,2845368.0,49557.0,14761.0,40351067.0,2795484.0,1839724.0,4352625.0,1870770.0,4955637.0,32637.0,5189.0,3786389.0,481216.0,2114156.0,438935.0,1452351.0,535000.0,18402323.0,32364.0,1222042.0,6744514.0,125452.0,86822184.0,38022.0,1118798.0,5433310.0,387733.0,13963119.0,394521.0,1791744.0,50275.0,7014886.0,1500533.0,519754.0,2221126.0,19708438.0,843443.0,171390.0,2586861.0,69013626.0,3208481.0,14263741.0,3805760.0,4465617.0,10016.0,3709702.0,2003400.0,48816.0,3526092189.0,67629427.0,2311537.0,22031218.0,42823078.0,13865.0,965577.0,23274004.0,3511647.0,14975512.0,6337144.0,3342456.0,2727093.0,160993.0,1582131.0,10936933.0,105149986.0,1703231.0,19826267.0,11405387.0,5349368.0,4987573.0,101499.0,2329365.0,3905374.0,31581.0,4502794.0,4009752.0,1636202.0,113511.0,360994.0,2960369.0,1069460.0,7894625.0,246029.0,33491.0,46241.0,12139418.0,25663.0,2608776.0,2427990.0,28980751.0,1986259.0,2626141.0,289990.0,25016.0,710248.0,7069496.0,50601059.0,5626.0,11972728.0,5937348.0,31938188.0,3118404.0,247276259.0,14101538.0,53673.0,25041912.0,12106.0,102354.0,25732231.0,56521.0,38877.0,8087894.0,31909770.0,5242500.0,4386800.0
2010,43850.0,6713794.0,13926345.0,1519519.0,71682.0,5776641.0,37510366.0,1931621.0,48376.0,22386.0,18767085.0,4800510.0,4835557.0,997841.0,10639649.0,4222030.0,3984757.0,46363767.0,5347166.0,1088907.0,302901.0,1736430.0,7081770.0,144840.0,63725.0,6764132.0,163358522.0,87720.0,294096.0,244119.0,1268905.0,1747955.0,27523357.0,5759681.0,14960588.0,658498663.0,10643601.0,10140658.0,27434128.0,2822666.0,34910189.0,183177.0,315154.0,3268265.0,8653476.0,133691.0,54099.0,761851.0,7673029.0,62940432.0,716284.0,46889.0,4815111.0,7242674.0,24441535.0,9451580.0,38371258.0,1035969.0,36535850.0,906655.0,15680365.0,4492880.0,474975.0,50960391.0,23979.0,1471064.0,51030310.0,2102941.0,12919134.0,31248.0,3501194.0,1072401.0,628277.0,784083.0,8484693.0,40020.0,48018.0,7018489.0,156696.0,199557.0,7024200.0,4340636.0,2369143.0,4657447.0,6891116.0,122940838.0,43609.0,384608848.0,2806411.0,54679244.0,21453279.0,297604.0,7000447.0,40502481.0,1477163.0,6281878.0,116302928.0,9567854.0,9805198.0,1930200.0,2942777.0,51515.0,14673.0,40602657.0,2943372.0,1904312.0,4402758.0,1940677.0,5071693.0,31532.0,5210.0,3805423.0,495030.0,2067653.0,448892.0,1423002.0,537000.0,18836713.0,33163.0,1219935.0,7084915.0,131451.0,88416434.0,38288.0,1111122.0,5740112.0,389936.0,14160693.0,397301.0,1850405.0,49195.0,7320657.0,1579783.0,519604.0,2304625.0,20320384.0,878019.0,175527.0,2684387.0,72456327.0,3265584.0,14477657.0,3867496.0,4584699.0,10043.0,3748563.0,2072524.0,49258.0,3602765959.0,69727689.0,2363628.0,22230444.0,43671546.0,13763.0,993808.0,23165018.0,3491721.0,15086557.0,6403809.0,3400379.0,2807401.0,163206.0,1592596.0,10898688.0,105261487.0,1747174.0,19682501.0,11718270.0,5530899.0,5076732.0,106849.0,2417898.0,3971790.0,31853.0,4820096.0,4009779.0,1740627.0,118084.0,364841.0,2948302.0,1078743.0,7976659.0,249899.0,33794.0,47880.0,12500226.0,26833.0,2706920.0,2526943.0,30076202.0,2029348.0,2698212.0,300803.0,25120.0,711895.0,7176279.0,51802928.0,5816.0,12583401.0,6278309.0,31866960.0,3133204.0,249849720.0,14464118.0,53837.0,25379444.0,12402.0,102499.0,26601234.0,58280.0,38755.0,8501474.0,32567422.0,5496160.0,4433840.0
2011,44053.0,7028189.0,14658884.0,1546929.0,69014.0,5997864.0,37970728.0,1917872.0,48034.0,22190.0,19056040.0,4792887.0,4920166.0,1060717.0,10784163.0,4401627.0,4198134.0,47958813.0,5337678.0,1059923.0,306587.0,1716662.0,7114020.0,148030.0,63733.0,6920743.0,165271423.0,87536.0,300780.0,252432.0,1324263.0,1786521.0,27847735.0,5825978.0,15118984.0,679390629.0,10974135.0,10553979.0,28725145.0,2936947.0,35454119.0,187323.0,318744.0,3359093.0,8667062.0,135409.0,55606.0,772805.0,7681562.0,61940177.0,730997.0,47225.0,4844002.0,7442010.0,25181388.0,9632687.0,39170015.0,1072588.0,36773882.0,902194.0,16520147.0,4543014.0,480990.0,51372267.0,24022.0,1534147.0,51600211.0,2100564.0,13411310.0,31660.0,3619692.0,1118537.0,651399.0,838090.0,8511794.0,40190.0,48217.0,7203913.0,156864.0,196984.0,7071600.0,4487479.0,2368126.0,4807935.0,6916190.0,126219363.0,43889.0,394460717.0,2827835.0,55809122.0,22277575.0,298556.0,7136149.0,40641670.0,1488734.0,6520835.0,116416235.0,9710555.0,10248776.0,1960829.0,3042128.0,53371.0,14620.0,40909592.0,3132814.0,1970392.0,4458202.0,2034312.0,4965269.0,31697.0,5233.0,3825958.0,509746.0,2020994.0,460842.0,1397904.0,549600.0,19280523.0,33946.0,1218343.0,7435505.0,137695.0,90017853.0,38431.0,1106099.0,6060445.0,391879.0,14368813.0,399777.0,1893665.0,48798.0,7647153.0,1663590.0,519046.0,2392334.0,20882645.0,915129.0,180090.0,2785306.0,76034272.0,3323435.0,14669707.0,3935476.0,4698626.0,10098.0,3774624.0,2343970.0,49654.0,3678301491.0,71722690.0,2416919.0,22451912.0,44724734.0,13651.0,1021715.0,23134846.0,3449657.0,15198520.0,6457743.0,3464587.0,2888204.0,165452.0,1602047.0,10871606.0,105450176.0,1790979.0,20651108.0,12001277.0,5726277.0,5183688.0,113398.0,2506868.0,4039277.0,31302.0,5063020.0,3995644.0,1855152.0,122647.0,368673.0,2937801.0,1085605.0,8059895.0,253748.0,34267.0,46973.0,12486866.0,27967.0,2812987.0,2630473.0,30844842.0,2075211.0,2774928.0,311735.0,25218.0,714952.0,7286894.0,52997156.0,6016.0,13255537.0,6636887.0,31808401.0,3147576.0,252208133.0,14743065.0,53970.0,25714507.0,12964.0,102617.0,27495952.0,59800.0,38664.0,8926929.0,33252371.0,5753606.0,4488529.0
2012,44723.0,7383304.0,15425686.0,1575788.0,68099.0,6264178.0,38418182.0,1912441.0,47634.0,22274.0,19414834.0,4817487.0,5008847.0,1127351.0,10856360.0,4587966.0,4424783.0,49611577.0,5331472.0,1073101.0,309882.0,1695556.0,7150971.0,151309.0,63646.0,7078715.0,167193100.0,87382.0,306828.0,260882.0,1365709.0,1816121.0,28165407.0,5889928.0,15274745.0,700996454.0,11304561.0,10980980.0,30094462.0,3041899.0,35978800.0,191695.0,321615.0,3448793.0,8678691.0,136353.0,57136.0,783858.0,7693579.0,62064608.0,745729.0,47474.0,4872608.0,7633573.0,25943855.0,9808614.0,40008923.0,1104613.0,36904876.0,899089.0,17397056.0,4593267.0,486700.0,51789448.0,24085.0,1600034.0,52130345.0,2099468.0,13921335.0,32029.0,3741188.0,1166709.0,675562.0,892503.0,8505100.0,40451.0,48402.0,7393927.0,156812.0,197020.0,7150100.0,4636595.0,2364760.0,4982221.0,6912310.0,129573696.0,43893.0,404495892.0,2849043.0,56952360.0,23367230.0,300190.0,7274496.0,40894259.0,1500772.0,6690708.0,116331281.0,9859808.0,10698213.0,2002135.0,3143998.0,55111.0,14609.0,41089082.0,3337109.0,2038093.0,4588395.0,2124555.0,4851514.0,31842.0,5267.0,3851995.0,522910.0,1997745.0,473864.0,1381242.0,567900.0,19726957.0,34711.0,1217297.0,7795864.0,144155.0,91591316.0,38306.0,1102410.0,6375675.0,395713.0,14585427.0,402174.0,1931851.0,48500.0,7994009.0,1751612.0,519081.0,2483998.0,21438811.0,958910.0,184776.0,2891697.0,79723735.0,3381969.0,14842886.0,4008535.0,4807045.0,10267.0,3798063.0,2751277.0,49933.0,3756420932.0,73530776.0,2471372.0,22695863.0,45792230.0,13536.0,1049126.0,23086831.0,3406460.0,15313099.0,6494283.0,3532721.0,2969835.0,167835.0,1699995.0,10826124.0,105800390.0,1834910.0,21594544.0,12312403.0,5936880.0,5312437.0,120285.0,2596979.0,4107796.0,32187.0,5178609.0,3986461.0,1959464.0,127227.0,372508.0,2935234.0,1092516.0,8150488.0,256791.0,35023.0,47790.0,12188991.0,29264.0,2925179.0,2737050.0,31555235.0,2127339.0,2856352.0,322625.0,25183.0,716612.0,7400465.0,54107050.0,6212.0,13972091.0,7013078.0,31784201.0,3159926.0,254614421.0,14938201.0,54101.0,26043718.0,13808.0,102691.0,28421328.0,61377.0,38561.0,9371161.0,34029306.0,6018246.0,4536965.0
2013,45430.0,7707402.0,16223208.0,1603505.0,66575.0,6544154.0,38856064.0,1908816.0,47173.0,22324.0,19775013.0,4861991.0,5098727.0,1198645.0,10912673.0,4780638.0,4662032.0,51283060.0,5326274.0,1113272.0,313000.0,1679735.0,7195632.0,154696.0,63574.0,7232019.0,169121374.0,87267.0,312501.0,269432.0,1403688.0,1841323.0,28478048.0,5959745.0,15431205.0,722694421.0,11633055.0,11423090.0,31548851.0,3138997.0,36487904.0,196486.0,324326.0,3535695.0,8680043.0,137738.0,58655.0,794832.0,7705910.0,62242278.0,760501.0,48091.0,4901386.0,7823665.0,26727044.0,9978250.0,40891421.0,1136868.0,36891840.0,897846.0,18284998.0,4629925.0,492136.0,52227463.0,24170.0,1667346.0,52650595.0,2107360.0,14445669.0,32407.0,3866233.0,1216429.0,700606.0,936214.0,8482139.0,40737.0,48322.0,7587650.0,156612.0,198006.0,7178900.0,4787587.0,2358549.0,5158204.0,6920508.0,132928149.0,43834.0,414704318.0,2873286.0,58135797.0,24554500.0,303150.0,7417238.0,41548775.0,1512934.0,7122700.0,116262976.0,10015282.0,11154025.0,2051870.0,3248700.0,56836.0,14574.0,41240244.0,3507844.0,2107181.0,5042162.0,2189747.0,4965273.0,32006.0,5301.0,3746058.0,536768.0,1981238.0,486709.0,1367090.0,591900.0,20171180.0,35447.0,1216084.0,8167745.0,150766.0,93135209.0,37983.0,1099582.0,6704143.0,401597.0,14805871.0,404636.0,1974140.0,48110.0,8357217.0,1841243.0,518955.0,2580396.0,22006091.0,1008132.0,189565.0,3001705.0,83496382.0,3441010.0,14987369.0,4078226.0,4915158.0,10517.0,3830023.0,3024267.0,50195.0,3836192822.0,75169776.0,2526706.0,22956518.0,46856101.0,13565.0,1077524.0,23025350.0,3366210.0,15430195.0,6520333.0,3601252.0,3051946.0,169186.0,1893141.0,10778604.0,106219158.0,1879988.0,22856101.0,12660904.0,6172487.0,5399162.0,127515.0,2688037.0,4176621.0,31842.0,5420287.0,3975215.0,2056270.0,131742.0,376350.0,2930811.0,1098614.0,8250182.0,259886.0,35854.0,49055.0,11381415.0,30787.0,3045991.0,2845766.0,32263554.0,2184745.0,2942409.0,333461.0,25037.0,717600.0,7519862.0,55230633.0,6360.0,14742934.0,7405937.0,31769813.0,3172818.0,256953576.0,15144411.0,54234.0,26362517.0,14538.0,102715.0,29371952.0,63012.0,38434.0,9837134.0,34881241.0,6292800.0,4576069.0
