Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1977,51.09413,48.980694,49.607693,49.30178,45.98514,27.603142,50.660217,51.85668,48.206154,52.88591,49.933117,52.762154,51.845917,51.126286,51.13246,51.608963,50.85712,48.564285,50.098873,40.89501,49.48051,51.71854,53.63028,49.515408,48.658127,50.483643,50.1134,50.839737,44.331482,47.6283,52.206425,50.18302,50.06047,51.3221,50.124825,49.079605,48.68672,50.83089,51.137863,50.46004,49.92256,50.14208,52.062603,49.747963,49.1802,51.20922,51.19497,50.462975,51.572792,52.573433,50.453434,51.56822,50.548767,49.800617,48.318604,50.025753,49.866974,50.988964,50.976257,53.81981,51.103996,51.6537,49.515057,51.09212,49.57811,51.419052,51.334496,53.802406,50.176777,49.55302,50.861984,50.563824,51.291405,51.617718,51.107895,51.000847,45.8397,49.245914,46.604,50.244644,48.65154,49.776836,51.99802,50.99176,51.52933,50.26966,52.43231,48.31484,49.72402,48.515285,50.314922,49.52645,50.140476,51.41821,51.366234,48.786457,50.64456,51.852272,50.52315,51.34624,52.691032,50.472065,52.301765,49.358654,43.505245,50.31224,49.94584,49.58129,48.226345,51.658123,50.412983,48.72798,51.11379,52.86728,50.96945,54.00083,51.501907,50.462353,49.946495,53.79843,53.74873,49.516823,46.551044,50.042164,48.484196,50.89119,50.085476,51.83844,49.865532,51.756668,50.48641,47.61181,51.53259,50.441288,49.05547,51.567974,49.73747,51.56733,48.236156,50.789543,50.559395,50.348568,50.281548,50.37194,49.286785,38.964123,50.131794,49.955162,51.61417,49.738922,49.930656,47.125202,49.374348,49.853886,49.744884,47.9802,47.13003,51.283154,51.272285,52.384117,52.00361,49.934296,49.66482,47.757072,33.022762,51.618866,54.10596,50.10792,47.57847,49.592506,49.53442,48.850697,47.1614,50.854424,50.268898,49.747715,50.0852,51.541943,51.484493,48.933746,49.271034,50.769722,52.24699,50.32984,52.410015,50.656116,48.362038,48.97364,50.68473,50.69388,50.645195,49.621853,50.371887,51.035347,50.665436,49.329544,50.440414,49.84462,48.919292,53.589592,50.36313,50.372837,54.475437,50.799976,51.359585,50.393524,51.12403,49.742905,49.18048,51.58763,51.001343,46.927788,48.347137,50.336452,49.38302,51.204464,51.59191
1978,51.152016,49.0161,49.71315,49.297688,45.95693,27.710268,50.68288,52.218296,48.165787,52.898277,49.98084,52.757133,51.959423,51.08101,51.13902,51.56019,50.877274,48.59512,50.125008,40.61778,49.476223,51.632885,53.60433,49.47121,48.92291,50.45627,50.11815,50.805603,44.336246,47.618225,51.80409,50.102566,50.116547,51.345287,50.13526,49.086468,48.77173,50.80165,51.083984,50.486046,49.920616,50.120087,52.36994,49.761826,49.16549,51.287334,51.080875,50.251766,51.564793,52.547478,50.44477,51.31456,50.577038,49.80471,48.354427,50.02153,49.847065,51.015156,50.956326,53.77377,51.11327,51.640602,49.537407,51.121395,49.603462,51.39221,51.339264,53.777477,50.22974,49.54651,50.941746,50.656944,51.276123,51.626225,51.089184,50.975548,45.756783,49.283096,46.94896,50.261124,48.51053,49.763542,51.996357,50.95943,51.533783,50.263165,52.381485,48.303818,49.724182,48.509483,50.281162,49.553387,50.14133,51.43635,51.332466,48.781025,50.632366,51.928585,50.52372,51.30995,53.346157,50.396725,52.18669,49.379967,43.00633,50.273495,49.972332,49.614025,48.014545,51.480568,50.414818,48.787704,51.07426,52.854004,51.022167,53.985786,50.775803,50.31961,49.947388,53.67586,53.71558,49.535233,46.642845,50.0525,48.521347,50.8552,50.071686,51.718716,49.86218,51.698994,50.50532,47.575947,51.756355,50.43365,49.07941,51.55666,49.74212,51.56397,48.37081,50.721893,50.53263,50.398968,50.321487,50.39795,49.25799,40.668674,50.174477,49.758415,51.672935,49.670998,49.92383,47.198204,49.39032,49.878387,49.758034,48.046623,47.141872,51.282528,51.305573,52.311577,51.936546,49.869812,49.657574,47.80515,32.45729,51.5779,54.0295,50.097496,47.42351,49.516735,49.63844,48.95781,47.23323,50.84794,50.317196,49.91201,50.07815,51.560932,51.415962,49.01273,49.347054,50.789402,52.206562,50.372356,52.359497,50.75641,48.388138,49.004242,50.487083,50.70749,50.62475,49.640343,50.3365,51.008255,51.021114,49.367832,50.432785,49.727486,49.05059,53.506756,50.35457,50.42188,54.43999,50.84111,51.352516,50.34889,51.033813,49.755676,49.044643,51.802654,50.988533,47.020363,48.36065,50.29851,49.316307,51.262905,52.150177
1979,51.209267,49.073086,49.810894,49.308323,45.927826,27.838839,50.699596,52.34171,48.16678,52.906307,50.023056,52.760956,51.990067,51.0428,51.14266,51.5121,50.891956,48.626015,50.150806,40.368256,49.477936,51.55729,53.56407,49.42722,49.17224,50.427456,50.122437,50.774075,44.369312,47.614502,51.431007,50.021618,50.1637,51.356693,50.145546,49.092545,48.84783,50.773613,51.02729,50.506676,49.92133,50.115166,52.67201,49.775414,49.153786,51.371437,50.966244,50.038372,51.55517,52.489937,50.435944,51.07045,50.608723,49.80729,48.384228,50.017437,49.825665,51.037334,50.94066,53.73199,51.117863,51.647236,49.556522,51.147324,49.60029,51.36528,51.333565,53.756577,50.285385,49.527542,51.012104,50.756546,51.234165,51.653408,50.91099,50.95193,45.688114,49.328087,47.29737,50.27803,48.372913,49.75051,51.99761,50.92581,51.539284,50.25324,52.325306,48.29256,49.74298,48.516632,50.249363,49.56723,50.141476,51.45645,51.29508,48.777836,50.621277,52.211693,50.523476,51.275154,53.769352,50.397194,52.083286,49.399548,42.580864,50.23417,50.002895,49.644154,47.814365,51.306923,50.42676,48.84518,51.025677,52.84589,51.086678,53.987984,50.087498,50.16121,49.946766,53.564125,53.62017,49.553944,46.703667,50.064484,48.562492,50.821625,50.05402,51.60175,49.858826,51.645824,50.519283,47.51016,51.94969,50.424774,49.098827,51.55451,49.747055,51.563263,48.50101,50.654633,50.50867,50.5051,50.353172,50.420307,49.2313,42.380825,50.225822,49.56512,51.733192,49.5944,49.91606,47.283443,49.405376,49.89963,49.7713,48.131638,47.152878,51.28285,51.339417,52.24048,51.87655,49.810673,49.64961,47.890083,31.975103,51.543774,53.965973,50.090904,47.27296,49.430687,49.73701,49.056824,47.287926,50.841263,50.37153,50.037525,50.070976,51.587036,51.34454,49.106514,49.427174,50.813133,52.16591,50.41383,52.31281,50.84023,48.461197,49.0349,50.34898,50.720226,50.601265,49.661987,50.30189,50.979076,51.357327,49.412067,50.42374,49.517944,49.176064,53.417793,50.364044,50.478138,54.38083,50.882698,51.344162,50.305717,50.953827,49.769222,48.89659,52.005676,50.979736,45.418034,48.372143,50.257313,49.260113,51.318123,52.669937
1980,51.262917,49.142555,49.901543,49.327526,45.8862,27.9617,50.71384,52.285744,48.180725,52.904884,50.058437,52.74565,51.925602,50.988617,51.147354,51.464096,50.89766,48.657036,50.176495,40.1409,49.51124,51.493122,53.516964,49.391296,49.3153,50.398315,50.126194,50.802708,44.39179,47.620697,51.334793,49.940994,50.19976,51.356228,50.155476,49.097603,48.91766,50.74321,50.973446,50.523952,49.924164,50.131023,52.899475,49.786648,49.146286,51.457294,50.9076,49.822495,51.544273,52.399994,50.427696,50.84013,50.643295,49.809437,48.40928,50.013344,49.802364,51.050102,50.930847,53.689053,51.11814,51.650486,49.57584,51.16809,49.592415,51.33841,51.33099,53.719975,50.29164,49.5083,51.067535,50.85732,51.222355,51.663296,50.80264,50.930843,45.65955,49.38764,47.4714,50.294758,48.23666,49.73837,51.99802,50.890694,51.56132,50.240326,52.26918,48.278038,49.766342,48.544994,50.249588,49.586666,50.140274,51.41379,51.25267,48.77506,50.609657,52.447433,50.521637,51.24285,53.783245,50.440742,51.985996,49.413754,42.262867,50.190914,50.034824,49.673035,47.6264,51.196243,50.416515,48.900894,50.973858,52.839195,51.15822,53.971977,49.44168,50.06033,49.940945,53.456474,53.532196,49.572655,46.75403,50.078247,48.612465,50.790154,50.035686,51.486835,49.85468,51.58938,50.518738,47.438297,51.99489,50.414406,49.11388,51.553158,49.712063,51.590633,48.62967,50.587265,50.487053,50.58334,50.380703,50.442173,49.20276,44.011505,50.265785,49.386265,51.798225,49.51926,49.904285,47.388126,49.419727,49.910393,49.791172,48.129738,47.16364,51.278442,51.36252,52.17049,51.831482,49.75968,49.640076,47.969273,31.566835,51.516174,53.92489,50.08751,47.128048,49.34887,49.826317,49.12441,47.329678,50.8341,50.503338,50.122772,50.06136,51.61987,51.271286,49.23486,49.49504,50.835884,52.125984,50.451763,52.26877,50.870266,48.527016,49.06392,50.171867,50.747578,50.575405,49.685936,50.268005,50.94734,51.665024,49.45944,50.414043,49.314213,49.257736,53.291706,50.44688,50.549217,54.305443,50.925507,51.33168,50.2633,50.850174,49.784195,48.796047,52.094402,50.982986,43.996197,48.38641,50.213566,49.252743,51.363945,51.970024
1981,51.311287,49.215614,49.985626,49.347427,45.847347,28.5554,50.728046,52.26605,48.170315,52.91425,50.07597,52.693077,51.857773,50.939472,51.15409,51.417152,50.898335,48.678253,50.20415,40.016438,49.56427,51.43622,53.477116,49.370567,49.362003,50.36954,50.129105,50.8917,44.402714,47.63507,51.29784,49.861565,50.232735,51.341644,50.165764,49.101803,48.983906,50.712658,50.922745,50.537582,49.928234,50.172577,52.93095,49.795494,49.161648,51.543736,50.890812,49.604656,51.535625,52.334805,50.418457,50.683693,50.679775,49.81233,48.42794,50.00942,49.777756,51.05531,50.918564,53.647957,51.116135,51.64107,49.59276,51.178757,49.587067,51.310867,51.341118,53.664467,50.251675,49.504158,51.10543,50.969864,51.26675,51.634453,50.854908,50.887806,45.66229,49.467316,47.403057,50.311287,48.22905,49.728237,51.995216,50.854366,51.60122,50.2247,52.223858,48.27198,49.797234,48.38926,50.30119,49.60238,50.135433,51.360912,51.20562,48.7724,50.60412,52.427254,50.51833,51.21174,53.726295,50.468433,51.866596,49.430874,42.1745,50.144077,50.064472,49.698795,47.450066,51.151314,50.384888,48.954807,50.924194,52.83161,51.22488,53.947746,49.21566,49.976463,49.93527,53.365334,53.520424,49.592133,46.7962,50.13467,48.63666,50.759544,50.01866,51.37548,49.850536,51.53719,50.5211,47.394703,51.928505,50.40257,49.12187,51.551674,49.63917,51.6604,48.75596,50.516582,50.467335,50.602837,50.41512,50.470074,49.176884,45.60531,50.298195,49.213673,51.826393,49.48508,49.891068,47.492073,49.4336,49.912598,49.811092,47.96807,47.16276,51.273495,51.380196,52.100708,51.807934,49.715275,49.628746,48.04218,31.222406,51.49634,53.861355,50.087032,46.978413,49.28802,49.90533,49.140926,47.358814,50.826084,50.673798,50.167118,50.05051,51.65106,51.19714,49.401684,49.544025,50.8652,51.992435,50.492905,52.22638,50.83446,48.58103,49.09536,49.848255,50.77572,50.54835,49.71031,50.234604,50.91176,51.64627,49.506176,50.40559,49.11595,49.29617,53.168594,50.585686,50.632473,54.240456,50.969223,51.302143,50.22176,50.701412,49.799236,48.780273,52.055077,50.998158,44.33526,48.388733,50.16886,49.285164,51.389145,51.16312
1982,51.31917,49.31879,50.063503,49.37306,45.996284,29.541397,50.74251,52.24441,48.15526,52.93046,50.07044,52.64594,51.78687,50.908897,51.158295,51.372383,50.895206,48.687527,50.232624,40.014782,49.610996,51.39756,53.439995,49.360855,49.414383,50.341022,50.131386,50.978287,44.474777,47.655064,51.214443,49.7837,50.266483,51.319267,50.177067,49.10452,49.047676,50.692833,50.873585,50.54621,49.932655,50.22386,52.841694,49.80169,49.19627,51.627094,50.87738,49.43137,51.529938,52.31386,50.40868,50.617027,50.711727,49.81555,48.439735,50.00554,49.752346,51.064163,50.90533,53.605602,51.110012,51.621193,49.60537,51.195423,49.579178,51.281284,51.352486,53.60706,50.24234,49.46289,51.125557,51.07868,51.30665,51.605446,50.853676,50.81476,45.659245,49.60589,47.27986,50.32863,48.37535,49.72135,51.992172,50.81719,51.641068,50.2073,52.192127,48.270164,49.84424,48.269455,50.37074,49.607857,50.128796,51.366123,51.154686,48.770153,50.606483,52.40084,50.514088,51.179184,53.627003,50.502106,51.75162,49.45053,42.245716,50.097507,50.163048,49.72089,46.7422,51.11142,50.365612,49.006332,50.87762,52.82692,51.306236,53.92073,49.460457,49.76298,49.935444,53.24553,53.51831,49.61342,46.83393,50.230392,48.65407,50.776825,50.003014,51.268448,49.84674,51.493103,50.525272,47.364655,51.871674,50.390507,49.121246,51.54962,49.565666,51.71591,48.8791,50.443775,50.4494,50.6228,50.472466,50.49522,49.155106,47.126865,50.33465,49.041225,51.796143,49.47554,49.880173,47.58149,49.447052,49.91689,49.806267,47.707577,47.152275,51.26527,51.397835,52.03121,51.797817,49.684025,49.615757,48.113968,30.927626,51.483406,53.780758,50.088917,46.823536,49.257168,49.974686,49.138927,47.375393,50.81702,50.78721,50.21537,50.038826,51.67654,51.124374,49.569305,49.586914,50.898796,51.72982,50.53573,52.186302,50.74627,48.62528,49.141636,49.493732,50.766003,50.522175,49.733047,50.1992,50.87158,51.31981,49.55756,50.398064,48.92224,49.33099,53.073208,50.710186,50.719486,54.19348,51.010826,51.257885,50.181034,50.5379,49.813488,48.791946,51.989536,51.013397,44.65733,48.29562,50.123646,49.31545,51.38562,51.05663
1983,51.288513,49.439613,50.142788,49.404503,46.28374,30.420317,50.75239,52.219635,48.143147,52.94063,50.061768,52.615902,51.714954,50.878014,51.158867,51.33034,50.881264,48.696136,50.26879,40.05146,49.661217,51.376774,53.40697,49.35827,49.472397,50.313553,50.133274,51.06657,44.608067,47.67855,51.199795,49.707653,50.302006,51.30512,50.188698,49.106625,49.109573,50.67619,50.82547,50.55078,49.93791,50.270264,52.75564,49.804695,49.227272,51.70283,50.852127,49.34886,51.521137,52.295906,50.399807,50.577637,50.735756,49.819668,48.44187,50.001392,49.726,51.081093,50.89607,53.562794,51.098007,51.60316,49.61824,51.231533,49.568966,51.248512,51.304733,53.555824,50.269913,49.38048,51.130516,51.17825,51.342525,51.54839,50.85189,50.749886,45.645397,49.727394,47.165592,50.34741,48.546074,49.718647,51.994022,50.779972,51.68364,50.189236,52.16537,48.2699,49.89174,48.35851,50.43524,49.64636,50.11947,51.37614,51.104378,48.76887,50.610558,52.36636,50.50847,51.14349,53.502766,50.535305,51.64407,49.463287,42.311512,50.051357,50.284748,49.74069,45.459538,51.07162,50.365883,49.05722,50.835335,52.81563,51.372265,53.88259,49.774864,49.442703,49.93078,53.09896,53.52539,49.632153,46.866486,50.32233,48.68576,50.84462,49.99051,51.162964,49.843723,51.456306,50.531357,47.345203,51.819588,50.379433,49.113113,51.54663,49.489975,51.75078,48.978405,50.371788,50.431892,50.66251,50.560555,50.513573,49.13061,48.16843,50.366432,48.879692,51.740112,49.446182,49.87049,47.659554,49.460045,49.92398,49.801533,47.424267,47.145233,51.251724,51.413097,51.96342,51.787426,49.66408,49.60143,48.177864,30.670683,51.476215,53.71297,50.09235,46.678,49.27744,50.036255,49.14752,47.38307,50.807148,50.864094,50.27443,50.027378,51.705467,51.068363,49.71882,49.625607,50.929745,51.57693,50.5726,52.14589,50.65394,48.66296,49.18242,49.21237,50.75662,50.49744,49.753124,50.16408,50.828693,50.985603,49.60969,50.391758,48.724186,49.363903,52.9593,50.680088,50.8088,54.16105,51.047653,51.20897,50.140736,50.37627,49.82679,48.79942,51.928684,51.020718,44.96524,48.121334,50.079502,49.34415,51.37624,51.00279
1984,51.24941,49.60103,50.223057,49.44087,46.540344,31.201092,50.757828,52.21059,48.13104,52.81661,50.059425,52.57631,51.718456,50.851593,51.160625,51.290455,50.859943,48.70849,50.30992,40.10319,49.714703,51.359108,53.3747,49.358925,49.52148,50.288067,50.13498,51.15801,44.737785,47.703564,51.19327,49.634296,50.33733,51.291935,50.200607,49.107944,49.16936,50.655495,50.777744,50.544678,49.945534,50.316044,52.673683,49.80593,49.253597,51.781147,50.833538,49.312977,51.510548,52.275776,50.391743,50.55442,50.750385,49.82479,48.43593,49.996838,49.699574,51.100025,50.888798,53.51799,51.076015,51.59133,49.631535,51.275433,49.5641,51.213017,51.26199,53.511612,50.287556,49.294792,51.120983,51.1817,51.374786,51.465748,50.8488,50.698444,45.612133,49.776436,47.066,50.36765,48.703766,49.717514,51.999825,50.743423,51.73409,50.17054,52.144806,48.271633,49.933502,48.447155,50.495064,49.68894,50.110184,51.385735,51.058395,48.768764,50.61601,52.324257,50.50231,51.258694,53.38034,50.56495,51.535156,49.46862,42.412373,50.006557,50.35777,49.758663,44.853565,51.035282,50.36055,49.111633,50.798264,52.799732,51.38167,53.83953,50.072533,49.213516,49.92139,52.972916,53.538235,49.64686,46.88567,50.409607,48.72325,50.923058,49.980934,51.06361,49.841103,51.426743,50.541203,47.336357,51.814682,50.36845,49.098038,51.543446,49.413303,51.77849,49.04146,50.300632,50.40332,50.731174,50.631916,50.53713,49.11365,48.489914,50.408207,48.737896,51.69491,49.413002,49.862484,47.75137,49.472797,49.93554,49.800137,47.165565,47.14109,51.238316,51.427773,51.89718,51.779354,49.644794,49.586166,48.220093,30.438257,51.473587,53.64218,50.09656,46.554424,49.345005,50.09283,49.16486,47.38453,50.79633,50.92104,50.366955,50.01547,51.74027,51.042103,49.850555,49.660122,50.96365,51.56294,50.598083,52.107136,50.596214,48.697945,49.201138,48.940376,50.778996,50.474865,49.77006,50.129787,50.784332,50.64242,49.664253,50.387432,48.636997,49.395164,52.872692,50.636566,50.890408,54.108482,51.079773,51.15808,50.10059,50.220547,49.83728,48.794758,51.877884,51.0215,45.261154,47.94899,50.03672,49.373802,51.385735,51.03469
1985,51.192234,49.79831,50.29688,49.48208,46.7838,31.87811,50.76353,52.229675,48.11017,52.564598,50.05142,52.5263,51.803226,50.829136,51.16438,51.252068,50.84035,48.723885,50.398277,40.16958,49.776817,51.34041,53.34866,49.36079,49.574234,50.26328,50.136875,51.25127,44.865704,47.730396,51.195023,49.56375,50.365967,51.27469,50.21118,49.106674,49.226208,50.633728,50.731117,50.52797,49.95659,50.362556,52.59655,49.806248,49.275955,51.863125,50.83005,49.27866,51.501617,52.23803,50.382927,50.547783,50.74423,49.83105,48.425106,49.991974,49.6757,51.1156,50.88541,53.47448,51.03669,51.58274,49.638416,51.31706,49.55634,51.175987,51.284645,53.465847,50.286552,49.217873,51.095676,51.085724,51.403923,51.392178,50.84645,50.6378,45.605232,49.81689,46.973797,50.388344,48.852,49.71426,52.00434,50.70785,51.78324,50.15185,52.129623,48.27691,49.98022,48.521862,50.55105,49.72121,50.11747,51.394814,51.01949,48.767387,50.622086,52.275272,50.496357,51.53112,53.27199,50.57822,51.423317,49.463326,42.521526,49.964237,50.426636,49.77936,44.967316,51.00535,50.34618,49.17479,50.7658,52.787106,51.37716,53.793922,50.35636,49.077354,49.915077,52.841877,53.5553,49.660778,46.949818,50.492493,48.755363,51.005768,49.972202,50.979958,49.83966,51.402405,50.555786,47.327892,51.853523,50.356205,49.07679,51.539627,49.338665,51.79813,49.088207,50.23146,50.370346,50.807316,50.661125,50.554558,49.11241,48.497253,50.455307,47.93207,51.65166,49.39324,49.85504,47.837803,49.48483,49.946625,49.79751,46.88436,47.139885,51.22692,51.444336,51.83234,51.777233,49.62624,49.570522,48.250446,30.217249,51.474377,53.570755,50.10134,46.456303,49.402954,50.13952,49.18944,47.379414,50.78421,50.957657,50.473648,50.003048,51.77663,51.032238,49.954903,49.691452,50.99552,51.547897,50.61391,52.025784,50.58317,48.73822,49.213905,48.687252,50.79621,50.454872,49.784054,50.294674,50.78107,50.29146,49.71628,50.384716,48.665253,49.424557,52.74015,50.554913,50.95718,54.03481,51.10998,51.10891,50.059597,50.066357,49.845,48.78288,51.83337,51.025528,45.54451,47.779728,49.99523,49.36237,51.403084,51.067947
1986,51.123825,49.93787,50.364235,49.525787,47.04815,32.127968,50.769108,52.255157,48.08242,52.318127,50.04802,52.463757,51.897163,50.810814,51.16214,51.214756,50.830444,48.740696,50.490967,40.24751,49.84138,51.320095,53.318943,49.365578,49.626053,50.23865,50.139153,51.34616,44.988434,47.760643,51.200535,49.495495,50.380154,51.260986,50.21731,49.102196,49.280388,50.610348,50.68693,50.508205,49.97164,50.408947,52.5239,49.805855,49.29566,51.944237,50.824474,49.243782,51.491867,52.16729,50.372707,50.555977,50.722324,49.838005,48.415043,49.987614,49.64988,51.121147,50.887123,53.42636,50.981415,51.570972,49.64034,51.345177,49.550213,51.13801,51.311245,53.418472,50.284233,49.154575,51.05553,50.99058,51.430668,51.3283,50.844875,50.564106,45.632675,49.859043,46.88573,50.409714,48.979267,49.70928,52.00438,50.673626,51.825935,50.13473,52.09058,48.285423,50.03923,48.60863,50.603664,49.755947,50.135406,51.402637,50.987297,48.767204,50.62678,52.199905,50.4907,51.814472,53.09573,50.600216,51.3107,49.430363,42.670948,49.924103,50.4914,49.800976,45.086132,50.98217,50.33231,49.24654,50.905598,52.755634,51.368465,53.730434,50.62494,48.973545,49.91385,52.720585,53.576443,49.675495,47.068085,50.57171,48.79601,51.084194,49.961758,50.9267,49.839962,51.381603,50.576797,47.331715,51.8886,50.342926,49.0507,51.533478,49.267555,51.810837,49.132275,50.16423,50.34454,50.872738,50.67724,50.564713,49.1257,48.524364,50.498672,46.579857,51.623936,49.380775,49.845257,47.890068,49.496986,49.954235,49.81686,46.65573,47.14114,51.2221,51.467026,51.768787,51.777252,49.608665,49.55477,48.278927,30.215836,51.478916,53.4896,50.106693,46.360996,49.459614,50.171818,49.21101,47.375633,50.77064,50.980488,50.64057,49.990402,51.81276,51.0266,50.03059,49.725105,51.023525,51.542725,50.627567,51.917435,50.585255,48.790478,49.229435,48.46595,50.793316,50.43752,49.796062,50.657883,50.816235,49.93587,49.764824,50.38267,48.6941,49.451405,52.591873,50.408062,51.010464,53.96177,51.13291,51.06433,50.017525,49.911697,49.850574,48.765026,51.798595,51.04121,45.81174,47.643078,49.974976,49.3062,51.415615,51.10695
1987,51.04088,50.020218,50.43869,49.56762,47.15548,32.028835,50.772896,52.27816,48.055714,52.070496,50.064957,52.398613,52.00118,50.79223,51.156033,51.17707,50.829887,48.757816,50.539455,40.33164,49.900738,51.30086,53.28475,49.371124,49.680973,50.21491,50.1419,51.44201,45.09621,47.792553,51.208466,49.430325,50.387722,51.249043,50.21911,49.09413,49.332367,50.586945,50.645473,50.485626,49.991093,50.455246,52.45339,49.80603,49.31522,52.026615,50.808304,49.20898,51.481903,52.048454,50.361797,50.583614,50.711586,49.84545,48.418217,49.984535,49.615395,51.119915,50.893147,53.365284,50.910652,51.555443,49.64139,51.365215,49.541874,51.0987,51.2914,53.37037,50.279232,49.08172,51.003475,50.897926,51.454853,51.271885,50.845734,50.486023,45.660267,49.902023,46.80651,50.431934,49.08092,49.70399,52.00049,50.640327,51.865906,50.118855,52.019146,48.295242,50.117233,48.714302,50.652153,49.767548,50.15266,51.40928,50.957844,48.77121,50.63125,52.11463,50.4861,52.108852,52.850662,50.65751,51.194736,49.377216,42.87687,49.886623,50.52659,49.821934,45.20752,50.95664,50.32242,49.321556,51.07104,52.714848,51.327168,53.656048,50.873116,48.89373,49.91752,52.61156,53.600452,49.692726,47.171772,50.647575,48.834133,51.156445,49.948303,50.891277,49.84154,51.364044,50.607376,47.33602,51.921,50.329422,49.01861,51.54592,49.198627,51.818325,49.173866,50.099514,50.316456,50.933243,50.684265,50.559017,49.158302,48.529903,50.552685,45.37594,51.63397,49.359882,49.833042,47.939636,49.509117,49.961437,49.834755,46.49086,47.14423,51.222076,51.49621,51.706608,51.777935,49.59191,49.53971,48.305847,30.460497,51.484444,53.39271,50.112736,46.263645,49.513927,50.196575,49.21907,47.424805,50.755775,51.002464,50.855152,49.97769,51.850945,51.09295,50.082954,49.759518,51.05452,51.539925,50.640644,51.82853,50.57258,48.835808,49.246567,48.248238,50.824642,50.42186,49.807755,51.001053,50.84727,49.580082,49.770267,50.381233,48.721764,49.475735,52.478794,50.25772,51.038975,53.89265,51.149776,51.023514,49.97545,49.760456,49.855484,48.71777,51.77139,51.059116,46.061214,47.624985,49.9553,49.249134,51.4342,51.22689
1988,50.947723,50.07163,50.51637,49.608315,47.140602,31.935774,50.774868,52.302433,48.03393,51.816166,50.08787,52.328213,52.02077,50.78988,51.152184,51.138577,50.83035,48.77503,50.584827,40.41577,49.960594,51.28323,53.221214,49.37807,49.734562,50.192444,50.145763,51.53591,45.178738,47.82768,51.200672,49.386063,50.405323,51.234543,50.21942,49.083706,49.380344,50.564793,50.60742,50.460236,50.014576,50.50061,52.386513,49.807,49.33298,52.10944,50.822548,49.174404,51.475025,51.928314,50.351376,50.62246,50.714252,49.853554,48.42858,49.982754,49.574394,51.117268,50.903038,53.307972,50.8279,51.539433,49.63701,51.38111,49.52985,51.058247,51.519093,53.32379,50.271595,48.99242,50.946335,50.808372,51.476814,51.218124,50.848236,50.40892,45.705215,49.941425,46.74322,50.454742,49.17606,49.70033,51.99366,50.60773,51.903873,50.102295,51.942112,48.30432,50.218803,48.80878,50.712067,49.764942,50.16501,51.41687,50.92901,48.777576,50.636272,52.053864,50.482834,52.420208,52.68016,50.716827,51.077663,49.31915,43.064598,49.853054,50.535236,49.846687,45.32591,50.890736,50.278893,49.39945,51.09901,52.677006,51.25969,53.57889,51.09833,48.83153,49.92264,52.503273,53.632256,49.7135,47.241863,50.720413,48.84221,51.226818,49.93177,50.85252,49.84452,51.351406,50.653343,47.340275,51.91383,50.31562,48.982178,51.55032,49.130703,51.817398,49.21247,50.03861,50.282455,50.976257,50.68834,50.537266,49.198162,48.537758,50.6262,44.29977,51.662872,49.385807,49.822742,47.988365,49.521305,49.968746,49.841682,46.346626,47.147953,51.238773,51.525436,51.645927,51.78306,49.575897,49.5262,48.333454,30.729336,51.490124,53.29486,50.119236,46.194435,49.567627,50.219204,49.21779,47.514988,50.74018,51.03023,50.965286,50.016827,51.893696,51.17197,50.1287,49.792034,51.09092,51.54318,50.639935,51.733562,50.578915,48.84365,49.263165,48.018562,50.843742,50.40706,49.82077,51.314423,50.878246,49.227364,49.729713,50.38018,48.748108,49.498398,52.34797,50.16543,51.044228,53.796757,51.16734,50.982327,49.93508,49.61503,49.8608,48.688602,51.740105,51.064995,46.30069,47.697598,49.91698,49.19804,51.465534,51.367302
