Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1989,50.898422,50.08772,50.584293,49.67099,47.34492,31.847902,50.775616,52.255585,48.00177,51.546783,50.10329,52.241226,51.96368,50.78999,51.144306,51.10015,50.829426,48.793484,50.637943,40.497902,50.0236,51.267822,53.14811,49.38277,49.782074,50.17211,50.151653,51.628574,45.23895,47.866405,51.190414,49.3929,50.43069,51.20865,50.218807,49.070427,49.428383,50.544125,50.57404,50.431976,50.040516,50.54502,52.322433,49.811634,49.34749,52.193336,50.8463,49.138046,51.46858,51.828552,50.342026,50.6664,50.71893,49.86224,48.44179,49.982033,49.5331,51.117,50.919025,53.25672,50.751045,51.513718,49.626854,51.391228,49.51668,51.01699,51.775204,53.255367,50.261265,48.914463,50.89459,50.721653,51.496468,51.166573,50.85101,50.33192,45.77714,49.97845,46.684093,50.47989,49.269154,49.69723,51.98443,50.576202,51.94575,50.085846,51.86606,48.312565,50.28275,48.878338,50.75359,49.77477,50.178295,51.428112,50.899227,48.786655,50.642708,52.00918,50.480297,52.551094,52.507885,50.775143,50.963024,49.254505,43.236115,49.824146,50.563087,49.875908,45.437702,50.790768,50.21029,49.48966,51.125893,52.66498,51.16435,53.518887,51.30652,48.77514,49.9284,52.41657,53.624817,49.73494,47.293076,50.79147,48.8299,51.294556,49.9095,50.81765,49.847736,51.348286,50.680283,47.35491,51.86804,50.302094,48.98911,51.52804,49.06446,51.75399,49.256813,49.98144,50.24592,50.983936,50.69724,50.538418,49.225063,48.55165,50.704025,43.33605,51.6908,49.474297,49.81264,48.029457,49.541042,49.977234,49.847,46.216125,47.163204,51.264698,51.546707,51.586704,51.79353,49.56221,49.513138,48.36984,30.974169,51.497746,53.21146,50.13308,46.143276,49.62137,50.24139,49.210438,47.596977,50.723892,51.059658,50.99987,50.092167,51.941704,51.20397,50.17628,49.819912,51.13026,51.550446,50.618206,51.644783,50.590393,48.827923,49.280865,47.815598,50.8212,50.39163,49.8355,51.448185,50.86606,48.801178,49.687134,50.37935,48.773354,49.51966,52.16438,50.211464,51.044933,53.696224,51.186485,50.942684,49.897766,49.463024,49.86685,48.708828,51.699238,51.064304,46.530647,47.77209,49.8791,49.153637,51.50382,51.42211
1990,50.92887,50.096825,50.64631,49.765495,47.195602,31.763704,50.772415,52.178005,48.018867,51.28831,50.121017,52.12965,51.920086,50.776646,51.13691,51.061153,50.828274,48.81247,50.70349,40.57685,50.079002,51.252445,53.105526,49.385773,49.819313,50.15301,50.160233,51.6577,45.293232,47.918846,51.204952,49.430676,50.441715,51.166557,50.217316,49.05211,49.4759,50.525013,50.544106,50.401966,50.069057,50.590874,52.21307,49.82971,49.36016,52.28042,50.85965,49.09926,51.46639,51.725956,50.333626,50.733192,50.718815,49.871693,48.459583,49.982647,49.44774,51.114532,50.940376,53.19744,50.68418,51.4787,49.616005,51.401634,49.507374,50.976078,51.77761,53.233856,50.247906,48.849266,50.841774,50.63791,51.514427,51.11539,50.85705,50.25161,45.902466,50.013657,46.740494,50.50834,49.362064,49.692207,51.97712,50.545822,51.9886,50.069595,51.79424,48.319546,50.281273,48.927673,50.76527,49.798496,50.251957,51.44079,50.867336,48.270664,50.648903,51.97082,50.475117,52.48217,52.261547,50.85767,50.84092,49.18993,43.43618,49.79871,50.60965,50.030064,45.54339,50.69601,50.16962,49.578423,51.152184,52.679733,51.04074,53.48932,51.49577,48.8733,49.93438,52.342052,53.57728,49.75403,47.372334,50.847366,48.829235,51.371693,49.88157,50.784843,49.85091,51.3548,50.68383,47.44359,51.822376,50.2868,49.03868,51.50349,49.00189,51.67808,49.27971,49.92725,50.206352,50.9772,50.690014,50.555744,49.2286,48.555393,50.758823,42.471176,51.686737,49.592407,49.796974,48.05249,49.56261,49.985657,49.84147,46.19216,47.226585,51.28528,51.559425,51.52866,51.806126,49.550877,49.49817,48.41149,31.198202,51.510406,53.156307,50.161716,46.092373,49.673782,50.262924,49.27824,47.67119,50.706783,51.086887,51.03093,50.148304,51.993904,51.244797,50.228897,49.84327,51.169884,51.54061,50.599926,51.57073,50.59335,48.81052,49.298595,47.745358,50.824585,50.37489,49.874847,51.38824,50.81295,48.329773,49.643932,50.380287,48.79782,49.539803,51.977722,50.256516,51.040855,53.628086,51.207027,50.880955,49.863445,49.307766,49.86977,48.74244,51.684635,51.059402,46.710163,47.845787,49.842457,49.11545,51.544823,51.44583
1991,51.048195,50.105316,50.692505,49.873547,46.7909,31.681356,50.766037,52.139362,48.097404,51.146942,50.14723,52.01479,51.876896,50.76458,51.124577,51.020435,50.84219,48.823154,50.767273,40.647038,50.13091,51.236008,53.075054,49.373398,49.86117,50.133636,50.171555,51.65091,45.37198,47.983273,51.241432,49.467247,50.443794,51.152306,50.21723,49.033947,49.517933,50.50721,50.518253,50.371056,50.10096,50.654144,52.062996,49.864155,49.371426,52.367687,50.868324,49.057194,51.460773,51.629513,50.332123,50.775646,50.711506,49.881798,48.478313,49.98462,49.376057,51.100845,50.951214,53.169,50.59926,51.440662,49.6047,51.410816,49.496857,50.935925,51.78656,53.292316,50.23212,48.817757,50.78434,50.558613,51.518894,51.06386,50.851585,50.173126,46.073223,50.052822,46.953373,50.528107,49.50255,49.685898,51.982517,50.51774,52.027077,50.051697,51.733326,48.32405,50.261524,48.972607,50.764984,49.832047,50.368973,51.453835,50.83301,47.695694,50.65937,51.939438,50.467888,52.403004,52.025856,50.91859,50.723526,49.147858,43.749107,49.774616,50.61003,50.231277,45.642582,50.63683,50.175896,49.660862,51.1791,52.68868,50.932354,53.498306,51.64837,49.145832,49.941597,52.2564,53.5399,49.770576,47.466576,50.88558,48.832516,51.38293,49.85025,50.752026,49.855064,51.377254,50.69626,47.642647,51.77635,50.268543,49.08621,51.477062,48.950073,51.63645,49.27609,49.877647,50.17498,50.96696,50.67161,50.555164,49.221382,48.477158,50.783066,41.690697,51.6885,49.644978,49.78276,48.07369,49.579807,49.992176,49.834732,46.26617,47.318253,51.309834,51.57471,51.471615,51.821945,49.5408,49.48101,48.452423,31.403622,51.531498,53.12839,50.201595,46.046642,49.72011,50.282303,49.42217,47.738033,50.691986,51.11428,51.06946,50.211895,52.049957,51.283848,50.26572,49.86687,51.203995,51.52084,50.595222,51.501286,50.60574,48.788376,49.319138,47.809834,50.812008,50.35711,49.934097,51.302414,50.765167,48.133057,49.598583,50.382236,48.8545,49.559216,51.803314,50.304012,51.032833,53.56909,51.227135,50.8138,49.833767,49.192673,49.869576,48.786064,51.722504,51.051613,46.839138,47.915783,49.808723,49.1328,51.588295,51.46696
1992,51.165188,50.11505,50.731503,49.989017,46.78815,31.599243,50.760918,52.16516,48.184097,51.256134,50.17511,51.920788,51.848366,50.747524,51.10575,50.97841,50.86559,48.83718,50.836834,40.68933,50.185013,51.470642,53.026344,49.36565,49.90926,50.115276,50.18544,51.671753,45.47065,48.046986,51.246964,49.502262,50.4673,51.15932,50.21887,49.018772,49.555355,50.490093,50.49612,50.339237,50.135624,50.708538,51.919727,49.909447,49.382355,52.459312,50.88571,49.02362,51.448128,51.50456,50.3476,50.75658,50.698124,49.892204,48.48424,49.987152,49.347076,51.077305,50.946785,53.252018,50.511433,51.40484,49.5933,51.422405,49.485245,50.89625,51.726074,53.36812,50.2147,48.90617,50.731144,50.493504,51.50812,51.013275,50.82926,50.091534,46.24325,50.09363,47.198956,50.50986,49.697678,49.67965,51.99486,50.491383,52.070225,50.033424,51.67939,48.325863,50.251503,49.010696,50.73749,49.851772,50.44551,51.4663,50.785233,47.48723,50.67613,51.92643,50.461437,52.330235,51.838573,50.94087,50.63369,49.121933,43.86365,49.751724,50.56761,50.267437,45.733986,50.61963,50.217003,49.74424,51.207165,52.705635,50.874825,53.58293,51.734596,49.45327,49.94991,52.159554,53.514816,49.785583,47.53189,50.92068,48.82618,51.322124,49.81899,50.72266,49.861156,51.418167,50.71588,47.87526,51.73212,50.24718,49.131138,51.449036,48.906284,51.613674,49.273937,49.8332,50.146336,50.953815,50.662323,50.543213,49.221252,48.43828,50.773262,40.979156,51.72316,49.622326,49.774235,48.148144,49.59902,49.998066,49.82457,46.319344,47.40056,51.33636,51.6021,51.419277,51.837986,49.532055,49.463993,48.492382,31.594479,51.558243,53.112415,50.247597,46.00696,49.75814,50.300186,49.483227,47.800854,50.678577,51.142284,51.110928,50.26379,52.10924,51.3636,50.276325,49.890324,51.234436,51.5198,50.591972,51.437756,50.63199,48.76152,49.33833,47.921967,50.76905,50.33611,49.991978,51.26471,50.72281,48.177387,49.5516,50.384533,48.943127,49.578415,51.648594,50.34973,51.020447,53.509136,51.247665,50.762466,49.80998,49.134735,49.87134,48.80077,51.776016,51.04394,46.96065,47.975414,49.777958,49.460323,51.632366,51.78303
1993,51.236088,50.099464,50.793083,50.11363,46.744217,31.51595,50.75688,52.238026,48.260532,51.505634,50.198925,51.845116,51.82876,50.792202,51.093513,50.920937,50.882336,48.863297,50.903214,40.712925,50.23718,51.961514,52.97846,49.376095,49.95154,50.056496,50.20129,51.6958,45.562008,48.110775,51.208317,49.53628,50.495102,51.153694,50.22117,49.004486,49.58864,50.473045,50.478935,50.306843,50.169533,50.740158,51.783115,49.961308,49.394012,52.55544,50.914066,49.026554,51.431114,51.412838,50.35727,50.714367,50.679176,49.902496,48.476463,49.989807,49.319214,51.03421,50.939808,53.354225,50.441143,51.371376,49.585068,51.440136,49.488167,50.857788,51.66247,53.48304,50.196266,49.0672,50.677563,50.46909,51.494175,50.96364,50.80581,50.009766,46.39693,50.131447,47.438087,50.462704,49.893597,49.67466,51.998894,50.4661,52.119896,50.01678,51.62284,48.32519,50.256676,49.03334,50.696117,49.847206,50.48981,51.476524,50.72768,47.295837,50.692715,51.938328,50.45409,52.29679,51.707348,50.966515,50.557682,49.086395,43.605965,49.730675,50.530003,50.31084,45.817715,50.603928,50.265163,49.82033,51.236595,52.745342,50.852592,53.697315,51.781414,49.754116,49.95963,52.074768,53.501373,49.799538,47.565594,50.95594,48.821507,51.27665,49.78873,50.69114,49.8683,51.469433,50.7411,48.119778,51.68866,50.225403,49.174534,51.41938,48.86569,51.627598,49.274063,49.792225,50.116505,50.940536,50.659603,50.54385,49.238926,48.435955,50.74871,40.35982,51.75087,49.606857,49.761017,48.21314,49.61896,50.002373,49.81399,46.365746,47.47861,51.359135,51.638992,51.37502,51.84576,49.524467,49.449005,48.530567,31.771729,51.59047,53.101723,50.29305,45.975014,49.78916,50.318623,49.422916,47.860477,50.6651,51.198055,51.168682,50.260715,52.16896,51.483727,50.27938,49.914154,51.261536,51.53611,50.589226,51.387547,50.668205,48.733788,49.35644,48.039864,50.736633,50.311947,50.046703,51.298,50.684517,48.22013,49.507008,50.386772,49.033485,49.597336,51.545036,50.2867,51.004284,53.46253,51.270077,50.710327,49.79123,49.096554,49.8758,48.79628,51.829605,51.035187,47.078007,48.025616,49.748585,49.058136,51.67628,52.198994
1994,51.30823,50.070724,50.86074,50.246162,46.82257,31.429205,50.747746,52.29224,48.323967,51.7489,50.216976,51.790497,51.943905,50.80319,51.090206,50.8684,50.892025,48.890427,50.960564,40.73999,50.29021,52.30863,53.091755,49.38472,49.993244,49.95965,50.218002,51.72502,45.647346,48.16744,51.17087,49.57019,50.5109,51.15189,50.22418,48.991226,49.617878,50.456387,50.459755,50.27623,50.199554,50.77301,51.654327,50.01714,49.42825,52.65504,50.93774,49.05365,51.40912,51.389023,50.347847,50.664978,50.665447,49.912365,48.467583,49.992577,49.307102,50.991867,50.93412,53.39575,50.376926,51.340702,49.57705,51.460423,49.52235,50.820347,51.658283,53.61792,50.200275,49.219868,50.630535,50.472813,51.47812,50.848427,50.78336,49.92728,46.547085,50.158287,47.675274,50.41478,50.07986,49.670135,51.99705,50.441772,52.170116,50.000546,51.57655,48.320984,50.2923,49.05534,50.655533,49.850216,50.53626,51.54449,50.67503,47.16265,50.70854,51.98577,50.44306,52.281788,51.72166,50.997864,50.49071,49.043995,42.970425,49.71173,50.49724,50.35978,45.89777,50.58606,50.30392,49.891632,51.267593,52.81044,50.85397,53.79854,51.831223,50.0459,49.97094,51.995155,53.496357,49.81248,47.58195,50.990646,48.820004,51.334595,49.76146,50.65945,49.87625,51.526485,50.771984,48.386475,51.647175,50.205563,49.21826,51.388565,48.82972,51.655975,49.272808,49.754955,50.090935,50.92739,50.65466,50.549908,49.264988,48.40205,50.72862,40.24166,51.768368,49.592735,49.75573,48.246376,49.638233,50.000298,49.833622,46.39833,47.55237,51.379932,51.678005,51.338776,51.84269,49.51787,49.43402,48.568386,31.936691,51.63046,53.08991,51.02506,45.948162,49.816517,50.342136,49.31446,47.917713,50.65396,51.28324,51.29517,50.23032,52.224754,51.507233,50.282146,49.938087,51.28398,51.545773,50.588047,51.373592,50.72532,48.743237,49.379807,48.131622,50.699097,50.285572,50.09723,51.29992,50.650684,48.260555,49.47137,50.389103,49.113674,49.615345,51.444397,50.111156,50.986835,53.432693,51.29419,50.660397,49.775013,49.06038,49.882923,48.799263,51.886925,51.024544,47.18975,48.071705,49.722816,49.381767,51.716667,52.393436
1995,51.409416,50.042496,50.882717,50.386013,47.16329,31.33563,50.736633,52.32215,48.384815,51.98862,50.23446,51.762444,52.18714,50.757084,51.101505,50.828922,50.8967,48.919548,51.021156,40.771008,50.34598,52.40276,53.203846,49.39308,50.040318,49.8676,50.23477,51.757366,45.727276,48.22205,51.141888,49.60634,50.525547,51.158245,50.227875,48.97898,49.64406,50.44023,50.44615,50.245975,50.226032,50.807503,51.533226,50.07646,49.48333,52.75784,50.94979,49.077717,51.38966,51.363453,50.337402,50.612503,50.64746,49.921875,48.455284,49.99613,49.29843,50.924988,50.93092,53.436764,50.32175,51.31537,49.568134,51.481777,49.588135,50.775097,51.639957,53.736057,50.22207,49.366257,50.582367,50.478165,51.45989,50.666855,50.76048,49.84163,46.60363,50.1742,47.913097,50.36716,50.255207,49.664597,51.993458,50.419212,52.217007,49.983208,51.528416,48.313637,50.33042,49.086044,50.6138,49.86692,50.59874,51.55894,50.62778,47.117863,50.724155,52.055668,50.427544,52.292065,51.847816,51.020508,50.432358,49.002487,42.490246,49.695168,50.46821,50.40532,45.9804,50.567444,50.335136,49.95862,51.298378,52.88439,50.869125,53.876083,51.883026,50.341038,49.969906,51.909267,53.500114,49.82501,47.59593,51.023407,48.8149,51.41171,49.73777,50.62996,49.886097,51.588425,50.80924,48.870808,51.607536,50.187824,49.2623,51.35745,48.797237,51.681156,49.27363,49.7189,50.067944,50.914413,50.648834,50.552433,49.305607,48.386463,50.704517,40.5378,51.784203,49.577663,49.75907,48.27904,49.657246,49.9919,49.850758,46.417355,47.622128,51.402767,51.714508,51.308685,51.830547,49.51212,49.41909,48.607277,32.09132,51.679325,53.101704,52.0869,45.92444,49.84518,50.375385,49.093452,47.973145,50.64842,51.36808,51.4012,50.201653,52.275887,51.476913,50.284294,49.89595,51.305992,51.456623,50.59074,51.357227,50.799446,48.865936,49.404285,48.22615,50.64417,50.260063,50.15141,51.238876,50.621944,48.29971,49.450737,50.39246,49.177513,49.63757,51.33621,50.048775,50.973064,53.412205,51.31857,50.61128,49.761875,49.021656,49.890114,48.80045,51.94679,51.01353,47.295647,48.123688,49.698235,50.731464,51.7483,52.476624
1996,51.531563,50.005966,50.870106,50.532738,47.408726,31.232069,50.729088,52.326675,48.440605,52.22519,50.26038,51.746708,52.41299,50.766247,51.11294,50.78198,50.904907,48.953094,51.075623,40.804447,50.40357,52.32402,53.17444,49.400173,50.0861,49.7791,50.251316,51.793674,45.80221,48.274456,51.113407,49.642227,50.52908,51.167427,50.230442,48.967655,49.667564,50.424374,50.453598,50.215176,50.25043,50.842403,51.421234,50.13795,49.53716,52.867596,50.965057,49.099274,51.373993,51.33346,50.324593,50.56259,50.626812,49.93137,48.43577,49.99962,49.29347,50.869312,50.929554,53.46593,50.271927,51.28998,49.55996,51.498634,49.668957,50.720955,51.61585,53.850513,50.236652,49.510677,50.52965,50.48505,51.43944,50.47987,50.74251,49.75761,46.567856,50.189274,48.145813,50.32096,50.438534,49.65795,51.98537,50.399788,52.25569,49.966263,51.458748,48.304943,50.343067,49.116837,50.570385,49.887714,50.633778,51.515827,50.58523,47.161312,50.739773,52.16891,50.407154,52.354565,51.952663,51.04936,50.37899,48.97768,42.230297,49.680172,50.44224,50.439705,46.068096,50.54442,50.387646,50.021275,51.328625,52.96093,50.86363,53.91193,51.937332,50.643616,49.954597,51.824863,53.513767,49.836143,47.60489,51.054077,48.79549,51.403515,49.714424,50.599033,49.898144,51.657078,50.852097,49.92941,51.5671,50.172485,49.307095,51.328747,48.7649,51.70381,49.281094,49.681957,50.047966,50.906357,50.65199,50.552666,49.367332,48.33546,50.69277,40.806454,51.776184,49.560577,49.759533,48.30045,49.676178,49.981915,49.845474,46.30112,47.68833,51.423767,51.747524,51.281826,51.815353,49.507504,49.40506,48.65426,32.235138,51.734814,53.134285,52.045235,45.904106,49.88163,50.41836,48.730816,48.0258,50.638645,51.451935,51.452003,50.175175,52.32324,51.48084,50.28256,49.79252,51.32563,51.31078,50.592915,51.311726,50.876637,49.063156,49.427685,48.31589,50.5901,50.23487,50.210567,51.179836,50.59769,48.33903,49.428577,50.396526,49.23696,49.66354,51.26833,50.19311,50.95734,53.40038,51.342815,50.561226,49.754917,48.978508,49.895283,48.799694,52.005688,51.006584,47.394566,48.173748,49.673424,51.76703,51.76722,52.46465
1997,51.63796,49.967327,50.857166,50.68744,47.516964,31.145271,50.723503,52.32809,48.495274,52.436913,50.291958,51.730953,52.633255,50.77534,51.114063,50.731064,50.909855,48.98941,51.122707,40.838295,50.45963,52.247135,53.140438,49.407436,50.11383,49.69424,50.267704,51.83143,45.87396,48.323776,51.079536,49.67418,50.52156,51.169674,50.232502,48.956623,49.687626,50.409657,50.466805,50.25358,50.273743,50.87903,51.31713,50.198895,49.59174,52.987946,50.997383,49.11973,51.36038,51.387836,50.309532,50.51588,50.610317,49.941444,48.40704,50.00252,49.292336,50.85283,50.927128,53.467472,50.22227,51.265232,49.547367,51.512455,49.760963,50.666264,51.596832,53.962948,50.23844,49.651947,50.58521,50.491787,51.416634,50.28903,50.725674,49.671867,46.533806,50.20372,48.361702,50.27714,50.641197,49.650898,51.974426,50.382675,52.288998,49.950462,51.388718,48.295868,50.344048,49.14965,50.524933,49.90394,50.628914,51.52699,50.546833,47.266552,50.756287,52.343857,50.384075,52.437782,52.045288,51.09273,50.32812,48.96826,42.041737,49.665867,50.41881,50.46144,46.160416,50.51485,50.45299,50.08269,51.348076,53.032177,50.833,53.927227,51.99521,50.95144,49.934875,51.7279,53.535934,49.844116,47.598682,51.083332,48.768753,51.3842,49.69243,50.569393,49.912422,51.733215,50.897568,51.18913,51.568573,50.15848,49.35101,51.303394,48.7302,51.72214,49.33169,49.645237,50.02448,50.904125,50.65537,50.54334,49.431194,48.29852,50.723072,41.04952,51.736473,49.54389,49.758755,48.321815,49.693905,49.972736,49.84014,46.045948,47.750538,51.444454,51.77537,51.25742,51.801266,49.503838,49.390575,48.721855,32.216473,51.793858,53.155773,52.00833,45.886955,49.917427,50.468407,48.37757,48.077915,50.622185,51.532753,51.509632,50.148693,52.36799,51.471657,50.282173,49.69335,51.343918,51.24345,50.58824,51.341053,50.96803,49.204018,49.4501,48.38005,50.545307,50.209797,50.272785,51.30021,50.577763,48.378788,49.424877,50.4007,49.296803,49.68736,51.175407,50.304165,50.937366,53.39234,51.36512,50.509636,49.752037,48.93186,49.898865,48.802986,52.06454,50.992886,47.4872,48.22187,49.649944,52.44261,51.763412,52.42213
1998,51.734962,49.93187,50.8539,50.848564,47.593338,31.090487,50.71941,52.505173,48.552425,52.61421,50.32123,51.709625,52.862064,50.767258,51.11092,50.682415,50.884525,49.026226,51.17381,40.870438,50.514954,52.210335,53.115906,49.41756,50.114613,49.61402,50.28403,51.864834,45.941708,48.364784,51.04412,49.702133,50.521454,51.166744,50.23582,48.945786,49.70336,50.394855,50.486065,50.307175,50.296127,50.91377,51.217533,50.254913,49.65067,53.11251,51.02649,49.139248,51.3467,51.38506,50.29377,50.468723,50.59605,49.95199,48.409626,50.004807,49.28034,50.91331,50.92148,53.446354,50.17507,51.244133,49.528553,51.48435,49.86667,50.611603,51.57874,54.07308,50.2314,49.7848,50.6608,50.498623,51.41098,50.0979,50.704353,49.582584,46.506615,50.217373,48.564682,50.234356,50.845486,49.633823,51.96299,50.367794,52.327377,49.936127,51.314648,48.286713,50.333206,49.18431,50.47775,49.916092,50.624786,51.544743,50.513203,47.395893,50.7753,52.542706,50.361546,52.545067,52.05747,51.13534,50.270466,48.956993,41.861366,49.65299,50.397522,50.467133,46.25496,50.465164,50.52449,50.143215,51.356747,53.09032,50.77012,53.933372,52.0547,51.24197,49.913036,51.611504,53.56467,49.848824,47.580147,51.11152,48.745903,51.36447,49.67341,50.53927,49.927338,51.81725,50.943974,52.262093,51.60413,50.14788,49.39231,51.28156,48.695347,51.73641,49.41975,49.609943,49.992584,50.9008,50.651993,50.527306,49.496403,48.308327,50.785664,41.272152,51.701767,49.514324,49.75077,48.345284,49.709873,49.965675,49.80336,45.789246,47.807423,51.4682,51.800728,51.235584,51.78609,49.50095,49.400417,48.805237,32.034946,51.85424,53.172092,52.045906,45.87282,49.94606,50.519806,48.267925,48.128838,50.61799,51.609047,51.567463,50.122383,52.41639,51.498356,50.284546,49.59784,51.3662,51.274227,50.582355,51.445396,51.064377,49.208393,49.46926,48.431328,50.501022,50.185272,50.33705,51.613213,50.561546,48.418407,49.446682,50.406303,49.356285,49.708576,51.08454,50.316914,50.914776,53.381172,51.38517,50.454506,49.749527,48.882313,49.903515,48.82524,52.130566,50.968094,47.57477,48.268345,49.626717,52.44545,51.74508,52.367905
1999,51.826023,49.89475,50.867382,51.011276,47.741592,31.055334,50.713894,52.871323,48.622173,52.764465,50.34577,51.6782,52.945427,50.753628,51.108597,50.63805,50.833717,49.06276,51.221592,40.89952,50.56897,52.186497,53.13025,49.42804,50.112064,49.53915,50.30077,51.893402,46.005928,48.188828,51.007706,49.72496,50.520638,51.151123,50.240433,48.93452,49.72084,50.377705,50.515778,50.296005,50.318497,50.872906,51.12268,50.30187,49.71463,53.24664,51.0396,49.15671,51.33216,51.318954,50.279613,50.437786,50.585197,49.96282,48.441387,50.006355,49.263847,51.096066,50.915707,53.40986,50.13666,51.222317,49.509636,51.462532,49.97045,50.55607,51.555897,54.192123,50.225605,49.907913,50.670414,50.50428,51.41538,49.908577,50.683403,49.49263,46.48673,50.229275,48.764603,50.19039,51.047997,49.617386,51.95017,50.355415,52.36614,49.923218,51.22408,48.27829,50.317856,49.21856,50.430298,49.936745,50.626816,51.564247,50.483955,47.524536,50.795853,52.663532,50.339245,52.582836,51.988205,51.177017,50.21412,48.9405,41.68768,49.6411,50.37846,50.47213,46.348022,50.405865,50.60042,50.202675,51.363747,53.1458,50.70005,53.94971,52.118404,51.48038,49.88945,51.51188,53.600323,49.85114,47.555622,51.139378,48.74604,51.29787,49.655796,50.507195,49.94157,51.90822,50.994274,53.188908,51.6446,50.139572,49.430008,51.298927,48.666283,51.750732,49.505554,49.576244,49.956898,50.89955,50.64437,50.506165,49.564964,48.2674,50.851727,41.48117,51.66585,49.535458,49.74216,48.366253,49.723816,49.95875,49.76841,45.537273,47.8611,51.50299,51.824997,51.216293,51.766773,49.498764,49.434013,48.882267,31.85551,51.911167,53.199257,52.151207,45.860786,49.971138,50.565052,48.464523,48.179092,50.649693,51.682655,51.623264,50.09717,52.47672,51.48477,50.28924,49.506336,51.3922,51.240665,50.57484,51.550278,51.166996,49.126442,49.486557,48.454815,50.45534,50.162403,50.400753,51.97859,50.57529,48.489452,49.464947,50.412907,49.41544,49.726974,51.00579,50.323795,50.88909,53.374813,51.404404,50.396606,49.746872,48.825928,49.91036,48.82165,52.201664,50.956966,47.65776,48.30815,49.603252,52.452095,51.71426,52.352875
2000,51.88878,49.853546,50.879135,51.17801,47.892212,31.030964,50.707245,53.25592,48.697563,52.869404,50.365494,51.637268,52.867092,50.7464,51.108738,50.595123,50.777454,49.104412,51.26035,40.92685,50.62887,52.165756,53.166645,49.4402,50.132412,49.47064,50.31854,51.887524,46.06769,47.813652,50.97068,49.742188,50.5045,51.138474,50.2459,48.92222,49.741764,50.35786,50.528008,50.26357,50.342422,50.754925,51.015182,50.334698,49.78059,53.39211,51.008217,49.172493,51.31613,51.329594,50.266285,50.433502,50.57294,49.973846,48.468956,50.007328,49.255527,51.201965,50.909878,53.390095,50.096798,51.19502,49.49204,51.48799,50.019634,50.49758,51.523655,54.326443,50.214363,50.046917,50.72198,50.507427,51.396812,49.714977,50.665997,49.402985,46.499672,50.240135,48.876392,50.145653,51.250286,49.610893,51.939747,50.344563,52.40057,49.911034,51.12016,48.270947,50.29184,49.25187,50.384632,49.94525,50.629868,51.57389,50.459003,47.64697,50.81622,52.672943,50.31592,52.503082,51.91241,51.206932,50.16465,48.922836,41.519173,49.630283,50.361073,50.47133,46.609703,50.36251,50.65382,50.25848,51.36665,53.208675,50.712284,53.981487,52.184155,51.66689,49.862778,51.446617,53.643192,49.850986,47.546257,51.169003,48.75461,51.183544,49.633884,50.483253,49.955658,52.004593,50.97838,53.519024,51.69401,50.131035,49.464626,51.346783,48.63126,51.7615,49.586727,49.543358,49.92458,50.903202,50.629566,50.47363,49.642475,48.234486,50.909874,41.68475,51.629543,49.617805,49.733982,48.37018,49.73628,49.9494,49.755306,45.43748,47.912872,51.533287,51.844055,51.19965,51.740414,49.497105,49.467415,48.965412,31.699766,51.965183,53.245472,52.25241,45.340607,49.99223,50.60537,48.67417,48.245846,50.66355,51.756832,51.66791,50.073116,52.54572,51.387016,50.294754,49.418118,51.417072,51.142178,50.558025,51.653904,51.278717,49.045235,49.504635,48.467697,50.41122,50.140427,50.44696,52.143948,50.61645,48.56554,49.481384,50.420223,49.474625,49.743732,50.895947,50.3084,50.865307,53.383823,51.422783,50.337044,49.74577,48.774044,49.921738,48.809406,52.286354,50.974598,47.755016,48.33806,49.579483,52.467762,51.662415,52.413895
