Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_USS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2015,0.18,0.03,0.02,0.0,0.3,0.59999996,0.0,0.0,0.01,18.029999,5.78,0.0,0.0,8.63,0.0,0.01,0.21000001,2.83,0.01,0.0,0.01,0.04,0.0,0.0,0.01,21.689999,0.01,0.0,0.0,0.0,0.0,29.859999,1.23,3.35,225.06999,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.089999996,1.11,0.14999999,0.0,0.35,2.83,118.700005,0.0,0.0,14.7300005,0.32,0.08,0.14,1.93,0.0,,63.18,0.71,0.78,2.34,0.01,0.01,29.17,0.06,0.0,47.8,0.0,0.0,0.0,0.02,0.15,0.0,0.0,0.0,8.52,0.0,0.0,0.26999998,0.03,0.0,0.0,1.11,0.86,0.0,0.83,0.01,39.31,6.57,0.14,0.06,0.01,1.13,37.78,0.14,0.17,39.760002,0.17999999,0.11,0.0,0.02,0.0,0.01,5.57,0.01,0.0,0.03,0.0,0.01,0.0,0.37,0.0,0.88,0.2,0.15,0.0,2.52,0.0,0.02,0.01,8.95,0.14,0.03,0.09,0.03,,0.16000001,0.0,0.13,0.0,0.08,0.03,0.03,0.27,0.04,0.07,0.01,0.03,0.87,0.0,8.66,2.52,0.03,0.0,2.3799999,0.0,0.0,,1085.39,1.1700001,0.44,0.83000004,0.89,0.0,10.92,0.32999998,0.03,12.400001,0.0,0.01,0.03,0.01,0.26,9.04,0.49,0.01,0.05,0.01,0.0,0.048733,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.52,0.28,16.42,0.0,0.01,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.01,0.51,11.839999,2.38,0.02,0.03,1.5600001,2.12,229.75,0.0,0.0,0.1,0.0,0.01,0.13,0.01,0.01,0.12,5.8199997,0.0,0.01
2016,0.14,0.04,0.02,0.0,0.32,0.56,0.0,0.0,0.0,20.48,6.33,0.06,0.01,8.52,0.0,0.02,0.23,2.81,0.01,0.0,0.02,0.11,0.0,0.0,0.049999997,33.58,0.02,0.0,0.0,0.0,0.0,34.96,1.44,5.04,307.39,0.0,0.01,0.0,0.0,0.0,0.060000002,0.0,0.089999996,1.18,0.16,0.0,0.38,2.63,117.479996,0.0,0.0,13.5199995,0.39999998,0.120000005,0.12,2.63,0.0,,62.54,0.59999996,0.79999995,3.09,0.01,0.01,30.039999,0.05,0.0,47.57,0.01,0.03,0.0,0.02,0.14,0.0,0.0,0.0,9.08,0.0,0.0,0.41,0.07,0.0,0.0,1.47,1.08,0.0,0.92,0.03,55.010002,6.15,0.16,0.06,0.01,1.5899999,39.79,0.22,0.82,48.670002,0.36,0.12,0.0,0.03,0.0,0.01,7.2,0.02,0.0,0.049999997,0.0,0.01,0.0,0.38,0.0,1.21,0.2,0.13,0.0,3.42,0.0,0.02,0.01,10.63,0.13,0.03,0.13,0.05,,0.16000001,0.0,0.16,0.0,0.08,0.049999997,0.03,0.31,0.06,0.060000002,0.01,0.03,0.73,0.0,9.77,2.11,0.03,0.0,2.3799999,0.0,0.0,,1288.3401,2.01,0.7,1.3,2.08,0.0,12.71,0.31,0.04,13.34,0.0,0.04,0.03,0.01,0.28,8.41,0.62,0.02,0.05,0.02,0.01,0.08848914,0.0,0.0,0.0,0.04,0.01,0.0,0.04,0.0,0.0,0.01,0.53999996,0.28,15.62,0.0,0.01,0.0,0.0,0.01,0.0,3.9299998,0.0,0.0,0.0,0.0,0.01,0.58,16.560001,2.5700002,0.03,0.04,1.44,3.14,281.86002,0.0,0.0,0.1,0.0,0.01,0.21000001,0.01,0.02,0.16,7.48,0.0,0.01
2017,0.14,0.04,0.02,0.0,0.75,0.63,0.0,0.0,0.01,22.130001,7.84,0.06,0.01,9.83,0.0,0.03,0.26,2.9,0.01,0.0,0.02,0.19,0.0,0.0,0.07,43.2,0.03,0.0,0.0,0.0,0.0,35.08,1.81,7.3599997,422.40002,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.08,1.3299999,0.099999994,0.01,0.38,2.79,144.45,0.0,0.0,15.53,0.53,0.58,0.11,2.71,0.01,,63.53,0.73,0.54999995,4.84,0.01,0.0,34.2,0.06,0.0,61.11,0.09,0.03,0.0,0.02,0.14,0.0,0.0,0.0,9.53,0.0,0.0,0.42000002,0.06,0.01,0.01,1.51,1.2800001,0.0,1.11,0.03,74.17,7.4500003,0.41,0.06,0.01,1.69,42.12,0.29,1.36,60.260002,0.43,0.13,0.0,0.03,0.0,0.0,9.91,0.04,0.01,0.07,0.0,0.01,0.0,0.51,0.0,1.4300001,0.34,0.15,0.0,3.45,0.01,0.02,0.02,11.809999,0.13,0.03,0.16,0.06,0.1,0.17,0.0,0.16,0.0,0.08,0.049999997,0.04,0.33,0.11,0.08,0.01,0.03,0.64,0.0,12.7699995,2.85,0.089999996,0.0,2.1499999,0.02,0.0,,1584.4701,3.02,0.65,1.36,2.29,0.0,15.08,0.31,0.05,13.24,0.0,0.05,0.04,0.01,0.26999998,9.2699995,0.68,0.02,0.07,0.02,0.09,0.122786,0.0,0.0,0.01,0.19,0.02,0.0,0.060000002,0.0,0.0,0.01,0.52,0.29,17.84,0.0,0.01,0.0,0.0,0.01,0.0,5.65,0.0,0.0,0.0,0.01,0.01,0.58,20.789999,3.3899999,0.04,0.06,1.7,4.04,331.58002,0.01,0.0,0.1,0.0,0.01,0.35999998,0.0,0.02,0.19,11.26,0.0,0.01
2018,0.16,0.04,0.02,0.0,1.2,1.52,0.02,0.0,0.01,28.59,7.4900002,0.12,0.0,11.47,0.0,0.09,0.32,2.66,0.01,0.0,0.120000005,0.28,0.0,0.0,0.19,51.94,0.03,0.0,0.0,0.01,0.0,37.27,2.07,8.7,542.69995,0.01,0.02,0.01,0.0,0.02,0.06,0.0,0.089999996,1.8599999,0.14,0.01,0.42000002,2.9699998,154.26999,0.0,0.0,14.849999,0.73,0.7,0.12,3.54,0.05,,63.629997,0.66999996,0.54999995,5.9300003,0.01,0.0,39.41,0.06,0.0,69.58,0.08,0.03,0.0,0.02,0.15,0.0,0.0,0.0,10.09,0.0,0.0,0.52,0.07,0.01,0.01,1.9300001,1.4100001,0.0,1.24,0.28,96.64,8.660001,0.97,0.06,0.0,1.75,40.37,0.35000002,2.1399999,68.590004,0.53,0.47,0.0,0.04,0.0,0.01,12.63,0.09,0.02,0.1,0.0,0.01,0.01,0.54,0.0,1.23,0.37,0.12,0.0,4.81,0.02,0.04,0.03,15.65,0.120000005,0.03,0.19,0.07,0.14,0.36,0.0,0.25,0.0,0.089999996,0.060000002,0.01,0.63,0.25,0.1,0.01,0.04,0.82,0.0,14.26,3.87,0.089999996,0.0,2.1499999,0.05,0.03,,1842.03,4.08,0.82,2.25,2.4,0.0,13.1,0.42000002,0.06,13.63,0.0,0.06,0.04,0.01,0.26,8.09,0.86,0.03,0.16,0.02,0.25,0.13516214,0.0,0.0,0.01,0.28,0.02,0.0,0.16000001,0.01,0.0,0.01,0.59,0.26,17.03,0.0,0.01,0.0,0.0,0.01,0.01,6.18,0.0,0.0,0.0,0.01,0.01,0.53,27.66,4.41,0.03,0.07,2.3000002,5.14,366.03003,0.01,0.0,0.049999997,0.0,0.01,0.51,0.01,0.02,0.48,10.98,0.0,0.01
2019,0.17,0.06,0.02,0.02,3.66,5.8,0.06,0.0,0.01,37.769997,9.15,0.14,0.0,14.0,0.01,0.09,0.38,2.74,0.02,0.0,0.28,0.36,0.01,0.0,0.26,62.640003,0.04,0.0,0.0,0.01,0.0,36.96,2.3300002,11.190001,629.3,0.01,0.02,0.01,0.0,0.01,0.19,0.0,0.08,1.87,0.22999999,0.02,0.45999998,3.02,171.11,0.0,0.0,17.109999,1.1600001,0.71999997,0.13,6.4700003,0.05,,70.75,0.76,0.87,6.17,0.01,0.0,46.89,0.05,0.0,76.26,0.09,0.05,0.0,0.02,0.16,0.0,0.0,0.0,11.7,0.0,0.0,0.56,0.08,0.02,0.02,1.94,1.5500001,0.0,2.23,0.59999996,109.58,10.05,1.23,0.06,0.01,2.8,43.89,0.36,2.94,74.89,1.0999999,1.65,0.0,0.12,0.01,0.01,16.869999,0.099999994,0.04,0.13,0.0,0.01,0.01,0.68,0.0,1.59,0.41,0.15,0.0,6.2999997,0.04,0.04,0.03,26.689999,0.120000005,0.03,0.2,0.09,0.3,0.59999996,0.03,0.27,0.0,0.14,0.14,0.01,1.46,0.38000003,0.17999999,0.02,0.05,0.76,0.0,16.91,5.53,0.089999996,0.0,2.3600001,0.060000002,0.1,,2125.2002,3.8100002,1.01,2.4299998,2.29,0.0,15.82,0.65999997,0.08,15.01,0.0,0.12,0.04,0.01,0.26999998,8.55,1.3,0.03,0.22,0.02,0.35000002,0.19461899,0.0,0.0,0.01,0.49,0.02,0.0,0.90999997,0.01,0.0,0.01,0.59999996,0.31,20.53,0.0,0.04,0.0,0.0,0.01,0.01,8.82,0.0,0.0,0.0,0.01,0.01,0.62,31.199999,5.91,0.03,0.13,4.95,5.17,402.77002,0.01,0.0,0.07,0.0,0.01,5.54,0.02,0.02,0.48,11.530001,0.12,0.02
2020,0.17,0.07,0.02,0.03,5.18,10.75,0.14,0.0,0.02,46.45,8.83,0.15,0.0,17.92,0.01,0.09,0.47,2.95,0.02,0.01,0.31,0.37,0.01,0.0,0.39000002,67.8,0.07,0.0,0.0,0.01,0.0,40.039997,2.74,13.08,727.6,0.02,0.02,0.02,0.0,0.01,0.2,0.0,0.07,1.5300001,0.24,0.02,0.54,2.99,181.61,0.0,0.0,17.51,1.6700001,0.83,0.12,9.68,0.05,,77.11,1.0899999,0.64,8.4800005,0.01,0.0,53.239998,0.05,0.0,88.12,0.09,0.06,0.0,0.02,0.18,0.0,0.0,0.0,13.76,0.0,0.0,0.53,0.08,0.01,0.05,1.8199999,1.82,0.0,3.1100001,0.64,119.11,11.610001,1.71,0.38,0.01,3.73,43.7,0.4,3.9,84.33,2.27,1.4200001,0.0,0.31,0.01,0.01,22.49,0.089999996,0.04,0.15,0.0,0.01,0.01,0.78,0.0,1.68,0.51,0.18,0.0,6.11,0.05,0.04,0.04,35.54,0.14,0.1,0.24,0.08,0.32,0.59999996,0.07,0.26,0.0,0.12,0.17,0.01,2.06,0.43,0.2,0.02,0.08,0.58,0.0,23.84,9.99,0.089999996,0.0,2.44,0.31,0.1,,2446.6,5.33,0.9,2.6,2.4,0.0,17.76,0.7,0.1,14.02,0.0,0.18,0.04,0.01,0.26999998,8.68,3.0,0.03,0.22,0.03,0.6,0.2951081,0.0,0.0,0.01,0.90999997,0.03,0.0,0.99,0.01,0.0,0.01,0.66,0.38,28.57,0.0,0.07,0.02,0.0,0.01,0.01,8.25,0.0,0.0,0.0,0.01,0.01,0.62,35.81,8.38,0.03,0.14,8.63,5.94,468.66,0.01,0.0,0.03,0.0,0.01,11.74,0.02,0.02,0.49,12.11,0.15,0.02
2021,0.17,0.08,0.02,0.04,6.25,15.139999,0.29,0.0,0.02,57.989998,9.51,0.14,0.0,17.619999,0.02,0.09,0.62,2.9,0.04,0.01,0.45,0.35000002,0.01,0.0,0.48,89.04,0.08,0.0,0.0,0.01,0.0,43.34,2.98,18.18,982.8,0.02,0.02,1.05,0.0,0.02,0.39000002,0.0,0.08,1.6500001,0.24,0.02,0.72,2.85,163.5,0.07,0.0,17.359999,2.0700002,0.8,0.099999994,10.459999,0.05,,89.16,1.08,0.84999996,8.81,0.01,0.0,52.48,0.05,0.0,77.01,0.08,0.13,0.0,0.02,0.22,0.0,0.0,0.0,15.73,0.0,0.0,0.55,0.08,0.01,0.12,1.91,2.21,0.0,4.46,0.63,136.4,9.86,1.71,0.38,0.01,4.75,45.97,0.39,4.89,93.72,3.38,2.16,0.0,0.63,0.01,0.01,27.9,0.21000001,0.07,0.32,0.0,0.01,0.01,1.28,0.0,1.55,0.49,0.15,0.0,6.9300003,0.089999996,0.04,0.05,41.260002,0.15,0.14,0.26,0.09,0.32,0.75,0.07,0.24000001,0.0,0.14,0.16000001,0.01,2.3,0.5,0.22,0.02,0.1,0.69,0.0,29.34,11.87,0.1,0.0,2.83,0.8,0.14999999,,2910.1401,8.92,1.1199999,2.6200001,2.74,0.0,20.16,0.84000003,0.13,15.45,0.0,0.22,0.05,0.01,0.27,8.28,4.89,0.04,0.84,0.03,0.94000006,0.39679468,0.0,0.0,0.01,1.21,0.04,0.0,1.09,0.02,0.0,0.01,0.67,0.45999998,28.78,0.03,0.08,0.06,0.0,0.01,0.07,8.5199995,0.0,0.0,0.0,0.01,0.01,0.65,44.3,10.24,0.03,0.13,10.27,5.47,542.62,0.05,0.0,0.03,0.0,0.02,29.49,0.01,0.02,0.5,15.43,0.15,0.02
2022,0.17,0.09,0.39,0.16,7.74,17.1,0.52,0.01,0.02,67.59,11.03,0.14,0.0,19.23,0.02,0.09,0.88,3.59,0.08,0.02,0.5,0.39,0.01,0.0,0.78999996,111.759995,0.08,0.0,0.0,0.01,0.0,45.43,4.0099998,24.59,1189.94,0.02,0.02,2.11,0.0,0.02,0.7,0.0,0.14,1.45,0.26999998,0.02,0.82000005,3.27,185.11,0.07,0.0,21.230001,2.4099998,0.84,0.099999994,10.9,0.05,,98.5,1.27,0.6,12.410001,0.01,0.0,57.629997,0.09,0.0,93.82,0.09,0.16,0.0,0.03,0.22,0.0,0.0,0.0,18.02,0.0,0.0,0.54,0.14,0.01,0.18,1.73,2.2900002,0.0,5.34,0.8,165.21,11.36,1.94,0.38,0.01,5.67,48.61,0.4,5.2,100.49,4.08,2.5600002,0.0,0.73,0.01,0.01,34.1,1.9000001,0.08,1.27,0.0,0.01,0.01,1.11,0.0,1.85,0.59000003,0.26999998,0.0,6.8100004,0.19,0.08,0.06,40.870003,0.21000001,0.15,0.29,0.16,0.32,0.7,0.07,0.24000001,0.0,0.13,0.17999999,0.01,2.75,0.52,0.27,0.02,0.1,0.59,0.0,38.059998,14.97,0.11,0.0,3.17,1.67,0.14999999,,3436.6199,12.809999,1.28,2.77,2.85,0.01,28.09,1.01,0.15,16.77,0.0,0.34,0.05,0.01,0.27,8.99,6.6,0.04,2.28,0.13,1.3299999,0.66724044,0.0,0.01,0.01,1.38,0.08,0.0,0.96999997,0.04,0.0,0.01,0.65,0.65999997,35.23,0.03,0.089999996,0.1,0.0,0.01,0.1,8.02,0.0,0.0,0.0,0.01,0.01,0.64,49.85,14.26,0.03,0.15,6.75,5.28,639.37,0.44,0.0,0.03,0.0,0.02,34.84,0.01,0.02,0.51,19.83,0.14,0.03
2023,,0.09,0.39,0.3,13.8,17.75,0.77,0.0,0.02,76.86,14.73,0.15,0.0,23.28,0.03,0.09,1.07,5.13,0.09,,0.45999998,0.42000002,0.01,0.0,0.78999996,146.99,0.09,0.0,0.0,0.01,,46.579998,4.79,27.52,1470.02,0.02,0.02,2.2,0.01,,1.1899999,0.0,,1.57,0.26999998,0.02,1.02,3.6000001,198.7,0.07,0.0,22.87,2.56,0.89,0.099999994,10.98,0.05,,113.600006,1.51,0.6,15.650001,0.01,,69.869995,,0.0,96.14,0.09,0.15,0.0,0.03,,0.0,,0.0,19.810001,,,0.58,,0.02,0.2,1.73,2.7900002,,7.56,1.1899999,195.52,12.33,2.0900002,0.38,0.01,7.71,54.43,,,107.0,5.61,2.59,0.0,0.8,,,32.760002,1.9100001,0.08,1.41,0.0,0.01,,1.87,,3.14,0.78,0.5,,8.66,0.28,,0.06,48.79,0.54,0.15,0.31,0.11,0.36,0.7,0.07,,,,0.16000001,,3.24,0.53,,0.02,0.1,0.59,,48.85,14.219999,,0.0,3.88,1.82,0.18,,3968.8499,16.54,1.76,3.32,3.74,0.01,34.22,1.01,,18.36,0.0,,,0.01,,9.780001,7.38,0.04,5.7700005,0.14,1.3299999,0.9318029,,0.01,0.02,1.38,0.08,,0.96000004,0.04,,0.01,0.61,0.99,37.75,0.03,0.089999996,,0.0,,0.11,9.03,0.0,0.0,0.0,0.01,0.01,0.83000004,52.28,19.11,0.03,,6.65,5.25,660.08,0.45,0.0,0.03,0.0,0.02,37.07,0.01,0.02,0.52,27.15,0.15,0.03
2024,,,,,15.408848,20.12,0.88,,,82.55,18.259998,0.49,,22.94,,,1.42,6.82,,,0.6,0.42000002,,,0.78,182.48999,,,,,,53.329998,6.08,30.5,1825.7,,,,,,3.21,,,1.34,,,1.3100001,4.68,204.43,,,24.52,2.9,0.7019178,0.12,12.68,,,121.53,2.1,,21.6,,,66.759995,,,99.86,0.09,,,,,,,,24.720001,,,,,,0.32466745,,3.33,,10.07,1.4071622,215.38,12.41,2.0900002,0.37757662,0.012347001,10.540496,58.18,,,112.61,6.34,2.36,0.0,1.07,,,36.1,1.9100001,,,,,,2.23,,4.73,0.79999995,0.78,,10.900001,0.36,,,48.489998,0.51,,0.36,0.13,0.38,0.75,,,,,,,4.12,,,,0.1,,,54.690002,14.86,,,4.77,1.82,0.13,,4627.8896,24.259998,,5.19,4.91,,40.07,1.03,,21.1,,,,0.01,,10.629999,8.39,,9.8221655,,,1.2748251,,,,1.19,,,1.14,,,,0.68,1.49,44.49,,,,,,,9.84,0.0,0.0069790683,,,0.0070685693,0.82000005,62.199997,25.21,,,6.34,5.2799997,756.62,4.829912,,0.018957753,,,38.55,,,,31.11,,
