Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1985,,,,,100.0,41.419544,,,,85.33957,,,,,,,,,,,,,,,,4.574043,,,,,,20.26725,,,77.50431,,,,,,,,,,,,,,67.06932,,,,,,,69.76218,,,51.252373,,,,,,14.996571,,,76.61001,,,,,,,,,,,,,,,,,,,,,83.098885,69.78266,,84.84132,,,,70.479706,,,61.20034,93.588135,,,,,,67.44003,,,,,,,,,,,,,,,,,68.74642,,,,,,,,,,,,,75.02007,,,,,,89.40691,,,,,,,63.579132,,,,,,96.7817,,,,,,,,,,73.07244,,100.0,,,,,,,,,,,,,,,,,,,,,,,83.93815,,,,,,,64.78291,35.82089,,,76.46345,,72.60897,,,,,,70.86211,,,,94.392685,,
1986,,,,,100.00001,45.197807,,,,85.03401,,,,,,,,,,,,,,,,8.099766,,,,,,18.07125,,,78.967224,,,,,,,,,,,,,,68.52473,,,,,,,72.36068,,,49.101173,,,,,,10.863495,,,77.83512,,,,,,,,,,,,,,,,,,,,,75.80909,71.58575,,83.28829,,,,70.378,,,60.685303,94.38058,,,,,,53.601723,,,,,,,,,,,,,,,,,75.206825,,,,,,,,,,,,,74.69469,,,,,,89.46851,,,,,,,63.256138,,,,,,96.91504,,,,,,,,,,73.082436,,100.0,,,,,,,,,,,,,,,,,,,,,,,77.57705,,,,,,,69.980446,44.870895,,,80.431145,,71.1562,,,,,,74.54315,,,,91.76274,,
1987,,,,,100.0,45.345196,,,,86.246735,,,,,,,,,,,,,,,,6.4883094,,,,,,20.237402,,,79.8852,,,,,,,,,,,,,,66.72013,,,,,,,74.843285,,,47.228573,,,,,,9.433366,,,79.68038,,,,,,,,,,,,,,,,,,,,,77.881676,75.73049,,82.65501,,,,76.82697,,,60.377357,93.52248,,,,,,44.351852,,,,,,,,,,,,,,,,,77.67334,,,,,,,,,,,,,71.76396,,,,,,90.43215,,,,,,,63.330498,,,,,,96.9946,,,,,,,,,,72.57423,,100.0,,,,,,,,,,,,,,,,,,,,,,,85.787056,,,,,,,57.892944,41.818523,,,78.67856,,71.94671,,,,,,77.12775,,,,93.727234,,
1988,,,,,100.0,59.597527,,,,85.901215,,,,,,,,,,,,,,,,5.5417104,,,,,,22.337645,,,79.97688,,,,,,,,,,,,,,64.66336,,,,,,,77.19341,,,37.02317,,,,,,8.440214,,,76.59515,,,,,,,,,,,,,,,,,,,,,79.708565,74.84854,,82.44411,,,,76.64484,,,61.982506,92.09259,,,,,,53.101395,,,,,,,,,,,,,,,,,76.415474,,,,,,,,,,,,,70.67487,,,,,,89.69909,,,,,,,62.816742,,,,,,96.946495,,,,,,,,,,72.24426,,99.99999,,,,,,,,,,,,,,,,,,,,,,,88.435715,,,,,,,39.60723,51.734608,,,71.75866,,71.66205,,,,,,73.60354,,,,90.47811,,
1989,,,,,100.0,63.709454,,,,86.97708,,,,,,,,,,,,,,,,5.328723,,,,,,25.04474,,,79.75257,,,,,,,,,,,,,,64.678246,,,,,,,76.64135,,,47.708836,,,,,,11.636902,,,74.4883,,,,,,,,,,,,,,,,,,,,,77.95497,75.264336,,86.91062,,,,80.217316,,,62.299343,91.7534,,,,,,49.892582,,,,,,,,,,,,,,,,,74.67626,,,,,,,,,,,,,75.62166,,,,,,89.48016,,,,,,,63.95404,,,,,,97.256714,,,,,,,,,,72.4975,,100.00001,,,,,,,,,,,,,,,,,,,,,,,85.18533,,,,,,,65.40912,58.17889,,,74.04482,,71.85483,,,,,,50.693733,,,,90.88083,,
1990,,,,,100.00001,49.90442,,,,89.5595,33.75279,,,38.426517,,,,61.12172,,,,,,,,4.4951296,,,,,,22.543388,,,79.58596,,,,,,,,,,,,100.0,77.91874,68.3602,,,96.80031,,,,76.27555,,,46.87748,100.0,,35.172924,,,11.378714,,,77.645035,,,,,,,,,94.82456,,,,,,,,,55.391598,,51.01969,76.98347,74.680595,95.07389,87.19799,,,,83.62656,,,65.76887,91.57006,,,,,,49.984367,,,,,,,,,38.59155,87.09678,32.33083,,,,,,72.322975,91.478264,,100.0,,,,,,,,,,82.66858,,,,,,93.88967,0.20559211,,,,,,63.663555,,,,,,98.891624,,,65.3018,,,,,,82.25505,73.64299,,100.00001,,,,,,,,,,80.78008,,,,45.390347,39.14791,2.2948349,,,,,,,88.83509,,,,,,,59.628086,54.24775,,,71.172516,,69.969406,,,,,,38.152287,,,,93.242676,,
1991,,,,,100.00001,54.799755,,,,89.45297,34.908295,,,39.03638,,,,62.029984,,,,,,,,4.7584524,,,,,,21.941444,,,81.586006,,,,,,,,,,,,100.0,78.07629,69.364944,,,97.0919,,,,77.0866,,,46.09915,100.0,,34.93789,,,13.449838,,,76.52998,,,,,,,,,91.19068,,,,,,,,,35.431236,,53.4713,77.7899,75.17905,94.96982,91.07365,,,,79.15579,,,64.23359,91.000854,,,,,,53.377693,,,,,,,,,40.960163,87.14286,41.9469,,,,,,74.56397,85.26863,,100.0,,,,,,,,,,83.39861,,,,,,94.181915,0.19898698,,,,,,63.183872,,,,,,98.869804,,,66.89098,,,,,,74.31338,73.02446,,100.0,,,,,,,,,,74.59518,,,,46.001648,32.810047,3.4700959,,,,,,,90.951744,,,,,,,62.15139,58.613426,,,68.98572,,69.14594,,,,,,31.41151,,,,92.319214,,
1992,,,,,100.00001,52.20377,,,,89.440796,27.520544,,,38.280594,,,,62.048534,,,,,,,,4.8521247,,,,,,22.89623,,,82.633446,,,,,,,,,,,,100.0,76.884,66.55301,,,95.55556,,,,78.21593,,,51.879986,100.0,,31.854418,,,11.006674,,,74.109146,,,,,,,,,93.98803,,,,,,,,,51.01124,,55.271465,73.356346,77.25892,94.733505,86.29908,,,,79.44585,,,65.25783,91.18947,,,,,,58.07448,,,,,,,,,19.40701,87.878784,34.375004,,,,,,71.95007,85.9967,,100.0,,,,,,,,,,86.3421,,,,,,93.67089,0.17931858,,,,,,63.29195,,,,,,98.76034,,,81.377205,,,,,,78.33735,70.836525,,100.00001,,,,,,,,,,73.273094,,,,44.104992,40.11345,4.1252656,,,,,,,92.67064,,,,,,,60.371197,59.75277,,,67.85461,,70.01856,,,,,,25.522926,,,,93.23398,,
1993,,,,,100.0,48.275524,,,,89.425964,25.842915,,,39.440636,,,,58.350952,,,,,,,,4.5682707,,,,,,20.687353,,,81.05157,,,,,,,,,,,,100.0,75.865005,66.623146,,,95.233864,,,,78.40576,,,47.659878,100.0,,35.522438,,,7.394193,,,70.576584,,,,,,,,,93.82455,,,,,,,,,52.096436,,57.42935,74.85345,78.655075,95.161285,85.89696,,,,79.421135,,,60.614235,89.63365,,,,,,60.378685,,,,,,,,,9.188801,88.05969,26.717556,,,,,,71.708984,89.96139,,100.0,,,,,,,,,,86.085526,,,,,,93.34476,0.20046775,,,,,,62.371414,,,,,,98.82379,,,69.42283,,,,,,76.9328,69.04185,,100.0,,,,,,,,,,73.097466,,,,37.79626,41.422592,4.8120613,,,,,,,94.24995,,,,,,,53.81385,64.13266,,,62.70747,,70.451485,,,,,,25.295443,,,,94.99388,,
1994,,,,,100.0,45.143917,,,,89.91234,28.970163,,,42.206337,,,,56.18747,,,,,,,,4.573242,,,,,,20.279362,,,80.27176,,,,,,,,,,,,100.0,74.72602,66.58095,,,95.69093,,,,77.9032,,,47.331295,100.0,,42.548,,,7.1208014,,,70.829254,,,,,,,,,93.4033,,,,,,,,,37.75744,,57.458233,79.12186,77.90302,94.40143,91.48684,,,,78.907104,,,64.71184,85.69157,,,,,,65.77755,,,,,,,,,16.393442,81.355934,25.45045,,,,,,78.9619,88.383835,,100.0,,,,,,,,,,83.69229,,,,,,93.31715,0.35612535,,,,,,62.82497,,,,,,98.664566,,,62.628532,,,,,,76.28997,68.442505,,100.0,,,,,,,,,,71.057755,,,,33.411858,37.858807,5.704275,,,,,,,93.735275,,,,,,,60.78131,64.64823,,,60.343815,,70.57928,,,,,,24.780273,,,,93.236824,,
