Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1985,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0003388589,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.000118828626,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0004040936,0.0,,0.0,,,0.0,,,,0.0,,
1986,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.00033550258,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.00014914204,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.00052963896,0.0,,0.0,,,0.0,,,,0.0,,
1987,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,9.936651e-05,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.00038247637,0.0,,0.0,,,0.0,,,,0.0,,
1988,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.00032707877,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,9.152052e-05,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.00031518374,0.0,,0.0,,,0.0,,,,0.0,,
1989,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0041213324,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009585775,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0022493065,0.0,,0.0,0.0,,0.0,,,0.003913907,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.008022068,0.0,,0.0,,,0.0,,,,0.0,,
1990,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0017852226,0.0,0.00032195752,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0066155065,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.000113443,0.0,,,,,,0.0008441612,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0008504013,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0032458534,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.011469849,0.0,,0.0,,,0.0,,,,0.0,,
1991,,,,,0.0,0.0,,,,0.003450164,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.003444603,0.0,0.00029518118,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.006463706,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.000109732995,0.0,,,,,,0.00075978524,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0015555588,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0041335393,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.014622231,0.0,,0.0,,,0.0,,,,0.0,,
1992,,,,,0.0,0.0,,,,0.007496879,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.00039578206,0.0050404985,0.0,0.00039790964,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.006383658,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004490749,,,0.0011453042,0.0,,,,,,0.0013657538,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.002267991,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0037821324,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.01244811,0.0,,0.0,,,0.0,,,,0.0,,
1993,,,,,0.0,0.0,,,,0.00882802,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.00038711945,0.006498189,0.0,0.0004928597,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.006446622,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004550833,,,0.0024295354,0.0,,,,,,0.0012353233,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0029708298,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0044181007,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.013956147,0.0,,0.0,,,0.0,,,,0.0,,
1994,,,,,0.0,0.0,,,,0.010226722,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.00037114436,0.0075603803,0.0,0.0005389092,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0062425868,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043715844,,,0.0029456785,0.0,,,,,,0.0010907175,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.003421668,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0046193316,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.014511175,0.0,,0.0,,,0.0,,,,0.0,,
