Date,ABW,AFG,AGO,ALB,ANT,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_USS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1985,,,0.0,,0.0,0.0,5.766,,,,0.0,0.0,0.0,,34.601,,,0.0,13.131,0.0,,,0.0,,,0.0,3.381,,0.0,,,,60.521,22.401052,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,2.397,138.641,,,0.0,,0.0,0.0,0.0,,,28.044,0.0,,18.926315,,,224.1,,0.0,61.095,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,6.48,0.0,4.507788,0.0,0.0,0.0,0.0,0.0,7.024,,,159.578,0.0,,,,,,16.74534,0.0,,,,0.0,,0.0,,9.479613,0.0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.899,0.0,,,0.0,0.0,,,1488.9216,0.3889072,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,99.31718,,0.0,0.0,,0.0,,,,,,,,,,,9.382,,58.561,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,28.72674,,,53.306805,,403.88498,0.0,,0.0,,,0.0,,,0.0,5.315,,0.0
1986,,,0.0,,0.0,0.0,5.711,,,,0.0,0.0,0.0,,39.394,,,0.0,12.07,0.0,,,0.0,,,0.0,0.144,,0.0,,,,71.267,22.42421,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,6.149,130.489,,,0.0,,0.0,0.0,0.0,,,37.458,0.0,,18.945263,,,254.155,,0.0,59.079,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,7.424,0.0,5.020438,0.0,0.0,0.0,0.0,0.0,8.758,,,165.36972,0.0,,,,,,28.311216,0.0,,,,0.0,,0.0,,9.881779,0.0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,4.216,0.0,,,0.0,0.0,,,1594.7357,0.5259086,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,105.2215,,0.0,0.0,,0.0,,,,,,,,,,,11.716,,69.951,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,26.940798,,,42.70908,,435.82953,0.0,,0.0,,,0.0,,,0.0,8.803,,0.0
1987,,,0.0,,0.0,0.0,6.465,,,,0.0,0.0,0.0,,41.967,,,0.0,12.436,0.0,,,0.0,,,0.0,0.973,,0.0,,,,77.261,22.843159,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,10.701,141.725,,,0.0,,0.0,0.0,0.0,,,41.271,0.0,,19.509474,,,265.52,,0.0,55.238,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,10.986,0.0,5.3209577,0.0,0.0,0.0,0.0,0.0,0.174,,,188.605,0.0,,,,,,39.314194,0.0,,,,0.0,,0.0,,9.183514,0.0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.556,0.0,,,0.0,0.0,,,1734.7332,0.3049386,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,124.70221,,0.0,0.0,,0.0,,,,,,,,,,,11.513,,67.385,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,33.128326,,,50.425354,,479.232,0.0,,0.0,,,0.0,,,0.0,6.167,,0.0
1988,,,0.0,,0.0,0.0,5.798,,,,0.0,0.0,0.0,,43.102,,,0.0,16.03,0.0,,,0.0,,,0.0,0.608,,0.0,,,,82.867,22.633684,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,11.816,156.82,,,0.0,,0.0,0.0,0.0,,,50.466,0.0,,19.417894,,,275.521,,0.0,63.456,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,13.445,0.0,6.076675,0.0,0.0,0.0,0.0,0.0,0.0,,,173.89693,0.0,,,,,,40.100674,0.0,,,,0.0,,0.0,,12.811841,0.0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.675,0.0,,,0.0,0.0,,,1891.2493,0.1944536,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,134.8138,,0.0,0.0,,0.0,,,,,,,,,,,11.474,,69.424,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,30.651255,,,72.00086,,554.7085,0.0,,0.0,,,0.0,,,0.0,10.493,,0.0
1989,,,0.0,,0.0,0.0,5.039,,,,0.0,0.0,0.0,,41.217,,,0.0,14.566,0.0,,,0.0,,,0.0,1.83,,0.0,,,,79.31684,22.676842,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,12.418,161.671,,,0.0,,0.0,0.0,0.0,,,56.126,0.0,,18.957895,,,303.931,,0.0,71.734,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,13.891,0.0,4.021654,0.0,0.0,0.0,0.0,0.0,0.0,,,185.8142,0.1016462,,,,,,47.365173,0.0,,,,0.0,,0.0,,16.6523,0.0,0.0,,0.0,,,,0.372,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,4.019,0.0,,,0.0,0.0,,,1945.0106,0.1193238,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,136.33849,,0.0,0.0,,0.0,,,,,,,,,,,12.157,,65.603,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,28.276138,,,66.51639,,557.2155,0.0,,0.0,,,0.0,,,0.0,11.099,,0.0
1990,,,0.0,,0.0,0.0,7.281,,,,0.0,0.0,0.0,,42.72,,,0.0,14.66,0.0,,,0.0,,,0.0,2.237,,0.0,,,,72.46,23.471579,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,12.59,152.47,,,0.0,,0.0,0.0,0.0,,,54.27,0.0,,19.22,,,314.08,,0.0,65.75,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.73,0.0,6.3948717,0.0,0.0,0.0,0.0,0.0,0.0,,,194.57127,0.0,,,,,,52.886562,0.0,,,,0.0,,0.0,,17.03,0.0,0.0,,0.0,,,,2.937,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.5,0.0,,,0.0,0.0,,,2000.596,0.419843,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,118.32501,,0.0,0.0,,0.0,,,,,,,0.0,,,,12.04,4.62,68.18,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,32.86595,,,76.18,,607.22284,0.0,,0.0,,,0.0,,,0.0,8.449,,0.0
1991,,,0.0,,0.0,0.0,7.756,,,,0.0,0.0,0.0,,42.86,,,0.0,13.18,0.0,,,0.0,,,0.0,1.442,,0.0,,,,84.33895,22.793684,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,12.13,147.23,,,0.0,,0.0,0.0,0.0,,,55.58,0.0,,19.51,,,331.34,,0.0,70.54,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.73,0.0,5.413765,0.0,0.0,0.0,0.0,0.0,0.0,,,208.69353,0.5391668,,,,,,56.31075,0.0,,,,0.0,,0.0,,17.0,0.0,0.0,,0.0,,,,4.242,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.33,0.0,,,0.0,0.0,,,2096.3098,0.419843,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,119.9838,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.69,4.95,76.76,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,35.29008,,,75.13,,644.80536,0.0,,0.0,,,0.0,,,0.0,9.144,,0.0
1992,,,0.0,,0.0,0.0,7.081,,,,0.0,0.0,0.0,,43.46,,,0.0,11.55,0.0,,,0.0,,,0.0,1.759,,0.0,,,,80.0221,23.285263,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,12.25,158.8,,,0.0,,0.0,0.0,0.0,,,55.78,0.0,,19.26,,,338.45,,0.0,76.81,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.96,0.0,6.4037104,0.0,0.0,0.0,0.0,0.0,0.0,,,217.03513,0.464037,,,,,,56.530212,0.0,,,,0.0,,0.0,,14.64,0.0,0.0,,0.0,,,,3.919,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.8,0.0,,,0.0,0.0,,,2112.223,0.552425,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,119.626,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.05,3.97,63.54,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,33.844505,,,73.75,,651.34344,0.0,,0.0,,,0.0,,,0.0,9.288,,0.0
1993,,,0.0,,0.0,0.0,7.75,,,,0.0,0.0,0.0,,41.93,,,0.0,13.97,0.0,,,0.0,,,0.0,0.442,,0.0,,,,93.28421,23.188421,0.0,1.604,,,,0.0,,0.0,,,,,0.0,,0.0,12.63,153.28,,,0.0,,0.0,0.0,0.0,,,56.06,0.0,,19.93,,,368.19,,0.0,89.35,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.8,0.0,6.2269344,0.0,0.0,0.0,0.0,0.0,0.0,,,247.69992,0.4463594,,,,,,58.138203,0.0,,,,0.0,,0.0,,12.26,0.0,0.0,,0.0,,,,4.931,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.95,0.0,,,0.0,0.0,,,2184.9646,0.4065848,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,119.186,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.49,3.96,61.4,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,34.354156,,,75.24,,642.4118,0.0,,0.0,,,0.0,,,0.0,7.255,,0.0
1994,,,0.0,,0.0,0.0,8.235,,,,0.0,0.0,0.0,,40.62,,,0.0,15.34,0.0,,,0.0,,,0.0,0.055,,0.0,,,,107.08421,24.193684,0.0,14.756,,,,0.0,,0.0,,,,,0.0,,0.0,12.98,150.7,,,0.0,,0.0,0.0,0.0,,,55.31,0.0,,19.43,,,359.98,,0.0,88.28,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,14.05,0.0,4.9453087,0.0,0.0,0.0,0.0,0.0,0.0,,,258.248,0.3800684,,,,,,58.650917,0.0,,,,0.0,,0.0,,7.71,0.0,0.0,,0.0,,,,4.239,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,3.97,0.0,,,0.0,0.0,,,2225.9788,0.5877802,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,97.82,,0.0,0.0,,0.0,,,,,,,0.0,,,,12.6,4.61,73.16,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,34.870544,,,68.85,,674.1472,0.0,,0.0,,,0.0,,,0.0,9.697,,0.0
1995,,,0.0,,0.0,0.0,7.066,,,,0.0,0.0,0.0,,41.36,,,0.0,17.26,0.0,,,0.0,,,0.0,2.519,,0.0,,,,97.16421,24.722105,0.0,12.833,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,12.23,153.09,,,0.0,,0.0,0.0,0.0,,,55.46,0.0,,19.22,,,377.23,,0.0,88.96,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,14.03,0.0,7.6146264,0.0,0.0,0.0,0.0,0.0,0.0,,,286.88828,0.0795492,,,,,,67.02865,0.0,,,,0.0,,0.0,,11.82,0.0,0.0,,0.0,,0.0,,8.443,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,4.02,0.0,,,0.0,0.0,,,2322.5298,0.5214892,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,99.532,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.44,4.78,69.93,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,35.31564,,,70.52,,708.84436,0.0,,0.0,,,0.0,,,0.0,11.301,0.0,0.0
1996,,,0.0,,0.0,0.0,7.459,,,,0.0,0.0,0.0,,43.34,,,0.0,18.08,0.0,,,0.0,,,0.0,2.427,,0.0,,,,92.12211,24.96737,0.0,14.338,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,12.85,160.02,,,0.0,,0.0,0.0,0.0,,,56.33,0.0,,19.48,,,397.34,,0.0,94.67,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,14.18,0.0,8.401279,0.0,0.0,0.0,0.0,0.0,0.0,,,296.50116,0.088388,,,,,,73.92434,0.0,,,,0.0,,0.0,,13.94,0.0,0.0,,0.0,,0.0,,7.878,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,4.16,0.0,,,0.0,0.0,,,2406.615,0.3270356,,0.0,0.0,,0.0,,,0.0,,,,0.0,1.39,109.026,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.25,4.65,74.27,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,37.78769,,,79.58,,710.2406,0.0,,0.0,,,0.0,,,0.0,11.775,0.0,0.0
1997,,,0.0,,0.0,0.0,7.961,,,,0.0,0.0,0.0,,47.41,,,0.0,17.75,0.0,,,0.0,,,0.0,3.169,,0.0,,,,81.954735,25.232632,0.0,14.418,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,12.49,170.33,,,0.0,,0.0,0.0,0.0,,,55.3,0.0,,20.89,,,395.48,,0.0,98.15,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.97,0.0,10.071813,0.0,0.0,0.0,0.0,0.0,0.0,,,321.15695,0.3005192,,,,,,77.08565,0.0,,,,0.0,,0.0,,12.02,0.0,0.0,,0.0,,0.0,,10.456,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,2.41,0.0,,,0.0,0.0,,,2390.0642,0.4507788,,0.0,0.0,,0.0,,,0.0,,,,0.0,5.4,108.498,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.07,5.02,69.93,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,36.26947,,,79.43,,661.7307,0.0,,0.0,,,0.0,,,0.0,12.647,0.0,0.0
1998,,,0.0,,0.0,0.0,7.453,,,,0.0,0.0,0.0,,46.17,,,0.0,16.9,0.0,,,0.0,,,0.0,3.265,,0.0,,,,70.99263,25.650526,0.0,14.1,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,13.18,161.64,,,0.0,,0.0,0.0,0.0,,,58.99,0.0,,21.85,,,387.99,,0.0,99.49,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,13.95,0.0,11.371117,0.0,0.0,0.0,0.0,0.0,0.0,,,325.97385,0.088388,,,,,,89.68897,0.0,,,,0.0,,0.0,,13.55,0.0,0.0,,0.0,,0.0,,9.265,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,3.81,0.0,,,0.0,0.0,,,2431.1948,0.3933266,,0.0,0.0,,0.0,,,0.0,,,,0.0,5.31,103.719,,0.0,0.0,,0.0,,,,,,,0.0,,,,11.39,5.04,73.58,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,36.865944,,,75.24,,709.1601,0.0,,0.0,,,0.0,,,0.0,13.601,0.0,0.0
1999,,,0.0,,0.0,0.0,7.106,,,,0.0,0.0,0.0,,49.02,,,0.0,15.81,0.0,,,0.0,,,0.0,3.977,,0.0,,,,72.98,24.761053,0.0,14.949,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,13.36,170.0,,,0.0,,0.0,0.0,0.0,,,58.85,0.0,,22.97,,,394.24,,0.0,95.13,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,14.1,0.0,12.727872,0.0,0.0,0.0,0.0,0.0,0.0,,,317.23492,0.0,,,,,,103.06378,0.0,,,,0.0,,0.0,,9.86,0.0,0.0,,0.0,,0.0,,10.002,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,3.83,0.0,,,0.0,0.0,,,2523.7056,0.0795492,,0.0,0.0,,0.0,,,0.0,,,,0.0,5.2,121.874,,0.0,0.0,,0.0,,,,,,,0.0,,,,13.12,4.7,73.19,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,38.007023,,,72.07,,766.5833,0.0,,0.0,,,0.0,,,0.0,12.837,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,6.18,1.84,0.0,0.0,0.0,0.0,0.0,0.0,48.16,0.0,0.0,0.0,18.18,0.0,0.0,,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,72.29,26.45,0.0,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,169.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.21,0.0,0.0,22.48,0.0,0.0,415.16,0.0,0.0,85.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.12,0.0,0.0,0.0,0.0,0.0,0.0,108.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,,2540.46,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,130.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.49,4.76,57.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.5,0.0,0.0,77.34,0.0,753.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,0.0,0.0
2001,0.0,0.0,0.0,0.0,0.0,0.0,7.06,1.99,0.0,0.0,0.0,0.0,0.0,0.0,46.35,0.0,0.0,0.0,19.55,0.0,0.0,,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,0.0,76.16,26.81,0.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,171.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71,0.0,0.0,22.77,0.0,0.0,421.08,0.0,0.0,90.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,18.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.54,0.0,0.0,0.0,0.0,0.0,0.0,112.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,,2613.17,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,136.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.1,5.26,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.49,0.0,0.0,76.17,0.0,768.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,0.0,5.82,2.09,0.0,0.0,0.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,20.22,0.0,0.0,,0.0,0.0,0.0,0.0,13.84,0.0,0.0,0.0,0.0,0.0,75.0,27.23,0.0,25.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.74,164.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02,0.0,0.0,22.3,0.0,0.0,436.76,0.0,0.0,87.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,0.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.26,0.0,0.0,0.0,0.0,0.0,0.0,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,,2654.78,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,141.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.95,5.53,68.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.55,0.0,0.0,77.99,0.0,780.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,7.57,1.82,0.0,0.0,0.0,0.0,0.0,0.0,47.38,0.0,0.0,0.0,17.28,0.0,0.0,,0.0,0.0,0.0,0.0,13.36,0.0,0.0,0.0,0.0,0.0,74.37,27.49,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.87,165.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.88,0.0,0.0,22.73,0.0,0.0,441.07,0.0,0.0,88.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,0.0,18.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.08,0.0,0.0,0.0,0.0,0.0,0.0,129.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,,2601.05,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,150.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.86,5.21,67.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89,0.0,0.0,81.41,0.0,763.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0
2004,0.0,0.0,0.0,0.0,0.0,0.0,7.87,2.2,0.0,0.0,0.0,0.0,0.0,0.0,47.31,0.0,0.0,0.0,16.82,0.0,0.0,,0.0,0.0,0.0,0.0,11.61,0.0,0.0,0.0,0.0,0.0,89.76,26.96,0.0,50.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33,167.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.61,0.0,0.0,22.72,0.0,0.0,448.24,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0.0,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.87,0.0,0.0,0.0,0.0,0.0,0.0,130.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,,2719.41,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,144.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.03,5.46,77.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49,0.0,0.0,87.02,0.0,788.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0
