Date,ABW,AFG,AGO,ALB,ANT,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CZS,OWID_KOS,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1900,,0.0,,0.0,,,0.0,,,,42.519142,172.52562,,0.0,174.77625,,,,0.5006715,,,,,,,,0.0,,,,0.0,,42.66698,,2.6087835,0.0,,,0.0,,,0.0,,,,,,,,647.41095,,,0.0,,0.0,,,,,17.809145,,,,,,269.72598,,,1566.4567,,,,,,,,,0.020743268,,0.0,,,,,,,,,23.712803,1.652623,39.547382,0.0,0.0,,,,1.1703502,,,57.46229,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,3.0690918,,,,0.0,,0.0,,0.0,,,,,,0.179102,,,0.0,0.0,,,2.60512,0.0,0.0,,7.4189095,,130.94717,,108.31166,5349.888,1.933512,0.0,,0.390768,0.0,,190.97467,,0.0,0.24423,,,,,,0.1692514,,,,,,,,,,,,,,,,,,,1.9058732,0.0,,,,,,0.0,,,,,,0.0,3.1764555,0.341922,0.0,,,,1829.3949,,,0.0,,,1.579354,,,,6.6800814,0.0,0.0
1901,,0.0,,0.0,,,0.0,,,,45.841766,182.19916,,0.0,165.47241,,,,0.586152,,,,,,,,0.0,,,,0.0,,47.901646,,4.8162155,0.0,,,0.0,,,0.0,,,,,,,,653.5058,,,0.0,,0.0,,,,,18.296833,,,,,,260.91254,,,1523.7888,,,,,,,,,0.020743268,,0.0,,,,,,,,,23.836832,1.668905,42.88753,0.0,0.0,,,,1.0386858,,,69.22101,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.0049324,,,,0.0,,0.0,,0.0,,,,,,0.146538,,,0.0,0.0,,,2.548133,0.0,0.0,,8.327624,,66.61945,,110.79888,5446.595,2.0898516,0.0,,0.366345,0.0,,201.44115,,0.0,0.130256,,,,,,0.27939913,,,,,,,,,,,,,,,,,,,2.057133,0.0,,,,,,0.0,,,,,,0.0,2.9117508,0.537306,0.0,,,,1989.593,,,0.0,,,1.538649,,,,11.209864,0.0,0.0
1902,,0.0,,0.0,,,0.0,,,,45.67793,175.26181,,0.0,170.41112,,,,0.5495175,,,,,,,,0.0,,,,0.0,,55.147133,,6.0202694,0.2906337,,,0.0,,,0.0,,,,,,,,644.8227,,,0.0,,0.0,,,,,18.68028,,,,,,242.14754,,,1579.7732,,,,,,,,,0.014360724,,0.0,,,,,,,,,22.390505,1.563072,47.99001,0.0,0.0,,,,1.0208325,,,74.55255,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.330442,,,,0.0,,0.0,,0.0,,,,,,0.154679,,,0.0,0.0,,,3.248259,0.0,0.0,,9.24312,,66.278,,110.38993,5578.4243,1.9475144,0.0,,0.0,0.0,,196.03462,,0.0,0.138397,,,,,,0.35462195,,,,,,,,,,,,,,,,,,,2.3067117,0.0,,,,,,0.0,,,,,,0.0,3.2142704,0.789677,0.0,,,,2075.7488,,,0.0,,,1.22115,,,,16.710314,0.0,0.0
1903,,0.0,,0.0,,,0.0,,,,47.35563,179.01907,,0.0,177.2642,,,,0.4762485,,,,,,,,0.0,,,,0.0,,58.78616,,6.6383505,6.02193,,,0.0,,,0.0,,,,,,,,697.369,,,0.0,,0.0,,,,,18.653824,,,,,,281.9261,,,1602.3053,,,,,,,,,0.01595636,,0.0,,,,,,,,,23.127768,1.717751,48.07272,0.0,0.0,,,,0.86317396,,,77.54614,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.685015,,,,0.0,,0.0,,0.0,,,,,,0.154679,,,0.0,0.0,,,3.972808,0.0,0.0,,9.629663,,66.676956,,113.084984,6087.2603,2.1195338,0.0,,0.301217,0.0,,203.7992,,0.0,0.065128,,,,,,0.3304432,,,,,,,,,,,,,,,,,,,2.4201565,0.0,,,,,,0.0,,,,,,0.0,3.6983016,0.659421,0.0,,,,2424.1184,,,0.0,,,1.70961,,,,22.325357,0.0,0.350063
1904,,0.0,,0.0,,,0.0,,,,45.638607,181.37593,,0.0,169.54703,,,,0.5983635,,,,,,,,0.0,,,,0.0,,60.96795,,6.0363235,6.4113793,,,0.0,,,0.0,,,,,,,,725.2563,,,0.0,,0.0,,,,,20.794899,,,,,,275.99292,,,1616.8749,,,,,,,,,0.020743268,,0.0,,,,,,,,,23.652857,1.880571,53.111576,0.0,0.0,,,,0.6640654,,,82.413055,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,5.0919023,,,,0.0,,0.0,,0.0,,,,,,0.105833,,,0.0,0.0,,,3.801847,0.0,0.0,,10.429874,,65.900604,,131.46097,6118.2417,2.2559688,0.0,,0.48846,0.0,,205.11949,,0.0,0.105833,,,,,,0.33581626,,,,,,,,,,,,,,,,,,,2.4277194,0.0,,,,,,0.0,,,,,,0.0,4.1974587,0.675703,0.0,,,,2386.544,,,0.008141,,,2.458582,,,,25.156471,0.0,0.439614
1905,,0.0,,0.0,,,0.0,,,,49.90494,189.93063,,0.0,162.2023,,,,0.73269,,,,,,,,0.0,,,,0.0,,64.15922,,6.373459,7.0507736,,,0.0,,,0.0,,,,,,,,767.3099,,,0.0,,0.0,,,,,22.485752,,,,,,290.1729,,,1642.618,,,,,,,,,0.019147633,,0.0,,,,,,,,,24.6638,2.483005,54.415825,0.0,0.0,,,,1.0183944,,,88.69754,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.9058967,,,,0.0,,0.0,,0.0,,,,,,0.122115,,,0.0,0.0,,,4.029795,0.0,0.0,,10.755384,,147.08687,,125.159096,6596.002,2.4493744,0.0,,0.610575,0.0,,222.28764,,0.048846,0.113974,,,,,,0.3492489,,,,,,,,,,,,,,,,,,,2.4352825,0.0,,,,,,0.0,,,,,,0.0,4.7041793,0.773395,0.0,,,,2664.0269,,,0.0,,,2.426018,,,,28.762772,0.0,0.716408
1906,,0.0,,0.0,,,0.0,,,,57.23831,202.84561,,0.0,175.57329,,,,0.586152,,,,,,,,0.0,,,,0.0,,72.104836,,7.4892154,52.505886,,,0.0,,,0.0,,,,,,,,826.1351,,,0.0,,0.0,,,,,22.67161,,,,,,275.98315,,,1746.5422,,,,,,,,,0.019147633,,0.0,,,,,,,,,26.243986,3.028452,63.240185,0.0,0.0,,,,1.1760936,,,99.78489,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,5.208156,,,,0.0,,0.0,,0.0,,,,,,0.113974,,,0.0,0.0,,,4.591524,0.0,0.0,,11.731914,,72.84829,,145.66028,6965.476,2.939251,0.0,,0.65128,0.0,,234.50916,,0.0,0.08141,,,,,,0.3868603,,,,,,,,,,,,,,,,,,,2.2462077,0.0,,,,,,0.0,,,,,,0.0,4.847876,0.838523,0.0,,,,2809.427,,,0.0,,,2.564415,,,,32.88811,0.0,0.773395
1907,,0.0,,0.0,,,0.0,,,,64.46027,213.98665,,0.0,176.5789,,,,0.73269,,,,,,,,0.0,,,,0.0,,77.624435,,6.6865125,51.67467,,,0.0,,,0.0,,,,,,,,871.4566,,,0.0,,0.0,,,,,25.91742,,,,,,296.72318,,,1863.1532,,,,,,,,,0.019147633,,0.0,,,,,,,,,26.56431,3.272682,72.05818,0.0,0.0,,,,1.1330318,,,106.10735,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,5.492977,,,,0.0,,0.0,,0.0,,,,,,0.268653,,,0.0,0.0,,,5.885943,0.01651809,0.0,,12.416841,,79.13823,,174.30695,7705.0117,2.9818366,0.0,,1.514226,0.0219807,,256.939,,0.0,0.073269,,,,,,0.34387583,,,,,,,,,,,,,,,,,,,2.3067117,0.0,,,,,,0.0,,,,,,0.0,5.7705607,1.099035,0.0,,,,3258.5337,,,0.0,,,2.60512,,,,36.292187,0.0,0.854805
1908,,0.0,,0.0,,,0.0,,,,67.87465,215.99034,,0.0,175.55838,,,,0.7123375,,,,,,,,0.0,,,,0.0,,80.39237,,7.5454044,69.75209,,,0.0,,,0.0,,,,,,,,899.59155,,,0.0,,0.0,,,,,27.478123,,,,,,301.90247,,,1819.3146,,,,,,,,,0.014360724,,0.0,,,,,,,,,28.41651,3.484348,82.54944,0.0,0.0,,,,1.1793175,,,113.97361,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,6.295126,,,,0.0,,0.0,,0.0,,,,,,0.276794,,,0.0,0.0,,,7.392028,0.049554266,0.0,,12.620284,,80.77721,,173.43541,7322.5713,3.2119339,0.0,,2.531851,0.05495175,,268.65326,,0.0,0.040705,,,,,,0.43253133,,,,,,,,,,,,,,,,,,,2.3067117,0.0,,,,,,0.0,,,,,,0.0,5.2789664,1.253714,0.0,,,,2820.8677,,,0.008141,,,2.824927,,,,37.31678,0.0,1.213009
1909,,0.0,,0.0,,,0.0,,,,54.5055,212.03099,,0.0,175.18593,,,,0.903651,,,,,,,,0.093845375,,,,0.0,,77.55116,,7.216296,63.939415,,,0.0,,,0.0,,,,,,,,909.968,,,0.0,,0.0,,,,,27.618912,,,,,,305.69455,,,1834.9316,,,,,,,,,0.006382544,,0.0,,,,,,,,,30.938066,4.021654,76.72803,0.0,0.0,,,,1.364623,,,115.72765,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,7.5681014,,,,0.0,,0.0,,0.0,,,,,,0.512883,,,0.0,0.0,,,9.126061,0.03303618,0.0,,12.959356,,78.59909,,181.05019,7651.541,3.284755,0.0,,2.865632,0.16485526,,273.49414,,0.48846,0.048846,,,,,,0.27402607,,,,,,,,,,,,,,,,,,,1.8680583,0.0,,,,,,0.0,,,,,,0.0,6.0050135,1.497944,0.0,,,,3125.9275,,,0.0,,,3.126144,,,,42.958786,0.0,1.261855
