Date,ABW,AFG,AGO,ALB,ANT,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CZS,OWID_KOS,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1910,,0.0,,0.0,,,0.0,,,,64.833824,209.0159,,0.0,178.1581,,,,0.97692,,,,,,,,0.0,,,,0.0,,95.33925,,8.621026,57.533848,,,0.0,,,0.0,,,,,,,,923.58124,,,0.0,,0.0,,,,,27.088705,,,,,,309.87903,,,1839.512,,,,,,,,,0.001595636,,0.0,,,,,,,,,30.74182,4.420563,77.87322,0.659421,0.0,,,,1.3873932,,,120.58728,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,7.858735,,,,0.0,,0.0,,0.0,,,,,,0.716408,,,0.0,0.0,,,10.518172,0.041295223,0.0,,14.898852,,161.59229,,169.2962,8062.113,3.2316513,0.0,,2.499287,0.15936008,,273.47214,,0.602434,0.065128,,,,,,0.32775667,,,,,,,,,,,,,,,,,,,2.2915857,0.0,,,,,,0.0,,,,,,0.0,5.7781234,1.888712,0.0,,,,3402.5654,,,0.0,,,4.062359,,,,48.708645,0.0,1.326983
1911,,0.0,,0.0,,,0.0,,,,70.26668,214.45818,,0.0,171.7296,,,,1.2089385,,,,,,,,0.0,,,,0.0,,83.62435,,9.536107,85.446304,,,0.0,,,0.0,,,,,,,,971.2196,,,0.0,,0.0,,,,,26.150553,,,,,,317.06265,,,1891.4022,,,,,,,,,0.0,,0.0,,,,,,,,,31.877872,4.909023,82.19952,0.0,0.0,,,,1.3776404,,,135.5567,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,8.137744,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,,,12.024257,0.18169898,0.0,,14.010482,,163.7223,,179.78737,8205.712,3.4873683,0.0,,2.784222,0.1099035,,291.87756,,0.716408,0.089551,,,,,,0.35193542,,,,,,,,,,,,,,,,,,,2.3596525,0.0,,,,,,0.0,,,,,,0.0,6.836942,2.075955,0.0,,,,3367.122,,,0.0,,,3.557617,,,,46.8819,0.0,1.571213
1912,,0.0,,0.0,,,0.0,,,,78.104675,229.93011,,0.0,171.11877,,,,1.408393,,,,,,,,0.06256358,,,,0.0,,107.1844,,10.627783,30.028275,,,0.0,,,0.0,,,,,,,,1075.85,,,0.0,,0.0,,,,,27.631596,,,,,,332.5159,,,1811.571,,,,,,,,,0.0,,0.0,,,,,,,,,32.590446,4.957869,95.063866,0.0,0.0,,,,1.6303899,,,150.98575,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,5.708046,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,,,14.043225,0.19821706,0.0,,14.770004,,174.30707,,212.1286,8610.941,3.5292048,0.0,,2.271339,0.016485525,,329.6106,,0.89551,0.122115,,,,,,0.55073863,,,,,,,,,,,,,,,,,,,2.722676,0.0,,,,,,0.0,,,,,,0.0,6.126021,2.271339,0.0,,,,3625.5447,,,0.0,,,3.50063,,,,49.76694,0.0,1.595636
1913,,0.0,,0.0,,,0.0,,,,82.66591,239.53658,,0.0,170.1504,,,,1.481662,,,,,,,,0.093845375,,,,0.0,,110.864136,,10.298675,33.004364,,,0.0,,,0.0,,,,,,,,1167.7114,,,0.0,,0.0,,,,,28.370033,,,,,,329.92868,,,1999.4893,,,,,,,,,0.0,,0.0,,,,,,,,,34.775856,4.624088,104.77257,0.683844,0.0,,,,1.707587,,,163.82404,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,3.4876044,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,,,15.248093,0.27254847,0.0,,12.803383,,182.32,,230.05164,9226.507,9.772912,0.0,,2.230634,0.0219807,,346.07465,,1.042048,0.203525,,,,,,0.6179019,,,,,,,,,,,,,,,,,,,2.752928,0.0,,,,,,0.0,,,,,,0.0,6.254592,2.621402,0.0,,,,3866.313,,,0.048846,,,4.143769,,,,54.451763,0.0,1.79102
1914,,0.0,,0.0,,,0.0,,,,82.84941,217.45917,,0.0,124.50284,,,,1.7788085,,,,,,,,0.06256358,,,,0.0,,100.72045,,8.725377,46.35026,,,0.0,,,0.0,,,,,,,,1015.1325,,,0.0,,0.0,,,,,29.547125,,,,,,221.86015,,,1848.077,,,,,,,,,0.03191272,,0.0,,,,,,,,,31.036139,5.039279,106.42674,0.765254,0.0,,,,1.9050835,,,171.33388,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.533886,,,,0.0,,0.0,,0.0,,,,,,0.016282,,,0.0,0.0,,,16.143602,0.3138437,0.0,,15.4345875,,166.5186,,215.60712,8280.982,0.0,0.0,,2.312044,0.05495175,,289.35516,,1.489803,0.236089,,,,,,0.68237865,,,,,,,,,,,,,,,,,,,2.775617,0.0,,,,,,0.0,,,,,,0.0,5.1050177,2.816786,0.0,,,,3483.4946,,,0.073269,,,5.04742,,,,52.786797,0.0,2.580697
1915,,0.0,,0.0,,,0.0,,,,75.994446,217.6684,,0.0,105.61214,,,,2.255057,,,,,,,,0.15640897,,,,0.0,,97.97694,,9.407675,49.36704,,,0.0,,,0.0,,,,,,,,952.9805,,,0.0,,0.0,,,,,31.316807,,,,,,156.80544,,,1761.372,,,,,,,,,0.06382544,,0.0,,,,,,,,,31.464277,5.071843,110.562164,0.700126,0.0,,,,2.3627665,,,157.4939,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,2.6157033,,,,0.0,,0.0,,0.0,,,,,,0.097692,,,0.0,0.056987,,,18.992952,0.1486628,0.0,,14.980229,,166.60583,,212.21265,8150.075,0.0,0.0,,2.369031,0.16485526,,283.5691,,1.864289,0.48846,,,,,,0.805959,,,,,,,,,,,,,,,,,,,3.1159515,0.0,,,,,,0.0,,,,,,0.0,3.1764555,3.109862,0.0,,,,3605.5947,,,0.113974,,,5.234663,,,,53.09687,0.0,3.028452
1916,,0.0,,0.0,,,0.0,,,,65.326675,152.85425,,0.0,140.51077,,,,2.678389,,,,,,,,0.4692269,,,,0.0,,106.95646,,11.382323,55.121586,,,0.0,,,0.0,,,,,,,,1029.9965,,,0.0,,0.0,,,,,37.398296,,,,,,170.9838,,,1783.459,,,,,,,,,0.1866894,,0.0,,,,,,,,,31.289095,6.097609,111.535576,0.740831,0.0,,,,3.2829275,,,176.01741,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,1.7438022,,,,0.0,,0.0,,0.0,,,,,,0.830382,,,0.0,0.203525,,,21.622496,0.15692185,0.0,,15.305739,,177.35617,,224.0167,8742.186,0.0,0.0,,2.596979,0.15936008,,325.33,,1.554931,1.164163,,,,,,0.71461695,,,,,,,,,,,,,,,,,,,3.1386404,0.0,,,,,,0.0,,,,,,0.034477133,1.5731018,4.249602,0.0,,,,4002.2168,,,0.154679,,,5.576585,,,,62.567623,0.0,3.630886
1917,,0.0,,0.0,,,0.0,,,,68.00342,9.689032,,0.0,111.221245,,,,3.183131,,,,,,,,0.9384538,,,,0.0,,103.74076,,12.353593,60.91101,,,0.0,,,0.0,,,,,,,,1076.3148,,,0.0,,0.016282,,,,,40.26857,,,,,,231.6261,,,1728.6727,,,,,,,,,0.25211048,,0.0,,,,,,,,,30.742895,6.700043,117.73235,0.789677,0.0,,,,4.4064913,,,202.67616,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,2.5052624,,,,0.0,,0.0,,0.0,,,,,,1.261855,,,0.0,0.683844,,,25.572266,0.2064761,0.0,,14.024045,,166.74069,,209.61562,9104.161,0.0,0.0,,2.881914,0.03297105,,363.30972,,0.0,1.538649,,,,,,0.86506265,,,,,,,,,,,,,,,,,,,3.350404,0.0,,,,,,0.0,,,,,,0.1034314,1.2025152,5.519598,0.0,,,,4418.011,,,0.16282,,,5.324214,,,,66.95585,0.0,4.054218
1918,,0.0,,0.0,,,0.0,,,,72.75362,9.371215,,0.0,103.474266,,,,2.792363,,,,,,,,1.8143439,,,,0.0,,124.95287,,12.176998,64.573,,,0.0,,,0.0,,,,,,,,1041.3015,,,0.0,,0.04697357,,,,,48.508163,,,,,,209.48259,,,1584.3262,,,,,,,,,0.33987048,,0.0,,,,,,,,,28.650661,6.781453,133.95595,0.757113,0.0,,,,5.422244,,,215.52827,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.5396986,,,,0.0,,0.0,,0.0,,,,,,1.375829,,,0.0,1.22115,,,33.535545,0.45424744,0.0,,13.793475,,141.92714,,82.01327,8941.474,0.0,0.0,,2.816786,0.0879228,,304.2373,,1.530508,1.506085,,,,,,0.63133454,,,,,,,,,,,,,,,,,,,3.0554476,0.0,,,,,,0.0,,,,,,0.14104283,1.406716,6.577928,0.0,,,,4600.6416,,,0.415191,,,5.185817,,,,63.747253,0.0,3.622745
1919,,0.0,,0.0,,,0.0,,,,70.2073,8.477342,,0.0,137.68015,,,,2.4545114,,,,,,,,1.7517804,,,,0.0,,115.866,,11.920134,74.43129,,,0.0,,,0.0,,,,,,,,816.0848,,,0.0,,0.051980287,,,,,42.17659,,,,,,179.77771,,,1598.3754,,,,,,,,,0.2920014,,0.0,,,,,,,,,13.434124,7.73395,146.27315,0.765254,0.0,,,,2.9335158,,,240.44946,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.0339956,,,,0.0,,0.0,,0.0,,,,,,1.554931,,,0.0,1.13974,,,34.717865,0.56161505,0.0,,12.532125,,133.51512,,57.249466,7583.6577,6.9549785,0.0,,2.800504,0.18134077,,0.5226522,,1.815443,1.05833,,,,,,5.3146076,,,,,,,,,,,,,,,,,,,3.2445223,0.0,,,,,,0.0,,,,,,0.0,2.8814988,8.922536,0.0,,,,3757.7246,,,0.236089,,,5.413765,,,,66.376144,0.0,3.769283
1920,,0.0,,0.0,,,0.0,,,,85.68971,10.368878,,0.0,166.776,,,,3.2360475,,,,,,,,1.9207021,,,,0.0,,141.57874,,8.532728,82.13889,,,0.016282,,,0.0,,,,,,,,934.56964,,,0.0,,0.05511457,,,,,39.992207,,,,,,202.4976,,,1596.657,,,,,,,,,0.3143403,,0.0,,,,,,,,,17.176517,0.862946,116.10999,0.89551,0.0,,,,5.0703287,,,224.87195,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.156062,,,,0.0,,0.0,,0.0,,,,,,2.018968,,,0.0,1.489803,,,37.88382,0.63594645,0.0,,10.770588,,150.80621,,51.44994,8691.727,9.320289,0.0,,3.077298,0.31872016,,205.34932,,2.352749,1.2822075,,,,,,5.29165,,,,,,,,,,,,,,,,,,,3.3277152,0.0,,,,,,0.0,,,,,,0.097162835,4.303341,9.345868,0.0,,,,4465.3286,,,0.195384,,,5.6987,,,,73.62919,0.0,4.265884
1921,,0.0,,0.0,,,0.0,,,,85.42296,10.679417,,0.0,162.02353,,,,4.0013013,,,,,,,,1.8769076,,,,0.0,,125.77083,,10.234458,77.5992,,,0.024423,,,0.0,,,,,,,,986.7366,,,0.0,,0.073269,,,,,36.240906,,,,,,233.32431,,,1135.5945,,,,,,,,,0.26966247,,0.0,,,,,,,,,22.0816,9.866892,124.78166,0.73269,0.0,,,,3.4370122,,,201.58583,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,4.2723155,,,,0.0,,0.0,,0.0,,,,,,2.434159,,,0.0,1.758456,,,34.924644,0.90023583,0.0,,10.590431,,160.2233,,56.612106,7258.0127,9.9318495,0.0,,2.906337,0.21431182,,197.28557,,2.531851,1.164163,,,,,,5.9946256,,,,,,,,,,,,,,,,,,,2.8512468,0.0,,,,,,0.0,,,,,,0.072088555,2.5865421,8.450358,0.0,,,,3435.1226,,,0.179102,,,7.497861,,,,72.90119,0.0,4.249602
1922,,0.0,,0.0,,,0.0,,,,81.53289,13.439944,,0.0,157.97871,,,,4.4002104,,,,,,,,1.8956766,,,,0.0,,127.42737,,8.452458,81.7262,,,0.24423,,,0.0,,,,,,,,936.21466,,,0.0,,0.073269,,,,,31.835665,,,,,,257.2898,,,1736.2998,,,,,,,,,0.21062395,,0.0,,,,,,,,,24.950134,8.474781,122.89209,0.0,0.0,,,,3.4186053,,,213.00043,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.54057866,,,,0.0,,0.0,,0.0,,,,,,2.295762,,,0.0,0.936215,,,39.705,1.7178812,0.0,,10.772659,,141.6306,,68.7563,7660.614,11.93854,0.0,,2.466723,0.23079735,,230.22682,,2.580697,1.107176,,,,,,7.078274,,,,,,,,,,,,,,,,,,,2.8663728,0.0,,,,,,0.0,,,,,,0.0,3.1083884,10.965927,0.0,,,,3235.3909,,,0.170961,,,8.05959,,,,62.500214,0.0,3.809988
1923,,0.0,,0.0,,,0.0,,,,83.655136,11.640173,,0.0,170.75377,,,,4.6362996,,,,,,,,2.058342,,,,0.0,,141.40001,,9.343458,98.658516,,,0.496601,,,0.0,,,,,,,,605.97516,,,0.0,,0.032564,,,,,42.494255,,,,,,311.02853,,,1919.8977,,,,,,,,,0.18988068,,0.0,,,,,,,,,27.07627,9.410996,127.06569,0.0,0.0,,,,3.754796,,,222.52823,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,7.3355947,,,,0.0,,0.0,,0.0,,,,,,2.588838,,,0.0,1.449098,,,45.718147,1.8995802,0.0,,11.613849,,144.2553,,77.3743,8922.942,13.339582,0.0,,2.059673,0.23629253,,238.45543,,3.09358,1.188586,,,,,,8.365447,,,,,,,,,,,,,,,,,,,3.1764555,0.0,,,,,,0.0,,,,,,0.003134285,4.5151043,11.763745,0.0,,,,4462.884,,,0.512883,,,8.605037,,,,75.85364,0.0,4.55896
1924,,0.0,,0.0,,,0.0,,,,91.9454,12.139623,,0.0,174.0239,,,,5.2712975,,,,,,,,2.3085964,,,,0.0,,116.55184,,12.353593,107.67979,,,0.659421,,,0.0,,,,,,,,903.1022,,,0.0,,0.073269,,,,,43.660744,,,,,,363.05768,,,1856.2725,,,,,,,,,0.20902832,,0.0,,,,,,,,,24.971712,11.780027,136.89528,0.0,0.0,,,,3.2770782,,,231.51398,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,7.132151,,,,0.0,,0.0,,0.0,,,,,,3.036593,,,0.0,1.668905,,,50.910027,2.1969059,0.0,,12.075309,,173.76346,,103.23898,8688.874,13.546258,0.0,,1.253714,0.2582732,,213.07846,,3.248259,1.050189,,,,,,9.077785,,,,,,,,,,,,,,,,,,,3.3125892,0.0,,,,,,0.0,,,,,,0.0,7.517611,12.260346,0.0,,,,3877.5369,,,0.415191,,,10.062276,,,,79.675644,0.0,4.811331
