Date,ARE,ARG,AUS,AUT,AZE,BEL,BGD,BGR,BLR,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DNK,DZA,ECU,EGY,ESP,EST,FIN,FRA,GBR,GRC,HKG,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JPN,KAZ,KOR,KWT,LKA,LTU,LUX,LVA,MAR,MEX,MKD,MYS,NLD,NOR,NZL,OMN,OWID_USS,OWID_WRL,PAK,PER,PHL,POL,PRT,QAT,ROU,RUS,SAU,SGP,SVK,SVN,SWE,THA,TKM,TTO,TUR,TWN,UKR,USA,UZB,VEN,VNM,ZAF
1965,0.85453314,275.2159,200.01936,65.29748,,188.46475,0.0,43.71547,,177.73058,642.81793,96.37957,41.014145,129.06253,54.81988,4.68025,47.046886,1020.5698,123.12545,15.4052515,7.9206376,81.39379,166.38136,,67.48548,637.3014,885.71954,52.273228,24.871521,,44.273094,72.543625,146.99513,28.522163,81.939705,18.0648,5.612466,40.27698,610.7383,1022.04364,,15.124584,61.96006,9.374515,,9.832363,,11.545965,178.4483,,31.176205,295.90454,60.316517,32.636177,0.09738055,1994.8496,18011.457,44.92068,43.167366,57.4021,64.42476,30.529514,0.57273304,84.556404,,229.13556,47.841488,27.0471,,229.70325,27.69635,,22.197905,41.988743,25.688173,,6414.477,,112.02376,18.011541,67.35819
1966,0.9120412,283.8763,214.04755,71.788864,,192.26031,0.0,49.874107,,193.79759,677.2622,102.46806,44.942955,165.79991,65.52585,5.338632,51.94198,1141.8322,140.2377,20.272705,8.26975,87.34,196.83344,,81.86467,683.123,948.91583,57.076584,27.293041,,48.626213,69.86446,164.14969,31.881552,89.68452,19.331001,6.0511594,41.695316,673.4347,1220.0682,,22.645342,60.271442,9.601324,,11.189572,,16.513165,186.99396,,35.99366,320.87744,68.08452,36.133484,0.12186111,2136.2473,19426.414,46.11689,54.434715,63.940327,67.00853,31.292534,0.57199776,88.13735,,231.1016,54.685574,29.85093,,259.65668,32.691463,,22.353634,50.11611,30.388777,,6731.245,,110.1053,39.36429,73.19014
1967,0.98025596,290.73495,234.38777,76.54811,,212.03163,0.0,62.72245,,199.99173,723.1062,110.83246,46.931915,163.69286,65.62976,5.7872543,57.79913,1187.4216,148.31645,18.942032,8.931146,71.32264,238.4801,,85.7726,784.79,1019.7785,67.11283,32.704254,,51.449696,67.4028,169.36023,35.69569,99.20545,20.708927,5.8715425,50.674126,745.36487,1445.0398,,39.25714,58.632427,9.834314,,12.358045,,18.142168,200.27634,,38.8187,327.9667,70.49037,37.95181,0.5409833,2327.5437,20778.916,51.5479,54.83334,69.58127,72.72037,34.5241,0.86582726,99.876396,,233.06764,65.72113,33.213135,,258.7804,36.284153,,23.321835,58.8478,36.092865,,6988.794,,112.342155,57.65242,79.76973
1968,1.094713,296.7972,255.28499,88.466064,,246.15923,0.0,74.33811,,240.19615,769.79315,122.93266,49.473736,179.03458,70.64008,6.427252,63.84015,1331.1227,161.21199,20.167301,10.672142,74.599754,253.3006,,97.22671,850.43164,1079.4958,68.693054,35.71866,,53.920544,71.29931,189.77089,39.704014,109.47246,22.232122,6.2693133,51.301483,821.8544,1645.5842,,58.03968,57.05615,10.081403,,13.641634,,19.909143,217.7839,,39.98575,353.75812,78.40632,38.99597,0.65190834,2481.1162,22510.49,58.71033,55.010834,82.39472,90.98808,37.036827,1.1196642,105.33326,,235.05855,81.66476,36.702866,,292.71017,47.828484,,23.76879,70.703316,43.046482,,7457.961,,122.373314,58.8141,86.71
1969,1.2164251,308.01144,262.44812,97.226,,284.00696,0.0,91.278786,,263.56772,801.5453,133.68282,52.70953,240.04433,67.85545,7.5897937,68.492935,1496.9418,193.82655,21.305931,11.293051,55.378662,288.38126,,112.92221,982.66754,1160.3402,73.09415,42.38126,,60.313942,76.334076,227.92883,43.153435,119.56593,23.810186,5.7495003,58.121662,905.2703,2017.5236,,78.770836,55.53032,10.303509,,15.104542,,21.551186,230.15845,,43.46176,385.8374,86.189644,40.50511,0.9285111,2638.379,24445.395,55.06346,54.147644,88.841705,100.078026,38.868618,1.30044,117.42678,,237.07053,80.28362,39.373753,,313.51508,51.799706,,24.918287,78.65872,51.549316,,7831.838,,120.897606,71.08363,95.325165
1970,1.4155911,278.4355,290.1954,107.04365,,309.81564,0.0,106.039246,,314.02188,854.8003,149.8176,55.66466,332.04556,76.955696,8.004829,82.32865,1644.0703,215.5996,24.34768,12.877645,71.66592,328.98575,,126.97794,1116.3309,1228.7844,79.16741,45.737446,,70.053635,80.99267,226.89145,48.426376,129.19635,31.23763,5.875635,62.26058,1024.0592,2444.1145,,98.390976,54.056026,17.57452,,16.02329,,22.557482,247.47473,,40.44124,429.0313,97.02359,47.609863,0.9359056,2904.4417,26684.725,54.475094,56.897606,90.005615,105.8436,53.695103,1.1239372,127.266594,,247.49394,87.17049,47.31742,,341.1421,60.30306,,25.560862,83.33808,61.906006,,8176.1914,,126.47978,73.69463,103.30021
1971,1.6705306,296.50113,305.54456,119.607025,,317.50644,8.135291,116.62912,,342.9215,877.8504,158.97957,61.719658,451.57767,79.72807,9.548514,90.63971,1712.5317,212.84607,27.44005,14.23248,74.0778,362.11,,131.4189,1216.7485,1235.2861,87.45739,48.245647,,78.927284,83.94383,243.33247,53.493187,141.64665,33.480137,6.3996997,70.908646,1101.3706,2633.4075,,111.12396,53.168793,17.690096,,16.681265,,23.806576,262.43677,,45.043636,423.7892,96.00081,49.17649,15.471503,3079.17,28116.584,51.2266,56.256172,97.47116,112.22479,60.925808,1.0794972,129.28983,,250.4564,75.6517,52.108093,,320.8071,67.13238,,26.413431,98.7893,86.65054,,8461.684,,127.675095,62.343384,112.90513
1972,2.1951501,295.18622,311.03336,129.12288,,343.47247,9.919018,121.28458,,394.3907,924.3329,162.9895,63.9477,519.69653,94.19158,10.737023,99.17102,1807.8164,225.19148,30.121414,14.631552,84.65239,381.81464,,139.85992,1350.9572,1309.8104,101.31322,55.002895,,85.993385,90.78368,262.38327,58.884476,157.65855,40.72927,6.8569255,67.1222,1156.2516,2894.374,,115.992966,57.331783,18.611622,,17.51691,,25.329979,295.5131,,49.28976,472.7687,100.55224,52.94315,17.677216,3339.661,30335.396,42.280205,48.01101,102.89429,125.95774,66.27051,1.2848859,138.00856,,267.64355,94.752754,56.999817,,329.2851,84.27273,,42.87166,111.98644,93.771324,,9119.912,,139.25276,64.54946,123.06213
1973,3.425611,297.19867,331.89297,139.92781,,360.6343,11.208105,127.88814,,479.14383,1009.6328,175.4158,61.419968,633.9831,86.37416,11.51917,111.4943,1927.148,208.22063,32.900345,16.284168,79.57202,458.62744,,156.46225,1506.0256,1344.5009,117.920204,57.120667,,96.752205,108.37456,276.95908,63.811317,189.24191,39.85893,7.9397244,72.303604,1217.0194,3271.468,,142.77956,54.19715,19.797039,,19.464947,,30.294249,316.24557,,52.4388,487.92667,102.16668,55.96276,15.375915,3590.3984,32730.184,43.33429,55.933968,114.859406,139.72865,72.85421,1.6680158,155.25238,,283.90036,89.27612,64.09421,,336.5918,89.21048,,43.14619,136.55547,119.62499,,9655.255,,152.8878,63.385326,135.76929
1974,4.745511,297.124,351.73517,125.22768,,317.68402,11.659565,132.98701,,527.1006,1027.002,156.1069,59.826385,729.073,95.579155,10.213084,114.321106,1748.5243,188.51405,36.54384,18.546286,87.76041,480.74136,,136.34688,1430.9877,1248.8663,110.66205,58.476112,,105.922,113.21974,271.54297,63.197315,219.959,39.219147,7.4100266,72.49729,1184.078,3098.383,,147.48793,49.556572,15.812426,,17.504738,,32.480705,357.2522,,52.282986,418.32547,92.957924,52.95165,14.127883,3944.1707,32230.395,46.68848,65.89939,107.578,147.14691,77.65475,2.2778795,142.95157,,297.71277,87.99668,65.71883,,302.3185,90.820015,,42.485165,132.87135,107.38309,,9271.507,,153.03568,38.68622,132.2976
