Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2005,0.91,0.17,0.41,0.07,0.0,5.79,0.0,0.19,0.24,3.78,3.29,5.87,0.0,4.97,0.11,0.42,1.53,0.75,0.0,2.09,0.14,0.94,0.09,0.68,0.06,12.54,0.98,0.03,0.0,0.01,0.03,16.65,1.3,3.39,50.51,0.01,0.23,0.01,0.0,0.03,0.25,0.05,0.23,0.27,12.92,0.48,4.38,3.08,26.53,0.3,0.09,2.04,8.74,0.72,4.33,15.0,0.29,0.09,31.58,9.55,0.01,6.1,0.42,0.01,12.05,0.14,0.43,12.52,0.16,1.16,0.14,0.3,1.03,0.2,0.03,0.01,8.61,0.15,0.14,1.98,0.29,1.9,0.64,0.15,3.7,1.84,0.29,0.65,36.7,25.37,5.75,37.4,14.4,0.0,6.78,53.26,7.2,4.29,184.95,2.63,2.23,0.0,0.9,0.02,0.19,23.77,32.76,0.0,10.69,0.2,16.34,0.32,5.35,0.0,0.6,0.03,0.01,1.87,3.28,0.01,0.41,0.27,82.0,0.01,0.99,2.24,0.03,0.0,0.09,0.01,0.48,0.01,1.43,1.09,0.16,3.03,0.0,1.35,0.07,0.0,1.84,0.0,5.97,0.31,0.02,0.03,0.61,2.0,0.03,1277.64,18.87,2.08,1.72,6.14,1.88,4.4,18.64,0.83,8.92,0.0,0.5,0.33,0.0,0.6,2.04,25.78,0.09,83.12,2.57,2.28,8.83,0.01,0.07,0.06,1.88,0.29,0.04,0.75,,0.04,0.86,1.21,0.05,3.51,0.01,0.3,17.65,0.13,0.12,0.12,7.82,0.0,0.0,0.07,0.05,0.01,0.21,5.21,17.72,0.64,0.07,0.73,0.96,126.13,3.16,0.11,13.82,0.16,0.97,2.17,0.05,0.06,4.77,0.0,0.04,0.02
2006,0.91,0.11,0.44,0.09,0.0,8.18,0.0,0.19,0.26,3.8,3.51,6.11,0.0,4.89,0.15,0.47,1.64,0.47,0.51,2.12,0.16,1.56,0.03,0.7,0.04,13.08,1.0,0.03,0.0,0.01,0.03,10.49,1.39,2.72,37.92,0.02,0.57,0.01,0.0,0.03,0.21,0.05,0.24,0.53,13.74,0.56,4.65,2.87,26.71,0.31,0.09,2.28,8.51,0.75,5.21,15.21,0.27,0.09,26.0,9.06,0.02,8.27,0.43,0.02,11.55,0.14,0.38,14.04,0.06,2.82,0.15,0.27,0.99,0.22,0.03,0.01,8.87,0.17,0.15,2.56,0.2,1.89,0.65,0.15,3.77,1.95,0.3,0.74,34.2,19.08,4.93,49.11,13.55,0.0,5.74,52.62,7.22,3.25,154.21,6.57,2.79,0.0,1.11,0.03,0.19,21.43,32.65,0.0,10.64,0.2,14.95,0.33,4.79,0.0,0.53,0.04,0.0,1.5,3.17,0.01,0.43,0.31,59.58,0.25,1.04,2.26,0.03,0.0,0.1,0.01,0.57,0.01,1.46,1.03,0.17,3.03,0.01,1.38,0.05,0.0,2.19,0.0,5.11,0.31,0.01,0.02,0.66,2.0,0.03,1175.8,28.02,2.38,1.66,4.66,1.71,4.82,17.87,0.64,5.38,0.0,0.35,0.33,0.0,0.53,1.59,28.85,0.14,91.76,3.15,2.31,7.82,0.01,0.07,0.05,2.29,0.3,0.04,0.38,,0.04,0.7,1.21,0.06,3.76,0.01,0.32,19.15,0.16,0.12,0.13,7.89,0.0,0.0,0.07,0.05,0.01,1.0,4.39,20.43,0.69,0.38,0.84,1.97,71.61,2.89,0.11,13.93,0.17,0.97,1.4,0.05,0.07,5.39,0.0,0.01,0.04
2007,0.94,0.11,0.75,0.07,0.0,11.4,0.0,0.19,0.29,4.01,3.16,3.99,0.0,3.96,0.22,0.5,1.64,0.59,0.25,2.25,0.16,0.25,0.04,0.72,0.05,14.48,1.03,0.03,0.0,0.01,0.02,12.23,1.29,14.78,28.09,0.02,0.84,0.01,0.0,0.03,0.24,0.05,0.26,0.72,14.59,0.6,4.87,3.02,26.58,0.32,0.1,1.91,8.31,0.79,6.27,15.77,0.29,0.09,20.86,11.7,0.04,8.98,0.28,0.02,11.37,0.15,0.59,12.37,0.06,3.26,0.16,0.25,1.05,0.23,0.03,0.01,8.97,0.18,0.16,3.15,0.24,1.88,0.69,0.11,3.93,2.31,0.31,0.8,35.41,13.36,4.02,45.7,14.56,0.0,5.92,41.63,5.76,2.18,185.18,7.15,1.73,0.11,1.42,0.03,0.21,22.72,33.2,0.0,9.99,0.25,14.69,0.35,5.91,0.0,0.65,0.04,0.02,1.35,3.31,0.0,0.4,0.35,56.63,0.48,1.06,2.3,0.03,0.0,0.16,0.0,0.59,0.01,1.46,0.92,0.15,3.02,0.0,1.33,0.07,0.0,2.28,0.0,5.96,0.37,0.01,0.02,0.61,0.25,0.03,1196.17,30.82,2.73,0.89,5.15,1.58,4.6,17.47,0.76,4.98,0.0,0.42,0.33,0.0,0.3,1.18,21.25,0.13,101.72,3.57,2.53,7.77,0.01,0.08,0.04,2.52,0.31,0.04,0.51,,0.04,0.62,1.17,0.03,2.94,0.01,0.34,23.09,0.18,0.12,0.09,2.99,0.0,0.0,0.09,0.05,0.02,1.46,6.6,17.31,0.48,0.54,0.75,1.22,75.19,2.05,0.12,13.14,0.18,0.98,2.66,0.05,0.07,6.03,1.17,0.01,0.03
2008,0.91,0.11,0.9,0.0,0.0,14.72,0.0,0.19,0.3,5.71,3.14,1.72,0.0,3.41,0.23,0.48,1.44,0.25,0.0,2.25,,1.01,0.01,0.71,0.04,17.94,1.04,0.03,0.0,0.0,0.02,10.03,1.28,16.09,18.81,0.01,0.87,0.02,0.0,0.03,0.26,0.04,0.28,0.68,14.44,0.62,5.06,3.22,25.74,0.34,0.11,1.84,8.58,0.79,5.57,17.91,0.28,0.09,19.16,9.96,0.01,7.09,0.27,0.01,10.26,0.17,0.42,13.93,0.01,2.17,0.17,0.29,1.05,0.24,0.03,0.01,9.27,0.19,0.17,2.77,0.26,1.88,0.7,0.14,4.01,1.99,0.31,0.59,40.31,15.27,4.43,67.4,15.15,0.0,6.02,37.57,3.97,2.22,171.45,3.08,1.68,0.11,1.42,0.02,0.2,13.82,33.29,0.0,12.08,0.25,16.92,0.35,5.76,0.0,0.81,0.04,0.0,0.63,4.64,0.01,0.48,0.41,59.49,0.18,1.19,2.31,0.04,0.0,0.16,0.0,0.66,0.01,1.5,0.83,0.12,2.71,0.01,1.27,0.05,0.0,2.17,0.0,5.67,0.36,0.01,0.02,0.72,0.35,0.03,1171.0,32.42,2.44,1.94,4.87,1.59,4.32,15.78,0.78,4.3,0.0,0.43,0.36,0.0,0.34,0.67,20.56,0.13,103.49,4.04,2.64,7.17,0.01,0.08,0.04,2.24,0.32,0.04,0.17,,0.04,0.63,1.15,0.02,3.47,0.01,0.34,25.31,0.19,0.14,0.04,1.01,0.0,0.0,0.11,0.05,0.02,0.72,7.55,15.44,0.33,0.6,0.98,3.39,55.43,1.48,0.12,14.96,0.18,0.97,1.57,0.06,0.06,6.55,0.14,0.01,0.03
2009,0.92,0.05,1.64,0.0,0.0,14.84,0.0,0.18,0.33,6.6,2.93,0.5,0.0,2.67,0.13,0.57,1.61,0.31,0.0,2.14,0.03,5.43,0.05,0.73,0.05,14.8,1.06,0.04,0.0,0.0,0.02,10.04,1.24,12.15,12.12,0.01,1.28,0.01,0.02,0.03,0.39,0.05,0.3,0.45,14.66,0.63,5.18,2.85,23.23,0.35,0.11,1.82,7.94,0.61,7.11,20.72,0.29,0.09,20.22,8.13,0.06,5.88,0.31,0.01,8.81,0.17,0.24,12.88,0.04,2.09,0.17,0.28,1.22,0.24,0.03,0.01,6.97,0.2,0.15,4.1,0.45,1.87,0.82,0.14,3.61,2.01,0.51,0.83,29.77,13.08,3.52,65.07,16.42,0.0,2.27,30.0,4.07,1.22,105.29,0.88,2.58,0.4,1.17,0.02,0.22,18.35,37.87,0.0,12.17,0.25,18.47,0.36,5.97,0.0,1.01,0.04,0.0,0.83,4.13,0.05,0.45,0.39,54.76,0.25,0.84,2.17,0.03,0.0,0.15,0.0,0.66,0.01,1.51,0.95,0.12,2.84,0.0,1.3,0.07,0.0,2.39,0.0,4.12,0.22,0.01,0.02,0.57,0.4,0.01,1070.21,36.17,2.99,1.76,5.38,1.55,4.0,15.27,0.6,3.48,0.0,0.5,0.37,0.0,0.52,0.92,20.6,0.15,123.22,3.26,2.71,7.06,0.01,0.08,0.04,2.53,0.33,0.04,0.15,,0.05,0.65,1.1,0.03,2.55,0.01,0.35,21.66,0.2,0.17,0.04,0.49,0.0,0.0,0.13,0.05,0.02,0.53,4.87,9.66,0.11,0.88,1.69,2.74,48.53,1.04,0.12,15.51,0.19,0.92,1.78,0.06,0.08,6.75,0.05,0.01,0.02
2010,0.83,0.07,1.75,0.0,0.0,17.2,0.0,0.16,0.33,6.0,3.56,0.04,0.02,3.49,0.11,0.45,1.48,0.34,0.0,2.01,0.05,0.83,0.03,0.73,0.06,16.1,1.02,0.04,0.0,0.0,0.03,7.1,1.21,8.47,34.71,0.09,1.16,0.01,0.01,0.03,1.75,0.06,0.34,0.64,14.56,0.62,5.25,3.03,26.59,0.38,0.12,1.4,7.97,0.96,8.66,19.94,0.31,,17.86,11.62,0.05,7.86,0.42,0.01,10.04,0.2,0.21,10.5,0.03,1.87,0.18,0.15,1.3,0.25,0.03,0.01,5.43,0.21,0.12,2.04,0.37,1.87,0.86,0.11,3.7,0.56,0.51,0.75,35.62,10.78,2.73,51.05,29.07,0.0,2.19,27.12,3.99,4.19,102.5,0.62,1.83,0.21,0.93,0.02,0.21,17.21,37.28,0.0,13.89,0.25,17.21,0.38,4.99,0.0,0.9,0.05,0.0,0.18,5.43,0.03,0.59,0.35,43.76,0.06,1.2,2.11,0.03,0.0,0.18,0.0,0.73,0.01,1.58,1.0,0.12,2.8,0.0,1.27,0.09,0.0,2.31,0.0,5.02,0.34,0.0,0.02,0.65,0.44,0.02,1077.88,33.19,3.17,2.1,7.1,1.69,4.58,16.29,0.57,3.13,0.0,0.47,0.52,0.0,0.47,0.56,13.96,0.16,137.39,1.3,2.83,9.16,0.01,0.08,0.02,2.09,0.33,0.04,0.18,,0.05,0.74,1.17,0.01,4.6,0.01,0.38,18.31,0.21,0.19,0.13,0.6,0.0,0.0,0.14,0.05,0.02,0.0,2.27,11.4,0.2,1.11,0.82,1.08,47.5,0.76,0.12,18.02,0.2,0.96,2.53,0.06,0.07,5.7,0.2,0.01,0.02
2011,0.82,0.07,1.64,0.06,0.0,19.71,0.0,0.16,0.33,4.91,3.42,0.35,0.01,3.77,0.1,0.45,4.19,0.15,0.0,2.05,0.04,0.39,0.02,0.72,0.05,14.74,1.03,0.04,0.0,0.04,0.03,6.21,1.19,6.36,33.8,0.03,1.1,0.01,0.01,0.03,1.37,0.06,0.34,0.86,15.13,0.63,4.75,3.03,24.47,0.39,0.11,1.12,8.6,1.07,7.46,17.38,0.32,,16.8,11.46,0.05,6.9,0.36,0.01,12.36,0.17,0.23,8.85,0.01,0.91,0.17,0.14,0.97,0.25,0.03,0.01,5.16,0.2,0.11,2.08,0.34,1.84,0.9,0.12,3.93,0.75,0.87,0.4,41.17,9.35,2.33,81.81,32.5,0.0,4.4,26.09,3.98,10.62,162.87,0.54,2.41,0.23,0.94,0.02,0.22,15.43,34.96,0.0,15.5,0.3,10.45,0.39,5.75,0.0,0.47,0.06,0.0,0.32,6.35,0.02,0.7,0.38,48.83,0.07,0.94,2.17,0.04,0.0,0.24,0.0,0.74,0.01,1.52,1.08,0.12,9.44,0.01,1.26,0.09,0.0,2.52,0.0,5.32,0.27,0.0,0.02,0.57,0.51,0.02,1186.63,33.56,3.25,2.35,3.4,1.68,4.16,15.2,0.62,2.9,0.0,0.57,0.51,0.0,0.61,0.59,31.99,0.19,143.54,1.99,2.9,8.92,0.01,0.08,0.02,2.26,0.33,0.04,0.14,,0.06,0.48,1.17,0.02,3.48,0.01,0.4,16.35,0.21,0.2,0.08,1.33,0.0,0.0,0.14,0.05,0.02,0.01,1.03,9.7,0.49,1.03,0.56,2.53,41.81,0.55,0.11,17.41,0.19,0.95,0.73,0.06,0.08,4.87,0.72,0.01,0.04
2012,0.78,0.07,2.24,0.0,0.0,19.76,0.0,0.16,0.33,5.2,3.22,0.52,0.0,3.75,0.05,0.53,5.99,0.2,0.0,1.9,0.03,0.79,0.02,0.69,0.07,19.07,1.11,0.04,0.0,0.1,0.03,6.38,1.25,6.14,31.22,0.43,0.87,0.01,0.0,0.03,1.59,0.06,0.31,0.83,15.65,0.61,4.46,2.72,24.77,0.39,0.12,1.0,9.17,1.06,8.25,21.41,0.32,,17.13,10.36,0.02,5.03,0.29,0.01,12.71,0.18,0.3,9.26,0.0,2.1,0.18,0.24,0.91,0.25,0.03,0.01,5.19,0.2,0.11,1.88,0.28,1.78,0.92,0.83,4.1,0.56,0.88,0.45,26.76,10.07,2.68,77.74,31.35,0.0,13.23,24.75,3.87,13.44,207.77,0.72,1.84,0.18,0.88,0.02,0.21,20.08,29.81,0.0,15.46,0.3,13.55,0.38,6.93,0.0,0.44,0.06,0.0,0.33,6.64,0.02,0.71,0.4,55.73,0.09,0.99,2.27,0.05,0.0,0.25,0.0,0.82,0.01,1.5,1.07,0.13,6.71,0.02,1.28,0.14,0.0,2.31,0.0,5.12,0.31,0.02,0.02,0.62,0.61,0.01,1238.37,34.54,2.52,0.94,4.25,1.86,3.77,13.53,0.55,2.31,0.0,0.46,0.51,0.0,0.49,0.52,32.51,0.2,150.11,2.82,3.14,6.1,0.01,0.08,0.06,2.48,0.34,0.04,0.09,0.44,0.07,0.83,1.08,0.02,2.69,0.02,0.41,10.87,0.21,0.23,0.15,1.36,0.0,0.0,0.13,0.05,0.02,0.0,1.77,7.8,0.85,0.29,1.05,3.74,39.09,0.39,0.12,19.62,0.2,0.87,0.11,0.06,0.07,4.85,1.93,0.02,0.05
2013,0.79,0.1,3.42,0.0,0.0,21.39,0.0,0.15,0.33,5.86,3.19,0.04,0.02,3.78,0.09,0.63,6.69,0.21,0.0,1.88,0.04,0.18,0.02,0.67,0.06,25.87,0.99,0.04,0.0,0.16,0.0,6.66,1.28,5.45,33.0,0.2,1.02,0.01,0.0,0.03,1.23,0.06,0.32,1.2,16.32,0.62,3.96,2.7,25.25,0.43,0.11,0.94,8.75,0.9,9.3,27.06,0.27,,15.84,11.95,0.01,4.54,0.32,0.01,11.41,0.18,0.31,8.36,0.0,3.34,0.19,0.17,0.89,0.25,0.02,0.01,4.73,0.2,0.09,1.69,0.36,1.74,0.94,0.16,4.49,0.22,0.91,0.28,20.38,10.65,2.5,101.59,41.64,0.0,2.29,20.01,3.89,12.86,166.48,0.54,1.75,0.1,0.6,0.03,0.21,20.16,33.71,0.0,17.54,0.3,15.78,0.38,3.3,0.0,0.44,0.06,0.0,0.17,4.63,0.02,0.74,0.42,47.68,0.11,1.01,2.22,0.06,0.0,0.27,0.0,0.77,0.01,1.49,1.07,0.13,3.1,0.02,1.36,0.2,0.0,1.99,0.0,4.89,0.61,0.01,0.02,0.64,0.69,0.01,1196.47,39.89,3.09,0.76,4.49,2.09,3.73,11.02,0.57,1.81,0.0,0.53,0.51,0.0,0.48,0.22,13.1,0.21,155.88,1.97,3.29,2.25,0.01,0.08,0.06,2.48,0.35,0.05,0.04,0.47,0.06,0.91,0.96,0.01,2.38,0.02,0.43,7.01,0.21,0.27,0.21,1.42,0.0,0.0,0.29,0.05,0.02,0.09,2.03,6.98,1.28,0.0,1.06,1.85,40.26,0.28,0.12,18.52,0.2,0.82,0.73,0.06,0.09,5.78,3.66,0.02,0.06
2014,0.78,0.05,4.51,0.0,0.0,19.79,0.0,0.15,0.34,6.0,3.09,0.05,0.03,3.86,0.24,0.78,8.21,0.21,0.0,1.92,0.05,0.38,0.02,0.65,0.08,34.45,1.0,0.04,0.0,0.1,0.0,4.76,1.35,3.89,35.66,0.51,1.14,0.0,0.0,0.03,2.08,0.05,0.34,1.04,15.79,0.62,4.03,2.93,24.67,0.1,0.12,0.89,8.83,0.67,9.78,31.84,0.27,,15.79,10.98,0.0,4.8,0.47,0.01,11.38,0.15,0.25,8.69,0.0,1.97,0.2,0.29,0.93,0.25,0.03,0.01,4.9,0.2,0.09,1.48,0.37,1.7,0.96,0.19,4.8,0.12,0.94,0.35,23.06,11.55,2.79,64.28,50.89,0.0,0.34,18.74,3.84,16.9,122.34,1.42,2.17,0.08,0.34,0.03,0.21,13.62,31.36,0.0,17.76,0.3,17.46,0.38,4.35,0.0,0.43,0.06,0.0,0.13,2.57,0.01,0.72,0.53,32.49,0.15,1.05,2.17,0.06,0.0,0.24,0.01,0.81,0.01,1.46,1.08,0.12,3.49,0.01,1.89,0.19,0.0,2.06,0.0,5.35,0.68,0.0,0.03,0.63,0.76,0.01,1143.5,39.41,3.42,0.56,5.71,2.23,3.65,10.15,0.59,1.45,0.01,0.34,0.48,0.0,0.7,0.26,15.68,0.19,175.67,2.46,3.65,0.35,0.01,0.09,0.03,2.48,0.35,0.05,0.05,0.48,0.07,1.26,0.9,0.05,2.14,0.0,0.44,4.9,0.23,0.29,0.18,1.67,0.0,0.0,0.35,0.05,0.02,0.35,2.49,8.2,0.96,0.09,1.06,0.68,43.69,0.2,0.13,17.91,0.2,0.77,0.7,0.06,0.1,4.7,3.76,0.41,0.02
2015,0.79,0.05,4.44,0.0,0.0,22.45,0.0,0.16,0.34,6.28,3.58,1.61,0.03,3.8,0.21,0.91,9.67,0.19,0.0,2.0,0.05,0.36,0.02,0.66,0.09,28.71,1.01,0.04,0.0,0.11,0.0,5.0,1.23,3.16,36.46,0.46,2.1,0.01,0.24,0.03,3.57,0.05,0.34,0.11,16.54,0.64,4.14,2.82,25.57,0.18,0.13,0.92,9.99,0.95,9.82,36.41,0.26,,19.02,8.53,0.0,4.51,0.48,0.01,11.84,0.13,0.22,9.41,0.0,0.97,0.22,0.24,1.04,0.28,0.06,0.01,5.0,0.21,0.09,1.42,0.39,1.68,0.97,0.23,4.95,0.21,0.95,0.38,30.92,9.26,2.94,56.26,46.96,0.0,0.7,16.73,3.84,9.62,104.44,1.93,1.0,0.04,0.22,0.03,0.21,12.76,30.52,0.0,18.14,0.31,17.24,0.38,2.31,0.0,0.57,0.07,0.0,0.75,2.21,0.01,0.74,0.61,31.23,0.14,1.3,1.2,0.05,0.0,0.23,0.02,0.84,0.01,1.47,1.13,0.13,1.74,0.03,1.67,0.31,0.0,2.29,0.0,6.02,0.69,0.0,0.03,0.65,0.86,0.01,1133.61,35.36,2.86,0.68,5.89,2.43,4.7,10.89,0.81,1.49,0.0,0.51,0.48,0.0,0.68,0.31,14.81,0.2,185.26,4.63,3.76,0.33,0.01,0.09,0.04,2.53,0.35,0.05,0.1,0.58,0.09,1.36,0.99,0.02,2.31,0.0,0.45,5.3,0.23,0.29,0.2,0.92,0.0,0.0,0.35,0.05,0.02,0.91,2.74,12.26,1.48,0.08,2.32,0.94,44.44,0.15,0.13,19.86,0.21,0.77,0.99,0.05,0.09,3.38,3.99,0.4,0.01
2016,0.8,0.06,4.55,0.0,0.0,21.2,0.0,0.17,0.34,6.02,3.26,2.59,0.02,4.08,0.26,0.83,11.38,0.29,0.0,1.97,0.06,0.58,0.02,0.65,0.1,15.06,1.01,0.05,0.0,0.01,0.0,4.84,1.28,2.91,52.56,0.07,1.14,0.01,0.18,0.03,4.11,0.06,0.36,0.19,16.72,0.67,4.46,2.81,25.39,0.09,0.12,0.88,10.52,1.01,8.85,33.89,0.27,,18.18,10.51,0.0,4.43,0.43,0.01,11.44,0.16,0.21,10.64,0.0,3.61,0.21,0.51,0.96,0.3,0.08,0.01,5.1,0.22,0.08,1.0,0.43,1.67,1.06,0.36,4.79,0.05,1.01,0.47,20.8,9.41,2.66,38.26,57.61,0.0,0.33,16.16,3.89,2.17,97.23,2.74,1.04,0.02,0.39,0.03,0.22,17.22,29.35,0.0,18.98,0.3,8.61,0.39,4.52,0.0,0.54,0.07,0.0,0.79,2.88,0.02,0.9,0.66,33.52,0.1,1.45,0.72,0.06,0.0,0.19,0.43,0.87,0.01,1.49,1.11,0.13,1.18,0.01,1.72,0.47,0.0,2.19,0.0,5.87,0.63,0.0,0.03,0.61,0.94,0.01,1085.64,39.56,2.97,1.06,5.66,2.52,5.04,9.81,0.94,1.54,0.0,0.49,0.47,0.0,0.8,0.43,15.42,0.21,169.05,6.38,3.88,0.36,0.01,0.1,0.08,2.51,0.35,0.05,0.13,0.52,0.1,1.01,1.08,0.02,2.72,0.0,0.49,6.51,0.25,0.29,0.71,0.49,0.0,0.0,0.41,0.06,0.03,0.04,2.66,12.17,0.25,0.07,3.25,0.44,39.5,0.15,0.14,17.93,0.22,0.76,1.18,0.06,0.1,3.07,0.03,0.34,0.04
2017,0.83,0.06,3.05,0.0,0.0,12.62,0.0,0.16,0.34,5.52,3.37,1.32,0.07,4.29,0.18,0.96,13.33,0.31,0.0,1.99,0.06,0.19,0.02,0.66,0.09,18.12,0.98,0.05,0.0,0.01,0.0,3.92,1.29,1.91,56.05,0.08,1.18,0.01,0.11,0.03,2.24,0.09,0.35,0.04,16.97,0.67,4.57,2.65,25.16,0.06,0.1,0.87,8.25,0.37,5.64,25.78,0.33,,17.24,11.22,0.0,4.41,0.51,0.01,12.16,0.16,0.19,9.71,0.0,3.64,0.21,0.54,0.91,0.31,0.08,0.01,5.11,0.23,0.12,0.44,0.31,1.71,1.08,0.41,4.0,0.19,0.93,0.54,18.85,8.79,2.46,27.36,57.59,0.0,0.92,15.21,3.05,2.82,56.89,1.06,2.07,0.03,0.31,0.03,0.22,10.16,32.44,0.0,20.77,0.35,10.44,0.4,5.15,0.0,0.43,0.08,0.0,0.59,3.49,0.02,1.03,0.71,38.87,0.09,1.87,0.19,0.07,0.0,0.28,0.65,1.02,0.01,1.47,1.18,0.0,1.7,0.0,1.45,0.34,0.0,1.99,0.0,6.1,0.69,0.0,0.03,0.64,1.04,0.01,994.62,29.5,2.94,1.19,3.79,2.27,4.59,8.41,0.78,1.45,0.0,0.5,0.47,0.0,0.88,0.3,11.39,0.22,172.19,6.2,3.82,0.37,0.01,0.1,0.09,1.4,0.35,0.05,0.14,0.54,0.1,0.86,1.14,0.02,2.82,0.0,0.5,7.1,0.29,0.3,0.47,0.33,0.0,0.0,0.43,0.06,0.03,0.27,2.08,12.99,0.29,0.07,2.89,0.19,37.89,0.16,0.13,17.23,0.17,0.59,0.15,0.06,0.11,2.91,0.12,0.71,0.04
2018,0.81,0.08,2.62,0.0,0.0,7.31,0.0,0.16,0.35,5.12,2.88,0.05,0.1,4.12,0.13,1.6,16.29,0.32,0.0,2.0,0.05,0.26,0.03,0.63,0.28,15.01,0.98,0.05,0.0,0.01,0.0,4.02,1.28,1.29,56.4,0.01,1.21,0.01,0.13,0.03,2.37,0.1,0.34,0.16,17.44,0.66,4.58,2.52,23.63,0.05,0.09,0.82,9.88,0.43,6.68,15.75,0.34,,16.42,10.32,0.0,5.31,0.45,0.01,10.59,0.18,0.39,10.2,0.0,3.72,0.22,0.73,0.89,0.39,0.08,0.01,5.19,0.23,0.1,0.59,0.34,1.66,1.11,0.29,3.61,0.04,0.85,0.6,17.95,6.4,2.53,27.7,43.08,0.0,0.5,14.62,2.91,1.26,52.21,1.02,1.55,0.09,0.27,0.03,0.22,10.88,34.6,0.0,20.81,0.28,11.76,0.4,3.72,0.0,0.39,0.08,0.01,0.21,1.25,0.01,0.89,0.76,35.7,0.05,2.16,0.02,0.08,0.0,0.3,0.25,1.02,0.01,1.36,1.22,0.33,0.93,0.0,1.65,0.29,0.0,1.92,0.0,5.5,0.67,0.0,0.04,0.62,1.13,0.01,909.06,13.39,1.39,0.42,3.17,2.48,4.62,8.49,0.77,1.32,0.0,0.36,0.48,0.0,0.82,0.33,12.28,0.24,147.93,6.6,3.71,0.32,0.01,0.1,0.09,1.2,0.35,0.05,0.15,0.54,0.1,0.87,1.14,0.02,2.94,0.0,0.51,11.04,0.26,0.32,0.18,0.18,0.0,0.0,0.45,0.06,0.03,0.33,1.44,8.35,0.12,0.31,2.8,0.35,42.68,0.46,0.13,16.56,0.16,0.61,0.75,0.06,0.09,2.69,1.23,0.46,0.05
2019,0.82,0.1,2.6,0.0,0.0,3.83,0.0,0.16,0.35,5.09,3.23,0.05,0.12,4.18,0.21,1.34,14.26,0.32,0.0,2.01,0.05,0.2,0.07,0.6,0.29,14.12,0.99,0.05,0.0,0.0,0.0,3.42,1.29,1.17,52.47,0.01,1.02,0.01,0.18,0.03,2.75,0.11,0.36,0.1,17.36,0.7,4.63,2.27,22.4,0.09,0.12,0.89,9.5,0.38,5.82,8.22,0.35,,14.61,5.43,0.01,4.65,0.48,0.01,10.73,0.23,0.42,11.18,0.0,2.79,0.15,0.74,0.96,0.46,0.08,0.01,5.23,0.24,0.08,0.53,0.49,1.67,1.11,0.18,4.97,0.03,0.89,0.56,10.59,3.07,2.5,32.04,43.75,0.0,1.09,13.62,2.79,0.91,37.63,0.87,1.31,0.04,0.65,0.03,0.22,8.17,32.54,0.0,20.47,0.29,11.37,0.41,5.12,0.0,0.35,0.08,0.0,0.17,0.79,0.0,1.04,0.78,34.79,0.06,2.35,0.03,0.11,0.0,0.37,0.14,1.1,0.01,1.16,1.36,0.07,1.01,0.01,1.36,0.4,0.0,1.97,0.0,4.93,0.66,0.0,0.04,0.68,1.12,0.02,854.82,13.24,1.62,0.55,3.75,2.54,4.82,7.27,0.93,1.4,0.0,0.69,0.49,0.0,1.01,0.29,13.07,0.19,154.79,5.88,4.22,0.22,0.01,0.1,0.01,1.76,0.35,0.05,0.1,0.55,0.1,1.05,0.87,0.01,2.85,0.0,0.53,11.47,0.26,0.33,0.02,1.12,0.0,0.0,0.52,0.06,0.04,0.32,0.97,5.98,0.08,0.14,1.81,0.16,37.44,0.71,0.13,14.14,0.16,0.65,2.21,0.06,0.1,2.48,1.36,0.6,0.05
