Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2010,0.0,6.8181815,0.0,0.0,0.0,2.3888888,0.0,0.0,0.0,70.13587,7.2544975,0.0,0.0,4.5146728,0.0,0.0,1.8844836,49.227085,0.0,0.0,51.978737,0.08595988,0.0,0.0,0.0,2.188833,0.0,0.0,0.0,100.0,0.0,14.241469,0.0,28.000002,76.85945,0.0,0.0,0.0,0.0,0.0,6.7076206,0.0,0.0,0.0,0.0,0.0,0.0,55.03403,42.115635,0.0,0.0,43.896774,12.516915,0.0,0.0,0.0,0.0,,8.505709,0.0,0.0,18.030754,0.0,0.0,4.153923,0.0,0.0,28.160498,0.0,0.0,0.0,0.0,16.18497,0.0,0.0,0.0,54.407345,0.0,0.0,13.235293,0.0,0.0,62.22862,0.0,16.091955,0.0,16.675589,38.567245,68.58566,12.628957,0.14850645,0.0,0.0,58.479935,13.39379,0.0,0.0,27.40822,80.65336,0.0,5.0041704,2.970297,0.0,0.0,44.351746,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,45.164112,0.0,0.0,0.0,11.7538185,65.28925,0.0,0.0,7.424594,31.59204,94.67593,0.0,0.0,0.0,38.66171,0.0,39.50736,3.8167942,25.4717,68.96552,0.0,0.0,19.127857,0.03248335,0.0,0.0,3.204694,0.0,96.51837,39.780235,0.095197804,0.0,2.368348,34.401295,0.0,87.07661,13.72043,41.28129,13.2759905,0.0,0.0,0.0,0.0,48.518517,34.227077,16.00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.86265,,0.0,0.0,12.964312,32.533825,0.68710005,1.3513513,0.0,0.0,0.0,0.0,0.0,18.886843,0.0,0.0,0.0,0.0,0.0,0.0,26.06781,50.706333,0.0,0.0,36.94524,0.0,44.903183,4.079276,0.0,0.0,0.0,0.0,17.313562,0.0,0.0,0.0,93.778885,0.0,31.828703
2011,0.0,12.987014,0.0,0.0,0.0,2.2472777,0.0,0.0,0.0,67.106285,8.729903,0.0,0.0,3.8982863,0.0,0.0,1.8769786,55.104084,0.0,0.0,70.272064,0.0621311,0.0,0.0,0.0,2.36949,0.0,0.0,0.0,91.66667,0.0,12.518213,0.0,29.885757,78.31221,0.0,0.0,0.0,0.0,0.0,3.6466775,0.0,0.0,0.0,0.0,0.0,0.0,53.878117,43.381817,0.0,0.0,39.817715,12.690355,0.0,0.0,0.0,0.0,,15.085408,0.0,0.0,13.306122,0.0,0.0,3.0635073,0.0,0.0,29.469795,0.0,0.0,0.0,0.0,30.357143,0.0,0.0,0.0,53.156544,0.0,0.0,13.5844755,0.0,0.0,71.28561,1.3386881,22.974176,0.0,17.990005,42.260784,67.819145,14.522669,0.18252048,0.0,0.0,58.976513,14.991454,0.0,0.0,25.816883,81.10418,0.0,4.1972017,4.7169814,0.0,0.0,43.4499,0.0,0.0,0.0,0.0,0.0,0.0,9.012132,0.0,0.0,0.0,0.0,0.0,46.26437,0.0,4.7619047,0.0,11.562553,76.47929,0.0,0.0,7.1907954,54.71698,93.39207,0.0,0.0,0.0,40.65934,0.0,41.158417,2.0689654,25.663715,73.52941,0.0,0.0,18.9897,0.031763677,0.0,0.0,3.6707706,0.0,97.93103,40.55368,0.10545186,5.7544756,1.5804231,36.644974,0.0,85.81077,15.768194,34.403446,19.022789,0.0,0.0,0.0,0.0,47.63636,40.097088,15.642834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.512886,,0.0,0.0,12.5530405,33.35427,0.43918023,1.7241379,0.0,0.0,0.0,0.0,0.0,20.68493,0.0,0.0,0.0,0.0,0.0,0.0,28.867868,50.481857,0.0,0.0,38.214928,0.0,42.393864,4.07197,0.0,0.0,0.0,0.0,19.643385,0.0,0.0,0.0,93.10581,0.0,41.87568
2012,0.0,7.9545455,0.0,0.0,0.0,1.940891,0.0,0.0,0.0,65.97782,6.394756,0.0,0.0,4.158999,0.0,0.0,1.9333608,49.225143,0.0,0.0,69.37002,0.06491399,0.0,0.0,0.0,2.6190045,0.0,0.0,0.0,71.42857,0.0,10.894837,0.0,36.423748,75.15108,0.0,0.0,0.0,0.0,0.0,5.3282585,0.0,0.0,0.0,0.0,0.0,0.0,50.796947,44.566887,0.0,0.0,34.47825,12.544378,0.0,0.0,0.0,0.0,,18.734478,0.0,0.0,10.083795,0.0,0.0,3.7809646,0.0,0.0,39.242035,0.0,0.0,0.0,0.0,31.976744,0.0,0.0,0.0,51.927895,0.0,0.0,13.247864,0.0,0.0,64.57306,1.2755102,21.192053,0.0,18.313114,48.894524,72.092064,18.530823,0.16081049,0.0,0.0,61.450565,16.643522,0.0,0.0,30.202007,74.63032,0.0,4.856953,2.7397258,0.0,0.0,42.198795,0.0,0.0,0.0,0.0,0.0,0.0,11.87447,0.0,0.0,0.0,0.0,0.0,42.889473,0.0,5.1282053,0.0,11.548972,77.15655,0.0,0.0,6.8996415,48.07018,93.55509,0.0,0.0,0.0,41.21864,0.0,41.482697,1.7964072,24.017467,64.10257,0.0,0.0,23.67263,0.027363526,0.0,0.0,6.7200003,0.0,98.14815,39.792896,0.06116208,7.7816496,3.228228,38.770752,0.0,83.3354,14.573992,34.878277,28.80722,0.0,0.0,0.0,0.0,47.87234,39.11855,15.820139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,12.049471,33.05466,0.28839222,3.846154,0.0,0.0,0.0,0.0,0.0,20.466383,0.0,0.0,0.0,0.0,0.0,0.0,28.397846,50.029957,0.0,0.0,40.436443,0.0,37.470024,4.075472,0.0,0.0,0.0,0.0,18.452587,0.0,0.0,0.0,92.92444,0.0,39.234974
2013,0.0,10.81081,0.0,0.0,0.0,1.706705,0.0,0.0,0.0,62.28963,6.5220757,0.0,0.0,3.6729715,0.0,0.0,2.3059618,45.072056,0.0,0.0,57.56522,0.06347191,0.0,0.0,0.0,3.8487813,0.0,0.0,0.0,82.608696,0.0,10.758133,0.0,41.51565,75.067154,0.0,0.0,0.0,0.0,0.0,8.216569,0.0,0.0,0.0,0.0,0.0,0.0,47.86404,45.768555,0.0,0.0,41.288643,12.471784,0.0,0.0,0.0,0.0,,14.190293,0.07530121,0.0,15.001402,0.0,0.0,4.133507,0.0,0.0,36.357037,0.0,0.0,0.0,0.0,31.034483,0.0,0.0,0.0,46.833424,0.0,0.0,15.711463,0.0,0.0,75.10895,1.2180268,17.360115,0.0,20.812687,49.404922,73.98485,16.758026,0.17770225,0.0,0.0,52.315723,15.768128,0.0,0.0,33.32996,74.50599,0.0,5.6752872,9.944752,0.0,0.0,41.863846,0.0,0.0,0.0,0.0,0.0,0.0,12.280702,0.0,0.0,0.0,0.0,0.0,45.063103,0.0,4.848485,0.0,10.682552,66.17406,0.0,0.0,4.574639,36.548225,92.23108,0.0,0.0,0.0,42.307693,0.0,38.064835,2.9629629,25.498007,54.545452,0.0,0.0,24.472952,0.030043563,0.0,0.0,4.0983605,0.0,97.69939,40.69484,0.1525553,7.5977654,2.8039532,42.642563,0.0,84.08841,15.968344,34.72918,23.515394,0.0,0.0,0.0,0.0,45.03546,29.111532,15.28402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.081825,0.0,0.0,0.0,10.77193,30.822784,0.4247533,3.333333,0.0,0.0,0.0,0.0,0.0,20.961811,0.2337814,0.0,0.0,0.0,0.0,0.0,26.558401,49.308445,0.0,0.0,41.678246,0.0,38.98575,4.0835013,0.0,0.0,0.0,0.0,19.299374,0.0,0.0,0.0,91.15717,0.0,45.597485
2014,0.0,9.4827585,0.0,0.0,0.0,1.8334056,0.0,0.0,0.0,62.681202,4.7766047,0.0,0.0,2.9353933,0.0,0.0,1.9625335,45.417732,0.0,0.0,64.65061,0.08635578,0.0,0.0,0.0,4.5550756,0.0,0.0,0.0,95.671,0.0,10.625297,0.0,37.067123,72.53596,0.0,0.0,0.0,0.0,0.0,7.749078,0.0,0.0,0.0,0.0,0.0,0.0,47.92892,44.34909,0.0,0.0,34.519352,14.004629,0.0,0.0,0.0,0.0,,15.963417,0.08032128,0.0,11.629956,0.0,0.0,1.9883103,0.0,0.0,29.649788,0.0,0.0,0.0,0.0,28.16092,0.0,0.0,0.0,51.894398,0.0,0.0,17.669172,0.0,0.0,76.49723,1.566265,17.647058,0.0,20.381083,50.319946,75.258675,15.360744,0.19228674,0.0,0.0,49.45777,15.712582,0.0,0.0,33.461308,68.37155,0.0,7.4151077,29.260452,0.0,0.0,41.963062,0.0,0.0,0.0,0.0,0.0,0.0,25.723475,0.0,0.0,0.0,0.0,0.0,56.801994,0.0,5.2325583,0.0,11.136386,69.51672,0.0,0.0,2.0152884,44.79495,91.63568,0.0,0.0,0.0,42.857143,0.0,37.858547,0.0,25.581394,55.555557,0.0,0.0,28.883448,0.028392958,0.0,0.0,3.1220877,0.0,97.05341,40.424343,0.12973773,7.4193544,0.721627,42.794247,0.0,81.793495,17.426401,37.290504,23.069498,0.0,0.0,0.0,0.0,42.307693,27.356749,14.912611,0.0,0.0,0.0,0.4784689,1.0953348,0.0,0.0,0.0,0.0,0.0,0.0,66.17823,0.0,0.0,0.0,10.578695,21.924198,0.24094817,4.1666665,0.0,0.0,0.0,0.0,0.0,21.621778,0.990099,0.0,0.0,0.0,0.0,0.0,30.267912,48.59594,0.0,0.0,38.55705,0.0,38.615875,4.1255603,0.0,0.0,0.0,0.0,24.686726,0.0,0.0,0.0,90.19077,0.0,44.62475
2015,0.0,8.474577,0.0,0.0,0.0,1.6435155,0.0,0.0,0.0,63.86078,4.775008,0.0,0.0,3.024989,0.0,0.0,1.686625,46.253338,0.0,0.0,65.73341,0.11733646,0.0,0.0,0.0,4.64196,0.0,0.0,0.0,96.296295,0.0,9.8263445,0.0,37.418236,69.586624,0.0,0.0,0.0,0.0,0.0,9.054765,0.0,0.0,0.0,0.0,0.0,0.0,49.87271,42.586483,0.0,0.0,24.704657,12.833333,0.0,0.0,0.0,0.0,,18.53375,0.0,0.0,7.4624686,0.0,0.0,2.0709236,0.0,0.0,22.392067,0.0,0.0,0.0,0.0,23.295454,0.0,0.0,0.0,43.310482,0.0,0.0,26.14145,0.0,0.0,65.7422,0.96051234,20.551601,0.0,19.09001,51.24137,76.13267,17.368044,0.16414502,0.0,0.0,45.39934,15.445119,0.0,0.0,33.941677,66.82671,0.0,13.312694,50.65502,0.0,0.0,42.652428,0.0,13.985148,0.0,0.0,0.0,0.0,33.78788,0.0,0.0,0.0,0.0,0.0,57.204952,0.0,4.4692736,0.0,10.87769,58.407078,0.0,0.0,1.728395,50.333332,91.83302,0.0,0.0,0.0,39.46488,0.0,42.282326,0.6329114,28.275862,40.740738,0.0,0.0,36.14093,0.027972028,0.0,0.0,2.8230433,0.0,97.545006,38.64831,0.13299052,6.8932037,0.84938884,44.526695,0.0,79.44005,15.598086,43.264656,28.803284,0.0,0.0,0.0,0.0,40.344826,27.611937,14.851763,0.0,0.0,0.0,4.5045047,1.1933175,0.0,0.0,0.0,0.0,0.0,0.0,72.25326,0.0,0.0,0.0,10.6311035,29.594595,0.24074073,5.263158,0.0,0.0,0.0,0.0,0.0,19.44554,0.93240094,0.0,0.0,0.0,0.0,0.0,29.094246,46.41667,0.0,0.0,34.536903,0.0,33.114674,3.3792024,0.0,0.0,0.0,0.0,34.873096,0.0,0.0,0.0,90.774765,0.0,47.34098
2016,0.0,7.4380164,0.0,0.0,0.0,1.3113195,0.0,0.0,0.0,62.87418,3.1447508,0.0,0.0,0.46257856,0.0,0.0,1.4908091,43.498768,0.0,0.0,67.87126,0.089365505,0.0,0.0,0.0,4.4343486,0.0,0.0,0.0,99.62825,0.0,9.731347,0.0,38.386402,67.76849,0.0,0.0,0.0,0.0,0.0,8.11343,0.0,0.0,0.0,0.0,0.0,0.0,51.18293,40.801533,0.0,0.0,29.177631,12.566559,0.0,0.0,0.0,0.0,,13.457702,0.0,0.0,10.138182,0.0,0.0,1.8305775,0.0,0.0,9.042397,0.1740644,0.0,0.0,0.0,28.813559,0.0,0.0,0.0,35.066864,0.0,0.0,29.763912,0.0,0.0,65.89717,0.41493773,20.63492,0.0,17.659975,52.564556,76.59052,15.562913,0.17124484,0.0,0.0,36.054317,12.453226,0.0,0.0,31.831345,62.510567,0.0,11.863118,46.77138,0.0,0.0,41.70306,0.0,31.227934,0.0,0.0,0.0,0.0,35.47936,0.0,0.0,0.0,0.0,0.0,55.03725,0.0,4.2105265,0.0,10.753863,51.33215,0.0,0.0,0.055187635,41.40127,92.23986,0.0,0.0,0.0,41.639343,0.0,44.142998,3.3783784,35.98726,31.428572,0.0,0.0,32.30958,0.02702155,0.0,0.0,1.0196987,0.0,95.65217,37.74942,0.5044752,6.0661764,1.9174898,47.692474,0.0,78.50603,16.860466,42.671146,21.388655,0.0,0.0,0.0,0.0,38.77551,24.727499,15.715373,1.5625,0.0,0.0,8.158996,1.2017833,0.0,0.0,0.0,0.0,0.0,0.0,70.55167,0.0,0.0,0.0,10.447762,30.868763,0.16678427,8.333333,0.0,0.0,0.0,0.0,0.0,20.637304,3.538283,0.0,0.0,0.0,0.0,0.0,33.62609,46.957706,0.0,0.0,37.24025,0.0,30.315151,3.3895419,0.0,0.0,0.0,0.0,38.14813,0.0,0.0,0.0,90.71798,2.8037384,54.532776
2017,0.0,8.730159,0.0,0.0,0.0,1.3803997,0.0,0.0,0.0,61.462715,2.6233418,0.0,0.0,0.0,0.0,0.0,1.4023145,46.654774,0.0,0.0,75.98522,0.086931325,0.0,0.0,0.0,3.87735,0.0,0.0,0.0,99.66888,0.0,9.380087,0.0,37.1215,67.07654,0.0,0.0,0.0,0.0,0.0,4.014273,0.0,0.0,0.0,0.0,0.0,0.0,48.320892,37.43599,0.0,0.0,20.097088,12.552083,0.0,0.0,0.0,0.0,,16.568764,0.15197568,0.0,8.67891,0.0,0.0,2.3020523,0.0,0.0,6.661345,0.17482518,0.0,0.0,0.0,27.84091,0.0,0.0,0.0,34.233578,0.0,0.0,27.795786,0.0,0.0,64.8078,0.0,11.639762,0.0,14.975699,55.659637,75.79809,11.872147,0.22610347,0.0,0.0,32.666073,11.171215,0.0,0.0,33.75276,64.526764,0.0,7.5471697,54.744526,0.0,0.0,45.018303,0.0,35.17863,0.0,0.0,0.0,0.0,34.4086,0.0,0.0,0.0,0.0,0.0,54.946774,0.0,6.060606,0.0,9.377375,60.535717,0.0,0.0,6.7015204,54.83871,91.21061,0.0,0.0,0.0,42.122185,0.0,42.87226,3.9548023,41.48607,37.5,0.0,0.0,27.042398,0.02697781,0.0,0.0,1.3284471,0.0,96.79054,37.914436,8.369131,1.5398551,1.4418516,49.650272,0.0,77.19381,14.163614,46.18011,25.473173,0.0,0.0,0.0,0.0,38.25503,26.408562,15.947102,3.0769231,0.0,0.0,6.567797,1.3006886,0.0,0.0,0.0,0.0,0.0,0.0,72.61251,0.0,0.0,0.0,10.904449,30.031155,0.19484869,4.6511626,0.0,0.0,0.0,0.0,0.0,20.217281,5.411375,0.0,0.0,0.0,0.0,0.0,32.78953,48.36454,0.0,0.0,31.613691,0.0,29.756853,3.4352398,0.0,0.0,0.0,0.0,34.773006,0.0,0.0,0.0,89.531784,8.791208,44.76821
2018,0.0,10.256411,0.0,0.0,0.0,1.3830222,0.0,0.0,0.0,59.61238,2.7988248,0.0,0.0,0.0,0.0,0.0,2.2615287,40.120407,0.0,0.0,65.23335,0.0769428,0.0,0.0,0.0,3.458654,0.0,0.0,0.0,99.35691,0.0,8.014996,0.0,36.558216,66.47819,0.0,0.0,0.0,0.0,0.0,5.779312,0.0,0.0,0.0,0.0,0.0,0.0,47.443577,36.085278,0.0,0.0,21.747766,11.632652,0.0,0.0,0.0,0.0,,13.75829,0.0,0.0,8.24434,0.0,0.0,1.4429588,0.0,0.0,5.04315,0.08305648,0.0,0.0,0.0,26.315788,0.0,0.0,0.0,32.674397,0.0,0.0,29.433964,0.0,0.0,60.131256,0.0,10.724852,0.0,14.570984,56.383236,75.91661,6.957929,0.20489834,0.0,0.0,29.846424,9.952457,0.0,0.0,33.30409,66.92458,0.0,7.064161,37.5,0.0,0.0,43.26868,0.0,34.921562,0.0,0.0,0.0,0.0,33.001247,0.0,0.0,0.0,0.0,0.0,61.5162,0.0,19.32773,0.0,8.311146,50.802135,0.0,0.0,7.1164513,40.789474,88.73668,0.0,0.0,0.0,40.384617,0.0,45.31012,1.4184397,40.85714,35.849056,0.0,0.0,24.3855,0.027408523,0.0,0.0,2.2410245,0.0,94.754654,37.88121,12.222911,4.285714,0.23800805,52.065372,0.0,77.05837,14.188807,45.630287,20.582691,0.0,0.0,0.0,0.0,35.9322,24.426409,15.922431,3.6585364,0.0,0.0,9.919028,1.3026241,0.0,0.0,0.0,0.0,0.0,0.0,68.23016,0.0,0.0,0.0,11.290322,28.660048,0.20812929,4.0816326,0.0,0.0,0.0,0.0,0.0,20.139515,6.838906,0.0,0.0,0.0,0.0,0.0,37.248043,48.698868,0.0,0.0,30.689354,0.0,27.358713,3.7212982,0.0,0.0,0.0,0.0,42.20002,0.0,0.0,0.0,90.12211,12.530712,43.796394
2019,0.0,5.4794517,0.0,0.0,0.0,0.83852935,0.0,0.0,0.0,56.352013,2.1219409,0.0,0.0,0.0,0.0,0.0,1.5274351,39.341263,0.0,0.0,62.916187,0.07414731,0.0,0.0,0.0,3.4231758,0.0,9.736308,0.0,99.60159,0.0,7.642943,0.0,33.496067,64.70627,0.0,0.0,0.0,0.0,0.0,10.319879,0.0,0.0,0.0,0.0,0.0,0.0,43.548763,28.570713,0.0,0.0,11.270003,16.729322,0.0,0.0,0.0,0.0,,4.7538075,0.0,0.0,6.3547587,0.0,0.0,0.6434848,0.0,0.0,2.1154964,0.0,0.0,0.0,0.0,22.674417,0.0,0.0,0.0,25.276329,0.0,0.0,31.968504,0.0,0.0,57.01137,0.4484305,12.964427,0.0,11.756127,59.06106,73.90173,1.6606969,0.25401405,0.0,0.0,30.419678,6.496776,0.0,0.0,33.48959,66.732414,0.0,7.54843,43.473454,0.0,0.0,41.525223,0.0,36.523685,0.0,0.0,0.0,0.0,35.534214,0.0,0.0,0.0,0.0,0.0,66.617134,0.0,19.433197,0.0,9.484284,59.79557,0.0,0.0,11.697722,43.731777,84.72623,0.0,0.0,0.0,36.222908,0.0,42.806725,2.8985507,45.345345,29.850746,0.0,0.0,14.735527,0.029888663,0.0,0.0,3.6342857,0.0,94.803154,36.576317,19.401306,9.19244,0.2813434,54.597755,0.0,72.38084,18.3812,49.706867,10.717055,0.0,0.0,0.0,0.0,35.737705,23.162016,16.77309,2.352941,0.0,0.0,13.058418,1.2005911,0.0,0.0,0.0,0.0,0.0,0.0,69.39772,0.0,0.0,0.0,8.29493,28.193832,0.124688275,8.163265,0.0,0.0,0.0,0.0,0.0,19.210768,7.061069,0.0,0.0,0.0,0.0,0.0,37.597443,47.138844,0.0,0.0,29.538082,0.0,23.205193,6.010069,0.0,0.0,0.0,0.0,50.723965,0.0,0.0,0.0,89.18715,11.291413,47.759438
2020,0.0,1.6949153,0.0,0.0,0.53164375,1.1338495,0.0,0.0,0.0,53.905334,0.81112397,0.0,0.0,0.0,0.0,0.0,3.685935,33.6572,0.0,0.0,70.57772,0.0778412,0.0,0.0,0.0,2.8230166,0.0,21.428572,0.0,97.247696,0.0,6.0911455,0.0,31.191671,63.27183,0.0,0.0,0.0,0.0,0.0,11.729903,0.0,0.0,0.0,0.0,0.0,0.0,38.701622,23.749449,0.0,0.0,10.706788,30.631092,0.0,0.0,0.0,0.0,,2.1274135,0.0,0.0,3.5239747,0.0,0.0,0.58587086,0.0,0.0,1.7434106,0.0,0.0,0.0,0.0,16.470589,0.0,0.0,0.0,13.912861,0.0,0.0,21.095007,0.0,0.0,35.312958,0.4681648,9.221467,0.0,10.624285,61.979984,72.30237,2.0957148,0.2372409,0.0,0.0,26.414042,4.8336406,0.0,0.0,33.653797,63.684067,0.0,8.376623,46.09375,0.0,0.0,35.853897,0.0,28.403404,0.0,0.0,0.0,0.0,38.568832,0.0,0.0,0.0,0.0,0.0,70.12887,0.0,9.722221,0.0,5.8175235,49.25094,0.0,0.0,13.099041,47.78761,84.48795,0.0,0.0,0.0,39.310345,0.0,51.077526,3.0,47.22222,31.343283,0.0,0.0,6.24795,0.025920164,0.0,0.0,3.9215689,0.0,94.477615,35.28827,19.067062,5.5758686,0.26420078,57.179363,0.0,68.342354,16.046146,42.94606,4.592333,0.0,0.0,0.0,0.0,50.39578,16.95345,16.119106,3.3707864,0.0,0.0,2.4752476,0.99868095,0.0,0.0,0.0,0.0,0.0,0.0,71.16729,0.0,0.0,0.0,6.524027,25.814093,0.0,4.0816326,0.0,0.0,0.0,0.0,0.0,20.863554,8.258706,0.0,0.0,0.0,0.0,0.0,35.185432,45.937355,0.0,0.0,27.20076,0.0,19.128262,7.816023,0.0,0.0,0.0,0.0,50.217213,0.0,0.0,0.0,89.40115,12.409718,40.834576
2021,0.0,2.8301888,0.0,0.0,2.0194566,1.5540321,0.0,0.0,0.0,51.374084,0.0,0.0,0.0,0.0,0.0,0.0,5.541035,36.19229,0.0,0.0,60.836502,0.07272727,0.0,0.0,0.0,3.6945026,0.0,21.754387,0.0,95.98394,0.0,5.4621267,0.0,28.80753,62.499504,0.0,0.0,0.0,0.0,0.0,5.263158,0.0,0.0,0.0,0.0,0.0,0.0,40.855843,28.44531,0.0,0.0,13.274606,26.878208,0.0,0.0,0.0,0.0,,1.7950139,0.0,0.0,3.7026765,0.0,0.0,0.9882823,0.0,0.0,2.1055696,0.0,0.0,0.0,0.0,13.855422,0.0,0.0,0.0,9.80826,0.0,0.0,21.590174,0.0,0.0,37.272224,0.5208333,9.662476,0.0,8.337951,61.404194,74.052055,8.613047,0.23568362,0.0,0.0,23.171566,4.9108553,0.0,0.0,33.659042,59.071953,0.0,13.0118885,36.21032,0.0,0.0,34.897,0.0,26.458797,0.0,0.0,0.0,0.0,34.914288,0.0,0.0,0.0,0.0,0.0,68.47458,0.0,18.577076,0.0,4.009091,39.60217,0.0,0.0,10.61061,38.19629,84.27419,0.0,0.0,0.0,41.80602,0.0,45.30563,2.6490066,39.175255,26.760565,0.0,0.0,12.086093,0.025456628,0.0,0.0,5.970149,0.0,93.198265,35.916794,16.017557,4.1288195,0.24565713,58.67612,0.0,71.35187,16.42562,34.685917,1.6253555,0.0,0.0,0.0,0.0,30.097088,18.25478,16.17361,4.0,0.0,0.0,6.0060062,1.200932,0.0,0.0,0.0,0.0,0.0,0.0,63.454353,0.0,0.0,0.0,5.7239056,24.695316,0.0,3.9215686,0.0,0.0,0.0,0.0,0.0,20.446814,8.445947,0.0,0.0,0.0,0.0,0.0,31.75552,45.180912,0.0,0.0,23.530169,0.0,21.619696,6.9428887,0.0,0.0,0.0,0.0,46.539963,0.0,0.0,0.0,86.296104,7.3363433,29.288216
2022,0.0,3.125,0.0,0.0,0.0,1.6137893,0.0,0.0,0.0,47.343544,0.0,0.0,0.0,0.0,0.0,0.0,5.5354524,43.337315,0.0,0.0,67.5841,0.080688536,0.0,0.0,0.0,2.0969625,0.0,21.607143,0.0,95.70313,0.0,4.114121,0.0,23.637962,61.169144,0.0,0.0,0.0,0.0,0.0,6.0463433,0.0,0.0,0.0,0.0,0.0,0.0,44.046337,31.740402,0.0,0.0,12.660759,32.295895,0.0,0.0,0.0,0.0,,2.7372456,0.0,0.0,4.766524,0.0,0.0,0.8879592,0.0,0.0,1.7313598,0.0,0.0,0.0,0.0,13.414634,0.0,0.0,0.0,11.147669,0.0,0.0,9.421365,0.0,0.0,35.263157,0.59473234,11.063829,0.0,8.356624,61.554832,74.02995,7.051472,0.24790238,0.0,0.0,22.50605,8.0701,0.0,0.0,33.730553,57.30278,0.0,12.735167,32.300472,0.0,0.0,33.36696,0.0,23.863636,0.0,0.0,0.0,0.0,40.621407,0.0,0.0,0.0,0.0,0.0,70.031395,0.0,19.31818,0.0,6.279583,46.632996,0.0,0.0,9.333334,46.827793,85.80645,0.0,0.0,0.0,31.410257,0.0,42.35691,1.5151514,36.893204,22.784811,0.0,0.0,12.354955,0.027506532,0.0,0.0,2.855185,0.0,93.198265,35.479637,15.733746,4.0816326,0.28380635,59.56779,0.0,69.83762,16.281408,34.764595,0.0,0.0,0.0,0.0,0.0,27.596441,18.9441,17.019728,4.8076925,0.0,0.0,6.2666664,1.0014055,0.0,0.0,0.0,0.0,0.0,0.0,67.4225,0.0,0.0,0.0,6.103994,23.428144,0.0,3.6363635,0.0,0.0,0.0,0.0,0.0,19.692854,5.956259,0.0,0.0,0.0,0.0,0.0,35.444225,42.86061,0.0,0.0,21.566713,0.0,19.396578,7.5129876,0.0,0.0,0.0,0.0,39.24409,0.0,0.0,0.0,84.4504,11.093991,32.662193
