Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2009,0.0,14199975.0,14838578.0,11710.12,0.0,0.0,898805.06,21461.906,1262.595,0.0,0.0,8947.107,8464473.0,0.0,6656596.0,13730598.0,64724828.0,528555.4,0.0,0.0,23278.705,589283.9,40952.43,0.0,1322148.0,2112876.5,0.0,0.0,197786.58,1126720.9,4103316.5,0.0,0.0,68039.18,11981361.0,9393121.0,9232049.0,58243360.0,2692886.8,1726590.8,256136.86,131090.52,26998.678,271073.44,440.50348,0.0,0.0,0.0,0.0,386487.47,6748.674,0.0,203600.42,425884.25,518908.4,962516.7,1764497.8,0.0,0.0,67149820.0,0.0,130642.42,0.0,0.0,40807.746,287449.25,0.0,0.0,9671577.0,0.0,7435211.0,1062967.8,1454637.2,392942.84,0.0,12237.939,0.0,2402438.5,0.0,168469.08,0.0,1777207.8,0.0,6143194.5,0.0,15566086.0,0.0,306381200.0,0.0,229375.81,571106.4,0.0,0.0,0.0,246329.56,42850.41,0.0,0.0,31114846.0,26948.215,10621947.0,38115.19,1125.9847,0.0,0.0,2034775.1,34945.855,3868110.5,1050503.2,11041.484,0.0,2677580.2,1644132.9,15814.58,0.0,0.0,0.0,109.50711,4516339.5,0.0,22921.791,17798052.0,348.2697,1903991.9,9519.479,15670.315,11731009.0,0.0,23454340.0,5564.656,530149.56,0.0,19032984.0,2262984.8,12474.29,13200938.0,196872.6,1161263.2,0.0,13982603.0,81024740.0,1250108.8,0.0,0.0,11059425.0,90.14416,0.0,0.0,0.0,,1185100700.0,34015892.0,463369.5,3929965.8,14818325.0,261.9263,6132530.5,0.0,0.0,18409966.0,0.0,175808.23,3689.043,0.0,0.0,651758.94,2284563.2,8491005.0,0.0,24544070.0,5736886.0,0.0,408295.12,5171522.0,538296.94,0.0,8911095.0,29283.338,8966250.0,76654.64,29352.682,0.0,0.0,0.0,678563.94,100.47402,2793.5332,1955950.6,0.0,11144447.0,4343887.0,681210.8,74902.3,16354.942,568565.94,8576.24,13101.06,53253.402,216119.81,366.135,38746976.0,28306036.0,46623.023,29790.871,0.0,139696.64,9503.687,284382.97,462.70517,0.0,3371942.0,155231.58,4021.77,10474801.0,9000762.0,9901946.0,7438819.0
2010,6721.3066,16206783.0,15141636.0,11652.128,0.0,0.0,495463.06,6089.5073,1109.1626,0.0,0.0,9054.194,8879492.0,0.0,6446745.0,14057377.0,68034290.0,480713.9,0.0,0.0,19057.36,531094.6,32344.738,0.0,1221881.4,2711830.0,0.0,0.0,187335.72,975893.25,4052681.2,0.0,0.0,85907.32,4013155.8,9355035.0,9283327.0,59649844.0,2677374.0,1432872.8,198415.33,96349.18,45559.617,248542.66,0.0,0.0,0.0,0.0,0.0,391635.66,5990.731,0.0,186583.48,398070.06,376917.38,535175.06,1764166.5,0.0,0.0,67451190.0,0.0,69191.83,0.0,0.0,38176.7,184027.0,0.0,0.0,9120049.0,0.0,7474786.5,1024967.2,1472366.1,403099.84,0.0,11828.114,0.0,2276517.2,0.0,125125.73,0.0,1589516.8,0.0,6156469.0,0.0,14285717.0,0.0,294705100.0,0.0,464523.88,496725.34,0.0,0.0,0.0,214388.39,0.0,0.0,0.0,33611644.0,54670.59,9991000.0,40003.07,93.690575,0.0,0.0,1887590.0,25206.44,3843768.8,1176108.8,9912.554,0.0,3069225.5,1656888.2,9291.94,0.0,4195.0464,0.0,0.0,1396082.8,0.0,20036.39,19454788.0,3607.92,908994.56,5516.663,9731.49,11639995.0,0.0,25100484.0,4955.443,588803.75,0.0,18652380.0,2231255.2,7502.381,13536561.0,143278.88,1173054.9,0.0,14298194.0,86654296.0,1141752.6,0.0,0.0,8585373.0,80.3443,0.0,0.0,0.0,,1158910200.0,25701838.0,475338.03,3461236.8,13968883.0,220.75143,6144986.0,0.0,0.0,17665990.0,0.0,149187.16,3786.1035,0.0,0.0,587159.56,999941.94,9316751.0,0.0,22665214.0,5496404.5,0.0,344297.3,5507102.0,509733.0,0.0,5848857.5,21874.531,9599764.0,70175.57,48393.24,0.0,0.0,0.0,604737.6,0.0,2693.0999,1641217.4,0.0,11524570.0,4658952.0,205740.44,91825.46,0.0,672501.0,7732.7964,0.0,53829.9,0.0,350.26233,38134230.0,28471516.0,0.0,23229.959,0.0,113542.45,8027.0103,259318.36,470.47415,0.0,2273832.8,133180.64,6948.8247,10487720.0,9003176.0,10893163.0,8160851.0
2011,0.0,16669499.0,15838803.0,8715.674,0.0,0.0,417306.6,15139.5,4661.929,0.0,0.0,9172.942,9115464.0,0.0,6369076.0,14195946.0,62050796.0,433551.47,0.0,0.0,11225.508,473082.16,27165.746,0.0,1210824.4,1366987.1,0.0,0.0,129106.59,970414.4,4090258.8,0.0,0.0,69407.52,1345014.5,10158044.0,9367557.0,61142956.0,2728956.8,1493568.6,205093.17,90526.1,36878.805,226031.42,0.0,0.0,0.0,0.0,0.0,397445.84,6836.248,0.0,208857.89,369033.75,475112.8,546556.94,1763109.1,0.0,0.0,71725470.0,0.0,68474.18,0.0,0.0,36294.223,201364.36,0.0,0.0,9368137.0,63.31904,7513051.0,1025616.4,1390985.8,420982.1,0.0,12552.844,0.0,2366740.0,0.0,117892.2,0.0,1520224.0,0.0,6167070.0,0.0,12972434.0,0.0,258551120.0,0.0,391917.97,643228.44,0.0,0.0,0.0,245684.02,29921.809,0.0,34131.484,27279898.0,94291.805,9216337.0,27772.396,0.0,0.0,0.0,1927977.1,15288.216,4048109.8,1249610.8,7902.8433,0.0,2563103.2,1560856.9,9084.4375,0.0,4119.3555,0.0,0.0,1283591.5,0.0,17164.15,19558710.0,3363.0718,1152435.0,5242.606,5812.253,11725962.0,0.0,22683698.0,6203.4497,777382.5,0.0,18871934.0,2266318.5,5009.635,14104881.0,145810.19,1238429.6,0.0,14720074.0,75578400.0,1093981.8,0.0,0.0,8980889.0,100.979996,0.0,0.0,0.0,,1098061800.0,24857014.0,421059.62,3018321.8,12575826.0,198.85773,6499679.0,0.0,0.0,17217142.0,0.0,104663.445,11649.076,0.0,0.0,523835.44,1144149.9,9431769.0,0.0,22298876.0,5637120.0,0.0,336743.53,5480261.5,450669.5,0.0,5927438.5,21709.777,10000041.0,69432.73,30038.535,0.0,0.0,0.0,545502.5,0.0,1661.3804,1944638.4,0.0,11607048.0,4170633.8,483048.34,86072.516,11366.661,525127.9,8390.464,33200.477,54430.17,0.0,323.4,39493200.0,28484780.0,0.0,26614.701,0.0,86470.47,6451.593,350221.66,373.23087,0.0,884683.1,141214.92,6425.5347,10481501.0,8691215.0,10351899.0,8578712.0
2012,0.0,9443051.0,15786227.0,2900.357,0.0,0.0,379456.12,15120.5,0.0,0.0,0.0,0.0,9416411.0,0.0,6404956.5,14579272.0,53499184.0,387212.28,0.0,0.0,11010.451,415660.94,30431.668,0.0,1009517.3,984380.56,0.0,0.0,60968.715,927791.5,4103654.8,0.0,0.0,0.0,1354169.4,10372449.0,9322669.0,61973404.0,2768422.8,1371474.2,209260.39,86008.45,23319.67,192153.62,0.0,0.0,0.0,0.0,0.0,438903.16,4492.67,0.0,211478.48,451752.84,436021.9,279485.84,1752342.1,0.0,0.0,68017120.0,0.0,67703.945,0.0,0.0,34740.58,197617.06,0.0,0.0,11629407.0,32.028515,8060127.0,1023590.06,1405355.9,443664.7,0.0,11051.953,0.0,1991833.0,0.0,111196.93,0.0,1429272.6,0.0,6253327.5,0.0,10107941.0,0.0,257013570.0,0.0,396852.9,235582.86,0.0,0.0,0.0,191297.7,37935.633,0.0,0.0,27166860.0,11303.98,8623314.0,26162.176,0.0,0.0,0.0,1538478.8,26178.709,3966349.8,1316197.0,8111.5835,0.0,2752029.5,1615277.1,0.0,0.0,0.0,0.0,0.0,1200788.1,0.0,14301.62,19074962.0,3094.5557,1051365.6,4936.223,7719.313,12616033.0,0.0,22277338.0,4349.907,462872.0,0.0,19178224.0,2301705.5,7535.273,14547068.0,59324.76,1176334.6,0.0,15268274.0,82814296.0,1103540.5,0.0,0.0,6828659.5,61.60184,0.0,0.0,0.0,,1081111900.0,23674056.0,402240.28,2629983.0,12922642.0,426.36026,6667146.5,0.0,0.0,16740588.0,0.0,129734.0,7959.875,0.0,0.0,441276.16,0.0,8934668.0,0.0,21895444.0,5790065.5,0.0,327529.0,5424294.5,385180.62,0.0,6006279.0,14402.775,10401284.0,79753.81,30382.191,0.0,0.0,0.0,513605.4,0.0,1501.1483,2116658.8,2216.7634,12180540.0,4324348.5,624925.94,72126.88,5808.4575,499349.4,7737.1167,0.0,55048.234,0.0,251.48233,40125996.0,27298264.0,46209.35,13341.654,0.0,87786.6,5001.8545,206875.88,333.79456,0.0,1879716.1,139623.36,6287.9297,13534415.0,7959821.5,10558849.0,7738017.0
2013,0.0,10119265.0,16118022.0,2895.048,0.0,0.0,298075.88,18131.953,0.0,0.0,0.0,0.0,9719026.0,0.0,6992869.0,14970315.0,60264870.0,336520.0,0.0,0.0,18054.295,358842.3,30404.809,0.0,1121673.8,793916.2,0.0,0.0,91384.39,899086.44,4108540.8,0.0,0.0,70748.29,0.0,9216813.0,9352838.0,64269412.0,2792831.8,1015333.44,213034.75,80419.31,18864.658,169472.5,0.0,0.0,0.0,0.0,0.0,407717.12,3764.611,0.0,163101.17,307314.53,316142.56,95332.1,1737013.4,0.0,0.0,68119620.0,0.0,75140.836,0.0,0.0,33085.023,260175.98,0.0,0.0,8024155.5,32.406506,7588090.5,1020352.75,1419529.4,459060.3,0.0,10667.779,0.0,1831093.4,0.0,105002.94,0.0,1137827.9,0.0,6245863.0,0.0,8954836.0,0.0,218995200.0,0.0,160826.92,352819.88,0.0,0.0,0.0,169804.88,23975.672,0.0,0.0,26947090.0,63548.562,7448572.0,24133.652,0.0,0.0,0.0,1368556.5,22973.83,4032155.2,1443759.9,4854.3374,0.0,2017330.5,1503304.4,0.0,0.0,0.0,0.0,0.0,946053.0,0.0,11438.275,20999192.0,2400.4138,1065094.0,4611.97,5768.2065,11802700.0,0.0,21864256.0,1867.78,545014.1,0.0,19440050.0,2330214.5,7553.5425,14707253.0,120697.516,1184819.1,0.0,15704874.0,80385950.0,1083075.9,0.0,0.0,6235338.5,63.101837,0.0,0.0,0.0,,1038246300.0,22584910.0,416960.9,2355616.2,12759542.0,141.18454,6824817.5,0.0,0.0,16286837.0,0.0,59824.45,4076.646,0.0,0.0,379690.5,0.0,9407153.0,0.0,21500148.0,5895665.0,0.0,329004.56,5807654.0,306941.97,0.0,6241753.5,7166.444,10741956.0,67601.8,30727.09,0.0,0.0,0.0,480245.75,0.0,1798.98,2080023.8,0.0,12582102.0,4298410.5,419069.62,82167.234,5939.2505,472747.56,5246.823,0.0,33424.42,0.0,264.02417,40816970.0,30425194.0,0.0,13381.398,0.0,59447.227,3460.3167,179472.73,285.32748,0.0,1358596.5,173811.22,5948.04,7152361.0,8092463.0,10763899.0,8324202.5
2014,0.0,3443214.8,18469324.0,0.0,0.0,0.0,0.0,9041.492,0.0,0.0,0.0,0.0,10043800.0,0.0,7268773.0,14729405.0,59394812.0,290016.34,0.0,0.0,3564.775,302352.2,29658.455,0.0,1084888.9,600261.5,0.0,0.0,63049.945,868817.6,4068400.2,0.0,0.0,0.0,0.0,9344937.0,9529874.0,67818810.0,2816348.0,1024438.06,200643.83,75311.91,28602.64,146715.42,0.0,0.0,0.0,0.0,0.0,412116.66,3026.0413,0.0,154732.92,274434.03,160351.23,195054.34,1714725.9,0.0,0.0,73612170.0,0.0,64230.95,0.0,0.0,31218.05,255213.48,0.0,0.0,6085024.5,32.8125,7629494.5,1017328.2,1441649.0,475941.53,0.0,10271.881,0.0,2273850.0,0.0,98803.984,0.0,1024133.06,0.0,6265434.5,0.0,7766322.0,0.0,195529330.0,0.0,0.0,292401.56,0.0,0.0,0.0,187181.11,17583.152,0.0,0.0,29472920.0,11811.517,6759183.0,19144.113,0.0,0.0,0.0,1173055.1,19041.164,4135249.2,1574676.8,3308.6248,0.0,1516794.6,1501824.1,0.0,0.0,0.0,0.0,0.0,923528.0,0.0,5715.543,19068548.0,0.0,958277.7,4232.66,3835.0557,11857337.0,0.0,24327184.0,14346.131,414835.8,0.0,19392932.0,2355290.5,6306.04,14643575.0,92089.35,1193063.6,0.0,16199012.0,85140780.0,1098034.9,0.0,0.0,4178527.2,53.71,0.0,0.0,0.0,,1015186100.0,21212204.0,358073.2,2138223.2,10584244.0,35.429462,6980698.0,0.0,0.0,15830684.0,0.0,60698.11,4173.3345,0.0,0.0,318543.34,0.0,9114535.0,0.0,21391648.0,5519319.5,0.0,305369.47,5583624.5,301984.88,0.0,6482992.0,21395.578,10751964.0,61784.84,31070.152,0.0,0.0,0.0,397704.66,0.0,0.0,1986819.1,0.0,12996829.0,4057540.2,351081.8,75830.1,0.0,444395.5,4370.968,0.0,22548.232,0.0,230.66383,38518904.0,28970850.0,0.0,10069.1045,0.0,60445.07,2043.1667,0.0,263.697,0.0,733439.4,132462.16,4200.774,10246719.0,7838871.5,11460521.0,9618382.0
2015,0.0,9642053.0,16331522.0,0.0,0.0,0.0,130432.36,0.0,0.0,0.0,0.0,0.0,10174821.0,0.0,7997919.5,15735535.0,41439624.0,237463.77,0.0,0.0,10555.73,245987.84,29219.297,0.0,936249.94,605032.75,0.0,0.0,34068.418,835040.5,4041396.5,0.0,0.0,54143.426,0.0,9442132.0,9424053.0,67583630.0,2839352.5,845460.4,188210.64,69685.57,28908.154,112750.65,0.0,0.0,0.0,0.0,0.0,417308.03,2323.532,0.0,146087.77,240116.56,195194.2,697178.4,1683205.9,0.0,0.0,73745660.0,0.0,62463.336,0.0,0.0,29353.32,259205.55,0.0,0.0,7460977.5,0.0,7660362.0,1007711.56,1427379.1,492879.9,0.0,9862.135,0.0,1517315.6,0.0,91053.72,0.0,923730.5,0.0,6229759.5,0.0,6544981.5,0.0,159362940.0,0.0,0.0,225362.64,0.0,0.0,0.0,142929.19,9544.584,0.0,0.0,27499698.0,78520.65,5827472.5,10980.611,0.0,0.0,0.0,700569.6,19417.605,3951197.8,1711336.4,1749.0499,0.0,1195289.4,1435344.6,0.0,0.0,0.0,0.0,0.0,934403.8,0.0,2835.9348,19375146.0,856.295,1210723.0,3855.201,1912.4009,11602046.0,0.0,20180178.0,3123.255,363223.7,0.0,20176154.0,2399405.2,5051.535,15240343.0,31232.322,1149161.2,0.0,16629541.0,90569144.0,1033102.25,0.0,0.0,5008253.5,109.54,0.0,0.0,0.0,,973073700.0,19556180.0,332643.0,1857913.1,11479117.0,88.85,7134488.5,0.0,0.0,15345211.0,0.0,43113.53,4270.027,0.0,0.0,237786.78,6508832.5,8986096.0,0.0,20812704.0,5764366.0,0.0,287097.34,5651237.0,284449.0,0.0,6737798.0,7095.275,10574398.0,65495.15,29081.35,0.0,0.0,0.0,410269.9,0.0,0.0,1942461.9,0.0,13519755.0,4237746.5,282164.25,172876.8,0.0,394077.78,0.0,0.0,11402.091,0.0,208.29718,38391470.0,30588128.0,0.0,10104.154,0.0,30748.879,641.75836,0.0,0.0,0.0,649759.94,126930.18,3632.0823,10157957.0,8338358.0,11298972.0,9546546.0
2016,0.0,798115.1,16984548.0,2876.0574,0.0,0.0,43899.645,5984.509,0.0,0.0,0.0,0.0,10284098.0,0.0,7369640.5,16125270.0,38755670.0,186141.55,0.0,0.0,0.0,189387.58,24435.225,0.0,916761.3,609660.56,0.0,0.0,5235.039,800049.9,4082032.2,0.0,0.0,0.0,0.0,9278217.0,9428573.0,69431950.0,2856727.2,758999.44,175050.86,64069.25,24334.99,90125.234,0.0,0.0,0.0,0.0,0.0,417136.53,1531.33,0.0,116065.57,245103.7,214567.3,0.0,1659214.5,0.0,0.0,60936068.0,0.0,60664.94,0.0,0.0,27486.896,249936.45,0.0,0.0,6076845.0,0.0,8028565.0,995723.25,1412389.5,509766.9,0.0,9440.657,0.0,1334037.9,0.0,83990.28,0.0,790640.06,0.0,6360188.0,0.0,6351062.0,0.0,139770220.0,0.0,0.0,115410.055,0.0,0.0,0.0,95537.16,0.0,0.0,0.0,22577514.0,18526.203,4946074.0,8767.374,0.0,0.0,0.0,759968.2,12645.928,3913865.5,1843731.2,351.28665,0.0,530225.0,1382643.9,0.0,0.0,0.0,0.0,0.0,770515.0,0.0,2803.1433,20123062.0,0.0,611256.75,3482.7583,0.0,11745069.0,0.0,22864090.0,2501.4214,284174.66,0.0,20174784.0,2402954.2,3791.2795,15626387.0,31789.201,1226924.2,0.0,17169174.0,79545580.0,1003459.1,0.0,0.0,2599858.8,33.45034,0.0,0.0,0.0,,895599400.0,18051382.0,306210.47,1790257.6,8538857.0,0.0,7751886.0,0.0,0.0,14879331.0,0.0,99985.914,0.0,0.0,0.0,177320.7,870090.56,8414943.0,30953.727,20423646.0,5337255.0,0.0,276874.4,5742646.5,248032.0,0.0,7016534.0,7058.215,10256106.0,62328.832,24685.775,0.0,0.0,0.0,420719.56,0.0,0.0,1957770.5,0.0,13724108.0,4180609.8,70858.766,62059.145,0.0,288653.3,3165.72,0.0,0.0,0.0,295.10965,36169736.0,28439780.0,0.0,10137.952,0.0,31284.092,319.05023,184593.84,0.0,0.0,752003.75,114820.72,2238.4858,9985902.0,9218787.0,10926717.0,8395169.0
2017,0.0,820846.56,17264092.0,2873.4133,0.0,0.0,0.0,8938.291,0.0,0.0,0.0,0.0,10436633.0,0.0,7886055.5,16512357.0,19462338.0,129266.0,0.0,0.0,0.0,122967.14,21645.729,0.0,930255.8,409400.66,0.0,0.0,17349.727,738959.44,4117626.0,0.0,0.0,55677.17,0.0,9196280.0,9434282.0,71408380.0,2878843.8,721966.1,161170.52,58469.81,19652.781,67486.805,0.0,0.0,0.0,0.0,0.0,419826.72,753.45496,0.0,0.0,208446.48,134076.66,0.0,1638180.4,0.0,0.0,61084228.0,0.0,36750.36,0.0,0.0,25728.035,295495.22,0.0,0.0,6301754.0,0.0,8001135.5,1025878.75,1389033.2,524965.06,0.0,9004.168,0.0,1110012.5,0.0,76847.9,0.0,1294398.5,0.0,6133667.0,0.0,5079591.0,0.0,111491870.0,0.0,85025.46,39336.754,0.0,0.0,0.0,73209.82,0.0,0.0,0.0,21745412.0,0.0,1751997.8,17199.33,0.0,0.0,0.0,449161.53,6160.034,3675485.2,1981198.6,176.33932,0.0,536325.0,1430164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20332376.0,916.56006,0.0,2884.7966,0.0,12918082.0,0.0,15672269.0,0.0,201530.75,0.0,21321958.0,2404252.5,5059.567,15748672.0,0.0,1190755.1,0.0,17662808.0,91316080.0,972699.7,0.0,0.0,3753509.0,22.647655,0.0,0.0,0.0,,842793500.0,16299006.0,258218.67,1628880.2,7568378.5,0.0,7416401.0,0.0,0.0,14406281.0,0.0,44370.426,4454.7373,0.0,0.0,0.0,0.0,8041158.0,0.0,20075724.0,5926925.5,0.0,254384.31,5652543.0,198832.86,0.0,7145065.5,0.0,9828270.0,53191.285,20186.252,0.0,0.0,0.0,306921.66,0.0,0.0,1999365.8,0.0,13919878.0,4189712.8,71159.1,63601.344,0.0,256599.11,1896.4113,0.0,0.0,0.0,141.29733,37788310.0,27159914.0,0.0,6776.773,0.0,0.0,0.0,244523.5,0.0,0.0,0.0,103604.61,6573.2734,6882912.5,8991085.0,10412468.0,8294990.0
2018,0.0,2425040.0,17119544.0,0.0,0.0,0.0,0.0,2968.9548,0.0,0.0,0.0,0.0,10732798.0,0.0,7553842.0,17495174.0,21421524.0,87240.58,0.0,0.0,0.0,66071.2,31558.771,0.0,828602.1,618328.06,0.0,0.0,0.0,728827.6,4166373.2,0.0,0.0,0.0,0.0,9035714.0,9376813.0,73208740.0,2906052.5,735366.94,146602.1,50314.684,14873.605,44908.64,0.0,0.0,0.0,0.0,0.0,403027.62,272.69702,0.0,118602.42,170020.78,221644.62,0.0,1625114.9,0.0,0.0,62190612.0,0.0,44941.832,0.0,0.0,23850.248,230081.11,0.0,3726.4924,6004966.0,0.0,6987626.0,952653.94,1376272.2,541501.4,0.0,8908.203,0.0,977050.25,0.0,72031.586,0.0,820277.75,0.0,6095073.0,0.0,4049277.5,0.0,59110384.0,0.0,0.0,40265.01,0.0,0.0,0.0,50761.832,10462.146,0.0,0.0,19480356.0,0.0,3140983.2,15260.5,0.0,0.0,0.0,506091.1,17952.54,3817328.2,2260188.2,0.0,0.0,86680.33,1157309.5,0.0,0.0,0.0,0.0,0.0,680956.0,0.0,0.0,17459278.0,0.0,622868.56,2128.3936,3778.0447,10037037.0,0.0,17720292.0,0.0,60955.645,0.0,19993846.0,2446454.5,2531.1155,15193026.0,0.0,1229385.0,0.0,18282968.0,89148360.0,947212.06,0.0,0.0,1712860.6,11.476826,0.0,0.0,0.0,,785319040.0,14977303.0,258407.19,1531085.0,6348990.0,0.0,7835024.0,0.0,0.0,13925026.0,0.0,25709.625,0.0,0.0,0.0,38947.348,0.0,7742557.5,30195.822,19771076.0,5410929.5,0.0,242512.53,5582822.0,186594.2,0.0,7618076.0,0.0,9485229.0,60954.227,15587.329,0.0,0.0,0.0,303921.53,0.0,0.0,2740898.2,0.0,14524721.0,4129389.0,142749.98,65151.047,0.0,188841.97,1055.6699,0.0,23530.67,0.0,107.509995,37391580.0,24149746.0,0.0,6788.965,0.0,0.0,0.0,29807.139,0.0,0.0,0.0,109539.45,415.15768,12952369.0,8967791.0,10748194.0,8208811.0
2019,0.0,870691.94,17612344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11054312.0,0.0,7636053.5,17272648.0,12863223.0,52934.008,0.0,0.0,0.0,0.0,28165.527,0.0,571898.06,414904.62,0.0,0.0,0.0,697292.9,4237610.5,0.0,0.0,0.0,0.0,8852605.0,9386243.0,75194480.0,2937513.8,299447.16,131358.5,44212.938,14998.812,22405.352,0.0,0.0,0.0,0.0,0.0,384314.3,67.87897,0.0,108940.43,216472.72,156060.45,0.0,1610376.5,0.0,0.0,60183436.0,0.0,35681.074,0.0,0.0,21946.12,219967.42,0.0,0.0,5157726.0,0.0,7533852.0,931143.9,1359677.9,557839.1,0.0,8118.67,0.0,786774.7,0.0,67843.875,0.0,884983.5,0.0,6063419.0,0.0,2997379.0,0.0,56950224.0,0.0,0.0,0.0,0.0,0.0,0.0,31055.94,10671.729,0.0,0.0,15514458.0,6590.111,2637008.5,13259.543,0.0,0.0,0.0,115802.06,0.0,3878621.5,2189575.5,0.0,0.0,43605.336,1224010.4,0.0,0.0,0.0,0.0,0.0,144844.14,0.0,0.0,19471492.0,0.0,503053.8,1408.2225,0.0,10976638.0,0.0,16687105.0,0.0,35944.355,0.0,21008720.0,2461707.0,0.0,16894868.0,0.0,1237780.8,0.0,18702422.0,93430590.0,927163.2,0.0,0.0,2869820.0,0.0,0.0,0.0,0.0,,769369700.0,14078852.0,258316.64,1427769.8,5207816.5,0.0,7341283.5,0.0,0.0,13435417.0,0.0,19545.373,0.0,0.0,0.0,0.0,290902.16,6822439.5,0.0,19312428.0,4840464.5,0.0,222812.98,5976829.0,161780.17,0.0,8143733.5,13890.259,9714594.0,53134.61,12721.119,0.0,0.0,0.0,271371.03,0.0,0.0,2198182.2,0.0,15283664.0,4019957.2,71521.19,57179.65,6803.8403,122288.84,1690.7023,0.0,0.0,0.0,31.743322,36865956.0,25240788.0,0.0,3397.1543,0.0,0.0,0.0,57875.316,0.0,0.0,583041.2,103654.67,1678.2463,9550301.0,8938183.0,10552888.0,8139639.0
2020,0.0,898587.7,17729100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11468886.0,0.0,7711399.5,17505132.0,6319330.5,19652.287,0.0,0.0,0.0,0.0,12505.972,0.0,330856.72,625988.9,0.0,0.0,0.0,667182.06,4252527.0,0.0,0.0,0.0,0.0,8703550.0,9357168.0,76696010.0,2951181.8,151891.53,115511.48,32424.793,5034.2437,11176.185,0.0,0.0,0.0,0.0,0.0,392341.72,0.0,0.0,0.0,132127.62,193006.45,0.0,1599557.6,0.0,0.0,58150744.0,0.0,26533.941,0.0,0.0,20075.793,206706.02,0.0,0.0,4655619.5,0.0,7394264.0,950947.06,1340827.9,571583.9,0.0,7678.5044,0.0,590149.3,0.0,62176.01,0.0,698255.3,0.0,6037946.5,0.0,8244446.0,0.0,49091620.0,0.0,0.0,0.0,0.0,0.0,0.0,8492.304,10865.0625,0.0,0.0,14881940.0,6726.4937,2274664.0,11348.91,0.0,0.0,0.0,51425.508,0.0,3728211.5,2155892.0,0.0,0.0,0.0,1173756.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19688418.0,0.0,760792.4,726.0007,0.0,10726635.0,0.0,15692889.0,626.58044,16636.02,0.0,21363880.0,2511671.5,6330.07,17287490.0,0.0,1301619.5,0.0,19282420.0,95442296.0,919137.4,0.0,0.0,2925623.5,0.0,0.0,0.0,0.0,,754394500.0,12925096.0,201783.12,1247867.1,4034923.8,0.0,7803518.0,0.0,0.0,12937475.0,0.0,19811.418,0.0,0.0,0.0,0.0,145242.94,7160078.5,0.0,18856060.0,5993750.5,0.0,201758.95,5831555.0,18704.209,0.0,8342246.5,0.0,9917479.0,50444.91,9797.0625,0.0,0.0,0.0,238545.8,0.0,0.0,2315437.2,266.3153,15347189.0,3979401.8,0.0,48746.55,0.0,53042.117,105.70239,0.0,11973.875,0.0,62.39384,36644652.0,25740690.0,0.0,0.0,0.0,0.0,0.0,28443.645,0.0,0.0,196155.4,97726.555,0.0,9431198.0,6056238.0,10558905.0,7344218.0
