Date,ARE,ARG,AUS,AUT,AZE,BEL,BGD,BGR,BLR,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DNK,DZA,ECU,EGY,ESP,EST,FIN,FRA,GBR,GRC,HKG,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JPN,KAZ,KOR,KWT,LKA,LTU,LUX,LVA,MAR,MEX,MKD,MYS,NLD,NOR,NZL,OMN,OWID_USS,OWID_WRL,PAK,PER,PHL,POL,PRT,QAT,ROU,RUS,SAU,SGP,SVK,SVN,SWE,THA,TKM,TTO,TUR,TWN,UKR,USA,UZB,VEN,VNM,ZAF
1965,0.0,3.4031005,22.28543,44.675,,0.75555557,0.0,5.5555553,,70.87499,328.02222,66.93689,10.983333,61.380554,9.844303,0.0,6.1994357,45.033913,0.06944444,1.111111,0.69166666,4.8122354,54.68611,,25.982042,130.22525,12.8111105,2.225,0.0,,0.20833333,5.070034,53.24149,2.61675,4.775407,0.19641776,1.7797221,0.0,126.790276,211.30554,,1.9734082,0.0,1.0138888,,0.24003331,,3.3694444,24.619444,,1.6305555,0.0,137.36665,32.042442,0.0,226.20554,2629.6726,6.1012273,7.2916665,4.3055553,2.570139,11.688541,0.0,2.7916665,,0.0,0.0,6.1748834,,128.95277,2.336111,,0.0,6.3652773,7.183333,,594.369,,3.8027775,0.9444444,0.10277777
1966,0.0,3.4470282,21.290396,48.141663,,0.8305555,0.0,5.583333,,77.51666,363.8889,76.440575,11.577778,62.46085,10.93672,0.0,5.8434286,48.70555,0.07222222,0.98611104,0.7916666,5.070034,75.71666,,28.835577,146.24226,12.599998,4.8055553,0.0,,0.27777776,6.5922713,55.598507,2.3583055,5.1314144,0.2577983,1.7330555,0.0,131.91632,220.41666,,2.7370055,0.0,1.1083332,,0.2159972,,2.9277778,28.105555,,1.922222,0.0,135.4,34.261967,0.0,255.06387,2803.9282,6.1012273,7.852777,4.222222,2.607639,15.280555,0.0,2.8749998,,0.0,0.0,5.917085,,126.35832,2.9555554,,0.0,6.875972,7.3916664,,599.32404,,3.8749998,1.0833333,0.099999994
1967,0.0,3.5297158,22.033436,49.16111,,0.6611111,0.0,5.616667,,81.08055,372.01108,82.91725,11.819445,53.843018,12.19237,0.0,5.2664514,46.25642,0.06944444,1.1388888,0.87222224,5.462869,62.936108,,32.30359,127.939674,13.569445,4.6111107,0.0,,0.22777778,7.4024944,62.215332,2.2290833,5.5242496,0.29462665,1.8458333,0.0,128.47049,190.41667,,2.6476972,0.0,1.1388888,,0.24376944,,2.5888886,30.602777,,2.0138888,0.0,148.05832,34.712795,0.0,246.03055,2865.5706,7.2306294,8.799999,4.6666665,2.7958333,15.825,0.0,4.1,,0.0,0.0,5.070034,,136.90555,3.8,,0.0,7.156736,7.3166666,,675.1488,,4.5444446,1.1944444,0.07222222
1968,0.0,4.160207,22.965973,50.513885,,0.67777777,0.0,3.6249998,,84.86111,378.3333,81.98705,9.902778,63.528873,13.5861435,0.0,4.075669,46.94164,0.05833333,1.5638889,0.9111111,8.33548,67.744446,,29.135801,142.95656,10.338888,3.8,0.0,,0.24722221,9.145702,71.80297,2.1321666,5.941638,0.3560072,1.9080555,0.0,129.85034,204.02776,,2.581897,0.0,1.3166666,,0.24897777,,2.9388888,35.116665,,2.2333333,0.0,167.23611,36.750435,0.0,289.0,3021.1475,8.691486,9.444445,4.7777777,2.9385414,15.1236105,0.0,4.3388886,,0.0,0.0,4.652646,,135.38611,3.9027774,,0.0,9.378263,10.733334,,682.3445,,7.6333327,1.3333333,0.06666666
1969,0.0,3.7312658,25.000683,46.43889,,0.6388889,0.0,5.108333,,90.81111,418.43887,78.458694,11.177778,64.60917,15.105481,0.0,3.3268259,38.092995,0.061111107,1.0027777,1.011111,11.085328,85.00833,,24.292929,150.39574,9.044444,5.7083335,0.0,,0.26388887,9.56309,79.72106,1.6152776,6.3958535,0.39283553,2.3951166,0.0,126.2625,209.30554,,3.9680886,0.0,1.525,,0.21665832,,3.8,37.238888,,2.8166666,0.0,159.36388,36.46987,0.0,319.9472,3198.3562,9.170255,10.280555,5.0416665,2.5125,18.405554,0.0,6.1583333,,0.0,0.0,3.6214526,,116.19444,2.9055555,,0.0,10.125416,8.4777775,,761.8999,,8.861111,1.5,0.05833333
1970,0.0,4.501109,29.067532,59.13805,,0.68333334,0.0,5.9777775,,115.77173,439.2694,81.03507,11.963889,66.76977,16.813166,0.0,4.750855,51.57972,0.06666666,1.611111,1.125,13.024954,77.29131,,26.456228,161.73058,12.599998,7.3222218,0.0,,0.24444443,11.625476,84.54557,2.2290833,6.886898,0.47876832,3.9625063,0.0,125.359726,210.2029,,3.3907888,0.0,2.0563889,,0.23948333,,3.7388885,41.680553,,3.338889,0.0,160.57777,39.173737,0.0,345.49164,3356.7354,8.11451,9.822222,5.8249993,5.1038194,16.70347,0.0,7.7027774,,0.0,0.0,5.462869,,115.653465,4.9638886,,0.0,8.943194,7.958333,,754.8826,,11.4,1.6666666,0.06944444
1971,0.0,4.4792023,32.78699,46.7225,,0.37222221,0.48611107,6.0277777,,125.4664,451.28055,80.67701,13.564583,80.764534,17.8428,0.0,3.3555553,40.50373,0.06666666,0.9166667,1.2222222,14.019318,88.540276,,29.668911,140.06256,9.369444,7.3666663,0.0,,0.26666665,3.8301466,92.73374,1.2922221,7.4024944,0.5555555,4.3142695,0.0,121.7059,234.62515,,3.6665998,0.0,2.2930555,,0.1353611,,4.222222,40.477776,,2.9055555,0.0,175.68054,43.90829,0.0,350.275,3509.719,10.594283,12.61493,5.3694444,4.6739583,17.585764,0.0,12.486111,,0.0,0.0,4.1,,144.97777,5.688889,,0.109375,7.756805,8.586111,,808.08734,,14.972221,1.7055556,0.31111112
1972,0.0,4.411603,32.967537,48.021107,,0.5,0.48611107,5.819444,,147.32394,504.55276,67.31676,16.094791,91.53068,19.763947,0.0,3.511111,39.86663,0.06666666,1.375,1.236111,14.338497,98.71563,,28.832771,140.37794,9.369444,7.436111,0.0,,0.30555555,3.4250348,90.008446,1.9060277,9.722679,0.5555555,4.797144,0.0,126.752426,237.16571,,3.800211,0.0,2.3530555,,0.15961666,,4.433333,43.141666,,3.2055554,0.0,187.26944,46.329807,0.0,341.3861,3676.6394,11.146708,13.028819,6.130555,4.7531247,20.036457,0.0,20.39722,,0.0,0.0,4.294444,,149.99236,4.7999997,,0.109375,9.447431,10.099999,,832.5641,,16.722221,1.1722221,2.3166666
1973,0.0,8.5136,35.183582,53.358887,,0.8375,0.9194444,7.1388884,,166.73447,540.70557,73.851685,15.70104,102.29682,21.5093,0.0,3.0027776,45.59501,0.06666666,2.0888886,1.2083333,14.313945,80.486115,,29.388327,137.33363,10.661111,6.1749997,0.0,,0.28055555,4.321191,95.851875,1.7768054,8.23727,0.8055555,6.133958,0.0,116.24617,186.28818,,3.567958,0.0,1.9324999,,0.14092499,,3.311111,45.978123,,3.0777779,0.0,202.40831,45.81957,0.0,339.8472,3734.0303,11.760514,13.965972,6.5944443,4.741319,20.972221,0.0,20.963888,,0.0,0.0,3.6722221,,167.55798,5.222222,,0.090624996,7.8472915,9.441666,,835.2808,,17.291666,1.1666666,2.736111
1974,0.0,14.064697,39.87929,63.089443,,1.0041666,0.67499995,5.777777,,188.24197,585.1861,77.3622,17.821526,115.763725,24.422411,0.0,5.052778,52.35809,0.06666666,1.3805555,1.3888888,16.990137,85.07049,,35.286194,161.12355,11.308333,6.519444,0.0,,0.225,4.7876835,92.23042,2.1967778,9.072045,1.111111,6.2907495,0.0,118.251724,230.62775,,5.2940497,0.0,2.771111,,0.20816387,,3.713889,47.857986,,2.7944446,0.0,212.76944,48.68841,0.0,366.74997,4097.1313,11.821895,15.320139,5.697222,6.628819,22.306944,0.0,23.544443,,0.0,0.0,6.1749997,,160.18507,6.8277774,,0.078125,9.968541,13.069444,,917.3317,,21.40833,1.1666666,3.1444442
