Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2010,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,2.44,4.48,0.0,0.0,4.38,0.0,0.0,0.0,0.04,0.0,0.0,,0.09,0.11,0.01,0.08,31.94,0.0,0.0,0.0,0.0,0.0,10.3,0.36,2.25,24.9,0.07,0.06,0.0,0.0,0.0,2.42,0.0,0.0,0.14,0.46,0.0,0.04,2.16,33.92,0.0,0.0,4.59,0.16,0.0,0.02,0.0,0.0,,4.01,0.74,0.06,10.97,0.04,0.0,4.44,0.0,0.01,12.26,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.19,0.0,0.0,1.56,0.01,0.0,0.01,0.04,0.45,0.03,0.0,2.3,7.81,14.3,0.31,0.01,0.0,0.0,0.06,9.44,0.13,0.01,21.83,0.0,0.47,0.0,0.02,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.15,0.08,0.07,0.2,0.0,0.0,0.01,0.0,8.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.55,0.06,1.26,0.0,0.0,0.0,0.01,0.38,0.0,7.04,0.35,0.0,0.0,0.77,0.0,0.0,328.22,0.99,0.02,0.67,0.02,0.0,6.3,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.28,0.11,0.54,0.0,0.0,0.14,0.07,1.18,0.0,0.0,0.0,0.28,0.0,0.0,0.0,,0.0,0.0,0.66,0.22,12.19,0.48,0.0,0.03,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.83,0.07,0.12,0.19,1.1,56.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.07
2011,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,2.57,4.56,0.0,0.01,4.63,0.0,0.0,0.0,0.06,0.0,0.0,,0.1,0.06,0.01,0.09,32.63,0.0,0.0,0.0,0.0,0.0,10.21,0.44,4.67,27.63,0.06,0.06,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.45,0.0,0.05,2.7,36.89,0.0,0.0,4.37,0.16,0.0,0.01,0.0,0.0,,4.61,0.78,0.05,11.24,0.04,0.0,5.04,0.0,0.01,13.31,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.0,1.11,0.01,0.0,0.01,0.04,0.53,0.05,0.0,1.86,8.65,17.14,0.34,0.02,0.0,0.0,0.07,10.83,0.14,0.01,21.11,0.0,0.47,0.0,0.02,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.16,0.09,0.12,0.21,0.0,0.0,0.02,0.0,7.97,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.49,0.06,1.54,0.0,0.0,0.0,0.01,0.37,0.0,7.06,0.34,0.0,0.0,0.76,0.0,0.0,346.87,1.11,0.02,0.68,0.09,0.0,7.6,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.28,0.2,0.56,0.0,0.0,0.12,0.08,1.2,0.0,0.0,0.0,0.28,0.0,0.0,0.0,,0.0,0.0,0.82,0.25,11.54,0.28,0.0,0.03,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.83,0.07,0.08,0.13,1.13,56.67,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.41,0.0,0.09
2012,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,3.1,4.68,0.0,0.01,5.24,0.0,0.0,0.0,0.07,0.0,0.0,,0.13,0.14,0.01,0.08,35.77,0.0,0.0,0.0,0.0,0.0,10.91,0.53,4.85,30.13,0.07,0.06,0.15,0.0,0.0,1.95,0.0,0.0,0.18,0.55,0.0,0.05,3.37,43.2,0.0,0.0,4.45,0.17,0.0,0.02,0.0,0.0,,4.98,1.0,0.04,11.2,0.04,0.0,5.3,0.0,0.01,14.74,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.2,0.0,0.0,1.52,0.01,0.0,0.02,0.04,0.54,0.09,0.0,1.65,8.87,19.94,0.44,0.02,0.0,0.0,0.08,12.49,0.18,0.01,22.13,0.0,0.47,0.0,0.02,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.22,0.09,0.29,0.23,0.0,0.0,0.02,0.0,7.45,0.0,0.05,0.01,0.19,0.0,0.0,0.0,0.0,0.0,,0.5,0.05,1.5,0.0,0.0,0.0,0.01,0.45,0.0,7.2,0.33,0.0,0.0,0.8,0.0,0.0,377.56,1.17,0.03,0.67,0.16,0.0,10.09,0.0,0.0,2.95,0.0,0.0,0.0,0.01,0.28,0.21,0.5,0.0,0.0,0.12,0.05,1.27,0.0,0.0,0.0,0.38,0.0,0.0,0.01,0.0,0.0,0.0,0.94,0.27,12.19,0.24,0.0,0.03,0.0,0.01,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.83,0.06,0.13,0.13,1.32,57.62,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.42,0.0,0.12
2013,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,3.33,4.7,0.09,0.01,5.03,0.0,0.0,0.0,0.11,0.0,0.0,,0.15,0.09,0.01,0.13,40.97,0.0,0.0,0.0,0.0,0.0,11.04,0.58,5.76,37.13,0.07,0.07,0.16,0.0,0.0,1.05,0.0,0.0,0.18,0.68,0.0,0.05,4.06,45.51,0.0,0.0,4.31,0.18,0.0,0.04,0.0,0.0,,5.8,0.67,0.03,12.01,0.04,0.0,5.68,0.0,0.01,18.1,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.22,0.0,0.0,1.97,0.01,0.0,0.02,0.04,0.6,0.13,0.0,1.83,9.14,22.48,0.49,0.02,0.0,0.0,0.04,17.08,0.16,0.01,23.18,0.0,0.47,0.0,0.01,0.0,0.0,3.12,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.36,0.09,0.5,0.24,0.0,0.0,0.02,0.0,7.87,0.0,0.05,0.01,0.21,0.0,0.0,0.0,0.0,0.0,,0.49,0.05,1.1,0.0,0.0,0.0,0.02,0.48,0.0,5.95,0.4,0.0,0.0,0.8,0.0,0.0,411.5,1.35,0.03,0.96,0.18,0.02,8.62,0.0,0.0,3.05,0.13,0.0,0.0,0.08,0.27,0.25,0.48,0.0,0.0,0.14,0.06,1.69,0.0,0.0,0.0,0.44,0.0,0.0,0.02,0.0,0.0,0.0,0.91,0.26,11.45,0.25,0.0,0.03,0.0,0.01,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.85,0.07,0.17,0.1,1.46,60.86,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.0,0.13
2014,0.0,0.0,0.04,0.0,0.0,1.48,0.0,0.0,0.0,3.55,4.55,0.08,0.01,4.41,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16,0.07,0.01,0.13,47.08,0.0,0.0,0.0,0.0,0.0,9.8,0.59,5.33,46.27,0.07,0.07,0.16,0.0,0.0,1.35,0.0,0.0,0.18,0.64,0.0,0.05,4.66,48.29,0.0,0.0,4.29,0.17,0.0,0.06,0.0,0.0,,5.41,0.76,0.03,11.76,0.04,0.0,5.99,0.0,0.01,22.62,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.0,2.17,0.01,0.0,0.02,0.04,0.38,0.16,0.0,2.13,9.18,24.68,0.54,0.05,0.0,0.0,0.06,18.72,0.15,0.01,23.63,0.0,0.47,0.0,0.02,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.12,0.67,0.26,0.01,0.01,0.02,0.0,8.1,0.0,0.05,0.01,0.22,0.0,0.0,0.0,0.0,0.0,,0.48,0.06,0.69,0.0,0.0,0.0,0.02,0.49,0.0,5.01,0.25,0.0,0.0,0.8,0.0,0.0,446.31,1.92,0.03,1.29,0.16,0.02,9.98,0.0,0.0,3.05,0.14,0.0,0.0,0.1,0.26,0.5,0.55,0.0,0.0,0.12,0.07,1.38,0.0,0.0,0.0,0.43,0.0,0.0,0.02,0.0,0.0,0.0,1.42,0.25,10.7,0.23,0.0,0.03,0.0,0.01,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.91,0.06,0.24,0.13,1.92,63.99,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.36,0.07,0.01
2015,0.0,0.0,0.04,0.0,0.0,1.49,0.0,0.0,0.0,3.68,4.65,0.09,0.01,5.49,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.19,0.09,0.01,0.2,49.88,0.0,0.0,0.0,0.0,0.0,9.99,0.52,5.61,54.07,0.1,0.04,0.17,0.0,0.0,1.37,0.0,0.0,0.18,0.7,0.0,0.05,4.79,50.33,0.0,0.0,4.18,0.17,0.0,0.09,0.0,0.0,,5.76,0.82,0.03,11.42,0.04,0.0,6.53,0.0,0.01,29.26,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.23,0.0,0.0,2.43,0.01,0.0,0.03,0.07,0.9,0.27,0.0,2.16,9.75,30.62,0.48,0.02,0.0,0.0,0.07,19.39,0.17,0.01,28.49,0.0,0.47,0.0,0.04,0.0,0.0,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.45,0.13,0.77,0.2,0.01,0.01,0.02,0.0,8.4,0.02,0.06,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.05,0.75,0.0,0.0,0.0,0.02,0.46,0.0,4.94,0.25,0.0,0.0,0.82,0.0,0.0,484.53,2.15,0.03,0.91,0.35,0.02,9.94,0.0,0.0,3.1,0.15,0.0,0.0,0.12,0.29,0.52,0.48,0.0,0.0,0.11,0.07,1.46,0.0,0.0,0.0,0.56,0.0,0.0,0.02,0.0,0.0,0.01,1.66,0.26,10.77,0.24,0.0,0.03,0.0,0.01,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.94,0.06,0.35,0.14,2.41,63.63,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.32,0.07,0.04
2016,0.0,0.0,0.05,0.0,0.0,1.18,0.0,0.0,0.0,3.63,4.78,0.09,0.01,5.36,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.18,0.1,0.01,0.18,51.33,0.0,0.0,0.0,0.0,0.0,11.36,0.58,5.96,62.13,0.17,0.04,0.17,0.0,0.0,1.46,0.0,0.0,0.2,0.69,0.0,0.05,4.76,50.93,0.0,0.0,4.85,0.18,0.0,0.49,0.0,0.0,,5.69,0.95,0.03,11.52,0.02,0.0,7.52,0.0,0.01,30.07,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.27,0.0,0.0,2.59,0.01,0.0,0.02,0.14,1.09,0.43,0.0,2.07,10.21,24.82,0.68,0.02,0.0,0.0,0.11,19.5,0.21,0.0,23.67,0.0,0.52,0.0,0.04,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.44,0.14,0.82,0.2,0.01,0.01,0.02,0.0,8.32,0.04,0.06,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.05,0.76,0.0,0.0,0.0,0.03,0.53,0.0,4.91,0.23,0.0,0.0,0.81,0.0,0.0,490.06,1.66,0.03,0.56,0.72,0.02,7.96,0.01,0.0,3.07,0.17,0.0,0.0,0.12,0.26,0.53,0.45,0.0,0.0,0.12,0.06,1.41,0.0,0.0,0.0,0.63,0.0,0.0,0.03,0.0,0.0,0.01,1.73,0.28,11.49,0.21,0.0,0.03,0.0,0.01,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.9,0.07,0.36,0.14,2.45,62.76,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.33,0.08,0.23
2017,0.0,0.0,0.05,0.0,0.0,1.46,0.0,0.0,0.0,3.56,4.92,0.09,0.01,5.7,0.0,0.0,0.0,0.4,0.0,0.0,0.01,0.19,0.11,0.01,0.13,52.91,0.0,0.0,0.0,0.0,0.0,11.15,0.69,6.06,79.6,0.11,0.04,0.17,0.0,0.0,1.42,0.0,0.0,0.2,0.62,0.0,0.05,4.97,50.92,0.0,0.0,6.25,0.34,0.0,0.46,0.0,0.0,,6.08,1.1,0.02,11.86,0.01,0.0,7.78,0.0,0.01,31.9,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.31,0.0,0.0,1.94,0.01,0.0,0.01,0.14,1.2,0.53,0.0,2.15,11.47,24.91,0.74,0.02,0.0,0.0,0.0,19.37,0.07,0.0,23.8,0.0,0.7,0.0,0.05,0.0,0.0,9.61,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.5,0.17,0.93,0.21,0.04,0.02,0.03,0.0,8.09,0.05,0.06,0.01,0.23,0.0,0.0,0.14,0.0,0.0,0.0,0.48,0.05,0.76,0.0,0.0,0.0,0.02,0.67,0.0,4.6,0.26,0.0,0.0,0.8,0.0,0.0,517.8,1.7,0.03,0.47,1.0,0.02,6.49,0.01,0.0,3.22,0.14,0.0,0.0,0.13,0.27,0.53,0.52,0.0,0.0,0.13,0.08,1.39,0.0,0.0,0.0,0.71,0.0,0.0,0.08,0.0,0.0,0.01,1.7,0.28,12.08,0.2,0.0,0.03,0.0,0.01,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.86,0.07,0.21,0.21,2.57,62.73,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.39,0.08,0.15
2018,0.0,0.0,0.05,0.0,0.0,1.42,0.0,0.0,0.0,3.59,4.93,0.08,0.01,5.4,0.0,0.05,0.0,1.57,0.0,0.0,0.01,0.21,0.13,0.01,0.17,54.38,0.0,0.0,0.0,0.0,0.0,10.54,0.66,5.69,93.73,0.06,0.04,0.26,0.0,0.0,1.45,0.0,0.0,0.19,0.44,0.0,0.06,4.83,50.79,0.0,0.0,5.89,0.21,0.0,0.43,0.0,0.0,,5.91,1.31,0.03,12.91,0.08,0.0,8.38,0.0,0.01,35.11,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.31,0.0,0.0,2.63,0.01,0.0,0.01,0.14,1.08,0.67,0.0,2.3,12.13,27.22,0.85,0.02,0.0,0.0,0.13,19.14,0.05,0.0,25.75,0.0,0.16,0.0,0.07,0.0,0.0,11.81,0.0,0.05,0.03,0.0,0.0,0.0,0.09,0.0,0.54,0.22,0.94,0.18,0.04,0.03,0.03,0.0,7.36,0.05,0.06,0.01,0.25,0.0,0.0,0.12,0.0,0.0,0.08,0.46,0.05,1.35,0.0,0.0,0.0,0.03,0.7,0.0,4.55,0.2,0.0,0.0,0.77,0.0,0.0,547.05,1.71,0.03,0.42,1.09,0.02,6.55,0.01,0.0,3.16,0.13,0.0,0.0,0.14,0.21,0.44,0.5,0.0,0.0,0.12,0.09,1.35,0.0,0.0,0.0,0.74,0.0,0.0,0.1,0.0,0.0,0.01,1.63,0.26,11.91,0.2,0.0,0.03,0.0,0.01,0.0,11.74,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.97,0.06,0.28,0.3,2.55,61.83,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.43,0.07,0.19
2019,0.0,0.0,0.05,0.0,0.0,1.48,0.0,0.0,0.0,3.47,4.66,0.1,0.01,5.15,0.0,0.06,0.0,1.82,0.0,0.0,0.01,0.34,0.15,0.01,0.24,54.92,0.0,0.0,0.0,0.0,0.0,10.31,0.71,5.39,112.73,0.07,0.04,0.25,0.0,0.0,1.57,0.0,0.0,0.19,0.52,0.0,0.06,5.03,50.13,0.0,0.0,5.94,0.21,0.0,0.45,0.0,0.0,,5.57,1.36,0.03,13.29,0.09,0.0,8.64,0.0,0.01,37.54,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.4,0.0,0.0,2.77,0.01,0.0,0.01,0.14,1.46,0.88,0.0,2.23,12.17,31.51,0.85,0.01,0.0,0.0,0.11,19.55,0.07,0.0,27.6,0.0,0.15,0.0,0.1,0.0,0.0,13.35,0.0,0.05,0.03,0.0,0.0,0.0,0.12,0.0,0.53,0.28,0.93,0.22,0.04,0.03,0.02,0.0,7.21,0.06,0.06,0.01,0.26,0.0,0.0,0.11,0.0,0.0,0.24,0.46,0.05,1.14,0.0,0.0,0.0,0.03,0.84,0.0,5.82,0.25,0.0,0.0,0.79,0.0,0.0,579.15,1.71,0.03,0.55,1.03,0.02,7.68,0.02,0.0,3.36,0.14,0.0,0.0,0.12,0.26,0.5,0.54,0.0,0.0,0.11,0.12,1.32,0.0,0.0,0.0,0.83,0.0,0.0,0.14,0.0,0.0,0.01,1.69,0.25,13.04,0.22,0.0,0.03,0.0,0.01,0.0,12.59,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.99,0.07,0.27,0.41,2.51,57.51,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.43,0.07,0.19
2020,0.0,0.0,0.05,0.0,0.0,2.2,0.0,0.0,0.0,3.41,4.59,0.1,0.01,5.26,0.0,0.1,0.0,1.7,0.0,0.0,0.01,0.59,0.14,0.01,0.33,58.74,0.0,0.0,0.0,0.0,0.0,10.01,0.81,5.24,135.63,0.07,0.04,0.03,0.0,0.0,2.15,0.0,0.0,0.19,0.55,0.0,0.06,5.21,50.93,0.0,0.0,5.92,0.19,0.0,0.47,0.0,0.0,,6.14,1.85,0.03,11.57,0.11,0.0,8.76,0.0,0.01,39.53,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.45,0.0,0.0,2.77,0.02,0.0,0.01,0.14,1.25,0.98,0.0,2.15,12.35,32.86,0.92,0.02,0.0,0.0,0.12,19.62,0.05,0.0,30.37,0.01,0.22,0.0,0.07,0.0,0.0,14.03,0.0,0.06,0.03,0.0,0.0,0.0,0.1,0.0,0.59,0.37,0.86,0.19,0.04,0.03,0.02,0.0,7.01,0.06,0.07,0.01,0.26,0.0,0.0,0.11,0.0,0.0,0.22,0.41,0.05,1.23,0.0,0.0,0.0,0.04,0.73,0.0,8.84,0.24,0.0,0.0,0.78,0.0,0.0,615.21,1.75,0.03,0.54,1.25,0.01,8.35,0.01,0.0,3.79,0.26,0.0,0.0,0.13,0.24,0.55,0.81,0.0,0.0,0.11,0.11,1.19,0.0,0.0,0.0,0.81,0.0,0.0,0.19,0.0,0.0,0.01,1.67,0.27,11.18,0.24,0.0,0.03,0.0,0.01,0.0,12.29,0.0,0.0,0.0,0.0,0.0,0.0,4.34,1.99,0.07,0.26,0.76,2.73,54.7,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.41,0.08,0.1
2021,0.0,0.0,0.05,0.0,0.0,2.25,0.0,0.0,0.0,3.34,4.48,0.1,0.01,4.7,0.0,0.09,0.0,2.59,0.0,0.0,0.04,0.55,0.14,0.01,0.46,55.72,0.0,0.0,0.0,0.0,0.0,10.18,0.96,5.61,165.93,0.08,0.04,0.03,0.0,0.0,2.24,0.0,0.0,0.19,0.43,0.0,0.06,5.38,49.1,0.0,0.0,8.72,0.24,0.0,0.41,0.0,0.0,,6.94,1.77,0.02,13.58,0.1,0.0,9.57,0.01,0.01,40.05,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,3.85,0.05,0.0,0.01,0.14,1.2,1.1,0.0,2.23,14.96,35.5,0.99,0.02,0.0,0.0,0.1,19.06,0.05,0.0,34.79,0.0,0.25,0.0,0.05,0.0,0.0,17.15,0.0,0.05,0.03,0.0,0.0,0.0,0.09,0.0,0.69,0.39,0.86,0.21,0.04,0.03,0.03,0.0,6.11,0.05,0.07,0.01,0.26,0.0,0.0,0.11,0.0,0.0,0.23,0.37,0.05,1.23,0.0,0.0,0.0,0.06,0.89,0.0,10.92,0.22,0.0,0.0,0.8,0.0,0.0,669.27,1.85,0.03,0.58,1.45,0.01,8.06,0.01,0.0,4.0,0.27,0.0,0.0,0.14,0.24,0.65,0.82,0.0,0.0,0.11,0.1,1.22,0.0,0.0,0.0,0.9,0.0,0.0,0.25,0.0,0.0,0.01,1.84,0.27,13.08,0.2,0.0,0.03,0.0,0.01,0.0,13.41,0.0,0.0,0.0,0.0,0.0,0.0,6.15,2.01,0.07,0.37,0.91,2.79,54.25,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.01,0.0,0.41,0.08,0.11
2022,0.0,0.0,0.05,0.0,0.01,2.35,0.0,0.0,0.0,3.19,4.76,0.1,0.01,4.93,0.0,0.09,0.0,2.24,0.0,0.0,0.03,0.5,0.16,0.01,0.53,55.03,0.0,0.0,0.0,0.0,0.0,9.12,0.99,4.64,182.53,0.08,0.04,0.03,0.0,0.0,2.18,0.0,0.0,0.06,0.28,0.0,0.06,5.41,48.6,0.0,0.0,7.27,0.21,0.0,0.39,0.0,0.0,,6.8,1.57,0.01,12.76,0.04,0.0,9.66,0.0,0.01,35.83,0.0,0.02,0.0,0.0,0.24,0.0,0.0,0.0,0.57,0.0,0.0,3.49,0.05,0.0,0.01,0.15,1.25,1.13,0.0,2.14,20.62,38.57,1.01,0.03,0.0,0.0,0.11,17.61,0.06,0.0,37.83,0.0,0.26,0.0,0.01,0.0,0.0,17.85,0.0,0.04,0.03,0.0,0.0,0.0,0.22,0.0,0.71,0.38,0.8,0.2,0.04,0.03,0.03,0.0,6.7,0.05,0.07,0.01,0.27,0.0,0.0,0.13,0.0,0.0,0.25,0.3,0.05,1.23,0.0,0.0,0.0,0.06,0.89,0.0,9.82,0.24,0.0,0.0,0.75,0.0,0.0,684.83,1.91,0.06,0.59,1.32,0.01,7.63,0.01,0.0,4.11,0.24,0.0,0.0,0.13,0.25,0.65,0.84,0.0,0.0,0.11,0.11,1.66,0.0,0.0,0.0,0.81,0.0,0.0,0.25,0.0,0.0,0.01,1.49,0.26,13.13,0.2,0.0,0.03,0.0,0.01,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,7.62,1.98,0.07,0.47,0.78,2.52,51.85,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.01,0.0,0.41,0.08,0.11
2023,,0.0,0.05,0.0,0.03,2.28,0.0,0.0,0.0,3.13,4.56,0.11,0.01,3.8,0.0,0.09,0.0,1.87,0.0,,0.04,0.53,0.15,0.01,0.42,55.83,0.0,0.0,0.0,0.0,,10.38,0.99,5.2,198.13,0.09,0.04,0.03,0.01,,2.27,0.0,,0.06,0.33,0.0,0.05,5.19,45.91,0.0,0.0,6.44,0.21,0.0,0.39,0.0,0.0,,5.9,1.38,0.01,11.34,0.12,,9.9,,0.01,33.99,0.0,0.02,0.0,0.0,,0.0,,0.0,0.65,,,3.46,,,0.07,0.16,1.25,1.05,,1.56,22.48,37.28,0.83,0.03,0.0,0.0,0.11,16.01,,,42.05,0.0,0.2,0.0,0.01,,,19.25,0.0,0.04,0.03,0.0,0.0,,0.06,,0.76,0.37,0.66,,0.04,0.01,,0.0,7.1,0.07,0.07,0.01,0.27,0.0,0.0,0.13,,,,0.32,,1.23,0.0,,0.0,0.06,0.89,,7.61,0.25,,0.0,0.66,0.0,0.0,691.07,1.9,0.04,0.58,1.18,0.01,8.16,0.01,,3.8,0.24,,,0.13,,0.44,0.85,0.0,0.0,0.11,0.11,1.66,,0.0,0.0,0.91,0.0,,0.25,0.0,,0.01,1.41,0.29,11.7,0.21,0.0,,0.0,,0.0,14.15,0.0,0.0,0.0,0.0,0.0,0.0,8.21,1.95,0.07,,1.04,3.08,47.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.41,0.08,0.12
2024,,,,,,2.36,0.0,,,3.25,5.09,0.11,,3.51,,,0.0,1.82,,,0.04,0.57,,,0.41,56.42,,,,,,10.93,0.99,5.17,208.3,,,,,,2.27,,,0.06,,,0.05,5.18,45.91,,,6.67,0.23,,0.52,0.09,,,6.25,1.32,,10.34,,,9.74,,,39.44,0.0,,,,,,,,0.65,,,,,,,,,1.04,,1.74,,35.83,0.83,0.03,,,,15.95,,,46.49,0.0,0.28,0.0,0.03,,,19.19,0.0,,,,,,0.14,,0.72,0.47,0.78,,0.04,0.01,,,7.09,0.07,,0.01,0.27,0.0,0.0,,,,,,,1.47,,,,0.06,,,7.26,0.25,,,0.7,0.0,0.0,712.16,1.95,,0.62,1.29,,8.39,0.01,,3.97,,,,0.13,,0.51,0.86,,,,,1.66,,,,0.8,,,0.26,,,,1.49,0.35,10.41,,,,,,,13.4,0.0,,,,,0.0,8.68,1.93,,,1.04,3.78,46.74,,,,,,0.85,,,,0.41,,
