Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1970,,,,,859121700.0,14070593000.0,220734180000.0,,,,335559850000.0,134420865000.0,,1226735100.0,173329870000.0,2208695800.0,1555087100.0,32906270000.0,,3916965000.0,4801480700.0,,,234836590.0,3152003600.0,8069284400.0,342966140000.0,3220946400.0,,126311220.0,463692540.0,1186793900.0,456950050000.0,333700370000.0,40592900000.0,232062160000.0,12664748000.0,5912594000.0,25829149000.0,1891337100.0,50390008000.0,,,8578911000.0,23120654000.0,,,,,1411212600000.0,,,129902944000.0,7943143400.0,38956120000.0,16303453000.0,33206348000.0,,390882300000.0,,7705965600.0,78977065000.0,1423244700.0,885376100000.0,100761870.0,3293619700.0,1073501960000.0,9836130000.0,10276593000.0,1942094600.0,302056640.0,309755900.0,,93789530000.0,,713408640.0,13085482000.0,,2199804700.0,26852727000.0,3962620400.0,,7251137000.0,49183850000.0,77218700000.0,,201528980000.0,36398890000.0,148224880000.0,12650053000.0,3724799700.0,43051860000.0,851095700000.0,8946991000.0,,1459462600000.0,,9456581000.0,,,84746570.0,,63753960000.0,55498510000.0,,,4492076500.0,32197313000.0,,,9797038000.0,317552100.0,,12045252000.0,,,15803335000.0,1764785200.0,,5581403000.0,188293020.0,293444680000.0,45931280.0,,2210596900.0,948271500.0,3787310800.0,,,,,2021894400.0,1269971300.0,1492567900.0,18884190000.0,,,3427632000.0,101078114000.0,5810813000.0,280356600000.0,103621740000.0,4232120300.0,265597360.0,59052880000.0,7263935500.0,,,18250987000000.0,38000562000.0,6809516500.0,45964790000.0,50739150000.0,145352800.0,5082756000.0,,31194352000.0,66576855000.0,4673490400.0,,2572552000.0,8816162000.0,,,1314560900.0,130795635000.0,11302501000.0,4647265300.0,14515739000.0,,2711732500.0,10487490000.0,,1045535200.0,,,76468740.0,2200713200.0,,,198037470000.0,400268060.0,,210868160.0,4119161000.0,,1876153200.0,1670150400.0,34858220000.0,,,,,5777610000.0,6092069000.0,116364090000.0,13790395.0,7187762700.0,,,19241978000.0,5173693000000.0,,185678700.0,,,,340680800.0,,114420230000.0,5387686400.0,7955553000.0
1971,,,,,899066300.0,19222172000.0,233223600000.0,,,,348984180000.0,141296450000.0,,1260431400.0,180238500000.0,2175635000.0,1577065700.0,31103177000.0,,3979916300.0,4879577000.0,,,244134800.0,3260353800.0,8477859300.0,381868540000.0,3346973200.0,,129692690.0,583423100.0,1200207000.0,475314160000.0,347300130000.0,44417840000.0,248445730000.0,13862407000.0,6118335000.0,27380193000.0,2037973100.0,53393617000.0,,,9160434000.0,25105300000.0,,,,,1455421800000.0,,,134031030000.0,8806680000.0,34541720000.0,17329365000.0,34553643000.0,,409056280000.0,,8208894000.0,80838490000.0,1521291800.0,932572000000.0,103080984.0,3631503400.0,1111125100000.0,10079214000.0,10812633000.0,2046303700.0,301857660.0,297641470.0,,101143730000.0,,806585900.0,13816144000.0,,2268281300.0,28811050000.0,4120927200.0,,7721038000.0,52233250000.0,82642534000.0,,204839960000.0,37661890000.0,168534050000.0,13329936000.0,4211289900.0,47766500000.0,866569550000.0,9166915000.0,,1528042600000.0,,11553474000.0,,,82805816.0,,70477140000.0,59407647000.0,,,4712405500.0,30498090000.0,,,9925076000.0,333790820.0,,12366526000.0,,,16687830000.0,1857049200.0,,5800717000.0,198097870.0,304485470000.0,46992252.0,,2267387000.0,971542000.0,3943725600.0,,,,,2059155600.0,1324244400.0,1734641000.0,20779153000.0,,,3622298400.0,115469140000.0,6002846000.0,292459500000.0,109500830000.0,4181530400.0,273295400.0,61288300000.0,7329182000.0,,,19030319000000.0,38178546000.0,7464329000.0,48074826000.0,53473490000.0,145536430.0,5402725400.0,,33180013000.0,70992000000.0,4932315000.0,,2881320200.0,9698470000.0,,,1330422900.0,150714700000.0,11556504000.0,4640738300.0,16317641000.0,,2805718800.0,10892123000.0,,1067892540.0,,,80579180.0,2286541000.0,,,199908230000.0,455279460.0,,244294510.0,4488065500.0,,1833984400.0,1670150400.0,36564660000.0,,,,,5837717000.0,6735403500.0,122841720000.0,13571996.0,7468190700.0,,,19193543000.0,5344048000000.0,,191189740.0,,,,386718750.0,,119316190000.0,5383051000.0,8664996000.0
1972,,,,,972337860.0,26734127000.0,237021460000.0,,,,362631040000.0,150067940000.0,,1179713800.0,189783230000.0,2315449300.0,1613519600.0,26756903000.0,,4420574700.0,4708922000.0,,,269081250.0,3319454000.0,9153331000.0,427464980000.0,3389607000.0,,131201350.0,737224700.0,1200196600.0,501549960000.0,358415500000.0,43964800000.0,257911520000.0,14449705000.0,6281929000.0,27421573000.0,2213596400.0,57488454000.0,,,9909578000.0,26317054000.0,,,,,1518009800000.0,,,139120980000.0,9722061000.0,44014432000.0,18198890000.0,35609494000.0,,442393330000.0,,8555897000.0,87091740000.0,1635164700.0,974886300000.0,104180770.0,4043206000.0,1159144300000.0,10365106000.0,10543652000.0,2093679400.0,302587260.0,316615680.0,,111420090000.0,,856410940.0,14829288000.0,,2193027300.0,31868463000.0,4358387700.0,,7796481000.0,55419480000.0,88458625000.0,,203706580000.0,40106074000.0,192969820000.0,13827850000.0,4471435300.0,53568483000.0,898550200000.0,10817743000.0,,1656605200000.0,,13527087000.0,,,92808120.0,,75561615000.0,61725008000.0,,,4907522600.0,33281298000.0,,,9884335000.0,333114180.0,,13182495000.0,,,17094553000.0,1943370600.0,,5726895600.0,202900260.0,329540960000.0,47500630.0,,2399893500.0,1028263800.0,4039788300.0,,,,,2044063900.0,1434770600.0,1842732500.0,22729992000.0,,,3435160600.0,119353830000.0,6136152600.0,302794670000.0,115337900000.0,4311902000.0,281216540.0,64425714000.0,8049291000.0,,,20096316000000.0,38489092000.0,7806405000.0,49746645000.0,56377307000.0,146033150.0,5707631000.0,,35560206000.0,76682500000.0,5259392000.0,,2746040000.0,10773001000.0,,,1333922800.0,179026500000.0,10970476000.0,4936966000.0,18490425000.0,,2830976800.0,11558453000.0,,1226805100.0,,,82425280.0,2272821800.0,,,204483600000.0,479975140.0,,259705360.0,5639735300.0,,1855068200.0,1797502100.0,38129082000.0,,,,,6175157000.0,7930447400.0,131963690000.0,13307342.0,7999576000.0,,,18940270000.0,5624905000000.0,,240576910.0,,,,392857150.0,,121290680000.0,5878768600.0,9386770000.0
1973,,,,,1048068100.0,47217857000.0,243685920000.0,,,,372130500000.0,157406900000.0,,1260984800.0,201894630000.0,2401263600.0,1620769700.0,27646753000.0,,5036098000.0,5065273000.0,,,283482180.0,3368704000.0,9678655000.0,487176370000.0,3435051500.0,,133126190.0,894277060.0,1222867600.0,535297460000.0,369346840000.0,41753702000.0,277925460000.0,15307902000.0,6618369500.0,29652943000.0,2395801900.0,61353378000.0,,,10673499000.0,27220910000.0,,,,,1590532500000.0,,,145686790000.0,10975794000.0,45692780000.0,20737760000.0,36858257000.0,,476848980000.0,,8993092000.0,93174080000.0,1825054200.0,1039326050000.0,139529310.0,4454903000.0,1234765100000.0,11037028000.0,10847792000.0,2126493300.0,330577570.0,320129800.0,,120436620000.0,,914698300.0,15835135000.0,,2220324400.0,35781830000.0,4701386000.0,,8167228400.0,59243420000.0,95627290000.0,,210419780000.0,41999655000.0,207330030000.0,14438869000.0,4775761400.0,56561603000.0,962579660000.0,10224335000.0,,1789673700000.0,,14324723000.0,,,112214190.0,,86819030000.0,57669628000.0,,,4796809700.0,33925830000.0,,,10581913000.0,421072600.0,,14278311000.0,,,17703000000.0,2070734500.0,,5576938500.0,206101820.0,355446600000.0,63614160.0,,2364972300.0,1070897000.0,4000678100.0,,,,,1950348500.0,1606680300.0,1885127700.0,25389648000.0,,,2849548800.0,125790290000.0,6529910300.0,319279460000.0,120566090000.0,4291354400.0,289367300.0,69451100000.0,6902101000.0,,,21383113000000.0,41208066000.0,8225165000.0,52869206000.0,61328368000.0,146328180.0,6080297500.0,,37816463000.0,85271450000.0,5643475500.0,,2960301300.0,11934858000.0,,,1379784300.0,219298840000.0,11039830000.0,4661323300.0,20450966000.0,,2894861300.0,12120388000.0,,1077756200.0,,,83737736.0,2231911000.0,,,212597470000.0,523262530.0,,283219550.0,5049263000.0,,1699597000.0,1866480900.0,42032140000.0,,,,,6277443600.0,7878531000.0,136268780000.0,13050444.0,8494907000.0,,,18992394000.0,5942469000000.0,,213869660.0,,,,421502980.0,,126836015000.0,5822212000.0,9631269000.0
1974,,,,,1106956800.0,54063520000.0,257171030000.0,,,,387414330000.0,163612110000.0,,1251819500.0,211111620000.0,2481449500.0,1755073500.0,30298616000.0,,5462767600.0,4216625200.0,,,321922340.0,3398254000.0,9963167000.0,526900430000.0,3275292700.0,9912272000.0,139993200.0,972953700.0,1300385700.0,553271560000.0,374720500000.0,42748340000.0,284345530000.0,15970334000.0,7328803000.0,30581254000.0,2584723200.0,64878590000.0,,,11265333000.0,27488897000.0,,,,,1604689300000.0,,,144281980000.0,11634551000.0,49117413000.0,23062153000.0,37432857000.0,,503642100000.0,,9287495000.0,96189686000.0,1872526600.0,1088078740000.0,160915360.0,6214014500.0,1204088600000.0,12009362000.0,11591139000.0,2238139000.0,350011550.0,334725280.0,,112682620000.0,,966893300.0,16844629000.0,,2391352300.0,36646044000.0,4643670000.0,,8639285000.0,62738784000.0,102928120000.0,,212913960000.0,43788935000.0,219357350000.0,16765457000.0,5048280600.0,60224627000.0,1015522900000.0,9791921000.0,,1767745900000.0,,14907110000.0,,,163050300.0,,95077110000.0,50177585000.0,,,5024812000.0,41455140000.0,,,10988875000.0,467306750.0,,14879782000.0,,,18693669000.0,2163391700.0,,5688860700.0,217907660.0,375980130000.0,73361850.0,,2328815900.0,1178376600.0,4214409500.0,,,,,2187561700.0,1748258200.0,2020403700.0,27501728000.0,,,3099603500.0,139829350000.0,7456663000.0,330258600000.0,125294900000.0,4563151400.0,297754300.0,73613610000.0,7695760400.0,,,21795111000000.0,42666910000.0,8426543000.0,57831952000.0,63410225000.0,146482610.0,6239025700.0,,38919713000.0,86245990000.0,6116484600.0,,3493186800.0,12643580000.0,,,1399236900.0,254605100000.0,12303370000.0,4857135000.0,21702035000.0,,2996176400.0,12767132000.0,,1085866100.0,,,88497200.0,2240838700.0,,,219396750000.0,553316030.0,,286909500.0,6351759400.0,,1783928600.0,1956685000.0,43909403000.0,,,,,6516464000.0,8514705400.0,143892300000.0,12831444.0,8674437000.0,,,19542288000.0,5910347000000.0,,195005090.0,,,,376488100.0,,134587120000.0,6196473000.0,10269356000.0
1975,,,,,1112958800.0,57430274000.0,257097960000.0,,,,392589300000.0,163017000000.0,,1260556300.0,206961300000.0,2359974000.0,1807697300.0,29059944000.0,,4980141600.0,3592433000.0,,,333488420.0,3526304300.0,10691576000.0,554123500000.0,3213062100.0,9848309000.0,135363170.0,1055131840.0,1305652000.0,561821800000.0,347428950000.0,37228630000.0,309140460000.0,17288348000.0,8152931000.0,29057808000.0,2784563700.0,66385887000.0,,,11501913000.0,30093863000.0,,,3097696300.0,,1590780900000.0,,,142247760000.0,12238763000.0,51595555000.0,25592570000.0,40779035000.0,,506372850000.0,,9403229000.0,97925810000.0,1882454900.0,1075844940000.0,161034900.0,7406490600.0,1186344500000.0,12895705000.0,10150172000.0,2302528500.0,393389980.0,360986430.0,,119856910000.0,,973141760.0,17173098000.0,,2594211300.0,36826358000.0,4742612000.0,,8736284000.0,66628588000.0,108051160000.0,,232395390000.0,46265920000.0,218641760000.0,18859575000.0,5080900000.0,62177600000.0,994296800000.0,9766844000.0,,1822397000000.0,,15038622000.0,,5104597000.0,171764400.0,,102531100000.0,44018580000.0,,,4850522000.0,43125064000.0,,,11662079000.0,404157250.0,,13901976000.0,,,20106578000.0,2142349800.0,,5760466000.0,200499060.0,397578240000.0,73406056.0,,2599541800.0,1408868000.0,4389421600.0,,,,,2075244200.0,1764099000.0,2143382100.0,27722035000.0,,,3013025500.0,132519410000.0,7445236000.0,330265300000.0,131499640000.0,4629612000.0,306384350.0,72338860000.0,9576104000.0,,,21918174000000.0,44463790000.0,8573242400.0,60319224000.0,66866782000.0,146519620.0,6184129500.0,,38664958000.0,82496330000.0,6535613400.0,,3321926100.0,13386913000.0,,,1369659400.0,240631940000.0,14236657000.0,5223152600.0,22567672000.0,,3046189000.0,13140383000.0,,1245436300.0,,,93256664.0,2303582200.0,,,224997650000.0,630273700.0,,296025760.0,7390372400.0,,1944665200.0,2004438800.0,46091880000.0,,,,,6612775000.0,9124026000.0,154215300000.0,12638139.0,9020498000.0,,,20733766000.0,5898194400000.0,,180167710.0,,,,362165200.0,,136868954000.0,6055854600.0,10071032000.0
1976,,,,,1149728600.0,66921690000.0,251909080000.0,,,,402751230000.0,170480630000.0,,1360678000.0,218660290000.0,2380844500.0,1961982300.0,30705134000.0,,6497904000.0,3778707200.0,,,333374980.0,3841504500.0,11184945000.0,610960700000.0,3353158400.0,11904059000.0,147484460.0,1167475700.0,1376581800.0,594909100000.0,342552180000.0,38655447000.0,304286960000.0,19521378000.0,7704916000.0,27515130000.0,2810078200.0,69524860000.0,,,12136539000.0,31727346000.0,,,3725484500.0,,1669512800000.0,,,150773240000.0,13062201000.0,55922750000.0,27485700000.0,46194360000.0,,523102360000.0,,9417222000.0,98263050000.0,1933962000.0,1123030900000.0,161608700.0,10045079000.0,1220870300000.0,13682282000.0,9791853000.0,2484966100.0,422309000.0,378831650.0,,128069390000.0,,1031133300.0,18441720000.0,,2634082000.0,42779090000.0,5240619000.0,,9473524000.0,69027220000.0,115492176000.0,,236260380000.0,46911242000.0,258566700000.0,22098727000.0,5383689700.0,62378127000.0,1065144300000.0,9113029000.0,5730509300.0,1894837100000.0,,15362549000.0,,5104597000.0,125786110.0,,116087190000.0,46926530000.0,,,5108120000.0,52992487000.0,,,12051022000.0,448813120.0,,14254298000.0,,,22280659000.0,2236862200.0,,5583685600.0,201699650.0,415141040000.0,73671300.0,,2953688800.0,1648616300.0,4656316000.0,,,,,2252596700.0,2183115500.0,2250502700.0,30927670000.0,,,3033460000.0,144502300000.0,7833092000.0,344982950000.0,139160190000.0,4833247000.0,297754300.0,73010750000.0,11543048000.0,,,23054540000000.0,46756426000.0,8715941000.0,61192110000.0,72736620000.0,146458780.0,5974583300.0,,41078840000.0,88188770000.0,7027480600.0,,3594444300.0,14504574000.0,,,1636805800.0,277264830000.0,16609227000.0,5689084000.0,24246067000.0,,3032506400.0,13803874000.0,,1222421400.0,,,94785464.0,2506297300.0,,,227378360000.0,616915460.0,,344211800.0,8296021500.0,,2002631200.0,1963317200.0,50390778000.0,,,,,7036333000.0,9842713000.0,170348040000.0,12531334.0,9318716000.0,,,21549738000.0,6215991000000.0,,198863400.0,,,,395926340.0,,139948310000.0,6432588000.0,10117846000.0
1977,,,,,1182364500.0,81269250000.0,269376820000.0,,,387095900.0,417230650000.0,179141020000.0,,1516740200.0,220029450000.0,2499497700.0,1969248600.0,31525898000.0,,7343778300.0,4124645000.0,,,355033000.0,4068054800.0,11740973000.0,641107500000.0,3475287300.0,13086612000.0,159137570.0,1307713400.0,1428977800.0,615938060000.0,350888700000.0,42692887000.0,327321500000.0,20949262000.0,8763562000.0,27724462000.0,2558480000.0,72416050000.0,,,13217234000.0,34490640000.0,,,4335048000.0,,1725395000000.0,,211483620.0,153766720000.0,13712932000.0,58863497000.0,27926802000.0,50353260000.0,,537951000000.0,,9673906000.0,98498404000.0,2048143400.0,1163152900000.0,165529680.0,8781197000.0,1250876200000.0,14625580000.0,10014530000.0,2401643500.0,436834620.0,351669150.0,,131835900000.0,294935700.0,1122103200.0,19881875000.0,,2564577000.0,47795280000.0,5784799000.0,,9824816000.0,74273284000.0,125610820000.0,,253400510000.0,50763264000.0,251395160000.0,22518594000.0,5858653700.0,63023927000.0,1092417300000.0,8876313000.0,6206051000.0,1978026800000.0,,16814893000.0,,4355426000.0,119984060.0,194002830.0,130407690000.0,45121016000.0,,,5189236000.0,57683767000.0,483072500.0,,12665695000.0,546694900.0,,14478058000.0,,,23630682000.0,2316343300.0,,5715684000.0,224395620.0,429217000000.0,75461690.0,,3141208000.0,1849486600.0,4933473300.0,,,,,2210279700.0,2326057700.0,2361183000.0,33325509000.0,,,3268995300.0,153207280000.0,8488603000.0,353678030000.0,144950250000.0,4979065300.0,289367300.0,70136800000.0,11659311000.0,,,23978672000000.0,48602230000.0,8811296000.0,61405712000.0,76782940000.0,148553300.0,6024460300.0,,43523314000.0,93129630000.0,7835224600.0,,3669172500.0,13444952000.0,,,1669445400.0,293599540000.0,17642960000.0,5536451000.0,25907515000.0,,3033921800.0,14739786000.0,,1389224800.0,,,116981880.0,2761939700.0,,,223748820000.0,623143800.0,,322904320.0,8146733000.0,,2047382500.0,2099946200.0,55350977000.0,,,,,7678172700.0,10178457000.0,176151230000.0,12062474.0,9323338000.0,,,21863385000.0,6503430000000.0,,225171860.0,,,,392857150.0,,139816800000.0,6138989600.0,9423691000.0
1978,,,,,1199662500.0,79977400000.0,257238370000.0,,,404064160.0,420958570000.0,178763640000.0,,1502474200.0,226282460000.0,2530868500.0,2059988200.0,33755988000.0,,7627415000.0,4709500000.0,,,383154460.0,4127155000.0,11981980000.0,672969850000.0,3644775000.0,14005179000.0,170478510.0,1495145300.0,1446257400.0,638949300000.0,352324120000.0,45980713000.0,364393820000.0,23234712000.0,10691808000.0,26242509000.0,2721192700.0,78549620000.0,,,14045649000.0,36765643000.0,,,4672202000.0,,1777303400000.0,,233765000.0,157483270000.0,14006483000.0,64287670000.0,29520536000.0,54698127000.0,,545821230000.0,,9938972000.0,101374270000.0,2086308500.0,1208457500000.0,174865890.0,6669389300.0,1303466300000.0,15712197000.0,10863354000.0,2564865800.0,464427040.0,397829380.0,,141389870000.0,310689400.0,1189616900.0,20875311000.0,,2518255900.0,51743510000.0,6129932300.0,,10434825000.0,77541310000.0,134110994000.0,,267876090000.0,54411480000.0,219113870000.0,26359580000.0,6211152400.0,66524960000.0,1127813200000.0,8871546000.0,7117072000.0,2082307300000.0,,17977221000.0,,4355426000.0,121255410.0,201588160.0,144691220000.0,48439562000.0,,,5439161300.0,59590170000.0,532886660.0,,13381793000.0,646832300.0,,15068035000.0,,,24158276000.0,2407921200.0,,5563543600.0,257347490.0,467661700000.0,79705580.0,,3095237400.0,2055910700.0,5255027700.0,,,,,2199124000.0,2415164400.0,2591282000.0,35542954000.0,,,3709414400.0,144376170000.0,7823198000.0,363214080000.0,150558900000.0,5198429700.0,281216540.0,70360210000.0,11228671000.0,,,24976604000000.0,52513997000.0,9674154000.0,59783066000.0,80769800000.0,147827470.0,6539543000.0,,46540330000.0,95752135000.0,8777702000.0,,4032147500.0,14636628000.0,,,1822213600.0,294105500000.0,16596559000.0,5317544000.0,27922391000.0,,3106927900.0,15524350000.0,,1469791700.0,,,120371190.0,2944227600.0,,,227667890000.0,631413700.0,,391204030.0,8956729000.0,,2037767300.0,2331894300.0,61049774000.0,,,,,8447255000.0,10833997000.0,178798670000.0,11841429.0,9517637000.0,,,23038320000.0,6863408000000.0,,247187970.0,,,,417410720.0,,144031550000.0,6172985000.0,9168598000.0
1979,,,,,1200161000.0,96711524000.0,283535250000.0,,,436713660.0,438009140000.0,188339490000.0,,1527489700.0,231579900000.0,2696279600.0,2135478900.0,35376830000.0,,7892030500.0,5940530000.0,,,411956300.0,4215805000.0,11997957000.0,718459700000.0,3932457500.0,17413814000.0,178646100.0,1676784400.0,1410605200.0,662751500000.0,361102300000.0,49851507000.0,392056140000.0,23791045000.0,11337072000.0,26355374000.0,2988229600.0,82774900000.0,,,14739381000.0,37165720000.0,,,5135011000.0,,1851068000000.0,,190847410.0,163866530000.0,14641172000.0,69094990000.0,30622847000.0,57185630000.0,,546048020000.0,,9829567000.0,108594070000.0,2341356000.0,1253113700000.0,178571700.0,6701029000.0,1352333500000.0,16870286000.0,10590148000.0,2533885700.0,458258600.0,405762700.0,,146030400000.0,328094500.0,1247439500.0,21859258000.0,,2472028400.0,57723410000.0,6473817000.0,,11223742000.0,79634920000.0,143933700000.0,,253844260000.0,56083567000.0,192774720000.0,31860630000.0,6513050000.0,70654706000.0,1195021300000.0,8777505000.0,8597630000.0,2196501800000.0,,19346227000.0,,3796687000.0,107207976.0,216904180.0,157237720000.0,55172280000.0,,,5616740400.0,64928320000.0,553097660.0,,14238704000.0,665551170.0,,15421473000.0,,,25316370000.0,2493022000.0,,6111811000.0,284791550.0,513016330000.0,81407560.0,,3417008000.0,2271591700.0,5528356400.0,,,,,2304462800.0,2500094500.0,2705198600.0,38865900000.0,,,3974526200.0,154135170000.0,5751710000.0,370529800000.0,157142090000.0,5321574400.0,273295400.0,71902250000.0,11715068000.0,,,26021642000000.0,54487704000.0,10110919000.0,62228640000.0,85289330000.0,147274370.0,6659373600.0,,50220190000.0,101151530000.0,9818927000.0,,4190446600.0,15401791000.0,,,2038508800.0,326350960000.0,15763644000.0,5689861600.0,30590220000.0,,3247089700.0,14875391000.0,,1396494000.0,,,140043650.0,2926562300.0,,,236410340000.0,651031360.0,,452992130.0,9036264000.0,,1600847700.0,2211388200.0,64329224000.0,,,,,8751303000.0,11545522000.0,177682760000.0,11794442.0,9755594000.0,,,24466493000.0,7080703000000.0,,255548400.0,,,332998080.0,462946430.0,,149491090000.0,5986318300.0,9470890000.0
1980,,,23063261000.0,4650626600.0,1226669300.0,119801184000.0,287841520000.0,,,472353900.0,451305600000.0,191600560000.0,,1542628000.0,241871440000.0,2879135000.0,2152496000.0,35666616000.0,30408546000.0,8095666700.0,6326384600.0,,,461839040.0,4550705000.0,11833372000.0,784558000000.0,4104426200.0,15723289000.0,187594000.0,1877778800.0,1347429200.0,677180900000.0,377720180000.0,53832960000.0,422770400000.0,21184094000.0,11114266000.0,26933852000.0,3515251700.0,86158205000.0,396529300.0,188082000.0,14850206000.0,35363390000.0,,,5430440400.0,,1877146300000.0,,216388860.0,162635190000.0,15807889000.0,69641260000.0,31758551000.0,62910670000.0,,558108700000.0,,10461034000.0,114446250000.0,2303813400.0,1274121200000.0,165720940.0,6872102000.0,1324862700000.0,17642346000.0,10640100000.0,2599801900.0,486991780.0,341032770.0,132086050.0,147019220000.0,326339900.0,1355667300.0,22681162000.0,,2514890500.0,63558197000.0,6512618500.0,,12051458000.0,79794200000.0,158154460000.0,,270942750000.0,57810563000.0,151136040000.0,39747320000.0,6887415300.0,71834950000.0,1236010800000.0,8275944000.0,9559261000.0,2258390200000.0,,20428063000.0,,3581475300.0,106050810.0,235211150.0,154650080000.0,44462928000.0,,,5386545700.0,65373260000.0,540815940.0,,15071102000.0,647283260.0,,15551149000.0,,,26238435000.0,2535040800.0,,6170039000.0,337685470.0,557939200000.0,75550104.0,,3269193700.0,2431732200.0,5967227000.0,,,,2851825400.0,2382151200.0,2248553500.0,2716202000.0,41758233000.0,3477739300.0,,3876950000.0,160616300000.0,6016963600.0,375501980000.0,164314430000.0,5198146000.0,265597360.0,72825590000.0,12422125000.0,,,26511447000000.0,60054004000.0,11433880000.0,65927100000.0,89724985000.0,146723360.0,6505978000.0,,52351267000.0,105793724000.0,10968933000.0,,4210766000.0,15245244000.0,,,2220988200.0,345271600000.0,16003931000.0,5916759600.0,33683923000.0,526656500.0,3404362800.0,12519595000.0,,1421532300.0,,,138529280.0,2669024800.0,,,240429250000.0,732078600.0,,429886460.0,10347256000.0,,1504033800.0,2533741000.0,67657322000.0,,,,,9660634000.0,12402054000.0,173334250000.0,11719017.0,10022700000.0,,,25896167000.0,7062521600000.0,,261790740.0,,,295036930.0,434275780.0,,159388270000.0,6168040000.0,10836657000.0
1981,,,22048480000.0,4917834000.0,1225044400.0,125382935000.0,272903160000.0,,,490375100.0,466379050000.0,191324100000.0,,1730262000.0,241195930000.0,3165730600.0,2244091400.0,38246715000.0,31898614000.0,7665244700.0,5742686700.0,,,467073060.0,4659055600.0,11865987000.0,751214260000.0,4026452500.0,12203657000.0,215962510.0,2047996800.0,1326618800.0,700307100000.0,383768760000.0,57345757000.0,444385660000.0,21925644000.0,13012880000.0,27566938000.0,4134629400.0,88119910000.0,411854880.0,203977860.0,14514345000.0,42325852000.0,,,5567124500.0,,1887081000000.0,,239822340.0,161430080000.0,16484446000.0,71730495000.0,33541114000.0,67533693000.0,,557369400000.0,,10919390000.0,115921900000.0,2449644500.0,1289261700000.0,181835180.0,7222258000.0,1314426000000.0,18571497000.0,10267370000.0,2615654000.0,503169120.0,402989980.0,139706660.0,144734950000.0,331346560.0,1364686300.0,22827878000.0,,2552517600.0,69444150000.0,6433031700.0,,11707665000.0,82081690000.0,170691610000.0,,287216100000.0,59732890000.0,142526150000.0,39457673000.0,7181164000.0,75670890000.0,1246445600000.0,8494383000.0,11201420000.0,2354611700000.0,,21198926000.0,,3582947000.0,112543440.0,238849650.0,165856300000.0,36048440000.0,,,5271448600.0,52828013000.0,574942800.0,,15930083000.0,651779500.0,,15465469000.0,,,25780986000.0,2558423600.0,,5565375000.0,377413200.0,611422400000.0,80412900.0,,3318519600.0,2512265500.0,6346489300.0,,2484401400.0,,2994416600.0,2464342300.0,2380821200.0,2572511700.0,44657130000.0,3511523600.0,,3870062000.0,139530780000.0,6339671000.0,372559500000.0,166940750000.0,5631774000.0,258116160.0,76215886000.0,14539734000.0,,,27025717000000.0,64810738000.0,12486575000.0,69587395000.0,92795560000.0,146174400.0,6488098000.0,,52952230000.0,107505570000.0,11974835000.0,,4322184000.0,15382600000.0,,,2341725400.0,355570250000.0,17194234000.0,6223261000.0,37327150000.0,517192400.0,3502456800.0,11803351000.0,,1510580000.0,,,124241500.0,2858525700.0,,,241522790000.0,839265500.0,,413220700.0,11149722000.0,,1519719700.0,2449742800.0,71653750000.0,,,,253486820.0,10102822000.0,13085913000.0,181752480000.0,12023746.0,9924596000.0,,,26300035000.0,7241747400000.0,,273869500.0,,,307953500.0,395064500.0,,167932740000.0,6548482000.0,12193995000.0
