Date,AFG,AGO,ARG,AUS,AUT,AZE,BDI,BEN,BFA,BGD,BGR,BLR,BTN,BWA,CAF,CHE,CHN,CIV,CMR,COD,COG,CZE,ERI,ESP,ETH,FRA,GHA,GIN,GMB,GNB,GRC,HRV,HUN,IND,IRN,IRQ,JOR,JPN,KAZ,KEN,KGZ,KOR,LBY,LKA,MAR,MDA,MDV,MEX,MKD,MLI,MMR,MOZ,MRT,MWI,NAM,NER,NGA,NPL,OWID_CZS,OWID_ERE,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,POL,PRK,PRT,RUS,RWA,SAU,SDN,SEN,SLE,SRB,SSD,SVK,SVN,SYR,TCD,TGO,TJK,TUR,TWN,TZA,UGA,UKR,USA,UZB,VNM,YEM,ZAF,ZMB,ZWE
1999,0.827,0.5301,1.4158001,1.2286,1.4908001,0.0364,1.1228001,0.77770007,0.73620003,0.7509001,1.6,1.4986,0.703,0.17740001,1.0104,,1.7442,0.6391,1.0,0.66110003,,2.0,0.3835,2.4242,0.8543,,0.85890007,1.0725001,1.1205001,0.85690004,,3.6000001,1.4456,0.72770005,2.003,1.0,1.3333001,1.0,0.4415,0.65690005,1.6667,0.96590006,1.1607,0.73980004,1.8415,0.4098,1.0,0.66670007,,0.8784001,0.66090006,0.53330004,0.34770003,0.6006,0.16420001,0.42790002,1.0637,1.1039001,,,1.1429001,,0.7558,,0.49710003,,0.9459001,,0.9365001,0.8,1.0951,,0.67,0.9549001,,,1.0807,1.6175001,0.5,0.45960003,0.46500003,0.43640003,1.7037001,1.8244001,0.99280006,1.6117,0.91670007,1.8587,2.3333,0.9474001,0.6373,0.55,0.7288,0.2284
2000,0.8148,0.5336,1.5141001,1.4574001,2.2478,0.046900004,1.0452,0.8213,0.6373,0.74880004,1.0,1.4978001,0.6129001,0.23600002,1.0172001,,1.7001001,0.6445,1.0137,0.661,,1.2,0.1254,2.6059,0.88670003,,0.8144001,1.0193,1.1026,0.7534001,,3.6319,1.0675,0.7745,1.8933002,1.0,2.5438,1.0092001,0.47760004,0.47900003,2.5,1.2316,1.1538001,0.73740005,1.6932,0.31780002,1.0,0.87500006,,0.7038,0.66450006,0.5863,0.3033,0.5695,0.31750003,0.32590002,1.0501,1.0246,,,1.1173002,,0.7455,,0.5108,,0.9333,,0.82040006,0.8,1.2981,,0.71270007,0.90830004,,,0.80600005,1.1858001,0.68570006,0.3269,0.46960002,0.3,1.7726,2.1622,0.8694001,1.3906001,1.1626,1.1087,2.8889,0.9041,0.632,0.57140005,0.71720004,0.2034
2001,0.8148,0.6343,1.7653002,0.88820004,1.9725001,,1.0,0.75670004,0.7627,0.71580005,1.2290001,1.4970001,0.6154001,0.135,1.023,,1.7122,0.65000004,1.0,0.661,0.8,1.2,0.53720003,2.4358,0.91170007,3.6000001,0.6963,1.0046,1.0784001,0.8324001,,3.6000001,1.3171,0.8998,1.6812,1.0,2.5500002,0.99070007,0.62880003,0.42790002,1.6667,1.4518001,1.1600001,0.7422001,1.7293001,0.625,1.0,0.89470005,,0.69380003,0.67870003,0.5263,0.31770003,0.59740007,0.34260002,0.4508,1.3000001,1.0884001,,,2.3622,,0.82570004,,0.5188,,0.96150005,,0.78870004,0.7921,1.5143001,,0.69490004,0.88540006,,,1.4843001,0.96180004,0.7297,0.4684,0.6154001,0.39000002,1.9154001,1.9046,1.0269,1.5013001,1.0605,1.8590001,2.0,0.90980005,0.63500005,0.5481,0.74780005,0.27650002
2002,0.8,0.54,1.9056001,0.65650004,1.9798001,,1.1637,0.80050004,0.71580005,0.5149,1.087,1.4962,0.66,0.11380001,1.0580001,,1.9093001,0.65000004,1.0040001,0.66830003,0.7879001,1.0,0.107200004,2.4967,1.0878001,3.5556002,0.8036,1.0103,0.87250006,0.6517,,3.5548003,1.3932,0.6271,1.8106,1.0,3.2500002,0.97110003,0.7358,0.60890007,2.0,1.0299001,1.1429001,0.7433,1.7597001,0.7813,0.9973,0.8909001,,0.5105,0.70250005,0.2554,0.1132,0.61050004,0.16250001,0.46040002,1.3105,1.0947,,,2.5773,,0.7217001,,0.54170007,,0.98480004,,0.8581,0.7953,1.2936001,,0.50610006,0.9067001,,,1.2051,1.8442,0.7778,0.50560004,0.67910004,0.9189001,1.9726001,1.9397,0.65050006,1.4899001,1.0489001,0.74750006,1.0,0.9343,0.577,0.5525,0.74890006,0.10700001
2003,0.8629001,0.34210002,1.8439001,0.89860004,2.1998003,,1.0597,0.7817001,0.84200007,0.73260003,0.9384001,1.4953002,0.6908,0.120000005,1.0201,,1.8955001,0.65000004,1.0192001,0.661,0.78900003,2.0,0.18360001,2.4967,1.0011001,3.6111002,0.8506,1.0058,1.0946001,0.75560004,,3.5223002,1.1349001,1.0868001,2.1022,1.1429001,2.2822,0.95070004,0.89290005,0.58770007,1.9821001,1.1355001,1.1556001,0.71430004,1.7903001,0.89220005,0.99700004,0.9412001,,0.66730005,0.75000006,0.54020005,0.38520002,0.6351,0.1787,0.47560003,1.3801,1.0916001,,,1.626,,0.92300004,,0.50750005,1.9019002,0.989,,1.3954,0.8,1.2823001,,0.7329001,1.0,,,1.0287,0.9591,0.8431,0.7171,0.69640005,0.3333,1.7500001,2.0151,0.45220003,1.6,1.3208001,1.0350001,0.7826,0.9474001,0.49120003,0.5441,0.5833,0.2442
2004,0.89470005,0.3499,1.5783001,1.2821001,2.2068002,0.3833,1.1518002,0.82250005,0.7778,0.73020005,1.6403002,1.5013001,0.799,0.11880001,1.0,,1.9790001,0.65000004,1.1429001,0.661,0.78980005,1.4371,0.1949,1.9389001,1.0593001,3.6364,0.7891,1.0170001,1.0759001,1.1362,,3.4851003,1.44,0.9121,2.0615,0.88890004,1.5000001,0.93320006,0.75280005,0.44570002,2.0,1.1304001,1.1583002,0.90860003,1.8209001,0.98530006,1.0,0.90000004,,0.82280004,0.77440006,0.53840005,0.065500006,0.4643,0.3278,0.36360002,1.45,1.0958,,,3.5971003,,0.87380004,,0.5631,2.0319002,0.9818,,1.1913002,0.8,1.6462001,,0.4713,1.0,,,1.4356,1.7109001,0.8205,0.4718,0.71270007,0.35000002,1.7949001,2.0092,0.70780003,1.5995001,1.2186,1.419,1.0,0.8571,0.6682,0.5411,0.6743,0.314
2005,0.8148,0.37070003,1.7375001,1.0198001,2.2109,2.5,1.0339,0.8284001,0.91340005,0.67700005,1.3750001,1.5141001,1.0326,0.120000005,1.0143,,2.102,0.8033,1.2141,0.661,0.79170007,1.3519001,0.50570005,1.8862001,1.1863002,3.6923003,1.0,1.0196,1.0019001,1.8884001,,3.5830002,1.7527001,0.8629001,2.1796002,0.8,2.4848,0.90620005,0.55640006,0.5745,1.9697001,1.1763,1.1111001,1.0334,1.8528001,1.2533001,,1.0,,0.7801,0.8238,0.272,0.3984,0.38770002,0.30660003,0.45000002,1.5300001,1.1198001,,,2.3077002,,0.87160003,,0.50100005,1.7852,1.0,,1.1186,0.8,1.756,,0.76000005,1.0,,,1.1600001,1.4322001,0.9286,0.5889,0.8209001,,2.0185,1.7251,0.77250004,1.6,1.1678001,1.4875001,1.1960001,1.0,0.6682,0.5375,0.75450003,0.16910002
2006,1.0,0.38210002,1.5883001,1.0,1.8675001,2.5,1.0756,0.8069001,0.9603,0.69100004,1.3358002,1.5269,1.0886,0.1667,1.018,,2.1212,0.8513,1.3073001,0.661,0.8,1.3642,0.45310003,1.6458001,1.2793001,3.6190002,0.82500005,1.0175,0.929,1.9065001,1.8119001,3.7500002,1.2871001,0.88040006,2.8024,1.0,3.0000002,0.8911,0.75780004,0.5752,1.25,1.2021,1.1852,1.0603001,1.8877001,0.39820004,,1.0,,0.7546,0.8582001,0.39100003,0.2628,0.6516,0.42960003,0.48290002,1.5500001,1.1118001,,,,,0.88320005,,0.47220004,1.1245,0.9846,,1.0344001,0.8,1.6594001,,0.6606,1.0,2.0,,0.81250006,1.6964,1.0714,0.58500004,0.6643,0.70000005,1.9330001,1.7355001,0.75900006,1.6014001,1.0786,1.2028002,2.5,1.0632,0.72840005,0.53370005,0.7501,0.2899
2007,1.6667,0.29370004,1.4158001,1.0,1.8736,2.0743,1.1151,0.94790006,0.8168,0.77080005,1.1348001,1.5397,1.0134001,0.2829,1.0,,1.7962,0.8068,1.3255,0.661,0.79440004,1.3306,0.69320005,2.0931003,1.0613002,3.5307002,0.69470006,1.0419,0.7983,0.84040004,1.8323002,2.5625002,1.0428001,1.0836,2.6759,1.1453001,1.1667,0.8762001,0.84700006,0.93350005,2.3077002,1.1791,1.1815001,1.0036,2.0,0.14250001,,1.0,,0.7408,0.92080003,0.47090003,0.1012,0.71860003,0.2282,0.45090002,1.6001,1.0741,,,,,0.94220006,,0.5748,1.7309,0.98390007,,1.1091,0.8,1.7654,,0.46420002,1.0,1.8533001,,0.8988,1.5785,1.0789001,0.55200005,0.6951,0.7778,2.042,1.7079,0.7698,1.6751001,0.9203,1.8214002,3.4444,1.1152,0.74230003,0.53290004,0.49010003,0.24370001
2008,1.8333001,0.2372,1.4152,1.0,1.8739,1.4545001,1.1153,0.81140006,0.79580003,0.3413,1.4467,1.5525001,1.4268001,0.2139,1.0,,1.5783001,0.6945,1.3977001,0.661,0.79170007,1.297,0.15630001,1.8333001,1.2132,3.4286003,1.0637,1.0159,0.933,1.0621,1.8527,3.2500002,1.598,1.0301,4.3521004,0.90760005,,0.86240005,0.98840004,0.72360003,1.9206,1.1884,1.1273001,1.0707,2.0933,1.5562,,0.99600005,1.5000001,0.897,0.91880006,0.24900001,0.2,0.72450006,0.19070001,0.51780003,1.8483001,1.0964,,,,,0.9664001,,0.63100004,1.572,0.98410004,,1.3836,1.0,2.1402001,,0.76750004,1.0,1.7470001,,1.4587001,1.2753001,0.75000006,0.5626,0.65790004,0.7551,1.9249002,1.5838001,0.6988,1.3750001,1.5553001,1.8128002,3.5000002,1.1801001,0.6536,0.52620006,0.9732001,0.19170001
2009,1.9000001,0.1455,1.7243001,0.95000005,4.2553,0.30770004,1.1153,0.80660003,0.77360004,0.3815,1.1731,1.5653001,1.0308001,0.34010002,1.0,2.8667002,1.5548002,0.7605,1.0643001,0.661,0.83330005,1.2634001,0.28020003,2.2206001,1.4206,3.3636003,1.3152,1.0071,1.0054001,1.2077,1.8730001,2.1111002,1.156,0.79770005,2.5847,0.6856,,0.8513,0.8858,0.51640004,4.0465,1.2352,1.1852,1.0877,2.0029001,0.9946,,1.0,1.4157001,1.0069001,0.93790007,0.44950002,0.69740003,0.6316,0.1447,0.41110003,1.3016,1.1008002,,,,,0.7652,,0.61570007,1.6265001,0.98410004,,1.0047001,1.4000001,2.0106,,0.77030003,1.0,1.6413001,,0.9984001,1.1691,1.4815,0.33920002,0.68770003,0.7656,2.1863,1.7292,0.78400004,1.3021001,1.3643001,1.8769001,2.9667,1.2305001,0.6298,0.5205,0.87520003,0.20850001
2010,3.0000002,0.20950001,1.3655001,1.013,2.3333,0.7468,1.1151,0.84690005,0.84290004,0.3343,1.4134,1.5781001,1.1884,0.3594,1.177,2.8824,1.9451001,0.78000003,1.1688001,0.66120005,0.80770004,1.2562,0.36360002,2.0037,1.5555,3.4345002,1.2398001,1.0041,1.0591,1.2256,1.8934001,2.6667001,1.779,1.1273001,2.4893003,0.7286,,0.84330004,0.6172,0.5436,1.7714001,1.2013001,1.1852,1.1106,2.0073001,0.528,1.0158,15.5556,1.5000001,1.0925001,0.9639001,0.4469,0.29720002,0.5115,0.18890001,0.5291,1.1848001,1.1157,,,,,0.9110001,,0.6309,1.5966,1.0177001,,0.7817001,1.6,1.7311001,,0.78720003,1.0109,1.5356001,,0.99570006,1.5176,1.7143002,0.56700003,0.69490004,0.85510004,2.3089,1.7223002,1.0145,1.6048001,1.3728001,1.7809001,2.4183002,1.2921001,0.8043,0.5148,0.94470006,0.21450001
2011,3.0000002,0.2988,1.7,1.0176,3.6091003,1.9098002,1.1147,0.8697001,0.72480005,0.4528,1.0188,1.5954001,1.8985001,0.23400001,1.1147,2.5185,2.1025002,0.77000004,1.2834,0.6646,0.8148,1.2502,0.36360002,1.5121001,1.5070001,3.4193003,1.0294001,1.0193,0.7896,1.2099001,1.9138001,2.5294,1.3149,1.1854001,1.8668002,0.78290004,,0.8388,1.1002,0.6596,1.692,1.1937,1.4784001,1.0284001,2.0,0.7225,1.0193,15.000001,1.4451001,0.64030004,0.98660004,0.4541,0.10560001,0.71000004,0.18660001,0.39150003,0.44970003,1.1218001,,,,,0.7965,,0.66240007,1.3333001,1.1111001,,1.3889,1.8000001,1.6876,,0.6165,1.0255,1.4294001,,0.91420007,1.4039001,1.1288002,0.3583,0.6865,0.7568,2.3402,1.6666001,1.1271,1.4928001,1.7826,1.5169001,2.4144,1.3603001,0.6011,0.5,1.0591,0.1668
2012,3.0000002,0.095800005,1.7608001,1.0147,3.7500002,0.947,1.1298001,0.85830003,0.84720004,0.31660002,1.8219001,1.626,1.5163001,0.26060003,1.0497,2.3667002,2.4397001,0.78000003,1.3065001,0.6672,0.8571,1.2442,0.36360002,1.2258002,1.7202001,3.3333,1.0418001,1.0305,0.96830004,1.2414001,1.9516001,3.0270002,1.3305,0.9998,2.2991002,0.6047,,0.83330005,0.6384001,1.1684,1.7750001,1.2076,1.4247,1.1286,1.9643002,0.56520003,1.0228001,16.0,1.5000001,0.89680004,0.96500003,0.80380005,0.31,0.7649001,0.18100001,0.5443,0.9642001,1.1332,,,,,0.85230005,,0.6736,1.4863001,1.0641,,1.0151,0.5,1.7314001,0.2901,0.81060004,1.0286,1.2381,0.9231,1.1745001,1.1910001,1.8854,0.6365,0.48610002,0.29320002,1.6530001,1.6229001,0.8208,1.3968002,1.0321001,0.8406,2.4672,1.4408001,0.702,0.48150003,0.9710001,0.17500001
2013,2.6000001,0.1979,1.8288001,1.0138,3.4922001,0.8615,1.1127,0.85830003,0.81270003,0.61140007,1.3561001,1.7570001,2.3058002,0.17130001,1.0523001,2.5,2.4396002,0.79510003,1.3257,0.6656,0.90000004,1.2382001,0.36360002,2.2645001,1.8672,3.3333,0.96510005,1.0333,0.8866,1.2682,1.9782001,3.4190001,1.0346,1.1886001,2.5331001,4.0261,,0.86670005,1.0041,0.8249001,1.5682,1.2116001,1.299,1.1742,1.9655001,1.1277,1.0264001,14.964901,1.5000001,0.94250005,0.9968,0.28260002,0.26510003,0.8053,0.1759,0.41250002,0.61240005,1.1139001,,,,,0.84620005,,0.634,1.3499001,1.0450001,,1.1783001,0.4444,1.7044001,0.39180002,0.6833,1.0362,1.3636,0.70000005,1.0845001,1.1183001,2.1124,0.5193,1.2755,0.625,2.3353002,1.5965,0.9646,1.3000001,1.3076,1.6194001,2.5200002,1.5185001,0.67700005,0.47860003,0.8191,0.1857
2014,2.4847,0.21970001,1.1867,1.0169001,3.7691002,0.90590006,1.1120001,0.85370004,0.8159001,0.5858,1.5256001,1.4406,2.8706002,0.49610004,1.0780001,2.1897001,3.0373,0.8087,1.3231001,0.66740006,0.88030005,1.1612,0.36360002,1.9983002,2.0165,3.0833,0.95680004,1.0632,0.76180005,1.2565,2.0,2.3158002,1.5807,1.1789001,1.3032,2.7642,,0.8855,0.63170004,0.90760005,1.9688002,1.1661,1.2956,1.1989001,2.0293002,0.45450002,0.9247001,25.000002,1.4233001,0.98370004,1.0139,0.5751,0.22950001,0.85090005,0.0878,0.4514,1.1726,1.1214001,,,,,0.8945,,0.63740003,1.4248002,1.0492,,1.2268001,0.36360002,2.5886002,0.39510003,0.5712,1.0427,1.0,1.1461,1.2296001,1.7991,2.0342,0.6298,0.62470007,1.3171,2.5575001,1.6009,0.99300003,1.3513001,1.7997,1.7572,2.5727,1.5925001,0.6391,0.48790002,0.88460004,0.31670004
2015,2.3202,0.28370002,2.2745001,1.0211,4.1538,2.1875,1.1104001,0.81140006,0.81520003,0.9944001,1.3517001,1.5428001,1.3313001,0.19520001,1.0914,2.0952,2.3421001,0.82210004,1.3418001,0.66940004,0.87030005,1.1604,0.3333,1.7143002,2.2265,3.6364,0.97,1.1301,0.93810004,1.2376001,2.0,2.0422,1.2950001,1.2758001,1.8567001,3.0385,,0.7918,0.78980005,1.0968001,2.1026,1.1611,1.3455001,1.2786,2.0989,1.4000001,0.7418,13.200001,1.251,0.9595001,1.0081,0.36770004,0.26310003,0.66480005,0.16860001,0.5298,1.0373001,1.1509001,,,,,0.96050006,,0.61630005,1.2772,1.0559001,,1.2908001,0.36360002,1.7312,0.28520003,0.8133,1.0533001,0.9531,0.90730006,1.2089001,1.7006,1.6959001,0.5391,0.79880005,1.9380001,2.3459,1.6084001,0.9361,1.35,1.9007001,1.8983002,2.6255002,1.6231,0.549,0.4943,0.91190004,0.124400005
2016,2.2269,0.22080001,1.5536001,1.0228001,4.122,6.6778,1.1087,0.8568,0.76220006,1.2137,1.5678002,1.9820001,1.3046,0.3149,1.0947,2.1111002,2.5275002,0.8298,1.3322,0.66740006,0.87290007,1.2056,0.3333,2.4850001,2.2296002,3.9498003,0.98,1.1837,0.7627,1.2431,2.0288002,1.8410001,1.5888001,1.1629001,1.7566,0.86670005,,0.84860003,1.0957,0.6111,2.2556002,1.1368,1.3638002,1.3891001,2.0267,0.9286,0.88600004,11.6253,1.3751,0.8855,1.0234001,0.43750003,0.25,0.37750003,0.080900006,0.5375,0.85580003,1.1334001,,,,,0.87930006,,0.64970005,1.6685001,1.057,,1.5369,0.36360002,1.6877,0.48180002,0.74700004,1.0627,1.0848001,0.8791,1.5439001,1.3333001,1.7469001,0.5926,0.62890005,1.3949001,2.3091002,1.6017001,0.99120003,1.4007,1.7611,2.0448,2.6783001,2.6049001,0.5191,0.48660004,0.6337,0.16710001
2017,1.628,0.22680001,1.9235001,1.0243001,4.2920003,10.642501,1.1071,0.86130005,0.6775,1.1071,1.8016001,1.5116,1.1856,0.43300003,1.0563,4.2366004,2.9592001,0.84020007,1.3282,0.6681,0.87700003,1.1877,0.3333,2.3054,2.2603002,3.795,1.0636001,1.2385001,0.6343,1.2292,2.2365,1.2214001,1.3358002,1.2709001,1.6764001,1.1426,,0.86270005,0.9286,0.4275,2.1512,1.1084001,1.3727,1.3208001,2.0410001,2.0769,0.88290006,,1.3409001,0.69240004,0.9717001,0.44680002,0.1667,0.634,0.21480002,0.54150003,0.84900004,1.1635001,,,,,0.92300004,,0.69380003,1.817,1.0591,,1.3354001,0.36360002,1.7044001,0.34950003,0.93050003,1.0707,0.9531,0.8852001,1.2172,1.0605,1.7656001,0.5665,0.5931,2.9521003,2.1799,1.6036,0.97520006,1.4264001,1.5052,2.0705001,2.7434,1.7452,0.52650005,0.48960003,0.7117,0.44920003
2018,1.8149002,0.23030001,1.2522,1.0250001,,32.4593,1.1091,0.906,0.8531,1.1048001,,1.6374002,0.9584001,0.22380002,1.0339,4.0086,3.0093002,0.84650004,1.3889,0.669,0.87350005,,0.3333,,2.3173,,1.2786,1.2828001,0.5662,1.2,,,,1.2616,1.7667,1.0771,,0.86740005,0.92670006,0.625,2.15,1.0877,1.3857,1.1895001,2.066,0.75000006,0.81060004,15.785701,1.3178002,0.85270005,0.95900005,0.65340006,0.2727,0.5774,0.326,0.5483,1.0836,1.1916001,,,,,0.97110003,,0.7681,,1.0617,,1.1606001,0.64180005,1.6955001,0.70540005,0.96500003,1.0787,0.9973,0.7537001,,,1.526,0.61920005,0.5913,2.6000001,2.1190002,1.5979002,1.2136,1.4297,1.4682,1.6662,2.7837,1.8101001,0.51780003,0.49010003,0.7785,0.33720002
2019,1.9372001,0.22240001,1.8921001,1.0253001,,44.0952,1.1127,0.901,0.82460004,1.1463001,,1.6893002,1.1412,0.2638,1.0,4.7235003,2.5556002,0.8604001,1.3889,0.66940004,0.8798,,0.3333,,2.4715002,,1.5541,1.25,0.4004,0.81900007,,,,1.2114,1.7323002,0.8353,,0.8594001,0.83720005,0.9272001,2.2411003,1.0,1.3923001,1.3158001,2.0981002,2.3699,0.7238,13.8225,1.3438001,0.94400007,0.94530004,0.76100004,0.2727,0.76940006,0.23920001,0.4788,1.1014,1.1936,,,,,0.9276,,0.7361,,1.0644001,,1.2462,0.36360002,2.4908001,0.3756,0.91670007,1.0863001,1.0096,0.8805,,,,0.6079001,0.58770007,2.581,2.7043002,1.6813002,1.4296,1.4034001,1.8192,2.0016,2.8402002,2.4869,0.5432,0.48880002,0.85990006,0.2094
2020,1.3187,0.21760002,1.5488001,1.0249001,,40.7624,1.1143001,1.1464001,0.89820004,1.1199001,,1.5995001,1.4812,0.68070006,1.0,3.3375,3.0982,0.8683,1.3889,0.6704001,0.84400004,,0.3333,,2.536,,1.6978002,1.2674,0.6901,0.81500006,,,,1.3868002,1.725,1.5654001,,0.90190005,0.7891,1.2921001,2.0395,1.0,1.4085001,1.3582001,1.9736,1.0714,0.84970003,14.646701,1.3339001,0.8876,0.90950006,0.41320002,0.2727,0.8529001,0.354,0.52030003,1.0812,1.2225001,,,,,1.0183,,0.75930005,,1.0618001,,1.1021,0.7702001,2.1079,0.5566,1.1190001,1.1005001,0.94970006,0.88350004,,,0.9487001,0.5917,0.6001,2.5704,3.0837002,1.6269001,1.2037001,1.3843001,1.6094002,1.054,2.8892,1.4861001,0.67640007,0.48950002,0.6844001,0.30040002
2021,1.5832,0.21880001,1.5237,1.0225,,14.8983,1.1994001,1.0101,0.72240007,1.1235001,,1.6370001,1.2197,0.3308,1.0,3.2226002,3.1086001,0.8874001,1.3889,0.6688,0.89000005,,0.3333,,2.5722,,1.5040001,1.2850001,0.99410003,0.81600004,,,,1.4271001,1.7415001,1.2873001,,0.8759001,0.93890005,0.46970004,1.2917,1.0,1.4118001,1.3104001,2.0454001,3.6279001,0.9093,14.765,1.3316001,0.71550006,0.92080003,0.43,0.1429,0.73090005,0.20820001,0.3493,1.0903001,1.23,,,,,0.98130006,,0.9987001,,1.0294001,,1.3636,0.75490004,2.1554,0.321,1.074,1.0989001,0.9639001,0.84760004,,,1.1273001,0.55590004,0.5931,2.8418002,2.8989,1.6349001,1.1167,1.3697001,2.3535001,1.3002,2.8519,1.5935,0.813,0.48940003,0.72190005,0.46670005
2022,1.5771,0.23330002,1.6277,1.0225,,15.481601,0.94810003,0.93520004,0.8701,1.1301,,1.6584,1.1467,0.2052,1.0,3.0709,3.1177,0.93500006,1.3889,0.66920006,0.85330003,,0.3333,,2.5738,,1.3974001,1.3029001,0.74840003,0.9601,,,,1.396,1.733,1.6025001,,0.8787001,0.95750004,0.5483,1.4063001,1.0,1.4203001,1.2105,2.0385,0.67480004,0.89860004,13.4286,1.3364,0.8766,0.92880005,0.44000003,0.2644,0.68,0.16980001,0.5393,0.9706,1.2711,,,,,0.9894001,,1.0654001,,1.0517,,1.5496,0.5684,1.8359001,0.50460005,1.1313001,1.1053001,0.9534001,0.85050005,,,1.6667,0.58140004,0.59470004,3.088,3.3914,1.6474001,1.1167,1.3545,1.8448001,1.0411,2.8831003,1.4605001,0.47370005,0.48920003,0.73330003,0.298
2023,1.5979002,0.2,1.3435,1.0226,,50.855305,1.1,0.7171,0.89400005,1.1246,,1.6629001,1.1292,0.2094,1.0,2.9462001,3.0000002,0.82670003,1.3889,0.66950005,0.8553,,0.3333,,2.4444,,1.4787,1.1,0.84000003,0.90000004,,,,1.4740001,1.7332001,2.9333003,,0.88540006,0.8316,0.6678,2.0714,1.0,1.4482,1.1712,2.019,1.5066,0.88930005,12.7586,1.3340001,0.90110004,0.9139001,0.58790004,0.3,0.71190006,0.08190001,0.49210003,0.7795,1.3638002,,,,,1.0084001,,1.2381,,1.0474001,,1.6296,0.72450006,1.8998002,0.23010002,1.353,1.1116,0.95570004,0.90000004,,,1.2462,0.5565,0.65370005,3.2638001,3.5692,1.6364001,0.94000006,1.2727,2.3154001,1.9176,2.9144,2.535,0.47370005,0.48940003,1.0984001,0.416
