Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2003,1082.1847,1358.5334,2867.308,21363.04,13435.4,1188.6863,56936.125,17829.086,1421.2693,394.30408,32887.207,1181.3287,444.91174,663.3372,9149.263,,34533.844,4067.5557,2958.8228,10402.881,1763.5898,4654.7656,18875.922,62033.04,1071.0747,1971.1825,,67572.97,22989.646,6308.368,1558.2543,,838.26904,303.29486,1032.9529,3836.6174,3457.8132,1515.3796,8648.957,3136.826,24955.129,20070.4,29065.78,,32248.25,5518.9517,5567.6743,5110.4272,4388.875,29244.543,11556.67,368.11926,31862.898,3892.2407,24989.05,3484.7974,48713.91,1080.976,,475.14664,1213.7969,1124.3389,,14684.578,2944.7014,16183.374,39606.496,1793.27,7255.841,1713.6672,16459.318,1662.308,1159.4706,17976.57,6938.6,8681.219,79593.11,77902.95,32590.055,3728.0242,16581.11,20527.172,2330.5261,1720.1707,753.49866,763.7247,10530.224,,1058.1761,20326.166,672.3705,,6194.9043,1638.8192,284.5684,4293.9224,29998.346,5054.3584,1928.1587,1343.7214,382.9913,15205.285,4715.192,7054.907,962.3489,36809.64,656.2765,16698.205,1432.3279,303.8602,3398.9478,4509.216,437.4957,12816.177,5817.752,,430.66397,2540.7014,2685.811,44000.195,42059.74,1076.29,43561.3,11474.737,1990.1865,2468.162,6886.802,1898.9058,2145.5984,,4358.8467,,5913.6304,2639.3652,5684.8467,,6533.1587,2518.2004,5985.8203,503.63422,28880.615,4751.9507,1310.8418,4498.2134,2576.8855,1092.3711,3318.907,2932.9307,,,29148.326,6016.3057,8996.095,44056.11,5997.002,9966.486,,756.7826,2013.0681,914.0514,,1164.0068,6319.704,9470.138,5036.693,5677.548,554.0809,1014.5423,1514.5396,20536.305,,3727.7136,8076.3496,999.4087,2740.7976,3392.1946,4219.2124,1840.734,602.31555,688.13916
2004,817.57587,1424.6646,3083.736,20829.127,13401.92,1371.5133,73639.24,22332.117,1445.5503,379.02213,26739.602,1239.501,419.33194,707.8318,9555.135,,21225.652,4511.797,3442.8428,11640.024,1728.1904,4429.3374,22702.127,68399.34,1078.9875,1659.4191,,75446.33,29409.93,7068.9224,1713.4364,,890.143,301.85187,1055.6005,4086.5215,3470.2637,1631.4971,8979.183,3161.4504,27210.998,23927.25,37388.74,,32860.56,5115.543,5334.684,4571.6304,4003.1658,28714.453,14280.469,414.7787,33343.348,3873.8904,33344.14,3393.0027,42029.15,1046.0605,,486.5384,1272.2942,1119.1075,,18322.686,2762.6252,16746.162,32403.172,2022.5049,8038.513,1588.4467,25433.975,1809.9395,1178.2642,21430.182,6645.943,10500.015,91243.81,78053.8,40391.746,3563.2437,17376.045,18456.29,2414.7083,1705.8424,860.14014,771.3988,12134.958,,1084.6013,21853.604,573.6373,,5525.426,1591.2941,295.14233,4914.055,46679.84,5561.2983,1866.427,1667.5039,377.22046,15382.514,4954.4263,9460.623,913.00085,41684.61,736.73267,18006.117,1824.777,315.63507,3331.0405,6376.941,444.06372,12753.962,6176.866,,387.62955,2705.3965,2744.15,42807.78,49905.08,1112.531,44083.51,10742.805,2102.9377,2400.7988,7363.488,1946.5498,2202.084,,4814.684,,6663.4175,2440.758,10281.389,,6032.7964,3504.8572,6432.1543,524.5554,28291.639,4355.9556,1396.9698,4525.551,2693.134,1086.3394,3184.4636,3736.9307,,,27316.307,6856.172,9349.979,50258.367,5330.615,10397.262,517.5816,766.5644,1976.1505,997.3062,,1200.1017,6228.0576,7458.8843,5779.0415,7013.997,577.0057,976.02655,1869.0311,21790.924,,4054.542,7990.046,1062.7125,2773.9192,3153.969,4450.8516,1898.6506,592.6525,607.58765
2005,940.0603,1359.5876,3173.989,20211.15,16146.502,1540.0891,77575.945,20263.75,1549.9841,344.36807,27772.07,1224.5701,467.32126,754.2671,10504.296,,23976.88,4705.1914,3639.322,12317.3125,1611.282,4526.1914,34714.387,69192.04,1079.5345,1381.3827,,71558.35,28508.908,7916.3276,1867.9059,,828.3778,297.32092,1086.8282,3992.1802,3525.7756,1588.9071,8417.484,2875.311,25355.066,27409.531,26788.504,,31755.209,5642.2144,5704.1465,4588.4854,4090.8708,25844.654,13681.411,451.34106,35121.477,3819.0059,33762.26,3732.7366,42116.586,1189.0706,,491.38983,1196.1204,1278.1357,,18864.365,2875.6853,13794.741,31582.934,2012.4711,7652.029,1741.4103,25861.06,1848.4327,1252.6056,16861.334,7329.3774,13312.111,85323.945,83003.3,38003.06,3318.6084,17228.404,19003.875,2651.0476,1781.7698,817.0652,905.284,12826.608,,1090.199,21209.674,574.24896,,4799.501,1697.8647,316.12994,5702.9263,40188.707,6584.023,1639.6069,1692.3424,369.18488,16853.895,4609.912,9274.883,976.3832,43820.895,837.0272,19050.777,1962.5482,333.43546,3667.1375,6101.356,394.48514,12623.238,6786.5703,,428.659,2864.9175,2891.6895,39776.83,55212.598,1138.7756,47657.69,9668.121,2196.6533,2500.0437,7476.7856,2032.1388,2256.642,,4642.727,,6453.2046,2437.3525,8568.55,,6403.9272,3006.6606,6254.1064,538.5895,27148.053,4521.8647,1599.4897,3599.5168,2760.011,1154.9609,3053.4875,3801.5376,,,25550.168,7673.857,9620.209,53295.15,6532.4097,12090.659,727.86053,822.15924,1958.1263,998.31866,,1226.866,5936.1997,7657.528,5258.368,8397.831,606.92944,944.0956,1891.7737,23172.453,,4305.7676,8201.886,1128.5027,2781.249,3618.8076,4254.5537,1963.1572,554.048,572.09503
2006,864.7142,1430.1788,3349.7097,19161.996,16242.446,1556.2413,81773.36,19663.877,1552.2458,347.3607,31346.74,1284.8907,469.03055,778.55054,11042.518,13313.388,28792.084,4945.8984,3977.4604,10944.416,1543.4967,4959.683,21865.926,60926.99,1118.998,1355.3755,,70052.49,27156.215,8647.169,2042.8352,,812.6502,313.43716,1082.552,4208.0503,3582.6804,1616.153,9773.482,2687.9414,23928.354,26544.535,27054.92,,33434.88,5842.7046,6399.9224,4520.3086,3976.1655,29057.14,14281.767,488.1742,36390.58,3832.4058,33005.15,3792.9553,41838.266,1058.3302,1408.0471,501.5524,975.16315,1256.7847,991.2834,16266.571,2969.2266,14568.216,32297.219,1978.9313,10006.219,1671.7241,24528.191,1962.2866,1266.3466,14354.448,7900.074,14034.193,82299.15,91175.78,36582.3,3902.3706,18808.51,19379.04,2837.48,1775.9044,869.0029,968.49194,13474.354,,1110.5356,21056.402,574.13306,7339.5786,4885.442,1765.8214,297.99863,5250.654,39187.84,6291.1333,2006.6927,1533.6923,373.54486,17846.24,4942.9497,8830.743,999.52155,46103.684,892.1346,18380.684,2062.046,364.26886,3428.3586,6270.703,374.47418,12937.745,6791.286,,456.45282,3043.0752,2849.778,40012.508,56804.727,1174.36,46547.887,8751.137,2292.8203,2467.184,7549.4487,2156.1733,2354.351,4196.591,4699.477,,6684.1426,2779.5732,9361.315,,5826.6523,3232.8408,6545.049,559.19604,26321.752,4904.385,1507.4731,3976.9773,2831.1565,1223.4952,3260.4465,4338.649,,,24226.938,9919.423,8867.071,56006.895,6456.404,14205.291,753.50824,769.9035,2046.8832,1037.1525,,1239.9264,5760.5654,6567.6436,5280.587,8951.169,628.9914,916.54974,2102.3801,22300.531,,4639.1167,8458.959,1198.0281,2772.1326,3677.6724,4277.8696,1866.6958,513.1947,544.13416
2007,985.4904,1378.6776,3577.5688,18874.875,17921.07,1724.7158,69136.055,20208.014,1696.1552,301.3206,32065.658,1346.7958,437.73972,827.7423,8302.852,12321.473,28857.928,5047.2314,4300.8237,9274.724,1681.8594,5395.725,26049.762,55603.99,1124.9636,1516.4303,,68033.46,26645.045,8794.351,2201.296,,841.7669,322.80685,1038.5466,4603.4194,3621.3118,2200.2942,10298.694,3347.3284,20819.248,21188.682,26491.576,,37451.207,6346.4067,7188.4507,4568.308,3814.3286,32236.898,19034.6,522.30756,39266.344,3467.4856,34521.906,3978.4927,36148.96,1107.7191,1429.1893,507.01355,915.159,1235.3668,1024.7666,15463.56,3059.622,15117.382,39396.117,2143.5022,10049.317,1788.2722,20431.988,1985.0393,1316.1425,15766.193,8136.717,10662.402,83163.695,95014.52,39579.805,3673.7263,17112.973,20681.504,3043.0435,1836.469,921.3791,1040.7511,14565.229,,1183.5295,22056.35,596.40784,6700.1313,4916.9097,1845.9111,317.21887,7088.726,40568.637,7406.754,1632.3329,944.7086,379.30438,14563.694,5209.5493,9254.305,968.96954,46144.71,978.48846,15160.716,2319.3206,391.43527,3675.7505,6344.012,416.44876,13555.893,6336.0557,,460.31018,3237.277,3035.9666,43670.105,66739.06,1185.4408,39198.125,8492.206,2365.428,2447.257,8033.506,2261.0806,2447.7234,4409.201,5037.13,,6416.6055,3223.1187,7339.153,,6078.105,2481.3862,7187.4736,553.66077,25560.955,4562.909,1397.1877,4394.1772,2771.9229,1391.5905,3586.437,3813.6719,,,25270.533,12929.3,8846.662,56126.99,6390.261,12105.892,785.1548,803.0347,2065.6204,1095.7126,,1215.5808,5597.981,9166.154,5413.279,8554.424,643.5227,883.0011,2055.5505,19162.977,,5005.5005,9337.667,1253.7723,2783.7786,3688.7148,4349.3115,1929.2106,464.8953,502.38205
2008,827.4162,1322.5582,3836.3535,16710.514,17946.494,1796.611,74960.79,21631.596,1722.1919,291.98383,37977.945,1355.8313,502.72903,862.6926,10727.852,12144.145,23058.738,4663.5825,4806.791,9096.533,1932.4363,5942.99,24531.559,57676.082,1133.4493,1548.533,,74157.016,24808.74,9600.628,2389.753,2007.6066,890.887,332.17572,1094.802,4540.256,3692.017,2199.34,10573.204,3365.9329,19336.623,22319.564,37292.33,,30543.836,6075.7095,7335.863,4527.6196,3888.713,35336.734,23799.639,547.86395,38846.832,3322.0237,44040.51,3644.6714,57245.934,1162.256,1600.16,522.6215,1167.7577,1274.7467,783.87836,15683.448,3011.9956,15619.829,25118.63,2075.8733,10183.083,1626.0946,33971.63,2033.0406,1289.9541,17300.389,6792.915,9277.763,108459.96,85729.59,43032.08,3438.9106,24482.781,22422.127,2882.4614,1703.7223,934.39526,1119.7719,15760.176,,1216.9868,20849.395,642.10205,6854.2627,5961.3013,1903.097,392.6039,10360.769,37485.344,9063.72,1950.1907,1310.4733,385.62027,13864.874,5210.5845,10206.333,1021.1911,29035.053,1051.7168,18929.209,2593.477,412.07013,3859.242,6491.346,430.30496,13517.294,4417.106,,515.3192,3397.3435,3210.0425,46120.96,73068.13,1251.3442,43689.637,8335.071,2449.612,2326.871,6572.7056,2544.569,2502.6616,4624.114,5043.183,,6849.6235,3896.373,12156.202,,10187.256,3199.256,7848.2603,585.47784,24643.064,4725.4824,1689.6356,4446.0864,3127.3914,1486.9783,3419.037,3156.8765,414.6097,2758.7188,23135.879,16044.523,9806.801,49738.67,6969.303,14952.276,787.72943,796.3618,2178.8066,1176.5812,,1280.5255,5608.285,9625.804,5468.2046,8668.655,677.7321,859.28,2533.8833,19291.889,,5388.323,9239.787,1282.2333,2703.2095,3706.0264,4451.2866,2210.339,427.38364,306.77444
2009,1191.5939,1285.8157,3844.6846,17139.379,13489.536,1879.3389,86954.03,19739.568,1794.7535,273.40756,41850.1,1431.5654,447.25656,890.20044,10665.721,12594.603,25602.871,4552.23,4950.5444,9114.641,2029.5852,5883.8506,26149.137,60344.848,1182.9518,1650.4886,737.73425,71098.23,31457.547,9919.883,2589.0566,1901.7678,937.30865,342.5101,1098.5422,4145.007,3862.893,2543.9277,11838.227,3247.56,19093.871,29957.127,38253.32,,29448.693,6637.232,9777.151,4474.2134,4156.697,35893.64,20575.99,568.369,41923.746,2949.5105,44190.4,3337.896,52599.66,1162.7603,1797.464,482.50278,1311.2949,1313.1777,686.15454,15104.662,3060.845,16328.438,24088.33,1867.5577,9662.474,1616.5857,29065.285,2098.9287,1263.4102,15028.927,7217.3843,9606.459,110883.88,101982.19,43525.38,3992.5708,27543.377,21241.338,3364.9822,1627.1543,980.2681,1118.5002,16879.03,,1237.3467,22177.197,1215.4242,7114.674,5970.5596,1970.3326,420.7894,10257.657,43942.168,10695.415,2404.6877,1134.8625,401.73874,13631.175,5011.133,10992.527,994.32874,44494.3,1122.9658,22657.615,2804.672,429.40112,3846.9001,7156.0845,447.33566,12154.627,4540.6885,,450.739,3565.5017,3152.0217,47989.85,73065.695,1282.1627,47626.625,10687.737,2513.8813,2388.3777,5573.6553,2533.1514,2457.7844,5210.0527,5884.5,,6807.852,3072.4912,13805.051,,7392.994,3155.634,8418.965,608.0206,24258.62,4456.9688,1917.6604,5262.1943,3149.6038,1542.3943,2926.7886,3452.779,550.29486,2940.9622,31278.3,17302.896,8488.954,51728.496,7533.693,15777.857,754.92017,954.05963,2257.2793,1282.9154,,1342.3098,4992.9585,6485.789,5762.203,9252.826,698.53705,854.1187,2578.3667,18869.959,,5834.6836,11556.811,1290.6621,2515.6638,3624.0332,4618.83,2245.2415,434.00156,383.89157
2010,1122.1761,1308.6843,4312.078,16025.148,19172.086,1591.6461,84689.875,18856.836,1727.6871,265.90634,49173.84,1391.874,506.69257,923.1718,10277.3,11456.597,22502.967,4917.2954,5280.722,9512.435,1853.2574,6683.8535,28112.885,49450.54,1223.3867,1923.0825,776.2619,76815.14,28985.312,10099.557,2801.512,1788.7869,1013.2169,356.96747,1111.8525,4058.3877,3967.1338,2469.4033,11039.734,3127.5007,20830.262,24491.434,38243.418,,43216.51,7244.7856,11229.973,4339.329,4321.6353,36893.812,22635.287,586.13165,43252.17,2786.602,43315.363,3136.3555,40018.73,1372.9294,2001.0956,570.4454,1435.4762,1319.9718,771.79266,13960.678,2992.081,17005.05,26026.082,1777.1301,8535.5,1607.9183,22891.39,2171.6238,1358.5214,18115.621,8373.998,10808.068,86165.34,92959.94,43137.59,4036.8787,29182.559,20864.047,3002.0388,1772.4116,931.3309,1223.4803,17073.523,14778.279,1262.4623,23723.756,1247.6603,7673.093,3755.6838,2248.7212,399.34445,10427.348,60785.645,10776.689,2432.3965,1090.6279,391.14847,13303.438,4996.7026,9808.047,1029.65,50511.41,1092.5045,26063.053,2462.5283,445.01694,4027.8286,7330.7466,477.74884,13677.991,4839.1274,,501.52045,3738.1409,3026.7124,49433.57,85341.734,1299.2876,42164.496,14488.881,2612.9976,2303.6726,5456.963,2608.8818,2469.8184,5786.9917,6019.3623,,7098.042,4771.032,12066.932,,9449.261,2537.8203,7838.307,631.7158,26513.32,4611.6313,2018.0343,5939.873,3473.6318,1605.611,3000.403,4370.5215,517.1137,3035.1948,32108.541,15855.702,9099.851,53597.574,6606.2983,14198.898,966.4332,1050.477,2330.2993,1345.1115,,1396.0464,5151.267,8877.121,5266.1924,9039.03,716.8439,875.7097,2618.6223,17514.258,,6269.269,9061.502,1230.4089,2431.572,3880.8079,4976.0215,2622.3103,412.22885,421.60217
2011,1019.37,1313.3121,3803.5007,17548.371,18941.42,1830.7122,98652.8,23702.791,1804.9297,255.52368,50933.35,1432.0519,490.45663,969.2473,11307.265,11970.038,18105.494,5071.478,5895.548,8477.045,1782.8608,7451.62,26357.367,47198.92,1242.733,1968.2765,800.04285,79684.49,30697.412,11133.709,3061.1133,1860.807,1059.6726,372.77347,1157.4521,4104.204,4071.3394,2543.0715,10439.756,3062.9258,21767.088,23531.55,39488.637,,39781.02,7748.0444,13432.567,4439.637,4402.5503,40352.01,22078.852,624.9698,44176.523,2856.1985,44967.65,3139.2212,50455.7,1489.399,1913.2179,603.4002,1006.1562,1408.1587,829.47565,15676.155,2669.1406,18583.705,26379.814,1971.0496,8440.673,1569.4059,24613.316,2315.4243,1489.0261,21742.793,9105.428,12529.921,82563.82,114415.0,44468.33,4407.244,30527.379,22533.531,4014.195,1781.3949,978.36847,1199.979,17185.377,15354.907,1266.9846,25536.781,1265.8284,9601.185,3753.119,2365.389,381.1301,11283.4795,41022.516,10691.851,2585.4734,1127.9344,389.4752,13903.644,4846.232,9471.764,948.7197,47539.01,1085.5162,29117.074,2352.7803,457.52267,3982.4792,8505.252,505.97156,13856.514,4948.2773,,469.0988,3812.8916,2963.1416,54155.074,94461.42,1350.3224,46311.348,11854.689,2773.0708,2314.409,5720.0835,2909.7422,2485.9023,5899.4595,6116.4663,,8151.4316,5146.833,10938.389,,10710.683,3205.0242,8916.018,645.7746,26383.443,4657.0776,1714.3942,6953.5415,3511.754,1691.9535,2727.8547,4492.0947,413.347,3056.4304,34102.387,19372.434,10089.247,57969.625,6948.414,17928.115,831.9445,1090.4196,2231.026,1426.6,,1127.8368,6113.122,9082.783,6727.529,8597.825,727.0037,902.17346,3204.659,22461.936,,6434.067,8996.497,1269.1102,2507.6443,3855.395,3923.5645,2336.2764,422.80826,429.6025
2012,1199.957,1299.0363,4129.329,19129.855,16817.973,2021.3679,98989.875,23188.371,1895.0267,254.43066,57467.12,1552.8314,526.4066,1003.7711,10662.079,12001.437,18510.6,4349.442,6513.2695,9497.22,2045.9779,7733.1978,27233.535,50571.203,1269.6528,1835.4352,822.45575,81391.58,30345.338,11308.016,3309.8513,1800.923,1116.0717,389.73334,1355.5557,4183.605,4038.6729,2933.4563,9727.334,3147.0261,28127.762,24944.59,41325.76,,40753.12,8171.204,14622.669,4069.6448,4855.9897,37224.273,21597.475,637.3076,42474.31,3061.7527,40913.87,3228.373,42960.977,1465.6038,1838.7963,624.3119,1053.3815,1361.1653,866.2647,17346.285,2973.6604,20005.062,25176.748,2049.882,8506.126,1511.5917,18411.332,2432.1445,1560.815,17646.322,8823.596,11668.049,88802.5,126402.26,42691.543,4357.7476,28081.254,22043.969,3408.4407,1797.6713,1033.6744,1318.3734,17418.834,14247.167,1304.0648,25074.43,1275.7325,12794.425,4498.661,2459.619,417.67108,11972.283,43059.492,11927.389,2416.6782,871.95856,389.73825,14417.154,4953.3467,8583.057,962.65265,49752.145,1098.4425,24207.111,2644.829,457.31177,4259.232,8556.68,494.5849,13563.6,5440.1934,,558.7206,4084.5354,2723.2651,54919.242,103190.016,1418.5925,49504.55,9475.287,2869.2168,2426.3184,5461.2876,3023.7434,2551.3774,6331.355,5695.086,,7955.9917,3308.279,11973.1455,,10674.708,2373.3796,9123.969,684.38153,25779.871,4176.88,1893.9125,8065.2046,3433.137,1783.7367,2844.9927,4189.6943,298.13556,3177.9329,38254.375,17955.182,9549.949,56278.766,7863.353,14885.148,1007.7012,1144.4926,2209.981,1549.6395,,1283.4955,6034.7866,16878.857,6793.852,8776.035,736.36896,913.3072,3127.1118,25557.742,,6890.1445,9315.557,1314.166,2447.219,3639.4688,6628.7036,2566.4023,419.70627,455.7065
2013,1213.717,1253.7842,4843.472,20191.504,19035.13,2189.269,104027.7,21951.357,1987.0691,268.752,45243.332,1708.0227,555.19293,1035.0347,10676.28,11777.841,15582.134,5560.3867,6576.806,9334.512,1963.2134,8106.745,27819.46,49579.555,1303.5828,1951.7041,450.74643,92873.22,27690.43,12069.984,3676.3245,1812.8442,1187.6631,400.27173,1401.5972,4585.8965,4301.3047,3083.6824,9157.057,3390.0103,25891.365,24481.615,42930.77,10609.85,39556.77,8555.497,15484.836,4324.6313,4769.336,42714.29,21422.584,667.87,43339.07,3154.156,38028.0,3331.662,46952.91,1699.5482,1842.5259,661.8333,994.1903,1400.3512,894.4761,15670.613,3427.3723,21131.297,26465.492,2098.2026,10475.63,1548.404,21937.62,2586.5112,1650.6273,17494.582,9668.553,14157.449,110133.72,110935.03,44800.37,4206.328,26385.451,22503.572,3971.7695,1842.8866,1097.5232,1379.1786,18356.77,13795.345,1353.7399,23293.168,1333.4032,13254.929,4971.02,2784.0723,466.23608,11955.912,28946.977,11391.664,2902.6606,1247.2977,347.49112,16340.783,5058.421,8262.321,895.23236,39025.934,1132.6298,34250.36,3688.77,463.12955,4192.0537,8977.751,520.9734,13793.076,3570.1604,,548.69073,4234.1562,2614.4592,73435.234,98533.09,1434.2972,51128.06,9669.073,3036.719,2462.8804,5703.5527,3109.2043,2665.3677,6614.2964,6513.7163,,8689.308,5112.246,12298.064,,9967.3955,3237.712,9966.886,723.6234,25533.682,4191.5967,1945.2533,9493.332,3201.7922,1897.089,2767.4539,4348.792,513.892,3449.8743,34729.203,21254.414,9480.144,59943.1,8365.801,13738.732,998.06915,1058.9918,2443.935,1642.272,,1174.0826,6334.637,16583.521,7013.124,8957.892,742.1385,809.121,3577.0483,24146.95,,7077.7227,9890.912,1335.5159,2483.7085,3817.876,6883.0737,2760.7595,397.1188,432.6635
2014,1232.5454,1366.6102,5187.853,21452.545,19893.54,2345.7473,97727.875,22376.104,1913.6705,253.28876,54205.99,1919.1466,574.49115,1081.7808,10703.081,12774.111,14271.968,5305.728,7040.722,9350.164,2040.2958,8852.357,29767.207,51399.65,1357.6534,1973.3903,455.03632,89351.61,30206.664,11834.704,4067.0054,2066.2852,1272.8008,412.952,1416.632,4802.7246,4320.1934,3257.6035,8984.33,3386.078,15119.008,28647.32,48206.836,10638.6455,48525.777,8390.883,18490.486,4583.352,4907.2554,42258.156,26406.205,689.7191,44633.08,3246.651,47410.586,3611.1433,54520.676,1672.1537,2092.102,678.66986,833.90875,1262.0681,921.57697,16551.215,3278.5312,22552.008,25208.773,2487.4956,9991.253,1446.428,24444.049,2708.825,1654.7126,22919.977,10559.196,13413.321,103217.86,113229.38,42925.418,4002.7861,25808.05,21448.07,4403.005,1845.2983,1113.3414,1446.0785,20165.322,14407.661,1427.4489,24083.012,1292.2375,13914.482,4476.0083,3057.4685,393.28995,11255.009,35399.258,13573.769,2881.7114,1223.4431,333.79437,17342.354,5129.6387,8611.481,1054.2052,40829.293,1233.6691,25817.004,4384.687,473.22964,4084.3801,8972.072,546.10156,13776.435,3987.4294,,587.53156,4346.7026,2596.7346,70839.93,102935.46,1497.4955,53396.176,9246.559,3188.7336,2475.166,6064.5063,3010.172,2681.3992,6904.9067,6783.8237,,9869.0625,5768.776,12448.108,,11558.285,3595.6777,10641.464,802.07513,26579.875,4263.6724,2017.8282,11035.5625,3293.286,1940.1132,2943.9563,4639.416,423.8738,3425.3994,35339.227,28969.805,8172.1987,67202.19,7946.1665,7788.134,1046.1405,1194.9032,2859.063,1682.7323,,1177.1296,6630.2837,19088.402,7723.4707,9690.106,773.89813,821.58246,3887.933,24106.67,,7321.695,10441.549,1375.1202,2810.7874,4328.6704,6430.3394,3335.224,395.13272,519.4093
2015,1134.492,1480.4299,5086.9824,23131.549,21876.033,2684.89,103244.266,22646.975,2025.2826,241.46558,64423.277,1979.154,544.03754,1122.3395,9916.144,11979.478,14138.376,5485.5415,7167.1304,8133.4116,2360.4492,9132.419,25350.305,54865.027,1358.2333,1949.3661,466.3136,96650.82,28056.598,12103.415,4401.625,2102.0623,1324.6274,426.0766,1402.7584,4948.826,4222.547,3742.0828,8667.67,3484.172,17140.416,28965.098,42786.176,11025.041,40537.57,9490.631,21255.27,4075.7766,5418.9956,44279.805,26110.41,719.24426,46502.258,3361.9026,48930.16,3865.7327,51193.96,1712.7328,2468.5144,728.1191,841.8788,1309.7238,987.1883,16662.377,3240.6948,23168.814,23583.562,2467.438,10455.662,1368.8915,22647.482,2891.615,1676.1296,23936.744,10386.558,8516.992,111785.93,113014.375,43330.97,3920.764,24170.246,20631.455,5505.9443,1902.8322,1191.2954,1513.1407,20945.725,13131.682,1490.35,20282.7,1310.6428,12373.798,4632.3696,3016.1875,399.16202,11828.92,48361.12,12978.329,3363.9365,1049.6648,312.8782,15536.6875,5304.0435,8654.26,1165.0421,36342.016,1280.4255,18873.809,4736.4463,481.2632,4558.224,8636.881,529.0015,13784.795,4255.856,92440.195,579.2649,4420.9023,2570.7903,71328.6,108271.04,1509.3303,54190.03,11877.897,3507.863,2548.6091,6446.3315,3057.8057,2771.1414,6751.036,6104.7314,58138.96,11498.199,5617.432,13811.027,65626.83,12022.748,3622.473,11053.661,879.65625,26220.863,4183.195,2276.8142,12394.307,3355.8748,2037.845,2877.5186,4621.5503,525.022,3445.6135,34499.5,23688.195,12985.673,66303.46,7827.443,8722.523,1017.27716,1166.0956,2769.659,1708.8325,6247.6553,1138.1406,6530.113,20598.453,8333.092,10621.6455,795.2373,807.22955,3617.9753,25125.129,69354.42,7677.698,10287.796,1471.7098,2699.4246,4463.847,6019.5723,2772.7673,359.12726,494.77634
2016,1181.3973,1508.2858,5058.701,25607.365,21191.904,2576.248,94763.67,24447.89,2026.8593,234.17377,55636.68,2234.0632,553.4668,1160.1913,10872.621,12606.382,15139.101,5783.3945,7837.3975,6762.15,2380.7222,8411.632,24841.834,53025.48,1435.5497,2329.363,484.92743,84326.55,28872.182,12175.054,4687.989,2131.3618,1344.6113,428.0945,1389.4255,5066.783,4251.0713,4269.964,9088.342,3718.127,21446.895,30113.248,46130.195,10793.274,36107.758,10624.146,21709.912,3663.052,5534.2354,43930.945,19869.934,733.3019,50626.47,3003.4644,40513.77,4269.437,45764.414,1588.2297,2212.412,756.80225,811.717,1372.306,996.7566,15807.411,3502.9836,20746.205,23366.564,2687.2078,13530.804,1370.5128,24008.064,3068.535,1807.873,25567.39,10920.899,8714.265,118289.81,117798.56,41162.887,4681.576,23728.758,19379.408,6372.5205,1903.8933,1251.0703,1684.7017,20770.941,12823.034,1540.9559,22724.484,1361.1267,9213.028,4716.838,2986.2136,613.40875,12662.63,48544.996,12906.002,2811.2224,1250.26,310.21454,14426.897,5499.0703,9098.379,1174.9403,55073.285,1217.4429,19291.174,4835.9897,489.81418,4790.178,9366.726,510.54678,14328.194,5348.2173,,655.4341,4475.937,2669.6377,74354.54,98004.19,1492.4838,48246.766,12978.053,3401.3333,2430.3691,6124.4243,3086.7961,2882.8423,6958.6577,6576.07,,12333.675,5743.343,17761.988,,12519.456,4149.024,11215.848,963.0906,34081.156,4227.195,1871.0825,14152.65,3367.9949,2214.4001,2975.1548,4884.367,,3407.9897,31904.695,27181.176,17946.121,69811.64,6452.0723,8396.465,950.30646,1223.0425,2852.286,1775.4944,,1140.2942,6561.454,21233.258,7638.9795,10561.396,811.3419,796.4609,3793.0198,27661.775,,8099.719,11203.077,1569.1696,2911.9993,4820.3916,6441.385,2537.2407,365.37888,475.77066
