Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BGD,BGR,BIH,BLR,BOL,BRA,BTN,BWA,CAN,CHE,CHL,CHN,CMR,COD,COL,CYP,CZE,DEU,DNK,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FRA,GBR,GEO,GRC,GTM,HND,HRV,HUN,IND,IRL,IRN,IRQ,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MWI,NAM,NCL,NER,NGA,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PER,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SOM,SRB,SVK,SVN,SWE,SWZ,SYR,TCD,THA,TJK,TKM,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,YEM,ZAF,ZMB,ZWE
1979,1.2317001,0.53330004,2.49,2.2429,1.6934001,,1.4515,3.1457002,,0.7667,,1.866,3.5034,,,0.6909,0.7641,1.0,2.0,1.6341001,4.914,1.7755,2.1395001,0.86670005,0.59180003,1.3649001,1.1616,,4.7776003,5.1616,0.5553,1.029,3.1606002,,1.6003001,,,2.1029,4.782,5.2292004,,2.4301002,1.5715001,0.7778,,3.2667,1.5683001,5.1591005,1.1258001,0.63540006,1.5564001,2.6013002,0.1664,3.6329,,1.7715001,,3.2070003,,0.88890004,0.41670004,0.95250005,,,,1.0843,,1.7927,3.9138002,,1.3333001,2.7262,0.5037,,0.56740004,0.6308,0.5,1.25,2.5,1.2069001,1.0889001,2.2,5.9382005,4.0140004,1.1658001,3.3851004,0.49670005,3.4228003,0.96110004,1.2069001,,1.4721,1.8522,2.9601002,1.4879001,1.0606,2.7032,1.3529001,0.88290006,1.2394,,2.1818001,2.1701002,,0.75320005,2.0907001,,0.0,,,,4.1256003,3.2500002,0.91340005,2.0,,,,0.6641,1.8730001,2.5803,1.5963001,1.6667,,1.3623002,2.298,,0.37390003,1.0864,1.0967,3.1086001,4.3931003
1980,1.2549001,0.5833,2.5198002,2.4096003,1.5596,,0.96220005,4.4673,,0.6656,,1.899,3.9750001,,,0.59920007,0.8653,1.0,2.0,1.7212,4.3628,1.7701001,1.8914001,0.7931,0.6078,1.2152001,1.3713001,,4.7389,4.6842003,0.7297,0.96930003,3.1175,,2.2379,,,2.8697002,5.181,5.8782005,,2.9348001,1.4615,0.7778,,4.7643,1.4356,5.1321,0.9825001,0.7101,2.5935001,2.6865,1.0027001,3.0497,,2.1567001,,3.2997,,1.3333001,0.5165,0.97380006,,,,1.0562,,1.6150001,3.8476002,,1.3333001,3.4872,1.1064001,,0.56320006,1.0,0.52500004,1.25,2.5,1.0638001,1.0,2.4,6.2021003,4.1879,1.1993,3.5574,0.5,4.5311003,1.0023,1.0638001,,1.5053002,1.8554001,3.3582,1.5680001,0.9394001,2.5957,1.1647,1.2205001,1.7008002,,2.3519,2.7909,,0.7059001,2.1083002,,0.0,,,,4.1455,3.2500002,1.536,2.0,,,,1.0188,1.8484001,2.4969,1.4063001,2.125,,1.3485,2.2513,,0.4009,1.0,0.90470004,4.0688004,4.9722004
1981,1.235,0.6316,2.5321002,2.0187001,1.4014001,,1.3765,3.7370002,,0.6305,,1.8479002,4.3035,,,0.6943,1.1508001,1.0941,2.0,1.9959002,4.703,1.5873002,2.1091,0.7931,0.59620005,1.5974001,1.2268001,,4.8797007,5.558,0.67200005,1.1141,3.2974,,1.2934,,,2.184,5.011,5.8417006,,2.7556002,1.7556001,0.63640004,,4.0098004,1.6299001,5.8012004,0.9017001,0.75640005,2.0695002,2.7098002,0.5105,2.6176002,,2.1461003,,2.9011002,,1.2941,0.57070005,0.8525,,,,0.5416,,1.6484001,3.7141004,,1.3333001,3.9104002,1.11,,0.7213,1.8182,0.66670007,0.9556,2.8571002,1.3978001,1.0,2.6000001,6.7008,4.5652003,1.218,4.0092,1.1887,3.9918003,1.1105001,1.3978001,,1.2947,1.8800001,3.0808003,1.6431,1.0225,2.9648001,1.3412,0.9276,1.2377,,2.3214,2.5014,,0.7713,2.5473,,0.0,,,,4.7707005,3.2500002,1.6629001,1.8667,,,,1.2299001,1.8357,2.6595001,1.8627,2.0,,1.3107,2.3229,,0.39920002,1.1074001,1.3002,3.2875001,4.9808
1982,1.2299001,0.625,2.6886003,2.0,2.0501,,0.77050006,4.2767005,,0.6,,1.8114,4.6368,,,0.68450004,0.646,1.0526,2.0,2.1336002,4.9157004,1.7394001,2.4517,1.4706,0.5926,1.5607,1.1978002,,5.2433,6.6730003,0.59650004,1.1658001,3.4962,,1.6568002,,,3.0469,5.236,6.2057004,,2.8778002,1.6413001,0.63640004,,4.3999,1.6913002,7.0053,1.0756,0.82600003,1.6408001,2.6959,0.51240003,3.2564,,2.0833,,3.3482,,1.2778001,0.77690005,0.6053,,,,1.2952,,1.5000001,4.3563,,1.0,4.3315,1.3341,,1.0211,1.6,0.68890005,1.0,3.1250002,1.6246,1.0476,2.6000001,7.3896003,4.5288,1.3152,4.0843,3.7781003,4.3122005,1.0317,1.6246,,1.3925,1.9992001,3.3489,1.5651001,1.0597,3.0734,1.4235001,1.2004001,1.3157,,3.2278001,2.8399,,0.91080004,2.7588003,,0.0,,,,5.2611003,3.2500002,1.2734001,1.6333002,,,,1.2829001,1.9424001,2.2956002,1.2789,2.0,,1.5231,2.3859,,0.3731,1.1481,1.2141,3.8189,5.1335
1983,1.258,0.625,3.0879002,1.4178001,1.8405001,,1.7026,4.53,,0.6,,2.1090002,3.1993003,,,0.60450006,1.1903001,1.1,2.0,1.9345001,4.8924003,1.6314001,2.8017,1.7778001,0.6071,1.6803001,1.1934,,5.2084002,6.4004,0.56350005,1.0450001,3.5996003,,1.6392,,,3.443,5.1274,6.3717003,,2.0925002,2.0976002,0.59090006,,4.4173,1.8158002,6.5593,0.9858,0.7059001,3.2648003,2.6155002,0.91090006,3.0310001,,2.1083002,,4.2213,,1.1111001,0.8457,0.51060003,,,,0.9971,,1.5000001,4.0410004,,1.0,3.9702,1.263,,1.4579,1.5000001,0.69570005,0.33290002,3.0000002,0.82470006,1.1905,1.8571,7.0368,4.2345004,1.3572,4.2431,3.7781003,4.8926005,1.2838001,0.82470006,,1.4511,2.1258001,3.4338002,1.6781001,0.9474001,3.3598,1.4588001,0.9868,1.2016001,,2.6780002,2.216,,0.84620005,3.3358002,,0.0,,,,5.1286,3.2500002,1.2493001,0.9091,,,,0.66450006,1.7755,1.2682,1.554,2.4,,1.6565001,2.6509001,,0.37970003,0.6991,0.98080003,3.5926003,5.7665005
1984,1.2319001,0.625,3.1579,1.6134001,2.3068001,,1.5455,4.7632003,,0.88890004,,2.3021002,4.2931004,,,0.7936,1.1387,1.1366,2.0,1.6099001,6.2623,2.0968,2.9691002,1.0,0.59650004,1.3823001,1.4950001,,5.9331,7.3230004,0.573,1.0275,3.6668003,,2.6249,,,3.1058002,6.4597006,7.7205005,,2.6713002,2.8168,0.59090006,,5.433,1.8432001,7.7878003,1.082,0.95580006,1.5052,3.072,0.77400005,3.1932,,1.3770001,,2.6887,,1.2,0.7145,0.58030003,,,,1.072,,1.5000001,4.3577003,,1.0,3.6496003,1.5942,,0.99920005,1.5000001,1.0,0.83030003,2.9167001,0.73270005,1.9106001,1.6875001,7.8854003,5.1033,1.3433001,4.5800004,3.7781003,5.1362004,1.0646,0.73270005,,1.2722,2.2201002,3.8374002,1.4819001,1.0300001,3.522,1.5529001,1.5952001,1.2004001,,2.7031002,3.1305,,0.837,3.4687002,,0.0,,,,5.6337004,3.2500002,0.96430004,0.6003,,,,0.7904001,1.9187001,2.3206003,1.5958002,1.7500001,,1.5436001,2.6073003,,0.367,0.76460004,1.2080001,3.7883003,5.8611
1985,1.2277,0.625,3.1406002,1.3402001,1.6177,,1.3695,4.8862004,,0.48200002,,2.1647,2.8749,,,0.7415,1.6140001,1.0,2.0,1.7665001,5.6688,2.3009,2.9367,1.4246,0.58620006,1.7101,1.7703001,,5.8295,5.8256,0.8861,1.0192001,3.759,,2.6079001,,,3.0070002,5.9999003,6.3333,,2.0464,1.7079,0.6,,4.8449,1.8701,6.3380003,1.0704001,0.9125,1.5522001,2.7886002,0.66590005,3.7359002,,1.8900001,,3.4257002,0.25,1.3235,0.74500006,0.50820005,,,,1.245,,1.5000001,4.2843,,1.8095001,3.7707002,1.7431,,1.4282,1.25,1.0,0.69890004,2.6667001,1.835,1.9799001,2.0545,6.6451006,4.3564,1.1811,4.3093,1.1009,4.9816003,1.0233,1.835,,1.4563001,2.1719,3.6051002,1.6123002,1.1388001,3.4283001,1.4941001,1.3953001,1.5998001,,2.3333,2.3381002,,0.99880004,3.6344001,,0.36110002,,,,4.8303,3.2500002,1.3548001,1.1910001,,,,1.3359001,1.8364002,2.0180001,1.6961,2.0,,1.1627,2.5197,,0.38390002,1.0282,0.8538,3.4312,5.4544
1986,1.189,0.8,2.8945003,1.1857,1.7819002,,1.4476,4.3605003,,1.0833001,,1.9282,3.8399,,,0.76420003,1.4466001,0.91670007,2.0,2.2052,5.098,2.8565001,3.0402,1.3333001,1.1634,1.7684001,1.2785001,,6.0919003,6.1684003,0.80840003,0.8031,3.8028002,,2.0776002,,,3.1912,5.4487004,6.9659004,,2.6311002,1.9986001,0.6,,4.3622003,2.046,5.5716004,1.1987,0.83550006,1.866,2.9028,0.66190004,3.5670002,,1.8666,,2.9379,0.3333,1.5000001,0.8636,0.5786,,,,1.7138001,,1.5425,3.9671004,,0.67620003,3.8462002,1.713,,1.4203001,1.25,1.0,0.8506,2.9610002,1.8392,1.9802,1.9701,7.998,4.0025,1.2386,4.1564,1.0989001,4.4031005,0.99600005,1.8392,,1.7767,2.3213003,3.5474,1.8806001,1.2362,3.7045002,1.5889001,1.5814002,1.5996001,,2.3636003,2.5112002,,1.0348,4.0429,,0.36110002,,,,5.5661006,3.2500002,1.7933002,0.7433,1.1932,,,1.1667,2.0342,3.2566001,1.8137001,1.5541,,1.243,2.3167,,0.35020003,1.3378001,1.1989001,4.9994,5.913
1987,1.2849001,0.8,3.1031003,1.1063001,1.8847001,,1.3645,4.5284,,1.1081,,1.8657,3.8221002,,,0.8079001,1.7654,0.8,2.0,1.9279001,4.8457003,2.7701,2.9829001,1.3333001,0.93000007,1.8186,2.4026003,,5.7757006,5.7474003,0.77770007,0.7961,4.7158,,2.6074,,,2.0208,5.5584,5.9880004,,2.5971003,2.0026,0.59090006,,4.4192004,1.9162,7.0650005,1.1533,0.84080005,3.1401002,3.039,0.99780005,3.1859,,1.4824001,,3.0235002,0.4286,1.95,0.89820004,0.67190003,,,,1.0608001,,1.7831,4.4686003,,1.2370001,3.6923003,1.7300001,,1.1615001,0.75000006,1.0196,0.661,2.7556002,1.5000001,1.5000001,1.9306,6.9359,4.2946005,1.3091,4.0599003,1.1015,5.0784,1.1665001,1.5000001,,1.6565001,2.2900002,3.5681002,1.5593001,1.2758001,3.7239,1.4778001,1.6473001,2.0971003,,2.3409,2.8134,,0.92200005,4.4021,,0.3703,,,,4.7913,3.2500002,1.4001,1.0,1.25,,,1.4005,2.0334,3.6506002,1.8228002,2.1645,,1.8425001,2.5330002,,0.33120003,1.5185001,1.8033001,3.7404,5.7986
1988,1.1728001,0.8,3.2010002,0.8083,1.8344,,1.5787001,5.3436003,,0.7378,,1.7542,4.0144,,,0.767,1.6528001,0.6396,2.0,1.2293001,6.0181003,3.0075002,2.9679,1.3333001,0.9153,1.6319001,2.4290001,,6.2266,6.7521005,0.6006,0.8671,4.7510004,,2.7852,,,2.6038,6.1509004,6.2142005,,2.8152,1.9966,0.56670004,,5.4858003,2.0019002,7.7645,1.108,0.89250004,2.3934,2.765,1.1269001,3.6206002,,1.6330001,,3.2842002,2.8750002,2.0002,0.83390003,0.6433,,,,1.7352,,1.6667,4.0154,,1.5108001,3.6154,1.3097,,1.3709,1.25,1.0352,0.72080004,2.6337001,1.32,1.0,1.25,7.2273,3.4006002,1.2478001,4.0701003,1.4957,5.2826004,1.1838001,1.32,,1.6402,2.2926002,4.1819,1.7343001,1.3228002,3.4802,1.4222,1.3768001,1.8992001,,2.2958002,3.5942001,,1.0673001,4.4982004,,0.3703,,,,5.1762004,3.2500002,1.8778001,1.0652,0.5546,,,1.2470001,2.1861002,3.4384,1.4153001,2.1667001,,2.341,2.2913,,0.33400002,1.7344002,1.8019001,4.2465,5.7091002
