Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VIR,VNM,VUT,WSM,ZAF,ZMB,ZWE
2013,37255.35,3046.5798,10150.916,12727.083,57332.16,69806.95,29227.66,12194.019,25211.924,53890.105,61524.96,20414.832,970.37537,57408.477,2893.0466,2057.064,4822.726,22793.305,55376.402,31921.71,13316.922,26147.625,12026.071,95777.86,8524.032,19241.506,18695.684,86606.65,11212.4795,16369.827,996.89636,53884.844,76034.81,27300.996,12830.37,4597.1865,4473.5723,1158.282,8798.494,16202.396,3400.173,7440.6626,20476.135,31753.545,72954.52,37558.96,41127.027,58614.05,4446.4136,15786.826,61128.395,15897.563,14778.191,13672.307,13058.075,40409.99,35477.637,1696.8651,53677.812,11019.298,51385.727,3727.426,19836.455,49884.434,13913.002,5593.775,2802.56,2572.4473,2131.8306,32894.37,30804.97,13394.521,60822.137,10301.421,11896.906,60601.594,5644.134,28389.107,3376.64,29145.291,10121.814,5732.2417,60188.855,13804.791,13712.932,57980.855,39939.812,47495.805,9687.608,10799.354,42725.55,30177.488,4443.371,5418.5405,4419.399,2382.3694,26546.555,40610.164,62144.8,5974.4736,16396.496,1774.5206,16553.143,20989.217,12249.723,2914.3752,32922.773,131592.6,27369.172,174339.08,7839.032,11080.063,1616.2273,17869.932,21054.742,4469.8535,17940.512,2126.94,41796.285,4666.9536,20570.596,13210.095,1385.8325,5769.7285,20811.494,1555.5061,25736.354,11593.575,1423.2617,5775.866,6440.852,61951.316,84283.03,3426.5579,9882.093,43549.457,40854.484,8828.276,17001.469,4407.147,28135.328,14054.639,7016.5386,17783.629,3615.2832,29676.557,42000.332,34835.01,13700.703,6142.202,136454.0,27182.37,36628.92,2030.6693,52711.688,4130.486,3385.426,103908.36,2783.5945,3279.8674,9327.564,58467.977,1197.2919,18366.686,5072.112,24624.021,31144.129,36975.92,56713.703,9051.581,52801.402,24770.652,5530.9746,25360.26,2155.7854,2188.07,18241.777,2828.3855,11633.291,4340.392,5951.6943,38620.574,12518.201,23983.133,3690.2383,2924.8633,2420.8882,17889.092,28210.84,62089.348,6797.775,13654.122,43563.887,8324.198,3292.2341,6262.3237,14699.066,3535.2246,3357.1282
2014,36275.68,3017.9426,10250.593,12979.765,59929.246,69409.04,28200.814,12667.376,25565.965,54470.16,61507.38,20716.14,977.76587,58163.266,2987.3823,2083.1985,5068.6396,23140.871,55065.82,32226.924,13644.516,26564.436,12249.222,92298.39,8851.712,19183.172,18665.178,83310.62,11744.519,17052.23,1001.85596,54880.86,76877.805,27514.764,13696.518,4907.5747,4588.4863,1225.7021,9159.257,16780.871,3397.0925,7491.022,20974.729,31128.805,73017.59,37300.188,42006.17,59636.555,4675.4517,16382.672,61596.496,16817.645,15073.763,14047.491,13136.365,41147.246,36752.746,1821.3915,53200.723,11621.13,51652.617,3632.2415,20008.99,51100.336,14475.313,5619.0723,2834.9663,2465.1096,2096.5789,31765.9,31256.527,14296.709,63919.156,10557.234,12030.053,61839.793,5705.1626,28448.125,3423.653,30460.725,10504.387,6079.8438,65328.8,14299.571,13536.823,58306.83,40702.75,47061.367,9719.304,10148.998,42909.004,30986.438,4558.552,5513.755,4702.7305,2381.3474,28545.85,41648.246,59763.676,6341.2124,15205.873,1750.1438,12495.793,21214.338,12909.966,2930.6172,34459.82,131898.62,28206.936,162582.38,7951.7983,11641.121,1626.017,18633.04,21322.33,4491.9917,18641.613,2206.7646,44096.465,5006.507,20917.209,13943.428,1449.9293,5837.852,21568.865,1597.5648,26818.432,11982.696,1462.8213,5980.192,6657.196,62724.246,85044.75,3621.7317,11264.079,44440.12,39639.99,9150.75,17370.57,4520.235,28931.805,14247.101,7340.362,18561.441,3998.6182,30863.12,42183.695,35283.008,14219.3545,5990.427,128013.984,28407.402,36217.965,2104.416,53396.152,4207.5005,3484.0122,106604.49,2716.418,3348.4453,9451.744,58743.586,1258.8225,18123.219,5223.0957,24414.355,31956.469,37960.152,57442.918,9155.867,52439.473,25379.418,5301.6255,26470.621,2223.7139,2253.4854,18323.963,2943.0886,12544.398,4445.4756,6096.869,39966.188,12752.9,24830.574,3695.9497,3027.569,2470.504,16978.812,29029.104,63191.246,7145.11,13901.971,42853.9,8751.883,3320.3792,6247.905,14661.263,3585.5774,3360.5522
2015,35682.3,2967.6921,9980.93,13306.443,62105.152,70234.734,28669.207,13112.76,25748.625,54867.773,61614.56,20694.78,918.5572,58679.684,2952.0022,2101.7026,5352.7114,24080.256,54149.914,32290.7,14420.487,25513.213,12339.48,93109.45,9141.929,18357.068,18464.664,81910.19,12400.298,15994.997,1043.9218,54819.188,77257.68,27821.197,14575.935,5110.8623,4698.667,1267.9055,8977.707,17128.107,3364.2961,7560.1367,21510.977,30861.477,73281.05,38795.71,44002.566,60099.637,4940.632,15926.805,62450.02,17777.012,15239.518,13864.487,13425.912,42851.414,37403.79,1957.4144,53273.14,12131.092,52018.332,3788.934,20147.71,51823.973,14936.844,5607.366,2869.8516,2495.9575,2168.7163,27797.795,31391.312,15145.972,62503.4,10789.71,12040.082,62779.727,5812.5347,29458.7,3422.0974,31665.229,10893.662,6488.146,80644.28,13905.192,13516.027,60262.523,40827.438,47523.953,9778.118,9581.689,43624.926,30893.76,4679.622,5600.215,4968.5728,2615.8406,28745.217,42593.008,57473.113,6703.741,14980.0205,1714.0905,12192.139,21142.625,13329.779,2986.9587,35770.94,131746.33,29514.736,123396.01,8198.809,11691.08,1633.2649,18715.32,21665.557,4670.1094,19412.312,2270.787,47199.125,5313.886,21614.252,13974.597,1512.5997,5969.5425,22335.283,1597.6914,27699.627,12166.565,1471.6614,5985.094,6882.0977,63771.105,85766.61,3745.2617,11344.103,45170.42,39813.79,9824.991,17734.984,4645.286,29933.156,14545.381,7691.763,20021.318,4154.5234,32252.387,42481.875,35992.688,14427.601,6072.6504,123070.89,29442.305,35393.57,2236.628,52983.137,4159.1943,3593.7947,108483.21,2664.7305,2601.3052,9646.154,59647.66,1343.443,18452.238,5210.2036,23327.525,33578.89,38839.44,59345.35,9227.024,51375.6,27032.209,5302.074,28214.01,2213.6567,2317.5479,18811.328,3041.4448,13057.83,4467.917,6194.639,39528.418,12731.791,25992.297,4088.7617,3111.4446,2520.02,15403.71,29035.658,64575.406,7529.7637,14365.699,42739.082,9248.024,3259.1482,6432.36,14559.475,3576.9255,3382.923
2016,36021.832,2958.7854,9381.81,13769.547,64402.81,70573.99,27802.105,13192.994,26637.418,55507.977,62242.336,19830.322,897.45905,59080.15,2962.6638,2162.7258,5682.5356,24983.693,54107.074,31756.84,15083.248,24846.83,12062.798,92519.4,9390.791,17620.928,18754.666,78880.625,13320.976,16905.623,1073.9448,54765.305,77999.46,27968.604,15485.213,5320.8467,4767.132,1253.1582,8001.8257,17313.287,3405.4353,7881.303,22189.879,30209.94,73907.23,41156.77,45051.61,60984.477,5204.131,16556.016,63868.758,18751.287,15511.686,13569.797,13727.32,44063.383,38549.473,2084.8403,54486.46,12419.825,52327.45,3794.7454,19988.176,52421.082,15442.956,5666.078,3099.7888,2478.4604,2227.1567,24435.064,31512.123,15650.412,65345.934,10876.375,12420.472,63749.39,5926.49,30811.209,3435.7312,32457.826,11319.663,6940.626,80713.984,14915.594,15016.092,63178.207,41783.31,48193.258,9886.552,9321.904,43976.266,30758.322,4770.3105,5715.0107,5283.7295,2761.9329,29883.297,43674.508,56650.375,7063.2554,15572.361,1653.3105,11828.711,21775.162,13845.614,3057.261,37196.375,135355.89,30545.74,120754.85,8141.9404,12377.366,1654.671,19263.525,21836.922,4896.522,20029.28,2328.7483,48012.285,5580.9897,22246.566,13898.1455,1537.9086,5866.2812,23182.043,1593.5955,28425.371,11846.788,1500.0085,5744.558,7100.007,64970.418,86004.54,3743.7446,11630.96,45822.71,39860.99,10434.889,18098.455,4886.6123,30765.236,14920.104,8131.825,19902.984,4275.7485,33244.3,42764.562,36830.03,14826.664,6464.1333,120054.41,30458.562,35361.547,2314.6592,51997.344,4174.561,3710.0554,110927.695,2715.234,2702.0269,9863.761,60669.82,1383.6586,19100.998,5388.5093,21950.412,34188.84,39988.71,59981.418,9497.017,50817.68,29905.135,5022.113,28909.36,2011.059,2355.2683,19369.92,3169.9668,13552.848,4515.541,6639.1367,36438.91,12732.897,26497.135,4333.2446,3214.2468,2554.2278,15856.8125,29427.865,65275.57,7839.978,15047.248,43502.434,9743.188,3336.8975,6887.305,14519.031,3598.1716,3366.3442
2017,38558.004,2952.999,9042.117,14306.299,63239.656,68871.85,28334.904,14243.875,27143.041,55846.03,63216.0,19675.959,880.99347,59720.76,3041.7793,2232.2878,6005.707,25857.916,53859.773,32442.723,15773.863,25503.98,11574.452,95666.164,9642.813,17724.48,18740.35,78966.87,13482.343,17352.93,1103.8661,55756.26,78328.09,27902.846,16461.07,5556.114,4797.9756,1253.1874,7372.7705,17295.764,3465.6306,8234.56,22895.232,29729.25,74564.74,43120.656,47256.684,62407.164,5398.751,15710.711,65398.793,19414.002,15427.664,14161.705,14018.36,45233.24,40672.336,2222.8281,56154.418,13090.501,53262.957,3811.7896,19555.707,53449.293,16237.624,5993.631,3332.7659,2533.1868,2277.6428,22250.44,32039.643,16301.473,65396.684,11009.287,12801.641,65662.81,6099.6074,32337.545,3474.347,33934.516,11772.574,7326.607,87863.664,15108.109,14417.631,64302.406,42732.34,49039.57,9964.391,9339.811,44749.637,31524.441,4846.8623,5861.2227,5632.0312,2822.6687,29965.234,44928.05,52022.723,7432.4595,16128.584,1661.3029,15424.056,22422.611,14578.602,2924.681,39459.9,133845.17,31865.121,133500.28,8450.009,13118.822,1675.5592,19948.44,22038.57,5199.344,20327.588,2375.3472,52775.188,5877.8745,23293.2,14401.537,1532.0073,6050.6216,24073.232,1613.0593,29551.545,11408.726,1520.0016,5651.7344,7330.631,66383.98,87414.586,4071.7043,10763.823,46400.08,38691.11,10856.29,18575.725,5031.5605,31979.812,15072.204,8584.136,19237.932,4322.2227,34952.836,42547.17,38143.758,15320.337,6426.7954,115064.945,33145.82,35932.234,2349.5889,52431.84,4061.0183,3871.4514,115831.11,2703.6606,2737.3628,10064.794,59524.56,1527.1122,19656.764,5521.2026,22070.514,35117.14,42030.492,60258.727,9658.128,46088.36,31595.668,4977.792,27058.115,1887.5029,2389.2124,20093.963,3312.712,14107.667,4290.1396,6862.669,34619.53,12881.717,28117.953,4464.2544,3319.3767,2543.8477,16310.36,29859.129,66458.02,8047.0537,15364.364,43277.156,10290.549,3465.9197,6919.0156,14591.437,3612.5059,3453.5098
2018,39419.555,2902.392,8620.215,14918.081,63048.598,68854.97,27367.115,15037.045,28884.121,56600.438,64471.633,19798.834,868.5555,60565.98,3155.4512,2316.3943,6392.5933,26709.322,54893.074,33106.695,16579.158,26363.463,11486.803,94874.58,9907.0625,17917.75,18484.697,78099.05,13854.8545,17824.951,1125.7009,56470.46,79977.305,28502.725,17490.166,5670.2,4851.48,1282.4823,7029.3364,17416.014,3522.405,8531.13,23282.604,29256.963,76088.9,45269.44,48431.953,62914.547,5566.581,16344.899,66285.73,20547.658,15343.426,14066.176,14488.209,46114.344,42030.55,2311.165,56749.004,13612.952,53945.88,3796.946,19225.598,53872.934,17228.68,6234.512,3455.645,2651.4329,2307.8696,20165.48,32767.568,16975.248,65979.164,11196.265,12980.357,66993.93,6219.28,33715.938,3485.6968,35799.562,12262.231,7714.34,93328.98,14642.498,14456.235,65663.93,43624.824,49539.02,10137.111,9311.531,45094.734,32330.227,5017.668,5951.829,6050.591,2877.601,30592.904,46034.29,51364.27,7775.086,16290.052,1647.9745,16380.852,22981.803,14759.825,2846.4182,41797.613,132889.08,33498.4,139787.78,8611.75,13895.504,1684.6494,20998.879,22261.46,5635.3076,21019.49,2411.532,54627.965,6201.263,24481.744,15230.241,1538.8351,6153.6377,25024.135,1638.9166,30459.965,11214.386,1574.3384,5628.7407,6991.2417,67488.18,87559.28,4371.3857,10490.855,47171.28,38673.605,11188.225,19046.809,5255.0635,32681.447,15388.998,9016.286,19256.932,4211.1455,37136.016,42372.66,39330.5,15592.984,6342.9375,114909.945,35381.91,36908.367,2491.3108,55508.875,3816.66,3998.2864,119343.15,2686.12,2766.717,10297.203,59194.043,1504.4391,20683.371,5674.7236,22938.535,36493.062,43712.26,60696.242,9643.045,42154.1,32841.426,4956.093,27444.436,1868.4741,2442.647,20879.16,3479.6924,14648.136,4188.9507,6896.042,34346.15,13090.62,28575.762,4575.8643,3392.6887,2613.88,16978.984,29854.62,68070.21,8348.961,15963.623,44205.406,10936.894,3482.0227,6805.0454,14571.376,3646.9597,3572.9836
2019,38435.426,2927.245,8274.543,15290.777,63215.9,68887.84,26629.553,16215.36,29636.893,56981.395,65312.023,20122.713,855.7327,61711.113,3281.1047,2391.5364,6838.326,27917.12,56749.96,32495.334,17269.283,26798.82,11803.088,94755.43,9985.23,18018.621,18572.51,80228.16,14555.188,18106.018,1145.0956,56713.09,80315.68,28228.5,18465.299,5894.879,4882.3555,1296.9476,6939.369,17652.896,3516.1267,9111.63,23646.408,28659.8,77440.555,47283.457,49961.797,63392.95,5784.448,17318.963,67179.125,21363.861,15199.199,13853.421,15026.568,46682.477,43435.2,2437.9702,57451.63,13567.474,54856.867,3938.5571,19491.406,54440.105,18186.88,6508.2466,3557.4624,2750.8213,2379.6042,18446.592,33549.066,17047.355,67604.05,11470.364,13402.422,65388.33,6264.019,35107.934,3381.5847,37557.926,12757.785,7930.0913,96701.664,14040.665,14910.225,65431.324,44419.97,50328.594,10216.065,9288.527,44976.508,33298.21,5171.7124,6087.602,6448.885,2927.4836,31496.594,46903.84,51122.332,8075.275,15659.566,1575.7666,14333.423,22738.012,14637.444,2773.2864,43868.605,134105.64,33959.92,133549.19,8768.176,14621.24,1713.7961,21855.502,21964.354,6405.0757,21990.316,2451.122,54667.383,6562.989,25484.574,15790.696,1528.8899,6162.2104,25739.355,1687.2894,31300.508,10813.305,1612.6373,5628.1777,6701.1943,68589.68,87947.55,4607.5244,11273.141,47523.23,38292.387,11774.118,19401.693,5295.953,33163.727,15466.295,9452.294,19312.791,4301.6113,38846.504,43078.01,40400.805,15321.324,6269.891,113160.98,36964.258,37698.953,2665.1868,56365.508,3625.5232,4070.6123,119572.27,2661.5999,2851.9792,10543.938,60171.047,1491.1077,21782.447,5702.0835,22966.74,37273.133,44930.54,61615.992,10027.652,45996.793,34346.07,4825.4062,27826.016,1868.0195,2501.0308,21277.082,3649.8838,15231.306,5103.283,6875.0254,34349.13,13175.778,28400.7,5292.025,3484.6326,2689.4102,17636.555,30108.074,69511.766,8755.126,16186.346,45632.637,11628.614,3512.072,7033.521,14370.238,3591.5642,3294.8062
2020,28521.69,2769.6858,7556.968,14869.22,55488.492,65784.68,23877.094,15052.936,23915.162,56215.58,60931.94,19126.096,833.9202,58500.633,3317.8596,2380.9316,7015.1978,27182.047,53814.246,25457.08,16983.043,26731.496,10032.545,87894.4,9000.976,17327.516,15749.038,80280.9,12979.937,16289.42,1136.5706,53274.91,78023.34,26257.832,18833.785,5787.8154,4763.482,1277.6328,6350.5093,16150.725,3441.0703,7207.8687,22479.59,23751.617,72149.33,45244.85,47196.45,60747.273,5773.2075,14508.923,65791.11,19721.32,14194.155,12425.018,15309.236,41372.78,42099.355,2516.5488,55940.074,11254.97,50610.633,3839.259,18681.484,48656.164,17031.145,6412.6855,3630.9934,2702.319,2360.5312,17089.154,30529.26,14656.721,67560.25,11101.01,19234.129,61328.55,5603.264,32479.234,3229.4756,35949.918,12388.545,7399.531,102562.54,14397.153,12827.635,59909.773,43004.207,46089.297,9178.32,9022.64,43238.297,32011.549,5057.4014,5537.796,6128.782,2860.751,26707.107,46506.934,49124.54,7995.595,12507.437,1497.377,9976.037,17141.938,13886.651,2517.1104,43875.64,130689.5,33012.453,59791.426,8054.563,13559.26,1551.1256,14242.975,19964.967,6417.1846,21186.709,2348.8818,51613.863,5926.8345,21608.76,14801.342,1466.1248,5963.2354,21994.666,1656.4398,29200.453,9652.248,1615.6927,5410.6934,6501.6875,65571.375,86313.75,4412.542,11441.259,46289.387,37560.6,11137.497,18662.168,5135.0146,26881.799,13612.021,8455.185,18160.256,4077.6313,38122.438,40171.79,37047.105,14991.66,5423.6826,103061.914,35802.69,36746.375,2518.1653,51782.57,3401.2498,4018.0413,115304.15,2515.1284,2751.9666,9692.449,55998.07,1396.0535,21719.705,5742.9473,19091.361,36278.3,42807.46,59945.586,9633.192,39265.76,30056.2,4633.3496,19813.406,1780.563,2490.053,19956.547,3724.749,15791.178,6595.0547,6995.3174,31168.346,11889.292,28649.55,5154.454,3449.8215,2678.009,17092.54,27871.6,67352.39,8727.411,15677.588,45055.78,11851.396,3259.9954,6745.306,13266.786,3391.5955,2987.2698
2021,35696.31,2144.1665,7408.1265,16353.809,59332.203,67401.125,26300.273,15921.705,25733.295,57321.562,63576.242,20111.375,836.6656,61873.965,3464.2886,2486.431,7441.0693,29536.678,54954.676,29340.473,18544.076,27611.18,11677.461,92276.234,9454.198,18075.705,15683.885,78248.8,13458.8125,17961.357,1128.5524,55781.7,81603.21,29105.102,20406.73,6045.2046,4793.556,1313.6182,6263.2114,17700.06,3441.2117,7685.4194,24140.434,25163.994,74150.86,49929.84,49995.703,62950.047,5947.861,15594.285,70342.32,21912.26,14496.865,13539.711,15579.016,44091.11,45063.543,2588.413,57350.87,10685.197,53901.11,3921.725,18523.58,52872.195,18915.654,6607.503,3738.8052,2777.7961,2450.978,16821.45,33577.51,15298.123,68086.46,11828.33,22865.932,65884.94,6202.981,36914.113,3134.9502,38648.0,12757.074,8050.0186,118102.766,14951.895,12731.754,62032.27,46238.223,50465.086,9577.164,9182.496,44549.34,32945.85,5338.8525,5736.479,6225.5327,3049.4739,26896.617,48571.434,50689.043,8080.4355,11599.775,1539.2089,12641.51,19101.166,14316.135,2544.7825,46575.69,137947.34,35604.9,74177.78,8623.266,15682.07,1599.4127,19052.623,21031.709,6705.8755,22371.496,2347.6274,58199.4,5178.4473,24509.936,14792.251,1457.2354,5836.566,22737.572,1687.5936,29822.85,9709.1,1585.5992,5491.7,7086.6226,69323.33,89209.14,4546.2295,12196.6455,48194.043,38719.457,12362.414,19702.84,5367.2734,30932.764,15282.273,8857.79,15663.175,3976.9038,41774.582,40559.7,38862.09,15406.167,5663.1216,116832.57,38071.176,38938.496,2731.09,55768.234,3248.9756,4173.6772,131864.1,2518.4216,2848.706,10809.714,64745.133,1392.4642,23668.523,5732.6943,18458.234,38437.492,46274.28,63124.598,9846.207,40507.066,29979.828,4592.8384,21192.482,1700.167,2577.202,20245.242,3985.9126,16434.14,6824.7925,7034.925,30826.209,12375.343,31637.53,5352.973,3493.083,2684.9204,17846.408,29441.477,71318.305,9247.644,15900.977,46893.55,12048.902,3135.8367,6214.017,13711.294,3503.035,3184.7854
2022,38877.676,1981.7102,7397.4863,17352.854,63913.383,68867.83,27627.963,17886.178,28033.13,58997.703,66294.72,21051.27,829.38715,63974.246,3588.3352,2466.0532,7888.164,31813.936,57465.17,32408.71,19569.77,26537.508,12569.818,98057.445,9681.707,18554.047,18469.576,76357.83,14061.3125,18648.135,1137.3473,56872.605,83007.28,29557.393,21011.617,6261.533,4843.6504,1385.4647,6205.105,18788.406,3463.0059,8850.106,25131.025,27327.418,76359.09,52882.285,50617.7,63353.94,6083.6436,16557.64,70865.44,22757.389,14782.2,14263.204,16360.391,46479.086,44492.12,2655.578,58024.477,12762.347,55106.332,3874.199,18662.049,54805.445,20966.527,6729.2744,3792.0107,2863.1804,2507.0146,16932.771,35956.25,16386.463,,12153.03,37068.195,64036.785,6352.587,39844.137,3047.6519,40693.96,13334.294,8544.688,124991.3,15331.333,13393.675,65932.13,48271.418,52924.61,10072.049,9266.575,45174.73,33506.26,5491.694,6139.7783,6456.7383,3117.7603,29761.275,49933.977,50984.3,8183.0327,11474.751,1578.9984,11456.077,22961.963,13249.408,2577.5454,47238.098,137059.19,36348.81,60089.84,8666.079,15291.129,1622.6108,21357.81,21643.973,6844.3345,23056.498,2357.1904,59133.773,5350.4766,26164.635,15310.435,1476.6656,6053.2617,24831.373,1659.9594,32079.152,9948.465,1717.5189,5552.838,7258.6816,72103.87,91068.6,4763.3877,12467.347,49474.242,40366.457,13022.463,20197.254,5526.2793,33833.027,15548.932,9457.104,15477.552,4125.493,44160.86,42562.375,41288.047,15259.1455,5753.084,114740.125,39733.656,38263.617,2889.8848,57351.875,3132.0771,4227.7334,132468.94,2517.9255,2934.03,11068.922,70887.57,1387.8137,24910.422,5632.1387,18742.588,38720.48,47433.4,63611.363,9740.065,43877.25,28540.762,4454.8535,22209.91,1688.4602,2662.2593,20741.523,4213.7563,17119.574,5344.1367,6901.739,31323.277,12632.039,33061.047,5498.1787,3546.981,2724.906,13787.121,30879.93,72841.92,9607.562,17172.207,46479.3,12930.256,3122.6401,5843.772,13777.192,3585.1238,3323.1218
2023,40516.81,1992.4244,7244.893,18244.293,64631.297,68577.54,27104.98,19230.19,28967.256,59552.88,65015.133,21262.299,828.8611,64185.848,3721.2246,2482.0723,8242.398,33403.375,57213.09,33105.605,20126.38,27718.322,12455.296,98041.69,9843.97,19018.238,19224.463,76828.4,,18846.25,1135.1362,55918.93,82557.55,29462.64,22137.6,6485.316,4870.571,1455.8356,6172.2876,18692.385,3498.8032,9288.402,26292.771,28886.688,78109.35,53420.684,49681.06,63578.14,6400.62,17420.252,72097.305,23087.934,15159.324,14472.316,16691.133,47141.543,42471.824,2755.457,57063.523,13652.491,55441.188,3886.6965,18702.691,54542.016,22590.53,6796.4736,3949.34,2932.2805,2578.8044,15688.238,36905.453,16946.473,,12389.386,49315.16,64467.574,6468.302,41116.87,2956.4622,40543.992,13889.883,9160.063,114922.39,15912.03,12711.062,67255.67,48432.11,53312.07,10291.3125,9362.588,46157.637,34703.234,5682.9893,6403.143,6690.5894,3195.8704,30409.404,50572.25,46458.2,8372.156,,1616.9237,12478.144,23403.46,13029.524,2595.8296,46740.41,132846.58,37007.367,104961.64,8868.712,15855.273,1643.3093,22286.98,22142.607,6786.696,23584.564,2394.672,61125.71,5364.138,27869.65,16222.864,1511.6365,6258.711,26590.424,1648.4365,32812.3,10105.515,1703.397,5593.0566,7486.943,71446.695,90469.81,4859.8003,12462.841,48826.574,38311.418,13642.677,20670.941,5439.1875,35863.88,15294.257,9901.057,15796.54,4174.4414,44384.168,42994.785,41755.48,15783.115,5313.098,116159.14,40665.527,39753.457,3060.029,55055.4,2469.1946,4317.2266,127543.555,2534.0276,3034.219,11404.334,,1402.47,26030.021,5541.302,19043.705,39290.434,48243.94,63114.68,10132.1875,44894.695,29468.951,,22305.66,1679.4615,2767.5166,21142.664,4472.324,17866.404,4328.508,,31705.834,12552.986,34609.914,5812.393,3620.7935,2791.0557,15885.226,31019.31,74577.51,10007.686,18335.213,,13491.88,3118.396,6304.346,13690.39,3673.4841,3442.2512
