Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VIR,VNM,VUT,WSM,ZAF,ZMB,ZWE
1990,2169949832.0,,85939173894.0,17771400048.0,2631759311.0,205116039145.0,557088925124.0,21801542439.0,1329354689.0,608706952454.0,335741807060.0,76150158411.0,7799958297.0,423490894153.0,11656583104.0,10147246626.0,231057491642.0,131411563972.0,21547623542.0,9123444229.0,10886910744.0,125855114621.0,1509229599.0,4553486195.0,36538326974.0,1884169357571.0,4389884980.0,30166243010.0,2010284100.0,13737149548.0,4254024013.0,1103853662777.0,433748348417.0,148672338665.0,1868036533802.0,64063495622.0,51192848469.0,79677843436.0,20709745611.0,330276644099.0,1338871738.0,694075763.0,34605522752.0,,,16421987606.0,301764834006.0,3388426626437.0,,724755640.0,237682436281.0,52083838070.0,297621347985.0,95243516409.0,467559613551.0,1229732673291.0,30936702755.0,41627441286.0,195307838669.0,6284654602.0,2311472198231.0,316480756.0,23496300368.0,2037255005545.0,62027887438.0,42884426695.0,13549165645.0,2798934224.0,1863164226.0,532523229.0,274839464896.0,888554041.0,2091647337.0,68564538164.0,3805285311.0,180255891922.0,22048820694.0,111733024132.0,27050130483.0,222504488627.0,894210723157.0,1905660987236.0,103467434697.0,528140455519.0,188735900982.0,10271287863.0,117487553625.0,2450520884056.0,20805277768.0,27489630506.0,4379281163543.0,288834656343.0,95633729813.0,26767574229.0,19514316431.0,165694502.0,579546021.0,595170351447.0,65265186807.0,8647627883.0,19218051453.0,4150264277.0,80555801699.0,2374173387.0,74593031179.0,2573660195.0,77082201678.0,31496137607.0,44975376136.0,18503752017.0,108500615233.0,47357419839.0,23811654000.0,2001980131.0,1439033955398.0,174302390.0,26904206214.0,13527707319.0,6604563694.0,30871439712.0,,13930857674.0,7170866773.0,10773605994.0,9477452905.0,9998939789.0,214242312021.0,9970961728.0,11698663466.0,354556738794.0,17412055616.0,651883784079.0,242829765688.0,35305600051.0,293916515.0,102730799836.0,62093919315.0,,59683241845519.0,371666437763.0,27836330176.0,139093797951.0,283126473617.0,272252388.0,12329045966.0,497144929092.0,94575186676.0,272884544732.0,40206049896.0,,31509683794.0,381959286772.0,4430965465823.0,8275333438.0,639522294846.0,65832468679.0,22569745551.0,138251447003.0,779674239.0,10234695558.0,32268857747.0,,,,477556464.0,7069161061.0,93044197446.0,51053629155.0,346266543448.0,4823572045.0,,1075888256.0,73316725295.0,,7406402145.0,8682094114.0,476313499806.0,22529307638.0,29804326740.0,1630064211.0,447435579.0,14980996141.0,55817500083.0,679186107397.0,26255717.0,45548129428.0,18976161859.0,1187655664317.0,43792346295.0,11077900303189.0,86251276066.0,825866129.0,,161662915527.0,459244127.0,674634233.0,441053282325.0,18882326322.0,40683940295.0
1991,2342740154.0,,86791139889.0,12795027432.0,2698763996.0,206880205170.0,607968472614.0,19250762304.0,1358292520.0,606380108034.0,347296788649.0,75617107169.0,8189709456.0,431253797354.0,12149166926.0,11067600318.0,239110371611.0,120313390625.0,23967421403.0,8741921405.0,9869199606.0,124344858749.0,1687027060.0,4392548595.0,38462627709.0,1903617557453.0,4218683556.0,31044278635.0,2002084642.0,14761763588.0,4230518701.0,1080771473590.0,429776008743.0,160275311047.0,2041068761921.0,64089713718.0,49243117963.0,72968131207.0,21205820117.0,336887486494.0,1266631077.0,703821607.0,35389564496.0,,,16543428401.0,266715022505.0,3561516318798.0,,734523643.0,241148274131.0,52575581840.0,294049890068.0,99330741873.0,472821550927.0,1261041673421.0,28461814921.0,38656291115.0,183822573396.0,6114968694.0,2340057307173.0,339986861.0,24932512547.0,2014781605292.0,48940095710.0,45149507665.0,13903262657.0,2885898208.0,1958185602.0,527079569.0,283359488497.0,900865364.0,2089274057.0,71072799525.0,4035804403.0,190534041192.0,21316952332.0,88170014652.0,27558820285.0,196044163920.0,956018414859.0,1925800611593.0,105463982566.0,595299579831.0,67856016582.0,10248328911.0,126564777491.0,2488220862763.0,21811886779.0,27931809754.0,4533578883275.0,257062844141.0,97009274497.0,24641178145.0,20995706332.0,156334937.0,568739289.0,659318145976.0,38501375622.0,9019178718.0,28720874228.0,3559880300.0,93166918529.0,2383092635.0,78024301098.0,2752956994.0,72707275680.0,34218722962.0,39310627760.0,19180777634.0,116330115276.0,39780232536.0,22310007379.0,2030862620.0,1496248577970.0,174455427.0,25244010161.0,15116564112.0,7017777698.0,30670584905.0,,12719772331.0,7524064320.0,10966247472.0,9897820235.0,10871870406.0,234692742103.0,10785151825.0,11647249115.0,355827302092.0,17379097817.0,667784106011.0,250319700676.0,37553913761.0,238090726.0,101610289671.0,65865552351.0,,60179640681588.0,390478586348.0,30458235723.0,142180649724.0,281890937770.0,285606974.0,13506087373.0,462267334876.0,96754568943.0,284804705655.0,41610708620.0,,30985919583.0,332616981204.0,4207337321649.0,8067260137.0,692095846428.0,70777086386.0,23170092355.0,147498253382.0,826454705.0,10475411648.0,32750982739.0,,5702889963.0,,483291939.0,7260028349.0,79484118620.0,46509801058.0,342298415959.0,4908485066.0,,1105587358.0,78937528716.0,,8038548727.0,8621322278.0,517077649064.0,20929726999.0,28431759044.0,1804713863.0,476138337.0,15447265844.0,57996919661.0,684078142542.0,27203334.0,46491881301.0,20030116010.0,1084329621524.0,45342073570.0,11065901509335.0,85826919783.0,835244460.0,,171299389618.0,473699472.0,659117562.0,436562279474.0,18875503499.0,42934487333.0
1992,2480548422.0,,81724029491.0,11875434619.0,2723841290.0,213800233956.0,656224702857.0,11203943132.0,1374028893.0,608977170634.0,354567533588.0,58527640701.0,8272425388.0,437854803473.0,12508504151.0,11093355815.0,252124397255.0,111563734083.0,25570841504.0,8407492007.0,9233928335.0,112407750705.0,1901803195.0,4389924565.0,39095914175.0,1893260506388.0,3978534118.0,30075505033.0,2094198378.0,15192374593.0,3958746871.0,1090395378851.0,429588054787.0,178172786599.0,2331401191963.0,63932975522.0,47716579725.0,65306471181.0,21759705123.0,350514347613.0,1374687143.0,780803130.0,38645795036.0,,,18098510508.0,265363997982.0,3633251819740.0,,749430219.0,246026248563.0,58475052516.0,299342794859.0,101430902327.0,493970193092.0,1272759466644.0,22436831170.0,35303831942.0,177735521681.0,6487981901.0,2375534006178.0,353613589.0,24162061595.0,2022862532771.0,26966102946.0,46901046280.0,14358031051.0,2983403727.0,1979725643.0,710215053.0,285343004698.0,893197660.0,1982476635.0,74511542394.0,4348897499.0,202413708093.0,22611677481.0,77842404739.0,26095465413.0,190037017179.0,1018135773666.0,2031380627684.0,108989933166.0,614932452338.0,89971792816.0,9902561149.0,136385275495.0,2508979479233.0,22238427496.0,31939961904.0,4574407663005.0,243438513404.0,96233691208.0,21231371881.0,22469088082.0,193791644.0,593018620.0,700186922750.0,70384106440.0,9520632227.0,33442110823.0,2310872163.0,90639976347.0,2572621789.0,81457363521.0,2944462730.0,57250457346.0,34841384794.0,26684616083.0,21731634141.0,113889813365.0,28204184901.0,22573462898.0,2166337918.0,1549643907377.0,186913081.0,23586690740.0,14630012933.0,7346976908.0,33633652463.0,,11542370967.0,6953992508.0,11171768738.0,10542435434.0,10074638505.0,255545469125.0,11560533332.0,11880281727.0,372306351007.0,17446241367.0,679176976911.0,259267275620.0,39096030161.0,199376465.0,102721668390.0,71407403692.0,,60946659939610.0,420568467210.0,32956322800.0,141412150339.0,283068196261.0,267328054.0,15376556930.0,473893259485.0,101170497603.0,287907585519.0,42316604337.0,,34496787788.0,303455690591.0,3595966031564.0,8541028160.0,723797972237.0,75432705020.0,23475991569.0,157291850625.0,931414439.0,8483731069.0,35050744732.0,,5218810215.0,,486674968.0,7289068463.0,74141604445.0,43968646091.0,338332571328.0,5066842949.0,,1184891625.0,89177928601.0,,8681748650.0,8278134439.0,558875041821.0,14860105948.0,24176665797.0,1993478263.0,477338090.0,17006355221.0,62524001967.0,718525820497.0,27961977.0,46763543653.0,20714816861.0,976980988971.0,48938420224.0,11455697578395.0,76214304770.0,888515855.0,,186110016142.0,485946563.0,657799412.0,427232800173.0,18548783223.0,39063698541.0
1993,2661819292.0,,62123814347.0,13010656304.0,2695745293.0,216496663148.0,710080926887.0,10217996272.0,1446581300.0,633620821319.0,356435428731.0,45007756449.0,7756226044.0,433643196012.0,13238521979.0,11477339562.0,264003393854.0,109912351120.0,28861810511.0,8433370822.0,9032504179.0,103864759517.0,2018535873.0,4521998392.0,40765034521.0,1986497717291.0,4010086599.0,29884931646.0,2135796835.0,15483476754.0,3972019587.0,1119374891889.0,429046845172.0,189912206346.0,2655086622394.0,63809914071.0,43931668854.0,56510309573.0,21546528945.0,369390982127.0,1416011081.0,848797899.0,41388561016.0,,,18225200170.0,265528269503.0,3597889245649.0,,765628509.0,245832132852.0,62781455384.0,293056593899.0,103432355288.0,508299235006.0,1259631057445.0,21148846173.0,39943755961.0,176349512643.0,6626178019.0,2367005890390.0,382400052.0,25115630646.0,2073228390440.0,19064989882.0,49175747284.0,15082270891.0,3073266872.0,2021299881.0,788574593.0,280777515832.0,875701565.0,1882799045.0,77437708978.0,4704424457.0,214965600421.0,24080468333.0,71595098670.0,24679448219.0,188942197736.0,1084278028744.0,2127886975436.0,111924605681.0,605886725354.0,117224095451.0,10032626285.0,141999924880.0,2487582757125.0,24332643023.0,33373104730.0,4553401081119.0,221042170166.0,96573585965.0,17949144416.0,23389954628.0,193590072.0,633355447.0,748342097215.0,94307993304.0,10083544991.0,37042378047.0,1548852933.0,87229019426.0,2587625313.0,87077973127.0,3047806486.0,47960504421.0,36304949669.0,25354927042.0,22858799032.0,113046354860.0,27865734701.0,23047488278.0,2286716311.0,1594072189750.0,198139548.0,21824936813.0,15094101548.0,7676176529.0,35664926709.0,,11176617291.0,7714789540.0,11827957928.0,11078208639.0,11051056409.0,280831548487.0,11377930181.0,11918495304.0,364729474560.0,17377688796.0,687717981392.0,266643903376.0,40601168688.0,167242190.0,109287658078.0,75722525016.0,,61864460862479.0,427960999760.0,34754335521.0,148827205340.0,289244432888.0,234446587.0,18175441792.0,491608859990.0,105869388681.0,282024835099.0,44405504019.0,,34039658397.0,308095025871.0,3284248265412.0,7848462503.0,726547241192.0,78879036120.0,23795315059.0,175316947562.0,968671012.0,8600344202.0,37090107666.0,,5427071869.0,,492028386.0,6800701010.0,75551277157.0,45218859066.0,331343918286.0,5224224875.0,,1271428653.0,94663169864.0,,7317860084.0,7028481545.0,604992940343.0,12423048596.0,24539315826.0,2196908045.0,495181252.0,16892563187.0,63893170607.0,773502136576.0,29111445.0,47327418840.0,22439593108.0,838249688543.0,50238981306.0,11770934990303.0,74461375757.0,926284272.0,,201134176471.0,489520447.0,684769128.0,432502964296.0,19809594852.0,39474437178.0
1994,2880192319.0,,62955878002.0,14090913740.0,2759989816.0,231426594652.0,751522674939.0,10769768354.0,1543153922.0,658841390910.0,364997430895.0,36141227871.0,7459162587.0,447636738517.0,13505993136.0,11628267412.0,274273459684.0,111910570121.0,28789655556.0,8698930583.0,10037999427.0,91712578670.0,2018136103.0,4549112899.0,42667646751.0,2102764853432.0,4090720717.0,30181609718.0,2241550894.0,16045204308.0,4166646537.0,1169680150750.0,434494700423.0,199465166310.0,3001225131285.0,64327544357.0,44756182468.0,54306409306.0,20362961790.0,390869818853.0,1341291249.0,1011619758.0,43258921833.0,,,19300486743.0,273253308634.0,3691347475698.0,,765892509.0,258848197304.0,64413995639.0,290419094657.0,107836763999.0,528494838804.0,1289650527187.0,20801492316.0,41217947629.0,183340664442.0,6964113072.0,2423427284393.0,380356043.0,26048112439.0,2152964943635.0,17082568368.0,50798546816.0,15681051993.0,3078010335.0,2085981478.0,920020795.0,286393066188.0,890532061.0,1994343023.0,80561345979.0,5105825859.0,227940857442.0,24131495687.0,75798070851.0,21730098851.0,194510616325.0,1166032278706.0,2269581353432.0,118366792920.0,595597035200.0,121742536248.0,10394689509.0,152547459483.0,2541091250902.0,24669258325.0,35032240855.0,4602731862291.0,193190856728.0,99116160385.0,14344030249.0,15248229812.0,197549463.0,666934173.0,817703429271.0,102263971836.0,10906263296.0,40044752422.0,1211786194.0,88916714929.0,2628990060.0,91954268850.0,3230061460.0,43276656602.0,37692132823.0,25910177578.0,23830938380.0,125015703383.0,19255222615.0,23037784986.0,2463925077.0,1664117760389.0,209785591.0,21441218155.0,15664648632.0,8109965305.0,38331935077.0,,11415169077.0,8211636159.0,11465935808.0,11536419175.0,9919408151.0,306701868103.0,11574754661.0,12139557027.0,358109910022.0,17957708452.0,708081946853.0,280123483246.0,43936961801.0,160776372.0,114881990521.0,78657359079.0,,63502839668307.0,443955680746.0,35744885207.0,167145402756.0,301895018069.0,251561262.0,19255446365.0,517628743892.0,110301037475.0,284745919445.0,46766952160.0,9386367656.0,34522581896.0,320209145841.0,2871426272665.0,3904761797.0,733470916150.0,79672740052.0,23784007300.0,194769571372.0,1047133376.0,8432862378.0,38830398412.0,,4458502923.0,,502853019.0,7031924770.0,80239635380.0,47627887336.0,344649546763.0,5349642374.0,,1240449419.0,101491251953.0,,8059663338.0,8081517772.0,653374375017.0,9776939492.0,20294048427.0,2353390254.0,519705209.0,17495151425.0,65923958376.0,737393916977.0,32105085.0,48069352690.0,23876542912.0,646290509873.0,53897053675.0,12245188636483.0,70589384223.0,914727733.0,,218912388019.0,533976081.0,667361609.0,446343059166.0,18100929747.0,43119979936.0
1995,2953554956.0,,72399259721.0,15968152237.0,2836096580.0,246904142540.0,730140279566.0,11512882201.0,1475882099.0,684443481364.0,374735501868.0,31876563304.0,6868396909.0,458311787553.0,14322457251.0,12292982651.0,288319765753.0,115113471981.0,29921086586.0,9079835183.0,11640897385.0,82174470003.0,2032927573.0,4749235123.0,44663757283.0,2191581301438.0,4173107750.0,30588244682.0,2400120836.0,17173247996.0,4466646986.0,1201054812489.0,436584039660.0,217283979773.0,3329977961864.0,68911360958.0,46051427006.0,54686553536.0,21174491870.0,411204577248.0,1389714632.0,1155387478.0,45055877133.0,,,20914484023.0,290253506320.0,3746917233848.0,,789105659.0,266712061254.0,68076208746.0,301455005124.0,110265839573.0,553029993810.0,1325212562477.0,21743109682.0,43743582075.0,191103981598.0,7138215797.0,2479282261179.0,407035984.0,27343705897.0,2207470911495.0,17526130080.0,52887595893.0,16403583623.0,3105153715.0,2177764663.0,1080898057.0,292406519575.0,909495720.0,2068705643.0,84547962453.0,5362722759.0,233351485025.0,25625067450.0,80920866090.0,23880880472.0,197407901509.0,1261880218291.0,2441490607802.0,129770750310.0,609897585367.0,124323504188.0,10406808024.0,162620053568.0,2614448406828.0,25248975298.0,37204546126.0,4723829719934.0,177349206474.0,103483433023.0,13566035592.0,16758333509.0,202986443.0,702836191.0,896322060200.0,107232253433.0,11673110406.0,42627183473.0,1160088911.0,86942402005.0,2674950744.0,97011832013.0,3336360784.0,44700493305.0,38231959545.0,25665388420.0,24616360764.0,118258044704.0,18985649681.0,23424495475.0,2783885079.0,1565763414661.0,227015899.0,21202206958.0,15808923555.0,8624339301.0,40995257643.0,,12143048987.0,8385960474.0,12591867821.0,12031070439.0,11578807819.0,336847856021.0,12026055992.0,12437855578.0,357849690301.0,19019351644.0,730146035252.0,291764272988.0,45460894184.0,148037336.0,120307379396.0,82587725352.0,,65456006211730.0,465987465964.0,36371020781.0,179533208858.0,315858342273.0,278981445.0,18617619568.0,558674941083.0,115318618551.0,296940962585.0,49957772590.0,10054476156.0,35350860185.0,340169419719.0,2752447909421.0,5280178151.0,735756941416.0,84450787779.0,25084655922.0,208745069379.0,1152774635.0,7758254273.0,40668661082.0,,4636423781.0,72854195102.0,512910088.0,7031924770.0,84928435454.0,49584040090.0,358760370707.0,5607797474.0,,1246466054.0,108622625650.0,,8159325050.0,8715580106.0,706430434660.0,8563003180.0,18832868633.0,2510626486.0,552073290.0,18161701498.0,67474272230.0,795487777685.0,30498401.0,49785386216.0,26627895166.0,567443067664.0,53116840482.0,12573902243850.0,69954079761.0,985771437.0,,239797680998.0,539336907.0,711898941.0,460179694002.0,18625434758.0,43188120581.0
1996,2988577871.0,,82205283157.0,17421254001.0,2967967659.0,261220642388.0,770492868120.0,12188158880.0,1573362138.0,710889617162.0,383038769081.0,32290958437.0,6318925157.0,464368067946.0,14941800983.0,13647023204.0,301360235844.0,121105579758.0,31150845074.0,9463324778.0,17950182302.0,84475358966.0,2055414604.0,4872737815.0,46611696467.0,2239990352941.0,4339050427.0,30579889426.0,2533691710.0,18174414010.0,4287976954.0,1221340162353.0,438641573013.0,232065627693.0,3660396914986.0,74237745675.0,47992527880.0,54127015681.0,22082979539.0,419658345929.0,1371763842.0,1286483805.0,45664338502.0,,,21175618417.0,302352968346.0,3785816072826.0,,813601095.0,274435377531.0,72145685449.0,313814655723.0,112175365632.0,580619170145.0,1359766303027.0,22817875460.0,49179235600.0,198103466117.0,7480850186.0,2513919814362.0,394082587.0,28334928640.0,2264467676139.0,19489502932.0,55321726950.0,17135441823.0,3174198225.0,2430385364.0,1800559954.0,296448952489.0,949861275.0,2100349337.0,87048705082.0,5789355109.0,243288664946.0,26104455137.0,85864306365.0,24869733601.0,197570591871.0,1360536374441.0,2625811484450.0,139347341093.0,648629290219.0,138024931090.0,10882099807.0,172163138267.0,2649628026431.0,25220259334.0,37981012735.0,4871868449276.0,178235952510.0,107774724660.0,14527121709.0,17746657168.0,202880824.0,743901772.0,967048174816.0,107881144922.0,12481861284.0,47438059997.0,1300705650.0,88797859977.0,2753128533.0,100698249815.0,3523098100.0,46947561496.0,38766470816.0,26255680739.0,24513212257.0,132889966255.0,17869851603.0,23929107004.0,3002660785.0,1663127236587.0,203626549.0,21453475138.0,16924367275.0,8950109554.0,43636465399.0,,12414457527.0,9282915341.0,13324566779.0,12703347878.0,12425992341.0,370541738826.0,12409846439.0,12450359417.0,372864791507.0,20225990352.0,755121245228.0,306434076374.0,47883179815.0,130480799.0,124651525524.0,85103297839.0,,67866915606348.0,488571927288.0,34274225646.0,184558295042.0,334368739912.0,307995563.0,20057449630.0,592719907470.0,117986754087.0,307346838780.0,50744000587.0,10176591543.0,36897075195.0,353462227236.0,2649091579168.0,5953173594.0,760071506844.0,89449534427.0,25591360254.0,224341229414.0,1171333242.0,7894320097.0,40998671772.0,,5009471136.0,77345628483.0,520603744.0,7102244104.0,90125698208.0,51028730052.0,364876593873.0,5823252061.0,,1371087057.0,119295417122.0,,8340011103.0,9485707209.0,746357490511.0,7132981783.0,20094669355.0,2711029337.0,552586269.0,19457443999.0,72296038356.0,854192106608.0,28680278.0,52047816781.0,29043608326.0,510698760898.0,56079675410.0,13048286993253.0,71143299119.0,998467306.0,,262194826367.0,551889086.0,763005944.0,479967420832.0,19783666077.0,47662710793.0
1997,3199179218.0,,88185123454.0,15518855837.0,3237093233.0,282615654354.0,832987905019.0,12592937350.0,1659443844.0,738708486050.0,391258148130.0,34163834075.0,6218454247.0,481984667229.0,15798666707.0,14509083107.0,314890998518.0,104011066378.0,32114340646.0,9585189047.0,24527331659.0,94105554499.0,2142464401.0,5096883796.0,48920937209.0,2316034575532.0,4544725858.0,32519860855.0,2669848213.0,19687595889.0,4515236990.0,1273615559261.0,448560685613.0,249219313822.0,3998499721193.0,81400827010.0,50165300201.0,51086675988.0,21945002399.0,434053859638.0,1427048033.0,1429520555.0,48164993379.0,,,21734844189.0,300551433258.0,3856036043038.0,,831383386.0,283130811536.0,78556023721.0,317266616744.0,117030163748.0,612508834676.0,1408545196382.0,25795610426.0,50720467033.0,210777532728.0,7316271529.0,2577448117765.0,370197488.0,29960890946.0,2375984745476.0,21539955383.0,57643224355.0,18023332469.0,3329733910.0,2588360413.0,4500913077.0,307129661996.0,997501516.0,2131201922.0,90847588869.0,6147175789.0,255695863011.0,27304759667.0,91160408846.0,25542388751.0,203780476992.0,1424479935803.0,2732152145428.0,154705873799.0,657388375443.0,167338577797.0,11510172432.0,178626660305.0,2700652475849.0,24932632397.0,39237605192.0,4919672622292.0,181265963702.0,108286548898.0,15967522710.0,18457698475.0,205269022.0,794665381.0,1026720389434.0,110549396528.0,13339626184.0,47938515718.0,2683093203.0,93426600292.0,2734018238.0,107148375202.0,3653579682.0,50844504778.0,40867548908.0,28663716482.0,24444783013.0,130815949435.0,18164179596.0,24812926805.0,3254822458.0,1782853706613.0,190501442.0,21762401176.0,17741649090.0,9420615036.0,46102616443.0,9073969947.0,12898213380.0,10379686771.0,12785628490.0,13425847920.0,12897238047.0,397675553808.0,12933554406.0,12640535633.0,383816201133.0,21028284786.0,787202417488.0,322627911782.0,50300616038.0,118798052.0,127243219948.0,90238015958.0,,70542423492905.0,493527981429.0,36916439412.0,196511811765.0,351710479274.0,315079481.0,19274328641.0,630410411306.0,123744610582.0,320872764977.0,52896822983.0,11669257281.0,47970640097.0,336322622083.0,2686176630881.0,6777673402.0,780193058871.0,105830121020.0,26370770987.0,242997915174.0,1160626352.0,7430364527.0,42285197819.0,1726614182.0,5068607534.0,84255077926.0,525790628.0,7507071853.0,95069850114.0,53667599220.0,376059591302.0,6003936237.0,,1538272501.0,125288585666.0,,8811504651.0,10849503150.0,725805976099.0,7252863963.0,17803877003.0,2819470348.0,549267822.0,20921199225.0,76229624956.0,918919911321.0,31549254.0,53882647114.0,30524832892.0,495377798079.0,60873188404.0,13628561010065.0,74842750671.0,1033465091.0,,283569169231.0,578969250.0,767915315.0,492446573781.0,20538216584.0,48940354644.0
1998,3262906371.0,,92322016743.0,16889081382.0,3340511674.0,283440876074.0,865059429174.0,13512221775.0,1737955934.0,773156048051.0,404924326845.0,37580217349.0,6513830823.0,491440397935.0,16424453813.0,15569366222.0,331192990133.0,107952170695.0,33652618458.0,10037303105.0,28602884942.0,102010412931.0,2225816330.0,5295662269.0,51381344691.0,2323865039823.0,4714174367.0,30354961859.0,2827743862.0,19774942583.0,4727459557.0,1323195967810.0,462151936097.0,259638890786.0,4312220081533.0,84871681712.0,52535878944.0,50256949673.0,22765208444.0,436527029466.0,1445350150.0,1608457729.0,51611347282.0,,,23063027208.0,299369814680.0,3936864782455.0,,862761681.0,289717291433.0,83830650425.0,333447225648.0,120852988390.0,646659249202.0,1469140492470.0,26915098008.0,48966482714.0,222273908293.0,7411383092.0,2666436945798.0,380750026.0,31002880875.0,2456831385493.0,22208019188.0,60352681160.0,18680124556.0,3446274554.0,2007384099.0,5570981862.0,317685511074.0,1114742887.0,2296540179.0,95384088478.0,6043958284.0,240654191054.0,28285064169.0,93213047583.0,26099682890.0,211727924767.0,1237492364936.0,2901119794984.0,168267585492.0,671062131095.0,225908699227.0,12357643518.0,185886562892.0,2749382327328.0,24350566743.0,40419509620.0,4857176520735.0,177821910393.0,111849407789.0,16306327241.0,19321820012.0,214387624.0,790797381.0,974055299256.0,114597775930.0,13868890271.0,49695809290.0,3493605416.0,90107858790.0,2905891507.0,112182659158.0,3709759166.0,54638998514.0,43595258442.0,30541189701.0,23327307218.0,140285130844.0,16975844077.0,25784867660.0,3498761088.0,1893124615588.0,189217279.0,22497695182.0,19084987793.0,9903478197.0,48807094193.0,9518595005.0,13329005529.0,11455980625.0,13140788290.0,14241057374.0,13399618164.0,368408958702.0,13359273423.0,13901127580.0,393723472569.0,21808787735.0,823789888155.0,331237839706.0,51817878527.0,104794157.0,128336334146.0,90176767724.0,,72304024180597.0,506114101282.0,40012795477.0,195742394221.0,349902368762.0,321380973.0,18547857373.0,659545530348.0,130588585453.0,336300210086.0,52932812795.0,13341941143.0,53352299485.0,329495902095.0,2543810300221.0,7378085088.0,802068052228.0,110389816288.0,27926245460.0,237673794388.0,1175615983.0,7562997484.0,43406718523.0,1855516616.0,5402451028.0,88756525236.0,538935331.0,7679734630.0,98707323833.0,55311879122.0,392026048780.0,6160281103.0,,1576228466.0,133789797737.0,,9424043438.0,10599977969.0,670397691776.0,7638199027.0,19067952331.0,2763081049.0,561860202.0,22620955445.0,79876269152.0,941012126730.0,36439756.0,55880891332.0,32022156984.0,485965619905.0,63623980886.0,14239547573257.0,78060988950.0,1075735828.0,,299915387686.0,585782874.0,784770210.0,494908806651.0,20458991205.0,50352387530.0
