Date,AFG,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BGD,BGR,BIH,BLR,BOL,BRA,BTN,CAN,CHE,CHL,CHN,COD,COL,CYP,CZE,DEU,DNK,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FRA,GBR,GEO,GRC,GTM,HRV,HUN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LSO,LTU,LUX,LVA,MAR,MDA,MEX,MKD,MLT,MMR,MNE,MNG,MRT,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PER,POL,PRK,PRT,PSE,QAT,ROU,RUS,RWA,SAU,SRB,SVK,SVN,SWE,SYR,THA,TJK,TKM,TUN,TUR,TWN,TZA,UKR,URY,USA,UZB,YEM,ZAF,ZMB,ZWE
1995,0.88890004,2.2527,,1.7709001,1.2757,1.1792,4.6495004,1.5732,,0.6,2.9597,2.5926,1.9017,0.689,1.5064001,1.0618001,2.9868002,5.3825,3.6000001,2.6000001,0.62420005,2.1978002,2.3509,3.8386004,5.6391006,5.4182005,0.7098,0.6508,1.9575001,0.6449001,1.4192001,1.4985001,0.8643,3.4163003,5.5564003,5.7332006,1.1089001,2.6329,1.4176,3.1761003,3.5797002,1.4403001,6.0694003,1.6855,0.64220005,,0.20130001,3.8011003,0.8877001,3.7065003,0.56130004,2.1843002,1.0544001,3.2197,3.1085002,2.9514,0.46,0.3115,1.6373001,,1.3970001,0.38500002,2.5021002,1.9749001,2.7782001,2.0,,,0.7778,1.0262,5.6882005,3.1242,0.96770006,5.6958003,,,,2.5372,,2.0455,,0.99390006,1.1428001,3.1297002,2.4,1.0427,1.6518002,2.9992,3.1222,1.0732,,5.4761004,,3.4001002,3.4608002,3.9539,0.86850005,1.6,0.62090003,1.4082,0.66090006,2.1433,,1.9513001,2.1828,2.5134,3.0792,1.3914001,1.2896,2.4,0.78950006,5.3079
1996,1.0,1.3379,,2.147,1.3592,1.8719001,4.1702003,1.4228001,,0.643,1.7529001,2.6111002,2.3462,0.7386,2.4887002,1.0782,3.1838002,6.3232007,2.7465,2.6769001,0.6283,2.1186001,2.3273,3.7716002,5.4673,5.3564,1.4037,0.58750004,2.6844,0.33900002,2.9945002,2.1421,1.0613002,3.4278002,6.2208,6.1095004,0.93050003,2.3459,2.1371002,2.8385,2.8339,1.8325001,6.7530003,1.6344001,0.7879001,,0.3756,3.7580001,1.1024001,4.0862,0.82170004,1.7052001,1.5351001,3.1184,3.1146002,2.5258002,0.47800002,0.305,2.4833002,,2.0824,1.5766001,1.2980001,2.0676003,1.9992001,3.1111002,,,0.7626,1.0766001,6.6141005,3.9037,1.0492,4.9419003,,,,1.8881,,2.3579,,1.0163001,1.1896,3.0419002,2.2222002,1.5371001,1.3923001,3.0007,2.1491003,1.3513001,,5.2908,,3.1815002,3.2389,4.51,1.0666001,1.8392,0.57870007,1.4440001,1.1857,2.2032,,2.0,1.6716001,2.3313003,3.1479,1.3533001,1.0976,1.3858001,0.9091,5.6604004
1997,1.25,1.4573001,,2.8662,0.7996,1.9887,4.8258,1.4456,,0.6362001,2.7800002,2.6903002,2.6654,0.67890006,2.0281,1.0,2.8783002,6.3283,3.6848001,2.6246002,0.6321,1.9842,0.96000004,3.8431003,5.8923,5.3986006,0.72080004,0.57900006,2.1762002,0.41520002,2.3219001,1.8809001,1.062,3.4377,6.0186005,5.7601004,1.1238002,2.4096003,2.4374,3.2138002,3.5948002,1.9303001,5.7271004,1.6641,0.66330004,,0.1807,3.3073,0.7077001,3.3612,0.93520004,1.5966,1.8225001,2.778,3.1099,1.5895001,0.49530002,0.2983,2.3728,,1.8499001,0.66340005,2.2292001,1.9328002,2.3549001,3.0140002,,,0.61620003,0.8824001,6.3879004,3.7956002,1.1046001,5.3655005,,,,2.5714,,2.4516003,,0.98620003,1.0641,3.1128001,2.0,0.8784001,1.1169001,3.0000002,3.0467,1.7531,,5.3033,,3.5795002,3.5864,4.3204,0.625,1.8025001,0.93410003,0.2149,0.9272001,2.2393003,,1.6667,1.9998001,1.6703001,3.1238003,1.5256001,0.96610004,1.3788002,0.90000004,4.2617006
1998,1.2,1.9106001,,2.5377002,1.1674001,1.8410001,4.5612006,1.2829001,,0.6516,2.4732,2.6346002,1.9342,0.70120007,1.9255,1.0,2.9748,6.7265005,4.3313,2.4963002,0.6355,1.9775001,1.0189,3.6232002,5.7373,5.1972003,0.7453,0.83190006,2.467,1.2428001,3.0819001,1.6355001,1.0953001,2.2768002,6.5195003,5.2857003,0.7659001,2.4042,4.1340003,3.3580003,3.5369,1.9578001,5.6266003,1.8087001,0.70820004,,0.3285,3.8026004,0.81930006,2.6243002,0.6187,1.8457,1.9989002,2.2478,2.0768,1.3043001,0.48150003,0.2727,2.3856003,,1.8552,0.81200004,2.0114002,1.5353001,2.6499,3.2410002,,,0.5471,1.4525001,5.4823003,3.7076004,1.0027001,5.7725,,,,2.7333002,,2.4189,,1.0701001,1.1333001,3.1749,1.8000001,0.99930006,1.245,3.0076003,2.4277,1.3804001,,5.4723,,3.5138001,3.9929001,3.7911003,0.56320006,1.8438002,0.9135001,0.19500001,0.9768,2.4464,,2.2222002,1.6480001,2.6923,3.2310002,1.5426,1.1362,1.9211,0.78950006,5.7935004
1999,1.2,1.8125001,,2.2727,1.2903001,1.8904002,4.7268,1.8122001,,0.58840007,2.5670002,2.4972,1.4561,0.7455,2.345,1.0,3.2428002,5.1223,3.0742002,2.5,0.64290005,1.9259001,2.1673002,3.9369001,6.0176005,5.0476003,1.0875001,0.6961,2.0146,0.73390007,2.3931003,1.2112,0.9204001,2.6983001,6.2491,5.5818,1.794,2.2686002,3.9575002,2.8054001,3.1226003,1.9397,6.6563,1.4248002,0.4098,,0.92890006,3.7115002,1.342,3.9481003,1.3317,2.2239,1.7632,3.1295002,2.0763001,1.1032,0.4839,0.2601,1.7607,,1.5791,0.7121,1.6906,2.0007,2.5169,3.5056002,,,0.47230002,2.0,6.2969003,3.4151003,1.0017,5.4480004,,,,2.5641003,,2.3996003,,1.0015,1.19,3.0711002,1.3415,1.189,0.38960004,2.9993002,2.4735,1.4250001,,4.6525,,2.9433002,3.7909,3.8435001,0.3009,1.9838002,0.76850003,0.39000002,0.8755,2.1449,,2.3404,1.8487,2.0219002,3.2,2.0237,1.1641,0.89280003,0.9091,5.4144
2000,0.5968,1.5000001,,2.9153001,0.6971,1.9479002,3.8195002,2.0231001,6.8742003,0.72670007,2.6768003,2.3769,1.8717,0.75140005,1.9437001,1.1333001,2.9607,5.9924,3.4658003,2.4729,0.64100003,1.6502,0.8356,3.2934,5.8550005,5.3705,0.7573,0.5611,2.0327,0.5563,3.3749,2.105,0.9132001,3.5506003,6.3300004,5.7553,0.97110003,2.4167001,3.7486002,3.2363002,2.7730002,1.9972,7.1854,1.4115001,0.36040002,,1.1324,3.6533003,0.90220004,4.0056005,1.0237001,2.2211,2.1357,2.3858001,2.0749,1.0805,0.47220004,0.2773,2.4337,5.0800004,1.9355001,0.20740001,1.2586,2.4541001,2.2133002,3.9815001,,,1.0054001,2.0,6.1104,3.5240002,1.093,5.5413003,,,,2.2872,,2.4542,,0.9506,1.1928002,2.5396001,0.8529001,1.6702,1.5239002,2.9993002,2.1488001,1.6601001,,4.6377006,,1.9901,3.2633002,3.9283001,0.1609,1.8690001,0.51970005,0.53330004,0.6492,2.2736,,2.5714,1.8628001,2.4142,3.2881002,1.5099001,1.1444001,1.8328001,0.9091,6.2793
2001,1.0,2.5,,2.1504,1.3466,1.9522,4.6553,2.2373002,7.1592007,0.70570004,3.1859,2.3946002,2.2522001,0.7633,2.0826,1.1796,2.6137002,5.5924,4.2586,3.7571003,0.64220005,1.3958001,2.3207002,3.9699001,6.3900003,5.3321004,1.1143001,0.59000003,3.0391002,0.92880005,2.0886002,2.0107,1.0841,3.2639,5.7472005,5.3494,2.1995,2.3930001,3.8941002,3.1349,3.5354002,1.84,7.0176005,1.6293001,0.45830002,,1.0204,3.3805,0.855,3.4093003,1.3110001,3.8856003,2.0801003,2.9667,2.0757,1.1571001,0.47090003,0.2745,2.3136003,4.609,1.7736001,0.54340005,2.3578002,2.453,1.8673002,4.0,,,0.56,2.0,5.7991004,3.5267,1.0814,5.2000003,,,,3.2581003,,2.519,,0.87520003,1.1550001,3.1092,1.9545001,1.0704001,1.2242,2.9969,3.0031002,2.0052001,,5.1153,,3.2898002,3.5131001,4.083,0.15010001,1.8995001,0.86010003,0.51110005,1.1709001,2.1345,,2.5556002,2.5979,0.91240007,3.1267002,1.7578001,1.1138,1.9286001,1.3767,5.4897003
2002,1.4619001,4.75,,2.1927001,1.7746,2.2333002,4.2866,2.2800002,7.5485005,0.7411,3.1159,2.5406003,2.49,0.70570004,1.6595001,1.0937,2.2346003,6.3124003,4.4213,3.6329,0.6427,1.6657001,2.4272,3.6727002,5.5462003,4.998,1.0367,0.46310002,3.0538,0.24080001,2.6962001,1.9190001,1.4409001,3.3270001,6.6876006,5.5658,1.498,2.4963002,2.5961003,3.3758001,2.8232,2.16,5.4705005,1.8467001,0.79440004,,1.5431,3.4721003,1.0252,3.3680003,1.2718002,3.1286004,2.3477,2.6808002,2.0756001,1.4870001,0.47840002,0.27210003,2.3866003,5.4067006,1.9167,0.8335,1.9598001,2.6091,2.6541002,3.9233003,,,0.6851,2.0,5.5374002,3.2829,1.1107,5.6453,,,,2.6843002,,2.5583003,,0.9024001,1.2844001,3.2072,1.7692001,1.7867,1.9990001,3.0000002,2.1108003,1.9657,,5.4151006,,3.5698001,3.8844001,4.2155004,0.7451,1.9421,1.4482,0.72730005,0.9204001,2.3069,,2.3636003,2.4957001,2.1144,2.9609,1.8213001,0.9911,2.5499,1.7624002,5.5000005
2003,0.88890004,1.871,,3.0072,1.1305001,1.0003,4.1559,2.319,6.6377006,0.7113,1.94,1.9030001,2.5498002,0.7745,2.8964,1.8796,2.7664,5.5375004,4.393,3.5599,0.64570004,1.5525001,2.3074,3.7616003,5.1072006,5.3187003,1.5619001,0.6151,2.8861003,0.19510001,2.7436001,1.9296001,1.0111,3.2057002,5.5995,5.9108,1.3268001,2.1685002,2.5961003,2.4646003,2.3774,2.006,6.5412006,1.9257001,0.8098,,1.7715001,3.2958002,0.9962001,3.1211002,1.1415,2.9838002,2.2782001,2.5842001,2.0758002,1.7971001,0.47220004,0.2698,2.9186003,5.3428,1.8597001,1.1561,0.72050005,2.9756002,1.7887,4.0741005,,,1.0614,1.9825001,6.3553,3.6185002,1.1508001,5.8648,,,,1.7745001,,2.375,,0.92480004,1.2822,2.7865002,2.0294,1.1324,1.9208001,3.0006003,1.7049001,1.9427,,6.1262007,,2.9866002,2.8815002,4.1479,0.8608,1.9881,1.4901,0.9182001,0.5263,2.3931003,,2.0714,1.4852,2.7502,3.1673002,1.4883001,0.73990005,2.8497,2.1631002,5.0
2004,0.9206,2.4667,,3.2495,2.0291002,2.3189,5.2617006,2.2016003,7.8697004,0.731,3.5900002,2.9968002,3.2725,0.79890007,2.7941003,1.2624,3.2694001,6.8822007,4.8285003,4.1022005,0.64790004,1.5111,1.7279001,4.9693003,6.5638003,5.1486006,1.3235,0.6427,2.743,0.3248,3.3472002,2.3066,1.0962,3.2431002,6.7657003,5.7587004,1.6522,2.4886003,2.2715,3.5181003,4.2688,1.9750001,7.2216005,1.8374001,0.84120005,,1.4499002,3.7937002,0.72330004,3.3177001,0.84510005,2.732,2.2791002,2.9781003,2.0751002,1.8904002,0.462,0.2688,2.9395,5.9409003,2.227,1.1877,2.1464,2.8591003,3.3472002,3.9923003,,,0.61020005,,5.9917006,4.2308,1.1166,4.6612005,2.9482,,,3.6847,,2.7236001,,0.9606,1.2379001,3.5218003,2.0,1.6509001,1.4407,3.0010002,3.4126003,1.7870001,,6.7682004,,4.1259003,3.8977,4.2588,0.40850002,2.0808,1.4610001,0.9231,0.70540005,2.5093002,,2.1333,2.4552,2.9758003,3.7429001,1.4165001,0.7084001,2.2236001,2.5544,4.8649
2005,1.4042001,2.7297,,2.9891002,1.6921,1.6660001,4.5876,2.2077,7.5478,0.91760004,2.4870002,2.641,3.0704,0.8036,2.2576003,1.3385,3.2134001,6.1344004,4.7636003,4.1452003,0.65040004,1.6158001,1.1479001,4.2095003,5.9656005,5.3853,1.5085001,0.5653,2.7013001,1.051,1.4657,2.5437,1.1570001,3.5402002,6.4362006,5.8582006,1.3927001,2.5405002,1.9470001,3.2286003,3.7569,1.9580001,6.2311006,1.7217001,0.7091,,1.6396,3.7946002,0.8794001,3.3443003,1.0530001,3.2234,2.0972002,3.2984002,2.0759,2.0,0.49,0.26790002,2.7141001,5.3183002,2.46,0.50560004,1.7847,2.4851003,2.7193003,4.0,,,0.6061,,6.0692005,3.6087,1.1102,6.0617003,2.9479,,,2.9618,,2.4609,,0.9829001,1.2811,3.2172,2.4667,0.7651,2.0291002,3.0018003,2.2881002,1.8000001,,6.3435,,3.6197002,3.9634001,4.2077003,0.57820004,2.0317001,1.5102,1.0,0.98980004,2.6168,,2.25,2.0631,3.1024,3.4873002,1.5647,0.61390007,2.5,3.3971002,5.3750005
2006,1.5424001,2.7586002,,3.7574,1.0015,2.1521,4.4276004,2.2218,7.4957004,0.7843,2.9417,2.8978002,2.6905,0.81220007,2.4695,1.3362,2.9703002,6.1931005,4.7041,3.7627,0.65290004,1.4294001,1.1934,3.5932002,5.9086003,4.8156004,1.5215001,0.62700003,1.6967,1.1570001,2.5447001,2.1308002,1.4127,3.4997,6.2379003,5.9467006,1.1679001,2.4131002,1.9470001,3.6387,3.6744,1.9378002,6.8078003,1.8859001,0.89570004,,1.1334001,3.877,0.5118,3.2367,1.1685001,3.3785002,1.9736,2.6173003,2.0773,2.0,0.49,0.2538,1.94,5.2629004,1.9909002,1.1583002,1.8399001,2.7559001,2.8206003,4.0,,2.286,3.6293,,6.0216002,3.5270002,1.0594001,5.8843,2.8566003,,,,,2.5546002,,0.97330004,1.2783002,2.5898001,2.4063,2.3903003,1.2761,3.0000002,2.3679001,1.8811,,6.2000003,2.9474,3.4781003,3.6155002,3.6184,0.92,2.0539,1.6105001,1.2,0.8216,2.6228,,2.2878,2.1659,3.3890002,3.2846003,1.3127,0.75020003,2.6286001,3.3600001,5.4
2007,1.5678002,2.5,7.9508004,3.5417001,2.4941003,1.0179001,4.1948,2.3299,7.7051005,0.81270003,2.2465,2.9345002,2.8472002,0.77840006,2.3488002,1.2981,2.7527,6.0360003,4.7408,3.6049001,0.65470004,1.5785,1.5288001,3.7968001,5.4173,4.9156003,1.2218001,0.63780004,1.7325001,0.8886,3.7001002,2.6655002,1.3021001,3.7210002,5.577,5.6559,1.4981,2.3037,2.3797,3.8181002,3.1661003,2.0582001,6.7134004,1.8906001,0.68390006,,1.125,3.5548003,0.46370003,3.5891004,1.3283001,3.0000002,1.8121,3.1430001,2.0747,2.1016002,0.49,0.2511,2.6578002,4.8380003,2.4123,0.38250002,0.94920003,2.2807,2.2324,4.0,,1.2039001,1.3775,,5.7778,3.4498003,1.0644001,6.9079003,2.9190001,,,,,2.3875,,0.98620003,1.2406,3.2523003,2.4194,1.9940001,1.3460001,3.0000002,1.5689001,1.8590001,,6.2222004,2.7599,3.1421003,3.6641002,4.4843,0.57570004,2.0761,1.6794001,1.3000001,1.2245001,2.2042,,2.0976002,1.4629,2.2446003,3.2279,2.0264,0.80840003,3.0330002,4.2322006,5.3333
2008,1.411,2.5714,7.9545,2.95,2.2455,1.4607,5.2079,2.5080001,6.0001006,0.87600005,3.9433002,3.4248002,3.6104,0.7791,2.9887002,1.5613002,3.3639,6.0787005,4.6486,3.5569,0.65790004,1.9478002,0.11400001,4.6515,6.1004,4.7344003,0.9082,0.5475,1.9526001,0.22410002,3.2524002,2.5575001,1.3518001,3.6355002,6.7644,5.9535003,1.6488001,2.743,1.6225001,4.2588,4.4517,1.9914001,6.9129004,1.4460001,0.94040006,,0.86480004,3.7468002,0.3799,3.8341002,1.0467,3.0386002,1.5799001,3.1625001,2.0767,2.0,0.49,0.25050002,2.9185002,5.4231005,2.3407001,0.6204001,2.719,2.5137,3.4377,4.0,,2.9038002,1.0450001,,6.1793003,4.2969003,1.0757,6.0611005,2.9167001,,,,,2.7857,,0.95940006,1.2658001,2.9998002,2.4074001,2.3170002,0.9056,3.0000002,3.1275,2.4572,,6.1075,3.7238002,4.1836004,3.9933002,4.1853,0.1822,2.0983002,0.88850003,1.1,0.98450005,2.1679,,2.0,3.0264,3.1524,3.4072,1.4411,0.71540004,2.8134,4.822,5.3901005
2009,1.8202001,2.6471002,7.9870005,2.6974,2.1822,1.5945001,4.6005,2.3941002,8.3906,0.8597,3.3218002,3.4365,3.5174,0.851,2.5984,1.2106,3.2613,6.4116006,3.9661002,3.7011003,0.661,2.4121003,1.7863002,4.4040003,6.5436006,5.7231,1.7616,0.60770005,1.5626,1.1447,2.4121003,2.6795,1.4617,3.8644001,6.8363,5.8338003,1.1437,2.6696002,0.9735001,4.0885,3.3160002,2.3935,6.3394003,1.506,1.2843001,,0.80740005,3.4198003,0.54580003,3.0897,1.4735,3.0778003,2.3436003,3.0571003,2.0758002,2.0625,0.505,0.2529,3.0937002,5.8049,2.5373,1.7269001,1.7146001,2.1704,3.0104,4.0385003,,2.7944,1.263,,6.9648004,3.4693003,0.8996,5.6042004,2.9143002,,,,,2.7644,,0.9477001,1.3606,3.4433002,2.1284,1.7817,0.8909001,3.0041003,2.2957,2.3156002,,5.8880005,3.1719,3.4494,3.5240002,4.6459002,0.65540004,2.1205,1.7564001,1.6,1.5773001,2.4519,,1.6222,2.3697,3.3013003,3.9150002,1.4395001,0.7189001,2.8892,5.4089003,5.4161005
2010,2.0613,2.92,8.029201,3.9710002,1.9453001,1.7787,4.6063,1.9397,9.1457,0.85300004,3.3966002,2.6927001,2.891,0.85840005,3.3115,1.3454001,3.1858003,6.0145,5.7773,3.4023001,0.66670007,1.8404001,1.9073001,4.0739,6.2918,5.1831,1.4762,0.7103,1.3346001,1.1552,2.8259,2.4315002,1.5034001,3.2108002,6.3852005,5.7025003,1.1311,2.5759,1.4927,3.2815,3.3576002,2.1717,6.9971004,2.0782,1.1306,,0.8277001,3.6223001,0.5466,2.7411003,0.9850001,2.5562,1.8894001,2.1077,2.0757,2.0693002,0.54690003,0.3204,2.3727,5.2055,2.2749,1.337,1.6306001,2.5119,2.9511003,4.1146,,2.7938,0.9038,2.4947,6.1299,3.7023003,1.0371001,5.8903003,4.0888004,,,,,2.5944,,0.84900004,1.4038001,3.4997,2.6230001,1.514,2.0242,3.0042,2.5682,1.6904001,,6.9277005,2.9022,2.7171001,4.2776003,3.9713001,0.4453,2.1427,1.6767,1.697,1.2826,2.4114,,2.0122,1.9655001,3.0113,3.9339,1.9135001,0.8349001,2.3467,6.0296006,5.4443
2011,1.6100001,3.0634,,3.6439002,2.6259,2.1719,5.6064,2.3448002,7.6952004,0.8848,3.9500003,3.1654,2.9531002,0.8746,3.4439,1.9569001,3.2861001,6.4713,6.0782003,3.1998003,0.6691,1.7158002,1.8319001,4.8653,5.4651003,5.3912005,1.4760001,0.85760003,1.8112,1.4444001,3.0685,2.4937,1.5223001,3.5053003,5.6809,5.6639004,1.9057001,2.6327,1.5684001,4.0143003,3.7854002,2.3574,7.8184004,1.5957,1.1414001,,0.9466,3.5208,1.0536001,2.8536003,1.7112,3.4641004,1.9167,2.5993001,4.3787003,2.1348002,0.50960004,0.32070002,3.0067,4.8434,2.4682,1.144,1.8848002,2.2325,3.1514,4.1701,,2.5995002,1.0086,2.5712001,6.0452003,3.3425002,1.0625,5.6724,3.0413003,,,,,2.7337,,0.92350006,1.3590001,3.2671003,2.0370002,1.263,1.3904,3.0056002,3.1727002,2.2028,,6.8352003,3.5969,3.8680003,4.5423,4.3625,0.5158,2.1649,1.0422,1.5000001,1.2142,2.6612,,0.91880006,2.4694,3.1252,3.716,1.2815001,0.67440003,3.8927002,7.3604,5.4601
2012,1.8000001,2.8000002,,3.0440001,2.6118002,2.2109,4.3995004,2.4739,7.8235,0.88640004,3.4578001,3.1945002,3.4427001,0.9764001,2.5793002,1.7781,2.8981001,6.4715004,5.1249003,3.3187,0.6786,2.0399,2.3231,4.2279,6.1934004,5.6106005,1.5446,0.54760003,1.315,1.5556,2.2133002,3.1312,1.5972,3.5040002,6.7386003,5.511,1.5802001,2.6291003,1.6117,4.1434,3.6166003,2.5194001,6.5389004,1.7044001,1.5829,,3.0189002,3.8201003,0.8819001,2.8543003,0.91230005,4.3949003,1.4476,2.6989,6.2240005,2.1842,0.5116,0.33200002,3.4142,5.3380003,2.8806002,0.6346,1.291,3.1431003,2.2014,4.1153,,2.3019,1.4094001,2.6466002,6.8996005,3.6618001,1.2454001,6.6784,3.1250002,,,,,2.6456003,,0.91,1.4188001,3.6018002,1.45,1.1531,1.8022001,3.0000002,2.3299,1.8259001,,6.6766005,3.4450002,3.1791003,4.7157006,4.6117005,0.6427,2.187,1.4050001,1.4466001,1.2369001,2.5831003,,1.6154001,2.1064,1.8755001,3.5986004,1.6579001,0.8108,3.5084,7.1415005,5.4759
2013,1.8489001,2.788,,3.9102,2.9306002,2.0502,5.1486006,2.4257,8.325201,0.8966,3.6910002,3.4261003,2.9352,0.79550004,3.7441003,1.7849001,3.8259,5.7688003,6.0302005,3.6498003,0.6786,2.1416001,1.5300001,4.5668,6.5866003,5.7303,1.6694001,0.8036,1.6703001,1.4444001,3.5934,3.3133001,1.7022,3.8515003,6.3079004,5.8467007,1.2774001,2.7798002,1.6388001,3.7426002,4.0534,2.5180001,7.5789003,1.7199001,1.2331,,2.8584,3.6901002,1.0660001,3.0774,1.3824,3.3481002,2.1066003,2.3534,6.2242007,2.2348,0.485,0.39940003,3.2762,5.5175004,2.7559001,1.3841001,2.1115,2.0021,2.9936001,4.1356,,2.9193,1.3631,2.7197,7.0282006,3.233,1.1414001,6.7910004,3.2077,,,,,2.8730001,,0.9207001,1.4568001,3.5776002,1.5150001,1.7924001,1.7651,3.005,3.1181002,1.9209001,,7.5013003,3.9960003,3.6771002,4.0027003,5.0041003,0.7213,2.2092001,1.6942,1.4531001,0.6233,2.907,,1.6642001,2.3388002,2.0131001,3.8358002,1.4955001,0.777,3.2895002,7.5417004,5.4917006
2014,1.5213001,2.7007,,3.2642002,3.0016003,2.4054,5.7994003,2.0302,8.473901,1.0726,3.9695003,2.6631002,3.6426003,0.79640007,2.812,1.7709001,3.2839,7.4984,5.2529,3.8652,0.67800003,2.2443001,0.14360002,5.6118,7.3475003,5.8696003,1.1863002,0.9236,1.6905,1.4444001,2.5010002,3.6415002,1.7673001,3.7327,6.6475005,6.3991003,1.335,2.8323002,2.1634,3.8040001,4.4238,2.7171001,8.026,1.7252,1.1152,,2.4683,3.6374002,1.0192001,2.8189,1.2632,3.0374,1.2683,2.8952,6.2580004,2.3571002,0.49650002,0.3501,3.8146002,5.5262003,3.5431004,1.0334,2.2855,2.6965,3.7188003,4.122,,2.7052002,1.2421,2.8039,7.1316004,4.169,1.2361001,6.8380003,3.2594001,,,,,2.9099,,0.93890005,1.5005001,4.0516005,1.5000001,2.2088,1.7651,3.0043,3.3438003,2.2710001,,5.8890004,3.5603,4.8684,4.8534,4.7835,0.49170002,2.2301002,1.5427,1.4205,1.4359001,2.3171003,,1.6601001,3.0122,3.5104,3.9115002,1.514,0.75790006,3.5477002,7.4716005,5.466
2015,1.4291,2.8000002,,3.2642002,2.7433002,2.1202002,5.5376005,2.8712,8.9821005,0.88220006,3.9661002,3.1395001,3.6993003,0.92980003,2.1559,1.7643001,3.5100002,6.9084,5.6276,4.1827,0.679,1.9964001,2.5377002,5.4418,7.1710005,6.1080003,1.2844001,0.86670005,3.8524,1.4444001,2.5800002,4.2359,1.8122001,3.4743001,7.1237006,6.6939,1.7629001,2.7817001,2.1634,4.4268003,4.7586,2.2815,8.575901,1.8164,1.8808001,3.1868002,2.5114,3.9323003,1.0303001,2.8858001,1.3131,3.6793003,2.1284,2.2213001,4.1605,2.6895,0.5064,0.35420004,4.0094,5.7542005,3.8781004,1.6984001,2.1205,2.3358002,2.4703002,4.1799,,2.5730002,0.3815,2.8571002,6.9860005,4.1422005,1.3316001,6.8129,2.6224,,,,,3.0249,,0.9261,1.5577,3.5277002,1.5714,2.0974,2.2754,3.8116002,3.4708002,2.1315,,6.8350005,3.7736003,4.7762003,4.6332006,5.2451005,1.4414,2.262,1.7913002,1.3048002,0.7099001,2.8832002,,2.176,2.9546003,2.4442,3.7083,1.6306001,0.7106,3.5421002,7.7947006,5.4756002
2016,1.3770001,2.8995001,,3.9608002,2.7633002,2.1892002,6.1221004,2.6157,6.2371006,0.89040005,4.3161,3.0156002,2.7787,0.83080006,4.1699,1.7152001,3.9014,5.5253,5.9066005,3.7499,0.67850006,2.3861003,0.2,5.6651006,6.6857004,5.5872006,0.74410003,1.4673002,3.9668002,1.4444001,3.5800002,2.6406002,1.8964001,3.6263003,5.4440002,5.9314003,2.0433002,2.8795002,2.1634,4.6592,5.0919003,2.4407,7.8219004,2.1165001,1.9211,3.2126002,2.2358003,4.0114,1.2545,2.7752001,1.7060001,3.5917,2.2494,2.0172,4.1519003,3.1653001,0.5079,0.3543,3.1598003,4.9275002,3.0000002,0.5133,3.0903,2.9670002,3.5071003,4.1575003,,2.7670002,0.9383,2.9184,6.8616004,4.6148,1.1565001,7.0182004,2.7970002,,,,,3.0307002,,0.91670007,1.5864002,3.7594001,1.2,2.2605002,2.2566001,2.9996002,3.7786002,2.209,,6.676,4.321,5.0848002,4.7776003,4.8032002,0.76710004,2.2910001,1.8292,1.1471,1.0739001,2.4815001,,1.9242,3.3001003,3.8274,4.1931005,1.6248001,0.6631,4.0025,7.2000003,5.4633
2017,1.3933,2.9478002,,4.2991004,1.6121,2.7939,5.63,2.4869,8.416401,0.8723,4.6371,3.6306002,3.1429,0.8575,2.4903002,1.4476,3.7338002,7.2878003,7.0342007,3.2886002,0.68050003,1.8634001,1.7122,5.2250004,6.9302006,5.9998,0.74410003,1.2055,4.0206003,1.4444001,2.2275002,4.1535,1.9328002,4.0751004,6.3452005,6.0909004,1.9864001,2.9117,2.1634,4.8272004,5.2834,2.6628,8.357,2.0185,1.5338001,3.5238001,2.6190002,3.9289,1.2489,3.0098002,1.5977,3.6667001,2.2024,2.5726001,4.1537004,2.4668002,0.5084,0.35670003,3.6693003,5.3,3.4267,1.2323002,3.0889,2.8418002,2.1377,4.1653,,2.7177,0.6456,2.9769,6.8747005,4.2571,1.1147,7.0912004,2.7970002,,,,,3.1252,,0.9531,1.5245001,3.9768002,1.2038001,2.3819,2.1006002,3.0051003,4.1903,2.6286001,,6.7000003,3.6073003,4.5316005,4.8077006,5.2850003,0.83830005,2.3167,1.8949001,1.2092,0.8787001,2.9359,,2.0122,3.3120003,3.5684001,3.9283001,1.3491,0.6623,3.3596003,7.6159,5.4607005
