Date,ABW,AFG,AGO,AIA,ALB,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,ECU,EGY,ERI,ESP,EST,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_KOS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,9.23054,,1.2486844,0.0,2.8623362,3.5572317,3.7911916,1.6808606,18.114782,11.962843,4.6841884,3.1884604,16.95186,2.0677412,2.5192287,0.7399492,9.677853,1.0005869,0.0,,7.575148,3.419355,7.7087507,5.726578,8.849485,20.228542,5.72644,,2.0454013,17.658909,11.964674,4.154037,2.6252778,2.7704065,3.0395222,0.19472392,1.8426,1.0486705,5.547193,2.7837396,5.9730935,9.239264,7.369015,10.964397,4.494155,6.1247554,28.882433,2.4912345,1.4570884,5.621814,8.031167,9.283771,7.713383,19.722666,7.082153,10.845707,8.454936,,12.913582,3.024304,2.25504,2.9013634,1.5908915,1.1268741,,9.040734,3.6987178,,5.86807,,2.7256362,5.4691987,0.90036803,9.362165,8.170568,3.1172318,13.411641,,14.300846,13.4409485,13.444252,10.146503,2.6021662,8.852858,8.269548,3.9227335,2.1099176,0.9124711,,5.206684,6.024248,0.14691903,2.1511152,1.9450281,,1.6658428,5.4181237,7.5782495,1.7844075,7.973111,8.319437,13.512508,6.9956756,1.7114646,6.006808,3.3037627,1.6371758,0.4971907,4.13148,10.347826,5.463993,1.3550329,8.276041,0.96249616,4.3444977,5.1304593,1.200483,2.6342404,2.224075,2.5999029,7.511181,9.574507,1.3164269,6.219632,1.765082,9.569763,18.83129,1.4998934,20.162748,0.4883748,,2.3340633,3.9529676,2.8877552,5.480243,3.6912751,10.222531,6.739738,9.103838,1.5497239,,0.13671994,6.698404,7.3331485,2.2261775,0.30956224,,2.8982048,7.4544773,,2.0214586,3.125838,,,,2.7270515,6.238839,6.88988,6.7909408,21.374443,5.5026946,6.95417,9.968536,,1.6022669,4.643577,1.8428334,2.6804123,,3.1626506,11.579753,5.260144,6.9329977,,2.0715892,1.4261688,8.253548,3.3980567,14.182734,6.0352235,6.190303,5.882232,4.2796006,,4.246738,,11.978031,,
2001,8.918999,,2.1983674,0.0,3.287254,3.5680976,2.7128687,2.2119389,16.807404,13.618266,3.9879608,3.915034,17.132616,2.3932936,2.0451427,0.90719795,9.739094,1.285094,0.0,,7.392455,3.3098452,7.404722,6.014945,10.142413,19.811152,5.8248777,,2.3056958,16.29491,11.233473,4.4527836,3.5420403,2.3957214,3.678493,0.7318794,2.254284,0.64306796,5.849291,3.10348,6.3240156,9.354471,7.7467775,10.112311,4.5017214,5.974146,27.830847,3.347132,2.418097,5.630177,7.9635534,9.229479,7.1781883,17.605165,6.201759,10.959882,7.634855,,12.687775,2.9500072,2.423485,3.2960265,1.4962482,0.90537566,6.4601274,7.858989,4.0825624,2.6710541,5.935579,,2.9869275,5.1076703,0.7539782,9.652128,,2.9204805,12.319257,,14.745725,13.260622,13.696568,9.39908,2.9738243,8.455802,9.382912,3.828503,2.7178106,0.8443559,,4.6645107,5.5975957,0.14023934,2.099367,2.3919423,,1.7885644,5.606354,8.755826,2.0114417,8.6781435,7.731523,13.5695095,7.3449206,1.6762707,5.8910666,3.6636574,1.8182871,0.53349626,4.3120775,10.983606,4.0623155,1.5904241,8.892838,0.80969703,4.8831778,4.634027,1.3590409,2.5092978,2.1369607,2.8974936,10.96285,10.676805,1.0800979,6.686581,1.8003101,9.663382,18.93485,1.6913844,19.442596,0.4450691,,2.3977888,3.5721033,3.024614,5.551562,3.7477987,9.827417,6.016259,8.653524,1.3151331,,2.078754,5.8654413,8.120269,2.7440522,0.27515694,,2.5890017,7.688052,,2.4788833,2.9886835,,,,3.6325603,8.512982,6.949319,6.9743423,18.286003,5.115152,6.260631,12.788372,,1.5226718,4.743984,1.875,2.292795,,2.8248587,13.098905,5.5786576,7.317278,,1.7554622,1.6305435,8.731091,,13.170842,6.120632,5.6770034,4.537084,4.5655375,,4.155983,,12.634516,,
2002,8.582005,,1.8786117,0.0,3.4224741,2.722209,2.5395017,2.7921782,17.141973,12.525025,4.238826,3.8274024,17.026842,2.4914978,2.0840666,0.9339435,8.664164,1.1311339,0.0,,6.21818,3.2014194,6.8293285,6.445304,9.647513,19.052958,5.5422773,,2.511099,14.956862,11.755508,4.450847,3.8903232,2.3706532,3.6974645,0.9244066,1.9229769,1.3060575,6.9165993,3.1112852,5.9138746,9.321378,8.23812,9.665851,4.6639547,4.495,27.62148,3.1217327,2.3498688,4.925402,6.306169,9.713669,7.4789724,17.541048,7.39748,10.164256,7.7272725,,11.969551,,2.478767,3.0236073,1.6937447,0.7001084,11.435563,8.031737,2.979438,3.1577523,6.4217305,5.538101,2.938831,5.5683756,0.73796755,9.839549,,3.263105,11.742478,,14.604761,11.634004,12.860421,9.65647,2.7752476,7.4803433,8.52691,3.9299881,2.9177227,0.7270326,,6.7689524,5.429336,0.1553197,1.8482809,2.5587037,,1.8848245,4.716433,8.06109,1.9436975,8.8938055,7.3928537,13.808528,7.3993816,1.4748037,5.838969,3.9679022,1.6057396,0.48014337,4.3916435,9.924242,3.9214017,1.6635222,9.58357,0.8678916,5.2419953,4.6691303,1.5741705,2.6506524,2.2761564,2.5058553,10.626379,12.437003,1.2429165,3.645621,2.1624622,9.670409,18.48358,1.5397093,20.382532,0.616755,,2.6209803,3.420933,3.140349,5.2062507,3.6202455,8.725932,6.14838,8.487885,1.4213908,,0.25435168,5.3625093,7.084925,3.1596541,0.28128484,,2.8659992,6.560731,3.130881,2.3427503,3.7223625,8.251429,,,4.5076995,6.588609,6.5384808,7.2755656,16.372055,5.0813603,6.622187,10.327643,,1.5027462,4.8413587,1.7937219,2.4916618,,3.919598,10.991376,5.961276,5.9081006,,1.8007454,1.8753595,9.309563,,10.947911,5.837689,6.6712985,3.00328,4.6450095,,3.8446214,,12.094403,6.759907,
2003,9.289423,0.16595276,2.084368,0.0,3.3206048,3.8474302,2.117854,2.7119377,17.50387,12.354413,4.60333,3.814538,16.530418,2.2987273,2.2177813,0.9260428,6.202705,0.98222864,0.0,,6.0795174,3.4327042,,6.2237787,9.421016,25.934118,4.761814,12.0560465,2.0125532,14.720307,11.372685,4.2818694,3.4707358,2.03951,2.9790592,0.70337844,2.0710676,,5.909517,3.3853877,6.085312,7.6652393,8.668546,9.532459,4.822317,4.8367853,27.934994,3.2428281,2.3886597,4.7477055,,9.232224,8.021614,16.380339,5.805299,9.821508,7.3061223,,11.3677225,,2.6709669,2.2050798,1.750981,0.90549463,6.540474,7.3141446,2.975564,3.0559564,6.2189393,6.325532,3.0938678,5.506805,0.8214957,9.180325,,3.6935387,12.105266,,15.345379,10.879653,12.366885,11.014883,2.6058948,7.401832,9.648785,4.3143415,2.8388498,0.7564001,,6.077664,6.1378074,0.18235376,1.526363,2.6662118,,0.20175236,4.2781906,7.651198,1.8273326,10.616809,7.8543663,13.660735,6.9781237,1.1804904,6.1147733,4.3491797,1.6182497,0.34306082,4.4190774,11.755725,4.0094085,2.3045874,10.032518,1.2024331,5.205111,5.336039,2.158643,2.2242405,2.3369765,2.7588933,9.431369,9.616202,1.6872486,5.199834,3.045033,8.923773,18.235212,1.2254047,20.613276,0.6466877,,2.441476,3.1275601,3.8868406,5.1994452,4.0812902,9.131813,5.891977,7.560809,1.2625794,,1.2325515,5.845413,6.9246254,3.0053432,0.24713416,0.9383859,2.9793751,5.7507143,3.6318972,2.2446263,3.7609484,7.620041,,,3.4460647,6.535468,6.571003,7.4415493,16.997839,5.9961324,7.2579374,11.478239,,1.830756,5.2649665,1.5762925,2.6116838,,3.4909909,14.548805,5.963478,5.916898,,1.8778975,2.0417905,10.390966,,10.478182,5.3356023,5.600291,3.4331212,6.4706635,,3.7488458,2.962129,,6.986467,
2004,7.9757185,0.4116468,2.1549413,0.0,3.700912,4.8565335,2.7476788,1.6512283,18.176815,12.1348095,5.2168818,3.5434525,16.521696,2.4010184,2.2092943,0.95402205,5.525361,1.1063915,0.0,,6.7758937,3.5916157,,6.1141596,8.658731,24.167402,4.806122,11.09098,2.2544396,15.111351,11.395018,4.348805,3.6751125,2.0581198,2.7410622,0.8745829,2.0793002,1.459768,5.940451,3.2814953,6.028846,6.279137,8.623473,9.291675,5.1436653,4.4004946,28.547007,2.6040888,2.537541,5.346074,,9.608267,7.8686714,16.0836,6.5353518,9.937213,8.5,,11.919213,4.260396,2.926295,2.5662532,1.9593855,0.92442995,6.0580735,7.2479463,2.6587145,2.8907087,6.4647813,7.258747,3.64694,5.461452,0.91000736,8.68986,,4.0723453,12.546111,,15.42995,10.657805,12.337441,11.216892,2.6109514,7.923158,9.982743,4.481641,2.7970028,,8.057554,5.87195,5.8942094,0.1712622,1.4291195,2.84626,,0.69533515,4.2181177,6.9211965,1.6726307,10.362133,8.629676,12.047721,7.336109,1.1332531,6.363759,4.920392,1.8902333,0.309495,4.0752687,10.977444,3.5970325,2.3850641,9.731883,1.4439532,5.773845,6.10294,2.053145,2.6003032,2.4390283,2.9715695,8.991636,9.349225,1.7296822,6.4015884,3.4401255,8.652789,19.657875,1.3269832,21.42395,0.5984238,,2.3515265,3.2055063,3.9404666,5.2256765,3.920482,10.986459,5.921817,7.8867426,1.5306553,,1.39286,6.2088866,7.942793,2.7286372,0.46378174,,3.1999164,5.175562,4.986559,2.401031,3.824408,6.958217,,,3.9140446,7.3001647,5.96577,7.6642103,17.871351,5.9356656,6.4644713,9.58796,,2.3078482,5.865036,1.7050991,2.5850668,,3.45339,13.42376,5.949918,5.1036615,,2.1241395,2.2437773,8.867726,,10.709736,5.0488377,5.413266,3.8779893,6.114199,,3.5648537,2.8476803,11.814034,6.834847,
2005,8.633996,0.32086417,1.9613004,0.0,3.784284,5.0130463,3.2624245,2.2338884,18.23563,11.61972,5.3741117,3.459566,15.783019,2.2811055,2.446674,0.99830216,5.03869,0.12591605,0.0,,7.2923217,4.4289427,,6.8674355,9.44943,29.00785,4.6305466,,1.9725983,15.359166,11.713886,5.76818,3.9640415,2.674042,3.1668365,0.9163786,1.7813352,,6.014404,3.3854322,5.7485447,7.3390903,8.325677,9.597082,4.9860587,4.123337,29.85551,2.729223,2.9452333,5.575748,,10.351246,6.8921804,16.066235,6.399782,10.124893,8.24,,12.656708,4.1935215,2.8805957,3.417246,2.1994355,1.2077302,7.8278675,8.149888,3.072799,2.9922485,6.906186,7.824024,3.8348382,5.663251,1.0953532,8.593321,,4.3883514,12.439851,,16.973377,11.071828,12.3238945,9.980993,3.0466065,8.756921,,4.9964743,3.4846728,,7.9591837,6.0802693,6.3305826,0.22462386,1.6069764,3.2316506,,0.621118,4.68808,7.0756063,1.8105241,9.688508,8.919232,12.924834,7.257854,1.0809313,7.136646,4.4385424,2.0850494,0.4412061,4.204235,10.802919,3.5338323,2.7215116,10.075635,1.6893681,5.7268724,5.868996,2.2686546,3.4110873,2.878007,3.2570767,,9.820585,1.5124141,7.4045873,3.6891592,9.555568,20.899101,1.3076594,23.245068,0.5786698,,2.243974,3.5320952,4.884505,5.464166,3.7091398,12.171659,6.409801,7.7585526,1.4363279,0.207997,0.26711637,5.0896945,8.872695,3.0507843,,,3.5282333,5.482717,5.121136,2.3093898,4.5087767,7.086108,,,3.6734726,7.976445,5.8797727,8.198138,19.080818,5.7361083,5.5279536,7.1220894,,2.2123976,6.458756,2.096931,2.6338458,,4.0631166,18.148886,6.6652436,5.0472646,,2.1482372,2.5256236,9.609281,,12.0591135,4.9446654,5.7349935,6.093366,6.5374675,,3.6048265,2.773881,12.56418,6.601414,
2006,8.984393,1.2611806,2.0618744,0.0,3.8343868,4.8559074,3.7948265,3.5540626,18.028904,11.590006,9.431345,3.5040843,15.623172,2.300352,2.5076354,1.1078383,5.446051,0.13768324,0.0,0.93112755,7.4764767,4.370746,14.149628,6.7384377,9.696226,26.996782,4.9023643,,2.176766,15.851295,11.79137,6.6430926,4.0141163,,3.2802417,1.174042,1.6706084,,6.3662066,3.393475,4.489902,8.788125,8.319408,10.502918,5.239808,5.025,28.412096,3.0903697,3.1957438,7.431597,,10.997557,6.9724374,15.993916,7.666101,10.494218,8.379447,,12.883596,5.12873,2.7138538,3.2354565,2.552524,,8.852618,7.4528756,2.9709988,3.2126307,7.0436063,7.587378,4.486931,6.290618,1.0926431,8.907873,,5.234095,13.297181,,17.429243,12.271076,13.327339,10.602803,3.6738994,9.45895,,5.090807,3.0808437,1.1101917,8.219178,5.678097,6.6755466,0.19681032,1.7454076,3.5126147,,0.87537056,4.4733014,7.1159406,2.3151102,9.079829,9.529747,12.3647375,7.6814475,1.2149729,7.5324855,4.9307323,2.5283206,0.45330557,4.445603,11.197183,3.912328,2.4140227,10.807681,,4.83871,,2.7314458,2.5360942,3.3067105,3.2870154,,10.877314,1.807295,6.548633,4.02244,9.817705,21.36033,1.2282306,22.77298,0.5216541,,2.3280036,4.7393103,6.796879,5.7552214,3.653403,14.973178,6.990259,8.047494,1.2680748,0.23377115,2.1376793,5.760161,9.040601,3.4961555,,,3.4280803,5.581409,5.3988776,2.1920757,5.099375,6.5919657,,,4.1540084,7.4598236,6.009551,8.61469,18.189516,6.2002335,5.29262,6.6625195,,2.2507274,6.8645616,2.092321,3.18883,,4.5826235,,6.5644755,5.0443397,,2.344095,2.5293324,9.269659,,12.804134,4.968684,5.687865,7.029711,7.8635015,,3.3122807,3.2712436,13.607641,6.441998,
2007,6.532443,1.3234614,,0.0,3.9521422,4.9305077,3.8844397,2.833211,18.204426,12.084937,10.740101,3.6463242,15.381541,2.4220247,2.7248535,1.3092178,6.1070166,0.12692778,0.0,1.3885118,7.4106283,5.3093457,12.797911,7.096892,10.015678,30.19606,4.7960434,9.776476,1.7120864,15.922205,11.845788,7.991174,4.423239,,3.6853614,1.4769022,1.9497409,,6.276258,3.8271275,5.8059278,11.474989,8.492499,10.94581,4.780505,4.6871705,27.998138,3.7871175,3.4065068,7.4744077,,12.094494,7.296506,16.227976,7.3737373,10.195893,7.6653695,,13.023465,6.190258,2.9534233,,2.7771668,,6.7775064,7.444134,3.6539595,3.2191694,6.5249276,8.025959,5.0715895,6.808551,1.2245437,9.86481,,6.253527,12.870747,,17.403503,12.105461,14.026033,11.057008,3.8873615,9.859726,,5.318538,3.0571256,1.3705975,7.421384,5.565463,7.5448623,0.25168043,2.5631113,3.4948165,,1.6018254,5.0506163,7.7868705,2.5313704,9.709881,9.048313,12.364845,8.177986,2.1071222,8.384164,5.2391915,2.4252589,0.70666945,4.8165417,11.554054,3.9690096,3.6578233,11.945579,,5.4295278,,3.4659863,2.9273849,2.941306,,,10.927854,2.049064,5.243158,4.195687,10.088182,20.102755,1.6533086,21.998701,1.0074848,,3.103395,4.666299,7.5506816,5.9306417,3.5295918,15.867015,7.8984733,8.858718,1.3670621,0.3599682,3.2318478,6.221837,9.616143,3.866604,,0.7718818,3.3125787,5.4778547,6.257901,1.9466382,5.673054,6.6093354,,5.7641644,4.1087413,,6.086234,8.670175,17.479633,6.100458,5.2046366,6.7716956,,2.476723,6.7745996,2.3865414,3.0747316,,4.414716,,7.1579747,5.429384,,2.6292691,2.5894356,9.802133,,12.886366,4.9755135,5.374845,7.594986,,,4.7262506,3.342125,14.150293,6.81087,
2008,6.95618,1.6647189,,0.0,4.1816697,4.7599096,3.9224174,2.9831846,16.082169,12.670319,8.695219,3.4011133,15.710776,2.4438875,2.4917798,1.549432,5.6361346,0.18102825,0.0,1.1212354,8.307052,5.687507,13.000647,7.5518126,9.376955,32.187416,5.0074124,11.000846,1.2479447,15.427256,12.250302,6.8954678,4.713137,,3.5992513,1.9177738,2.0742457,,6.3296604,4.252117,5.7272024,10.688059,7.546191,11.349858,,4.244139,27.28051,3.5226977,3.8308504,7.1218367,,9.773682,7.68498,15.990528,7.2180204,10.260292,7.9467683,,12.564598,9.62929,3.0370216,,3.2459102,,7.3178673,7.348259,4.2403,3.1868143,,8.510455,5.016253,6.6311355,1.2738203,10.15708,,5.6746464,11.835666,,16.573427,10.322699,14.233581,11.5259,3.7524877,8.876544,,5.8147907,3.6751564,1.5580201,8.035714,6.5061407,7.3068457,0.27511358,3.1857548,3.5633938,,2.6296937,5.9187565,8.343478,2.4251578,10.542498,9.203464,12.594304,8.91047,1.7428246,10.362914,3.4917834,2.9143274,0.828146,5.092624,11.052631,4.16978,3.4001029,11.557428,,6.574283,11.516926,3.8381243,,3.665011,,,11.5098915,2.5047402,,4.2538266,9.798856,20.76474,1.7873302,19.859062,0.88450074,,3.136908,4.480434,7.2608914,5.9905105,3.5001824,13.813786,7.974122,8.975972,1.4647881,0.28777885,3.5685537,6.1365786,9.464828,4.3456063,,0.62651277,3.498526,7.02959,8.159498,2.3023756,5.836993,6.6832004,,6.0326943,3.958609,,6.398233,8.2255945,15.99509,6.540804,5.515223,,,2.131954,7.342178,2.5725482,4.276162,,4.0916033,,7.952877,5.4784045,7.105263,2.9605877,2.38456,9.823655,4.873833,11.828362,,5.5809774,5.8489475,,,4.4704027,2.8832784,14.68366,6.972827,
2009,7.438197,2.6086311,,0.0,4.060979,4.5584927,4.520729,2.9464414,14.577043,11.380319,5.367676,3.8849416,14.493308,2.3116364,2.4385493,1.5904652,4.8817015,0.12962319,0.0,2.2122343,6.759327,6.3479915,12.997116,7.032662,9.145588,20.690252,5.8009686,10.940759,1.4192082,15.454565,12.238941,4.718452,4.4578295,,3.979074,2.0224109,2.6128645,,5.9323363,3.9000027,5.140142,9.195759,6.8113523,10.486726,,4.1483727,27.691004,3.1178825,4.0222425,7.323552,,8.823059,7.393646,14.58346,7.448208,8.630247,8.035714,,11.899162,8.850792,3.4250293,,2.5208344,,,7.5862947,4.189797,3.1310446,,7.322969,4.536048,6.639322,1.1549696,9.45364,,5.6667123,11.277932,,14.749839,8.736614,13.662438,11.6842985,4.389278,7.625642,,5.92722,5.0993176,1.7271932,7.7647057,7.1474094,6.4644814,0.40005246,3.1538868,3.4463975,,4.066854,6.098938,8.195618,2.4397562,11.696382,5.8979254,12.781128,6.8535633,1.5982535,8.641156,3.1567101,2.4773135,0.8184544,4.8668394,7.4666667,3.1595044,3.6705666,12.129025,,5.8817635,7.889981,4.1846366,,5.1730227,4.1922054,,10.817933,3.306422,,4.6316023,9.840728,18.810745,2.133909,17.646906,1.7357659,3.628809,3.062364,4.6335363,5.914385,5.188917,3.610849,10.4520035,6.769337,8.311121,1.9756279,0.3123893,6.720514,5.664916,7.0931234,4.1954155,0.47230873,0.69142795,3.6226435,6.083323,9.109312,2.2026184,5.665265,6.6214123,,5.3960605,4.7402973,,5.5017786,7.5085287,15.470218,6.758463,6.9443326,,,2.4769335,6.609564,2.5796442,,,6.1809816,,7.6384883,5.6111155,7.7777777,3.211396,2.2318802,8.499665,4.810374,9.22579,,5.7207623,5.509444,,,4.281069,3.9430375,12.84952,6.55867,
2010,8.082878,2.5634131,,0.0,3.789956,4.7196207,4.3856854,2.9722025,14.819332,11.497734,4.756859,4.389362,14.6811695,2.2222447,2.6999466,1.6992884,4.548348,0.0,0.0,2.84721,6.9352393,6.9060974,12.302141,6.6584625,8.418361,,9.312538,10.904686,1.3022623,14.463018,11.931396,6.374917,4.3287497,,3.128021,2.2063367,2.3229885,,5.6954865,3.7778637,5.601293,8.954833,6.509955,10.053697,,4.56114,27.625446,2.7048955,4.1820345,6.039043,,8.74403,6.581643,14.406063,6.5257473,9.576808,8.484848,,11.955642,8.14774,3.898616,,2.5652888,,,7.1179347,3.5153387,3.0855803,,7.9714265,4.4242797,5.8988776,1.2533156,7.618057,,5.624605,11.121784,,14.257486,8.781605,13.625655,10.29755,3.2421489,7.919743,,6.101151,5.9491124,1.7012326,7.928994,4.4723897,6.26644,,2.559811,3.5369432,,2.3541238,5.6584024,7.2692623,2.045691,11.638424,4.5702615,12.892274,7.1416354,1.4216357,7.3802705,2.3514345,2.3500233,0.61366177,5.1143575,6.75,2.881337,3.867789,11.299589,,4.3328,9.993248,4.8883123,,4.478105,4.582509,,12.000387,2.4474564,,4.4643736,9.947167,19.661228,2.486206,16.61994,1.0908363,,3.203247,4.502707,6.492144,5.2047825,3.6277027,8.201177,6.3460703,8.120171,1.6232376,0.3810134,3.3277183,5.3296285,7.1865444,4.469669,0.35844538,0.6643547,4.114465,5.7024283,9.34251,2.8472211,5.6558976,5.8373494,,5.280424,4.6020346,,5.2368603,7.401636,15.298273,7.110841,8.887741,,,1.571322,6.31801,3.1572556,,,3.9689267,,7.6969795,5.2512636,9.142858,2.9337122,2.4937239,8.467008,4.967257,9.892362,,5.594351,3.6226594,,,4.5499673,3.094236,12.434207,7.5357966,
2011,7.5391784,2.5730975,,1.0390996,3.7706087,5.0535493,4.739426,2.2366536,15.5240345,11.631915,5.4721403,4.3213525,15.113707,2.2708554,3.5532117,2.0012808,4.493526,0.17449169,0.0,3.0333512,6.0418878,6.546249,13.7890415,7.1818213,8.290596,,9.146331,10.88648,1.5387598,14.578779,12.03773,7.4016957,4.7147803,,3.5026093,2.1798956,2.5651948,,5.866761,3.8323586,6.5283375,9.678215,6.707166,10.546228,,4.198078,27.530844,2.9501626,3.854577,6.2144947,,8.954814,6.277628,14.815301,6.525168,10.1228695,8.778135,,11.907684,9.353978,4.3508945,,2.949533,1.8706329,,7.3543587,3.5153465,3.4374766,,9.20969,4.978002,5.655806,1.3102243,6.1188226,,5.5786695,11.318784,,15.117388,9.034103,13.296209,9.893738,3.1843336,8.224749,,6.5408516,5.9869437,1.8430321,6.742857,3.8477845,6.9722824,,2.9682431,4.0254197,,0.7817932,5.882733,8.061446,2.0999296,12.519012,4.2965837,12.848912,7.191262,1.2733579,7.7137747,2.3695748,2.2813315,0.6536496,5.2688293,6.337209,2.8867738,3.6061225,11.706238,,4.572741,6.975987,5.9879794,,4.064381,4.6915946,,12.47614,2.7307818,,5.0842347,9.522279,20.354784,2.7659342,16.250006,0.94603664,,3.026193,4.1536064,7.5072656,5.637911,3.6562805,9.325266,6.4049544,9.106528,1.8449534,0.35630223,5.387243,5.4625063,7.168811,4.729965,0.3744018,0.5074831,3.9690495,5.849195,8.517469,3.641418,5.856833,6.769176,,5.221994,5.4888763,,5.352393,7.2058287,14.701686,7.0609765,12.041437,,,1.6807501,7.541846,3.2824504,,,5.0461135,,8.795997,5.3952847,9.926053,3.040513,2.4305818,8.870948,4.796753,10.976182,,5.936581,3.924895,,,4.7510905,2.658317,12.821692,9.344032,
2012,8.822901,2.4778004,,1.8322803,3.5063245,5.3113146,4.929636,2.3860803,15.762345,11.946089,5.5987873,4.6318717,15.368447,2.075731,4.0165963,2.2277143,4.484845,,0.0,3.1243944,7.268708,6.125206,16.003933,6.6766586,8.094005,,8.468153,9.410879,1.0848606,14.796347,11.969563,7.313016,4.725958,,4.14018,2.2920043,2.4461894,,5.7302647,3.7539423,6.199943,9.417799,6.84921,11.139834,,4.237805,28.290092,3.8673007,3.7610543,5.155164,,9.609118,6.6064634,14.525684,6.3980536,10.682094,8.685016,,11.325318,9.607375,4.784905,,3.348829,,,8.614987,3.4951146,3.4389296,,8.878535,4.7878366,5.5711303,1.7389894,6.7712455,,,11.864987,,15.350336,8.945944,14.231257,9.621657,3.0644228,8.661738,,6.554454,5.970606,2.2330327,6.5027323,3.651092,7.0794444,,3.602506,3.7920277,,0.42824718,5.345643,10.472821,1.9199713,11.199958,4.7669888,12.79977,7.353179,1.2807717,8.432846,3.7862153,2.0171926,,5.077025,6.243094,2.8497782,4.146538,12.162575,,5.460547,5.3630004,7.9263506,,4.1180477,4.2911835,,11.883328,3.4487667,,5.2853537,9.01563,19.925325,2.9176435,17.588137,1.0512065,,3.3019204,5.7318573,7.7989707,5.8090215,3.322659,12.685928,6.6024323,8.567801,1.9723091,0.26051903,7.3227324,5.157492,6.7559385,5.2439837,0.4493272,0.634638,4.259128,6.0673156,8.861177,4.686848,5.295988,6.461774,,5.7752666,,,5.437547,6.880636,14.47423,5.383708,10.451577,,,1.5561442,6.9858747,,,,3.1704261,,8.01242,5.407023,8.40921,3.5532322,2.7155344,8.819515,4.864239,11.206696,,6.2105775,4.3253365,,,5.137276,3.2953055,12.822998,7.8272595,
2013,8.33504,2.4778817,,1.6777437,3.4136882,5.5457335,8.667463,2.6489968,15.687966,12.28488,5.5601387,3.8295083,15.974802,2.1722398,4.200313,2.395407,4.8593698,0.12930119,0.0,3.1015232,7.463612,6.0802803,17.503635,6.7626867,6.8341603,,7.887885,11.429335,,14.81337,12.106126,,4.8560376,,4.161929,2.425583,2.9525695,,5.5916615,3.9839838,6.858895,9.486696,7.0064383,11.3798,,4.260223,29.27623,4.1319866,4.034885,6.0097013,,9.568551,7.176617,15.072851,5.29502,11.145155,9.305994,,11.20852,9.585563,4.3939734,,2.7979946,,,7.791132,2.9059548,3.852541,5.513748,8.511508,5.1395154,5.9327817,1.470288,6.6190577,,5.8810506,11.868149,,16.017927,9.439733,14.465591,9.0742035,2.7870662,9.34425,,7.024353,4.846958,2.5461087,6.125654,3.4725075,6.7816124,,3.2466693,3.5402422,,,4.9753523,5.6038485,2.0693996,11.283229,4.927189,12.779098,7.4270563,1.2035341,7.790478,3.5623636,2.0806978,3.7149684,5.880704,6.4324327,2.928923,,12.629167,,4.907793,5.8255234,9.652209,,4.218213,4.652454,,11.046388,4.95076,,5.462465,8.945997,18.061829,3.2928157,17.281898,1.1399653,,3.6990905,5.7053685,7.1890583,5.961209,3.2552266,12.254563,6.3533125,10.947251,1.8615265,0.29843912,6.801508,5.526842,6.227368,6.096299,,0.5731097,4.000461,5.711383,9.674745,4.334491,5.9888134,6.464302,0.013079222,5.2625494,,,6.0014257,6.2684946,14.812514,6.328002,5.5060587,,,2.0099902,7.303106,,,,3.8796415,,8.696225,5.086494,11.116,4.042554,3.0824447,8.677667,5.34324,11.971521,,5.3966513,4.171887,4.2020564,,5.546692,,13.125034,6.485122,
