Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,,36.296867,103.67679,1253.8555,1529.8019,580.62744,25.0,464.68546,1545.4427,2008.0,29.0,7.7995396,1658.7657,19.68995,8.647647,8.0042095,222.0,933.4046,382.3285,168.0,243.0,104.36955,81.81286,312.1309,360.0275,1573.3969,92.899284,297.44992,10.61707,1764.4797,960.163,237.24812,28.729586,16.85444,13.43912,0.2691863,19.559622,281.1594,15.674717,91.14017,341.87308,459.43817,467.0,819.30804,2104.7688,32.84347,222.79546,1934.0,112.50167,213.67973,56.293175,101.65349,24.812483,1063.9426,368.34964,8.571283,1439.0,162.44528,1830.0913,36.793995,142.04143,1460.9875,25.0,19.326864,3.3676138,18.242842,6.542863,24.031254,873.586,135.91121,96.26389,88.742744,77.27681,690.0,19.275034,553.0,27.994013,18.0,1391.5469,184.10767,,2139.0,1103.0,1489.0,205.6466,260.44315,1544.0,160.0,20.68185,39.0,13.926722,125.0,307.1438,363.4517,948.1485,22.919294,253.22365,6.225999,353.97278,152.1458,95.0,38.55066,351.0,2736.0,220.0,36.93619,2770.485,73.0,23.253305,268.0,225.43562,192.89064,288.0,14.27389,869.0,3.0,,154.144,5.423002,14.346475,142.45683,12.760599,166.61032,247.81839,8.523453,14.09407,70.617516,1699.0,2334.0,7.0,1013.00397,1197.1514,868.10785,322.38675,25.743202,400.5994,114.00116,47.0,448.27524,35.360825,385.0,1137.0,160.53961,1060.4578,195.0,218.0,4.0481772,1159.3146,35.71475,25.260729,528.3888,57.754986,9.0093155,173.86504,,243.3104,,61.84525,234.92294,527.0,1004.0,1836.0,110.942024,546.8663,51.794025,17.4467,3.7487528,124.623604,9.0,80.41449,,79.261475,220.30684,156.25993,269.0,561.49976,7.7540298,11.995584,107.0,429.4006,2011.9984,62.0,189.16336,,43.056896,52.828552,111.04031,65.54944,218.92415,25.50256,
2001,,68.93378,114.88901,1315.0868,1768.4156,572.9511,39.0,526.06964,1615.3949,2033.0,30.0,9.172495,1771.7676,22.256783,9.243163,6.372713,263.0,1027.9725,411.45502,185.0,268.0,139.93796,89.82695,323.29578,381.7409,1600.258,97.18038,326.17798,9.974277,1899.3053,1075.9229,254.8935,31.116735,14.671515,16.890543,0.4472277,36.215805,305.53635,9.8092575,102.86705,353.67285,520.2817,514.0,902.2195,2202.816,29.401007,174.8478,2078.0,115.63978,258.63306,76.858795,112.48441,23.414726,1123.4089,383.39615,10.330239,1536.0,133.09811,1953.665,40.035793,171.58171,1608.3121,38.0,27.428698,4.329919,19.46575,5.409987,23.570768,1060.6892,156.57207,102.02721,85.087654,65.12226,687.0,16.106724,603.0,41.090275,18.0,1647.5554,208.44801,,2248.0,1169.0,1619.0,159.68805,285.6558,1639.0,172.0,22.67744,39.0,13.867072,175.0,310.04474,472.01462,1484.5747,26.941662,282.29843,5.294219,459.5321,159.33708,99.0,50.55025,397.0,3027.0,253.0,42.837616,2995.478,77.0,24.346918,194.0,237.02522,171.81296,273.0,13.316984,894.0,3.0,,133.08762,7.3081703,16.479868,153.47974,9.945126,192.24586,256.46817,9.160477,22.022152,70.26388,1866.0,2515.0,9.0,752.8819,1246.146,924.47974,346.9307,25.137335,393.26617,123.23855,41.0,414.1015,34.210617,443.0,1186.0,134.07878,1308.4324,225.0,240.0,4.710609,1218.5844,32.43841,29.733335,381.72388,71.92418,6.51507,173.49838,2278.648,281.4425,,67.16455,157.08376,582.0,1054.0,1946.0,112.18946,534.57214,63.419624,17.13269,4.201921,127.052,10.0,85.566765,,89.67607,259.25275,164.28992,301.0,439.4379,11.997936,13.062509,130.0,484.14948,2212.343,66.0,194.14134,,43.1865,51.830383,105.33526,70.72986,203.94753,34.810463,
2002,0.77907366,49.286995,117.86592,1434.4272,1521.0356,450.55518,40.0,512.6543,1747.2905,2156.0,30.0,8.584173,1861.2019,18.03014,10.343638,8.07689,326.0,1078.8397,408.1844,206.0,275.0,150.31512,91.45426,350.60257,414.5827,1655.5593,99.381004,369.24387,9.971797,1988.861,1204.1476,277.0924,39.15653,15.53133,19.940544,0.44446695,17.057047,306.75983,18.21861,108.098305,395.19986,574.15436,590.0,992.6451,2313.7852,30.732727,163.24274,2238.0,119.26812,262.66116,89.89169,117.71341,28.000006,1204.7015,416.33664,10.679121,1676.0,145.78389,2099.873,37.97168,160.77702,1788.0345,41.0,18.585545,7.9610505,16.505169,4.167549,22.704988,1127.232,206.97453,103.24066,94.18031,68.1529,620.0,10.921578,715.0,37.55658,18.0,1871.8303,212.70932,,2493.0,1193.0,1697.0,189.35117,304.862,1701.0,188.0,23.659224,44.0,17.426466,174.0,319.12494,486.44638,1442.0189,22.935095,258.5186,5.876123,668.8581,165.09177,105.0,44.82631,467.0,3340.0,287.0,47.76154,3182.0286,105.0,19.933266,198.0,244.05782,144.37958,296.0,14.22956,1067.0,4.0,,143.01474,7.0978537,26.60673,168.84929,8.861945,202.93256,282.00705,9.935255,15.51624,71.06828,2086.0,2842.0,13.0,515.0297,1379.7478,962.9745,368.2712,28.207462,403.62515,133.47336,36.0,387.83142,35.23167,501.0,1291.0,101.104805,1436.015,262.0,277.0,5.779664,1114.7406,34.20589,27.91665,474.21194,66.073494,8.286567,186.17293,2061.2578,395.58765,,69.46263,216.67545,645.0,1176.0,2100.0,119.760345,524.0658,77.72701,20.71379,4.531054,169.29597,10.0,85.650116,,100.63594,318.89584,174.8891,329.0,316.4123,15.539931,15.880924,154.0,477.70502,2397.6748,66.0,212.50021,,49.909557,50.722492,123.09745,68.381966,204.23418,35.33348,
2003,6.2801356,56.02603,131.22134,1341.502,1566.9521,462.84473,48.0,593.17303,1823.1565,2251.0,35.0,7.394824,2105.3071,20.136576,10.212557,8.705029,367.0,1099.9136,437.51016,269.0,325.0,155.52962,99.65385,340.19974,516.6787,1737.3712,93.44176,371.22238,10.622837,2133.6987,1237.463,300.0724,49.252857,14.682508,20.068146,1.0226964,19.792646,327.693,16.527046,108.03455,416.7479,603.6434,605.0,1115.3142,2408.2268,36.99505,195.73338,2306.0,81.703415,278.61063,109.24461,106.52967,21.012403,1358.5703,508.36243,11.319182,1783.0,150.37206,2076.089,48.91954,195.22879,1933.9475,48.0,22.841232,5.3681107,18.922468,5.2531414,42.071087,1210.104,183.30273,110.56467,95.08731,72.85722,701.0,11.97789,879.0,48.028076,19.0,2019.0504,252.4519,82.60713,2583.0,1091.0,1728.0,147.65147,293.7157,1763.0,220.0,24.229095,49.0,20.084482,159.0,338.17715,531.27,1486.7188,26.251865,255.40688,2.8818312,624.0326,156.39711,101.0,47.779953,552.0,3540.0,301.0,47.053135,3723.7432,103.0,26.961226,212.0,279.05756,137.41393,320.0,19.51465,1158.0,3.0,,120.829834,7.5067034,25.098759,179.20924,11.224984,237.40425,300.89905,8.861907,28.812693,76.24467,2171.0,2966.0,11.0,420.98236,1400.9348,935.79333,387.7676,16.90703,395.8446,131.44502,43.0,424.48822,30.447252,502.0,1345.0,117.99739,2479.3105,337.0,297.0,17.886759,1158.0922,40.407475,33.806576,635.03534,64.03591,8.341567,186.84517,1934.9503,408.9709,,118.15276,202.55188,672.0,1231.0,2204.0,151.59747,565.4144,88.26124,19.297506,5.3063545,180.74327,11.0,112.492485,17.45758,97.662895,357.9257,186.8209,342.0,347.1903,18.472536,16.54706,206.0,532.3116,2567.3833,67.0,217.9701,,50.277996,49.924217,108.41241,72.66304,257.12567,28.61401,
2004,5.200552,70.92511,151.32402,1309.3135,1459.7421,455.4044,58.0,565.8169,1971.8812,2371.0,43.0,13.404499,2248.4092,22.991121,18.412848,9.216502,375.0,1036.4993,442.52597,279.0,376.0,158.16458,96.420784,360.8318,617.8638,1729.6383,106.14092,363.42844,10.695165,2249.2803,1273.2411,320.04675,57.282223,16.130745,17.655172,0.88249177,17.537941,333.40646,15.470456,115.2948,416.4512,600.34344,583.0,1164.7377,2412.3235,36.80596,196.76498,2482.0,83.98463,269.40314,123.91283,105.6507,19.63642,1441.1353,568.7503,7.47797,1957.0,160.6813,2160.0264,53.9054,185.98032,2155.1924,54.0,21.073177,3.1560566,15.534692,6.8908415,40.75869,1209.761,222.93007,112.47956,97.94078,72.72042,763.0,13.537801,878.0,46.854034,19.0,2229.5505,245.7162,250.63278,2687.0,1130.0,1846.0,184.74568,266.74924,1866.0,279.0,24.040668,54.0,20.663841,185.0,371.23874,574.345,1390.9004,20.6459,286.8337,3.8960674,551.6714,163.39662,114.0,47.472828,447.0,4007.0,425.0,50.656128,3968.7712,189.0,28.3804,244.0,314.5608,154.53407,331.0,22.152493,1210.0,4.0,,129.71817,7.7060494,24.17381,206.08426,8.637882,243.8405,322.98395,9.719036,40.157486,72.4556,2237.0,3126.0,11.0,196.60637,1529.8309,888.67944,409.29056,19.549177,461.65158,137.49002,45.0,478.59717,38.102875,529.0,1446.0,122.14666,2542.6367,362.0,306.0,16.090443,1117.3871,52.86594,37.32325,542.59375,65.032425,8.4976845,199.61334,2041.535,451.22934,,105.21656,251.36678,764.0,1301.0,2281.0,166.13307,511.8676,82.27557,27.969511,6.1935883,192.49678,14.0,119.50357,22.643585,98.635,384.99298,200.34995,382.0,244.84547,26.280565,15.04415,222.0,494.34674,2747.0557,70.0,219.80612,,63.6391,48.56093,122.60354,61.366066,267.6815,27.565603,
2005,5.632485,61.56552,156.51494,1505.7701,1381.2325,528.84375,79.0,574.20764,2042.2325,2457.0,58.0,11.708716,2296.284,21.491877,14.385115,9.341488,421.0,1019.6007,458.5692,287.0,439.0,168.77538,110.83954,366.46762,589.5892,1551.55,98.575966,323.38705,7.8277855,2399.3264,1300.6215,330.56384,69.23362,15.63229,16.740528,1.0966617,18.60717,362.93686,14.394397,120.35301,428.52917,908.84515,631.0,1195.5004,2480.02,37.445107,221.51358,2604.0,113.52636,257.3002,128.45287,112.32044,11.088181,1539.9702,647.35486,10.92253,2067.0,180.46645,2274.7812,65.215775,146.54935,2245.0571,63.0,45.567112,3.9555306,15.891364,6.3257823,49.92327,1334.7642,241.31413,108.22942,100.134636,92.47084,898.0,14.082177,957.0,49.281116,23.0,2467.687,271.44016,189.09177,2702.0,1094.0,1950.0,172.77373,374.46005,1999.0,342.0,26.215248,90.0,21.086246,181.0,430.3253,643.7948,1304.6991,25.527666,292.26892,4.2433467,453.4004,170.24362,119.0,38.75448,493.0,4158.0,450.0,58.087006,4188.3413,199.0,26.4628,276.0,313.6731,140.29567,337.0,20.712757,1340.0,3.0,,121.75201,10.475751,30.711401,202.15088,10.987022,232.88187,307.89078,16.881804,41.06231,84.87993,2340.0,3318.0,14.0,390.40543,1635.103,805.8541,433.20047,19.525848,411.54282,163.92406,54.0,419.17792,36.20952,553.0,1557.0,126.28757,2156.9163,422.0,369.0,14.806587,1141.523,56.914997,38.37679,577.8732,93.59027,8.877232,223.55904,2135.7068,496.8606,,109.57429,258.01,824.0,1379.0,2302.0,217.40854,538.9752,85.05459,22.394663,6.729097,205.29526,17.0,114.67976,29.796099,107.526146,483.18182,208.43018,393.0,259.05743,33.263412,13.208129,260.0,441.60812,2912.3618,77.0,227.47595,,67.89379,47.400864,141.5184,55.07312,289.32977,27.87725,
2006,5.5444784,77.12939,172.5182,1381.5106,1380.8784,598.6979,100.0,581.8592,2167.202,2619.0,78.0,14.070741,2409.1484,22.59776,17.871101,10.788825,413.0,984.7835,498.89285,333.0,441.0,195.12628,111.57197,411.30496,613.9155,1429.9255,100.18044,340.75415,9.785975,2475.6794,1361.3074,393.616,80.977455,16.933628,17.327467,1.1970134,25.618725,413.06625,13.653591,132.65805,502.74924,1105.4589,709.0,1262.5414,2614.0156,49.028656,230.4484,2876.0,126.9042,272.4503,146.7744,133.15506,10.676192,1749.0813,713.0742,7.85985,2247.0,192.24648,2418.135,66.32094,163.98746,2460.618,70.0,48.31863,3.650956,17.117579,6.286358,67.181076,1454.4606,200.26698,126.451195,100.88895,111.2549,1030.0,7.2105646,1005.0,60.03745,24.0,2627.5337,321.4078,155.16849,2768.0,1137.0,2131.0,163.3595,351.57684,2076.0,352.0,27.579802,105.0,18.61207,158.0,458.19687,762.8495,1242.4125,20.236786,368.64545,3.8514402,435.42273,180.18198,126.0,54.023922,598.0,4419.0,554.0,97.0824,4424.7773,222.0,27.33634,350.0,336.6534,108.4152,359.0,18.941305,1408.0,6.0,,148.08583,9.232225,30.218924,198.73103,10.336271,304.63406,307.23676,19.063644,33.830692,102.5936,2459.0,3587.0,17.0,517.9382,1852.7029,752.549,468.10324,18.072672,499.17596,157.35242,57.0,462.9153,37.438454,606.0,1466.0,150.0386,2009.679,463.0,469.0,14.903268,1239.086,67.34896,43.506992,625.53534,81.54236,8.605098,256.0386,2371.4917,540.84686,,12.884653,316.06488,903.0,1446.0,2511.0,224.49577,570.1273,76.558014,15.602696,7.7598653,244.2686,17.0,98.93655,32.418423,120.26215,487.3595,229.78122,481.0,277.07144,39.66679,14.254795,302.0,498.63596,3139.2666,87.0,227.9308,,74.65333,51.875484,160.65883,55.84483,367.07703,32.00888,
2007,6.3469024,103.839905,199.78564,1487.6366,1379.0616,702.5056,119.0,599.58093,2330.311,2741.0,103.0,15.019362,2503.5837,21.38784,18.552753,11.977642,438.0,1003.1557,556.73145,394.0,496.0,241.99243,125.15484,436.363,570.9396,1506.6279,125.68796,407.03906,10.496775,2603.431,1481.0239,443.0503,97.67382,18.239288,15.850874,1.3595259,25.03119,449.1056,12.325154,149.15764,556.6811,1657.7148,770.0,1324.1073,2740.2217,52.04152,235.2888,3053.0,169.20213,330.49292,177.40517,129.1484,16.252703,1877.5814,859.0332,10.404318,2405.0,193.39487,2517.3992,63.384155,178.22284,2521.639,76.0,54.792675,3.793077,14.023193,7.839078,84.18081,1561.477,213.0865,128.39674,111.22282,120.75667,1249.0,20.871922,932.0,79.350586,26.0,2933.1533,321.6765,217.62369,2839.0,1181.0,2161.0,225.67072,417.69238,2213.0,302.0,31.69645,85.0,20.963673,156.0,440.7357,854.57367,1347.1145,19.441936,401.72974,6.3352575,498.3224,186.12224,129.0,93.40994,721.0,4511.0,610.0,109.33836,4627.755,255.0,29.003378,495.0,364.15015,196.44229,371.0,15.8611,1371.0,5.0,,192.1402,10.194859,33.581593,195.5367,8.803314,315.6808,365.89417,14.207269,31.380087,120.27012,2624.0,3792.0,14.0,636.45465,1939.7579,837.46173,497.1551,19.11581,662.4471,171.50714,59.0,456.16434,39.906925,688.0,1495.0,158.42125,1795.2489,554.0,524.0,18.888784,1182.9259,81.678215,33.544144,643.2928,81.97775,7.274464,242.82924,2613.3025,641.5504,,41.43785,320.8344,1047.0,1460.0,2710.0,259.78702,563.44037,76.77967,16.457737,8.441645,284.12302,21.0,99.89411,14.443673,137.6367,537.00714,257.0652,533.0,287.9726,34.02436,16.302227,310.0,536.3706,3305.1702,92.0,238.79312,,79.97192,55.44033,157.00629,55.315937,401.72238,38.504517,
2008,8.428827,140.84003,189.0131,1880.9487,1515.2379,781.6437,120.0,562.3926,2394.3936,2970.0,109.0,9.748415,2764.5784,17.039633,18.461767,11.636551,498.0,1004.3736,632.691,454.0,487.0,289.4244,129.54509,465.4244,633.4535,1477.034,121.65381,491.9659,7.0571404,2708.1953,1632.5886,485.49106,130.61356,19.706758,15.633252,1.7092179,49.17358,483.51672,9.800086,132.09631,640.8173,1790.3126,883.0,1440.0142,2913.2297,58.038445,266.3815,3309.0,221.20485,384.6241,192.41899,135.44868,15.867968,2056.0735,1026.5609,4.4040713,2636.0,175.80269,2617.7585,76.24064,146.53648,2717.8303,112.0,62.331764,4.402156,15.193917,7.492879,99.05387,1782.3662,212.83095,137.71687,117.76401,124.901596,1345.0,22.56663,994.0,75.04294,30.0,3220.016,315.286,274.19052,2997.0,1210.0,2361.0,251.76846,486.16144,2316.0,397.0,33.363297,87.0,23.62774,174.0,429.82492,906.7667,1357.593,18.356325,384.69864,8.243964,468.30777,203.09377,124.0,89.14672,918.0,5018.0,655.0,121.7796,5175.433,264.0,22.697716,871.0,394.54218,144.95181,437.0,11.776155,1356.0,5.0,,235.58955,11.125971,38.666096,197.33473,17.468416,324.7253,332.62726,15.529831,29.03814,126.48388,2917.0,4161.0,16.0,595.35455,2112.3906,731.55975,534.0554,16.819397,683.9261,192.71115,61.0,404.34332,37.743763,831.0,1598.0,158.97224,1487.4786,680.0,662.0,21.645138,928.75433,70.767746,36.31992,807.2974,55.72558,7.6963215,250.78223,2927.473,739.6565,,32.776077,273.34628,1234.0,1687.0,2866.0,315.00275,437.17212,70.31874,12.978583,8.562917,315.77536,29.0,78.484146,56.282623,133.46461,511.63272,274.48788,606.0,305.54584,41.277523,17.64795,291.0,735.50464,3489.4155,104.0,253.20587,,83.665764,59.56142,174.15973,58.11958,428.46646,43.482105,
2009,8.318001,167.54552,207.65294,2078.7673,2014.558,921.3316,128.0,527.7078,2603.4878,3051.0,155.0,12.876371,2984.8474,19.913618,22.408566,11.973884,502.0,1336.9851,677.2346,534.0,476.0,280.01126,154.83981,490.2228,656.0339,1847.6382,144.06424,387.16367,6.3717036,2912.0308,1736.6245,547.6325,176.96954,22.453268,12.760752,1.830897,29.822453,540.18616,8.726135,147.09001,694.3588,2002.5361,945.0,1670.921,3126.3403,60.48908,270.905,3644.0,243.70769,485.0889,217.25296,139.78671,12.139513,2200.243,1069.1819,8.264169,2749.0,172.10486,2782.0078,57.884697,208.6895,2874.3928,146.0,79.009224,4.1269875,19.644283,7.032334,190.16922,1953.405,219.60341,146.96245,136.25189,143.50352,1353.0,22.239185,1017.0,78.47875,35.0,3373.8208,384.30603,335.41217,2996.0,1228.0,2430.0,241.09644,605.50305,2442.0,468.0,36.245556,107.0,27.86253,142.0,457.4402,992.26807,1769.1938,44.159412,366.689,11.345488,716.17804,224.72104,126.0,100.34658,953.0,5282.0,613.0,142.07857,5528.0444,276.0,19.742409,715.0,421.4618,149.20457,442.0,11.2071705,1376.0,5.0,,222.84431,12.253179,37.524902,232.50421,14.282138,357.8996,277.0646,15.226487,27.562477,145.01888,3039.0,4268.0,19.0,328.17462,2294.0784,1113.5742,576.61633,20.394062,697.82007,223.76125,67.0,495.5978,40.462852,910.0,1711.0,206.8234,1920.1255,688.0,726.0,23.376253,1301.3315,101.92112,37.07844,781.266,56.287323,10.681561,247.1599,3054.5178,720.85144,,45.862003,305.60178,1315.0,1700.0,2928.0,321.051,425.67352,75.03556,15.305404,10.202395,318.09943,24.0,101.74505,58.38425,133.5658,735.8137,299.21298,681.0,305.8178,28.135227,16.83111,301.0,793.51544,3687.4697,119.0,273.45493,,86.59188,53.105015,198.74191,48.159218,471.59662,48.525936,
