Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1977,,,,,38021.82,114430.055,10088.338,,,6061.4434,29399.002,23669.508,,380.74786,22382.648,689.85876,306.31982,385.0855,,23475.826,18820.504,,,2612.7075,76292.24,2182.6753,5679.786,13811.32,77308.86,406.33737,1635.5126,602.1997,25960.639,55863.555,3879.2253,346.93915,2861.1587,1124.0377,1144.2648,1498.318,2968.6626,,,5994.1426,3574.7373,,,8708.413,,22075.219,,2920.8025,30218.96,2579.8286,3459.304,3710.306,1235.6971,,14733.686,,291.67023,20785.068,3426.106,21347.557,2339.543,12653.313,22260.162,3345.207,917.76465,500.22485,676.45544,474.08246,,14162.991,3040.0415,22714.639,3105.8079,,3380.4304,10427.228,1702.0848,,1853.9222,6975.307,906.7178,,395.4433,15466.231,6996.184,1826.1705,26414.248,17443.654,19522.996,4286.7134,3073.821,17370.617,,1165.3687,,768.349,1990.875,4474.4414,3581.4683,35866.605,,,2938.3809,20018.43,4232.4663,,901.5133,423.80536,,40065.69,,,1306.1294,88164.4,,695.14923,1476.9672,6888.579,2704.1384,,442.9865,6024.9746,157.33762,,,,,1632.6871,2524.5396,420.5147,2768.8853,,,581.7012,2278.6973,2836.5938,25524.922,35850.336,343.40335,40397.5,22478.303,13631.615,,,5697.0566,657.65936,4837.27,3811.6978,1730.5941,11860.542,2048.9082,,14091.189,9849.073,2770.7122,,25782.412,59679.75,,,341.5228,57760.527,923.2006,1017.8144,11141.58,,983.3302,3426.8562,,309.81473,,,1281.2771,7172.621,,,27116.008,1153.2268,,5226.173,1006.9504,,472.65463,777.21265,1291.9198,,,,,7112.356,1653.439,4118.2524,1804.139,552.2894,,,7514.5825,29528.967,,2207.5889,,,,2459.1533,,5155.6855,1157.7582,1461.1478
1978,,,,,36647.703,98826.1,9480.94,,,6309.756,29318.746,23638.78,,366.4269,22997.273,680.6511,312.5464,402.3856,,23251.053,21047.01,,,2762.2102,77242.7,2176.91,5821.491,14489.209,80082.68,420.6822,1760.5707,603.1197,26663.771,56087.047,4115.454,381.09933,3055.9402,1334.4875,1050.0074,1556.6671,3148.2388,,,6202.511,3785.597,,,9350.95,,22759.148,,3214.4133,30853.371,2569.1096,3672.1177,3815.9124,1309.7761,,14805.988,,294.62256,21330.6,3408.494,22078.723,2403.5227,9377.0625,23194.795,3572.8213,965.7646,525.8185,696.1849,502.50397,,14993.689,3226.0984,24179.207,3181.468,,3293.62,11085.915,1748.6798,,1931.4523,7257.146,944.75525,,408.51694,16344.202,5901.813,2066.8743,27785.79,18028.445,20083.88,4234.96,3415.7656,18120.729,,1203.7678,,835.70905,2025.5145,4664.557,3913.8333,36140.324,,,2991.4316,19521.592,4600.434,,935.1274,487.35144,,41623.6,,,1301.051,90506.336,,656.3984,1647.9838,7309.607,2766.6902,,428.13095,6628.0786,164.35841,,,,,1579.0217,2587.217,445.99365,2883.071,,,641.44183,2082.5527,2539.7405,26052.352,37095.613,350.3057,38533.375,22542.68,12472.089,,,5830.9814,688.1903,5183.5703,3619.693,1772.2281,11883.237,2177.1523,,14871.865,10017.747,3027.5571,,27463.016,60529.957,,,361.8971,54647.133,837.25183,955.0022,11863.694,,987.73206,3532.9875,,305.25955,,,1283.357,7717.4634,,,27510.744,1130.6621,,6294.5137,1069.7465,,461.93567,842.40234,1394.1814,,,,,7725.8184,1717.1228,4096.63,1702.0884,544.24005,,,7874.424,30835.0,,2405.1372,,,,2586.5884,,5168.0693,1129.4717,1401.1604
1979,,,,,34984.0,106042.17,10284.606,,,6794.5615,30178.389,24947.527,,363.3826,23514.512,706.10443,315.71698,411.66928,,22978.22,26028.7,,,2907.694,78775.06,2130.7544,6069.0547,15650.388,96517.13,426.15958,1859.4946,581.9823,27384.678,57369.145,4396.162,404.59662,3010.6606,1375.9182,1018.1016,1670.7797,3244.0864,,,6335.4585,3806.6545,,,10197.618,,23693.26,,2615.8174,32025.191,2619.3174,3830.8096,3852.4785,1335.5315,,14682.132,,287.08978,22791.424,3735.042,22792.236,2379.243,9187.357,24042.787,3808.019,913.15985,510.9379,664.35376,494.9128,,15293.932,3435.9043,25149.988,3249.0962,,3210.168,11709.314,1790.8302,,2037.8682,7439.63,989.6783,,378.2196,16623.51,5016.915,2419.1152,28852.639,18662.1,21219.268,4141.3364,3991.6904,18953.334,,1251.3191,,746.08575,1781.692,5040.415,4189.1816,38757.81,,,2999.2532,20077.74,4706.093,,976.6173,487.16605,,42500.254,,,1328.2064,92704.97,,699.4855,1775.9513,7814.55,2737.4927,,463.30643,7249.5596,169.59943,,,,,1608.4104,2631.9885,448.71643,3077.7893,,,667.36444,2155.7896,1817.5587,26394.264,38585.99,350.32043,36595.527,23127.13,12343.137,,,5968.1904,689.7436,5289.3765,3674.962,1822.145,11937.616,2171.0574,,15851.893,10469.803,3301.625,,27647.121,59542.242,,,392.811,57217.434,765.6731,997.7146,12834.16,,1012.3432,3320.1123,,256.27896,,,1454.9688,7750.3887,,,28504.885,1127.9149,,7226.3687,1043.2185,,355.31885,778.6978,1438.5393,,,,,7900.862,1788.2239,3991.9355,1641.7654,539.403,,,8322.211,31462.1,,2469.5916,,,2945.8428,2842.2197,,5220.725,1062.9629,1424.7177
1980,,,2835.4592,1740.5059,34281.742,117949.375,10275.799,,,7321.8403,30717.777,25379.463,,351.90042,24532.457,733.49066,309.8053,405.22678,3431.5212,22551.986,27207.213,,,3183.7354,84785.75,2054.7974,6472.852,16318.2295,84483.39,432.83865,2002.9961,549.8511,27622.373,59771.45,4677.649,430.8554,2576.9165,1305.6837,1008.33936,1921.9686,3300.5117,1174.1328,581.75507,6211.83,3606.744,,,10667.794,,23977.27,,2960.8647,31745.916,2759.2576,3742.7102,3889.1782,1431.4011,,14886.406,,303.848,23945.06,3588.634,23050.926,2140.9038,9182.526,23526.256,3948.8652,891.02264,515.0755,682.1444,411.22818,457.60886,15246.994,3451.944,27005.326,3287.024,,3247.6729,12553.218,1747.3346,,2146.491,7449.658,1061.7917,,394.18225,16939.336,3793.3542,2924.319,30189.69,18523.71,21901.928,3857.0657,4278.633,19334.375,,1275.2827,,688.7622,1734.33,5489.1753,4056.5261,29547.754,,,2792.037,19090.55,4533.6235,,1015.0275,460.20163,,42705.34,,,1340.2467,93468.06,,685.1007,2048.6274,8290.289,2454.9978,,434.1262,7679.6797,179.58861,,,,251.56755,1616.0663,2327.601,433.5152,3216.2878,3543.5283,,631.8397,2177.4158,1850.0056,26537.62,40217.75,334.21918,34723.15,23394.775,12406.642,,,5974.273,729.776,5840.961,3797.4363,1867.5686,11956.919,2077.5835,,16329.153,10832.515,3592.5613,,26910.84,55253.812,,,414.88525,57088.586,747.91943,1012.1666,13953.891,2211.588,1040.4248,2757.3882,,239.47026,,,1405.7606,7110.2515,,,28930.672,1226.994,,6795.442,1155.1289,,333.0859,867.454,1482.0874,,,,,8612.156,1877.337,3817.1938,1590.9607,536.93317,,,8772.555,31081.621,,2512.0737,,,2550.8987,2642.8342,,5399.5405,1062.936,1539.0131
1981,,,2613.7395,1804.0107,32958.766,113999.51,9587.674,,,7583.316,31251.82,25278.295,,378.94366,24464.588,783.9252,314.2866,423.5371,3587.6948,20521.426,24270.273,,,3139.227,86283.6,2015.2457,6055.0977,15960.885,63568.332,482.23572,2111.3457,535.2718,28215.531,60397.273,4910.279,447.11978,2562.426,1475.9895,1002.4154,2211.3167,3298.7322,1185.5966,622.17584,5908.2173,4297.3374,,,10756.211,,24067.482,,3285.8677,31519.637,2808.9934,3731.939,3999.222,1495.8549,,14761.378,,309.29602,24150.578,3725.8594,23186.762,2278.8079,9399.2705,23332.803,4122.8765,835.9886,508.55673,680.76324,478.36502,460.69492,14876.117,3523.0146,26758.557,3226.2598,,3287.4077,13397.413,1674.4934,,2045.4625,7662.7017,1119.3992,,408.15356,17298.838,3394.3435,2817.121,31120.297,19128.13,22060.328,3907.587,4816.744,20011.83,,1276.9277,,678.0112,1811.6812,5593.9307,4283.1196,22766.104,,,2653.1462,14587.386,4745.0835,,1055.0133,450.10254,,42345.047,,,1281.8518,93739.18,,599.78107,2226.2063,8875.071,2511.5686,,431.38184,7875.885,187.43997,,1425.4763,,258.85062,1624.6157,2428.2646,394.7717,3332.82,3538.059,,612.1573,1834.2876,1894.886,26149.65,40720.215,353.7008,32927.18,24389.863,13751.498,,,5983.211,755.35187,6229.5264,3909.6667,1881.8152,11786.356,2029.421,,16330.418,10912.763,3816.5542,,26761.754,52401.44,,,423.67072,55380.023,773.5448,1037.7014,14737.301,2097.6755,1048.9727,2582.4517,,252.48506,,,1234.8208,7613.416,,,29027.428,1360.6592,,6453.0444,1204.049,,336.14984,813.04614,1538.4313,,,,2589.0042,8900.129,1936.2775,3923.744,1597.6278,515.71185,,,8875.414,31559.129,,2606.469,,,2604.28,2384.532,,5498.592,1094.4619,1626.162
1982,,,2519.3516,1818.3678,31996.545,100275.26,9365.685,,,7562.892,31736.045,25768.219,,365.7102,24616.838,778.6388,334.96048,420.872,3660.6074,18310.99,25465.613,,,3058.5427,81137.13,1894.0594,5967.779,15129.175,63000.676,483.02353,2276.0498,569.90985,26999.078,59259.16,4306.211,480.3113,2466.3037,1549.6127,968.33185,2674.9512,3253.8804,1226.819,630.3732,5329.872,4650.666,,,11269.768,,23995.266,,3435.5251,32770.49,2790.7693,3840.5754,3918.961,1599.4009,,14855.911,,300.24594,24756.94,3420.1736,23666.512,2153.6284,8866.935,23806.799,4169.979,755.82336,507.41275,652.06665,490.61844,443.12677,14617.235,3655.4482,25327.61,3041.616,,2852.8425,13580.126,1591.3112,,1934.6394,7885.0527,1118.3832,,412.59674,17527.36,3965.2754,2833.0144,31368.71,19163.168,22135.162,3934.0237,4939.7554,20525.295,,1250.614,,659.06226,1763.1791,5646.523,4569.0874,19135.912,,,2514.9214,14580.893,4768.4814,,1085.2552,456.70895,,42788.95,,23023.34,1359.9883,95085.6,,571.23047,2099.6868,8676.571,2524.1138,,391.04184,7884.85,194.36086,,1507.6217,,235.76749,1541.5806,2530.6233,388.98956,3420.2173,3461.8596,,607.1515,1659.0981,1828.5497,25707.045,40666.406,358.60992,31199.71,24373.248,14513.981,,,5896.6284,775.04004,6409.6865,3805.2446,1898.1393,11472.151,1994.6129,,15905.02,11077.861,3659.8826,,26376.871,45982.094,,,417.42276,43708.945,790.59705,1091.7347,15106.251,1992.7803,1076.8013,2392.3838,,258.56418,,,1249.5027,7272.424,,,29373.078,1331.6141,,6282.3125,1197.2509,,337.86618,758.25085,1589.4216,,,,2709.7908,9135.302,1884.7847,3977.6077,1317.7,498.3746,359.2063,,7976.399,30696.084,,2700.1316,,,2594.7092,2350.1948,,5291.383,1030.0472,1605.2366
1983,,,2529.4019,1799.8787,31117.195,90186.18,9617.7,,,7950.264,30608.37,26577.246,,369.26886,24695.564,723.4835,326.7303,425.64658,3776.741,18811.438,25941.316,,,2921.0745,82177.836,1778.7875,5664.964,15151.312,61220.707,516.67804,2484.518,517.4006,27418.492,59382.703,4030.3176,524.40936,2276.867,1622.4683,951.3586,2773.6267,3228.356,1250.6218,680.30927,5333.852,4863.8936,,,11801.143,,24436.547,,3539.0745,33663.586,2853.3613,3912.9365,3804.5327,1632.382,,15045.4,,316.02026,25373.68,3206.54,23836.402,2131.3958,9113.437,24803.428,4311.299,699.9597,503.2547,696.8495,466.4785,436.5718,14375.699,3765.6926,25901.475,2891.7307,,2661.8801,14174.788,1558.6935,,1914.4325,7954.0,1139.0063,,432.42923,17361.023,4236.717,2390.5493,30290.197,19449.824,22385.842,3953.6177,4619.9824,21122.965,,1221.5349,,663.88556,1565.1184,5740.254,5104.448,19686.201,,,2394.5745,14242.612,4926.9204,,1129.943,452.52032,,44056.25,,23952.674,1343.3046,94848.73,,559.6612,2375.6755,8098.5166,2797.1255,,389.52908,7726.884,198.97314,,1557.4315,,194.64566,1553.809,2517.08,387.84534,3518.795,3309.6213,,566.6479,1440.0175,1863.3047,26139.854,42142.336,339.77838,29671.371,24883.592,16018.853,,,5944.0825,799.4132,5979.518,3325.4553,1878.6017,11413.272,2016.0759,,15374.512,11007.494,3450.2659,,26212.277,42654.785,,,427.87076,36605.637,782.22516,1002.79156,16186.914,2000.7855,1031.9155,2385.3965,,221.45401,,,1179.5563,6948.37,,,29917.807,1304.0543,,6251.1685,1183.9324,,371.94955,693.19745,1645.9917,,,,2763.0022,8105.32,1932.4264,4078.355,1412.9008,480.39902,370.53995,,7125.057,31810.922,,2736.2478,,,2608.9324,2357.0688,,5015.3716,977.7597,1569.8927
1984,,,2583.6199,1740.3477,30392.842,88731.22,9614.447,,,8765.44,31632.389,26592.547,,360.98938,25305.031,758.36115,311.78833,434.78235,3895.8896,19065.318,29121.818,,,2909.06,81986.72,1737.6873,5841.75,15639.674,57811.773,523.4222,2603.4487,559.57605,28762.973,60949.934,4133.2964,596.2011,2128.6418,1695.9506,971.07135,2894.0999,3260.2847,1266.155,696.04724,5605.376,5206.711,,,12669.441,,25213.383,,3703.4104,35142.766,2823.9734,3993.3955,3803.577,1738.3258,,15250.453,,299.1343,26052.787,3392.644,24102.018,1988.539,9533.316,25326.129,4506.668,741.1079,499.0998,694.3027,500.9481,415.03067,14591.863,3877.6084,24280.258,2825.7207,,2533.8342,15436.062,1609.3016,,1882.8179,8181.7764,1191.5906,18303.436,438.54172,18005.062,3788.9775,2282.7227,31207.217,19376.441,23102.812,3841.5352,4605.2114,21912.152,,1198.0944,,671.7302,1754.0122,6281.9683,5573.843,19848.78,579.8678,,2272.7114,13328.589,5200.75,,1183.4794,464.0857,,46733.92,,24734.592,1394.1039,94912.516,,553.131,2933.0342,8207.924,2788.857,,380.1684,7798.072,204.50394,,1610.0043,,178.41568,1460.9817,2607.9272,392.97012,3670.366,3213.5737,,457.60583,1387.9218,1789.1095,26833.45,44567.004,364.03232,28281.404,25851.727,17703.059,,,6113.5015,813.9818,5999.6826,3361.2173,1696.5768,11644.444,1966.704,,16125.057,10759.102,3448.839,,26113.469,42309.992,,,396.1535,33110.12,726.9641,1014.21875,17280.371,1937.461,1050.8772,2371.585,,220.50531,,,1087.4415,6754.874,,,31154.867,1340.0227,,6481.833,1056.1254,,374.6038,707.572,1707.9308,,,,2811.2634,7558.1084,1996.4658,4253.1855,1496.605,486.72552,359.51038,,7011.4824,33818.824,,2893.4731,,595.49133,2788.7698,2386.2437,,5091.719,944.9306,1486.1644
1985,,,2577.465,1735.2903,29997.086,81077.26,8973.318,,,9477.962,32861.418,27244.215,,394.9021,25715.357,791.7272,328.71518,438.38248,4000.4927,17516.637,30010.705,,,2871.0305,79797.38,1672.7898,6167.5137,15755.809,54270.086,527.7916,2693.782,574.3248,29851.643,62910.656,4233.993,667.12854,2138.06,1778.8809,943.7938,2776.7644,3289.7122,1259.2919,745.62024,5492.8354,5246.1353,,,13127.472,,25858.059,,3772.3677,36587.445,2703.2698,4002.5562,3852.891,1785.0784,,15548.04,,258.41653,26862.799,3159.9126,24358.139,2252.2651,9058.5,26316.715,4688.072,762.27264,511.8855,662.0081,513.57855,443.49567,14900.086,4083.2678,24931.496,2730.1436,,2603.4963,15386.74,1651.2903,,1856.9681,8175.9253,1195.1232,18416.36,450.9667,18530.943,3720.5327,2260.8762,31981.914,19806.25,23742.385,3685.9817,4280.4165,22898.994,,1204.9193,,679.98956,1492.7604,6858.0015,5951.879,18264.445,592.6273,,2185.928,13975.098,5540.5576,,1234.4686,462.89218,,47945.848,,24326.6,1442.9585,95274.31,,543.5137,3278.9026,8194.162,2510.7065,,448.224,7860.367,206.17903,,1660.2054,,176.85408,1461.9346,2766.5903,395.41873,3515.2551,3137.539,,478.48764,1428.9274,1675.6266,27397.738,46901.324,377.72534,26925.514,26107.49,18998.668,,,6229.5,848.45953,6152.784,3347.8274,1537.6655,11962.665,2002.023,,16463.002,11030.941,3504.4783,,25163.355,39368.895,,,399.87238,29009.477,669.10333,1020.46423,17149.316,1815.0327,973.27014,2339.0115,,231.96068,,,1163.8073,6804.8823,,,31775.402,1340.7914,,7091.3105,1114.9634,,451.6635,723.38525,1754.6272,1417.6682,,,2995.8225,7158.982,2055.194,4336.22,1442.8474,476.9799,337.99796,,7080.001,34918.13,,3049.0813,,603.9775,2746.5422,2478.9846,,4865.057,931.8083,1535.3357
1986,17354.422,,2557.9587,1798.0151,29680.133,64745.49,9378.469,,,10619.166,33674.17,27853.506,,400.156,26174.756,785.14307,344.99393,446.08026,4169.923,17091.291,30030.188,,,2934.2659,84596.35,1595.8351,6494.281,16508.516,49618.465,570.05426,2816.7693,587.3483,30183.408,63747.336,4393.0557,716.10535,2123.0747,1842.9644,957.67194,2511.4868,3410.1597,1247.5823,756.2601,5641.944,5206.53,,,13458.469,,26437.418,,4058.3203,38268.07,2738.5146,3888.3647,3888.3152,1817.0763,,16005.974,,275.1281,27513.389,3333.212,24813.03,2364.53,8741.052,27082.982,4266.725,784.449,514.94885,662.0023,501.44168,412.63132,14927.762,4346.3237,26551.24,2659.1414,,2591.3994,16876.344,1690.2299,,1811.0858,8315.594,1240.0647,21835.223,461.72562,18443.188,3234.8855,2308.4434,33739.277,20319.346,24420.08,3720.5034,4312.611,23527.713,,1245.9885,1022.8666,678.6701,1422.5165,7649.339,6560.4795,19042.379,604.3318,,2085.953,12022.665,6238.051,,1272.9147,472.43286,,52496.668,,25398.438,1542.6184,96396.23,,538.49194,3462.6306,7713.6123,3005.517,,451.84308,8030.449,200.21558,,1770.2904,,169.7878,1501.5934,3012.9893,380.29803,3444.1172,3187.749,,493.80408,1391.4788,1620.2527,28005.457,48623.383,386.34055,25595.377,26820.426,18173.342,,,6317.665,865.3838,6229.6187,3578.001,1551.4089,12310.822,2051.2522,,17117.416,11477.284,3575.7969,,27852.08,39682.242,,,407.8941,27682.566,692.19666,1022.5533,17396.027,1753.1144,961.5312,2297.535,,217.82205,,,1071.3617,6765.6445,,,32554.781,1446.7712,,7100.9375,991.11035,,420.45667,712.72845,1818.905,1420.202,,,3058.4822,6833.5366,1974.7152,4542.5337,1731.9138,486.83136,329.57852,,7663.5815,35794.887,,3196.9878,,607.59,2673.4187,2612.1233,,4712.819,910.9445,1515.9485
1987,20407.621,,2571.4968,1748.5787,30064.998,62391.55,9484.459,,,11381.23,34014.734,28213.664,,412.65405,26755.697,750.4039,334.889,452.65976,4415.8906,18193.207,30407.057,,,3177.2686,87182.19,1601.0183,6591.609,16892.732,49057.086,713.58716,3050.2317,551.0394,31001.129,64352.555,4603.2837,786.86487,2035.6208,1749.4247,952.77106,2443.7903,3520.1626,1233.6576,777.83093,5756.519,5036.6724,,,14253.497,,26766.96,,4337.567,38396.566,2952.0984,3746.1658,3785.7222,1835.1134,,16850.09,,302.76508,28412.45,3066.1284,25308.621,2327.8562,7044.1567,28482.867,4285.8726,803.42883,518.4607,651.2451,507.77997,412.79022,14541.86,4705.943,27705.062,2678.488,,2628.3184,18945.826,1752.0212,,1760.7505,8667.009,1276.1323,23666.15,469.20996,19301.209,3115.618,2454.995,36223.555,21421.29,25196.988,3982.1125,4213.355,24503.084,,1274.2208,1036.7101,790.5537,1406.3157,8203.619,7322.7197,19786.365,579.02264,,2005.3657,9976.13,6386.0796,,1279.8036,465.47314,,54218.277,,28006.91,1507.2,97606.95,,529.5091,3638.8438,7716.4976,3162.8044,,443.4237,8303.169,188.87167,,1784.5851,,193.95691,1486.6964,3256.4229,368.45807,3508.0095,3196.9966,,479.51056,1398.2488,1572.3369,28365.752,49244.965,384.65964,24307.197,26848.633,16524.18,,,6438.3296,890.3422,5982.3447,3837.2676,1576.9734,12699.381,2062.9612,,17935.035,12212.985,3739.834,,27497.83,38241.81,,,394.64822,25342.215,776.5308,1055.3246,18986.752,1840.3875,1003.77924,2309.0647,,231.38513,,,1014.6913,6272.929,,,33534.53,1594.97,,7137.556,973.62024,,396.28232,694.90674,1957.7596,1355.7385,2645.6416,,3138.0789,6445.5176,2055.7417,4873.0996,1908.4257,493.8259,332.18594,3141.6797,8229.873,36701.945,1483.8518,3189.9734,,616.71515,2530.444,2615.3494,,4664.13,908.68005,1483.5057
1988,24143.172,,2637.7817,1691.531,30469.344,56872.355,9236.808,,,12035.393,35389.457,29102.322,,423.9198,27930.486,752.70404,344.90445,453.83923,4893.694,18774.139,30582.453,,,3411.771,90024.09,1613.0485,6463.0054,17452.057,46889.492,725.55493,3536.4233,551.20935,31951.55,65975.11,4861.8496,861.1935,1981.3888,1565.1348,927.0773,2415.941,3588.9697,1233.02,813.0375,5802.829,5174.621,,,15322.621,,27651.037,,4704.105,38482.668,2952.7446,3606.2683,3916.0103,1882.268,,17670.975,,292.63702,29811.951,3062.153,26374.123,2331.7996,7730.9355,30048.82,4479.4004,828.501,536.9351,653.00006,522.5686,407.24136,15110.415,4807.0137,28883.818,2705.8997,,2546.0916,20386.334,1733.0958,,1728.6025,8674.638,1324.3757,26035.854,502.93735,20395.273,2833.1875,2398.238,35628.64,21682.37,26241.162,4112.197,4080.2876,26026.865,,1306.3644,1153.025,852.224,1675.6381,9022.844,8120.6396,17116.066,551.36316,3934.0293,1908.453,10458.67,7178.195,,1298.232,494.9219,,58381.754,,29320.482,1654.0068,100947.055,,532.03345,3826.3032,7657.7275,3288.8884,,467.95316,8928.211,164.70042,,1827.3896,,210.2223,1469.2119,3453.7205,360.18286,3737.26,3111.6064,,497.16455,1461.1913,1345.3408,29152.914,48855.812,405.63892,23058.059,26680.11,16544.44,,,6612.637,926.5578,5069.863,3397.0164,1638.0369,13105.439,2077.6016,,18815.916,13141.282,3851.5164,,25864.023,39095.605,,,399.46628,25615.008,764.45416,1016.82794,20595.975,1804.4227,907.8681,2305.6218,,239.0541,,,1008.2436,6672.8457,,,34234.99,1623.2759,,7489.74,1110.6226,,442.40012,719.0018,2180.4136,1491.0739,2849.2913,,3060.5754,6128.9067,2009.6404,4887.599,2237.592,513.8686,348.37384,3209.2822,8302.575,37889.38,1575.3032,3617.3472,,635.3982,2424.531,2567.14,,4714.2227,939.5997,1545.855
1989,26573.648,,2550.2944,1808.6461,31180.412,60031.867,8445.41,,,12727.131,36143.15,30097.65,,421.2877,28794.654,709.1889,343.0898,457.25433,4788.397,18183.312,32070.518,,,3771.1338,89743.055,1639.1133,6545.426,18056.094,44296.34,756.381,3888.7305,547.97363,32116.924,68278.06,5257.126,883.76416,1962.4218,1492.2817,886.8607,2408.1416,3636.0757,1162.3397,846.57404,5979.074,5160.027,,,16306.259,,28507.162,,4725.5654,38727.72,3018.1594,3666.853,3866.1675,1921.8563,,18494.94,,280.59296,31214.676,3257.2043,27372.053,2367.5447,8162.5825,30743.227,4146.257,849.1573,544.1253,663.3313,545.34064,387.1283,15602.974,4947.216,30528.8,2734.557,,2436.2964,20635.637,1731.0403,,1644.1038,8834.201,1396.6997,27362.568,521.07336,21666.723,2920.3694,2262.4705,35281.082,21440.158,27109.97,4377.063,3472.225,27199.94,,1320.5077,1160.676,849.27905,1516.915,9588.263,8609.426,20743.688,611.8221,2218.6265,1360.0804,10940.141,7736.223,,1314.1925,513.1063,,63481.586,,29931.588,1669.7325,104091.09,,537.84045,4051.5156,7783.8057,3139.4143,,478.5128,9564.909,168.11386,,1860.8457,,222.04312,1501.2329,3580.406,348.2011,3953.8147,2974.5679,,486.8657,1449.6802,1291.347,30259.432,49159.703,413.894,21871.625,26595.193,17522.62,,,6739.722,941.2443,5039.883,2912.6643,1696.0023,13540.542,2002.6808,,19453.768,14008.091,4006.16,,25833.193,40125.03,,8105.895,387.27994,24453.553,823.07684,1027.2758,22031.896,1822.7102,891.9349,2282.537,,252.36087,,,1013.5076,6847.8574,,,34910.168,1749.7216,,8210.907,927.8067,,448.54333,726.29346,2406.27,1353.8534,2651.252,,3059.094,6021.594,2000.2893,4806.6416,2157.5342,519.22266,358.7699,3321.191,8344.47,38911.543,1582.0084,3647.952,,668.3232,2399.6672,2655.6548,,4687.291,905.7474,1579.7963
1990,26609.385,,2380.1763,1606.2965,31143.146,66979.16,8115.0938,1644.0221,,13164.228,36886.145,31167.186,2820.84,427.03003,29609.621,749.45966,332.1533,473.44482,4431.029,18345.838,31013.412,791.2117,2888.819,4111.6816,89089.734,1679.4084,6149.8677,17426.936,44179.83,812.6713,4039.4653,519.78674,31700.547,70063.85,5342.5566,905.0325,1866.0786,1360.4777,801.567,2363.767,3714.185,1189.9404,835.1207,6037.0513,4961.4575,,,17144.396,11900.584,29747.691,,5019.2295,39306.793,2794.1353,3605.687,3919.7175,1972.138,,19174.771,9341.226,277.7689,31291.521,3414.9507,27992.975,2410.2224,8354.263,30876.371,3534.0322,855.31934,548.3715,658.7112,569.1697,366.3144,15438.794,5102.692,26805.549,2741.538,,2377.218,21357.363,1729.8314,9753.6045,1627.3126,8613.832,1470.9182,28042.443,537.87024,23481.312,3222.201,3526.5793,35417.15,22307.43,27625.18,4526.5015,3202.337,28422.213,5557.082,1329.3331,1203.472,824.05164,1387.653,10136.986,9367.093,20140.783,634.52527,2752.7244,754.13403,11085.944,8418.446,,1389.4161,533.82495,8333.351,66027.08,7622.698,31369.863,1695.6365,105878.375,3740.1016,538.53625,4590.2637,8036.8613,3148.0999,3534.3228,457.44583,10067.698,170.23344,,1823.4563,,221.04898,1437.7505,3810.4807,353.7713,4184.7607,2857.338,,465.9239,1577.1962,1260.877,31308.914,49937.457,422.72473,20743.055,26391.143,16629.455,,,6803.469,950.88464,5333.2188,2706.9226,1704.0757,13982.889,1892.3068,5111.345,18733.645,14593.255,4059.7734,,25342.115,40125.445,5019.437,7849.519,368.21957,25470.273,764.45044,990.7775,23272.7,1805.7455,886.05835,2348.2046,,259.40002,,,967.4908,6474.9556,8597.464,13615.586,34902.92,2033.4321,,8779.853,931.8851,,418.07358,703.6239,2631.5198,1312.947,3495.7483,633.1825,2987.6367,6060.6885,2114.4731,5154.6245,2450.7974,541.5448,369.8393,3102.3105,8320.355,39200.066,1569.0107,3780.9634,,687.8603,2613.8887,2534.122,1722.208,4544.2305,878.58923,1644.7697
