Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,ETH,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBY,LCA,LKA,LSO,LTU,LUX,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MMR,MNE,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NPL,NZL,OMN,OWID_CZS,OWID_ERE,OWID_MNS,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1967,1.4144001,0.76000005,1.7241001,,2.4663002,,2.25,2.3347,5.249,,1.0368001,,0.60490006,0.55,0.93750006,3.4737,0.93750006,,,1.1140001,1.3224001,1.3828001,2.3256001,1.4005,0.112100005,0.8,5.3110003,5.7158003,3.9284,1.9344001,0.7746,0.75060004,0.6833,0.625,1.0759001,1.0938001,0.4889,1.2962,0.9362001,,4.6993,,1.2800001,,1.5419,1.0948001,0.6255,3.4506001,,2.5010002,,2.4672,4.0880003,,1.5091001,,,1.164,1.1587,2.0,1.1500001,0.70000005,2.3447,0.87100005,0.87100005,7.3333,1.1235001,1.1971,,1.0696,2.848,0.93020004,1.1228001,1.2,1.1168001,3.6536002,3.7961004,1.1727,1.2156,2.8458002,,1.2,,1.2812,0.68020004,,1.5714,1.7570001,0.71330005,1.5000001,1.1726,0.74320006,,,0.67010003,,1.0667,1.0,1.1304001,,0.9067001,0.7185,,1.0,0.8769001,1.7052001,1.4699001,1.9263002,1.2222,1.4167,0.5756,0.8169001,0.8888,3.7915,1.8097,6.0412006,,3.0442002,1.0078,1.4777,,2.6293,2.4236002,2.8701003,1.3021001,0.78800005,1.6296,0.7203,1.3750001,2.4138002,1.1541001,2.5278,1.4304001,1.3000001,,3.6667001,2.1291,,1.0,0.5,,0.79260004,0.9524001,1.0885,0.83330005,,,1.4333001,1.4337,,,,0.6731,0.1609,1.0,0.4945,2.0343,,,1.0205001,4.1667004,1.5556,2.9964,0.75000006,0.8364001,,0.517,5.02728,,3.3600001,1.0281,1.1,0.46670005,2.3636003,2.1360002,0.92770004,1.7743001
1968,1.7064002,0.78270006,1.8782,,1.9421,,2.5,2.2338002,5.4118,,1.0714,,0.59270006,0.6,0.93750006,3.1736002,0.94000006,,,1.0600001,1.3224001,1.3369001,2.3754,1.4000001,0.25530002,1.0,5.3209,5.5052004,3.6233003,1.8169001,0.68670005,0.8161,0.68,0.93750006,1.0831001,1.0938001,0.44000003,1.4224001,0.93750006,,4.8943,,1.2800001,,1.4453001,1.1443001,0.6812,3.5115001,,2.8168,,2.4671001,5.2643,,1.4909,,,1.1089001,1.1538001,1.9763001,1.1500001,0.75000006,2.3243,0.87100005,0.998,8.5,1.5236001,1.1975001,,0.9778,2.9899,0.9832001,0.99740005,1.4000001,1.1550001,4.1118,4.1261,0.8693,0.592,2.8556,,1.2536,,1.3616,1.4245001,,1.7857001,1.2317001,0.79670006,0.96150005,0.7239001,0.6822001,,,0.76000005,,1.0263001,1.0,1.1806,,0.8414001,0.75310004,,1.0,0.597,2.1609,1.0197,1.6241001,1.2105,1.6364001,0.4963,1.0283,0.89360005,3.7037,1.8142,6.1114,,3.3771002,1.0297,1.746,,2.6352,2.2894,2.7695,1.0155001,0.8349001,1.69,0.7681,1.3725001,2.4528003,1.1545,2.4,1.3033001,1.0,,3.3333,2.1248002,,1.0,0.5,,0.6961,0.95650005,1.2894001,0.8148,,,1.4667001,2.0627,,,,0.5324001,0.1399,2.0,0.57790005,2.1955001,,,1.0525,4.4444003,1.5267,2.2740002,0.54340005,1.2432001,,0.42800003,4.989622,,3.44,1.0550001,1.0962,0.47500002,2.3636003,1.1332,0.82350004,1.3236
1969,1.7177,0.90000004,1.9485,,1.9291,,2.25,2.2401001,5.9578,,1.1161001,,0.56990004,0.6,0.93750006,4.1809,0.98,,,1.0858,1.3232,1.3149,2.4027,1.3991001,0.2745,0.77300006,4.7131004,5.6969004,2.6316001,1.7763002,0.78080004,0.93020004,0.6825,0.57140005,1.2034001,1.0606,0.43750003,1.3657,0.91110003,,4.875,,1.2308002,,1.5357001,0.99850005,0.72480005,3.7827,,3.0487,,2.5,4.8346004,,1.4909,,,1.1047,1.1525,1.5000001,1.08,0.66670007,2.7653003,0.8833,1.0365001,6.6667004,1.6822001,1.1979,,1.0522,3.7877002,0.94170004,0.9679001,1.4000001,1.1963001,3.7569,4.5235004,1.1963001,0.3009,2.7192001,,1.2741001,,1.1507,1.4114001,,1.8571,0.90400004,1.4634001,0.89290005,0.8245,0.7174001,,,0.9348,,1.0322,1.0,1.184,,0.75630003,0.69070005,,0.95350003,0.597,1.8857,0.9904001,1.8240001,1.2105,1.8000001,0.5423,0.9154001,0.91080004,4.0,1.8362,7.1670003,,3.9872,1.051,1.5518001,,2.8687,2.4206002,3.2628002,1.0309001,0.85370004,1.6007,0.83000004,0.9718,2.3404,1.1557,2.8929,1.3366001,1.2,,3.5200002,2.3309,,1.0,0.5,,0.88140005,0.9691,1.4372001,0.8248,,,1.5082,1.792,,,,0.5876,0.1562,1.9231001,0.8712,2.5191002,,,1.1219001,4.4847,1.5175,2.3519,0.62920004,1.2743001,,0.73700005,5.3913026,,3.1852002,1.0456,1.1198001,0.5,2.4425,1.2259,0.8046,1.7639002
1970,1.4757,0.91200006,2.0718002,,2.3299,,2.4,2.4069,4.9349003,,1.1607,,0.60890007,0.64470005,0.93750006,3.7387002,0.98080003,,,1.5692,1.2922,1.4421,2.4242,1.4013001,0.0693,0.6729001,5.2748,5.8665004,3.2366002,2.0885,0.70460004,0.89570004,0.71940005,0.57140005,1.3257,1.0606,0.30800003,1.1389,0.80950004,,4.9743,,1.2308002,,1.7308002,1.0235001,0.87790006,3.7839,,3.4278002,,1.2540001,5.0994,,1.4545001,4.0,,1.0643001,1.1525,1.7778001,1.0333,0.66670007,3.0165002,0.8833,1.1873001,1.3636,1.4577,1.1984001,,1.0435001,3.3762002,0.9614001,1.2791001,1.4000001,1.2296001,5.4762006,4.6344,1.3508002,0.29410002,2.7647002,,1.225,,1.5893002,1.3514001,,1.6667,1.0154,1.0430001,0.84000003,0.75600004,0.5146,,,0.62670004,,1.0237001,1.0,1.1935,,1.0832,0.70680004,,1.131,0.5758,2.0827,0.90000004,2.1245,1.2105,2.4444,0.58430004,0.9959001,0.91340005,4.1068,1.8695,7.2474003,,4.0917,1.0731,1.1874001,,2.8118002,2.3509,2.9474,1.1208001,0.8687,1.6085001,0.82870007,0.90320003,2.3529,0.87240005,2.8246002,1.4361,1.3174001,,3.2,2.1191,,1.2,0.5,,0.7651,1.0116,1.7630001,0.9143,,,1.5161,1.4884001,,,,0.6203,0.1407,1.7143002,1.2133001,2.5877001,,,1.0522,4.4873,1.6099001,2.5518003,0.4808,1.2933002,,0.8342,4.5440083,,3.1852002,1.2071,1.1010001,0.52940005,2.1667001,1.3986001,0.6333,1.2022
1971,1.34,0.7776,1.9443002,,2.4422002,,2.2857,2.4756002,5.7700005,,1.1863002,,0.50100005,0.7394001,0.71430004,3.8454,0.99070007,,,1.5493001,1.3037,1.3393002,2.3333,1.4004,0.66670007,0.68880004,5.1625004,6.6105003,3.3545,2.1456,0.83210003,0.9082,0.71690005,0.66670007,1.2281001,1.0606,0.3033,1.3528001,0.84620005,,5.0396004,,1.2593001,,1.8846,0.81350005,0.7092,3.6565,,3.7834,,1.2531,5.4151006,,1.4545001,5.0,,1.0758001,1.1525,2.0,1.125,0.55,3.4052,0.87720007,1.1339,4.0,1.7546,1.1988001,,1.0769001,3.5387,0.99230003,0.8999001,1.4000001,1.7688001,5.0667005,4.8484,1.2641001,2.9507,2.5,,1.2174001,,1.2919,1.6090001,,1.6250001,0.8234001,1.2014,0.71430004,0.7124001,0.5481,,,0.8607001,,0.95280004,1.0,1.2723001,,0.85240006,0.74390006,,0.9394001,0.56720006,1.9843001,1.1802,1.8909001,1.2105,2.5,0.6713,1.046,0.9131,4.8802004,1.7298001,8.4442005,,3.9845002,1.0873001,1.1203,,2.5801003,2.6534,3.0727,1.1139001,0.85700005,1.6487,0.8248,0.81970006,2.6531003,0.9692001,2.8305001,1.3821,1.2125001,,3.9286003,2.5070002,,1.0348,0.5176,,0.78840005,0.9714001,1.7944001,0.97120005,,,1.5484,2.5317001,,,,1.5734001,0.15300001,2.2414,1.2133001,2.4211001,,,1.0582,3.9220002,1.7959001,2.5507002,0.73,1.5036,,0.92130005,5.52938,,3.2593002,1.2140001,1.0038,0.5,2.0909,1.8023001,0.92120004,1.9011
1972,1.5652,0.75470006,1.9667001,,1.8620001,,2.3000002,2.7359,5.4800005,,1.0676,,0.54760003,0.72490007,0.71430004,4.3176003,0.99100006,,,1.3216001,1.2517,1.4130001,2.7276003,1.3996,1.0842,0.6343,4.7082005,3.6474001,3.3498,1.9238001,0.6716,0.9096,0.7315,0.66670007,1.291,1.0588001,0.19170001,1.3727,0.7085,,4.6595,,1.2593001,,1.9231001,0.8528,0.73260003,3.7472,,3.6024,,1.6570001,4.3531003,,1.4634001,4.0,,1.0358001,1.1552,2.1000001,1.1778,0.57140005,3.5394,0.8654001,1.1906,2.0,1.9039001,1.1993,,1.1174,3.9768002,1.0437,1.0943002,1.4286001,1.4162,4.9760003,5.3204,1.0934001,1.3659,2.8750002,,1.2538002,,1.4164001,1.8108001,3.0000002,1.7667,1.0304,1.2444,0.75000006,0.7518,0.5364,,,0.76440006,,0.9831,1.0,1.2648001,,0.6769,0.7023,,1.0238,0.5385,1.8800001,1.1909001,2.1796002,1.2,2.5,0.6319001,0.57310003,0.6196,3.3333,1.845,7.8499002,,4.4441004,1.1002,1.2089001,,2.4501002,2.6867,3.328,1.0945001,0.675,1.6408001,0.78400004,0.8824001,2.8571002,0.9308,2.6148002,1.3735001,1.1350001,,4.1071005,3.0711002,,1.0,0.41610003,,0.625,0.9714001,1.1553001,0.97920007,,,1.5385001,2.5,,,,1.7405001,0.2709,2.1429,1.1115,1.414,,,1.0271,3.9232001,1.7138001,2.7395,0.62100005,1.2048001,,0.7801,6.087967,,3.1690001,1.0887,1.1113001,0.5263,1.2929001,1.9173001,1.1433,2.311
1973,1.6170001,0.7288,2.0,,2.7206001,,2.0,2.3423002,6.57,,1.1507,,0.72120005,0.6578,0.8744001,4.1146,1.0,,,1.6402,1.2818002,1.4295001,2.6316001,1.3987,0.446,0.57000005,5.2881002,6.8897004,3.4034002,2.3336003,0.6686,0.8615,0.7241,0.5385,1.2737,1.0571,0.238,1.0822,0.8266,,5.3353,,1.2857,,1.8640001,1.1795001,0.92840004,3.6053002,,3.8988001,,3.6855001,5.6217003,,1.4894001,4.0,,1.0525,1.1500001,2.1000001,1.2143002,0.75000006,3.7824001,0.8556,1.6363001,2.0,1.8064001,1.1935,,0.887,4.0462003,1.0748001,0.96480006,2.0667,1.9108001,6.0606003,5.6101003,1.1342,0.8141,2.8333,,1.2897,,1.1613001,1.4929001,4.3333,1.7632,0.72620004,1.4950001,0.6327,0.7084001,0.60870004,,,0.48680001,,1.0187,1.0,1.1318,,0.84000003,0.76870006,,0.80880004,0.25,2.0654,1.1146001,2.4001002,1.25,2.6316001,0.49470004,0.6485,0.93100005,3.6667001,1.7948002,9.138801,,4.0267,1.0200001,1.6182001,,3.0693002,2.7217002,3.4713001,1.2135,0.81060004,1.6348001,0.82800007,0.4286,3.7143002,0.9229001,2.8413002,1.4193001,1.3254001,,3.9844,2.5018,,0.99070007,0.69280005,,0.86100006,0.99050003,2.0166001,0.97590005,,,1.5294001,1.6846001,,,,1.1320001,0.2789,1.8966,1.1179001,2.2276,,,1.0425,3.9209,1.7828001,2.7573001,0.887,1.3344,,1.0123,5.7302203,,3.1429,1.0353001,1.2521,0.5,1.5789001,1.0571,0.89150006,1.2088001
1974,1.6170001,0.66670007,2.1981,,2.8399,,2.0556002,2.3199,5.7601004,,0.9875001,,0.7569001,0.5626,0.88780004,3.1078002,1.0,,,1.1208001,1.2605001,1.5248001,2.6144,1.4008001,0.48430002,0.38860002,4.4339,5.7978,3.4109,2.4677,0.6417,0.9091,0.72720003,0.6054,1.3884001,1.0556,0.3143,1.4735,1.0484,,4.8195004,,1.2857,,1.6828002,1.3506,0.94170004,3.5792,,3.9810002,,1.7811,4.5587006,,1.4958001,3.0000002,,1.1431,1.1672,1.9000001,1.0667,0.70000005,3.5038002,0.76900005,1.4231,2.0,2.2422001,1.2001001,,1.0200001,4.2385,1.1290001,0.94810003,3.1250002,2.0913002,7.0000005,5.5946,1.5460001,1.5405,2.4906,,1.3448001,,1.1667,1.7347001,3.0000002,1.7107,0.8539001,1.6431,0.70000005,0.6697,0.9448,,,0.8697001,,1.046,1.0,1.1683002,,0.9667001,0.8205,,0.6618,0.3333,2.4692001,1.1532,2.4741,1.2381,2.7941003,0.6126,0.91190004,0.7756,5.0,1.8048002,7.0553,,4.0104003,1.0,1.1965001,,3.0604,2.5565002,3.5596004,1.2171,0.7863,1.6635001,0.8352001,1.4545001,4.0426,0.9458,2.9462001,1.4100001,1.3663001,,4.4155,2.5108001,,1.0181,0.6696,,0.89040005,0.97270006,1.6681,0.97580004,,,1.5143001,1.6083001,,,,1.5476,0.34750003,2.0536003,1.1774001,2.3321002,,,1.0714,3.9228003,1.9355001,2.7582002,0.6918,1.1082,,1.1693001,4.512627,,3.1429,1.1976,1.2600001,0.5,1.7147,2.2994,1.0272,2.0311
1975,1.6116,0.75000006,2.7,,2.5081003,,1.8750001,2.5936003,6.82,,1.1428001,,0.70870006,0.5873,0.90250003,4.3286004,1.0099001,,,1.0408001,1.3246,1.5048001,2.6144,1.4000001,0.71750003,0.42040002,5.7405005,6.5395,3.5935001,2.5416002,0.5217,1.2302,0.7338,0.6,1.2617,1.0526,0.4444,1.3149,1.1365,,5.5169,,1.2667,,1.8449001,1.8059001,0.9973,3.6175,,3.6989,,1.2941,4.184,,1.3962001,3.0000002,,1.0741,1.1500001,1.0,1.2,0.66670007,3.8425002,0.878,1.6715001,2.0,1.9130001,1.0835,,0.9231,5.0176005,1.1873001,1.2031001,2.1667001,2.48,5.7946005,5.8627005,1.8642,1.1568002,2.6871002,,1.4138001,,1.1818001,1.7153001,3.0000002,1.5556,1.25,1.1953001,0.70000005,0.68270004,0.65180004,,,0.75390005,,1.0959,1.0,1.2621,,0.86800003,0.79730004,,0.41670004,0.3125,2.2962,1.0,1.2814001,1.2273,3.0000002,0.46250004,1.3718001,0.92,5.3846,1.6525,7.6661005,,5.4896,1.1225001,1.0716001,,2.7632,2.8132,3.9737,1.2944001,0.87740004,1.7506001,0.851,1.1509001,5.3323,0.9458,2.9851003,1.2903001,1.3511001,,4.2626004,2.7962,,1.0751001,0.7136,,0.8665,0.9818,1.7842001,0.97920007,,,1.5278001,1.8493001,,,,1.4254001,0.48360002,1.5152,1.2337,2.3752,,,1.1111001,3.9214,2.0084002,2.7733002,1.2427,1.199,,1.0278001,5.4226837,,3.2143002,1.2909001,1.0505,0.5,1.8474001,1.9071001,1.4541,1.7575
1976,1.6598002,0.75000006,3.1111002,,2.1169,,1.8214002,2.8113003,5.86,,1.1328001,,0.69470006,0.8456,0.8974001,4.1459002,1.0212001,,,1.4438001,1.5269,1.5967001,2.6144,1.3992,0.78300005,0.42000002,5.3025002,6.1692004,2.5788002,2.5066001,0.47680002,0.88870007,0.72770005,0.6,1.3648001,1.0500001,0.45450002,1.5304,1.2401,,4.6782002,,1.3333001,,2.0188003,1.2787,0.9936,3.8343003,,3.5786002,,3.7023003,4.0305004,,1.4815,2.0,,1.0438001,1.1500001,1.2,1.0714,0.625,3.9453003,0.91110003,1.3342,1.6667,0.92920005,1.0206001,,0.9474001,3.8062,1.2277,1.0601001,2.1429,2.0099,5.6693,5.9862003,1.8215001,1.1373001,2.6190002,,1.6352,,1.3636,2.3167,3.0000002,1.0442,1.0,1.1042,0.70000005,0.7027,0.5792,,,1.1406001,,1.1880001,1.0,1.1819,,0.85700005,0.7706,,0.75000006,0.52940005,2.5024,1.098,1.5784001,1.2273,2.4,0.75320005,1.1973001,0.88710004,5.5556,1.7904001,7.0873003,,3.5984,1.8705001,1.3820001,,3.0693002,2.8371003,3.8360002,1.2242,0.76930004,1.8827001,0.8557001,1.3917,4.4046,0.9458,3.2353003,1.1656001,1.3659,,5.3935003,3.4294,,1.0798001,0.75560004,,1.0864,1.0385001,1.4624001,0.9042001,,,1.5152,1.4043001,,,,1.4476,0.92090005,1.6,0.8291,2.3862,,,1.087,4.2105002,2.1925,2.7580001,1.1146001,1.2802,,1.2206,5.5231037,,3.2143002,1.2185,1.1491001,0.5,1.6610001,1.5069001,1.4927,1.8065001
1977,1.5833001,0.5833,3.7647002,,3.278,,1.6667,2.7192001,6.9800005,,1.1475,,0.7311,0.8194001,0.84050006,3.5802002,1.0306001,,,1.3465,1.2616,1.6322,2.6144,1.4012,0.5446,0.33,5.7729,6.4795003,3.0748003,2.5155,0.47960004,0.8978,0.72270006,0.6111,1.2968001,1.0698001,0.37500003,1.8022001,1.25,,5.8107004,,1.3333001,,1.8711001,1.2226,0.88440007,3.6749,,4.4818,,3.7065003,5.2382007,,1.5088001,3.2715,,1.0703001,1.0769001,2.0,1.1290001,0.66670007,4.0358005,0.9063,1.3126,2.0,1.0887,0.93520004,,0.79990005,4.6439,1.2245001,1.0511,1.3750001,2.6024,5.708,6.5087004,2.1528,1.3835001,2.6311002,,1.6261001,,1.2903001,2.7398002,3.0000002,1.4196,1.25,1.0807,0.70000005,0.6539,1.5676,,,0.43410003,,1.0569,1.0,1.3572,,0.87250006,0.9516,,0.7167,0.5,2.4962,1.3210001,1.6941,1.2083001,2.9310002,0.72730005,1.0656,0.85440004,7.3746004,1.6641,7.3661003,,4.7012005,1.4092001,0.975,,3.2719,2.9668002,4.2525,1.2512,0.9628,1.8772,0.88540006,1.0372,4.0516005,0.9458,3.3333,1.2938001,1.3918002,,6.2924004,3.0484002,,1.1018001,0.6434001,,1.0515001,1.0769001,1.5509001,0.739,,,1.5152,2.0909,,,,1.2757,1.0603001,0.95000005,0.99420005,1.7177,,,1.1429001,4.086,2.181,2.6351001,1.2800001,1.3184001,,0.8766,5.698839,,3.2143002,1.5609001,1.0020001,0.5,1.6111001,2.081,1.6925001,1.8665001
1978,1.6183001,0.66670007,3.9535003,,3.6466002,,1.7500001,2.8683002,6.5600004,,1.3333001,,0.77790004,0.93130004,0.79910004,3.7215002,1.1587,,,1.7213001,1.3014001,1.2197,2.6144,1.4004,0.3111,0.5029,5.2586,6.7524004,2.7363002,2.8030002,0.46810004,0.74700004,0.7084001,0.3846,1.2851,1.0,0.3333,1.6899002,1.25,,5.2868,,1.3333001,,1.3888001,1.0813001,0.95220006,3.9099002,,4.4419003,,2.6667001,5.2862005,,1.4984001,3.0628002,,1.0634,1.0,,1.3971001,0.6,4.6655,0.9082,1.5329001,2.0,1.3341,0.9589001,,0.65000004,5.1335,1.3321,1.0762,1.3953001,2.2857,5.124,6.6401005,1.6235001,1.3804001,2.9167001,,1.4557,,1.2308002,3.2462,3.0000002,1.0471001,1.0,1.0932,0.70000005,0.74,1.4080001,,,0.98980004,,0.9434001,1.0,1.5199001,,2.4091003,0.92480004,,0.70000005,0.54550004,2.288,1.2374,1.1019001,1.25,2.65,0.7982001,1.2678001,1.1171,7.1429005,1.6352,7.0488,,4.2998,1.0938001,1.1189001,,3.5503001,3.1556003,3.561,1.2282,0.9401,1.6814001,0.94250005,0.9674001,3.6263003,0.9348,3.4783003,1.2848,1.3023001,,5.3935003,3.0424001,,1.121,1.6244001,,0.9599001,1.0769001,1.9179001,0.7243,,,1.5152,1.95,,,,1.7871001,1.0158,0.75000006,1.1714001,2.124,,,1.0556,4.0698004,2.2414,2.8987,1.1269001,1.32,,1.0519,6.339017,,3.3571002,1.4287,1.1045,0.5,1.5405,2.3130002,1.7049001,1.6732
1979,1.6102,0.5,3.7500002,,3.1071002,,1.9200001,3.3760002,7.1700006,,1.1283001,,0.72400004,0.9067001,0.72650003,4.8403,1.1429001,,,1.5244001,1.3602,1.4406,2.6144,1.3996,0.1066,0.32770002,5.5386004,7.5421004,3.7518003,2.9852002,0.47090003,0.74820006,0.8,0.6538,1.4136001,1.0,0.4286,1.6542001,1.25,,6.4057007,,1.4194001,,1.1757,1.1169001,0.9958,3.7119,,4.7390003,,2.5,5.2195,,1.5031,1.7900001,,1.0615001,1.0,,1.2222,0.66670007,5.7889004,0.90760005,1.7447001,2.0,1.4796001,1.0371001,,0.7843,5.4115005,1.3902,0.9794001,1.3571,2.4963002,4.0377,6.6173,1.4913001,4.0407,2.5907001,,1.3000001,,0.9333,4.5866003,5.0,1.1234001,1.0,1.0752,0.70000005,1.0677,1.1122,,,0.75000006,,1.0039,1.0,1.5154,,1.6684,1.2637,,0.64460003,0.5556,2.5021002,1.1998001,1.1429001,1.3043001,2.046,0.77940005,1.1482,1.0279001,3.3333,1.3321,8.031501,,5.0083,1.5079001,1.4375001,,3.1442,3.3847,4.4798,1.2483001,0.92300004,1.6749,0.97550005,2.2092001,3.8998003,0.9318,3.6232002,1.2838001,1.5044001,,5.4,3.5539,,1.0719001,0.76150006,,0.68390006,0.9231,1.8959001,0.7336,,,1.5000001,1.6709001,,,,0.91770005,0.60980004,0.8,1.1637,2.0103002,,,1.0465001,2.8115,2.3077002,2.9121003,1.3231001,1.6654001,,0.7577,6.8724985,,3.3333,1.498,0.99170005,0.5,1.6398001,1.8561001,1.6880001,1.4284
1980,1.6711,0.6,2.6504,,2.5703,,1.7059001,2.7912002,6.7000003,,1.0769001,,0.7437,0.90290004,0.7146,3.8586004,1.1413001,,,1.7891,1.3063002,1.779,2.5,1.3989,0.2495,0.37860003,5.6283,6.4715004,3.4873002,3.0789,0.81200004,0.83180004,0.79950005,0.8056,1.3893001,1.0,0.5313,1.9387001,1.2338,,5.6435003,,1.4375001,,1.2783002,0.966,1.0698001,4.0366,,5.0904,,1.7500001,5.3167005,,1.4896001,1.57,,0.86820006,1.0,,1.0678,1.0,7.4145,0.89400005,1.3690001,,1.4797,1.1455001,,0.8959001,5.3242006,1.4592,1.1586,1.4286001,2.5148,4.8929,6.7712007,1.5216,7.6500006,1.9886,,1.2,,1.0,4.3619003,5.4,1.0031,1.0,0.95000005,,1.0909001,0.95710003,,,0.8087,,0.99750006,1.0,1.8261001,,1.1097,1.1513001,,0.5429,0.6452,2.2454,1.2232,1.1429001,1.2308002,2.9245002,0.65790004,1.3161,1.1231,3.9216003,1.6241001,8.0758,,4.6851006,1.7502,1.5778002,,3.1827002,3.1534,4.2312,1.2619001,0.9631,1.5823001,0.9602001,2.4261003,3.5443003,1.0345,3.913,1.6931001,1.5531,,4.2808,3.2131002,,1.1847,0.517,,0.72740006,0.9231,1.8153001,1.0092001,,,1.5000001,1.5847,,,,1.3597,0.8704001,0.83330005,0.92080003,2.2283,,,1.0417,2.8060002,2.1269,2.8782,1.2329,1.1085,,0.9538,5.7113914,,3.3125002,1.4596001,1.1006,0.52000004,1.5758002,2.4195,1.6875001,1.3396001
1981,1.669,0.41670004,3.1585002,,3.8008003,,1.8000001,3.0584002,7.2700005,,1.1231,,0.6646,0.82970005,0.73,4.2616005,1.1429001,,,1.8444002,1.6087,1.8330001,2.5,1.4208001,0.36110002,0.4098,5.8573003,7.5081005,4.1277003,3.0513003,0.81630003,0.97730005,0.8334001,0.96000004,1.399,1.0,0.4286,1.7646,1.2338,,6.4444003,2.5,1.4242,,1.3852,1.0031,1.1503001,4.0936003,,5.031,,2.3333,5.8291006,,1.4000001,,,1.0161,1.1111001,,1.6447,0.81250006,8.5771,1.0444001,1.4638001,,0.86620003,1.4237,,0.94460005,5.8769,1.526,1.1622,1.95,2.2298002,4.4985003,7.2816005,1.4543002,3.6582,2.25,,1.5786,,1.0,4.3829,11.000001,1.0599,0.75000006,1.0204,,0.9178,0.8467001,,,0.24860002,,0.94600004,1.0,1.8240001,,0.8836,1.4660001,,0.5286,0.5195,2.4624,1.1318,1.1429001,1.2308002,3.4480002,0.68750006,1.6438001,0.93850005,3.1481001,1.5805001,8.8295,,4.1744003,1.2973001,1.6375,,2.66,3.4933002,4.2695003,1.2588001,0.9786,1.7307,0.97900003,1.4385,4.2048,5.4348,4.058,1.44,1.6103002,,5.5102005,2.7036002,,1.2328001,0.2727,,1.2167,1.0769001,1.8098001,0.72080004,,,1.5152,2.0,,,,1.6835,0.83430004,0.87500006,0.98800004,2.3538,,,1.0465001,2.7858002,2.069,2.7298002,1.3622,1.3154001,,1.2365,6.8348413,,3.2353003,1.4510001,1.1170001,0.52000004,1.6972001,3.3137002,2.0399,2.0781002
1982,1.6658001,0.41670004,3.7252002,,3.0284,,1.7879001,3.4819,7.8500004,,1.1077,,0.64840007,0.82350004,0.73870003,5.5047007,1.1654,,,1.9257001,1.5733001,1.7308002,2.5,1.4209001,0.5188,0.4023,5.8812003,8.5326,3.6957002,3.2691002,0.82690006,1.0928001,0.84760004,0.5701,1.4125,1.0,0.44000003,1.5294001,1.2338,,6.5717006,2.5,1.4118001,,1.2986001,0.78360003,1.4964001,4.1181,,5.5704,,2.0619,6.3185005,,1.4583001,,,0.9276,1.1111001,,1.8085,0.65000004,8.707901,0.90000004,1.6449001,,0.88310003,1.3451,,0.9994001,6.8743,1.5693002,1.1448001,2.0,2.3648002,6.5268,6.7509003,1.3022,2.8875,2.0297,,2.0712001,,0.83610004,4.1194,5.0,1.0998001,0.69570005,1.0204,,0.83790004,0.72650003,,,0.6172,,0.96970004,1.0,1.7976,,0.99270004,1.7600001,,0.43750003,0.57140005,2.5369,1.1792,1.125,1.2308002,3.1821003,0.68090004,1.3777,0.9256,5.1546,1.4062,9.0705,,5.3312006,1.8385001,1.4903002,,3.5376003,3.6090002,4.9586005,1.273,0.8561,1.7418002,0.99000007,1.3258001,4.1957,4.0,4.2029,1.5643002,1.4892,,5.5102005,3.8164,,1.1606001,0.93540007,,0.97580004,1.0714,1.7344002,0.71720004,,,1.5152,1.5556,,,,0.88680005,0.89540005,0.72440004,0.8615,2.2988002,,,1.0435001,2.8062,2.3448002,3.0278,1.343,1.3789,,1.0250001,7.1047196,,3.3333,1.6425,1.1487,0.52000004,1.7337,1.8827001,1.6507,1.2767
