Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,,17.025974,115.45108,294.71323,490.81873,308.7566,67.0,178.53056,451.7196,483.0,67.0,13.741241,449.66867,28.021954,11.189337,17.568214,151.0,361.58023,263.0121,139.0,49.0,85.34807,49.545795,274.32236,273.38562,295.94067,13.458443,59.58783,12.411748,402.18115,1043.3359,283.77844,78.605385,128.55676,66.40672,3.4269187,30.140993,51.64611,105.31007,32.288452,166.26772,89.08811,635.0,94.18843,327.3973,35.11898,116.57133,357.0,177.71167,76.59119,124.06561,180.52766,44.4557,357.88498,98.784676,7.4758215,411.0,22.910637,183.02393,7.8766522,206.10156,321.5596,178.0,36.5779,34.646805,26.24793,28.04311,48.04073,514.25726,232.1642,160.22668,63.66308,73.62869,112.0,39.197723,219.0,42.64479,61.0,217.5271,290.9817,,477.0,515.0,542.0,107.90696,226.3852,306.0,152.0,35.133286,42.0,48.36957,0.0,385.66092,311.1071,333.2053,35.5835,490.75443,19.864975,372.7381,260.2603,71.0,27.151272,142.0,468.0,207.0,78.46165,242.74727,71.0,21.759989,509.0,260.36588,3.8436222,228.0,41.520187,319.0,17.0,,40.98374,3.8807507,80.30046,117.100426,4.9556475,145.34503,33.789257,21.201351,46.297462,63.23927,272.0,513.0,26.0,29.417292,246.87862,124.76613,142.83151,42.330677,190.63922,86.60615,43.0,136.40218,3.9609845,176.0,419.0,204.04839,535.1583,48.0,111.0,5.9552226,297.0589,65.27477,39.85132,700.6641,3.3854017,72.94842,156.85931,,110.09627,,72.31113,74.753044,65.0,187.0,314.0,39.296234,119.13674,93.76825,25.789278,27.65225,77.19621,35.0,86.209694,,14.476511,341.43314,114.60771,125.0,0.5869145,13.65906,20.680525,110.0,260.10977,685.39557,96.0,73.83715,,36.25854,7.356072,15.884364,56.08342,86.51495,32.445953,
2001,,68.10345,121.4814,313.95166,346.42334,307.87164,69.0,202.55153,464.32175,510.0,71.0,13.990612,460.18054,29.213436,11.7408905,19.353603,205.0,383.94336,291.06598,135.0,74.0,93.690346,54.80637,297.47043,272.6379,323.285,10.906234,56.013504,13.91837,415.48996,1081.4573,298.7104,87.15678,128.90245,61.63153,7.9793315,37.545033,54.544353,99.32534,32.871334,170.65683,119.833336,678.0,109.80866,342.70035,36.083973,129.97424,377.0,180.63255,73.51982,140.1528,209.79875,43.257713,387.87622,94.596756,8.365187,428.0,24.424059,196.97498,8.924211,217.56044,318.71686,184.0,38.30247,36.141815,22.863857,29.448318,89.39647,583.6275,229.91551,194.766,67.30127,81.41387,120.0,37.551216,260.0,45.64556,71.0,223.63516,322.73825,,504.0,566.0,531.0,131.7818,240.86655,320.0,129.0,37.156796,45.0,51.00953,0.0,362.7166,337.75064,369.72272,38.227383,473.6339,13.522448,384.0786,259.65604,77.0,26.225319,156.0,492.0,253.0,86.81698,259.40656,87.0,21.118816,342.0,289.40958,4.103776,213.0,38.70959,386.0,20.0,,42.979305,3.8851576,83.28545,125.04689,4.5428095,135.8437,36.483723,22.770058,49.748154,63.28305,281.0,515.0,31.0,28.53793,289.25247,126.983154,151.66927,40.18088,197.74648,95.53947,45.0,137.70308,4.1843276,183.0,424.0,202.26053,568.97473,53.0,127.0,6.1933045,302.94217,60.608612,40.795372,760.97876,3.6546166,40.46071,161.10074,735.3989,119.97325,,76.56444,88.30843,72.0,193.0,400.0,43.190903,177.24951,89.400406,28.627966,28.185158,78.49391,39.0,151.59467,,15.137842,307.99188,124.18974,105.0,3.313079,19.08815,21.209894,125.0,259.44562,703.67535,104.0,81.1875,,39.12177,7.600483,18.11983,62.99055,85.40617,33.53855,
2002,74.61533,62.275196,131.16571,325.55734,696.60187,247.70644,194.0,199.4906,483.83606,546.0,80.0,14.907173,526.30743,29.789011,11.118287,20.912455,219.0,408.1281,296.996,133.0,87.0,99.522095,58.374275,301.13184,282.93063,325.02478,14.142405,57.190952,14.552133,436.78015,1115.3295,313.56998,96.94462,123.30089,63.192074,7.8082685,41.27086,46.26145,97.01058,34.93092,181.40326,138.19691,702.0,112.724785,370.11954,36.689674,130.02013,393.0,189.26845,78.59347,178.2902,217.81493,40.663906,411.6496,112.43825,9.058996,453.0,24.335169,205.32082,9.559658,241.3417,310.01688,221.0,41.708534,39.57435,24.947592,26.115458,340.57465,696.95276,240.34172,198.27837,69.85482,86.874695,146.0,36.941082,284.0,51.165714,72.0,248.035,296.58276,,530.0,519.0,546.0,87.67188,253.88828,337.0,161.0,36.366547,47.0,54.452766,0.0,377.99094,334.4092,404.42065,41.345585,425.78726,13.288963,330.76904,276.6875,79.0,24.865915,164.0,552.0,275.0,96.59909,270.5195,102.0,21.1696,354.0,310.77502,4.3598876,239.0,39.5686,436.0,26.0,,46.21633,5.021148,85.3399,143.22424,3.6751504,137.27745,36.540726,23.615492,47.312206,74.95803,293.0,577.0,32.0,27.53655,295.6458,117.08892,158.91113,38.6838,209.94516,104.37176,46.0,146.20885,4.849096,189.0,416.0,183.82861,627.9813,58.0,148.0,6.7892275,284.43768,61.43099,45.567703,803.58466,3.0130208,49.00023,164.48662,694.20593,130.62674,,73.61913,108.0719,81.0,204.0,420.0,46.098602,98.124725,92.75784,46.491295,28.793007,75.8509,43.0,151.21957,,17.243746,400.56427,135.83336,95.0,4.2532024,23.258255,22.744772,135.0,216.22148,759.99164,108.0,88.17557,,39.203033,6.690882,21.529493,66.17072,80.19429,31.172838,
2003,74.24357,65.795044,145.0009,336.26688,702.14014,238.98257,217.0,229.88718,489.3249,581.0,85.0,14.458123,589.2375,30.641876,10.933427,22.28625,230.0,538.8702,309.3357,133.0,86.0,107.82507,60.213337,281.59326,329.43338,357.14267,25.679815,57.927063,15.584856,444.92953,1127.7976,335.5039,105.39758,113.07134,65.299095,11.315746,46.54875,36.436775,94.36064,35.602135,193.16464,154.26674,656.0,132.17297,395.3779,36.135117,140.71948,400.0,190.5961,76.827644,221.11433,218.26868,35.963535,429.0854,141.90535,8.3955345,469.0,25.848244,210.84091,10.875757,240.98746,382.39246,268.0,40.07161,37.95376,20.02824,24.627476,312.3234,766.1113,240.72035,205.36307,69.13868,92.83049,143.0,39.38094,331.0,60.758404,74.0,337.04886,346.38535,99.56547,553.0,500.0,544.0,105.250084,265.01385,372.0,178.0,39.361847,64.0,57.751976,0.0,388.17966,370.01398,402.5722,58.736423,395.41617,10.938989,317.97638,297.55933,69.0,26.347305,180.0,560.0,293.0,108.13754,270.70773,109.0,21.465439,360.0,374.21503,4.4232073,255.0,42.707073,478.0,28.0,,44.580463,4.4048266,89.66193,154.86769,3.8282485,157.68217,40.83312,23.995792,114.02482,70.17473,298.0,592.0,34.0,27.417788,285.37082,119.436104,169.71333,42.039066,211.09709,96.77241,56.0,156.72926,4.6029835,202.0,451.0,194.04982,612.4115,61.0,170.0,9.209833,287.2124,77.87664,51.666027,830.0134,2.5310693,52.095062,170.60909,603.0925,146.2236,,71.66639,109.08482,94.0,214.0,421.0,49.916183,121.68386,95.27575,29.016495,30.197372,77.85142,48.0,225.1984,15.582149,17.700014,382.38834,148.61214,91.0,4.7885833,26.473186,21.935057,151.0,217.11288,807.7676,109.0,99.90606,,43.08008,6.7709165,23.12869,94.43166,79.96177,33.537174,
2004,79.41618,78.22644,152.84126,357.17624,777.28033,242.91321,196.0,237.03375,528.6444,635.0,88.0,15.50048,597.7562,31.085382,13.905344,24.166304,248.0,472.28055,328.8631,209.0,94.0,108.40979,60.278885,299.06345,349.67017,351.99304,26.118395,55.326046,17.127197,470.65143,1185.5155,339.3283,111.30802,110.404686,68.93272,14.818915,43.062588,62.383766,94.00867,38.50976,202.2408,146.98946,705.0,142.33081,441.35974,35.118706,147.59459,442.0,195.33102,98.52206,242.35316,209.78049,31.019094,447.56467,177.52324,8.482351,499.0,30.578615,215.45773,12.13325,227.61032,380.16077,296.0,38.68884,43.3606,10.619605,27.35837,294.33838,803.97784,217.7108,208.93282,71.884605,101.79573,173.0,36.803226,326.0,60.864918,78.0,345.20236,381.45444,102.65115,588.0,525.0,553.0,98.893326,276.04364,386.0,197.0,41.70026,67.0,59.90355,0.0,355.88437,392.1447,393.1343,43.494404,377.68802,35.965797,286.90714,285.13812,89.0,26.222555,235.0,606.0,308.0,121.68187,281.197,122.0,20.945168,470.0,388.64246,4.733637,253.0,40.46553,490.0,30.0,,51.815998,3.7833464,89.33404,164.6123,3.9777453,172.849,42.86944,24.512236,99.92131,80.21363,325.0,631.0,37.0,19.942072,280.1345,120.97299,178.11288,44.238224,236.04694,97.01136,60.0,164.19876,4.9267693,231.0,482.0,214.77129,629.1745,119.0,176.0,13.29302,283.74088,79.86131,57.735416,852.52905,2.7288733,53.38041,180.48502,608.9681,181.49182,,77.02224,116.90537,206.0,220.0,449.0,54.823135,129.72919,89.743645,40.916332,30.327581,79.28787,53.0,376.8519,19.968517,18.053425,472.7023,162.69827,108.0,3.8335636,28.650703,19.851461,166.0,229.60042,845.09784,112.0,112.74875,,53.40144,6.9580817,23.865238,104.75629,80.54445,35.587715,
2005,83.618866,58.130478,164.55634,374.10345,732.3795,340.1046,197.0,279.50253,558.42163,649.0,86.0,16.818798,614.1047,30.16536,14.27475,27.91769,275.0,400.89432,353.62,238.0,128.0,107.61918,65.35648,315.80814,360.935,302.9062,25.898382,50.488552,17.577711,504.8713,1137.082,356.84906,121.92806,103.980125,72.00072,14.65259,38.4453,82.91594,96.903015,42.828953,219.59464,158.9653,758.0,155.60356,458.10968,36.008053,157.93475,457.0,191.16008,104.32099,268.3213,224.66585,31.44336,468.3998,202.21266,8.123129,520.0,29.393581,231.05743,13.926594,212.62567,357.7166,337.0,41.928482,42.845394,12.058241,29.877956,232.11145,809.0818,249.13364,221.00201,74.92926,116.55635,142.0,36.71412,352.0,94.29411,83.0,424.05835,413.0432,82.01489,587.0,552.0,544.0,102.47197,290.22943,386.0,181.0,44.64667,75.0,72.01934,0.0,439.47888,447.24323,367.6224,41.07377,360.0622,38.429077,247.87938,288.88425,92.0,27.614923,266.0,639.0,337.0,137.45868,300.2583,161.0,23.575165,458.0,405.4137,5.178493,244.0,43.912697,559.0,37.0,,65.20861,3.813482,85.613396,208.03268,4.0841665,181.18057,42.675415,26.531538,105.99663,82.51265,339.0,668.0,36.0,19.235952,298.9846,103.21684,189.49301,59.23592,248.30312,101.41615,85.0,172.44402,4.505442,224.0,520.0,222.77563,535.88324,98.0,193.0,16.852737,259.6803,79.58136,34.93574,875.835,2.8644183,55.15199,213.16063,597.81946,226.33147,,75.807014,119.475914,259.0,249.0,465.0,58.341553,151.36864,83.61718,42.625813,30.349655,88.88187,58.0,400.3937,24.59416,19.220047,461.70123,172.72772,140.0,3.5810258,30.680618,36.09015,168.0,253.58737,890.99817,116.0,121.6166,,56.800175,7.170697,26.950287,112.21982,81.82356,37.044426,
2006,90.888916,43.98458,180.70784,412.30322,715.92206,368.88684,225.0,333.1139,597.2259,676.0,104.0,20.602156,652.5747,31.382397,17.394669,31.15376,316.0,378.81882,380.87878,275.0,150.0,105.69601,64.26022,329.3252,385.99973,246.19783,26.514513,49.36483,18.752869,565.8948,1216.3442,387.91458,129.02779,97.56654,74.284584,15.7698555,38.400635,102.762886,97.0969,47.65311,236.33473,184.21112,800.0,171.96585,499.08044,37.368416,163.23225,498.0,197.95033,115.88973,280.72635,223.31592,30.827991,510.043,226.53299,12.128323,537.0,37.300846,317.5208,13.711074,216.69873,392.39865,351.0,46.81924,37.63275,13.725277,32.811665,222.33723,850.94855,264.5928,239.53088,84.73525,133.23079,162.0,37.31592,357.0,101.03085,85.0,470.28894,398.65494,82.23954,575.0,469.0,584.0,99.42744,268.66528,424.0,161.0,45.95039,81.0,62.102917,0.0,512.17114,480.23615,344.8289,37.951916,401.7279,32.806297,230.68698,347.46542,101.0,28.75648,305.0,705.0,321.0,154.67874,332.52792,210.0,23.18516,475.0,422.62543,5.101437,233.0,47.905518,609.0,37.0,,56.959545,4.064324,82.31976,234.30043,4.8014402,196.39877,45.089428,27.69065,112.53404,95.66882,310.0,708.0,30.0,23.38498,332.02524,107.04693,201.02948,77.44516,268.12424,126.27038,95.0,196.13028,4.5205765,238.0,590.0,242.40482,501.31833,117.0,237.0,10.913211,261.357,103.27869,34.840874,900.5731,3.3046184,56.30635,190.8036,634.06726,284.20157,,68.256386,123.17868,345.0,247.0,504.0,62.99234,153.01888,83.881744,48.560852,31.52423,59.94259,62.0,411.71738,17.877108,18.269384,535.74133,187.62782,165.0,2.5786672,32.63727,50.783127,181.0,248.53763,927.26324,123.0,133.91206,,65.75404,7.3275423,29.252682,125.149506,82.70088,34.528233,
2007,87.75962,50.91028,212.8156,448.49414,678.7049,404.69427,236.0,379.9226,607.3815,708.0,119.0,23.03102,693.90576,31.34924,18.573124,35.374554,335.0,472.05734,399.4723,315.0,182.0,107.82345,65.1514,339.9016,386.15576,220.8592,27.912617,48.63202,19.718641,583.40027,1318.1516,410.8472,128.37074,89.39725,77.49239,15.404494,39.90193,122.35435,96.51923,48.098698,259.90253,179.98291,870.0,215.40062,520.1636,36.704906,192.13898,531.0,189.659,133.01892,247.69214,220.78447,31.137428,538.4011,263.92743,14.441107,581.0,41.71029,337.38275,12.735064,230.93016,396.02255,390.0,48.779682,39.19412,14.826096,31.05426,244.81538,843.7417,307.70438,247.57776,93.29907,145.83224,179.0,38.539356,361.0,108.98133,89.0,428.35742,429.85025,101.45185,570.0,519.0,600.0,140.40701,265.53824,423.0,149.0,46.520294,82.0,51.608864,0.0,518.5529,519.4368,376.2654,37.524242,431.4661,15.740914,250.48903,423.27997,119.0,34.974083,311.0,545.0,369.0,166.40501,394.21918,226.0,22.914831,496.0,436.27518,5.552443,225.0,51.28236,638.0,42.0,,63.25587,3.971987,82.57305,260.99374,7.641213,209.52846,48.508102,27.571245,111.78481,111.2981,314.0,728.0,46.0,21.101868,280.18057,116.31692,208.8732,79.07946,300.60583,149.90823,105.0,213.95305,4.5999193,259.0,617.0,265.57062,449.63657,120.0,266.0,10.62245,281.31033,130.898,38.455437,930.9601,3.4634154,63.213436,208.83958,654.40686,364.96906,,61.648457,126.40831,417.0,283.0,536.0,66.59718,145.7679,84.21907,45.368324,34.95836,55.666454,77.0,262.76654,15.412758,20.14093,573.07336,206.43594,185.0,3.3395176,34.360714,52.662136,191.0,258.2042,969.7857,135.0,153.08662,,72.525826,7.305879,29.752163,142.37602,81.557976,29.303722,
2008,103.83311,47.38823,254.5178,450.06628,595.9564,429.30417,384.0,353.50705,630.34973,734.0,146.0,20.763544,726.35297,26.776192,19.515783,37.73218,383.0,429.92084,410.40784,358.0,221.0,108.59761,67.07641,328.602,405.8904,166.09097,27.23285,46.001175,19.958805,601.17914,1368.7404,417.50836,138.96231,88.6052,77.10543,14.559692,37.91429,145.36485,95.56969,47.192028,278.8448,173.92554,1091.0,286.82892,540.7137,31.965166,228.14247,556.0,197.81639,139.68597,262.91083,243.47801,22.931475,579.1022,290.30597,14.105688,621.0,41.78745,371.74957,12.7195635,200.2743,439.37656,409.0,51.120945,37.832855,15.968175,34.81091,229.46996,878.65735,322.3761,240.74115,103.14796,166.4827,233.0,39.298317,387.0,105.14511,90.0,481.57623,471.7753,75.52177,593.0,501.0,649.0,144.45213,256.6179,435.0,127.0,43.532322,96.0,77.77214,0.0,721.1942,590.7432,344.36417,31.050411,438.66953,18.74214,223.33255,383.77762,145.0,34.43368,366.0,576.0,405.0,176.0718,412.3331,265.0,24.412334,517.0,417.59137,5.377776,217.0,52.436497,691.0,48.0,,71.470985,3.9698992,79.98189,345.90005,8.089649,217.22958,55.09916,27.646877,118.199394,116.23125,428.0,774.0,52.0,23.81242,360.13995,115.52617,217.6214,75.391945,298.21927,173.7096,116.0,217.11626,4.6283693,285.0,675.0,298.8281,374.05698,153.0,333.0,10.63325,282.87048,138.27904,38.223274,1005.33386,3.599023,67.680405,218.88293,718.1594,420.12988,,48.370995,150.1978,347.0,296.0,567.0,66.045204,217.87851,80.77602,45.589127,35.40855,61.596485,86.0,384.3595,13.290398,20.85209,500.21884,216.41708,160.0,3.9578834,33.104248,54.094803,190.0,278.09766,981.57654,146.0,146.62622,,72.65224,7.371532,32.488262,143.36664,80.01363,25.16072,
2009,111.747604,38.396378,289.98987,441.57693,440.19922,402.38397,438.0,242.99123,679.4066,756.0,219.0,20.257212,769.4458,28.238443,21.80677,40.810303,414.0,537.1786,401.4046,240.0,228.0,106.057274,76.35713,346.44202,436.73758,193.93747,32.34552,40.767128,20.684814,631.56323,1415.3472,404.21518,155.68198,89.534744,76.52802,12.12203,52.09676,135.05806,95.41156,49.81723,258.4147,176.68312,1109.0,303.41742,568.0277,30.790915,213.3687,590.0,193.97548,187.8483,264.14972,241.05457,29.241367,557.349,297.30746,17.598867,637.0,68.25337,400.1705,12.467393,263.34393,496.19687,468.0,49.715427,41.17359,16.467314,33.054253,319.86188,843.5388,300.16336,234.68443,103.56713,146.13268,224.0,39.11201,392.0,109.9464,92.0,555.96674,587.4946,97.85565,619.0,510.0,641.0,96.6674,205.01726,455.0,137.0,41.22097,82.0,87.65403,1.0,670.2232,588.3857,362.59357,35.84505,427.84085,54.44576,323.77792,372.49527,166.0,36.414085,356.0,603.0,399.0,192.02817,374.0051,295.0,24.930706,425.0,427.65137,5.3284616,245.0,54.261044,688.0,51.0,,72.924355,4.000565,83.35444,358.25494,8.927124,207.38852,61.571136,28.368792,128.92911,111.99996,405.0,771.0,52.0,19.852888,364.72604,157.48457,226.07207,67.50499,311.62723,178.94757,121.0,233.98451,6.2909727,309.0,673.0,298.6052,524.0239,182.0,404.0,11.030911,367.46243,130.08011,46.19392,969.5812,3.257951,69.09835,204.49977,723.3684,411.17285,,45.448284,146.0852,412.0,302.0,582.0,64.755775,201.35533,90.307724,47.721775,38.381542,69.17352,89.0,296.7471,11.629384,19.876877,734.46136,231.18353,123.0,3.0814736,33.240257,50.496574,193.0,277.53363,961.5709,161.0,149.38155,,78.59216,7.7196536,32.141335,163.48952,76.892,22.335432,
