Date,ALB,ARG,ARM,AUS,AUT,AZE,BEL,BGR,BIH,BLR,BOL,BRA,CAN,CHE,CHL,CHN,COD,COL,CYP,CZE,DEU,DNK,DZA,ECU,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GRC,HRV,HUN,IRL,IRQ,ISR,ITA,JPN,KAZ,KEN,KGZ,LBN,LSO,LTU,LUX,LVA,MAR,MDA,MEX,MKD,MNE,MNG,NLD,NOR,NZL,OWID_CZS,OWID_ERE,OWID_SRM,OWID_USS,OWID_WRL,OWID_YGS,PER,POL,PRK,PRT,ROU,RUS,SRB,SVK,SVN,SWE,SYR,TJK,TUN,TUR,UKR,URY,USA,UZB,ZAF,ZWE
1988,1.5000001,1.2655001,,1.4037,3.9492002,,,1.9513001,,,1.1552,1.1378001,2.1825001,5.3735003,2.585,1.3445001,,1.8696,0.8209001,,4.0922003,4.6762004,0.27460003,0.7353,1.5417,,,2.2107,3.9297001,4.5667005,,,1.7209,,3.3058002,6.5044003,0.9778,1.1667,2.236,1.8327,,1.0526,,1.493,1.4286001,,,,1.0487,,1.4820001,,,0.88210005,4.5517006,2.9650002,3.6509001,3.5729,0.9365001,,1.2098001,1.6301,1.8784001,0.15010001,2.6135,2.0,0.73120004,1.4127,,,,,3.1338003,1.0610001,,0.1613,1.8528001,,1.2305001,1.4111,,1.2286,1.6752
1989,1.0,1.5016,,1.5067,3.7091002,,,2.8278003,,,0.87020004,1.1696,2.0651002,5.5896006,2.3952,1.4064001,,1.7692001,0.597,,3.5781002,4.3318,0.52590007,0.8762001,1.4143001,,,3.2343001,3.8839002,4.4627004,,,1.8780001,,3.3422,5.9821005,1.2,1.0101,1.7523001,1.9050001,,1.1765001,,1.5278001,1.4286001,,,,1.0742,,1.3921001,,,1.0297,4.1218,3.2103002,3.5739,3.2413,1.121,,1.3927001,1.7941,1.9372001,0.15230002,2.7212,2.0,1.0377,1.5875001,,,,,3.5381002,0.46670005,,0.13000001,1.5429001,,1.0775001,1.9472001,,1.4000001,2.2633002
1990,0.75000006,1.5403001,,1.4659001,3.9402,,,1.8248001,,,0.7243,0.92010003,2.3328001,5.2440004,2.6241002,1.8089001,,2.0,1.0,,4.4535003,4.6400003,0.50320005,0.90720004,1.4672,,,3.6652002,3.8651004,4.9719,,,1.4186001,,3.4102,6.6055,1.0566,1.3095001,1.9052,2.2227,,1.0577,,1.5789001,1.6085001,,,,1.1089001,,1.5741,,,1.0418001,4.7045,4.6613,3.8186002,4.5415,1.1476,,1.4743001,1.9303001,2.0161002,0.1514,2.8373003,1.7781,0.8226,1.6216,,,,,4.3026004,1.0505,,0.07230001,1.9722,,1.0012001,2.1567001,,1.5287,1.9949001
1991,0.75000006,1.5403001,,1.4659001,3.6937,,,1.4449,,,0.92390007,0.8693,2.131,5.1800003,2.7003002,1.4286001,,1.5714,0.8,,4.9173,5.3847003,0.96930003,0.64040005,1.2426001,,,3.3671002,4.096,5.0463,,,1.7919002,,2.6501002,6.9417005,1.0,1.0219,2.4680002,1.8056,,1.1085,,1.6104001,1.3587,,,,1.4150001,,1.7269001,,,0.3512,5.4342003,4.2475004,3.8666003,3.8817,1.4221001,,1.2091,1.6718001,1.9148002,0.1473,2.7303002,1.9021001,0.8276,1.2302,,,,,4.1226,0.9616,,0.1509,1.9522,,0.75060004,1.8161001,,1.205,2.1698
1992,0.94040006,1.3377,1.1860001,1.4567,3.3834,1.8488002,,1.9187001,2.2680001,2.17,0.70820004,1.047,2.2761002,4.918,2.8726003,1.8461001,,,1.3182,,3.6758003,2.8653002,0.7523,0.42520005,0.99780005,1.0472,,3.0166001,4.1340003,5.0105004,1.1512,,1.7991,2.5743003,2.8100002,6.7662005,1.1855,1.0641,2.2766001,1.6593001,1.6199001,1.1111001,3.0000002,1.3514001,1.3669001,0.82500005,,0.8646,0.6786,2.6926003,1.1188,1.2731,,0.42310002,5.1309004,2.5559,4.1064,3.0130002,0.9919001,1.6904001,,1.7499001,,0.15120001,1.8439001,2.0,0.601,1.6714001,1.3248001,,,2.4478002,2.3561003,1.0,0.86950004,0.1437,1.8084002,2.5341003,0.9365001,2.3472002,0.47620004,1.2857,1.6547
1993,1.2252,1.6143001,0.75000006,1.6853001,3.6107001,1.1972001,,1.3516,2.2759001,2.8175,0.8119001,0.9806,2.6484,5.1600003,2.9687002,1.7425001,,,1.4000001,3.7778003,4.8255,4.4677005,0.5376,0.49470004,1.3686,2.3782,1.2377,3.6181002,4.1784,5.2274003,0.7683,,1.8297,2.3875,1.8217001,6.3861003,0.7612001,1.08,2.5896003,1.7155001,1.4675001,1.0882,2.6667001,1.3289001,1.3714001,1.7986001,,1.5196,0.595,2.901,1.1903001,0.81320006,,0.5457,5.9615,3.5869,4.0054,,,1.5146,,1.8947,,0.1578,2.3263001,2.0,0.83040005,1.5189002,1.3754001,,2.5435002,2.1612,4.2683,1.0,0.78400004,0.149,1.8252001,2.9,0.88530004,1.9497,2.0,1.3193,2.0
1994,1.7354001,1.4384001,0.75000006,1.7392,3.4791002,1.3378001,,1.5958002,2.2784,2.0649,0.82470006,0.92700005,2.4397001,4.846,3.0456002,2.4,,,0.75000006,2.7201002,4.2440004,4.7071004,0.46570003,0.56200004,1.1911,1.593,1.085,3.4397001,4.1307006,5.4793,0.90000004,,1.8556001,2.2941003,2.3231,6.1244,0.92590004,1.1673001,2.4602,2.2348,1.3407,1.0857,1.7500001,1.3247,1.3547,1.2661,,1.6463001,1.2366,1.4490001,1.3130001,1.2539,,0.56240004,5.0727005,3.6992002,4.458,,,1.7027,,1.8075001,,0.1524,2.0104,1.6667,1.0592,1.4871,1.2909001,,2.4694,2.4788,2.9016001,1.0,0.5165,0.15120001,1.6811,2.2946002,1.0352,2.0479002,1.1667,1.48,1.9548001
1995,1.2090001,1.3791001,1.0,1.0301,3.9640002,1.1534001,,1.3179001,2.25,1.8938001,0.8259001,1.0951,2.3723001,5.1313,3.1000001,2.0,,,0.7727001,3.0994,4.5940003,5.1262007,0.7201,0.75200003,0.6309,2.0782,0.95330006,3.3319001,4.0373,5.5191,0.62670004,,1.8877001,2.4257,2.6034,6.4824004,0.92730004,1.0917,2.2379,2.7523003,0.614,1.0588001,1.1852,1.3333001,1.3333001,1.4072,,1.6053001,0.49460003,1.5150001,1.7904001,1.3038001,,0.625,5.3448,3.7928002,3.8135002,,,1.8572,,1.7160001,,0.13970001,2.5105002,1.4286001,0.78470004,1.6929001,1.2165,,2.6788,2.3891003,3.4678001,1.0,0.51390004,0.17,1.6896001,1.9932001,0.8525,1.9573002,1.125,1.3571,1.9048002
1996,1.2089001,1.2177,0.9961,1.6505,3.67,1.3079001,,1.143,2.2563002,2.1090002,0.8299001,1.355,2.5897,5.5969,2.4686003,2.4079,,,0.79170007,3.2676003,5.3198,5.1344004,1.1488001,1.2601,1.6977,2.3436003,1.3151001,3.3675,4.4435,6.1458,0.7083,0.66670007,1.8827001,2.4266002,2.348,6.9856005,0.8966,0.86300004,2.4691002,1.6393001,0.8506,1.0868001,1.5549,1.325,1.4286001,1.9690001,,1.8918002,0.89330006,0.9455,1.8929001,1.0032,,0.29410002,5.6316004,3.9715002,4.0833,,,1.5313001,,1.9625001,,0.13080001,2.5306003,1.5756,0.85670006,1.2422,1.3865001,,2.2765002,2.4126003,4.2306004,0.80380005,0.32620004,0.18020001,1.7028002,1.5172,0.9721,2.0702,1.0,1.32,1.9168001
1997,1.1713,1.2557,0.7519001,1.5713001,4.268,0.9983,,1.3251001,2.2829,2.5286002,0.8696,1.1623001,2.3255,5.558,3.1347,2.6136003,,,1.0370001,3.1795,5.1187005,5.2508,0.66700006,0.61050004,1.3022,2.1099,1.0753001,3.3678002,4.2659,5.7700005,1.25,0.69250005,1.8539001,2.5794,2.6449,6.4078,0.8833,0.661,2.0575001,1.4493002,0.85050005,1.0924001,2.0769,1.4000001,1.3333001,1.9911001,,1.9712,0.6266,1.3833001,1.5881001,1.0936,,0.4718,5.4500003,3.8045,4.2696004,,,1.8305001,,2.0453002,,0.9035,2.6057,1.5833001,0.5852,1.5318002,1.6078001,,2.5214,2.5019,4.0392003,1.6895001,0.4328,0.1902,1.7736001,1.9189001,0.97300005,2.1325002,,1.0,1.8958001
1998,1.5962,1.7689002,1.4233001,1.7439001,4.053,0.83820003,,1.4308001,2.3627,1.7113001,0.91840005,1.0976,2.4865,5.537,3.3403003,2.6000001,,,1.1034001,3.1145,4.8435,5.1139,0.7674001,0.70220006,1.7561,1.6273001,1.0126001,2.5229,4.7363,5.9796004,0.63070005,0.69600004,1.9239001,2.5894,2.5598001,6.1340003,0.84620005,0.3571,2.4809,1.3889,0.41930002,1.1429001,2.2180002,1.3171,1.3333001,1.9597,,1.7353002,0.7146,1.6384001,1.3677,1.3021001,,0.46070004,5.0,4.1814003,4.019,,,1.9014001,,1.9581001,,1.0187,2.6013002,1.5936,0.5956,1.6140001,1.1764001,,2.5185,2.6118002,3.6479,1.2092,0.5636,0.1999,1.9592,1.3485,1.0,2.1605,,1.0123,1.6
1999,1.32,1.5955001,1.2379001,1.978,4.2921004,1.3516,,1.6646,2.0934,1.2591001,0.9293,1.3162,2.6039,4.7238,2.5349,2.4325001,,,1.1765001,3.318,5.0016003,5.0352006,0.85120004,0.7982001,1.2962,1.1601,0.91740006,2.4513001,4.5045004,5.8704,0.637,0.6996,1.8597001,2.3555002,2.5458002,6.7327003,1.0315001,0.4255,2.3317,1.6502,1.4001,1.0588001,2.5729,1.25,1.4831,1.3105,,1.4004,0.47360003,1.2559,1.4864001,1.1821,,0.4553,5.6000004,3.8933003,4.1998,,,1.8209001,,1.9242,,0.99770004,2.5270002,1.5691,1.1963001,1.5869001,1.1255001,,2.1248002,2.3476002,3.4519,0.80490005,0.6883,0.20930001,1.8892001,1.4374001,1.6667,2.1363,,1.0179001,1.9126
2000,1.4673002,1.6438001,0.63920003,1.9144001,3.5648003,1.0799,5.4528003,1.1581,2.2095,1.7354001,0.9359001,1.1773001,2.6077,5.1904,2.7952,2.1127,,,1.0606,2.7108002,4.5870004,5.2311006,0.55730003,0.53020006,2.2069001,2.1955001,0.91420007,3.5329,4.4225,5.8765,0.39090002,0.7033,1.9552001,2.3656,1.6722001,7.5357003,0.8,0.5935,2.2611003,1.7773001,0.9602001,1.1667,2.1949,1.1429001,1.4568001,1.8713001,4.8282003,1.7486,0.29790002,0.7886,1.4108001,1.0946001,,0.5331,5.5417004,4.137,4.425,,,1.5241001,,2.0733001,,1.0554001,1.8921001,1.5385001,1.3218001,1.0888001,1.4729002,,1.1974001,2.3749,3.8495002,0.7246,0.10580001,0.21830001,2.0497,1.8324001,1.2839001,2.3011003,,1.32,1.9485
2001,1.4299,1.9198002,1.6334001,1.6139001,4.0781,0.71830004,5.0,1.9255,2.0549,1.8034002,0.9409001,1.3298001,2.1727002,5.0472,3.8447,2.2571,,,1.0270001,2.8527,4.9332004,4.8500004,0.87850004,0.65610003,1.4917,1.8992001,1.09,3.0449,4.1027,5.5280004,1.6121,0.707,1.9548001,2.7442,2.4692001,7.0655003,1.0698001,0.42110002,2.2176,2.0,1.2046,1.1007,2.5237,1.1667,1.4785001,1.7599001,4.5212,1.4928001,0.53470004,1.4424001,1.2791001,1.1500001,,0.4595,5.3077006,3.8912,4.4788,,,2.075,,2.0782,,1.0313001,2.4579,1.4667001,0.6308,1.7478001,1.7074001,,1.9133002,2.5822,3.4241002,0.7981,0.1897,0.22690001,1.7783002,1.9962001,1.2768002,2.2072,,1.8086001,1.9840001
2002,1.6555,1.8336,1.7786001,1.8284001,3.6427002,1.6020001,5.5385003,1.5221001,2.5277002,2.1931002,0.9265,1.1729001,2.1109,5.3284,4.4643,1.7927,,,1.125,2.7481003,4.3571005,4.9892006,0.75100005,0.91330004,2.0124002,1.7540001,1.1773001,3.3425002,5.0212007,6.0005,0.92090005,0.71090007,1.9783001,3.0300002,2.1563,7.1064,0.8,0.4,2.1782,2.6000001,1.2688001,1.1005001,3.3874002,1.2,1.4710001,1.7727001,5.2058,1.6921,0.71050006,1.1097,1.5033001,1.5257,,0.39290002,5.1584,3.4829001,4.7581005,,,1.8823001,,2.1069,,1.2203001,2.4564,1.5000001,1.0760001,1.4182,1.5554001,,2.1203,2.9220002,3.9559002,0.83330005,0.9908,0.2432,1.8874002,1.8505001,1.2381,2.0217001,,1.9406,2.1667001
2003,1.4803001,1.6678001,1.2774001,1.0501,3.7378001,1.8699001,5.9942007,1.3700001,1.7235001,2.5315,0.9511,1.4645001,2.3867002,4.8687005,4.6650004,2.5154,,,0.79920006,3.0187001,4.5877004,5.2452006,1.0942,0.91600007,1.8310001,1.7375001,1.2833002,3.0495002,4.0540004,6.1646004,1.7122,0.71500003,1.9538001,2.0958002,1.4883001,7.3857007,1.2184001,0.36360002,2.0649,2.5,1.0622,1.1016,3.1442,1.1676,1.4796001,2.3776002,5.2769003,1.585,0.7853,0.8421,2.0251,1.0852,,1.1458001,6.0656004,3.9318001,5.0504003,,,1.9042001,,2.1342,,1.0784001,2.2431002,1.4674001,0.72120005,1.3547,1.6741,,1.9022,1.8569001,3.8937001,1.0,0.9113,0.2522,2.0948002,1.7295,1.3504001,2.3327,,1.32,2.125
2004,1.8189001,1.5037,2.0045002,1.8527,4.5843,1.6013001,5.4981003,2.3600001,2.7943,2.8775,0.9696,1.3238001,2.809,5.1849003,4.3939,2.2222002,,,0.98200005,3.8759,5.2047005,4.9984,1.2034001,0.7408,2.1738002,2.0565002,1.2891,3.0767002,4.7226005,5.8043003,1.1641,0.72050005,2.0319002,3.1318002,3.1226003,7.76,1.389,0.3176,2.3029,2.0,0.767,1.1426,2.6927001,1.0526,1.4954001,2.2292001,4.9596004,1.8942001,0.87030005,1.7963002,1.5375,1.7146001,,0.679,5.3763,4.2315,4.112,,,2.3565001,,2.2564,,1.0235001,2.7523003,1.4344001,1.0989001,2.3851001,1.5025,,2.272,2.8565001,4.0284,,0.8306,0.2608,2.1364,1.973,1.4451001,2.3221002,,1.4323001,2.049
2005,1.7381,1.8403001,1.1649001,1.4352,4.2502003,1.7419001,5.1443,1.6400001,2.2547,2.6621003,0.9829001,1.4199001,2.5822,5.1864,4.6603003,3.1818001,,,1.4874,2.9237,4.5908,4.552,1.2658001,0.74850005,1.184,2.4958003,1.2558001,3.1074,4.4775004,5.8484,1.1099001,0.7275,2.0373,2.3351002,2.5209,6.7143,1.6071,0.32660002,2.4551003,2.0,1.1775,1.0488001,2.1546001,1.2667,1.4997001,1.9144001,4.5601,2.1034,0.6133,1.1994001,1.6611,1.5527,,0.5119,5.5718,3.7623003,5.7428,,,1.9779001,,2.0760002,,1.0683001,2.4557002,1.4545001,0.46870002,1.7707,1.4292,,1.9962001,2.7935002,3.7292001,,1.1007,0.2694,2.0317001,1.7571001,1.5000001,2.2598002,,1.4907,2.0611002
2006,1.6897,1.5308001,1.0884001,1.8145001,3.7318003,1.7818002,5.0262003,1.8540001,2.3836002,2.2876003,0.9879001,1.2520001,2.5066001,4.9546003,4.8236003,1.4403001,,,1.9167,2.6848001,4.5177,3.9496002,1.1861,0.71430004,1.8082,1.9526001,0.9046,2.9169002,4.3407006,5.9900002,1.0833001,0.7347,2.0144,2.6744,2.5453002,7.1176004,2.0,0.33350003,2.4537,2.0,1.1782,1.0107001,2.2172,1.1163001,1.5789001,1.059,4.4274,1.4563001,0.9279001,1.3791001,2.0007,1.7466,2.0878003,1.4760001,5.6056004,3.3591003,4.5362005,,,,,2.0306,,1.0333,1.9194001,1.4404001,1.6229001,1.7741001,1.465,1.9854001,2.118,2.5435002,3.1741002,1.0,1.4323001,0.27770004,2.0860002,1.5605,1.5600001,2.1447,,1.5536001,2.0733001
2007,1.6212001,1.7603002,2.1274,0.74630004,3.1791003,1.5983001,4.7829003,1.0282,2.5395002,2.6828003,0.9926,1.7363001,2.5897,4.5373,4.1717005,2.3815,,,1.628,2.7011,4.0934,4.7573,1.1235001,0.73330003,2.4640002,2.7093003,1.2019001,3.5118003,3.8355002,5.5007005,2.0,0.65790004,1.9485,2.0077,2.0870001,7.4695005,3.5000002,0.3176,2.3375,1.8957001,1.3525001,0.98620003,1.9508002,1.1111001,1.5854001,1.9368001,3.9044,2.0865002,0.2879,0.35090002,1.7244002,1.3504001,1.1018001,0.84020007,4.0,3.8129,4.7689,,,,,2.1289,,1.0,2.5102,1.4263002,1.3468001,1.2425001,1.6258001,1.9354001,1.7932,2.3786001,4.3725004,1.6,1.1158001,0.2858,2.028,1.5292001,1.5180001,2.1566002,,1.5849001,2.2857
2008,1.5683001,2.1067,1.8950001,1.2137,4.0666003,2.2433002,5.9726005,2.1911001,2.6532001,3.3513002,0.9976,2.0376,2.9499002,5.0887003,3.9241004,2.6087,,,1.2310001,3.1778002,4.4192004,3.8483002,0.6301,0.5533,2.3507001,2.2544,1.2080001,3.4228003,4.7037005,5.8033,1.6111001,0.76220006,1.9848001,3.2873,2.9694,7.6114,3.0000002,0.31750003,2.4242,1.6667,0.9405,0.97660005,1.6875001,1.1351,1.4706,2.0706003,4.9833,2.1375,0.7113,1.432,1.4688001,1.8545,2.4,1.0949001,4.8612003,4.2147,4.9356003,,,,,2.2642,,1.0960001,2.2927,1.4121001,1.6733001,1.9101001,1.7114002,2.4109,2.0564,2.6428,3.6854,1.7143002,0.6065,0.29370004,2.1787,2.1203,1.2583001,2.2842,,1.5882,2.0949
2009,1.9231001,1.3717,1.9919001,1.3329,3.9642003,2.0961,6.1989,1.5365001,2.6558,3.3530002,0.92800003,1.8838001,2.9697,5.5029,3.4046001,2.9,,,0.6908,3.3185,5.0776005,4.7115,1.2498001,0.7692,1.6463001,2.394,1.2178001,3.4618,4.9041004,5.7659,1.4483001,0.7823,2.0335002,2.9806004,2.128,7.1422005,1.8826001,0.3174,2.3532,1.7986001,1.3670001,0.9681,2.6880002,1.1579001,1.4706,2.2335,5.2001004,2.3333,0.96840006,0.75670004,1.8121,1.8195001,2.4969,1.0678,6.1389003,3.4123,4.5391,,,,,2.283,,1.1151,2.6945002,1.3980001,1.2099001,1.4658002,1.7881,2.0805001,2.1735,2.4027,3.9989002,1.4545001,1.1663,0.3013,2.3552,1.7578001,1.7279001,2.4369,,1.6087,2.0845
2010,1.95,1.3058001,1.8125001,1.3665,3.6833003,1.6730001,5.0923,1.7265,1.9927001,2.4657001,0.9203,2.2776003,2.7491002,4.9927006,5.0196004,2.9494,,,0.85920006,2.6444001,4.2285004,4.814,1.2428001,0.7612001,2.0039,1.7909001,1.3849001,2.9095001,4.5564003,5.5063,0.66670007,0.80230004,1.9888002,2.4995,2.3205001,7.5178003,2.2733002,0.3173,2.2217,1.9240001,0.82190007,0.88890004,2.4931002,1.1229001,1.5063001,1.6246,4.2157006,1.7743001,1.2459,1.0735,1.6647,2.0077,2.5975,1.2791001,4.6625004,3.9283001,5.3558,,,,,2.1415,,1.0941,2.6415002,1.3838001,1.0712,1.6801001,1.4453001,1.9777,1.6672001,2.9148002,3.5332,2.0889,1.1568002,0.30870003,2.3262,1.4752,1.6432,2.3172,,1.6581,2.0738
2011,2.3107002,2.3200002,2.3926003,1.3652,4.3872004,2.019,5.0342007,1.9758002,2.6987002,2.8456001,0.96590006,2.1671002,2.9137,5.1825004,5.3370004,4.3529,,,2.0027,3.6320002,4.3752003,4.8034,1.2921001,0.73010004,2.2017,2.2113001,1.4667001,3.3845003,4.1169,5.6478,0.95940006,0.822,2.0535002,3.0470002,2.4121003,7.8551006,2.6389,0.31720003,2.3530002,1.9214001,1.8012,0.8974001,2.1922,1.1173002,1.5099001,2.0332,3.5931003,2.0845,1.7651,1.7423002,0.97920007,1.8813001,2.4946003,1.2306,5.7675004,3.2302,4.6896005,,,,,2.3476002,,1.1153,2.5295,1.3697001,0.9218,2.0318,1.8153001,2.2570002,2.3674,3.1585002,3.9408002,2.3599,0.78730005,0.3159,2.5429,1.8064001,1.6469,2.0547001,,1.6893002,2.0633001
2012,2.16,2.1158001,2.5014,1.7261001,3.7676003,2.0604,5.6429,1.8523002,2.6086001,3.2198002,0.90200007,2.065,2.8161001,5.3380003,4.0635004,3.1625001,,,1.8998002,3.3874002,5.2029,5.1798,1.2869,0.7251,1.5580001,2.4654,1.5375,3.4197001,4.841,5.1429,2.6667001,0.90000004,2.055,3.3156002,2.5877001,6.6034,2.8830001,0.31710002,2.4361002,1.9169002,0.88960004,1.0,1.7580001,1.1322,1.5000001,2.3093002,5.1676,2.2910001,1.1829001,0.9039001,1.7935001,1.4889001,1.5944,1.7852,5.9689,3.3502002,4.6636004,,,,,2.2237,,1.1984001,2.8569,1.3556,0.7418,1.7454001,1.4120001,2.236,2.1381001,3.1782,3.8203003,1.6759001,1.0509001,0.35050002,2.3652,2.0913002,1.6871,2.1944,,1.7227,2.0
2013,1.9853002,1.9057001,2.3609,1.5388001,3.7529001,1.9151001,5.4800005,1.9888002,2.8582,2.6391003,0.9293,2.2861001,3.4804,4.7367005,5.3644004,3.4286003,,,2.4131002,3.1938002,4.7734003,4.8634,1.3499001,0.7253,2.1546001,2.4511,1.6575,3.476,4.6163,5.458,1.4783001,0.90000004,2.0521002,2.7788002,2.5688002,7.2097006,3.1343002,0.317,2.3547,1.9158001,1.3820001,1.0,2.181,1.1279001,1.5000001,2.2378001,4.8982005,2.1821003,1.4354001,1.5911001,1.8448001,1.8752,2.8234,1.3352001,5.5754004,3.2579,5.1846004,,,,,2.4272,,1.1713,2.7432,1.3414001,1.2478001,2.0539,1.6451,2.6350002,2.2032,2.5827,4.3664002,1.4839001,1.176,0.35050002,2.5417001,1.9365001,1.8094001,2.2978,,1.7663001,2.0
2014,2.1317,1.9673002,3.0103002,1.7555001,4.546,1.6308001,6.9677005,1.8059001,2.0696,3.4505002,1.8881,1.8122001,3.1715002,5.6519003,4.4736004,3.1250002,,,0.8603,3.5998,5.0654,4.9072003,0.87310004,0.7451,1.5085001,2.381,1.7316,3.4099,6.7082005,5.9751005,1.4167,0.88890004,2.1974,2.6745002,2.6660001,8.0484,4.1600003,0.30870003,2.329,1.9215001,1.1754001,0.96970004,1.4281,1.1007,1.5196,2.4216,4.6474,2.3716002,0.87530005,1.5666001,1.7687,2.0999,2.2667,1.8159001,5.6682005,3.9318001,5.2148,,,,,2.4050002,,1.1793001,3.0479,1.3245001,1.3344,2.1285,1.7063001,2.4383001,2.5200002,3.2610002,4.1731005,1.4286001,0.73090005,0.3465,2.2434,2.5142,1.6429001,2.4338002,,1.6461,2.0614
2015,2.0548,2.1458,3.0764,1.4021001,4.0957003,2.3459,7.4691005,1.9586,2.588,3.2574,1.5973002,1.7024001,3.2684,4.8973002,4.6551003,3.3222,,,1.8801,3.6461003,4.5052004,5.2711005,1.0016,0.74640006,1.613,2.7787,1.6167,3.4849,6.9518003,6.0992002,1.4571,0.88600004,2.0887,3.0578003,2.8346002,8.448701,3.1384,0.26920003,2.3988001,1.9211,1.1930001,0.95610005,2.7180002,1.0977,1.5300001,2.5465002,4.9238,2.7049,1.1404,1.0056,1.7943001,1.8410001,2.7389,1.0124,5.3423,4.5182004,5.0179,,,,,2.3478003,,1.2239001,2.6473002,1.3218001,1.2117,2.0014002,1.6027,2.7233002,2.7087002,3.3353002,4.6134,1.2121,1.2206,0.3543,2.4166002,2.3207002,1.8095001,2.5168002,,1.6074001,2.0617
2016,2.1718001,2.3094,2.7675002,1.5821,4.2124,2.5617,4.4707003,2.0474002,2.9407,2.6803002,1.5474001,2.6435,3.4947002,4.2197003,4.9449,3.2954001,,,0.9591,3.5197,4.6398,5.0739,0.9416,0.75030005,2.1773002,2.2011,1.9128002,3.3949,6.6033,5.7872005,1.6667,0.892,2.3283002,3.0263002,2.8542001,7.9009004,2.1687,0.29770002,2.436,1.9196,1.5978001,1.0188,2.1822,1.1090001,1.5154,2.1916,4.8339,2.3527,0.60980004,2.1146002,1.8536,2.1103,2.6895,1.0587,4.7986,4.7093,5.5345,,,,,2.5011003,,1.4041001,2.8744001,1.3295001,1.5509001,2.2489,1.7360001,2.9541001,2.6185002,3.2440002,4.4421005,1.1190001,1.2873001,0.3503,2.2640002,2.3964,1.9005,2.3677,,1.6283001,2.0764
2017,2.2136002,2.4450002,1.7897,2.2041001,3.2984002,2.1965,4.5625,2.4008002,2.8679001,2.8704,1.4652001,1.6838001,3.5488002,5.3765,5.2121005,3.4154,,,1.9758002,3.2325,4.5004,5.3794003,0.72900003,0.7523,1.5091001,2.6566002,1.8648001,3.7622,4.743,5.4348,1.6818001,0.88900006,2.2291002,2.9532,2.5449,8.388901,,0.28050002,2.1118002,1.9208001,1.3343002,1.0007001,2.4231002,1.1025001,1.5213001,2.5784001,4.5221004,2.4815001,1.1708001,2.2479,1.6645001,1.5874001,2.6246002,0.87770003,4.6241,4.1807003,5.7633,,,,,2.5566003,,1.3756001,2.9814,1.3254001,1.2941,2.4633002,1.9639001,2.4368002,2.3573,3.2051003,4.4693,,1.3119001,0.3605,2.2152,2.3833,1.6842,2.2120001,,1.6505,2.0855
2018,2.1083002,2.2514,2.3043,1.4046,3.4629002,2.2871003,5.3487005,2.2055001,2.5989,2.2593002,1.5341,2.0539,3.4192002,5.0713,5.3146005,3.4126003,,,1.8182,3.5652,4.1140003,3.4571002,1.5253001,0.75380003,2.7807,1.9768001,2.0522,2.8802001,4.6091003,4.9708,1.6207,0.89940006,1.0082,2.854,2.6209,6.6288,1.0,0.28550002,2.3239,1.9205,1.429,0.99030006,2.3140001,1.0833001,1.5341,1.7720001,5.7742004,2.1682,1.7453002,1.264,1.9897001,2.0434,2.6533003,1.0761,4.8865004,2.2426002,5.6069,,,,,2.3299,,1.416,2.3015,1.3110001,1.5462,2.3763,1.7292,2.8611002,2.3109,2.72,2.5731003,,1.2007,0.3703,2.4574,2.1372,2.0506003,2.3274,1.6993002,1.7,2.0857
2019,2.1128001,2.4001002,1.4332,1.2094,3.7549,2.4681003,5.2254,2.5934,2.6676002,2.301,1.5660001,2.0683002,3.6224,5.6311,5.1586003,3.4936004,,,1.0,3.1604002,4.1116004,5.0168,1.3050001,0.7548,1.8552,2.6111002,2.1499,3.9915001,4.6007004,5.9121003,1.3636,0.9071,1.0946001,3.1486003,3.2297,8.103701,,0.2879,2.3539,1.9203001,1.0966,0.9879001,2.0495,1.0833001,1.5407001,2.0656002,5.1643,2.8582,0.64900005,1.5841,2.0719,1.8448001,2.8271003,1.1273001,5.8462005,4.1708,5.7145004,,,,,2.4526002,,1.4041001,2.4411001,1.2918001,1.4092001,2.2431002,1.8235,2.4810002,2.6385002,3.3306003,4.7559,1.3077,1.4927,0.36020002,2.4187,2.3200002,2.2334,2.3070002,1.7,0.7857,2.0851002
2020,2.2888002,1.8618002,1.9506,1.4007,4.1693,1.9067,4.5829,2.3627,3.1689,2.8812,1.5455,1.8878001,3.4815001,4.9665003,4.9219003,3.5946002,,,1.0909001,3.923,4.5952005,5.6944003,1.1128001,0.75270003,2.7218,2.8747,2.0129,3.7370002,3.9327002,4.9095,1.5333002,0.91700006,1.1487,3.4072,2.9880002,7.0857005,,0.28460002,2.407,1.9205,1.0493001,0.99670005,2.1413002,1.0714,1.5320001,2.627,5.1509004,2.9468002,0.36990002,1.4422001,2.2489,1.8174001,2.5819001,1.1223001,4.828,4.7409,5.8160005,,,,,2.5860002,,1.414,3.2525,1.3094001,1.3048002,1.9406,1.7674001,3.0460002,2.6949,3.4,4.5340004,1.2069001,1.5299001,0.36360002,2.7773001,2.5628002,2.1933002,2.3352,1.6964,2.1756003,2.081
