Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_USS,OWID_WRL,OWID_YGS,PAK,PAN,PER,PHL,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLE,SLV,SRB,STP,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
1580,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.0,,,,,,,,,,,,1492.5597,,,,,,,,1446.4004,,,,1288.0773,,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292.3352,,,,,,,,,,,,,1286.0,,,1154.7009,,,,,,,,,,,,,,,,1478.0,,,,,,,,,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.6125,,,,,,,,1279.3943,,,,1445.0612,,1654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433.155,,,,,,,,,,,,,1283.0,,,1204.5854,,,,,,,,,,,,,,,,1349.0,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.8931,,,,,,,,1328.5725,,,,1367.2292,,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567.736,,,,,,,,,,,,,1280.0,,,1221.2695,,,,,,,,,,,,,,,,1578.0,,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.224,,,,,,,,1340.13,,,,1345.8705,,1661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.264,,,,,,,,,,,,,1274.0,,,1256.7972,,,,,,,,,,,,,,,,1568.0,,,,,,,,,,,,,,,,,,,,,,,,
1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.7374,,,,,,,,1256.8177,,,,1357.5756,,1597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3886.8093,,,,,,,,,,,,,1266.0,,,1308.1805,,,,,,,,,,,,,,,,1529.0,,,,,,,,,,,,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.748,,,,,,,,1510.1582,,,,1399.574,,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380.5703,,,,,,,,,,,,,1261.0,,,1242.3645,,,,,,,,,,,,,,,,1554.0,,,,,,,,,,,,,,,,,,,,,,,,
1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.7635,,,,,,,,1423.166,,,,1116.3335,,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450.089,,,,,,,,,,,,,1242.0,,,1385.9348,,,,,,,,,,,,,,,,1502.0,,,,,,,,,,,,,,,,,,,,,,,,
1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.2965,,,,,,,,1387.802,,,,1116.6212,,1502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3987.5222,,,,,,,,,,,,,1224.0,,,1367.0258,,,,,,,,,,,,,,,,1419.0,,,,,,,,,,,,,,,,,,,,,,,,
1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.9216,,,,,,,,1366.0745,,,,1325.5208,,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3659.5366,,,,,,,,,,,,,1223.0,,,1286.6111,,,,,,,,,,,,,,,,1411.0,,,,,,,,,,,,,,,,,,,,,,,,
1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.9307,,,,,,,,1268.7891,,,,1372.0208,,1474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982.1748,,,,,,,,,,,,,1200.0,,,1208.4927,,,,,,,,,,,,,,,,1344.0,,,,,,,,,,,,,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.0,,,,,,,,,,,,1428.905,,,,,,,,1396.8711,,,,1390.0759,,1558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.8022,,,,,,,,,,,,,1186.0,,,1312.7739,,,,,,,,,,,,,,,,1510.0,,,,,,,,,,,,,,,,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.2131,,,,,,,,1347.7811,,,,1258.5271,,1568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933.155,,,,,,,,,,,,,1160.0,,,1163.4255,,,,,,,,,,,,,,,,1557.0,,,,,,,,,,,,,,,,,,,,,,,,
1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.7374,,,,,,,,1380.7842,,,,1223.8527,,1692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838.681,,,,,,,,,,,,,1143.0,,,1265.222,,,,,,,,,,,,,,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.9446,,,,,,,,1336.2902,,,,1255.2606,,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.8628,,,,,,,,,,,,,1127.0,,,1321.0946,,,,,,,,,,,,,,,,1495.0,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.4268,,,,,,,,1396.5519,,,,1532.2882,,1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887.7004,,,,,,,,,,,,,1113.0,,,1425.423,,,,,,,,,,,,,,,,1423.0,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.4031,,,,,,,,1311.9014,,,,1529.3214,,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0,,,,,,,,,,,,,,,,4207.665,,,,,,,,,,,880.0,,1101.0,,,1420.2252,,,,,,,,,,,,,,,,1629.0,,,,,,,,,,,,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.1442,,,,,,,,1359.1246,,,,1508.5372,,1379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,,,,,,,,,,,,,,,,4006.2388,,,,,,,,,,,905.0,,1078.0,,,1204.8691,,,,,,,,,,,,,,,,1462.0,,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.4666,,,,,,,,1255.9164,,,,1221.6857,,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,,,,,,,,,,,,,,,,4490.1963,,,,,,,,,,,912.0,,1070.0,,,1081.1184,,,,,,,,,,,,,,,,1202.0,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.8483,,,,,,,,1225.6035,,,,1439.0449,,1569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0,,,,,,,,,,,,,,,,3957.2192,,,,,,,,,,,977.0,,1058.0,,,1041.8306,,,,,,,,,,,,,,,,1130.0,,,,,,,,,,,,,,,,,,,,,,,,
1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.1831,,,,,,,,1234.7247,,,,1446.0906,,1788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0,,,,,,,,,,,,,,,,4152.4062,,,,,,,,,,,936.0,,1038.0,,,1049.3429,,,,,,,,,,,,,,,,1270.0,,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,2533.0,,,,,,,,,,,,,,,,1217.466,,,,,,,,,,,,1492.4355,,,,,,,,1295.0848,,,1191.0,1575.7119,,1691.0,,,,,,,,,,,,,,,1264.0,,,,,,,,,1061.0,,,,,,,,,,,,,,,,,,,,799.0,,,,,,,,,,,,,,,,4270.0537,,,,,,,,,,,921.0,,1038.0,,,1258.481,,,,,,,,,,,,,,,,1258.0,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.1047,,,,,,,,1287.9467,,,,1571.2477,,1671.0,,,,,,,,,,,,,,,,,,,,,2542.7104,,,,,,,,,,,,,,,,,,,,,,,811.0,,,,,,,,,,,,,,,,3790.5525,,,,,,,,,,,960.0,,1027.0,,,1393.8263,,,,,,,,,,,,,,,,1436.0,,,,,,,,,,,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.3153,,,,,,,,1246.0297,,,,1637.476,,1751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,,,,,,,,,,,,,,,,3265.5972,,,,,,,,,,,964.0,,1020.0,,,1445.7689,,,,,,,,,,,,,,,,1242.0,,,,,,,,,,,,,,,,,,,,,,,,
1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.042,,,,,,,,1237.9738,,,,1561.2797,,1849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,,,,,,,,,,,,,,,,3849.3762,,,,,,,,,,,918.0,,1012.0,,,1299.7489,,,,,,,,,,,,,,,,1266.0,,,,,,,,,,,,,,,,,,,,,,,,
1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.1534,,,,,,,,1190.6572,,,,1739.3207,,1967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0,,,,,,,,,,,,,,,,3924.2424,,,,,,,,,,,910.0,,1007.0,,,1281.9594,,,,,,,,,,,,,,,,1376.0,,,,,,,,,,,,,,,,,,,,,,,,
1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.6158,,,,,,,,1112.9746,,,,1583.6287,,1752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.0,,,,,,,,,,,,,,,,3278.075,,,,,,,,,,,910.0,,1004.0,,,1365.5426,,,,,,,,,,,,,,,,1329.0,,,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.6782,,,,,,,,1145.4331,,,,1578.0879,,1831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.0,,,,,,,,,,,,,,,,3622.1033,,,,,,,,,,,913.0,,996.0,,,1385.2305,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,,,,,,,,,,,,
1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.5251,,,,,,,,1151.5635,,,,1487.4752,,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.0,,,,,,,,,,,,,,,,3196.0784,,,,,,,,,,,931.0,,999.0,,,1350.318,,,,,,,,,,,,,,,,1427.0,,,,,,,,,,,,,,,,,,,,,,,,
1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.7736,,,,,,,,1193.1937,,,,1501.5748,,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,,,,,,,,,,,,,,,,4798.574,,,,,,,,,,,936.0,,998.0,,,1281.2501,,,,,,,,,,,,,,,,1412.0,,,,,,,,,,,,,,,,,,,,,,,,
1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.0273,,,,,,,,1185.8932,,,,1582.3751,,1812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.0,,,,,,,,,,,,,,,,4054.3672,,,,,,,,,,,1038.0,,996.0,,,1312.6178,,,,,,,,,,,,,,,,1519.0,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.0,,,,,,,,,,,,1461.3932,,,,,,,,1230.8218,,,,1666.4532,,1919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.0,,,,,,,,,,,,,,,,3365.419,,,,,,,,,,,1076.0,,995.0,,,1471.3887,,,,,,,,,,,,,,,,1486.0,,,,,,,,,,,,,,,,,,,,,,,,
1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.7041,,,,,,,,1098.9636,,,,1704.075,,1757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,,,,,,,,,,,,,,,,3567.736,,,,,,,,,,,1011.0,,990.0,,,1429.3346,,,,,,,,,,,,,,,,1513.0,,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.8041,,,,,,,,1109.2312,,,,1572.817,,1675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0,,,,,,,,,,,,,,,,3383.2441,,,,,,,,,,,1057.0,,987.0,,,1349.0803,,,,,,,,,,,,,,,,1686.0,,,,,,,,,,,,,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.1547,,,,,,,,1147.046,,,,1674.8519,,1612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.0,,,,,,,,,,,,,,,,3217.4688,,,,,,,,,,,1033.0,,980.0,,,1306.5477,,,,,,,,,,,,,,,,1564.0,,,,,,,,,,,,,,,,,,,,,,,,
1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.8617,,,,,,,,1109.1597,,,,1541.0413,,1555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.0,,,,,,,,,,,,,,,,3391.2656,,,,,,,,,,,1057.0,,976.0,,,1352.7377,,,,,,,,,,,,,,,,1425.0,,,,,,,,,,,,,,,,,,,,,,,,
1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.8125,,,,,,,,1134.6952,,,,1508.7526,,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,3064.1711,,,,,,,,,,,1028.0,,960.0,,,1423.83,,,,,,,,,,,,,,,,1494.0,,,,,,,,,,,,,,,,,,,,,,,,
1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.1395,,,,,,,,1041.5657,,,,1494.1552,,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.0,,,,,,,,,,,,,,,,3269.162,,,,,,,,,,,983.0,,940.0,,,1462.592,,,,,,,,,,,,,,,,1462.0,,,,,,,,,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.4075,,,,,,,,1061.3673,,,,1699.6509,,1749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.0,,,,,,,,,,,,,,,,3360.9626,,,,,,,,,,,998.0,,923.0,,,1369.6223,,,,,,,,,,,,,,,,1447.0,,,,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.2927,,,,,,,,1193.0088,,,,1582.0576,,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,,,,,,,,,,,,,,,,5117.647,,,,,,,,,,,996.0,,912.0,,,1283.2391,,,,,,,,,,,,,,,,1664.0,,,,,,,,,,,,,,,,,,,,,,,,
1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.0004,,,,,,,,1114.934,,,,1493.7488,,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,,,,,,,,,,,,,,,,4620.321,,,,,,,,,,,999.0,,889.0,,,1283.5175,,,,,,,,,,,,,,,,1519.0,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.0,,,,,,,,,,,,1641.2155,,,,,,,,1115.9995,,,,1741.8516,,1842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0,,,,,,,,,,,,,,,,3492.8699,,,,,,,,,,,995.0,,872.0,,,1445.8651,,,,,,,,,,,,,,,,1623.0,,,,,,,,,,,,,,,,,,,,,,,,
1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.7068,,,,,,,,1102.7716,,,,1612.0006,,1832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0,,,,,,,,,,,,,,,,4185.3833,,,,,,,,,,,998.0,,853.0,,,1445.6978,,,,,,,,,,,,,,,,1865.0,,,,,,,,,,,,,,,,,,,,,,,,
1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.524,,,,,,,,1050.9404,,,,1777.3511,,1581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.0,,,,,,,,,,,,,,,,4450.9805,,,,,,,,,,,976.0,,834.0,,,1406.8527,,,,,,,,,,,,,,,,1739.0,,,,,,,,,,,,,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.8313,,,,,,,,1147.1316,,,,1568.0293,,1568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,3940.2852,,,,,,,,,,,966.0,,827.0,,,1341.2975,,,,,,,,,,,,,,,,1454.0,,,,,,,,,,,,,,,,,,,,,,,,
1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.226,,,,,,,,1147.7744,,,,1768.2288,,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,,,,,,,,,,,,,,,,3659.5366,,,,,,,,,,,999.0,,826.0,,,1411.8477,,,,,,,,,,,,,,,,1455.0,,,,,,,,,,,,,,,,,,,,,,,,
1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.6925,,,,,,,,1097.2787,,,,1724.6862,,1798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,3312.8342,,,,,,,,,,,998.0,,824.0,,,1529.9685,,,,,,,,,,,,,,,,1449.0,,,,,,,,,,,,,,,,,,,,,,,,
1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.2826,,,,,,,,1067.4957,,,,1423.2004,,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,,,,,,,,,,,,,,,4233.5117,,,,,,,,,,,1041.0,,832.0,,,1428.7302,,,,,,,,,,,,,,,,1527.0,,,,,,,,,,,,,,,,,,,,,,,,
1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.1128,,,,,,,,1056.8961,,,,1494.455,,1733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.0,,,,,,,,,,,,,,,,3380.5703,,,,,,,,,,,1057.0,,835.0,,,1328.1239,,,,,,,,,,,,,,,,1505.0,,,,,,,,,,,,,,,,,,,,,,,,
1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.4199,,,,,,,,1108.826,,,,1415.2937,,1947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.0,,,,,,,,,,,,,,,,3441.1765,,,,,,,,,,,1066.0,,848.0,,,1255.3981,,,,,,,,,,,,,,,,1420.0,,,,,,,,,,,,,,,,,,,,,,,,
1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.0823,,,,,,,,1105.9098,,,,1471.4778,,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.0,,,,,,,,,,,,,,,,3287.879,,,,,,,,,,,1062.0,,859.0,,,1310.0499,,,,,,,,,,,,,,,,1385.0,,,,,,,,,,,,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.437,,,,,,,,1030.9078,,,,1457.03,,1416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,,,,,,,,,,,,,,,,3197.861,,,,,,,,,,,1046.0,,872.0,,,1250.839,,,,,,,,,,,,,,,,1423.0,,,,,,,,,,,,,,,,,,,,,,,,
1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.7289,,,,,,,,1084.6772,,,,1406.8789,,1451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,,,,,,,,,,,,,,,,4188.057,,,,,,,,,,,1070.0,,883.0,,,1146.3422,,,,,,,,,,,,,,,,1597.0,,,,,,,,,,,,,,,,,,,,,,,,
1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.9172,,,,,,,,1064.3148,,,,1472.0535,,1630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.0,,,,,,,,,,,,,,,,3853.8325,,,,,,,,,,,1087.0,,893.0,,,1116.4607,,,,,,,,,,,,,,,,1605.0,,,,,,,,,,,,,,,,,,,,,,,,
1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.4604,,,,,,,,1087.8527,,,,1471.385,,1501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.0,,,,,,,,,,,,,,,,4184.492,,,,,,,,,,,1109.0,,905.0,,,1230.1346,,,,,,,,,,,,,,,,1554.0,,,,,,,,,,,,,,,,,,,,,,,,
1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.7013,,,,,,,,1086.9976,,,,1675.4584,,1519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.0,,,,,,,,,,,,,,,,4006.2388,,,,,,,,,,,1098.0,,912.0,,,1405.245,,,,,,,,,,,,,,,,1505.0,,,,,,,,,,,,,,,,,,,,,,,,
1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.1222,,,,,,,,1000.17926,,,,1481.1901,,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.0,,,,,,,,,,,,,,,,4372.549,,,,,,,,,,,1202.0,,921.0,,,1307.7893,,,,,,,,,,,,,,,,1629.0,,,,,,,,,,,,,,,,,,,,,,,,
1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.4452,,,,,,,,1047.6864,,,,1444.4215,,1526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.0,,,,,,,,,,,,,,,,4093.583,,,,,,,,,,,1202.0,,925.0,,,1128.9446,,,,,,,,,,,,,,,,1780.0,,,,,,,,,,,,,,,,,,,,,,,,
1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.9531,,,,,,,,1019.47375,,,,1345.8063,,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0,,,,,,,,,,,,,,,,3502.6738,,,,,,,,,,,1168.0,,928.0,,,1184.1442,,,,,,,,,,,,,,,,1773.0,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.4469,,,,,,,,1105.2852,,,,1505.8352,,1624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.0,,,,,,,,,,,,,,,,3916.221,,,,,,,,,,,1143.0,,931.0,,,1333.5887,,,,,,,,,,,,,,,,1701.0,,,,,,,,,,,,,,,,,,,,,,,,
1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.5239,,,,,,,,1094.6742,,,,1503.9141,,1640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.0,,,,,,,,,,,,,,,,3852.0498,,,,,,,,,,,1132.0,,934.0,,,1435.5364,,,,,,,,,,,,,,,,1677.0,,,,,,,,,,,,,,,,,,,,,,,,
1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.0046,,,,,,,,1064.4811,,,,1561.9038,,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,,,,,,,,,,,,,,,,3532.0854,,,,,,,,,,,1073.0,,929.0,,,1424.6606,,,,,,,,,,,,,,,,1701.0,,,,,,,,,,,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.5381,,,,,,,,1030.864,,,,1489.9661,,1499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,,,,,,,,,,,,,,,,3919.7861,,,,,,,,,,,1188.0,,921.0,,,1612.2251,,,,,,,,,,,,,,,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,
