Date,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BEL,BGR,BHR,BHS,BIH,BLR,BLZ,BRA,BRB,BRN,CAN,CHE,CHL,COL,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GBR,GEO,GLP,GRC,GRD,GTM,GUF,GUY,HKG,HRV,HUN,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KGZ,KNA,KOR,KWT,LBN,LCA,LKA,LTU,LUX,LVA,MDA,MDV,MEX,MKD,MLT,MNE,MNG,MTQ,MUS,MYS,MYT,NIC,NLD,NOR,NZL,OMN,PAN,PER,PHL,POL,PRI,PRT,PRY,QAT,REU,ROU,RUS,SAU,SGP,SLV,SRB,STP,SUR,SVK,SVN,SWE,SYC,SYR,THA,TJK,TKM,TTO,TUR,UKR,URY,USA,UZB,VCT,VEN,ZAF
1960,,,,,,1.4141345,1.2499582,,1.9738805,,,,,,,,1.2693936,,1.3014252,2.0443814,1.5625328,0.9661282,,,,,,,,1.1515304,,,,2.2317548,,1.2237103,,4.0356603,1.1981874,,,,,,,,0.42308697,,1.1534104,1.7758726,,,0.94258785,,1.5187178,1.4174988,,1.6358641,,,,,,,,9.883653,,,,,,1.1618577,,,,,,,,,,1.9248794,1.422733,1.7040015,,1.0850126,,,1.4596261,,1.3125349,,,,1.4229716,,,,,,,,,,1.2264792,,,,,,1.7251816,,,2.208145,0.96262693,,,1.0287355,
1961,,,,,1.3916501,1.3106867,1.4088453,,2.16292,,,,,,,,1.5352697,,1.3512076,2.2429614,1.6661558,1.0859166,,1.5525396,,,,,1.7521902,1.1729393,,,,2.0160377,,1.0537719,,4.2030926,1.1981868,,,3.793292,,,,,0.50168115,,1.2322373,1.7806288,,,0.72115386,,1.4782636,1.5430142,,1.6367568,,,,,,,,9.481586,,,,,,1.179611,,,,,,1.3835511,,,,1.9687681,1.581965,1.4736938,,1.1262597,,,1.4146532,1.4241183,1.220002,,,,0.8849175,,,,,,,,,,1.2235742,,,,,,1.2592592,,,,0.94574153,,,1.0042188,
1962,,,,,1.2345679,1.302019,1.4121557,,2.33775,,,,,,,,1.8431002,,1.275583,2.0843537,1.6917174,1.1060449,,1.1601142,,,,,1.6641452,1.0985132,,,,1.9836166,,1.0702045,,4.221947,1.1881123,,,3.3025813,,,,,0.5856011,,1.0926085,1.6904073,,,1.9417475,,1.4154297,,,1.596024,,,,,,,,9.755083,,,,,,1.1893553,,,,,,1.3438735,,,,2.11099,1.3637159,1.6394185,,0.88934064,,,1.2729986,1.2730016,1.2326561,,,,0.8420857,,,,,,,,,,1.3308852,,,,,,2.0108275,,,,0.93486726,,,1.0065893,
1963,,,,,1.2195122,1.3204206,1.4850566,,2.0288217,,,,,,,,2.1052632,,1.3130484,2.1249714,1.8770411,1.166774,,1.3449367,,,,,,1.1294868,,,,1.9383011,,1.437753,,4.166043,1.1618737,,,3.5337434,,0.9783202,,,0.47126785,,1.0823963,1.7931646,,,1.8839488,,1.4487478,,,1.548817,,,,,,,,10.37492,,,,,,1.0939049,,,,,,1.3712922,,,,2.1497064,1.3378562,1.6015346,,1.064903,,0.87094367,1.1996244,1.2449567,1.2029262,,,,0.76010966,,,2.0168397,,,,2.8333333,,,1.2764845,,,,,,1.8146371,,,2.1896257,0.9140641,,,1.1103674,
1964,,,,,2.5641026,1.3638984,1.3976045,,2.3642144,0.81266767,,,,,1.2345679,,1.8335685,,1.2896812,2.13397,2.0412936,1.1611328,,1.7034804,0.9667472,,,,,0.99762875,,,,1.8914415,,1.3360933,,4.3047333,1.1999084,,,3.3674688,,1.0530478,,,0.6073992,,1.0949122,1.5476556,,,2.1406727,,1.4149576,,,1.5399655,,,,,,,,10.093287,,,,,,1.1617169,,,,,,1.4715395,,,,2.2293096,1.287993,1.4916233,,1.3484741,,0.9333011,1.1029209,1.4219542,1.004356,,,,0.7063407,,,1.9314939,,,,2.6649191,,,1.1779132,,,,,,,,,2.119013,0.9260027,,,1.0443693,
1965,,,,,,1.4120243,1.5136889,,2.2573776,0.7361505,,,,,0.5633803,,,,1.2951611,1.9983077,1.8767458,1.184603,,1.4679371,,,,,,1.0086876,0.9172006,,0.5898415,2.1027873,,1.1917343,,4.3137574,1.1554672,,,3.3655918,,0.9635173,,,0.6583054,,1.0673425,1.5716795,,,1.7041054,,1.3140724,1.9705122,,1.4499499,,,,,,,,9.855225,,,,,,1.1270205,,1.032989,,,,1.499132,,,,2.1932957,1.2458589,1.2839484,,1.2317256,,0.90880835,1.15308,1.1873798,0.93920386,,,,0.44004333,,,1.9940275,,,,1.6820858,,,1.1190116,,,,,,,,,2.0306003,0.94117725,,,1.0286409,
1966,,,1.5146887,,2.0325203,1.3566954,1.4413823,,1.885601,0.74598485,,,,,0.77720207,,2.4850895,,1.2838392,2.211311,1.5272574,1.2368927,,1.4236752,,,,,,0.7782101,0.92481273,1.1573685,0.53205204,2.0438352,,1.1917883,,4.4306626,1.1849247,,,3.4102957,,0.98978543,,,0.5615874,,1.2624702,1.42967,,,0.790798,,1.3500416,,,1.4588076,,,,,,,,10.456582,,,,,,1.0734638,,,,,,1.1043128,,,,2.1777627,1.3718412,1.2322315,,0.91463417,,0.98395365,1.0942497,1.2681366,0.91519463,,,,0.54685766,,,1.7721759,,,,1.6270888,,,0.9982152,,,,,,1.4589235,,,2.204167,0.97447926,,,1.1361974,
1967,,,1.5917375,,,1.4040486,1.4019573,,1.8704649,0.713559,,,,,0.12330456,,2.7357109,,1.2775896,2.32672,1.9760479,1.1637615,,1.5070448,,,,,3.409091,0.997157,0.8177253,1.0597253,0.5391209,2.0845118,,1.2856816,,4.43211,1.2083476,,,3.1191385,,0.980461,,,0.49893087,,1.1914544,1.4968153,,,1.9494585,,1.3012574,2.1010962,,1.4328761,,,,,,,,10.258657,,2.4073184,,,,1.1203955,,1.4945652,,,,1.0545621,,,,2.2627065,1.4882925,1.4778111,,0.9174312,,0.93811584,1.2195959,,0.8318026,,,,0.54485875,,,1.6388811,,,,,,,1.1919832,,,,,,1.3136531,,,2.2164326,0.98156834,,,1.1871204,
1968,,,1.5212387,,,1.6239605,1.2821047,,1.8029636,0.66642654,,,,,0.5602241,,2.200489,,1.3042116,2.187402,1.5066226,1.1136543,,1.3423449,0.9031899,,,,1.2216405,1.0509621,0.8119566,0.959528,,1.866908,,1.4306978,,3.5746205,1.237961,,,3.0146368,,0.9921809,0.5221932,,0.6109558,,1.2275257,1.4355943,,,1.5140591,,1.1549634,,,1.3803701,,,,,,,4.9744897,9.923817,,2.3589494,,,,1.1258308,,1.1793271,,,,1.3191131,,,,2.3269105,1.4335775,1.2957816,,0.7629599,,0.83359265,1.3452677,,0.7817369,,,,0.6238429,,,2.3167422,,,,,,,1.1328939,,,,,,1.2085441,,,2.1819441,1.0921297,,,1.0468934,
1969,,,1.516543,,3.1707318,1.540903,1.0606291,,1.9722589,0.6934138,,,,,1.591512,,2.415702,,1.2959858,2.0482051,1.6875296,1.0989225,,1.8018795,0.9020017,,,,1.5363128,1.186826,0.73157215,1.3944038,,2.1364946,,1.3771049,,3.274968,1.2495129,,,2.887574,,0.8629394,6.6825776,,0.65673554,,1.0766422,1.3725026,,,1.4482758,,1.1418418,,,1.3782328,,,3.1400967,,,,,,,2.4892292,,,,1.0429605,,0.7936508,,,,1.1823273,,,,2.131673,1.6181977,1.4403378,,0.8783577,,0.8339035,1.3354995,1.6479783,0.83788383,,,,0.63361907,,,1.9053174,,,,,,,1.3084291,,,1.1423571,,,,,,2.0080614,1.1274773,,,1.1022162,
1970,,,1.3720212,,3.406326,1.5320926,1.0929072,,1.9366256,0.6576302,,,,,0.7528231,,1.9864341,,1.2778835,1.7778634,1.5282688,,,1.1213491,0.91330147,,,,2.915952,1.347625,1.0591775,1.076122,0.59960663,1.8610129,,1.4324894,,3.1804092,1.2417129,,,2.6834574,,1.0034527,7.887324,,0.65516907,,1.0549349,1.3863326,,,1.5785861,,1.1423999,,,1.2804329,,,2.6639345,,,,,,,2.454283,,,,1.0573328,,1.2703583,,,7.0921984,1.0779963,,,,2.0470903,1.5004003,1.574074,,0.7823961,,,1.4955078,1.653761,0.79382986,,,,0.67061657,,,1.3809083,,,,,,,1.4345876,,,1.3412298,,,1.1213341,,,1.9742814,1.1648432,,2.1680217,1.1043196,
1971,,,,,3.6231885,1.630366,1.1907452,,1.9703526,0.6340197,,,,,1.1326861,,1.6034986,,1.3956712,1.8753457,1.6398367,,,1.1442081,0.8566129,,,,2.1148036,1.3651807,1.0184268,1.2393203,0.6475354,1.5924376,,1.4038147,,3.1096218,1.2708541,,,2.4736178,,1.0050118,1.431981,,0.46412876,,1.0893512,1.4016933,,,1.1992005,,1.2055777,,,1.2695009,,,2.050114,,,,,,,3.452976,,,,1.171881,,1.8122977,,,6.866359,1.328425,,,,2.3366563,1.4776429,1.4027727,,0.74059045,,,1.4099301,1.449515,0.77213037,,,,0.9407841,,,1.1474975,,,,0.9469697,,,1.3392317,,,1.3206719,,,1.3202726,,,1.9634656,1.1751236,,1.2278309,0.999191,
1972,,,,,1.7582418,1.6372085,1.2767118,,1.8905846,0.63558817,,2.2727273,,,0.896861,,1.8975332,,1.4690943,1.7029865,1.5836134,1.124205,,1.575311,0.92017716,,,,2.0257826,1.1874318,1.0748783,1.0908501,0.6566647,1.4998412,,1.6196911,,2.996053,1.287062,,,2.407005,,,0.0,,0.36415228,,1.0773925,1.4397486,,,1.935038,,1.1324328,,,1.231735,,,2.4029574,,1.3256207,,2.1627188,,,4.269772,,,,1.1463526,,1.4196676,,,,1.4448202,,,,1.9863352,1.5644444,1.5568911,,0.8354403,,,1.3941565,1.4939506,0.7119526,,,,0.9678966,,,1.3365735,,,,,,,1.4324636,,,1.3402982,,,1.5672178,,,1.9209718,1.2100141,,0.33707866,1.008865,
1973,,,,,4.509284,1.7451409,1.2267162,,2.1115565,0.63827175,,,,,0.5148005,,1.4458956,,1.4917184,1.6318653,1.4303273,,,2.1954236,0.8701446,,,,2.016129,1.25087,1.1767377,1.3937176,0.66657096,1.4919534,,1.4029026,,2.9654772,1.3070188,,,2.5267875,,,0.243309,,0.52434456,,1.2888478,1.3482686,,,1.3559322,,1.1031117,,,1.2501832,,,1.1428572,,,,2.2619047,,,3.925323,,,,1.1738557,,1.5698063,,,,1.1034483,,,,1.8386006,1.5891687,1.4590747,,0.83942,,,1.347461,1.4644026,0.66537434,,,,0.94370675,,,1.3506712,,,,,,,1.5531577,,,1.55383,,,1.5431688,,,1.7477845,1.2190048,,,1.00515,
1974,,,,,5.846774,1.888063,1.081379,,2.1108997,0.5513908,,,,,1.8030514,,1.6564127,,1.515642,1.6772157,1.5660927,1.0312945,,2.018503,0.91685885,,,,0.9940358,0.9789611,1.3653305,1.4375058,0.66452515,1.4430616,,1.6272719,,2.8409195,1.3593882,,7.455227,2.412749,,1.5876632,0.0,,0.57161003,,1.5276277,1.6351193,,,1.80602,,1.0999111,,,1.2112427,,,1.372549,,,,,,,3.568097,,,,1.2733662,,1.5237421,,,7.5348434,1.3824143,,,,1.9395881,1.6749443,1.6472638,,0.8985025,,,1.3634806,1.3237557,0.882165,,,,1.0523509,,,1.2335104,,,,,,,1.6244713,,,1.6002662,,,1.5485408,,,1.7110333,1.305219,,1.6759777,1.0284413,
1975,,,,,2.1598272,1.9271517,1.1651274,,2.4015071,0.5857248,,0.8946322,,,1.2448133,,1.879518,,1.6718907,1.3411058,1.5825942,1.0721884,,1.9448777,0.9066468,,,,1.6632017,1.0189775,1.2959555,1.7201606,0.74503887,1.4500724,,1.7695483,,2.9185917,1.3805763,,,2.1791525,,1.5166717,4.455446,,0.63234395,,1.4393373,1.6097429,,,1.3456091,1.2845528,1.0922781,,,1.1602292,,,,,1.6534115,,2.9137528,,,3.6571429,,,,1.3730452,,1.1964108,,,9.406393,1.5645185,,,,2.4055498,1.5850828,1.5448935,,1.1618544,,,1.343905,1.4732869,0.92611504,,,,1.0478996,,,1.0919892,,,,0.7490637,,,1.6462212,,,1.8977462,,,1.3335266,,,1.5782183,1.2977058,,,0.964143,
1976,,,,,3.8696537,1.8400171,1.0615934,,2.484807,0.52745956,,,,,1.2629162,,1.835254,,1.6597908,1.0123478,1.4787943,1.0866035,,1.8063275,0.8543293,,,,1.4953271,0.9414829,1.3890548,,0.7876586,1.4106693,,1.6405501,,2.94805,1.3460674,,,2.0961158,,1.1320028,1.5748031,,0.6597956,,1.3241076,1.4687307,,,1.1913626,1.3576545,1.0587306,,,1.151336,,,,,1.4160051,,1.6987542,,,3.3830402,,,,1.3305088,,1.1471648,,,,2.7292736,,,,1.8400406,1.6038393,1.5795678,,1.0025647,,,1.3714534,1.5784447,0.8478148,,,,0.9200822,,,0.8758372,,,,1.5426147,,,1.7591071,,,1.6626903,,,1.7190038,,,1.6679381,1.2928922,,,1.0382428,
1977,,,1.1465672,,4.435484,1.9284861,1.0898032,,2.3129082,0.5319938,,,,,1.0540185,,1.6705337,,1.6841992,0.8660031,1.4808066,0.996383,,2.2903335,0.95073,,,,2.5242717,1.0304552,1.1115998,1.7328825,0.87901425,1.3529308,,1.5109766,,2.990931,1.3726774,,,1.9749254,,1.3975816,0.21367522,1.1558728,0.6138369,,1.3549848,1.4331589,,,0.9756098,1.4788986,1.0645809,2.2297401,,1.1139385,,,2.5896413,,0.72693384,,2.0807834,6.4666357,,2.412011,,,,1.4150238,,0.7113821,,,,2.0097618,,,,1.3588512,1.6221374,1.5135177,,0.94574416,,,1.3318166,1.462679,0.80844027,,,,1.0503869,,,0.81157964,,,,0.63593006,,,1.6454232,,,1.7197181,,,1.8054986,,,1.8845742,1.3532344,,1.0282776,1.1393137,
1978,,,1.1097215,,3.482587,1.9109983,1.1372163,,2.488127,0.5332901,,,,,2.1814008,,1.9512196,,1.7624079,1.4120378,1.5154657,,,1.9014493,0.8880962,,,,2.1634614,1.1562012,1.1761146,1.8480239,0.776699,1.3056766,,1.8599663,1.3753057,3.001192,1.4379992,,,2.0559945,,1.7031782,1.713062,,0.57347983,,1.092627,1.577203,,,2.1111894,1.5703893,1.0686721,,,1.1319003,,,2.360515,,1.2763371,,,,,3.5381305,,,,1.6737748,,0.6804734,,,,2.390625,,,,1.6492593,1.7378694,1.7262338,,1.3633355,,,1.3620257,,0.859721,,,,1.10552,,,0.72115386,,,,0.8791209,,,1.5691042,,,1.8862342,,,1.6998827,,,1.5624442,1.417272,,1.4824798,1.1894577,
1979,,,1.2114453,,,1.8983184,1.0281267,,2.6961877,0.58684576,,2.903226,,,1.9969279,0.9947911,1.9736842,,1.9050677,1.5890974,1.3818113,,,2.1765285,1.4627515,,,,2.3026316,1.2838198,1.420973,1.8415039,0.76536864,1.3568559,,1.689505,,3.5909598,1.6668714,,,2.0598023,,1.4774101,0.0,,0.45074296,,0.7388784,1.6167718,,,2.0242915,2.2645915,1.1746961,,,1.1546202,,,,,1.213206,,2.4705882,,,3.804756,,,,1.8644243,,1.4691479,,,,2.0679245,,,,1.7900769,1.8615488,1.7656564,,1.3988566,,,1.3589312,1.8273565,0.776431,,,,,,,0.8342023,,,,0.815534,,,1.6900945,,,2.1222591,,,1.4730878,,,,1.6572433,,1.7316017,1.3177716,
1980,,,1.2557802,,,1.9614518,1.0503883,,2.9456387,0.52986217,,2.4408848,,,2.4539878,1.023019,3.1312127,,2.0160608,1.6972097,1.5737349,,0.7452871,1.7254394,1.4497948,,,,2.0671835,1.288904,1.3462077,1.9063487,1.0412438,1.4021373,,1.8219397,,3.4477715,1.6487811,,,1.9454184,,1.5709081,,,0.50444764,,0.7244333,1.5535372,,,1.3654096,2.4469137,1.31774,2.0717583,,1.1422231,,,,,1.0137875,,1.7361112,6.8962865,,2.805999,0.9844237,,,1.9461468,,0.7573463,,,,1.1667913,,,,1.6932244,2.0319304,1.7498502,,1.3695188,,,1.4417353,1.8714482,1.1708838,,,,1.0225292,0.8775983,,1.0158374,,,,1.3729128,,,1.9445504,,,1.9917732,,,1.1590728,,,2.0923448,1.7189313,,,1.2429394,
1981,,,1.3112639,1.0504832,,2.004532,1.1467965,0.9510933,2.4235666,0.6035142,,2.4855013,,0.7741367,,1.0452989,2.2364218,,2.1230319,1.9242675,1.541412,,,1.8242491,1.411781,,,,1.7647059,1.3846319,1.5236633,2.0014935,,1.3197631,0.90468144,2.3243802,,3.7321813,1.7614678,0.859853,6.360593,1.8583137,,1.6070135,,,0.48856673,,0.8828589,1.5548605,,,0.84541065,2.6406076,1.3290151,1.7638619,,1.1461108,1.0217072,1.0949275,,,1.0260795,,2.3724792,6.9562955,1.5964473,3.2932692,1.1966344,1.3308902,,2.0027883,,0.54191905,,,4.672395,1.2648345,,,,1.8655586,2.0743322,2.0877242,,1.2537613,,,1.2996963,1.423893,1.2889501,,,,0.9998442,1.0236268,,0.8323609,,,,1.5351813,,,1.898294,,,2.0444987,0.9261308,0.7635735,1.4413924,,0.99158037,1.8328685,1.7997645,1.2029577,,1.4898065,
1982,,,1.3987397,0.9846013,,2.2170403,1.2371495,0.91561264,2.125805,0.68499297,,,,0.8152174,1.8492177,1.0242035,2.843877,,2.2653127,2.0083103,1.655989,,,2.203316,1.5580535,,,,0.9852217,1.5912472,1.5908835,2.1090758,,1.3978475,0.97244734,2.696067,,3.829285,1.8878942,0.6809566,,1.9433668,,,,,0.5737866,,0.8605995,1.5774717,,,1.3265951,2.854969,1.4538215,2.4261506,,1.1150709,1.1592394,1.1098171,,,1.0416666,,,7.3685007,1.7037671,2.8950543,0.98290324,1.3691956,,2.2236485,,0.6136951,,,7.191962,1.0336727,,,,1.9605335,2.1276596,2.12158,,1.2527634,,,1.2610902,1.6949944,1.2295923,,,,0.9472604,0.9708815,,0.91508335,,,,1.3462348,,,1.9831028,,,1.9967502,0.9359498,0.8297198,1.5181259,,0.9383508,1.8695716,1.8230735,1.3025931,1.1157601,1.3456063,
1983,,,1.4255872,,0.96153843,2.217925,1.2682581,,2.256346,0.87490946,,3.6231885,,,1.2517385,1.0457537,2.65,,2.3618212,1.9405491,1.7533724,,,2.2158608,1.4790567,,,,1.7391304,1.495764,1.5899329,2.1466613,,1.5384921,,2.9020848,,4.065183,1.9875557,,,1.8225775,,,,,0.63026005,,1.0091293,1.7861475,,,1.6333939,4.1930466,1.4814028,1.8173823,,1.1660212,,,,,1.8689581,,2.2641509,6.6824975,,3.4350228,0.921773,,,2.2976196,,0.49875313,,,,1.2812401,,,,2.0252886,2.4133193,2.1186604,,1.4825274,,,1.1920844,1.7383177,1.1487335,,,,0.95599675,0.93587255,,0.6306306,,,,,,,1.9265722,,,2.0329227,,,1.9082958,,,1.878973,2.0076258,,2.0,1.6722059,
1984,,,1.4486033,,,2.484291,1.4220152,,2.3065913,0.6004792,,2.9850745,,,1.1464968,1.0221332,2.3680315,,2.565912,2.0903723,1.4852214,1.2843596,,2.0441043,1.4966305,,,,3.2786884,1.648545,1.4201728,2.2346473,,1.5817828,,2.9514081,,3.888551,3.4987395,,,1.9039108,,1.2616963,,1.8824514,0.5746677,,1.1430792,2.0919068,,,1.7676767,3.4813883,1.4995998,2.1012695,,1.1887923,,,,,1.8926057,,,6.5773144,,2.6110299,0.86810756,,,2.316845,,0.6145442,,,,1.1999377,,,,2.0073113,2.5222516,2.3007524,,1.1636363,,,1.1135076,1.7991902,1.0902321,,,,1.0997052,0.94404995,,0.62305295,,,0.81234765,1.0480349,,,2.1764843,,,1.9921699,,,2.1102443,,,1.813938,2.1372788,,2.549575,,
1985,,,1.3863977,0.87329555,0.7556675,2.885252,1.5193462,1.1443369,2.662796,0.6735824,1.2762078,3.1587057,2.0575848,0.8761472,,1.0203965,2.5157232,,2.8854585,2.225467,1.8195665,1.3485161,,2.0585153,1.6700295,,,,3.6480687,1.8871173,1.2318633,2.2333477,,1.7012658,0.70309675,3.390216,,3.6284425,3.729632,0.6326783,,1.7828306,1.1494253,,,,0.65459996,1.1331553,1.0622299,2.029326,,,1.3905684,3.253773,1.8044119,2.049062,,1.1459783,0.93070215,0.96189535,,1.4845397,2.1019108,,,6.8346095,1.6135209,2.9166667,0.927823,1.2197504,,2.3193336,,0.92624354,,,3.317757,1.1209087,,,,2.3210328,2.4519968,2.415951,,1.7461907,,,1.1049709,1.9101415,1.1701374,,,,1.1760652,0.89013124,,0.65183187,,,1.1374408,1.1868132,,2.0701118,2.1911864,1.4957265,,1.9454613,1.1401262,0.9240798,1.9686021,,0.8609857,2.055538,2.312312,1.3949851,3.9938557,1.1920964,
1986,,,1.3631109,0.8809892,5.614973,2.8844557,1.5630922,1.1092978,2.8623962,0.577668,,,2.2350397,0.83371025,1.3977128,1.0824717,3.062201,,3.1505125,2.084685,1.8917309,1.3413417,,2.2681596,1.6850107,,0.82284975,,0.8213552,1.7723316,1.2559727,2.280354,,1.8597803,0.7783832,3.8323328,,3.856646,3.819837,0.51128274,,1.5972457,,2.201182,,,0.58778334,1.1693081,1.0762192,1.8988844,,,1.689612,3.5596504,1.8435634,2.3543065,,1.1486504,0.97692806,0.95932335,3.3898306,1.5700117,2.69222,,2.9515939,7.291243,1.3999106,2.790234,0.85227275,1.0831664,,2.3792052,,0.4543866,,,,1.3591061,,,,2.275212,2.8420281,2.3879936,,1.6439276,,,1.1229924,2.0011973,1.1301498,,,,1.296579,0.80822444,,0.7176847,,,,1.6483517,,2.6873174,2.375949,1.2048193,,2.1341588,0.94708216,1.1340392,2.0392258,,0.798726,2.029751,2.4392016,1.4196788,1.7770598,1.2570758,
