Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1980,57356.97,,63436.5,,9660.08,404698.4,,,,,,,,,,,129443.3,4405.95,,,,1153.11,24813.75,2004339.5,1577.68,3971.2,3333.96,23396.94,10597.2,,,241789.62,,,,180026.28,32953.97,,97448.13,,,40838.4,70754.88,3551.92,,201514.75,,,,54294.3,,62619.6,609506.8,,,,56120.56,,6352.32,,,,370288.75,,73989.12,,19503.54,,,,,59799.31,,45189.94,,,160662.16,,,,586762.8,45013.59,,71644.5,,,25992.12,1158523.8,,,,,,,31788.96,23255.04,,,,83981.75,,,24113.88,,,,,,,,,780426.9,,,,,,,9484.13,,,,126032.41,,,,,60.06,160068.1,,,,40569.6,9493.44,17944432.0,29326.16,39886.38,130004.51,,,,604973.6,100562.14,85178.52,18586.18,,1814.28,,,,19579.52,,,17777.75,,,70017.75,,20863.8,,,,,,,83740.8,,,46765.68,,,,,,,,,,365863.78,,360625.28,,,27641.0,3005608.8,,,238649.5,,,,8250.78,,,
1981,,,62459.1,,12849.06,513446.78,,,,22125.75,,50610.0,61571.5,,,,126311.22,4920.0,,,,2239.2,32966.23,2614865.0,1837.7,4405.6,3432.87,27181.7,13630.05,,,244995.5,,,53761.6,239433.45,33269.04,,198488.16,,,55492.76,68581.38,3526.04,,417371.0,,,,32964.48,,82127.68,625063.44,,47267.28,,43231.56,44060.1,8172.0,,,,398554.75,,106869.73,28013.85,20676.6,,,,,21385.76,,50732.76,,,150612.66,,,,771609.6,51154.4,,74007.78,,,37030.0,1095486.8,,,,,,,40156.75,35424.74,8372.21,,,95570.64,,,24748.92,,,,,,,,2576.34,727847.7,,,,,,,6906.6,150749.77,25496.1,,172359.05,,,52942.55,,45.44,162718.02,,10562.66,,38863.44,4607.0,21812860.0,61266.06,43278.2,148591.3,,,,627902.5,109232.84,74755.87,16344.96,,736.4,,,99661.38,31165.68,6869.37,,22238.55,,,68667.72,,7069.08,,,902.75,3859.05,,,89343.96,7883.4,457.33,51517.76,,,,,,,272.7,,,711066.2,,409618.75,119337.24,,29313.35,3501990.0,,,208940.02,,,,17344.56,,,164124.23
1982,35046.56,,65337.15,,13551.73,447097.03,,,,23096.5,,76714.0,71148.02,,,33939.24,111212.1,5394.06,3295.5,,,2888.64,29558.1,2401606.0,2084.49,4930.64,3360.4,29723.25,14946.24,,,248836.8,,,73090.92,269223.75,37892.8,,217826.0,,,62764.41,74547.55,2737.56,,426878.5,1954.35,657.47,,46155.75,,121046.85,638045.25,,150149.44,,104972.28,47379.0,420.08,,,,419963.5,,96894.21,64867.58,21930.48,,,,108.9,32851.8,14923.96,73105.92,,5760.27,140923.53,,,,929602.3,57512.51,,78524.16,,7039.2,45887.52,1017713.4,,,,,,,40743.5,40466.17,8582.63,880.78,,93418.0,1688.61,,26362.41,,,,118527.91,,,,2311.32,811039.25,,,,,,,3515.1,276436.7,25668.28,7803.0,179708.8,,,51771.24,,39.65,165889.8,,10794.1,,37068.08,11793.6,23415698.0,96770.19,37042.56,184897.28,152213.77,,,623695.2,105375.85,67828.38,27829.62,,1708.08,,,118653.6,145588.34,7174.27,,32297.46,,,67490.65,,9537.44,,,1172.48,1736.21,,,87367.28,10299.52,1022.08,82428.28,,,,,,,1324.4,,92480.1,879125.1,,410560.0,116446.05,,27028.56,3558488.8,,1180.0,221921.1,16851.03,884.4,3103.99,18088.16,,,179927.6
1983,39022.65,92904.5,69081.6,,18050.94,446528.2,,612.48,161503.4,23358.0,,108858.06,79811.82,,,34538.7,119296.38,6174.35,3367.32,,,2460.89,25979.59,2503564.2,2206.05,5372.1,3621.03,31830.68,15310.08,,,247841.7,17399194.0,,90171.75,333431.1,40955.44,294.44,340398.75,,,62460.72,135487.84,2591.98,,399405.53,2408.4,1014.3,,44624.64,,92777.5,654285.4,,206530.0,,106648.71,52492.05,5392.25,115839.75,,,429172.8,,76914.08,58662.6,22615.6,9231.03,,,153.09,25144.29,11026.2,76072.99,,11752.02,133795.53,276222.47,,7031.1,679890.7,64318.68,3527.55,77037.2,,8949.6,55263.6,1044628.9,,,,,503.52,,269175.06,42205.6,8838.27,7099.36,,95365.07,1424.52,,28008.38,,1680.12,,248464.3,,,,2558.18,505971.25,,,,,,,597.45,243409.23,25762.16,11652.58,168700.55,45148.51,,47352.0,,43.5,162023.95,40770.4,60841.44,,35360.13,17699.04,43178804.0,644015.44,50131.3,163873.64,468645.75,,1109.4,635148.6,112165.8,70301.76,41255.0,,5584.17,287332.72,,135980.52,188783.4,14796.28,,37704.48,,,72775.22,,14879.28,,,1484.0,7599.84,,,87251.67,12811.46,1573.88,72431.99,,,,,,,2014.02,,89054.7,868061.9,154.7,503886.0,114171.8,,33588.1,3624385.0,,1730.47,209823.6,51871.86,1055.01,4095.0,28256.4,764860.3,143346.0,196312.8
1984,62119.26,130490.15,70863.36,,19713.88,525110.6,,944.62,163486.28,27516.6,,55563.84,87197.16,,,34854.14,118784.82,7217.6,3241.35,,,2482.82,40511.4,2705845.8,3429.72,5292.0,6361.92,33443.7,18569.84,,,247589.42,18438114.0,121714.37,114109.76,344978.1,36416.12,274.95,408063.25,6241.62,,58214.48,129582.14,3552.0,,400282.1,2761.8,1403.35,,35843.88,,149520.06,776929.25,,336986.9,,122267.04,55153.5,4858.48,193705.98,,,450092.16,,50580.8,58157.76,26693.31,10780.87,,100348.5,682.93,68682.0,11808.72,69576.32,,15989.68,126290.34,602284.0,,6754.1,715814.75,137673.75,4168.32,79746.15,,36474.6,66428.05,1074046.8,,424063.75,,66375.45,172.4,859.35,475579.2,47951.2,7824.48,14413.44,,95968.24,2407.8,11048.22,33993.54,,2057.02,,299555.75,,,3904.33,2770.0,462414.97,,,,578.2,,,12227.6,240919.0,25771.62,11587.95,150027.0,97339.68,,66916.3,291697.28,41.08,159367.0,40438.4,136181.77,,33489.28,29009.55,48490652.0,1162736.9,43313.76,207929.05,789932.9,,29485.3,655478.94,116767.7,68584.32,71363.86,,5118.72,267962.25,,140324.39,217667.55,22439.22,,36282.25,,,65025.18,,41366.4,,,1809.12,8443.5,,,87153.04,14270.5,1243.55,90037.18,19725.7,13907.08,55026.0,,,,1295.59,3177.8,114952.75,853961.3,174.66,473068.75,105909.84,,34062.6,3629860.2,,2670.76,207511.66,71163.52,852.48,4361.65,39268.72,747336.1,150429.27,208023.64
1985,63367.08,171490.88,72336.96,,23080.2,359115.12,,905.28,164443.05,35710.4,,67280.32,94927.3,41253.95,122033.58,35007.51,118606.95,9145.5,4100.89,,,2853.27,43201.2,2485555.2,3639.68,5999.56,7959.6,35085.45,22961.82,,,245481.77,18730594.0,126371.81,145808.52,477182.4,48673.49,313.12,407614.94,2753.64,7003.8,61480.38,138035.75,6191.57,,406316.0,3884.49,1547.52,,103334.94,525123.9,143618.55,1259191.4,,375612.62,,187649.88,56025.2,12811.32,253581.3,,17200.48,491655.62,,108370.29,59655.03,26499.75,12346.95,1498.86,98452.97,1087.8,67011.88,8252.4,85250.5,,42842.31,122182.83,1205300.2,237366.42,40418.91,1201256.2,394265.2,4039.68,80900.45,,39334.4,77285.83,1060990.0,,501246.9,,75455.39,89.04,900.9,642094.94,50737.05,8086.74,21040.4,,93257.25,2772.36,70622.0,40154.38,,2415.12,,319765.94,,,23924.76,3449.8,1411788.8,,,62814.19,574.9,,,11309.58,190519.3,25780.39,13994.96,151089.05,87673.0,,84343.68,561425.0,38.48,161349.6,45143.1,197775.28,,32266.24,36897.25,56089344.0,1383345.5,51355.92,319674.28,906452.94,,38306.73,640700.9,144517.42,96961.2,56906.4,,5100.74,273287.53,,141493.05,254996.98,45321.18,,31641.0,,,112521.51,,94659.25,,,1344.35,8503.77,,,87715.16,16027.2,1465.2,109054.89,14828.1,34920.45,279313.06,,,,2460.78,10146.56,138804.9,841823.2,240.12,579553.25,103343.17,,30403.88,3584330.5,,2123.06,287610.97,345191.44,1265.94,4284.9,66395.55,764166.2,157666.05,266037.72
1986,63882.28,179202.31,73666.56,,26340.38,579179.0,,1036.8,164964.6,52899.6,,125998.63,102987.0,36904.4,132578.4,105646.62,119979.09,9622.08,4462.5,,,4983.55,114716.8,2479248.5,3475.92,6319.17,9435.0,38131.73,24444.48,,51661.4,246427.1,14157966.0,131114.5,169111.8,483786.8,52122.6,288.4,358087.5,11164.75,7624.1,72834.3,132114.4,8615.4,,567420.7,2874.89,1609.23,,136444.25,525779.1,142152.0,1355859.1,,383066.6,,162668.8,55526.01,13664.0,287584.44,,20084.46,523753.5,,161277.19,59269.0,22834.6,21060.64,2528.07,46993.44,1392.52,162110.84,8507.52,98105.4,,54226.9,123527.25,2058020.5,2413699.2,40336.4,1082374.1,431703.0,3782.9,84027.68,,22035.6,88856.19,1044662.44,,533949.6,,146813.58,206.64,933.12,591692.5,52259.49,13900.5,27721.5,,98028.06,3782.87,154399.05,42753.8,,2813.84,,407767.25,,,73420.02,4008.5,1329778.8,,,90837.72,1989.05,52179.85,,7132.73,193353.42,25752.0,14754.51,190333.2,159719.34,,86607.9,936590.5,49.64,166560.2,44156.85,219893.6,,30599.4,46083.07,57147708.0,1537807.9,45670.58,250886.38,964774.6,317.52,46266.87,621503.25,169447.52,98848.5,55998.56,,5058.58,269106.3,,219985.77,260437.1,84725.41,191138.39,35858.95,3289.41,,80745.24,,70775.5,,,2277.08,9226.62,,,90907.4,22713.56,1563.7,266433.9,25719.12,56820.63,475557.75,,,,1136.64,13253.1,147778.55,884730.25,175.5,866810.44,170906.22,,42384.98,3624926.8,,2480.72,250284.48,709929.06,1098.24,4926.74,79650.0,719943.7,162423.2,285210.4
1987,143400.42,233113.1,73552.32,,29132.72,534484.8,,1140.09,165371.92,52333.8,,117027.72,57693.0,49307.18,126044.57,211243.44,119649.42,10061.22,4654.5,,,3128.59,120683.25,2358033.2,3468.0,6532.02,10979.4,37004.58,17658.75,260558.2,52131.1,253152.72,18467094.0,131288.1,174907.05,528428.06,53374.95,349.44,471102.62,11441.65,10010.25,76526.91,167361.48,13025.74,,621907.5,3525.5,1417.23,45061.46,137152.83,572147.0,133820.75,1344043.2,,378338.4,,222649.19,56648.08,14117.12,338539.06,2299.08,20927.45,569495.4,,270144.44,61062.4,33696.96,24522.16,5107.2,92789.55,1755.6,72048.0,10383.88,94741.98,,49042.67,124963.74,2144858.5,5889643.0,40401.24,1086236.2,535456.75,3778.15,84407.84,,37448.0,99012.96,1016652.0,,584519.0,,148494.34,329.28,869.05,545246.7,53337.75,15704.48,36306.66,,93922.5,3371.22,199641.0,44800.86,,3309.46,,507220.06,,,116196.64,3407.92,1204250.2,532.27,,37759.04,3272.14,174588.98,,40954.18,184059.1,17754.39,14147.07,258273.9,319445.62,,88836.21,1221096.6,55.46,170723.81,45143.43,224159.31,,34807.84,50916.3,67235016.0,1664754.9,48466.08,347254.88,1289520.2,307.72,44833.27,605964.44,136783.84,100282.05,69821.92,,5149.8,307634.4,,220794.6,270910.62,174002.84,180081.66,39172.62,6281.98,,76334.88,,82521.6,,,2777.94,8337.7,,,94774.56,20212.4,1571.3,158652.3,34655.68,100123.48,547107.6,,,,2714.8,21165.0,181077.12,928595.2,174.2,709013.75,251745.06,,45839.2,3089933.8,,2501.59,287123.94,644155.94,1735.7,4284.54,121317.9,866995.5,230576.0,302849.38
1988,160983.55,245918.95,73274.88,,31612.8,586295.6,,1205.55,189043.47,52147.2,,100899.62,87967.5,58506.6,181113.4,456168.44,115358.76,10427.04,4279.08,,,3515.81,125107.74,2263588.5,3364.2,6666.66,12381.44,37228.17,42706.0,317452.06,52817.1,265772.0,24345538.0,140446.73,196969.92,586549.5,57878.05,400.2,596389.7,6591.6,10796.8,80259.74,154597.45,10553.88,,642990.0,11552.52,1438.2,40350.96,56620.18,622184.5,151222.25,1524651.8,,361672.1,,273200.7,58869.58,15135.84,385311.62,2826.6,21822.56,601174.4,,317834.78,60718.68,31834.4,18936.32,7757.9,89717.84,1111.2,169490.2,10876.25,129020.64,,128546.84,123084.72,2258425.2,7947614.5,40672.16,1631710.2,509295.34,4012.47,82492.06,,40532.08,102346.8,996749.1,,628107.8,,112656.96,1298.16,723.8,475784.4,53981.47,33720.99,45054.72,,94235.44,3321.66,220966.69,46568.92,,3138.2,,558199.4,274.23,,152283.6,6937.97,1572195.1,435.25,,80313.93,2227.12,321512.97,,48580.7,217493.77,30262.05,14845.28,279282.16,289554.8,,81028.56,1584171.9,52.64,176612.84,46460.61,358412.16,,39911.25,51595.35,80273096.0,1841196.5,45615.51,325956.8,1509419.5,301.95,56850.02,571078.25,229598.22,100335.48,80199.0,,6680.96,274003.88,,226114.6,294514.38,355179.44,165957.6,37215.99,7816.32,,102335.94,,97781.31,,,2860.05,9949.21,,,98782.9,26769.05,1467.61,228363.72,38653.41,86047.94,661106.25,,,,2483.46,21677.04,193657.66,1137518.8,236.7,768486.2,339428.38,,37987.92,3716580.5,,2596.69,276512.8,976500.56,2395.68,4046.25,194013.86,791614.5,236484.0,302144.47
1989,108336.14,218096.64,76053.12,,33809.88,607049.44,,1205.55,211690.8,52715.4,,162958.62,89149.5,96251.52,234334.98,1849892.9,112711.5,11651.8,4904.19,,,4302.6,129673.15,2163516.0,3337.95,6786.45,15559.05,37048.95,76325.04,327793.38,69759.0,261397.77,24532134.0,191474.1,235729.77,563628.6,60999.0,450.45,659694.0,14278.3,11435.76,63769.09,176831.2,10788.96,,666861.0,13674.0,1397.44,46132.8,128990.55,618445.6,163788.36,1567461.8,,406154.53,,439539.66,58260.65,14227.2,437052.62,3184.72,25032.12,598242.1,,354869.44,62539.02,35108.4,23919.35,3169.98,80882.24,2084.38,190630.2,13570.23,163040.19,,69026.77,121390.83,2406569.5,10499525.0,44523.18,1534932.9,485851.6,4364.91,84990.4,,42032.71,101994.48,981963.3,,669896.25,,116065.95,1541.61,832.5,642928.6,53829.44,30185.0,55234.56,,96535.63,3447.99,243657.52,47343.12,,3648.0,,559295.75,253.44,,191722.52,7219.52,1922467.1,671.97,,141889.2,4663.78,492153.0,,60593.02,237124.8,28903.98,16466.4,302938.44,289191.25,,48480.74,2073457.6,53.46,177889.36,46864.44,359962.4,,45230.02,55954.44,87401730.0,1982836.8,45851.3,329136.6,1660288.9,298.9,65605.28,528966.6,395830.72,111381.12,75221.36,,7397.56,317640.6,,239291.48,336699.9,500803.28,134371.69,38739.87,10884.52,,121753.05,,87786.6,,,1918.35,8811.83,,,103650.7,27096.3,1466.72,383829.2,77168.64,110807.58,688304.75,,,,2530.08,16982.56,202191.3,985367.8,207.77,748649.8,367727.34,,43977.42,3636542.2,,2591.82,274699.0,1309779.5,2648.5,4298.44,283322.4,976773.8,241970.4,296397.7
