Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2012,752805.3,502721.97,34314.39,696.96,79830.72,679892.9,41021.0,1210.3,275561.16,73456.48,131816.23,400053.12,129223.71,292670.4,581992.2,2946322.0,66457.25,18237.78,5206.74,29865.04,106561.28,6898.22,230903.19,2762264.8,2984.1,6337.45,12151.19,52047.65,85305.47,348011.3,78167.04,218475.0,17458664.0,666939.6,574562.25,2009659.2,142165.05,310.66,676240.5,18244.04,9347.36,64468.04,128197.08,13038.3,112958.01,647318.6,18792.81,912.77,58224.54,178399.7,835364.44,284022.8,2249667.2,88281.04,458160.0,14414.9,1911358.1,60369.21,19241.64,769440.9,2075.22,45549.36,775293.1,52044.4,737568.6,222925.02,70731.5,48360.69,22909.5,107083.35,1715.93,376850.88,15366.74,211107.69,40261.44,166275.12,88028.82,4294900.5,20944030.0,68188.15,1338083.0,790465.7,4162.53,150953.66,531175.9,39305.28,195662.88,1023487.75,371980.62,1350325.0,143400.0,314361.0,3026.8,534.1,457493.84,57452.5,119899.78,78949.6,115004.0,141832.45,2158.94,355876.28,52155.95,28260.84,5953.86,17324.58,681761.5,340.56,40388.92,526332.25,7174.53,2251568.0,1180.0,23264.55,445762.2,4155.03,752641.7,7402.5,66879.45,731014.4,104531.2,14277.62,545859.8,479824.1,52895.64,551315.0,2318478.8,28.71,179018.34,58874.35,533729.7,281.24,58411.44,66285.24,115737040.0,3962658.5,64431.7,537947.0,2218969.2,206.48,127493.61,399357.1,311954.88,96642.7,115137.75,131019.84,20188.48,182785.33,1683132.4,325889.2,531159.0,1164974.9,413007.12,42603.37,16559.08,196401.66,107855.82,308.83,196975.38,62128.43,236134.7,5573.76,8446.64,58807.98,21452.16,113040.06,28371.75,1545.46,360278.03,220874.8,201524.4,809216.1,222577.9,133327.47,26375.74,2755.95,17531.52,197393.06,1211553.2,263.84,1520974.4,1093434.5,382739.8,44068.6,3728109.5,612417.94,1654.08,466817.6,1465989.1,6334.5,4815.04,611310.0,795520.2,428475.84,455326.44
2013,738267.5,539180.25,35455.86,625.92,85174.74,693804.6,41496.0,1185.03,279107.9,76111.15,138896.16,406294.1,127812.96,290390.1,581911.44,2961897.5,64402.4,18864.45,5110.93,27511.68,111015.38,6839.05,214038.52,2808879.5,3055.78,6655.77,12173.5,51937.45,42370.14,349148.8,78734.4,219603.02,18131192.0,605269.5,561722.8,2084013.2,144267.95,298.9,656806.1,17849.98,8987.52,68203.35,126688.32,13454.1,106500.52,631151.94,18962.5,918.59,55663.98,173855.12,871532.9,282578.62,2429136.0,88117.48,442908.47,13528.48,1853771.1,59070.48,18958.5,674247.2,2046.06,45179.31,780767.94,51112.8,738871.2,214627.84,72182.55,49380.33,23113.83,101847.24,1706.23,380815.7,15634.92,213612.3,39502.08,164129.55,88436.7,4610714.5,21065136.0,67467.84,1362638.0,847838.06,4118.66,156373.44,517176.97,36824.28,201586.98,997486.06,374210.06,1237551.5,148078.27,302866.2,3083.7,642.14,453273.47,60212.79,129185.35,88056.36,118052.0,136638.72,2079.99,354421.97,52438.98,28286.88,6024.15,18195.58,677745.06,333.63,40164.3,544769.4,7320.06,1891787.5,1057.02,23491.58,450341.75,4287.69,669702.75,7279.36,66599.82,766750.8,108033.6,14099.26,509112.03,488045.8,57697.81,582309.75,2554741.8,28.71,174849.3,57747.02,544576.5,306.24,56560.68,68954.76,115634470.0,4041299.0,61376.0,494479.03,2106953.8,228.69,136174.2,391260.88,304183.47,91288.96,116914.07,134724.16,22289.63,181050.48,1794124.6,326248.88,540862.0,1183507.8,429260.97,44046.73,15398.16,200997.0,106413.64,276.06,221997.6,64589.55,205819.14,5904.39,8579.34,57565.2,21001.65,111904.24,29101.1,1577.8,319640.6,221915.06,202455.12,806225.3,231277.44,140531.02,25911.18,2754.18,17448.72,203565.6,1234636.4,247.5,1539283.2,1123298.4,392359.12,44123.7,3711370.0,616206.7,1649.0,474564.34,914757.25,6660.36,4966.08,664758.8,913898.7,440895.84,463237.1
2014,735031.7,566535.2,36468.63,602.37,90517.68,691668.0,40920.93,1116.72,286223.97,79226.14,145282.02,408366.06,126045.81,287487.03,614173.56,2985733.8,58067.68,20163.33,5038.08,26259.24,114159.3,6995.8,211925.4,2685180.8,3110.46,6647.85,12359.16,51958.35,82142.55,350527.44,79843.2,228419.9,18377746.0,594470.4,571469.8,2214593.0,153590.4,288.09,642151.8,17332.8,8958.5,63993.02,123528.24,13470.93,104408.86,645036.8,18014.88,915.68,54269.02,189916.1,902887.6,260376.81,2458193.0,87292.16,423590.28,12869.34,1918073.6,58260.02,18874.35,695886.2,1922.69,40842.9,769845.8,50553.23,819792.56,202483.31,73012.8,49668.44,23661.32,95839.92,1685.86,295294.03,15816.22,213928.11,38212.8,157933.44,89299.98,4365098.5,21344940.0,65050.56,1431460.8,864655.06,4010.4,157116.7,498598.94,35398.84,216865.19,984718.06,369715.3,1291951.4,146036.16,321926.4,2412.75,637.98,445912.84,59881.35,129344.71,97820.48,94341.24,131069.84,2097.81,355530.78,50063.2,28180.86,6219.18,18757.88,668669.75,331.65,41505.3,536024.25,7331.94,1982611.6,951.6,22786.7,474534.72,4248.09,785633.2,7121.66,72505.62,812106.1,111247.83,13680.88,524147.25,496770.94,58715.36,654852.8,2851114.2,27.72,169051.2,56512.38,544399.9,323.0,56126.43,74212.38,119071544.0,4291111.5,61651.2,487638.8,1963752.0,224.2,119584.4,382044.2,306926.03,84419.16,121275.72,135583.47,21369.79,185595.48,1842326.9,333392.1,549449.75,1206424.2,421923.2,44750.4,14701.61,181956.75,108061.46,267.96,250766.7,62257.92,192564.0,6055.3,7946.32,54386.93,20559.9,112944.02,28926.66,1614.69,303970.25,210541.69,203362.31,791638.6,238724.77,146024.9,23889.25,2682.26,17307.96,212470.86,1243573.5,232.29,1700980.4,1150519.2,118967.5,44715.55,3745978.2,642132.8,1658.16,448639.62,1503131.8,6991.8,4602.78,683987.5,970083.75,486235.4,444250.16
2015,775350.4,604231.4,36725.04,587.82,95501.34,709750.75,40856.16,1074.15,289752.66,76944.48,146525.25,409030.66,124926.12,295242.97,623825.94,3018920.5,60130.98,20672.12,4928.6,24192.46,117828.81,7069.74,222101.28,2781553.0,3184.51,6634.98,12068.1,51832.0,77650.26,351532.1,81185.28,230843.52,18153462.0,686281.7,582391.06,2190211.8,136390.4,277.2,641082.25,17458.4,8618.31,64107.44,121443.3,13123.13,105177.1,670897.4,19392.24,905.52,53305.74,176704.8,929252.94,236111.45,2500136.8,87468.4,412121.97,12746.58,1973778.6,56652.85,18775.35,716677.44,1783.44,47512.8,757022.7,54836.78,752195.94,190240.8,74165.23,50125.1,18244.4,91637.37,1542.84,280928.2,15529.65,212151.38,36491.74,160197.77,90557.28,4082610.0,21317028.0,62367.5,1468351.6,806993.4,4006.6,159693.1,472148.9,34168.68,235217.06,964392.0,390671.12,1238389.6,147035.52,329794.0,2482.74,600.66,428603.97,62446.23,128597.32,100812.63,96582.85,137832.16,2105.73,352352.88,47399.64,28110.18,6295.41,20118.82,658271.8,329.67,41535.54,495985.12,7270.56,1961640.4,958.8,21703.5,513279.9,4192.34,796690.6,6931.32,76090.41,826162.6,101533.51,13254.08,509014.88,514337.66,62944.56,689532.5,2820136.2,27.72,167272.2,57086.45,538385.1,301.21,54763.92,79156.44,118914030.0,4470118.5,56460.39,493206.3,1818684.5,214.2,114145.99,376922.7,319852.8,80784.34,122021.44,137696.12,25427.16,175169.8,1851628.1,341635.84,556743.9,1211048.8,424711.56,45284.16,17038.08,188255.72,107496.52,275.4,271213.44,62975.5,169239.06,6060.48,8170.16,53697.6,20121.0,114417.94,26365.5,1596.62,256491.9,251985.3,200746.66,768216.25,244506.23,152537.22,23498.44,2607.36,17879.04,216147.81,1304408.5,237.12,1745709.1,1219067.8,114089.2,44939.75,3766443.2,681094.25,1665.18,494674.16,1587586.4,6647.2,4715.2,640381.75,989733.2,514518.3,417920.16
2016,810600.75,641577.8,35761.77,557.62,99536.58,701755.75,39342.76,1010.16,295652.56,74105.73,139630.14,411438.0,122328.5,318678.38,631416.25,3028881.0,61111.92,20937.51,4685.9,22438.26,117245.24,7250.4,217183.31,2591745.8,3161.23,6618.15,11407.2,52004.9,75802.02,352791.53,82852.8,227439.5,17782334.0,791690.44,615041.7,2259114.2,121013.82,265.32,630797.44,16422.0,8846.4,68179.36,120299.85,13429.65,105989.76,687474.06,15658.36,875.16,55055.8,180201.36,913907.56,246747.38,2591969.5,86374.0,411026.84,13003.26,2087760.0,52376.52,17822.0,686819.6,1699.47,45411.0,745890.0,55099.72,791996.4,189825.95,72461.25,49671.45,24647.65,91386.9,1534.08,336515.2,15950.68,206721.9,34588.56,148236.31,91706.67,4019094.2,21249276.0,60509.3,1523893.1,829619.4,3872.96,161272.98,463870.25,36401.31,236089.84,982778.94,335281.8,1224362.5,145833.6,332901.66,2560.41,617.4,421331.4,60644.43,131087.66,99665.57,108069.93,138133.81,2014.95,345042.72,49639.59,28950.12,6291.45,21648.2,652930.75,331.65,42829.47,551506.5,7094.22,2047385.8,750.47,22364.9,570234.8,4388.28,811691.1,6824.52,77268.51,841267.1,105185.82,12720.96,484801.8,521395.28,59889.3,673345.6,3588355.5,27.72,167431.8,57640.32,514557.16,313.31,54763.0,81489.87,120181180.0,4640392.5,66753.2,488001.6,1962469.4,226.38,108284.46,372928.22,322544.62,82125.96,124414.36,141194.8,26894.14,175912.06,1869446.1,346727.9,562330.9,1244301.0,445507.2,46654.09,18800.0,183987.72,110737.06,260.58,286642.16,61204.23,151699.5,5969.28,8579.34,54281.28,19634.72,115885.0,26221.5,1594.56,226662.16,252281.2,204058.64,745683.8,254305.92,155247.69,24975.85,2583.36,17862.55,213270.55,1361033.8,228.42,1713940.6,1293058.0,88174.25,45082.25,3792225.2,708438.06,1650.33,470464.7,1620979.2,6839.64,4351.94,664721.8,993309.1,549341.3,421000.2
2017,799176.3,645593.94,34163.91,577.17,99698.54,654843.2,37796.46,1023.15,300397.6,78774.3,127333.44,393996.34,120568.42,317046.9,636295.7,3048464.5,60104.52,20885.07,4449.96,21435.0,115763.68,6785.68,209690.88,2384215.8,2916.0,6571.62,11085.76,52343.1,76174.98,352724.2,84080.64,220216.56,17584012.0,758628.3,604016.9,2362111.0,117765.75,253.44,626635.0,17410.02,8899.2,66660.48,117130.86,13828.32,107207.04,713453.6,17435.16,761.67,59658.48,173391.95,922156.7,248153.25,2540665.0,85182.7,396798.84,13200.42,2180346.2,48683.0,16762.2,703236.56,1790.69,46492.5,742986.3,54120.43,845098.6,201690.86,69884.12,46219.74,26509.28,93310.47,1460.16,372614.97,15968.14,197294.4,32815.48,151162.8,92645.19,4011419.5,21607638.0,60079.9,1539061.9,917823.1,3683.71,169673.28,456587.1,33422.34,232987.6,972437.4,400656.97,1130029.4,137112.2,328555.8,2844.0,610.54,396665.97,59616.81,126491.82,95060.73,118919.2,136123.02,1692.0,338901.75,50956.06,28944.48,6280.56,21675.64,652294.2,359.37,41279.92,536799.9,6926.64,1826655.1,807.2,20569.64,590617.75,4622.66,810474.06,6588.51,77014.08,861084.9,110388.48,12107.2,506948.62,534272.3,63852.8,732257.1,3721483.2,24.75,164727.48,57628.8,529764.3,271.44,56403.76,83456.01,120160700.0,4611577.0,62975.07,479240.97,1945765.9,212.43,85460.76,363081.6,328353.72,84483.84,124543.51,144144.0,27411.23,164429.69,1853488.6,351680.84,565240.5,1312721.4,447011.0,46408.32,16864.77,198659.7,100741.84,249.92,306848.12,62034.05,157854.84,5785.5,7375.36,55690.56,19243.68,116663.84,26010.0,1634.45,228948.25,256996.2,212919.0,720861.56,257996.72,160213.69,26638.02,2572.02,16198.0,211900.5,1341156.5,223.68,1720906.2,1330480.8,219700.5,43528.65,3739031.5,716651.1,1591.92,360350.75,1548473.2,7277.7,3910.12,644694.75,945638.4,550374.7,406803.88
2018,865363.25,763168.9,32731.38,544.5,103290.66,617830.9,35273.72,994.65,295525.06,75519.1,112818.92,383105.7,119214.06,313540.97,637174.75,3066611.0,59525.84,21328.56,4085.1,20687.47,107952.27,7494.72,207169.66,2468844.2,3064.7,6481.53,10405.19,52665.15,74029.6,350441.9,84216.96,217980.34,17963252.0,759804.44,570634.94,2444807.5,128499.0,244.53,627120.75,17147.9,9185.54,63891.8,112427.37,14244.12,109986.36,728653.4,19252.8,759.52,60404.81,179209.56,926900.5,247896.55,2523536.2,84776.1,389525.75,12930.6,2136988.8,47536.58,16879.58,693692.9,1833.0,44396.8,730134.7,53459.19,817504.4,213211.62,70221.51,47751.88,28388.44,92316.51,1330.95,347487.66,15751.0,200895.23,32364.93,143521.44,93728.25,3943184.8,21596058.0,59381.68,1519994.5,946779.2,3753.75,171532.34,444627.56,33969.4,225755.52,934945.5,394491.16,1269168.8,138060.62,322891.12,3015.3,602.7,366057.44,53563.51,121663.5,87832.26,121320.99,100814.46,2001.65,334740.78,51374.7,27287.2,6311.25,20580.48,650830.94,371.25,41048.34,625665.56,6748.28,1857002.4,782.46,20252.61,596110.56,4588.1,830184.8,6419.9,75379.59,881737.3,114251.06,12191.93,533273.4,529682.7,66189.3,694211.7,4111832.0,22.77,162700.7,56452.8,530816.6,268.2,55997.16,85225.14,119999816.0,4926442.5,68285.36,479141.28,1920025.8,201.4,83724.9,358969.84,330843.72,85750.83,120915.52,144849.88,27991.74,175579.31,1738659.0,352530.0,551422.06,1319852.2,443635.03,46006.13,17445.4,208330.23,93736.58,228.6,326171.53,62939.42,169153.6,5661.05,8773.11,57491.9,18904.11,116758.9,25984.8,1694.88,219669.0,300093.6,211158.2,680864.3,251005.44,162510.48,26876.23,2472.03,17919.99,205253.94,1367205.9,201.14,1761582.4,1346807.4,286053.3,40324.83,3687669.0,710552.94,1462.76,313504.2,1189546.5,7363.55,2563.88,609567.7,903570.3,533789.1,400578.3
2019,842932.4,746187.5,31228.56,472.23,104084.64,574966.75,33924.08,1005.84,290570.8,77106.48,100631.12,394286.53,116503.79,307797.84,631357.06,3100201.5,59013.15,20642.49,3935.58,22848.8,96905.34,7744.94,187243.5,1991536.4,2889.0,6376.59,9574.87,52840.9,71151.96,347239.62,84009.6,215783.05,16508506.0,718138.44,572669.75,2603671.2,136144.66,235.2,652517.94,17533.62,9077.76,63875.15,111513.6,13699.2,110431.59,727793.44,19496.45,760.32,60119.63,183572.3,889482.0,251743.66,2424457.0,84801.75,367210.16,12937.47,2165373.0,45056.83,16965.3,648013.06,1901.64,45269.7,703418.5,51498.84,810803.6,224370.73,65926.96,45357.78,30296.92,89209.89,1284.04,354291.53,16441.92,196284.0,32249.52,135590.22,92619.45,3874976.5,21608798.0,58390.92,1451249.9,913262.25,3908.79,173120.92,431951.03,32828.16,208853.62,907109.56,392613.3,1297785.2,148163.9,320906.97,3104.97,582.97,334714.1,51721.48,106751.04,80464.35,107109.18,99055.16,1927.4,331908.38,51748.16,26312.0,6452.82,19858.41,647067.94,371.25,37468.34,599127.7,6574.82,1715646.6,737.86,19319.08,615005.2,4641.28,816849.9,6293.58,73747.94,902875.94,121150.4,11844.48,558436.6,511800.1,66240.06,723718.0,4434136.5,24.75,162855.0,55074.66,531535.0,275.52,55261.64,85284.54,118234140.0,5216870.5,67671.12,474723.03,1907484.6,199.82,84441.35,360368.25,332240.53,85816.17,118167.44,144181.62,28878.64,179613.28,1606128.0,359919.7,543506.9,1358933.6,440316.25,45259.23,19387.5,215798.2,98151.36,208.56,362608.9,62812.35,169537.3,5583.15,8239.77,57568.53,19008.55,116393.62,26018.1,1705.77,250592.06,346291.4,224076.44,657952.94,254002.27,163545.03,27297.04,2408.67,16627.47,200556.02,1342980.5,213.44,1854359.8,1385011.8,303615.2,38540.0,3623382.2,716447.06,1381.28,313941.12,1345672.0,7849.8,4015.4,698271.6,949722.9,530077.7,403189.2
2020,807477.75,703806.25,29841.0,437.58,95021.1,479687.25,32954.74,967.68,287447.2,72475.25,78095.92,396797.53,116670.96,300727.7,619482.5,3112448.8,56529.2,19565.7,3641.21,22020.96,87493.03,6048.24,169898.0,2161785.8,2712.35,6289.47,8978.45,53195.25,69915.2,347197.88,84407.46,203670.94,14721861.0,652098.25,588161.25,2570151.5,126614.85,205.59,621089.06,16757.3,8802.45,63033.51,108928.71,13773.12,109073.59,721873.9,16041.2,723.84,59933.39,168607.58,836797.06,205930.2,2257556.8,85569.35,349214.7,13068.51,2275357.2,41922.56,16623.86,652002.25,2022.71,41385.96,687208.6,46095.28,788456.0,231935.94,63805.25,43349.94,31714.56,86057.73,1020.24,352957.5,16606.26,180292.0,31930.86,145150.22,91972.98,3482164.0,20075912.0,56845.56,1335107.1,808307.2,4091.07,172318.3,403701.8,32373.12,180123.8,853007.06,365262.47,1296326.1,145116.0,316633.94,2989.08,583.11,308854.84,49328.13,98313.09,62653.24,100347.06,97403.17,1789.66,319450.56,51278.34,25349.87,6521.13,18754.56,643105.0,373.23,33493.56,597110.7,6395.48,1506795.9,765.88,17024.28,562263.8,4493.3,757216.3,5962.32,72134.4,772017.8,125072.1,11607.1,561867.1,482802.88,72225.66,735122.8,4149190.8,24.75,162652.9,53948.49,470541.97,276.45,55108.0,85157.82,112244620.0,5003340.0,55496.3,389125.44,1844481.6,189.12,97387.2,357893.72,333003.9,86234.94,108331.12,142030.42,27311.43,174517.66,1509844.8,337049.44,523543.1,1352668.5,403110.25,45287.76,19260.6,209180.8,89736.03,217.16,362674.4,59408.08,188022.1,5721.6,5432.52,56785.74,18745.4,114151.54,23890.72,1676.16,242847.8,369559.84,223969.9,635087.1,257082.02,161495.19,27482.13,2357.19,16859.52,192973.73,1258880.5,225.15,1895609.1,1359993.0,288908.38,34961.84,3529969.5,745610.4,1331.81,246951.19,1378818.4,6836.7,5284.82,682527.1,961400.2,515070.38,387771.4
2021,737855.25,671448.8,29140.3,425.7,103741.44,464441.84,32620.68,989.0,285706.8,72418.02,71309.21,405878.84,114433.62,302578.5,606946.3,3156924.2,53936.67,18718.0,3752.18,20630.2,82469.94,6002.56,175156.1,1850231.0,2600.22,6238.98,9336.46,54052.15,68315.8,342589.6,82586.88,193788.6,13003273.0,665587.0,619798.75,2449735.5,134880.12,176.58,619101.56,16429.68,8552.28,55670.73,103839.12,14001.6,103090.74,719513.6,13516.31,684.48,59739.39,170840.88,793540.0,206904.95,2265763.2,86629.55,330666.16,12396.6,2375821.2,41364.53,16502.22,641780.2,1754.64,49701.0,670095.7,42518.7,825519.7,244402.48,62343.78,39642.56,33644.05,82746.18,1092.63,303767.2,16537.5,174511.27,30659.92,119580.0,92280.87,3017109.8,19647080.0,54513.42,1223647.6,859681.7,4192.44,169470.42,389882.88,30153.6,198458.84,843480.0,402224.3,1324094.8,146756.55,316637.38,2944.8,555.84,279304.9,50300.34,104267.8,59577.07,102595.76,96006.68,1652.0,316668.47,51382.65,23745.6,6552.81,16971.7,631660.94,357.39,31893.33,500451.06,6004.0,1624875.0,802.38,15926.22,626811.56,4401.54,330996.8,5849.01,70062.5,622755.25,121100.98,11617.55,565759.94,440333.56,77157.08,756182.7,4063812.8,24.75,164455.45,52814.56,509594.53,290.08,53899.2,84825.18,108708410.0,5236681.0,62977.56,443388.75,1391761.0,189.05,78527.04,347477.6,340891.66,85140.0,95650.1,137146.75,30143.82,166532.98,1435200.4,328347.38,512048.44,1288152.6,414424.3,44609.6,17768.88,213438.16,97232.8,216.0,421176.53,58118.97,199811.58,5868.5,7669.44,55386.03,16691.74,113503.6,22104.39,1629.02,256093.86,428361.72,231840.2,583868.8,259805.77,157883.02,27111.95,2335.41,16220.64,185985.86,1153652.5,212.44,1826523.0,1422854.1,266983.1,32671.73,3476709.5,810234.6,1214.4,241740.23,1225026.0,5447.32,4964.85,689179.1,1012281.94,566578.75,401960.25
2022,779138.94,674492.94,28275.5,367.5,107640.96,441927.38,31671.15,1098.9,285668.8,72216.48,69848.58,396090.25,114759.96,301287.12,605234.6,3212219.0,53879.28,17813.08,3786.24,19530.0,78830.22,5720.4,173047.86,2041653.5,2712.44,6232.05,9581.46,52325.84,64189.29,343721.2,83945.28,179222.4,10965540.0,671563.5,625713.06,2516602.5,138482.77,146.16,619594.0,17904.9,7137.75,52177.8,98695.08,14289.6,105329.82,703721.25,13538.73,601.88,61036.28,176914.31,734122.6,196336.0,2268031.8,87825.6,326621.4,11729.34,2419073.2,44095.87,15926.4,654769.94,1683.6,39933.6,649390.25,41538.65,838348.8,256521.23,60861.6,44250.52,35506.1,80962.7,1081.08,300842.9,16319.94,177659.05,31669.16,118967.04,92898.63,4072083.5,21162300.0,54870.93,1200493.8,1034619.44,4399.44,171122.7,390541.2,32600.68,214277.2,816848.0,437381.0,1322575.2,140854.5,306634.44,2980.25,547.2,257366.62,51459.84,111596.1,62407.82,122075.54,94591.94,1656.45,320508.03,48912.72,22299.3,6747.84,16686.75,624683.4,347.49,31031.44,526541.5,5968.2,1715588.4,775.72,16177.56,627313.5,4358.06,630426.06,5717.6,67419.6,625380.25,136145.34,11761.0,531037.94,427955.28,72579.36,787431.94,3956343.0,23.76,166991.73,53874.77,506982.6,299.97,52754.75,85018.23,110571496.0,5418904.5,58137.18,441883.25,1528301.0,188.94,91339.31,329443.7,340438.22,81683.91,93947.64,141232.7,29416.66,159709.05,1400978.8,369295.38,500291.97,1306624.2,455155.03,43706.26,18402.53,212738.89,94514.55,212.52,489317.1,57832.12,215339.05,5627.64,8212.82,55120.25,17147.63,108651.78,27785.65,1738.24,264785.5,467487.9,231804.4,567985.0,260668.1,157305.69,26037.93,2360.16,15670.5,171312.67,1140154.2,196.56,1884299.1,1421217.0,218745.95,32458.2,3435813.8,863511.7,1258.29,180077.55,1320660.2,5986.04,4316.04,732029.0,1033873.7,580962.5,417523.5
2023,813759.6,841027.44,27872.95,439.04,108035.52,335238.4,32671.58,1074.76,288225.62,74296.26,66240.84,390038.94,114747.22,305271.88,614083.5,3266174.2,56632.44,17767.53,3777.54,18297.45,74821.04,5751.95,168388.42,2353622.5,2674.95,6213.24,9700.02,58807.85,77140.0,342190.3,81749.4,176424.95,9494153.0,733784.4,668239.5,2387743.2,140194.08,160.82,638910.9,17301.75,5934.33,52034.4,94786.56,14219.6,98038.8,689061.1,16551.36,404.32,59840.27,179193.6,852197.8,191970.8,2233418.0,89147.05,318788.2,10712.52,2725716.8,43483.44,15889.57,667845.1,1928.39,46685.8,643182.1,40858.4,808459.5,268146.0,65508.24,44649.38,37799.2,73638.3,1189.38,324409.38,16200.38,167075.83,32064.54,133276.86,91313.64,3690219.0,20635254.0,53970.69,1186961.5,1020290.2,4352.52,173228.72,387650.34,32644.26,222927.36,784601.75,430733.16,1325842.4,129046.44,303148.44,2951.1,536.64,249283.58,50704.83,117341.8,48828.37,129786.27,92534.8,1496.28,321392.62,47229.3,21351.6,6681.51,16537.5,610541.25,347.49,29312.04,608169.25,5810.42,1742003.6,715.7,16142.2,642740.25,4271.82,625677.56,5968.89,65195.52,813093.4,146756.7,11711.04,569995.8,408502.84,69081.73,818173.44,4560686.5,24.75,167240.36,52853.76,528678.56,304.92,51881.28,83764.89,108385840.0,5537800.5,50180.67,450989.28,1584143.0,189.15,86660.7,313599.75,338534.47,81617.58,96239.08,126709.44,28529.45,146516.56,1341190.9,357682.22,488962.44,793969.0,457145.25,44398.9,17583.72,214292.27,94800.0,201.11,484054.3,57558.63,222349.23,5437.5,7696.8,53192.64,16789.85,104284.54,24295.55,1749.88,314918.34,492060.06,245180.7,555048.9,257446.08,155943.48,24827.79,2374.02,15799.68,162883.38,1079766.2,204.92,1833792.9,1477874.6,188321.19,32040.65,3494692.5,896207.4,1163.72,223765.2,919915.1,6358.32,4580.77,594140.6,946961.1,577782.9,424273.5
