Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,,27.304688,51.814335,15.401141,22.083435,29.104332,62.01,22.224281,20.997139,17.82,68.61,61.138783,20.227228,54.910244,42.16008,61.822067,40.38,27.539053,27.227013,42.1,16.01,37.879883,33.5073,36.59222,39.374756,15.831313,11.541345,10.671911,47.039883,16.60521,31.040617,42.814964,60.12534,73.06518,77.51421,54.02556,52.699722,13.691032,79.776344,25.25919,31.574873,16.229382,55.9,10.197504,12.290704,44.385185,33.024654,15.36,55.320145,25.794514,63.519886,62.48935,63.76799,24.094233,20.338451,35.957302,21.63,10.837268,7.273496,4.8194547,53.194317,17.601133,80.98,52.60974,65.27341,13.006178,60.7057,57.60741,36.27566,59.30253,58.989994,40.249783,45.94882,13.86,44.373436,27.36,45.195023,71.7,12.117088,59.600163,,18.02,29.49,26.46,29.629665,39.100346,15.92,48.51,46.79321,51.65,68.679634,0.15,52.638794,43.323193,25.494196,44.77974,57.790882,71.57627,51.29111,58.86488,40.04,39.72736,27.15,14.25,47.66,53.865814,7.012195,47.17,43.315548,62.99,52.223644,1.1010301,42.09,68.81713,26.37,85.66,,19.74953,37.248043,77.82102,44.00007,16.762981,40.70201,7.103507,60.33108,60.162067,43.88297,11.03,17.94,55.78,2.5520744,15.360934,11.7495165,19.197433,58.174866,30.71383,40.281414,41.19,16.165861,9.442844,31.33,25.71,49.09693,30.03435,19.42,30.21,26.587332,18.462463,61.82266,55.668835,48.17884,5.397575,85.05292,45.356056,,29.62188,,38.844707,15.3964205,10.84,13.27,14.46,18.525179,17.888319,64.32571,56.21626,76.81319,34.18559,79.12,50.006878,,14.486395,57.34559,38.62986,28.6,0.10396336,38.470192,43.03135,48.39,25.166706,15.117374,60.58,27.279367,,34.58065,10.398283,11.967098,43.4933,14.461517,44.930435,
2001,,45.091087,49.12836,15.558508,15.085933,29.4744,50.88,22.746914,20.439098,18.46,69.62,45.433563,19.588264,49.055397,42.729385,65.805305,43.71,26.77445,28.231691,41.51,20.72,34.111927,33.053375,37.80703,38.058594,16.806746,7.934221,9.455686,53.503872,15.925995,30.119818,42.615173,64.19144,74.42911,73.28836,72.380196,45.78503,13.398137,81.362236,23.331083,31.632866,18.706238,55.22,10.643265,12.28408,48.03302,41.144573,15.12,54.50362,21.668524,60.923435,63.825607,55.92798,24.618275,19.245323,34.55398,21.22,13.178211,7.3357396,4.811159,50.85536,16.170444,76.44,46.820133,63.321957,12.716998,57.82579,59.861164,34.778316,56.116272,62.315342,42.258625,52.520283,14.39,45.205303,28.87,40.492107,74.11,10.647068,59.236656,,18.08,30.33,24.48,38.416924,38.473766,15.79,42.71,46.079647,53.16,62.231274,0.1,51.069508,39.593525,19.646366,43.971466,54.842308,59.607,45.527943,56.878994,41.09,28.38722,27.59,13.66,48.85,53.254425,6.9362507,51.94,38.774673,57.46,53.428387,1.2810374,42.38,67.79339,29.67,85.9,,22.36467,25.353,77.12585,43.81983,18.547132,35.693123,7.242929,60.25552,60.74782,40.382755,10.47,16.96,51.27,3.02829,16.986645,11.267133,18.792715,56.70207,31.895,40.651134,44.62,16.895285,8.865389,29.19,25.11,52.38963,27.415474,18.94,30.79,27.676662,18.033691,62.2807,52.76372,55.589737,4.6348763,77.2843,45.13661,24.399055,28.489542,,38.796894,27.327309,10.91,12.9,16.88,17.861988,24.843172,58.37927,58.26093,75.55944,33.98861,76.52,61.26547,,12.057827,51.312622,39.44774,23.43,0.69377697,40.908337,43.390778,47.17,24.063068,14.41601,60.84,28.611109,,29.70149,10.89244,14.055482,44.62618,14.126282,38.399765,
2002,85.3756,49.662052,50.855755,15.049819,28.041508,29.993898,75.23,22.740118,19.920012,18.61,72.34,49.8433,20.871096,51.76609,38.27583,62.935337,39.79,26.954697,28.806862,38.52,23.02,34.0158,33.920937,36.406197,36.521736,16.410551,10.304088,8.744948,49.51162,15.9083395,29.049671,42.484005,62.850822,73.05618,70.18141,71.28812,61.422707,11.48959,76.27455,23.523815,30.690622,19.377361,52.77,10.001702,12.575441,40.90151,41.70457,14.73,53.450665,22.524883,62.594936,63.766796,46.022076,24.36789,20.558817,37.462627,20.74,12.318936,7.137969,5.411477,54.15951,14.561502,77.13,54.183773,59.321594,13.054408,55.996105,86.49805,37.38019,50.98685,62.1133,40.30484,51.851425,18.63,48.1778,27.56,46.377964,73.37,10.467074,54.745975,,17.3,27.84,24.13,26.941488,39.48171,15.98,45.9,44.33084,51.66,60.581696,0.11,51.345333,38.668015,21.539822,49.669365,54.115433,55.935337,33.08924,56.90605,40.45,30.117071,25.6,13.87,47.58,53.84698,6.817985,46.53,37.60178,51.88,54.359333,1.4886792,42.57,61.75164,28.74,82.23,,22.221186,26.606686,69.984665,44.871647,14.989927,34.644497,6.8619776,59.451786,65.04916,45.29,9.81,16.83,51.96,3.8029823,16.056349,10.14919,18.492035,51.766537,32.603397,39.94067,47.77,16.838848,8.749375,26.66,23.18,56.072464,27.512894,17.84,31.21,28.464273,18.451712,61.421318,55.329628,53.08753,2.5892472,68.636536,44.852856,25.193796,23.830359,,37.214817,23.008617,11.02,12.56,16.51,16.884169,15.643745,54.176834,64.73538,74.70136,27.897083,78.17,61.135185,,12.37389,52.28603,40.204765,20.32,1.1889946,42.519554,44.012184,45.12,21.696472,14.327247,62.07,28.458881,,34.542233,8.863713,13.301483,46.677032,13.557768,28.439867,
2003,86.06919,48.51069,49.916,16.056702,27.45693,28.249893,76.43,23.21789,19.147589,18.89,69.06,50.250065,20.748098,51.675316,33.38693,63.01078,38.06,32.31951,28.641514,32.58,20.16,34.38948,32.028614,35.47386,35.88969,17.051338,19.008455,8.766111,51.472748,15.25148,28.622528,42.763847,60.717766,72.44624,71.51587,68.03039,61.434616,8.603988,73.18701,24.172354,30.765013,20.325125,47.65,10.367225,12.8403635,34.376534,40.080254,14.56,61.651382,21.148638,62.016846,65.405075,38.933056,22.457169,21.13468,34.45894,20.34,12.85473,7.3766184,4.894929,50.15299,16.282648,79.21,51.08399,62.431133,11.663008,57.032173,81.11121,37.899662,53.70714,61.623295,38.461014,48.32307,16.64,48.056164,26.39,46.016853,73.42,13.148279,54.06885,54.54957,17.39,28.63,23.72,34.570557,42.033382,16.89,44.55,45.01106,51.08,61.57055,0.12,50.64528,38.80972,20.821167,54.759136,52.48449,59.48802,33.755135,59.638836,37.61,32.46589,24.18,13.26,48.56,56.205307,5.888352,48.31,34.528915,53.81,55.66365,1.5148764,43.79,61.202118,28.84,83.17,,25.063553,21.215616,68.3899,45.322186,12.070897,34.49883,7.1599317,61.08286,72.81436,38.68911,9.61,16.6,53.81,4.878826,15.378906,10.577152,18.510168,61.54924,33.06432,37.488758,47.7,16.267685,8.782978,28.05,23.69,54.628338,18.530933,15.13,33.28,17.119974,17.949196,62.56051,54.93058,48.457977,2.9262726,75.80449,45.69375,23.76211,24.97762,,28.901152,23.549322,12.21,12.49,15.88,15.05787,17.538403,51.735603,47.41553,72.98539,27.1678,73.31,63.699284,41.248753,12.782073,48.583725,40.8964,18.93,1.1926514,40.01274,45.41841,41.03,21.358519,14.150132,59.29,30.435608,,34.542835,9.62883,14.404655,54.26419,12.326144,28.41941,
2004,84.52759,46.891098,48.342083,16.936903,30.40838,27.629631,71.59,24.311445,19.218697,19.3,65.92,38.593563,19.942526,48.58202,30.43884,63.095577,39.2,30.681719,29.600466,42.7,19.22,34.28193,32.59439,35.365837,33.599033,16.909481,16.253635,8.58329,54.852493,15.287869,28.757336,41.84412,58.768677,69.99561,73.89202,72.11378,55.608406,13.7586,73.07664,23.833986,32.059814,19.598093,49.88,10.705014,14.024029,38.805298,40.67154,14.87,62.25312,26.094326,60.839695,64.55257,35.13972,22.158617,22.980122,34.866314,19.86,12.955367,7.246232,4.35161,49.960014,14.853459,79.44,48.004196,69.38564,9.84813,53.809456,79.72444,38.96049,47.225895,60.035316,37.145298,50.057262,18.12,46.48626,25.87,45.910637,72.48,12.218671,56.559643,28.616322,17.7,28.73,22.83,27.55828,40.684933,16.59,41.04,44.20749,46.6,56.229618,0.1,46.12798,38.369694,21.5559,47.259174,48.881657,75.30529,34.21351,57.447037,41.03,31.500666,32.92,12.77,40.63,57.375584,5.7474747,38.17,30.581577,59.5,53.6927,1.2887738,42.53,55.613094,28.17,78.88,,25.521875,15.606307,70.4869,43.422867,9.699927,36.10705,6.4725013,59.833546,64.547874,41.556572,9.96,16.76,51.6,7.210088,14.106562,11.150682,18.494516,61.950077,32.353092,36.693172,47.78,14.349021,8.475083,29.79,23.5,56.959366,18.555733,24.33,33.81,21.217232,18.15097,57.17787,55.09139,51.007442,2.6561942,71.54429,44.66818,22.975565,27.293339,,31.731472,20.69822,21.23,12.17,16.28,14.643969,19.710056,52.020737,51.01407,70.4791,26.408852,71.74,72.1902,34.59128,9.972743,52.94176,41.518604,20.18,1.4025284,37.371346,38.37783,41.41,24.295666,13.973599,59.56,32.750416,,34.67517,9.409129,12.99296,60.45806,11.8459015,30.962404,
2005,78.970085,42.332657,49.310875,15.965407,30.13919,33.068134,62.94,27.07498,19.643015,19.18,59.34,39.187202,20.008127,46.525253,30.712255,65.38332,38.87,27.473661,30.364874,45.2,21.78,33.08163,32.00019,35.87644,35.040585,16.333963,16.790382,8.498577,53.23128,15.368294,27.144049,42.470867,57.689995,70.29633,74.33883,69.36361,51.97861,16.407938,76.2222,24.590754,32.77382,14.843677,49.83,11.092853,14.12019,35.31047,40.024544,14.71,53.876556,28.093613,62.79665,64.58326,35.238914,21.764408,23.089615,31.340298,19.58,12.08775,7.3689466,3.2027624,52.16561,13.660934,79.59,37.126045,69.96675,11.507098,52.809376,74.13482,36.87533,48.58168,62.476883,35.11706,49.064716,13.39,46.01602,25.8,55.32828,73.15,13.553004,56.094944,29.043928,17.59,30.24,21.61,29.142508,40.075855,15.67,34.41,44.959137,42.57,60.911976,0.12,47.982933,38.803734,21.473684,43.72244,47.323395,69.145164,35.346718,55.968513,40.5,34.38765,32.78,12.93,41.69,59.656033,5.8114,42.76,33.02706,55.66,54.589554,1.0301907,41.24,57.018314,28.86,82.5,,32.413246,12.318475,67.13424,49.588108,9.099817,38.0438,6.1930037,51.344463,65.97051,39.16899,9.89,16.71,49.22,4.4282002,14.070193,10.546917,18.635267,66.98423,35.80376,34.021008,52.11,15.377745,8.195516,28.05,23.68,57.92466,18.61186,18.5,31.93,23.797634,16.491587,54.630947,39.51602,49.994484,2.1728451,67.534065,44.026024,21.8699,29.81833,,29.929636,20.863144,23.61,13.02,16.64,13.24464,21.777351,49.495937,56.22251,68.78157,27.583063,66.1,73.827866,33.202793,10.64438,46.248196,42.115704,24.18,1.2622876,33.714592,48.598885,37.96,25.94187,13.912746,57.63,33.55261,,34.641766,9.79649,13.061043,64.780655,11.312836,26.097876,
2006,76.824974,30.6657,49.048504,17.891497,29.709606,32.41084,61.17,30.316484,19.749418,18.81,56.28,39.727882,20.206497,45.665,30.852598,65.63786,42.64,26.696327,29.360365,45.0,24.38,30.138205,32.265392,34.371265,35.379143,14.688526,14.791034,8.292569,52.946228,15.87159,27.34946,40.74998,55.991184,67.47201,74.35811,68.51201,48.68207,17.933506,79.53159,23.799574,31.076956,14.263662,48.33,11.646024,14.509473,31.15603,39.928425,14.53,54.748325,29.121359,60.92066,60.4172,34.450844,21.024727,23.671959,38.775333,18.82,14.3463745,9.358778,5.0308614,51.177746,13.694776,77.26,38.803448,70.81112,13.044982,51.347717,66.937805,36.044903,52.814903,61.515533,35.29148,49.862488,13.31,43.062767,25.05,53.37504,72.26,13.929562,51.68799,32.58729,16.95,25.72,21.32,28.93595,39.186047,16.42,31.08,38.430798,39.18,52.3625,0.06,50.048977,36.545155,21.239334,41.077866,44.68946,66.23503,34.626987,58.68157,40.95,30.023184,31.86,13.37,35.6,58.748814,6.0750146,46.45,31.653627,49.92,53.763947,0.9778379,37.0,56.742966,29.62,75.02,,25.555698,12.746886,68.15977,52.912994,8.924166,34.73174,5.9871836,49.88719,70.4588,41.984314,8.33,16.45,42.5,3.9536555,13.838945,11.477663,18.79883,72.946266,33.34239,40.32966,54.04,16.106743,8.107342,27.32,25.52,56.72242,18.6681,19.99,31.13,14.269592,15.393951,55.789253,37.439507,48.834667,2.6582808,65.751595,38.751213,21.096483,32.840134,,34.144463,18.08366,26.59,12.28,16.54,12.404338,21.01543,51.460014,63.66036,66.54301,17.656862,68.8,76.42288,22.01904,7.913208,49.325066,42.674744,23.65,0.74974054,25.771896,54.05322,36.13,23.768965,13.678007,56.9,34.947086,,34.697384,9.125375,12.8310995,65.89187,10.582864,25.695812,
2007,78.16998,28.383972,49.40165,18.00021,28.876251,31.286299,58.23,32.526573,19.00256,18.81,52.61,41.13089,20.564184,48.27829,27.393473,66.41324,42.59,30.235931,28.730911,44.27,25.8,26.113852,30.761936,33.09412,36.837227,12.784999,14.336647,6.772622,50.60357,15.594481,27.333332,39.18727,51.29121,63.337658,74.999146,63.855793,49.15676,19.248543,81.81255,22.916233,30.912472,9.78315,48.8,13.631025,14.4146185,30.180767,42.96027,14.56,46.180557,28.088581,54.745163,60.32749,44.093063,20.733078,23.02109,36.996235,19.0,15.587111,9.528396,4.4663625,50.531487,13.499159,75.67,38.46598,71.74362,15.068112,46.99331,64.737785,34.224026,55.369633,61.623707,32.98963,49.79937,12.39,40.120026,27.01,49.54562,70.82,11.571237,53.21486,29.548231,16.47,26.66,21.52,31.15529,36.047665,15.52,32.77,35.769123,42.91,48.781025,0.17,51.090355,35.725506,21.346077,34.908104,44.079563,42.16618,33.441864,63.93407,44.85,24.05228,28.4,10.31,36.85,57.183052,6.8307652,45.1,32.654896,47.23,52.497154,1.2560728,37.29,61.347427,31.08,82.16,,23.281063,12.019497,65.29891,55.80852,11.715225,35.12305,5.800812,53.65877,70.937546,41.94469,7.89,16.07,60.96,2.3014133,11.45346,11.269731,18.7953,71.78801,29.960402,42.54205,55.97,16.26565,7.7815046,26.67,25.91,57.95808,18.724453,17.6,31.45,12.496537,16.738699,58.00177,44.27264,48.468143,2.9187138,71.991516,41.63937,20.02647,34.712883,,30.17064,19.499664,27.37,13.63,16.34,12.135823,20.444187,51.919914,64.91827,66.704,14.813794,70.61,68.99676,18.259708,9.831295,49.283123,42.868134,23.88,1.0414495,28.474226,54.483646,36.46,23.363106,13.596816,58.13,35.816216,,34.66908,9.428261,13.095059,69.1558,9.702891,24.725012,
2008,75.40339,21.653238,56.23107,15.581657,25.136518,30.261913,71.44,31.909147,19.041626,18.24,56.54,42.89715,19.905163,44.000034,30.95701,67.83095,42.63,27.910845,27.807495,43.91,29.84,24.22464,30.368229,30.884092,35.451057,10.108236,15.474247,5.815737,58.595963,15.484287,26.49786,37.430428,47.36825,59.38002,74.24559,49.687363,37.85081,20.85275,83.37431,24.451736,29.510948,8.837513,51.4,16.13297,14.118859,27.901848,44.35028,14.12,41.57861,26.14696,54.179485,61.823803,33.423542,20.640764,21.428001,38.477333,18.57,16.505608,10.029708,4.0992694,52.050343,13.81946,66.55,37.024193,70.94903,16.439686,46.723663,61.842613,32.208534,55.200977,59.048336,35.32625,51.415623,14.51,38.579563,26.95,49.367565,69.15,11.863089,55.47851,21.315527,16.27,25.35,21.34,30.176603,31.941391,15.24,24.47,33.461887,48.68,51.125084,0.17,56.86151,37.100746,19.808735,31.377789,44.859524,34.844627,32.26568,59.589714,50.64,22.014917,28.17,10.06,37.31,56.413227,6.416943,48.42,37.188995,33.1,48.595856,1.3549514,32.03,63.222176,32.99,82.46,,21.424644,10.498523,60.940376,61.84155,10.370281,35.536026,6.8998623,52.612034,72.756935,40.908577,9.92,15.66,61.63,2.1909962,13.234787,12.449211,18.853308,70.06161,29.216572,43.34994,57.45,17.365047,8.69523,24.43,26.39,60.46802,18.780918,18.18,31.55,11.783793,19.369043,62.40305,41.627815,46.457787,3.7017636,71.176704,42.00724,19.699173,35.147106,,25.177273,24.282812,21.02,12.64,16.33,10.542341,33.104065,53.012016,68.81595,65.98863,14.701762,68.58,78.47993,11.520394,7.4688177,46.72016,42.792793,19.18,1.1946087,32.5851,52.741974,37.79,21.292854,13.359409,57.32,34.43723,,34.57613,8.968692,14.272145,68.61846,8.8428755,20.535326,
2009,72.77924,15.508905,56.534,14.3965025,16.100368,26.187096,73.63,25.277037,19.052843,18.05,57.89,35.456985,19.6722,42.59874,31.440691,67.943474,44.37,26.580006,27.014172,30.62,30.92,24.336893,30.099377,31.21032,36.33098,9.499402,16.581087,5.4235306,49.31326,15.224829,26.201296,34.588936,43.45622,59.615696,76.76543,45.41014,50.371758,18.01455,84.12469,24.229616,26.40225,8.099642,49.92,15.050539,13.896358,26.627926,42.2405,13.68,38.935684,27.449507,51.54731,60.436813,46.11647,19.016737,21.272001,41.539257,18.32,24.589401,10.166727,3.7497375,50.685707,14.613795,68.91,31.041348,72.49637,17.004215,51.629333,55.943165,29.502367,54.578396,56.9232,32.84932,44.90909,13.75,39.27424,26.27,49.221355,66.76,12.700527,56.027607,22.368464,16.87,25.42,20.66,22.965,22.71313,15.16,22.91,31.506226,38.59,50.548637,0.44,54.682632,34.720497,16.720383,26.87694,44.56974,49.68375,31.100632,57.422348,53.29,19.721151,26.82,9.89,38.78,54.498333,5.502449,45.58,37.65555,34.32,47.35384,1.3525819,34.79,61.835415,32.46,82.27,,22.759476,8.2377615,62.765156,58.37334,11.235611,32.191563,8.490853,53.667995,74.47494,38.318268,9.07,15.25,57.62,3.1048431,12.356443,11.497238,18.28181,67.96987,29.720888,40.27629,55.58,18.30548,10.39127,24.52,25.1,55.445446,19.380554,20.78,34.58,11.377055,18.350763,52.475822,45.615383,43.287537,2.7205153,65.43761,38.43321,19.147438,35.165134,,23.256454,21.968481,22.42,12.78,16.4,10.423815,31.884468,54.0,65.01297,65.2491,15.90249,69.64,70.73177,8.844766,11.528274,47.5112,42.5213,14.51,0.8239328,34.64831,42.84918,37.4,20.751677,12.64768,56.42,33.370758,,34.635384,8.954448,12.564647,74.215836,8.109772,14.884394,
