Date,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BEL,BGR,BHR,BHS,BIH,BLR,BLZ,BRA,BRB,BRN,CAN,CHE,CHL,COL,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GBR,GEO,GLP,GRC,GRD,GTM,GUF,GUY,HKG,HRV,HUN,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KGZ,KNA,KOR,KWT,LBN,LCA,LKA,LTU,LUX,LVA,MDA,MDV,MEX,MKD,MLT,MNE,MNG,MTQ,MUS,MYS,MYT,NIC,NLD,NOR,NZL,OMN,PAN,PER,PHL,POL,PRI,PRT,PRY,QAT,REU,ROU,RUS,SAU,SGP,SLV,SRB,STP,SUR,SVK,SVN,SWE,SYC,SYR,THA,TJK,TKM,TTO,TUR,UKR,URY,USA,UZB,VCT,VEN,ZAF
2014,,,12.501747,3.0706503,10.172414,3.9425707,1.8900476,,6.2393203,1.8705485,3.3766234,10.884669,1.3312951,0.7585855,13.42155,10.292664,,10.7483,4.55759,3.128572,6.9223228,6.6307707,,5.1404634,7.606146,3.448276,4.0410733,4.118242,7.8175898,4.937933,8.296613,9.028119,6.9096613,4.2525835,2.6244345,1.0685188,,4.3531427,6.758939,2.187952,7.2583103,8.072798,12.0331955,15.620703,6.1538463,12.493239,19.53402,1.5263872,1.5525541,4.9911118,3.9040108,,4.4921875,8.131373,3.9464145,8.537118,,11.614417,4.044126,5.0406456,2.4271843,7.214635,14.723927,,7.373272,6.533526,2.9588592,3.508772,2.3687103,3.6030788,6.6551423,6.4062757,,5.565749,,,7.211828,5.46726,22.033218,5.442177,6.2987213,4.5674925,5.6018248,3.7126172,7.6736155,11.826536,24.89244,17.696308,3.844693,7.3693285,8.15252,6.1390176,5.2831783,4.2538514,3.3553624,1.7706236,,20.666777,9.62534,1.6770868,,11.746032,4.0101275,4.108864,4.484516,11.448276,,15.435788,,2.6361375,5.944954,4.607889,1.7700571,5.7032566,4.84622,6.4596252,10.753769,8.420663,28.654932
2015,,,12.967501,3.6695602,11.363636,4.028871,2.3509445,,6.76672,1.8216988,,9.310654,,,14.446953,10.716633,,11.312218,4.8771815,3.8931456,5.921008,7.1075125,,5.7795115,7.96762,3.8729405,4.5946407,4.5506916,6.959153,5.2906713,8.807253,8.542985,6.7543855,4.7542644,2.5126288,1.051585,,4.9247184,7.441343,2.8134606,4.8520303,8.869408,9.666284,14.742321,5.769231,12.209907,20.431166,1.9001937,1.8831105,5.762273,4.23521,5.6825657,3.9871678,8.688384,4.548424,,6.357478,11.6125145,4.61043,4.6080036,1.8867924,8.178112,14.642802,,5.802357,7.419079,3.1573153,4.558479,2.4623027,3.6611035,6.2660947,5.8676214,0.7282147,5.5474873,,,5.0081835,5.2443132,21.137424,4.2519684,7.5584774,5.138853,6.383031,3.6954336,,10.317897,21.318579,,4.2785773,6.444951,8.301353,6.66527,4.897025,4.215405,3.7279847,1.8608979,,21.27146,9.50843,2.064083,,,,4.487244,5.213072,6.970128,,16.148838,,2.3195956,5.839827,5.562119,1.6999105,5.5388722,4.826276,6.5892725,10.466439,8.796016,25.809368
2016,,,14.0867195,3.9715157,7.3800735,4.2156663,2.4557142,,6.3017473,1.9529653,,11.555361,2.1547127,,12.597115,11.01503,,12.683823,4.00018,3.240256,5.563032,7.458826,,6.0508413,7.869159,3.746345,4.8566127,4.0763025,9.119011,5.3095827,10.368746,8.43925,6.781109,4.483075,2.6132746,1.2267437,,4.554883,6.9940925,4.075161,4.989154,9.045666,7.230256,14.669655,5.9933405,11.131203,20.950666,2.134182,1.6087775,5.4358106,4.1526756,5.5783033,3.8095238,8.731747,4.05884,,7.103971,11.2598915,4.2581406,4.7737117,4.488778,8.879132,8.409593,,7.9684763,,3.4934072,3.913945,2.6936028,3.6271987,8.4920635,5.976597,0.9646932,5.922824,,6.09937,6.0882797,4.9596777,20.931374,6.555091,7.2668295,4.596737,6.3138714,3.5448117,6.051733,9.69177,19.478409,18.098433,4.035989,6.7761946,8.124719,8.26441,4.8029,5.133644,3.8497856,1.9252095,,20.85278,8.594693,1.9239542,,,4.6130924,4.2866573,4.5909233,7.4024224,,14.377564,5.6437907,,5.183246,6.397873,,5.908441,4.49205,6.252948,11.267606,9.631761,23.956734
2017,,,14.542507,4.213825,6.394316,4.66778,3.0142908,,7.1170645,2.0220237,,,2.240712,,14.385027,10.493546,,10.200472,4.327964,3.8897433,5.734669,7.105138,,5.832135,8.701344,4.2267528,5.285213,4.2140064,10.482529,5.5512533,9.524705,8.934683,6.8829403,4.7488594,2.9465096,1.2036519,,5.0571947,6.9527383,3.4210196,,8.921315,8.522727,14.362626,,10.804515,20.942398,3.220076,1.7680027,5.306069,4.454728,,5.769231,8.467127,4.5377135,,6.8123255,9.373118,4.1966066,4.7548695,1.8134716,9.772567,8.728851,,5.658784,,3.1513128,4.536391,2.8040338,3.399603,7.0104756,5.85561,0.95974016,6.6087933,1.5134938,4.015937,,5.275368,20.39101,,6.84966,5.0101852,,3.8912358,8.251798,9.490812,20.377739,17.620766,4.5547743,6.816779,7.776497,7.446332,5.6292906,,4.1083255,1.9738517,,21.65663,7.7645283,2.159619,,,5.837074,3.8032084,4.9177303,6.366048,,14.879587,3.9657757,,4.960561,7.1153016,1.5585511,5.8360715,4.5120974,5.5959635,9.255079,,23.271828
2018,,7.843807,14.1207695,6.395868,7.2438164,3.6316652,3.3724322,,7.696964,1.8511693,,,2.5063586,1.3802238,14.293166,10.496393,,8.684863,4.752121,3.8799784,6.537698,7.342613,,6.1984177,8.865683,4.214691,5.2027984,4.4403763,9.548611,5.9241705,9.334198,9.096719,6.632245,4.825576,3.325644,1.4195844,,4.96915,7.239259,4.5202475,,8.569078,8.515057,13.032225,,10.295576,,1.3660684,1.7543591,5.423892,,,4.9601417,8.408739,4.6618953,,6.1478214,9.06486,4.099718,4.36206,0.7371007,11.067198,7.1544,,7.97546,,3.3431041,5.096178,3.0389063,3.5994625,6.840892,6.849474,0.7705176,6.6160517,,4.2931333,,5.4880877,18.648573,,5.6256638,5.6147833,,3.2476888,12.8167095,8.722109,17.796799,17.170721,4.878803,,7.683164,7.7292213,,,4.722546,1.950342,,22.174671,9.108864,2.4356894,,,5.564253,3.1584086,5.41897,,,14.788509,2.861077,,5.070959,7.7657585,1.5723244,6.006798,4.5439835,4.6251764,7.327586,,21.921984
2019,,5.5239825,14.289728,6.3662405,6.9579287,4.264864,3.0940447,,7.2922792,1.8504298,,,2.8303587,,12.160805,10.671277,,8.309618,4.0721903,3.5880792,7.832534,7.0397577,,5.853779,9.003657,4.982434,5.261565,3.9919322,7.920792,5.800213,,8.846399,6.503908,4.5311356,3.3715262,0.87654275,,5.1088023,6.6370134,5.823099,,8.862865,7.64526,13.398365,,10.952572,,1.0290767,1.7869956,4.964084,,,3.8208168,8.912269,4.8697023,,,8.9760065,4.474641,4.2829256,1.9498608,10.961676,8.431426,10.024805,7.1870174,8.658648,3.2966745,4.99002,3.0299726,3.6280563,14.045937,7.209587,0.84613127,9.110629,2.2884197,4.8814507,,5.727582,19.552233,,5.580458,4.967574,,,11.149784,8.46925,18.286098,17.648537,4.996473,,6.5554504,8.732464,7.139435,,5.24724,1.8903335,,22.500986,,2.750892,,,5.800804,2.4528852,4.7560377,5.283019,,14.303747,5.0147934,,5.264005,8.7677,1.4331095,6.021777,4.0742416,4.748688,8.462332,,21.976719
2020,,17.109201,25.318764,16.839922,9.407665,3.5034099,9.4815445,,22.054281,9.695755,,,13.082134,,21.800282,21.732388,,,8.758414,14.991797,19.207571,22.552544,,12.321126,7.1917048,6.0471525,12.98177,7.404025,7.8571424,7.470725,,29.053118,,18.709091,4.169323,1.6036613,,14.297771,16.498116,12.141599,,11.58036,5.334626,16.710243,,10.821471,,8.942005,7.9481144,9.733382,,,4.989154,14.047995,14.665346,,,7.734155,10.591757,11.551642,2.1390376,10.8795595,,15.605982,5.7344856,,8.338118,15.087397,4.809542,10.487818,14.915798,25.974104,13.007183,12.490834,,4.0070343,,4.864376,18.992258,,12.107717,15.699736,,,23.69371,,47.871124,,13.26958,,,14.814395,13.313827,,11.190088,,,20.285917,,12.305519,,,12.376246,16.03098,13.63277,3.742515,,,7.8277197,,5.6130366,15.755881,,5.8798294,14.020301,10.091154,9.311348,,25.799603
2021,,,31.01289,23.4355,23.816568,3.5539951,10.479328,,13.3427105,21.293331,,,23.273016,,25.450083,30.442762,,,7.393788,11.14451,20.28497,30.270815,,20.145002,20.69599,12.582782,22.48036,,,5.3647423,,26.818562,,11.955789,12.582313,2.12382,,12.504477,15.353518,24.116116,,17.953579,22.666666,20.640696,,,,15.147021,17.52527,12.314889,,,3.8148308,16.98574,12.7408695,,,7.864189,12.55078,10.863023,7.439825,11.977146,,27.187351,,,17.394127,13.706426,14.919225,18.479523,25.066137,28.414343,22.24716,12.073932,,14.7458725,,10.185325,,,8.880103,14.870272,,,30.360275,21.73296,46.14301,,21.89322,9.827868,,36.335373,18.606348,,,,15.546009,22.87065,,23.926601,,,28.959583,14.771506,9.770958,2.4864864,,19.07909,7.615005,,,22.110207,,18.125729,15.270603,8.824709,9.639728,,
2022,,,20.950607,11.078226,,8.310508,9.165131,,,10.259734,,,6.555709,,16.61525,,,,9.208246,8.92442,14.753763,,,9.877702,,13.688059,10.492517,,14.9292145,8.81567,,11.231183,,10.752621,8.33479,7.4779963,,10.514889,,,,18.619158,10.822899,11.511124,,,,,7.3215775,8.599598,,,12.407132,16.52982,11.496259,,,9.344253,4.355804,6.660084,8.482142,18.460123,15.445841,,,,9.178248,10.113171,7.9256845,8.261906,,11.156654,8.152634,12.364066,,5.455759,,9.986088,,,4.6704645,9.290937,,,,12.27909,23.760374,,11.826566,11.182318,12.658673,,8.503402,,9.627679,,12.361538,25.93606,,11.491442,,,13.997281,13.182465,8.375605,,,,4.770307,,,15.706195,,11.123544,9.311016,7.363682,9.377991,,
2023,,7.9121075,,7.5227246,,6.2004795,6.252228,,,,,,3.6685553,,,,,,,5.4509764,,,,,,,7.3779864,,,,,,,6.590098,,,,,,7.351015,,,8.812949,,,,,,3.5513668,,,,,,,,,,3.3786454,5.181117,,,11.027434,10.316675,,,5.4072313,7.5577154,4.9844575,5.1478415,,,1.9368901,,,4.8987737,,9.595406,,,,7.279924,,,,,,,,,,,6.3846455,,,,9.131326,,,5.2306833,,,9.637375,5.3760443,7.230382,,,15.451009,,,,11.798279,,,,5.0184073,,,
