Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CYN,OWID_KOS,OWID_SML,OWID_SRM,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1991,0.0,0.0,1.0,,0.0,2.0,,2.0,2.0,2.0,,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,,2.0,,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,,0.0,,0.0,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,1.0,0.0,1.0,,,0.0,2.0,0.0,,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,1.0,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,0.0,0.0,,2.0,2.0,,2.0,2.0,0.0,2.0,,0.0,1.0,1.0,1.0
1992,0.0,0.0,1.0,,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0,2.0,1.0,,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,0.0,,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,,0.0,0.0,,1.0,1.0,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,1.0,2.0,1.0
1993,0.0,0.0,1.0,,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,0.0,,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,,0.0,,,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,1.0,1.0,,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1994,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
1995,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
1996,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
1997,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,1.0,2.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
1998,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,1.0,2.0,0.0,2.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,2.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
1999,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,2.0,0.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
2000,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
2001,,0.0,1.0,,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2002,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2003,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2004,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2005,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2006,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2007,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,,,,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
