Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_ABK,OWID_CYN,OWID_KOS,OWID_NAG,OWID_SML,OWID_SOS,OWID_SRM,OWID_TRS,OWID_YGS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2012,27.0,30.0,63.0,96.0,22.0,80.0,42.0,80.0,97.0,96.0,23.0,34.0,97.0,82.0,53.0,56.0,81.0,18.0,96.0,62.0,14.0,88.0,69.0,81.0,99.0,30.0,46.0,74.0,35.0,98.0,96.0,96.0,17.0,34.0,23.0,20.0,29.0,61.0,55.0,90.0,91.0,11.0,93.0,95.0,96.0,29.0,95.0,98.0,75.0,35.0,60.0,41.0,3.0,5.0,96.0,95.0,18.0,100.0,37.0,95.0,93.0,34.0,97.0,60.0,84.0,39.0,23.0,30.0,8.0,83.0,89.0,57.0,71.0,67.0,51.0,86.0,43.0,88.0,65.0,76.0,97.0,16.0,24.0,100.0,81.0,88.0,73.0,34.0,88.0,26.0,55.0,39.0,29.0,91.0,91.0,86.0,41.0,11.0,49.0,60.0,43.0,93.0,98.0,43.0,72.0,90.0,100.0,84.0,43.0,87.0,65.0,35.0,46.0,65.0,91.0,64.0,24.0,97.0,26.0,72.0,86.0,59.0,34.0,90.0,60.0,48.0,76.0,56.0,46.0,51.0,99.0,100.0,47.0,93.0,97.0,26.0,40.0,78.0,42.0,31.0,46.0,5.0,,25.0,,42.0,82.0,71.0,63.0,92.0,59.0,93.0,89.0,3.0,97.0,62.0,28.0,81.0,27.0,24.0,10.0,7.0,75.0,52.0,65.0,70.0,77.0,100.0,2.0,78.0,31.0,81.0,77.0,92.0,91.0,100.0,21.0,67.0,5.0,21.0,43.0,53.0,24.0,7.0,63.0,73.0,81.0,59.0,61.0,94.0,88.0,66.0,40.0,57.0,97.0,93.0,4.0,89.0,39.0,19.0,79.0,81.0,25.0,81.0,62.0,25.0
2013,26.0,29.0,67.0,96.0,21.0,80.0,43.0,80.0,97.0,96.0,22.0,34.0,97.0,80.0,53.0,53.0,78.0,16.0,96.0,61.0,14.0,87.0,67.0,81.0,99.0,30.0,55.0,74.0,6.0,98.0,96.0,95.0,17.0,45.0,24.0,20.0,30.0,62.0,55.0,90.0,90.0,12.0,92.0,94.0,96.0,29.0,95.0,98.0,73.0,34.0,60.0,31.0,3.0,5.0,96.0,95.0,18.0,100.0,37.0,95.0,93.0,34.0,97.0,63.0,84.0,41.0,21.0,32.0,8.0,83.0,89.0,56.0,72.0,67.0,51.0,86.0,43.0,88.0,64.0,77.0,97.0,17.0,25.0,100.0,81.0,90.0,74.0,35.0,90.0,25.0,53.0,39.0,30.0,91.0,90.0,85.0,39.0,12.0,48.0,59.0,41.0,92.0,98.0,42.0,72.0,90.0,99.0,84.0,42.0,88.0,64.0,43.0,48.0,65.0,91.0,64.0,44.0,97.0,26.0,72.0,86.0,58.0,34.0,90.0,60.0,47.0,76.0,56.0,46.0,54.0,99.0,100.0,50.0,92.0,97.0,26.0,40.0,79.0,43.0,31.0,46.0,5.0,,24.0,,42.0,82.0,71.0,63.0,92.0,60.0,93.0,89.0,3.0,97.0,61.0,28.0,84.0,26.0,26.0,10.0,7.0,79.0,51.0,65.0,67.0,77.0,100.0,2.0,78.0,24.0,81.0,77.0,91.0,91.0,99.0,20.0,67.0,1.0,21.0,47.0,54.0,24.0,7.0,63.0,75.0,81.0,63.0,60.0,94.0,88.0,64.0,37.0,55.0,98.0,92.0,4.0,89.0,38.0,20.0,79.0,81.0,26.0,81.0,59.0,28.0
2014,24.0,28.0,67.0,96.0,21.0,80.0,46.0,80.0,97.0,96.0,20.0,32.0,97.0,81.0,45.0,50.0,79.0,15.0,96.0,60.0,14.0,87.0,68.0,81.0,99.0,30.0,56.0,73.0,6.0,98.0,96.0,95.0,17.0,46.0,25.0,25.0,30.0,63.0,55.0,90.0,90.0,14.0,93.0,95.0,96.0,28.0,95.0,98.0,73.0,34.0,59.0,26.0,3.0,5.0,96.0,95.0,18.0,100.0,60.0,95.0,93.0,34.0,97.0,64.0,84.0,41.0,20.0,40.0,8.0,83.0,89.0,55.0,71.0,65.0,49.0,86.0,41.0,82.0,64.0,78.0,97.0,17.0,24.0,99.0,80.0,89.0,74.0,36.0,94.0,24.0,51.0,38.0,31.0,91.0,90.0,84.0,37.0,12.0,44.0,56.0,23.0,92.0,98.0,41.0,71.0,91.0,98.0,85.0,42.0,88.0,63.0,52.0,48.0,64.0,91.0,60.0,44.0,97.0,25.0,71.0,86.0,58.0,31.0,90.0,61.0,46.0,76.0,56.0,43.0,54.0,99.0,100.0,51.0,88.0,97.0,26.0,41.0,79.0,52.0,30.0,46.0,10.0,,24.0,,42.0,82.0,71.0,63.0,92.0,59.0,93.0,89.0,3.0,97.0,65.0,28.0,83.0,23.0,25.0,10.0,6.0,78.0,51.0,68.0,65.0,75.0,100.0,2.0,80.0,15.0,81.0,77.0,90.0,91.0,99.0,18.0,67.0,-1.0,21.0,47.0,33.0,22.0,6.0,65.0,75.0,81.0,79.0,55.0,94.0,88.0,63.0,36.0,62.0,98.0,92.0,4.0,90.0,35.0,20.0,79.0,81.0,25.0,81.0,60.0,28.0
2015,24.0,24.0,67.0,96.0,20.0,79.0,46.0,82.0,98.0,95.0,16.0,19.0,96.0,82.0,59.0,49.0,80.0,14.0,92.0,57.0,17.0,87.0,68.0,81.0,98.0,29.0,56.0,73.0,7.0,99.0,96.0,95.0,16.0,51.0,24.0,25.0,28.0,63.0,55.0,90.0,90.0,15.0,94.0,95.0,95.0,28.0,95.0,98.0,70.0,35.0,59.0,27.0,3.0,4.0,95.0,94.0,15.0,100.0,62.0,91.0,93.0,34.0,95.0,64.0,83.0,40.0,18.0,39.0,8.0,83.0,89.0,54.0,74.0,63.0,45.0,87.0,41.0,79.0,65.0,77.0,96.0,17.0,27.0,100.0,80.0,89.0,75.0,36.0,96.0,24.0,51.0,38.0,32.0,91.0,88.0,83.0,36.0,12.0,43.0,61.0,20.0,92.0,98.0,55.0,67.0,91.0,98.0,86.0,41.0,88.0,60.0,56.0,43.0,65.0,92.0,57.0,45.0,96.0,28.0,70.0,86.0,56.0,30.0,90.0,64.0,45.0,77.0,52.0,48.0,54.0,99.0,100.0,51.0,84.0,98.0,25.0,42.0,79.0,52.0,33.0,40.0,11.0,,24.0,,41.0,83.0,71.0,65.0,92.0,59.0,93.0,90.0,3.0,97.0,64.0,27.0,83.0,22.0,24.0,10.0,6.0,78.0,51.0,68.0,65.0,69.0,100.0,2.0,78.0,14.0,81.0,77.0,89.0,92.0,100.0,18.0,68.0,-1.0,20.0,48.0,32.0,16.0,4.0,65.0,75.0,81.0,79.0,53.0,94.0,89.0,60.0,36.0,61.0,98.0,90.0,3.0,91.0,35.0,20.0,78.0,80.0,17.0,79.0,60.0,32.0
2016,24.0,24.0,68.0,95.0,20.0,82.0,45.0,83.0,98.0,95.0,14.0,19.0,95.0,82.0,63.0,47.0,80.0,12.0,91.0,55.0,20.0,87.0,68.0,79.0,98.0,29.0,55.0,72.0,10.0,99.0,96.0,94.0,15.0,52.0,24.0,19.0,27.0,64.0,55.0,90.0,91.0,15.0,94.0,94.0,95.0,26.0,95.0,97.0,68.0,35.0,57.0,26.0,3.0,4.0,94.0,94.0,12.0,100.0,59.0,90.0,93.0,32.0,95.0,64.0,83.0,41.0,20.0,40.0,8.0,84.0,89.0,54.0,74.0,61.0,46.0,87.0,39.0,76.0,65.0,77.0,96.0,17.0,27.0,97.0,80.0,89.0,75.0,37.0,96.0,22.0,51.0,37.0,31.0,92.0,89.0,82.0,36.0,12.0,44.0,62.0,13.0,92.0,91.0,56.0,64.0,91.0,98.0,87.0,41.0,84.0,62.0,56.0,40.0,65.0,92.0,57.0,45.0,96.0,32.0,69.0,85.0,53.0,30.0,89.0,63.0,44.0,77.0,49.0,50.0,47.0,99.0,100.0,52.0,81.0,98.0,25.0,41.0,80.0,52.0,33.0,40.0,11.0,,24.0,,43.0,83.0,72.0,63.0,92.0,64.0,89.0,,3.0,97.0,64.0,26.0,84.0,20.0,24.0,10.0,6.0,78.0,51.0,71.0,66.0,70.0,97.0,5.0,76.0,4.0,81.0,77.0,89.0,92.0,100.0,18.0,71.0,-1.0,18.0,48.0,32.0,11.0,4.0,65.0,74.0,81.0,78.0,38.0,94.0,91.0,58.0,35.0,61.0,98.0,89.0,3.0,91.0,30.0,20.0,80.0,80.0,14.0,78.0,56.0,32.0
2017,26.0,26.0,68.0,96.0,17.0,83.0,45.0,83.0,98.0,94.0,12.0,18.0,95.0,82.0,60.0,45.0,80.0,12.0,91.0,55.0,21.0,86.0,67.0,78.0,96.0,28.0,55.0,72.0,9.0,99.0,96.0,94.0,14.0,51.0,22.0,17.0,21.0,65.0,55.0,90.0,91.0,14.0,94.0,93.0,94.0,26.0,93.0,97.0,67.0,35.0,60.0,26.0,3.0,4.0,94.0,94.0,12.0,100.0,59.0,90.0,93.0,23.0,94.0,64.0,83.0,41.0,41.0,41.0,7.0,85.0,88.0,56.0,74.0,59.0,46.0,86.0,41.0,72.0,64.0,77.0,96.0,18.0,31.0,95.0,79.0,89.0,77.0,37.0,96.0,22.0,48.0,37.0,30.0,93.0,89.0,84.0,36.0,12.0,43.0,62.0,9.0,91.0,90.0,55.0,64.0,91.0,98.0,87.0,39.0,82.0,61.0,56.0,35.0,62.0,92.0,58.0,44.0,92.0,31.0,67.0,85.0,52.0,30.0,89.0,63.0,45.0,77.0,49.0,50.0,44.0,99.0,100.0,55.0,81.0,98.0,23.0,41.0,81.0,52.0,30.0,44.0,10.0,,24.0,,43.0,83.0,73.0,62.0,92.0,63.0,85.0,,3.0,97.0,64.0,24.0,84.0,20.0,23.0,7.0,8.0,75.0,52.0,72.0,66.0,70.0,97.0,7.0,73.0,2.0,82.0,78.0,89.0,93.0,100.0,16.0,71.0,-1.0,18.0,47.0,31.0,11.0,4.0,69.0,75.0,81.0,70.0,32.0,94.0,93.0,52.0,37.0,62.0,98.0,86.0,7.0,90.0,26.0,20.0,81.0,80.0,13.0,78.0,55.0,30.0
2018,27.0,31.0,68.0,94.0,17.0,84.0,51.0,84.0,98.0,93.0,11.0,14.0,96.0,79.0,60.0,41.0,80.0,12.0,91.0,53.0,19.0,86.0,67.0,75.0,96.0,29.0,59.0,72.0,9.0,99.0,96.0,94.0,11.0,51.0,19.0,15.0,21.0,66.0,50.0,90.0,91.0,14.0,94.0,91.0,94.0,26.0,93.0,97.0,67.0,34.0,63.0,22.0,2.0,4.0,94.0,94.0,19.0,100.0,61.0,90.0,92.0,23.0,93.0,63.0,83.0,43.0,45.0,42.0,6.0,87.0,89.0,53.0,75.0,59.0,46.0,85.0,41.0,70.0,62.0,75.0,97.0,18.0,32.0,94.0,78.0,89.0,78.0,37.0,96.0,22.0,48.0,38.0,26.0,93.0,89.0,83.0,36.0,14.0,45.0,62.0,9.0,92.0,90.0,56.0,63.0,91.0,98.0,87.0,39.0,82.0,58.0,56.0,35.0,63.0,93.0,59.0,44.0,91.0,30.0,65.0,85.0,51.0,32.0,89.0,64.0,52.0,75.0,49.0,50.0,32.0,99.0,100.0,54.0,78.0,98.0,23.0,41.0,81.0,54.0,31.0,43.0,10.0,,24.0,,39.0,84.0,73.0,61.0,92.0,64.0,84.0,,3.0,96.0,65.0,25.0,81.0,20.0,23.0,7.0,7.0,72.0,51.0,79.0,65.0,67.0,95.0,7.0,67.0,2.0,83.0,77.0,88.0,94.0,100.0,16.0,71.0,0.0,17.0,43.0,30.0,9.0,2.0,70.0,79.0,82.0,69.0,31.0,93.0,93.0,45.0,36.0,60.0,98.0,86.0,9.0,91.0,19.0,20.0,82.0,81.0,11.0,79.0,54.0,31.0
2019,27.0,32.0,67.0,94.0,17.0,85.0,53.0,85.0,97.0,93.0,10.0,13.0,96.0,66.0,56.0,39.0,80.0,11.0,91.0,53.0,19.0,86.0,63.0,75.0,95.0,28.0,59.0,72.0,10.0,98.0,96.0,90.0,10.0,51.0,18.0,18.0,20.0,66.0,44.0,92.0,91.0,14.0,94.0,91.0,94.0,24.0,93.0,97.0,67.0,34.0,65.0,21.0,2.0,4.0,92.0,94.0,24.0,100.0,60.0,90.0,92.0,22.0,94.0,61.0,82.0,40.0,46.0,46.0,6.0,88.0,89.0,52.0,74.0,55.0,45.0,85.0,38.0,70.0,61.0,71.0,97.0,17.0,31.0,94.0,76.0,89.0,78.0,37.0,96.0,23.0,48.0,39.0,25.0,93.0,89.0,83.0,36.0,14.0,44.0,60.0,9.0,92.0,90.0,56.0,63.0,91.0,98.0,89.0,37.0,83.0,60.0,61.0,40.0,62.0,93.0,63.0,41.0,90.0,30.0,62.0,84.0,45.0,34.0,89.0,62.0,52.0,77.0,48.0,47.0,31.0,99.0,100.0,56.0,77.0,97.0,23.0,40.0,81.0,56.0,34.0,41.0,10.0,,22.0,,38.0,84.0,72.0,59.0,92.0,62.0,84.0,,3.0,96.0,65.0,25.0,83.0,20.0,22.0,7.0,12.0,71.0,50.0,79.0,65.0,66.0,95.0,7.0,66.0,2.0,84.0,75.0,88.0,94.0,100.0,19.0,72.0,0.0,17.0,44.0,32.0,9.0,2.0,71.0,79.0,82.0,70.0,32.0,93.0,93.0,40.0,34.0,62.0,98.0,86.0,10.0,91.0,16.0,20.0,82.0,81.0,11.0,79.0,54.0,29.0
2020,27.0,31.0,66.0,93.0,17.0,84.0,55.0,85.0,97.0,93.0,10.0,14.0,96.0,65.0,54.0,39.0,78.0,12.0,91.0,53.0,11.0,87.0,66.0,74.0,95.0,28.0,61.0,72.0,9.0,98.0,96.0,93.0,9.0,44.0,16.0,20.0,20.0,65.0,42.0,92.0,91.0,13.0,94.0,91.0,94.0,24.0,93.0,97.0,67.0,32.0,67.0,18.0,2.0,4.0,90.0,94.0,22.0,100.0,60.0,90.0,92.0,22.0,93.0,60.0,82.0,38.0,46.0,44.0,5.0,87.0,89.0,52.0,73.0,52.0,44.0,85.0,37.0,69.0,59.0,67.0,97.0,16.0,29.0,94.0,76.0,90.0,80.0,34.0,96.0,23.0,48.0,28.0,24.0,93.0,89.0,83.0,37.0,13.0,43.0,60.0,9.0,91.0,90.0,56.0,63.0,90.0,97.0,89.0,37.0,83.0,61.0,60.0,40.0,61.0,93.0,66.0,33.0,90.0,28.0,63.0,84.0,43.0,35.0,87.0,66.0,51.0,77.0,48.0,45.0,30.0,98.0,100.0,56.0,77.0,99.0,23.0,40.0,78.0,54.0,35.0,42.0,10.0,,20.0,,37.0,83.0,71.0,56.0,92.0,62.0,82.0,,3.0,96.0,65.0,25.0,83.0,20.0,21.0,7.0,17.0,71.0,48.0,79.0,65.0,63.0,93.0,7.0,64.0,2.0,84.0,79.0,90.0,95.0,100.0,19.0,77.0,1.0,17.0,43.0,30.0,8.0,2.0,72.0,79.0,82.0,71.0,32.0,93.0,94.0,34.0,34.0,60.0,98.0,83.0,11.0,91.0,14.0,19.0,82.0,81.0,11.0,79.0,52.0,28.0
2021,10.0,30.0,67.0,93.0,17.0,84.0,55.0,85.0,95.0,93.0,9.0,14.0,96.0,59.0,53.0,39.0,79.0,12.0,91.0,53.0,8.0,87.0,66.0,73.0,95.0,28.0,61.0,72.0,7.0,98.0,96.0,94.0,9.0,49.0,15.0,19.0,17.0,64.0,42.0,92.0,91.0,12.0,93.0,91.0,94.0,24.0,93.0,97.0,68.0,32.0,71.0,18.0,3.0,4.0,90.0,94.0,23.0,100.0,58.0,89.0,92.0,21.0,93.0,58.0,80.0,34.0,47.0,43.0,5.0,87.0,89.0,51.0,73.0,43.0,47.0,85.0,33.0,69.0,59.0,66.0,97.0,14.0,29.0,94.0,76.0,90.0,80.0,33.0,96.0,23.0,48.0,27.0,24.0,93.0,89.0,83.0,37.0,13.0,42.0,60.0,9.0,92.0,90.0,55.0,63.0,89.0,97.0,88.0,37.0,84.0,62.0,61.0,40.0,60.0,93.0,67.0,32.0,89.0,9.0,67.0,84.0,43.0,35.0,86.0,66.0,50.0,77.0,51.0,43.0,23.0,97.0,100.0,57.0,77.0,99.0,24.0,40.0,77.0,56.0,36.0,49.0,11.0,,18.0,,37.0,83.0,72.0,55.0,92.0,62.0,81.0,,3.0,95.0,65.0,25.0,83.0,19.0,22.0,7.0,10.0,68.0,47.0,79.0,65.0,59.0,93.0,7.0,62.0,1.0,84.0,79.0,90.0,90.0,100.0,17.0,79.0,1.0,15.0,42.0,29.0,8.0,2.0,72.0,79.0,82.0,64.0,32.0,93.0,94.0,34.0,34.0,61.0,97.0,83.0,11.0,91.0,14.0,19.0,82.0,83.0,9.0,79.0,51.0,28.0
2022,8.0,28.0,67.0,93.0,18.0,85.0,54.0,85.0,95.0,93.0,9.0,14.0,96.0,59.0,30.0,40.0,79.0,12.0,91.0,52.0,8.0,87.0,66.0,72.0,94.0,28.0,61.0,72.0,7.0,98.0,96.0,94.0,9.0,49.0,15.0,19.0,17.0,70.0,42.0,92.0,91.0,12.0,92.0,92.0,94.0,24.0,93.0,97.0,68.0,32.0,70.0,18.0,3.0,4.0,90.0,94.0,21.0,100.0,59.0,89.0,92.0,20.0,93.0,58.0,80.0,30.0,48.0,43.0,5.0,86.0,89.0,49.0,73.0,42.0,48.0,84.0,31.0,66.0,58.0,66.0,97.0,12.0,29.0,94.0,77.0,90.0,80.0,33.0,96.0,23.0,52.0,27.0,24.0,91.0,89.0,83.0,37.0,13.0,43.0,60.0,10.0,92.0,90.0,54.0,66.0,89.0,97.0,88.0,37.0,84.0,62.0,61.0,41.0,60.0,93.0,68.0,29.0,89.0,9.0,67.0,84.0,45.0,36.0,85.0,66.0,53.0,77.0,51.0,43.0,19.0,97.0,100.0,58.0,77.0,99.0,24.0,39.0,76.0,60.0,37.0,44.0,12.0,,18.0,,37.0,83.0,70.0,58.0,92.0,61.0,81.0,,3.0,96.0,65.0,25.0,83.0,16.0,23.0,8.0,10.0,68.0,47.0,76.0,63.0,56.0,97.0,8.0,60.0,1.0,84.0,79.0,90.0,95.0,100.0,17.0,79.0,1.0,15.0,42.0,30.0,7.0,2.0,72.0,81.0,82.0,56.0,32.0,93.0,94.0,36.0,35.0,50.0,96.0,83.0,12.0,91.0,15.0,19.0,82.0,83.0,9.0,79.0,54.0,28.0
2023,6.0,28.0,68.0,93.0,18.0,85.0,54.0,85.0,95.0,93.0,7.0,14.0,96.0,61.0,27.0,40.0,78.0,12.0,91.0,51.0,8.0,87.0,66.0,72.0,94.0,28.0,63.0,72.0,5.0,97.0,96.0,94.0,9.0,49.0,15.0,19.0,17.0,70.0,42.0,92.0,91.0,12.0,92.0,94.0,93.0,24.0,93.0,97.0,68.0,32.0,67.0,18.0,3.0,4.0,90.0,95.0,20.0,100.0,66.0,89.0,92.0,20.0,91.0,58.0,80.0,30.0,50.0,43.0,5.0,85.0,89.0,46.0,73.0,41.0,48.0,83.0,30.0,65.0,57.0,66.0,97.0,11.0,30.0,94.0,74.0,90.0,80.0,33.0,96.0,23.0,52.0,27.0,23.0,90.0,89.0,83.0,38.0,13.0,42.0,64.0,9.0,92.0,90.0,54.0,66.0,89.0,97.0,88.0,37.0,82.0,61.0,58.0,44.0,60.0,93.0,67.0,26.0,87.0,8.0,69.0,84.0,44.0,39.0,85.0,66.0,53.0,77.0,33.0,44.0,16.0,97.0,98.0,62.0,77.0,99.0,24.0,39.0,76.0,60.0,-3.0,43.0,12.0,,17.0,,35.0,83.0,66.0,58.0,92.0,61.0,80.0,,3.0,96.0,63.0,25.0,83.0,13.0,23.0,8.0,6.0,67.0,48.0,75.0,60.0,53.0,97.0,8.0,57.0,1.0,84.0,79.0,90.0,96.0,99.0,17.0,79.0,1.0,15.0,42.0,36.0,5.0,2.0,72.0,81.0,82.0,51.0,33.0,93.0,94.0,36.0,34.0,49.0,96.0,83.0,12.0,90.0,15.0,19.0,82.0,84.0,10.0,79.0,54.0,27.0
2024,6.0,28.0,68.0,93.0,18.0,85.0,54.0,83.0,95.0,93.0,7.0,15.0,96.0,60.0,25.0,45.0,77.0,12.0,90.0,52.0,7.0,88.0,65.0,72.0,94.0,27.0,68.0,75.0,5.0,97.0,96.0,95.0,9.0,49.0,15.0,18.0,17.0,70.0,42.0,92.0,91.0,10.0,91.0,95.0,95.0,24.0,92.0,97.0,68.0,31.0,65.0,18.0,3.0,4.0,90.0,96.0,18.0,100.0,69.0,89.0,92.0,21.0,92.0,55.0,80.0,30.0,50.0,41.0,5.0,85.0,89.0,48.0,74.0,40.0,48.0,82.0,24.0,65.0,56.0,63.0,97.0,11.0,31.0,95.0,73.0,89.0,80.0,34.0,96.0,23.0,51.0,26.0,23.0,89.0,89.0,81.0,31.0,13.0,39.0,64.0,10.0,91.0,90.0,58.0,66.0,89.0,97.0,89.0,37.0,82.0,60.0,55.0,43.0,59.0,93.0,67.0,24.0,87.0,7.0,69.0,84.0,41.0,39.0,86.0,65.0,53.0,73.0,30.0,44.0,14.0,97.0,99.0,62.0,75.0,99.0,24.0,39.0,76.0,60.0,,47.0,12.0,,17.0,,32.0,83.0,67.0,58.0,92.0,61.0,82.0,,3.0,96.0,63.0,25.0,82.0,12.0,21.0,9.0,2.0,69.0,48.0,75.0,59.0,47.0,97.0,8.0,56.0,1.0,84.0,80.0,89.0,96.0,99.0,17.0,80.0,5.0,15.0,41.0,34.0,5.0,1.0,72.0,80.0,82.0,44.0,33.0,93.0,94.0,35.0,34.0,51.0,96.0,84.0,12.0,90.0,13.0,20.0,82.0,84.0,10.0,81.0,53.0,26.0
