Date,ABW,AFG,AGO,AIA,ALB,ANT,ARE,ARG,ARM,ATG,AZE,BDI,BEN,BFA,BGD,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,DJI,DMA,DOM,DZA,ECU,EGY,ERI,ETH,FJI,FSM,GAB,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRD,GTM,GUY,HKG,HND,HRV,HTI,IDN,IND,IRN,IRQ,ISR,JAM,JOR,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NIU,NPL,NRU,OMN,OWID_KOS,PAK,PAN,PER,PHL,PLW,PNG,PRK,PRY,PSE,PYF,QAT,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVN,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,UZB,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
1970,,176502140.0,-433956.0,,,223123230.0,34688396.0,-24999290.0,,,,125197430.0,100994840.0,145748050.0,,6578396.0,549310.0,,,45894412.0,78430.0,187480940.0,831985540.0,16913640.0,78430.0,1758337.0,100556640.0,95603064.0,355147900.0,,351850180.0,400950180.0,627155300.0,102295800.0,,805629060.0,51383590.0,,73145070.0,11828678.0,,41068820.0,76604900.0,,207634270.0,792058900.0,127101530.0,1157828600.0,,261689020.0,54490420.0,,157262780.0,,392718240.0,20783828.0,72995820.0,9875083.0,,,,87282210.0,114670060.0,10336400.0,84693624.0,,40778372.0,3044492800.0,5295073300.0,140474240.0,54431948.0,417694940.0,68273256.0,529862980.0,,419250560.0,,127976370.0,17003814.0,,1653650800.0,2286520.0,420815260.0,128550640.0,78055010.0,29905200.0,,338048200.0,63322770.0,1373578.0,547879700.0,,321330100.0,1699632.0,206170600.0,,,147440050.0,150005380.0,149715820.0,,,281731460.0,816044.0,50363524.0,,43805930.0,265400370.0,192607440.0,,,147908540.0,207027070.0,735518850.0,132408740.0,,145900060.0,,549007.0,,2670001700.0,93720290.0,287169020.0,285229570.0,,1245037300.0,,88034770.0,,127270830.0,389674.0,156940670.0,9633896.0,54806470.0,280994750.0,211931710.0,8143651.0,64245050.0,43529344.0,84909080.0,189767220.0,,,,205644910.0,,43477748.0,31476592.0,147037010.0,,150115570.0,116834030.0,482441100.0,,,,,10607780.0,38034044.0,720085600.0,1132306800.0,,64900570.0,348119460.0,236390720.0,,80575100.0,,,32809844.0,,2571331300.0,24899724.0,1552876.0,6597094.0,114829130.0,,99236136.0,4388706.0
1971,,262410240.0,-79980.0,,,182805870.0,34337090.0,32255092.0,,,,141426560.0,183784620.0,179132860.0,129476520.0,29043268.0,1667531.0,,,35165624.0,,187114900.0,684077500.0,30649548.0,315856.0,1017850.06,117634840.0,95913830.0,166529060.0,,319450270.0,305867680.0,697739260.0,108102030.0,,596692100.0,53772256.0,,82288170.0,14720071.0,,36665476.0,64639756.0,,137145840.0,754041660.0,130856660.0,854754300.0,183630.0,273547170.0,74210350.0,,147524830.0,,355401020.0,27128024.0,58572452.0,22351552.0,1311177.0,,,67602350.0,99153610.0,25313644.0,67690800.0,,34395148.0,3586415600.0,6046782500.0,53606020.0,101421976.0,442412480.0,110377384.0,380911200.0,,448340350.0,,235731710.0,17995576.0,,1850347000.0,3114776.0,412592000.0,36354950.0,72470904.0,20608028.0,,339847360.0,106870230.0,1469040.0,789234000.0,,296786780.0,5907162.0,111209370.0,,,183907090.0,106927560.0,244466160.0,,,296356000.0,1165014.0,90466776.0,,60222904.0,207955600.0,272026020.0,,,232070200.0,250773620.0,640873900.0,85044720.0,,142923740.0,,12486844.0,,2551906300.0,110175350.0,232946610.0,412823140.0,,1117764100.0,,94628376.0,,119013710.0,612100.0,168878720.0,11829594.0,59198372.0,334309950.0,206615490.0,8663924.0,50021600.0,64368852.0,61242264.0,200013000.0,,,,198658200.0,,11361583.0,54936788.0,134303380.0,,188287470.0,119516670.0,370789220.0,,,,,5096599.0,26182560.0,639236350.0,1222610000.0,,59272736.0,391010750.0,207941280.0,,53542852.0,,,49047644.0,,2604123600.0,32509770.0,1187860.0,6977725.0,201205660.0,,146848580.0,4315838.0
1972,,300670600.0,684578.0,,,215295980.0,26094470.0,10141683.0,,,,150145840.0,112820776.0,190206560.0,1251532300.0,16287205.0,7617332.0,,,24813390.0,64599.0,260305460.0,520526620.0,28513974.0,120207.0,1221665.0,177249020.0,141779120.0,207070350.0,,264347170.0,351985020.0,697489300.0,126994950.0,27791402.0,561448800.0,53038880.0,,85937130.0,19063018.0,,42161044.0,69466150.0,,131431900.0,586749900.0,109599720.0,781316300.0,,255153200.0,53864440.0,,148179340.0,,325188030.0,27066808.0,26421004.0,28900778.0,,,,102245864.0,70330030.0,18084770.0,89011260.0,,38521330.0,2731356000.0,3502888000.0,53410972.0,127652800.0,469762980.0,97744450.0,597371650.0,,433979230.0,,360483800.0,27159898.0,,1901071000.0,3270693.0,357814700.0,83054920.0,69450740.0,41552084.0,,309873600.0,82345816.0,500473.97,545216640.0,,308881020.0,3955616.0,122573160.0,,,208908660.0,89176344.0,227759780.0,,,305032540.0,1131169.0,74808140.0,,60641916.0,219802750.0,288990660.0,,107131.0,285618720.0,240450530.0,469350340.0,60107268.0,10010881.0,165887140.0,,54868816.0,,1717003100.0,69006500.0,207384020.0,826079700.0,,1335817300.0,,84399416.0,,142686720.0,1112164.0,177856160.0,12495432.0,357827100.0,261919860.0,178517150.0,11304753.0,80793576.0,57490132.0,86846730.0,175127840.0,,,,218460030.0,,50921644.0,56311988.0,306481340.0,,166410820.0,120748820.0,292976540.0,,3137739.0,,,7743798.0,17539396.0,606943940.0,1267561600.0,,31929390.0,339074850.0,243052900.0,,119423290.0,,,47149390.0,,3072071000.0,39368908.0,1298180.0,15097230.0,287186780.0,,131208140.0,4995521.0
1973,,276275500.0,1039345.0,,,112333840.0,3761344.0,61769370.0,,48063.0,,135027220.0,129136350.0,279064200.0,2054182900.0,69107220.0,2357698.0,,,27067768.0,,119094320.0,326270850.0,24704670.0,726462.0,3083140.0,178598980.0,120534100.0,186557660.0,,292013920.0,289445340.0,671970500.0,123311630.0,25814838.0,639934300.0,75606780.0,,80838310.0,23183878.0,,39460572.0,82734460.0,432567.0,97739310.0,565086660.0,146489330.0,4264630800.0,2979906.0,321018370.0,83604664.0,,195755300.0,,204909600.0,37836564.0,59060780.0,33751468.0,44383.0,4859152.0,240315.0,91292720.0,39805668.0,3415627.0,69350260.0,,38544550.0,2783679700.0,3809041200.0,-22070278.0,65661356.0,909412160.0,79632260.0,1007760800.0,,484341570.0,,719984500.0,35603124.0,48063.0,1214811300.0,1873647.0,363255420.0,59126576.0,51270188.0,68443680.0,432567.0,264015970.0,73036500.0,576756.0,436753660.0,,249817540.0,3136932.0,63757776.0,,,352586020.0,151608220.0,280234140.0,,,328698300.0,764018.0,148584000.0,144189.0,69874060.0,161568290.0,210550800.0,,,316650340.0,352433150.0,384676800.0,135790940.0,10033441.0,165526640.0,,108654700.0,,1413121500.0,112153380.0,361456200.0,937391800.0,,997242050.0,,71193544.0,,214289540.0,1441890.0,194939310.0,13045679.0,183639490.0,389782430.0,138975820.0,10715314.0,69883150.0,68137480.0,62023750.0,261665710.0,,,,150440370.0,,56816052.0,48303988.0,2046897900.0,,217637280.0,123535870.0,285816320.0,,2675584.0,,,7719673.0,10947443.0,623697200.0,391702980.0,,-107746536.0,464382200.0,108799750.0,,83113816.0,,576756.0,39122760.0,,2356121600.0,44306036.0,1886261.0,16405853.0,305161860.0,,230036000.0,4769377.0
1974,,215787710.0,1734117.0,,,127371280.0,2611776.0,66972252.0,,15816036.0,,165495360.0,146197100.0,429032260.0,2342355700.0,165445840.0,2323252.0,,,31827722.0,163685.0,242330380.0,577655500.0,16726999.0,768419.0,2704612.0,170790260.0,161727420.0,45086380.0,,329536580.0,265038240.0,771932540.0,165426740.0,32593814.0,391721280.0,112140920.0,,72935190.0,55782776.0,9046877.0,96394376.0,119654856.0,17899298.0,72920980.0,540172160.0,126069544.0,5994121000.0,9395765.0,524645760.0,73903850.0,,101879430.0,,156822300.0,36119750.0,86508220.0,47786990.0,43945210.0,69441256.0,9331192.0,101154370.0,53326970.0,3341175.0,88570630.0,,57085470.0,2634866000.0,5444622000.0,32926652.0,18020222.0,514585630.0,100344260.0,1370235000.0,,532145300.0,,1412688500.0,29956954.0,19228954.0,936080800.0,1569188.0,258286220.0,610700160.0,65266970.0,58575750.0,36649200.0,318066880.0,96064280.0,131104.0,495261950.0,,275750140.0,2763730.0,98258310.0,,,518877100.0,104992770.0,243843710.0,,,346380220.0,3308925.0,432263330.0,13796220.0,115581620.0,200358220.0,270748770.0,,,254216020.0,602452540.0,311373920.0,136520160.0,16564344.0,136585900.0,,741890400.0,,2035265900.0,73048120.0,276159900.0,611194750.0,,1128517200.0,,98861540.0,,155550320.0,2228763.0,205201180.0,15167631.0,912517760.0,601042370.0,80227336.0,14404251.0,64890420.0,45255560.0,43310290.0,364490560.0,,,,212165820.0,,69467660.0,46398700.0,3372077000.0,13084173.0,348899780.0,168056460.0,302944800.0,,5034621.0,,33664.0,14605073.0,15106242.0,744786000.0,196888450.0,,-68211970.0,688297600.0,73838940.0,,22318604.0,,18943970.0,20622636.0,9122900.0,3180993300.0,75211780.0,19813444.0,26265204.0,796027900.0,,255090200.0,7621322.0
1975,,261702880.0,18223632.0,7635148.0,,128651440.0,15602676.0,42617588.0,,8929389.0,,177963380.0,204060850.0,328854900.0,4208669400.0,100303360.0,2622638.0,,,37270544.0,91439.0,184837070.0,504069150.0,17476670.0,645357.0,8605894.0,203820200.0,195403760.0,465567200.0,,355107870.0,405282800.0,953059100.0,200333500.0,32093396.0,280844830.0,72839890.0,32642124.0,83962900.0,65426850.0,6505930.0,121646620.0,110719350.0,32786994.0,83120300.0,852362500.0,150429260.0,9673182000.0,6250655.0,506576260.0,89595350.0,,210056480.0,,476462900.0,13852993.0,97864630.0,33229970.0,76159660.0,8411375.0,11092594.0,124254744.0,42021384.0,-6315835.0,154809200.0,,159243710.0,2486634200.0,6255956000.0,2874051.0,405607070.0,1950983800.0,82829120.0,1932633000.0,,481032960.0,,344124580.0,25795968.0,7002334.0,923586050.0,1178167.0,139614130.0,55912456.0,79964970.0,6067555.0,38188110.0,539106050.0,116272530.0,77169.0,965952400.0,,313119970.0,11499358.0,80646420.0,,,552776300.0,140651800.0,197682690.0,,,342873760.0,68396390.0,322889730.0,19795114.0,108472010.0,260124050.0,344953700.0,,,207707330.0,516385250.0,302535420.0,109559784.0,13141833.0,160267540.0,41374.0,541138800.0,,2896324400.0,92878350.0,250847920.0,667736800.0,,1259186600.0,,66110300.0,,231003540.0,2951082.0,340554880.0,11542756.0,1135419400.0,505285280.0,40634064.0,12755726.0,99292640.0,64630240.0,67858210.0,644445440.0,,,3228161.0,197840020.0,,55598156.0,34026764.0,3200117200.0,14830281.0,250247340.0,155189250.0,307533600.0,,1220933.0,,962796.0,15779554.0,17792250.0,783117950.0,215108800.0,192921.0,-72109390.0,1110013200.0,199564720.0,,18065556.0,,26161758.0,12175097.0,11028430.0,1500700700.0,52004470.0,7533071.0,54116860.0,973525060.0,,333720030.0,17032296.0
1976,,267334900.0,61154160.0,5363028.0,,180170340.0,3483684.0,49862260.0,,12776880.0,,164414160.0,193564260.0,289848000.0,1831167700.0,609150850.0,2267306.0,,,50817764.0,146264.0,208393760.0,341560900.0,21717206.0,461686.0,12995026.0,185583150.0,138725360.0,41742176.0,,392526900.0,494545380.0,701091840.0,260326510.0,38381310.0,254577260.0,90887704.0,90746890.0,52694120.0,155777400.0,8931123.0,217653400.0,90920584.0,18177980.0,94490860.0,497825100.0,178162910.0,9104311000.0,,529647330.0,112786450.0,,109873600.0,,238785760.0,14382666.0,40870184.0,44254620.0,86763550.0,1566034.0,10033087.0,195911970.0,83110320.0,9749858.0,115916660.0,,205206690.0,2292595700.0,6576643600.0,-22423976.0,71047940.0,2566641700.0,76118580.0,2168075500.0,,586795500.0,,2639661.0,19092442.0,11458413.0,820247940.0,583098.0,92833330.0,150465820.0,102139330.0,33145320.0,30914464.0,592571600.0,108182920.0,,906137540.0,,232173230.0,11959562.0,74215530.0,,,320440450.0,126409170.0,223217070.0,,12677414.0,360077000.0,250089170.0,772292400.0,14979396.0,62724984.0,253030860.0,219262110.0,,,150212240.0,475647300.0,191001650.0,102862330.0,16177830.0,169977010.0,,636264640.0,,3842314200.0,117406630.0,275923170.0,648442430.0,,923644800.0,,79512300.0,,251635100.0,4499343.0,287213820.0,6503182.0,999855200.0,425668800.0,37025932.0,13748854.0,92585710.0,50380692.0,65713424.0,395381200.0,,,43445890.0,371736400.0,,51497970.0,35440868.0,2966422500.0,18251528.0,218069860.0,162729760.0,599973300.0,,7010605.0,,1766357.0,19636078.0,15419907.0,788693700.0,511789980.0,14280575.0,-69303970.0,959308800.0,78482130.0,,24984728.0,,19186096.0,-64143668.0,12558683.0,759268700.0,117982696.0,15930387.0,42703844.0,1801598100.0,,246474670.0,28171316.0
1977,,285544060.0,162316370.0,4895998.0,,130839570.0,118975880.0,50631430.0,,20142376.0,,156755700.0,169749710.0,378688260.0,2669532700.0,165834130.0,1627238.0,,,37059130.0,304355.0,236949740.0,201282660.0,17060886.0,266637.0,10560102.0,165529710.0,146283700.0,40647800.0,,345115650.0,631107600.0,858641500.0,157553440.0,37417230.0,132903170.0,43385744.0,86051656.0,58615172.0,143464640.0,6048202.0,341706530.0,147144130.0,19563902.0,53935616.0,399434600.0,113114630.0,9166770000.0,7294112.0,377226660.0,97744240.0,,84296504.0,,316202720.0,19628100.0,76679230.0,77988390.0,128894776.0,2890120.0,12262031.0,151784540.0,41280372.0,7303518.0,116272720.0,,231313420.0,1619145900.0,3475609900.0,99732970.0,215919280.0,3000441600.0,87301880.0,1540625400.0,,559772300.0,,1078084.0,26124192.0,8208818.5,752029000.0,1472908.0,94518990.0,476600830.0,110146160.0,26476486.0,16060917.0,595974500.0,132047170.0,,2043222100.0,,209377810.0,12501101.0,55727060.0,,,374427260.0,117340640.0,303086340.0,,11698104.0,346654500.0,260927310.0,613463940.0,13542533.0,76505350.0,291954370.0,230298180.0,21074706.0,,239828430.0,318615360.0,140526620.0,86304330.0,17275094.0,256413330.0,39527.0,1250192900.0,,2071036200.0,90490184.0,314920400.0,624560600.0,,993722300.0,,97704120.0,,254423330.0,2770233.0,317457630.0,22411024.0,1054831940.0,399777570.0,33629370.0,18304856.0,71685944.0,92257240.0,85278850.0,822672600.0,,,10263527.0,282304030.0,,108223170.0,45693120.0,3571755300.0,15179274.0,283568540.0,214350420.0,413460480.0,,5979076.0,,,27178010.0,7071338.0,799102300.0,320999330.0,10458408.0,64503144.0,1140119400.0,60058228.0,,46566910.0,,15517238.0,-36032320.0,8974244.0,884783700.0,59435916.0,11195862.0,68580420.0,1545039000.0,,377899000.0,26924310.0
1978,,226036200.0,127833950.0,8394843.0,,127457784.0,4404450.0,42365464.0,,12297684.0,,210988850.0,183182270.0,465884800.0,2904545500.0,253056830.0,2439824.0,,,61431384.0,492965.0,349326880.0,199000540.0,30751346.0,267212.0,9579408.0,218487740.0,142770600.0,12321585.0,,366967170.0,520296500.0,888515400.0,228497650.0,28987474.0,169693170.0,41369720.0,103810744.0,85504520.0,141070340.0,10901588.0,153177800.0,302543800.0,24837704.0,62997064.0,510552930.0,84801016.0,8293314600.0,14832751.0,413359400.0,93753576.0,,117052710.0,,345081860.0,12664015.0,186582510.0,107021070.0,146262670.0,1775116.0,8201444.5,101781680.0,88537620.0,6300170.0,157022820.0,,236926190.0,1699306000.0,3449722400.0,619743800.0,177233150.0,3131612700.0,374531550.0,1455111300.0,,746571900.0,,667259.0,35019930.0,7064955.0,440900960.0,2276293.0,189366900.0,709495200.0,141862300.0,18020322.0,11903691.0,870539650.0,159741520.0,,1240681200.0,,274144830.0,20998682.0,43656988.0,,,458015800.0,124776410.0,528876480.0,,10229483.0,356860200.0,315255400.0,722826600.0,4835990.0,128029390.0,311255360.0,191589420.0,33136970.0,,295798660.0,453165000.0,115261570.0,98961750.0,17672852.0,210035570.0,,182481060.0,,1925172900.0,71014296.0,393357700.0,709313660.0,,1023609500.0,150433580.0,76585850.0,,232686320.0,335269.0,360279700.0,16752817.0,1117056400.0,630281300.0,14985329.0,25645120.0,91964860.0,119919910.0,92127820.0,798966000.0,,,11473883.0,172335310.0,,134476320.0,52786320.0,2772813800.0,9932839.0,364551700.0,292728930.0,668268350.0,,4055617.8,,35682.0,29317630.0,9881377.0,883519200.0,449091420.0,10047134.0,25374738.0,1245946600.0,118914840.0,,12694408.0,,15591774.0,-62505580.0,4139005.2,1174143500.0,63895716.0,6314248.0,52903896.0,1180367000.0,,550036600.0,31723352.0
1979,,261153500.0,109514180.0,6386578.0,,133637176.0,16920272.0,64111940.0,,9926004.0,,236526900.0,224832430.0,514696100.0,2938595600.0,355688420.0,2357164.0,,,60914624.0,400538.0,332557380.0,182708510.0,18881734.0,228678.0,13393636.0,267041740.0,200647000.0,-95879540.0,42078052.0,387136700.0,699084900.0,1030992800.0,220219790.0,28754210.0,95361610.0,49829780.0,79732780.0,74056220.0,117185630.0,2071430.0,84606560.0,54255280.0,26267922.0,138730200.0,249235040.0,130838810.0,4389879300.0,10880747.0,497562900.0,96826790.0,,87316830.0,,464361500.0,18535268.0,147017440.0,91805670.0,130134904.0,7026803.0,7655126.0,119448860.0,84121900.0,30106064.0,201548060.0,,216386130.0,1831426000.0,3607572000.0,9379724.0,69112510.0,3841485300.0,318907460.0,3863581700.0,,900539700.0,,289819400.0,26627838.0,5108364.0,322609020.0,2777874.0,125789140.0,333069060.0,214049900.0,9594183.0,6058768.0,799001500.0,181975710.0,38080.0,1369510500.0,,345834270.0,16246956.0,169993620.0,,,490150340.0,137924750.0,765706240.0,,8935880.0,364392600.0,377236770.0,453679140.0,3945168.0,80063176.0,377475650.0,277386100.0,39808480.0,,326431870.0,428076500.0,68253280.0,223544720.0,18788492.0,329725400.0,59368.0,640736300.0,,1787516000.0,60573304.0,486492320.0,676150000.0,,917090800.0,,59900264.0,,315669100.0,388720.0,371449000.0,23786642.0,1821498900.0,803279700.0,12527106.0,23701302.0,67731080.0,139622820.0,97483256.0,733699460.0,,,7305621.0,219330130.0,,129660520.0,64483292.0,5446306000.0,6556227.0,225285860.0,283846750.0,896148200.0,,6773062.0,,1055313.0,62215584.0,8837283.0,504480900.0,1522393200.0,12513801.0,9945035.0,1500104700.0,126834440.0,,17307500.0,,16153728.0,23117906.0,4869567.0,925229500.0,96620880.0,16888446.0,74389250.0,944337900.0,,738273100.0,34868310.0
1980,,70326610.0,117268824.0,4953133.0,,214262930.0,9076068.0,95426260.0,,13978068.0,,267850530.0,209045310.0,493777700.0,2942133000.0,500707170.0,3401873.0,,,33149230.0,662782.0,342345800.0,155661310.0,17135708.0,70183.0,20172450.0,257770240.0,234800930.0,-28437234.0,152590830.0,450287300.0,606957630.0,963410400.0,198225820.0,35858268.0,86950120.0,99224456.0,142416700.0,56344268.0,106497770.0,3363697.0,135552700.0,166483340.0,42633230.0,187607140.0,449840060.0,73585280.0,3734752000.0,11350488.0,501139230.0,93892424.0,,114867850.0,,464246080.0,24011928.0,213563100.0,128230620.0,130320650.0,22016388.0,9384271.0,109294136.0,69180660.0,25261246.0,219745900.0,,246143780.0,2132773600.0,5261682700.0,55361456.0,26842450.0,2583990300.0,274657730.0,3841055000.0,,943961150.0,,646276700.0,43223196.0,15270520.0,301077300.0,22906762.0,99141510.0,716567550.0,242887500.0,29846890.0,20708606.0,913341500.0,230478990.0,10781668.0,2757614300.0,,535183580.0,50610064.0,152136290.0,,,641447600.0,39792476.0,631750500.0,,5820763.0,326164130.0,388388800.0,422092300.0,8141862.0,76585620.0,334295040.0,287343580.0,44181388.0,,386368600.0,375923400.0,78435360.0,480309280.0,12478682.0,358090140.0,88605.0,531272500.0,,2770747000.0,66194596.0,453967420.0,678541100.0,,919568500.0,,64159920.0,,311043940.0,1144214.0,361669660.0,26922144.0,1631608800.0,602863740.0,31019236.0,19015724.0,97593480.0,207987680.0,228668770.0,1197349500.0,,,8995623.0,180703340.0,,118880450.0,47343476.0,4638024000.0,7420501.0,85889736.0,208323140.0,910443460.0,,6570325.0,,862589.0,40729370.0,8678193.0,535636030.0,2367206700.0,12118638.0,-13649479.0,1590117200.0,279689340.0,,19351342.0,,23418116.0,40005620.0,10445872.0,584571100.0,94134296.0,16190088.0,55439460.0,1383557400.0,,757189060.0,386111260.0
1981,,54990820.0,143166990.0,5829975.0,,192465340.0,-1022585.06,88089850.0,,23370360.0,,310935100.0,205131550.0,551645630.0,2605355500.0,488099840.0,3455797.0,,,26458884.0,515016.03,300386300.0,520644700.0,26595692.0,343712.0,24758024.0,244199800.0,241393200.0,-4405760.0,1164657300.0,300463840.0,490025700.0,975355800.0,193112620.0,32235492.0,125740900.0,112708230.0,123805930.0,77115290.0,67704160.0,2473879.0,117067940.0,156075520.0,37856344.0,161618980.0,437620670.0,87647850.0,3415855400.0,13897507.0,625665300.0,104876160.0,,99928590.0,,369410140.0,16448069.0,271602270.0,174182050.0,157324140.0,26298944.0,15847132.0,101586090.0,131461200.0,22384988.0,229016820.0,,250783330.0,2264279000.0,4971995600.0,16318445.0,650012100.0,2114119700.0,361789000.0,3113036500.0,,1156168100.0,,278166000.0,36352000.0,9479975.0,612058600.0,23546606.0,96363900.0,1146772400.0,285173860.0,11289941.0,29013164.0,885866600.0,265761700.0,17610.0,2580434200.0,,581521100.0,30567050.0,264003170.0,,,577730560.0,146048290.0,562654850.0,,5945457.0,370116670.0,356392740.0,559495700.0,8065937.0,136555730.0,338477020.0,326221340.0,33504006.0,,338972700.0,479758340.0,100423990.0,254422420.0,13583636.0,396860350.0,52831.0,623331650.0,,1958046100.0,60309630.0,521551940.0,799636540.0,,852021700.0,,94618900.0,,329585340.0,1923894.0,400639740.0,59924770.0,1608362200.0,989439040.0,47835384.0,18405664.0,65344160.0,152501550.0,319207460.0,994709060.0,,,14932161.0,251693700.0,,86056070.0,39855096.0,4495644700.0,15779588.0,147516750.0,155881860.0,870163840.0,,4732723.0,,640620.0,43823750.0,-5420504.0,599702800.0,1838819800.0,12557583.0,17653240.0,1758485800.0,342676580.0,,22903844.0,,22813754.0,42949550.0,8822971.0,627982340.0,73434320.0,19491702.0,56124268.0,1259851500.0,,572242700.0,443749000.0
1982,,25538482.0,152398000.0,4631907.0,,172079420.0,11060085.0,76243960.0,,12574968.0,,330776830.0,210663950.0,554031360.0,3291945700.0,396684540.0,3442747.0,,,30460678.0,172224.0,267418940.0,418323400.0,21774368.0,536744.0,28554680.0,262840000.0,222191100.0,-2997209.0,1134990500.0,354979800.0,547005000.0,914130200.0,229457000.0,33591396.0,161930600.0,97089944.0,132555190.0,166274000.0,89156330.0,1444641.0,79791010.0,146377540.0,42780204.0,251167470.0,378076220.0,105969730.0,3749137700.0,11448208.0,522058720.0,93125416.0,,151961950.0,,370388160.0,7367476.0,295830620.0,118639224.0,162157870.0,37729184.0,15956667.0,113557930.0,65449280.0,19619286.0,318757630.0,,290784000.0,2160868000.0,4221981000.0,6947820.0,8975426.0,2219532500.0,421374050.0,2299138000.0,,1274679600.0,,92572810.0,36418092.0,7942820.0,86449430.0,14878402.0,96643710.0,493910080.0,276126530.0,273758270.0,21162836.0,989023940.0,242925420.0,1796555.0,2164872400.0,,603879600.0,13902454.0,369543500.0,,,545501950.0,73384824.0,670232060.0,,6105711.0,414576830.0,536493820.0,479818780.0,9764391.0,123895760.0,309756400.0,301662700.0,30817628.0,,384687870.0,663562050.0,87671980.0,257635680.0,14740297.0,443679000.0,46541.0,345836000.0,,2177874000.0,70574570.0,411926600.0,774445760.0,,828185300.0,,165220960.0,,420014620.0,2036515.0,411495400.0,104087250.0,1945347100.0,741592800.0,49529964.0,24160474.0,65618736.0,212789950.0,483712600.0,1252774500.0,,,25294320.0,268212800.0,,67245950.0,45295748.0,2946378800.0,24456890.0,167291060.0,196830530.0,892103740.0,,6546696.0,,566891.0,47326452.0,12450161.0,530987070.0,1665166700.0,15389452.0,-13943624.0,1781481600.0,344460740.0,,16051962.0,,19556956.0,48541944.0,9206831.0,610706400.0,64251364.0,17786642.0,57472600.0,1550008700.0,,812342800.0,553406600.0
1983,,41112332.0,198641730.0,6022335.0,,180244000.0,10445745.0,88620344.0,,8577014.0,,371078880.0,226483460.0,478642270.0,2519368700.0,648566700.0,2333326.0,,,38094604.0,179700.0,375480770.0,266413020.0,40904700.0,865056.0,32647468.0,275706530.0,240031580.0,24305698.0,1498474100.0,409099620.0,337100500.0,872809860.0,278371420.0,29243702.0,109842610.0,96326230.0,149593300.0,559647040.0,93359500.0,959974.0,48099856.0,168195730.0,26142968.0,154532980.0,251432580.0,129946440.0,3669015000.0,11431319.0,896350000.0,88497160.0,,165645250.0,,285739620.0,8739041.0,175064510.0,106654730.0,166136590.0,29016772.0,20049110.0,144586740.0,40306700.0,21857148.0,366870980.0,,300004640.0,1765840100.0,4719363600.0,125803640.0,16395262.0,3351125000.0,432779600.0,2171288600.0,,1032293570.0,,100130150.0,42016068.0,7366149.0,31011614.0,13454320.0,78860950.0,329906880.0,297099140.0,13627546.0,17750930.0,1104089000.0,279690240.0,1367339.0,1157854700.0,,466726080.0,24602080.0,353956450.0,,,568564540.0,125782504.0,660254850.0,,5080586.0,330599200.0,570318100.0,464987870.0,5584159.0,105844280.0,297761760.0,398270850.0,37386404.0,31705.0,466406300.0,458644600.0,108325870.0,257729280.0,19661508.0,442416740.0,64956.0,179501650.0,,1653938800.0,77657710.0,622578370.0,970599400.0,,906033400.0,,99859600.0,,455772220.0,2632151.0,403584480.0,86959650.0,2489549600.0,841578430.0,35884070.0,25572276.0,68989670.0,175187840.0,623227100.0,904731400.0,,,31986506.0,12380021.0,,84571704.0,40271780.0,2258046000.0,17396508.0,237329630.0,292356320.0,911778750.0,,6334826.0,,1079480.0,48155220.0,15722743.0,538456200.0,913926900.0,11505246.0,22373700.0,1604960900.0,361547500.0,,14356898.0,,13960086.0,47594480.0,8107198.5,375066300.0,70046350.0,4712479.0,64726220.0,1114487600.0,,567023940.0,548127800.0
