Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1895,74.3919,472266.47,1094361.4,0.0,72117.86,2287.9207,41713.848,1837475.2,142642.16,3526.1155,16917942.0,787453.75,456292.56,77273.23,1095709.9,89005.04,256940.44,4680654.0,426894.88,1466.3795,7109.7017,98894.86,5397748.5,3759.1355,145851.48,2947560.0,6276.5483,4157.3174,39900.043,303670.7,552094.8,6993506.0,551313.2,303466.7,11228344.0,157131.92,285273.44,1173090.2,130076.3,605.4717,567194.25,4406.0195,3686.471,48352.477,332766.03,30455.54,764005.75,9566400.0,9512.816,632.0479,1272630.9,134607.2,185508.67,106549.375,563197.2,128820.33,2603478.8,581615.1,2333337.8,1200010.1,39698.75,6828545.0,224.47404,23980.014,7258705.5,266651.28,246367.3,304595.0,17759.604,48603.105,2146.3352,861721.3,505.20322,97200.984,24689.686,37715.547,68944.125,196262.2,94284.52,530322.6,1832667.6,42235492.0,1180729.5,1020468.4,402514.53,81743.88,120434.1,3686391.2,57861.387,51407.32,3512505.8,2393440.2,660184.6,325080.1,200517.53,585.3347,549.28564,325254.06,48168.48,74461.69,59401.797,23615.78,75505.12,1114.7391,1453.8221,763227.9,65358.082,1383962.5,82511.6,690009.9,811.04144,487323.06,310331.3,738740.3,265.4141,1219375.9,0.0,66383.74,596025.44,6904.7427,3555170.0,15452.368,753367.06,778501.3,247976.98,22788.518,72214.6,218095.03,358186.03,374270.62,1270392.4,67694.92,36.616276,1760594.4,682472.1,1344148.4,45.920765,3402831.2,18575.775,291784350.0,4481560.5,48108.266,382585.75,617144.3,15690.327,88112.16,2376994.8,319412.88,556611.9,147617.95,24819.252,709442.56,19850382.0,125841.3,172771.53,721035.6,314274.47,30304.336,0.0,1372.0513,82026.58,71204.68,506013.03,298633.72,1413910.0,872.5794,12532.058,235406.75,87619.43,1371204.9,46634.223,539.23126,147558.1,31.113337,582482.94,63983.72,755201.4,243797.44,483027.38,12151.289,1349.2808,321296.75,136685.78,2442545.2,136.16629,241872.84,1045920.25,443349.34,7329521.0,315176.78,60128296.0,1270091.6,814.38495,378288.53,0.0,586555.7,8197.835,5108.6084,239202.61,2352389.2,874675.25,366347.75
1896,75.33995,474291.78,1106506.0,0.0,70052.766,2372.527,42042.727,1925990.6,144054.78,3553.5981,16565237.0,817137.25,460762.72,78221.52,1133169.2,90090.77,260058.45,4695916.5,415073.84,1477.5598,7201.1743,96865.445,5455358.5,3859.3064,153707.16,3073177.5,6439.563,4219.2324,40060.75,307032.88,558255.44,7085291.0,572391.4,313395.5,11423681.0,159049.31,288565.12,1186363.5,131510.81,595.5932,594199.2,4455.9565,3728.0447,50199.098,345613.5,30614.072,758087.3,9917012.0,9617.81,650.21497,1326902.4,137590.05,187572.39,111141.51,569169.75,130251.35,2703455.5,587674.56,2360056.5,1251093.0,39019.457,7092126.0,219.46666,24271.592,7530589.0,269334.8,249365.1,308174.62,17964.236,49157.88,2168.9922,899892.06,524.30176,100436.19,25621.893,38080.383,72032.91,191086.1,97212.695,518064.44,1868800.2,42376356.0,1237684.8,1025654.94,404419.4,85587.61,121233.91,3823030.2,59091.273,51735.223,3541496.2,2418076.5,667629.6,328415.2,205070.31,580.90955,568.98126,330550.4,48556.402,76118.266,59767.113,23933.863,76292.76,1147.7489,1504.3986,766266.25,66214.99,1398664.0,84806.66,697233.6,819.1567,492848.94,313575.72,746977.7,267.94708,1265101.1,0.0,63931.04,602687.0,7129.8335,3565556.0,15022.371,771831.56,787376.9,250746.78,23049.031,73135.09,221841.38,362159.03,378461.38,1286784.0,70629.98,35.867306,1830510.9,710681.94,1348960.4,45.70818,3330028.2,18713.184,295168540.0,4497485.5,49922.51,398913.22,626784.75,15881.153,89933.234,2328127.2,323755.5,581340.0,156556.47,25023.287,691828.06,20052962.0,127261.7,174084.52,728867.8,317796.28,30650.95,0.0,1362.4598,83099.47,73842.65,511697.22,288282.84,1429537.2,883.4466,12766.439,231861.89,84954.73,1423796.6,47195.88,544.3435,148274.19,31.425745,589003.06,64716.246,769237.9,246404.81,487935.94,12405.194,1323.0952,328176.94,138264.78,2454425.2,133.4138,245071.16,1057644.5,448311.8,7404973.0,333088.62,60726910.0,1283496.9,836.96844,392882.2,0.0,597895.25,8039.401,5018.095,240263.2,2378695.0,884370.3,370779.25
1897,76.34544,476479.9,1119036.4,0.0,68421.67,2444.4236,42385.99,2023110.1,145337.4,3581.8262,16302406.0,841878.6,464790.5,79201.23,1165216.2,91213.695,263283.28,4711681.5,405740.28,1489.1802,7296.96,95310.56,5504964.5,3967.7087,162348.19,3210563.2,6616.285,4285.441,40226.566,310503.62,564615.0,7177591.5,590090.25,324220.38,11623942.0,161034.23,291962.9,1200059.6,132991.67,588.4154,623830.2,4507.5283,3770.8809,52217.957,359637.44,30781.357,754350.94,10214989.0,9725.907,669.90265,1372084.1,140796.98,189710.16,116166.05,575343.6,131728.06,2787733.2,592944.5,2387648.8,1293759.9,38524.766,7314650.0,215.69452,24571.96,7760757.5,271733.62,252467.55,311868.6,18175.732,49730.31,2192.499,931595.44,545.234,103953.336,26638.744,38458.395,75414.23,186996.73,100396.43,508595.72,1907543.9,42521536.0,1284007.1,1031165.5,406455.4,88778.68,122070.63,3938254.5,60409.285,52084.887,3571006.0,2439725.2,675312.1,331350.62,209740.16,578.28296,590.50946,336207.16,48957.19,77817.42,60146.84,24263.17,77108.086,1183.627,1547.4786,769401.4,67100.98,1411359.5,86782.266,703524.56,827.38336,498559.56,316435.3,755482.5,270.6178,1315034.1,0.0,61963.883,609565.5,7320.9565,3576270.2,14682.965,790762.7,796529.25,253606.73,23317.215,74089.57,225843.61,366260.28,382789.53,1303708.6,73842.0,35.30955,1888626.9,733892.56,1353928.5,45.625008,3275500.8,18858.45,298466900.0,4513933.5,51903.64,416777.6,637016.4,16076.515,91894.44,2290434.2,328191.44,601905.44,166395.83,25236.139,678027.0,20232916.0,128721.98,175443.3,736942.56,321434.94,31011.502,0.0,1357.2827,84207.85,76717.766,517564.94,279998.0,1445666.9,894.6728,13017.22,229224.48,82835.83,1468176.0,47775.566,549.5688,149040.19,31.754017,595734.3,65473.12,784265.56,248675.67,492342.9,12679.315,1303.7751,335077.34,139895.58,2467098.2,131.36734,248370.47,1069743.2,453427.97,7471271.5,352796.75,61338148.0,1295331.4,861.43835,408827.4,0.0,609526.4,7922.199,4952.044,241405.67,2405739.5,894373.0,375352.78
1898,77.41493,478803.72,1131933.0,0.0,67280.54,2502.4177,42745.504,2127131.0,146470.11,3610.9321,16124330.0,861232.2,468309.25,80211.13,1191338.8,92372.13,266609.75,4727930.5,399212.94,1501.241,7396.3423,94291.164,5545390.0,4082.903,171618.2,3357427.0,6804.08,4355.4863,40397.156,314077.2,571162.7,7270343.0,604100.6,335781.12,11829042.0,163083.95,295462.28,1214156.9,134516.98,583.7881,655579.4,4560.664,3814.9397,54375.902,374609.47,30956.215,753062.7,10455389.0,9836.947,690.8364,1407347.5,144185.73,191922.22,121539.44,581717.9,133248.19,2854867.0,597308.44,2416070.0,1327238.4,38204.24,7492305.5,213.08723,24880.756,7945322.0,273804.8,255670.55,315670.84,18393.803,50319.47,2216.8962,956243.9,567.66815,107699.43,27723.84,38851.477,79031.04,184133.94,103787.19,502268.97,1948468.2,42670910.0,1318758.1,1036959.5,408604.03,91257.49,122944.33,4030093.2,61799.652,52456.547,3601048.8,2457942.8,683222.4,333827.22,214523.36,577.3623,613.51465,342180.03,49372.5,79557.92,60539.887,24603.215,77951.875,1221.836,1582.3618,772629.3,68014.45,1421753.6,88408.445,708744.94,835.71674,504448.16,318852.6,764241.44,273.44873,1368360.5,0.0,60545.125,616650.06,7475.046,3587298.8,14445.796,810141.44,805943.8,256552.16,23592.799,75077.29,230060.53,370482.97,387248.53,1321146.0,77276.92,34.93245,1933877.6,751659.7,1359045.0,45.667767,3238208.8,19012.244,301635550.0,4530886.5,54019.062,435879.78,647747.9,16276.045,93970.92,2265340.0,332719.72,617929.8,176956.73,25459.229,668530.1,20386842.0,130220.766,176850.53,745249.44,325185.38,31384.357,0.0,1356.3,85349.945,79784.484,523606.44,274045.22,1462271.8,906.24634,13281.317,227610.5,81332.95,1503580.1,48372.316,554.90546,149849.3,32.100395,602666.06,66253.414,800127.6,250559.98,496171.4,12970.261,1290.9426,341994.56,141576.4,2480444.5,129.98802,251777.58,1082197.8,458691.6,7527058.0,373942.12,61960470.0,1305358.2,887.4564,425860.34,0.0,621443.5,7843.9043,4909.087,242617.2,2433484.0,904667.6,380061.0
1899,78.55494,481236.16,1145176.1,0.0,66685.31,2545.3174,43123.13,2236349.5,147432.94,3641.05,16025888.0,874752.44,471252.34,81250.07,1211024.5,93564.414,270032.8,4744646.5,395810.84,1513.7423,7498.6045,93868.22,5575457.5,4203.4497,181360.84,3511477.5,7000.3154,4428.911,40572.188,317747.75,577887.75,7363480.5,614113.0,347917.6,12038897.0,165195.78,299058.75,1228633.6,136084.92,581.56055,688938.6,4615.2935,3860.18,56639.8,390301.3,31137.475,754488.75,10633273.0,9950.762,712.7416,1431863.9,147714.02,194208.81,127178.15,588291.5,134809.47,2903413.0,600650.06,2445275.8,1350756.6,38047.45,7621281.0,211.57446,25197.615,8080393.5,275505.66,258969.95,319575.4,18618.15,50924.414,2242.2234,973250.4,591.2721,111621.47,28860.785,39261.527,82826.32,182637.53,107336.49,499436.66,1991143.0,42824336.0,1340999.9,1042996.1,410846.75,92964.43,123855.04,4096577.8,63246.598,52850.445,3631638.5,2472285.0,691350.44,335785.7,219416.23,578.05524,637.64154,348424.97,49804.01,81338.47,60945.18,24953.521,78824.89,1261.8384,1608.3475,775946.25,68953.83,1429550.9,89655.19,712756.8,844.1524,510507.94,320769.9,773241.44,276.4623,1424266.2,0.0,59737.625,623929.8,7589.034,3598627.0,14322.511,829948.7,815605.8,259578.38,23875.508,76097.49,234451.06,374820.1,391831.78,1339075.0,80880.664,34.725433,1965198.1,763538.7,1364302.1,45.832973,3217111.5,19175.244,304630370.0,4548326.0,56236.188,455920.9,658888.06,16479.379,96137.875,2254269.2,337339.38,629034.8,188059.89,25693.977,663827.94,20511348.0,131756.77,178308.89,753777.9,329042.62,31767.877,0.0,1359.2917,86523.93,82997.266,529812.0,270690.8,1479325.2,918.1557,13555.647,227135.89,80516.32,1529246.4,48985.16,560.3522,150694.69,32.46711,609787.2,67056.195,816667.06,252007.7,499344.47,13274.636,1284.2197,348925.1,143305.48,2494343.8,129.23703,255299.23,1094988.9,464096.53,7570975.0,396165.9,62592372.0,1313340.9,914.6846,443717.03,0.0,633641.0,7802.1875,4887.855,243884.9,2461888.8,915238.4,384896.5
1900,79.77202,483750.0,1158746.2,0.0,66691.94,2571.9302,43520.734,2349062.2,148205.98,3672.313,16001961.0,881993.8,473553.0,82316.83,1223761.4,94788.875,273547.34,4761812.5,395852.75,1526.6848,7603.0293,94102.695,5593988.0,4327.9097,191419.77,3670425.5,7202.356,4505.257,40751.336,321509.6,584779.4,7456939.0,619818.0,360469.53,12253424.0,167366.98,302747.78,1243468.5,137693.56,581.5826,723400.0,4671.3447,3906.5603,58976.5,406484.62,31323.951,758895.2,10743697.0,10067.191,735.34344,1444804.8,151339.62,196570.17,132998.64,595063.6,136409.67,2931926.2,602852.75,2475222.0,1363542.4,38043.973,7697765.5,211.08586,25522.172,8162084.5,276793.34,262361.6,323576.4,18848.48,51544.22,2268.521,982027.5,615.7139,115666.445,30033.178,39690.45,86743.01,182647.31,110995.83,500451.34,2035137.6,42981684.0,1349793.9,1049234.8,413165.06,93839.88,124802.805,4135738.0,64734.344,53266.816,3662788.8,2482308.8,699686.5,337166.72,224415.05,580.26904,662.53467,354897.62,50253.39,83157.805,61361.645,25313.613,79727.93,1303.0964,1624.7358,779348.4,69917.516,1434455.5,90492.51,715422.56,852.6856,516732.1,322129.7,782469.1,279.6809,1481937.1,0.0,59604.246,631393.9,7659.8555,3610241.0,14324.755,850165.2,825500.75,262680.66,24165.072,77149.44,238974.0,379264.88,396532.75,1357475.4,84599.15,34.67792,1981524.0,769085.2,1369692.6,46.117138,3211168.8,19348.12,307407400.0,4566235.5,58522.414,476601.9,670345.7,16686.152,98370.45,2258645.5,342049.44,634841.9,199525.98,25941.805,664411.06,20603032.0,133328.61,179821.05,762517.4,333001.75,32160.418,0.0,1366.0378,87728.03,86310.55,536171.6,270201.0,1496800.6,930.3894,13837.129,227916.61,80456.164,1544412.1,49613.117,565.90735,151569.53,32.85641,617086.94,67880.555,833726.8,252968.8,501785.28,13589.051,1283.2284,355865.5,145081.02,2508676.8,129.0755,258942.16,1108098.0,469636.47,7601664.0,419109.03,63232324.0,1319042.4,942.7846,462133.7,0.0,646113.2,7794.721,4886.9785,245195.95,2490914.2,926069.5,389851.97
1901,81.15407,486590.4,1172162.2,0.0,67089.734,2582.5237,43961.15,2504135.8,148868.19,3705.9175,16156377.0,882840.4,475461.94,83410.805,1229713.9,96024.07,277075.8,4780465.5,398104.7,1540.7225,7726.6577,94777.99,5605006.5,4491.0894,205368.3,3886661.2,7471.533,4588.126,40945.348,325203.88,591557.4,7551828.0,621198.56,377318.8,12473795.0,169554.67,306462.7,1258221.4,139291.62,586.97705,770713.94,4727.2354,3953.955,62155.13,428383.97,31528.832,765399.1,10787699.0,10183.641,765.1431,1446021.2,156034.75,198985.55,140922.06,601899.75,137992.84,2940509.0,604318.5,2504958.5,1365517.4,38407.55,7722101.0,213.04398,25859.318,8190889.0,277829.2,265785.6,327597.78,19078.29,52161.19,2296.081,982463.5,649.0763,121060.41,31616.006,40155.66,92085.51,183614.25,115891.92,504000.75,2082349.2,43151856.0,1344578.0,1056164.8,415757.3,93874.18,125844.46,4147634.0,66631.17,53739.453,3695615.8,2489591.0,708045.8,338183.75,229494.23,586.12317,696.4503,361900.47,50740.75,85007.63,61811.035,25685.73,80659.71,1358.241,1631.6927,783034.8,70902.32,1437482.6,90926.48,717226.6,861.4128,522954.34,323143.44,791578.06,283.32977,1560130.6,0.0,59903.773,638757.6,7688.028,3622829.2,14408.027,870617.2,835392.5,265734.38,24463.104,78233.62,243814.17,383630.28,401177.03,1376678.0,89669.49,35.01078,1982557.5,768086.25,1375541.4,46.6768,3241458.8,19543.262,310320600.0,4585689.5,61624.336,504777.6,682578.5,16906.107,100760.16,2273045.0,346883.38,635295.25,215438.98,26216.814,668422.3,20674372.0,134956.89,181458.31,771207.9,336925.5,32575.54,0.0,1381.8148,88969.67,90768.09,542445.6,271535.78,1513969.8,943.07135,14197.355,229536.77,80878.625,1549123.1,50247.258,571.60046,152549.05,33.29307,624288.3,68707.18,852043.3,253622.47,503780.12,13927.004,1295.9185,362899.28,146878.1,2524630.8,130.31914,262797.4,1121094.1,475217.62,7623978.0,450942.22,63909360.0,1323338.8,979.83105,487160.5,0.0,658871.94,7869.1606,4934.8096,246673.81,2520363.5,936773.1,394876.0
1902,82.75754,489965.38,1185210.9,0.0,67623.766,2580.271,44459.23,2729126.0,149515.2,3742.6072,16559729.0,878358.1,477289.66,84536.46,1230272.4,97263.63,280590.88,4801254.5,401085.34,1556.3302,7881.5537,95625.79,5613722.0,4717.6177,225739.83,4197326.0,7851.299,4681.1562,41161.023,328757.5,598094.0,7648953.0,619031.0,401212.16,12701245.0,171744.86,310182.1,1272708.9,140857.1,599.86615,839207.44,4782.316,4002.4841,66720.664,459703.22,31762.979,772851.06,10778366.0,10299.127,806.7444,1437523.0,162488.56,201453.48,152310.22,608752.1,139534.36,2932907.2,605565.44,2534083.0,1358587.8,39283.445,7704140.5,218.41634,26213.197,8176932.0,278813.12,269223.97,331614.5,19304.932,52768.062,2325.1765,975983.56,697.077,128672.23,33875.12,40668.254,99778.53,184883.78,122823.15,508477.5,2134953.8,43340424.0,1327406.4,1064186.9,418788.06,93212.42,127021.586,4137314.0,69197.99,54292.93,3730821.8,2496137.8,716359.75,339106.9,234652.16,597.05316,745.2386,369741.72,51279.09,86887.93,62310.39,26072.88,81623.195,1436.2177,1631.0966,787131.3,71911.03,1439943.4,91036.35,718788.6,870.4034,529108.1,324076.22,800413.1,287.54926,1672141.5,0.0,60346.867,645893.1,7681.884,3636820.5,14518.714,891256.9,845190.9,268682.8,24771.697,79355.375,249183.84,387830.16,405686.97,1396953.2,96968.75,35.874084,1970828.1,761546.75,1382053.1,47.61686,3322314.5,19769.086,313687420.0,4607362.5,66071.22,545307.2,696086.8,17145.578,103420.71,2290903.0,351870.84,631324.25,238694.6,26527.918,673617.2,20740982.0,136659.39,183270.17,779738.94,340753.84,33025.836,0.0,1410.1891,90258.69,97109.86,548526.44,273453.62,1530497.4,956.32654,14687.062,231481.84,81456.36,1545332.8,50885.344,577.4644,153695.38,33.792778,631267.2,69528.84,872445.6,254195.94,505683.2,14304.92,1327.6898,370085.6,148690.45,2543199.2,133.52223,266927.2,1133791.0,480810.25,7644076.5,497458.84,64643700.0,1327322.1,1031.5402,523086.44,0.0,671956.4,8057.9,5050.6113,248422.36,2550241.2,947176.75,399961.72
1903,84.54182,493791.78,1198275.2,0.0,68283.64,2568.34,45004.89,3005364.2,150151.94,3781.8352,17157042.0,869874.06,479059.6,85700.25,1226763.4,98528.414,284162.7,4823578.0,404742.84,1573.2382,8059.5386,96629.42,5620738.0,4990.79,250817.94,4577257.0,8312.201,4783.944,41392.133,332293.03,604606.75,7747794.0,614196.06,430286.47,12935778.0,173978.19,313969.2,1287293.6,142431.95,618.5983,923237.56,4837.9214,4052.4753,72303.77,497932.97,32021.756,781117.1,10728838.0,10415.899,857.0261,1421719.0,170234.14,204003.23,166240.38,615749.75,141078.89,2913142.0,606651.25,2563371.2,1344958.2,40558.523,7654339.0,226.45001,26582.326,8130768.0,279760.22,272735.5,335696.8,19533.92,53379.53,2355.82,964306.25,755.83716,137913.14,36630.41,41220.594,109195.59,186437.36,131248.44,513791.44,2192939.0,43542216.0,1301264.5,1073127.6,422188.22,92027.06,128311.37,4110292.2,72258.01,54913.656,3767801.8,2502147.2,724793.1,339962.0,239921.02,611.9406,804.9345,378385.94,51859.406,88809.85,62851.535,26475.76,82625.46,1530.9625,1624.8157,791523.7,72951.06,1441986.5,90901.96,720173.56,879.6129,535336.8,324950.62,809248.0,292.23477,1808961.1,0.0,60924.2,653024.8,7650.0786,3651808.5,14654.803,912255.06,855099.25,271623.2,25091.293,80521.21,255083.12,392009.06,410200.94,1418189.8,105902.7,37.151093,1949510.8,750848.94,1389039.0,48.856377,3442579.0,20020.3,317408800.0,4630636.0,71504.46,594898.44,710843.25,17399.088,106360.6,2311932.8,357005.44,624029.0,267331.06,26868.746,679905.4,20804174.0,138430.6,185226.69,788324.6,344597.75,33508.22,0.0,1448.3762,91596.88,104834.516,554603.1,275918.53,1546946.9,970.145,15271.864,233719.9,82179.38,1535140.4,51536.484,583.50366,154982.11,34.34414,638241.7,70362.7,894915.8,254710.97,507519.56,14723.794,1374.3407,377384.34,150544.27,2563970.5,138.25368,271294.94,1146536.9,486504.4,7662561.5,554734.1,65420590.0,1331079.8,1094.0361,567005.56,0.0,685402.3,8335.72,5219.3823,250399.28,2580811.2,957588.4,405168.72
1904,86.46626,497986.56,1211737.2,0.0,69058.945,2549.8992,45588.02,3314181.5,150783.36,3823.054,17893350.0,858715.1,480795.16,86908.62,1220513.6,99839.27,287861.22,4846834.0,409025.25,1591.177,8252.435,97772.22,5626657.0,5293.9023,278886.25,5001290.5,8824.79,4896.085,41632.426,335933.2,611313.44,7847832.5,607574.7,462678.66,13177397.0,176295.28,317887.22,1302338.2,144058.22,641.522,1017161.2,4895.3857,4104.258,78535.09,540563.9,32300.521,790063.2,10652254.0,10536.206,912.86743,1401018.2,178804.53,206664.03,181789.86,623021.8,142671.1,2885234.8,607633.44,2593599.2,1326833.4,42119.637,7583154.5,236.39209,26965.225,8062952.0,280685.7,276378.94,339914.8,19770.766,54010.28,2388.023,949149.94,821.4774,148194.36,39701.77,41805.062,119710.18,188256.48,140626.73,519852.4,2256293.2,43752084.0,1269137.5,1082813.2,425888.78,90490.59,129691.02,4072082.8,75634.37,55588.027,3805950.2,2507818.0,733510.7,340774.84,245333.06,629.6667,871.5733,387797.62,52472.71,90784.52,63426.293,26895.047,83673.57,1636.4109,1614.7181,796097.6,74029.86,1443760.8,90603.1,721446.5,888.9969,541783.44,325789.22,818356.6,297.2817,1961580.9,0.0,61626.445,660376.9,7601.268,3667387.5,14814.276,933781.94,865321.4,274652.8,25422.336,81737.6,261512.19,396311.47,414857.4,1440276.2,115877.17,38.72508,1921780.2,737375.1,1396310.6,50.31442,3591094.2,20291.615,321385630.0,4654890.5,77565.49,650258.94,726820.25,17661.158,109588.305,2335848.0,362280.62,614509.5,299386.7,27232.924,687196.3,20865262.0,140264.94,187297.84,797179.2,348567.97,34019.625,0.0,1493.5913,92986.055,113440.766,560864.44,278894.3,1563881.8,984.5169,15917.385,236219.06,83037.74,1520644.8,52209.78,589.7223,156382.86,34.935757,645429.9,71225.89,919435.9,255189.38,509314.47,15184.624,1431.6687,384755.4,152465.67,2586533.2,144.0824,275864.22,1159679.9,492390.2,7680037.5,618843.2,66225308.0,1334699.1,1163.4426,616011.94,0.0,699245.2,8677.4,5426.122,252562.36,2612338.0,968315.9,410556.56
1905,88.49029,502466.7,1225980.2,0.0,69939.29,2528.1152,46198.535,3636909.2,151414.4,3865.7168,18713674.0,846208.3,482519.62,88168.0,1212849.8,101217.11,291756.62,4870420.5,413880.75,1609.8773,8452.063,99037.555,5632080.5,5610.25,308228.34,5444262.0,9359.615,5017.1753,41875.67,339800.6,618431.6,7948547.0,600047.6,496525.62,13426108.0,178736.77,321999.38,1318205.8,145777.86,666.98566,1115335.2,4956.0415,4158.159,85045.29,585086.7,32594.639,799555.44,10561751.0,10662.299,971.1473,1377829.8,187732.84,209465.11,198036.0,630697.3,144355.58,2853206.2,608569.7,2625543.2,1306417.5,43853.645,7501041.5,247.48961,27360.404,7984039.5,281604.56,280213.12,344338.8,20020.979,54675.008,2421.7983,932233.1,890.119,158927.14,42909.086,42414.043,130695.78,190322.6,150416.97,526570.25,2325004.8,43964856.0,1234011.6,1093070.0,429820.7,88775.48,131137.73,4028198.8,79150.27,56302.45,3844662.2,2513348.0,742677.1,341571.25,250920.52,649.1128,941.19006,397941.28,53110.0,92823.09,64026.484,27331.436,84774.63,1746.4984,1602.6722,800738.94,75154.83,1445414.8,90219.59,722672.25,898.51086,548591.3,326614.7,828012.75,302.58536,2120992.2,0.0,62444.28,668173.94,7544.1064,3683152.0,14995.122,956008.25,876060.8,277868.9,25765.268,83011.055,268471.1,400881.88,419794.72,1463101.1,126297.94,40.479305,1890811.8,722507.25,1403678.9,51.910034,3756702.8,20577.732,325518940.0,4679508.0,83895.7,708096.4,743990.6,17926.312,113112.305,2362361.8,367690.03,603865.7,332899.75,27614.082,695399.94,20925556.0,142156.92,189453.69,806516.6,352775.44,34556.953,0.0,1543.0498,94428.0,122427.3,567499.25,282344.94,1581865.4,999.43243,16589.242,238947.38,84021.47,1503944.9,52914.33,596.1247,157871.23,35.556232,653049.7,72135.58,945988.0,255652.92,511092.88,15688.404,1495.4718,392158.7,154480.83,2610475.8,150.57733,280598.44,1173568.0,498557.53,7697104.5,685861.4,67043092.0,1338267.6,1235.884,667199.7,0.0,713520.75,9057.721,5655.829,254869.27,2645085.0,979667.06,416184.84
1906,90.57326,507149.06,1241386.2,0.0,70914.26,2506.1565,46826.332,3954878.5,152050.03,3909.2764,19563046.0,833680.56,484256.44,89484.84,1205098.2,102682.766,295918.97,4893736.5,419257.38,1629.0696,8650.246,100408.76,5637612.5,5923.1274,337127.84,5881010.0,9887.225,5146.811,42115.617,344017.97,626178.94,8049419.5,592495.8,529964.3,13681911.0,181343.3,326368.94,1335258.8,147632.88,693.33777,1212116.6,5021.224,4214.5083,91464.99,628991.8,32899.47,809459.94,10470470.0,10796.425,1028.7446,1354562.5,196552.17,212435.69,214056.06,638905.3,146177.05,2821078.0,609517.7,2659978.8,1285915.1,45647.41,7418456.5,258.98962,27766.385,7904586.0,282532.1,284296.8,349039.06,20290.068,55388.4,2457.1575,915274.25,957.8827,169522.69,46072.258,43039.9,141525.9,192617.17,160078.08,533854.7,2399061.2,44175384.0,1198872.0,1103724.2,433914.97,87054.2,132628.73,3984154.5,82628.875,57043.32,3883332.2,2518936.2,752457.3,342376.94,256715.6,669.1604,1009.81995,408781.47,53762.273,94936.7,64643.945,27785.607,85935.69,1855.1609,1590.5461,805333.3,76333.38,1447097.1,89831.21,723915.9,908.1103,555903.5,327449.6,838490.2,308.04114,2278187.0,0.0,63368.37,676640.2,7487.249,3698696.8,15195.323,979104.4,887521.1,281368.84,26120.535,84348.055,275960.0,405864.84,425151.4,1486552.9,136570.8,42.29704,1859780.1,707627.8,1410955.4,53.562294,3928247.5,20873.365,329709660.0,4703870.0,90136.52,765118.56,762326.7,18189.074,116941.07,2391188.0,373227.1,593197.6,365908.53,28005.852,704425.75,20986368.0,144100.97,191664.25,816551.06,357331.0,35117.137,0.0,1593.9668,95924.5,131292.8,574696.4,286234.34,1601461.1,1014.88153,17253.057,241872.9,85120.56,1487140.1,53659.23,602.715,159420.83,36.194168,661319.44,73108.9,974554.1,256123.44,512879.9,16236.13,1561.5481,399554.2,156615.92,2635387.0,157.30742,285461.1,1188549.1,505096.62,7714367.0,751863.8,67859210.0,1341872.8,1307.4843,717662.75,0.0,728264.56,9451.464,5893.503,257277.72,2679316.8,991949.7,422113.06
