Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATA,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4451873e-05,7.766713e-07,0.0,0.0,7.068191e-05,0.00023807025,4.6781893e-06,0.0,0.0006112854,0.0,0.0,0.0,0.0,5.2635e-07,0.0,0.0,2.745818e-07,9.791473e-06,0.0,0.0,2.329936e-07,2.3783688e-05,0.0,0.0,0.0,0.0,0.0,0.00012650715,3.750945e-05,3.0137258e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6820169e-06,0.0,0.0,1.3730485e-07,1.3275278e-05,0.0,0.0,0.0,0.0002873775,0.0027633011,0.0,0.0,4.20387e-05,1.0644391e-07,0.0,2.8334608e-09,0.0,0.0,9.964515e-05,3.5398966e-06,0.0,3.11355e-06,0.0,0.0015176221,0.0,0.0,0.0,0.005871245,1.4426296e-06,0.0,0.0,0.0,0.0,0.0,2.17965e-06,0.0,0.0,2.3339124e-08,0.0,0.0,4.3389057e-09,2.998186e-07,6.597073e-08,7.309335e-05,3.366103e-06,5.178998e-05,3.168e-07,0.0,0.0,0.0,0.0,0.0001164075,0.0,0.0,8.10612e-05,2.3310036e-05,0.0,2.000611e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.658568e-06,0.0,2.3456082e-06,0.0,0.0,3.6156102e-06,0.0,0.0,1.0276723e-05,0.0,1.5723816e-07,0.0,0.0,0.0,2.7098908e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.4485e-07,0.0,0.0,0.0,0.0,6.556633e-08,0.0,0.0001643631,2.95383e-05,0.0,0.0,1.38534e-05,0.0,0.0,0.018158128,0.0,0.0,3.7405987e-06,0.0,0.0,0.0,0.0005728091,0.0,1.7226e-05,1.3509826e-12,0.0,0.0,7.9926e-06,0.0002148129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6285485e-09,0.0,0.0,7.974535e-07,0.0,0.0,0.0,9.241784e-05,2.2745863e-07,6.349695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1483847e-06,2.9768707e-06,0.0,0.0,0.0,0.0,4.98465e-06,0.0,1.617e-07,0.0,0.0,6.813807e-05,8.984684e-06,0.0047169453,9.141893e-06,0.0,4.646056e-07,0.0,1.8678e-06,0.0,0.0,0.0,0.0,1.43847e-05,0.0,0.0
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5536149e-05,8.535449e-07,0.0,0.0,7.583322e-05,0.00025083794,5.1412276e-06,0.0,0.0006323196,0.0,0.0,0.0,0.0,6.4845e-07,0.0,0.0,3.3503557e-07,1.0760615e-05,0.0,0.0,2.329936e-07,2.4826164e-05,0.0,0.0,0.0,0.0,0.0,0.00013724536,3.98442e-05,3.157604e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7445035e-06,0.0,0.0,1.5167662e-07,1.3733019e-05,0.0,0.0,0.0,0.00030324465,0.0029099085,0.0,0.0,4.445265e-05,1.1287054e-07,0.0,2.8415665e-09,0.0,0.0,0.00010496145,3.890269e-06,0.0,3.3033e-06,0.0,0.0015739152,0.0,0.0,0.0,0.0060561956,1.5854185e-06,0.0,0.0,0.0,0.0,0.0,2.36775e-06,0.0,0.0,2.6680555e-08,0.0,0.0,5.625491e-09,3.658285e-07,6.926127e-08,7.74246e-05,4.3759032e-06,5.7725152e-05,3.168e-07,0.0,0.0,0.0,0.0,0.000122496,0.0,0.0,9.1542e-05,2.5617222e-05,0.0,2.1986277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.020686e-06,0.0,2.5777724e-06,0.0,0.0,3.973477e-06,0.0,0.0,1.2167834e-05,0.0,1.9185708e-07,0.0,0.0,0.0,3.3064847e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.663e-07,0.0,0.0,0.0,0.0,6.922074e-08,0.0,0.000170808,3.129225e-05,0.0,0.0,1.50876e-05,0.0,0.0,0.019069575,0.0,0.0,3.8754697e-06,0.0,0.0,0.0,0.00060293474,0.0,1.83018e-05,1.3509826e-12,0.0,0.0,8.71035e-06,0.00023607469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.748786e-09,0.0,0.0,9.730257e-07,0.0,0.0,0.0,9.7520555e-05,2.7753728e-07,6.733485e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2620496e-06,3.2715159e-06,0.0,0.0,0.0,0.0,5.412e-06,0.0,2.409e-07,0.0,0.0,7.488225e-05,9.542062e-06,0.005041869,1.0046741e-05,0.0,4.873012e-07,0.0,2.09385e-06,0.0,0.0,0.0,0.0,1.614525e-05,0.0,0.0
1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.668667e-05,9.277922e-07,0.0,0.0,8.096472e-05,0.0002624094,5.5884493e-06,0.0,0.0006543207,0.0,0.0,0.0,0.0,7.557e-07,0.0,0.0,3.9167955e-07,1.1696652e-05,0.0,0.0,2.329936e-07,2.5976526e-05,0.0,0.0,0.0,0.0,0.0,0.00014879536,4.220205e-05,3.2909065e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8051711e-06,0.0,0.0,1.616847e-07,1.4179913e-05,0.0,0.0,0.0,0.00031932403,0.0030536484,0.0,0.0,4.693095e-05,1.1930751e-07,0.0,2.8636327e-09,0.0,0.0,0.000110517,4.228673e-06,0.0,3.48315e-06,0.0,0.0016269017,0.0,0.0,0.0,0.0062483232,1.72333e-06,0.0,0.0,0.0,0.0,0.0,2.5179e-06,0.0,0.0,3.2578043e-08,0.0,0.0,7.303862e-09,4.276783e-07,7.2464005e-08,8.140935e-05,5.068903e-06,6.426185e-05,3.168e-07,0.0,0.0,0.0,0.0,0.0001292577,0.0,0.0,0.0001027752,2.7845595e-05,0.0,2.3898804e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.370435e-06,0.0,2.8020058e-06,0.0,0.0,4.319119e-06,0.0,0.0,1.4226064e-05,0.0,2.2429417e-07,0.0,0.0,0.0,3.865476e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.894e-07,0.0,0.0,0.0,0.0,7.269277e-08,0.0,0.00017724794,3.320295e-05,0.0,0.0,1.64571e-05,0.0,0.0,0.020003915,0.0,0.0,4.0085147e-06,0.0,0.0,0.0,0.0006324269,0.0,1.948155e-05,1.3509826e-12,0.0,0.0,9.42645e-06,0.0002566102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.881632e-09,0.0,0.0,1.1375326e-06,0.0,0.0,0.0,0.00010269153,3.2445962e-07,7.135425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3718318e-06,3.5560963e-06,0.0,0.0,0.0,0.0,5.8839e-06,0.0,3.564e-07,0.0,0.0,8.1396065e-05,1.0325004e-05,0.0053861425,1.0920681e-05,0.0,5.1042645e-07,0.0,2.2737e-06,0.0,0.0,0.0,0.0,1.876875e-05,0.0,0.0
1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002827e-05,1.0004205e-06,0.0,0.0,8.6019376e-05,0.0002739825,6.025917e-06,0.0,0.0006780213,0.0,0.0,0.0,0.0,8.613e-07,0.0,0.0,4.531497e-07,1.2612275e-05,0.0,0.0,2.329936e-07,2.7076321e-05,0.0,0.0,0.0,0.0,0.0,0.0001613865,4.475625e-05,3.433001e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8476303e-06,0.0,0.0,1.7892413e-07,1.4726559e-05,0.0,0.0,0.0,0.00033570552,0.0032083804,0.0,0.0,4.95099e-05,1.2721482e-07,0.0,4.0196233e-09,0.0,0.0,0.00011599995,4.5596967e-06,0.0,3.71415e-06,0.0,0.0016851483,0.0,0.0,0.0,0.0064419573,1.8582336e-06,0.0,0.0,0.0,0.0,0.0,2.69775e-06,0.0,0.0,4.039843e-08,0.0,0.0,8.814711e-09,4.947978e-07,7.4399956e-08,8.554095e-05,6.420253e-06,7.092765e-05,3.168e-07,0.0,0.0,0.0,0.0,0.0001361547,0.0,0.0,0.0001143879,3.002537e-05,0.0,2.5769623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712556e-06,0.0,3.0213491e-06,0.0,0.0,4.657223e-06,0.0,0.0,1.6650523e-05,0.0,2.5949493e-07,0.0,0.0,0.0,4.4721123e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.125e-07,0.0,0.0,0.0,0.0,7.6251254e-08,0.0,0.0001841367,3.5112e-05,0.0,0.0,1.788435e-05,0.0,0.0,0.021022577,0.0,0.0,4.156116e-06,0.0,0.0,0.0,0.0006632687,0.0,2.061675e-05,1.3509826e-12,0.0,0.0,1.025805e-05,0.00027669786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.896493e-09,0.0,0.0,1.316056e-06,0.0,0.0,0.0,0.00010795966,3.7537995e-07,7.576965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47922e-06,3.83447e-06,0.0,0.0,0.0,0.0,6.42675e-06,0.0,4.5375e-07,0.0,0.0,8.776781e-05,1.1006369e-05,0.0057889186,1.177556e-05,0.0,5.261631e-07,0.0,2.5245e-06,0.0,0.0,0.0,0.0,2.227335e-05,0.0,5.115e-08
1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9686542e-05,1.0812255e-06,0.0,0.0,9.121795e-05,0.0002862354,6.512637e-06,0.0,0.0007006956,0.0,0.0,0.0,0.0,9.966e-07,0.0,0.0,5.1868363e-07,1.3630983e-05,0.0,0.0,2.329936e-07,2.826484e-05,0.0,0.0,0.0,0.0,0.0,0.00017629095,4.74408e-05,3.5644705e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8722943e-06,0.0,0.0,1.946275e-07,1.5333924e-05,0.0,0.0,0.0,0.00035224686,0.0033687523,0.0,0.0,5.22918e-05,1.3341717e-07,0.0,5.9542304e-09,0.0,0.0,0.00012185085,4.9279884e-06,0.0,3.95175e-06,0.0,0.0017418885,0.0,0.0,0.0,0.0066364957,2.008325e-06,0.0,0.0,0.0,0.0,0.0,2.8578e-06,0.0,0.0,5.1459825e-08,0.0,0.0,1.1087964e-08,5.6635486e-07,7.523171e-08,8.971875e-05,7.936603e-06,7.838552e-05,3.168e-07,0.0,0.0,0.0,0.0,0.0001434444,0.0,0.0,0.00012747075,3.2450553e-05,0.0,2.7851063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0931944e-06,0.0,3.265387e-06,0.0,0.0,5.033392e-06,0.0,0.0,1.9252442e-05,0.0,2.9702298e-07,0.0,0.0,0.0,5.1188728e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.2735e-07,0.0,0.0,0.0,0.0,7.952333e-08,0.0,0.0001914165,3.698475e-05,0.0,0.0,1.94304e-05,0.0,0.0,0.022052705,0.0,1.0001774e-09,4.3639375e-06,0.0,0.0,0.0,0.00069451303,0.0,2.177835e-05,1.3509826e-12,0.0,0.0,1.12431e-05,0.00029904704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.90685e-09,0.0,0.0,1.5063824e-06,0.0,0.0,0.0,0.000113279195,4.2966693e-07,8.041935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5986982e-06,4.1441845e-06,0.0,0.0,0.0,0.0,7.0422e-06,0.0,5.5275e-07,0.0,0.0,9.4856914e-05,1.14783825e-05,0.0061861333,1.2726685e-05,0.0,5.5466614e-07,0.0,2.88585e-06,0.0,0.0,0.0,0.0,2.62218e-05,0.0,1.155e-07
1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17827e-05,1.1533541e-06,0.0,0.0,9.66455e-05,0.0002991186,6.9470952e-06,0.0,0.00072333193,0.0,0.0,0.0,0.0,1.1583e-06,0.0,0.0,5.898061e-07,1.4540306e-05,0.0,0.0,2.329936e-07,2.9558067e-05,0.0,0.0,0.0,0.0,0.0,0.00019222665,5.025075e-05,3.7351594e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8826995e-06,0.0,0.0,2.0566007e-07,1.607496e-05,0.0,0.0,0.0,0.00036927508,0.0035409231,0.0,0.0,5.49978e-05,1.4071699e-07,0.0,2.266003e-08,0.0,0.0,0.00012796246,5.2567348e-06,0.0,4.21575e-06,0.0,0.0017992723,0.0,0.0,0.0,0.0068335915,2.1423007e-06,0.0,0.0,0.0,0.0,0.0,2.9832e-06,0.0,0.0,6.694974e-08,0.0,0.0,1.35517055e-08,6.440138e-07,7.707986e-08,9.396585e-05,9.797803e-06,8.6009895e-05,3.168e-07,0.0,0.0,0.0,0.0,0.0001514799,0.0,0.0,0.0001409496,3.4615332e-05,0.0,2.970901e-06,0.0,0.0,0.0,3.4720252e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432961e-06,0.0,3.4832212e-06,0.0,0.0,5.3691697e-06,0.0,0.0,2.2024944e-05,0.0,3.3775103e-07,0.0,0.0,0.0,5.8207533e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.455e-07,0.0,0.0,0.0,0.0,8.233338e-08,0.0,0.00019888935,3.885255e-05,0.0,0.0,2.10243e-05,0.0,0.0,0.023150181,0.0,2.243982e-09,4.5535107e-06,0.0,0.0,0.0,0.00072823575,6.2527974e-09,2.291355e-05,1.3509826e-12,0.0,0.0,1.2441e-05,0.0003189965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932068e-09,0.0,0.0,1.7129382e-06,0.0,0.0,0.0,0.00011875531,4.885828e-07,8.499645e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7053475e-06,4.420643e-06,0.0,0.0,0.0,0.0,7.7319e-06,0.0,6.666e-07,0.0,0.0,0.00010118482,1.1893841e-05,0.006630373,1.3575683e-05,0.0,5.753578e-07,0.0,3.24225e-06,0.0,0.0,0.0,0.0,3.073785e-05,0.0,2.211e-07
1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4580866e-05,1.2356253e-06,0.0,0.0,0.00010311132,0.0003145098,7.4426466e-06,0.0,0.00074922375,0.0,0.0,0.0,0.0,1.3002e-06,0.0,0.0,6.748986e-07,1.5577498e-05,0.0,0.0,2.329936e-07,3.1020787e-05,0.0,0.0,0.0,0.0,0.0,0.00020906325,5.335605e-05,3.9059403e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8938649e-06,0.0,0.0,2.402398e-07,1.6923237e-05,0.0,0.0,0.0,0.00038705743,0.0037039134,0.0,0.0,5.79447e-05,1.4901202e-07,0.0,2.8432778e-08,0.0,0.0,0.0001342044,5.631709e-06,0.0,4.49295e-06,0.0,0.0018607726,0.0,0.0,0.0,0.0070377477,2.2951153e-06,0.0,0.0,0.0,0.0,0.0,3.10035e-06,0.0,0.0,8.4575106e-08,0.0,0.0,1.4875218e-08,7.369272e-07,7.914731e-08,9.854295e-05,1.1802553e-05,9.4813535e-05,3.168e-07,1.65e-09,0.0,0.0,0.0,0.0001609773,0.0,0.0,0.00015574515,3.708452e-05,0.0,3.1828217e-06,0.0,0.0,0.0,3.4720252e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.820506e-06,0.0,3.7316865e-06,0.0,0.0,5.752164e-06,0.0,0.0,2.4932153e-05,0.0,3.8647917e-07,0.0,0.0,0.0,6.660524e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.62e-07,0.0,0.0,0.0,0.0,8.5052456e-08,0.0,0.00020702055,4.0755e-05,0.0,0.0,2.27634e-05,0.0,0.0,0.024296034,0.0,4.4442823e-09,4.7817e-06,0.0,0.0,0.0,0.0007636728,6.2527974e-09,2.42187e-05,1.3509826e-12,0.0,0.0,1.40613e-05,0.00034175118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16759e-09,0.0,0.0,1.9600675e-06,0.0,0.0,0.0,0.00012447394,5.590717e-07,9.008175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8269935e-06,4.7359767e-06,0.0,0.0,0.0,0.0,8.44305e-06,0.0,7.9035e-07,0.0,0.0,0.00010840255,1.2648288e-05,0.0070966743,1.4544065e-05,0.0,5.912251e-07,0.0,3.61845e-06,0.0,0.0,0.0,0.0,3.59007e-05,0.0,3.3495e-07
1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7038817e-05,1.3277762e-06,0.0,0.0,0.00011008554,0.00033373726,7.997709e-06,0.0,0.00077548844,0.0,0.0,0.0,0.0,1.5048e-06,0.0,0.0,7.6151554e-07,1.6739246e-05,0.0,0.0,2.329936e-07,3.269691e-05,0.0,0.0,0.0,0.0,0.0,0.0002302245,5.6958e-05,4.145963e-05,8.9587575e-06,0.0,0.0,0.0,0.0,0.0,1.9052393e-06,0.0,0.0,2.6829701e-07,1.779958e-05,0.0,0.0,0.0,0.00040574616,0.0039030404,0.0,0.0,6.05715e-05,1.6051114e-07,0.0,2.865434e-08,0.0,0.0,0.00014055194,6.0517136e-06,0.0,4.89225e-06,0.0,0.0019263386,0.0,0.0,0.0,0.0072510084,2.4662816e-06,0.0,0.0,0.0,0.0,0.0,3.2934e-06,0.0,0.0,1.0055228e-07,0.0,0.0,1.6932315e-08,8.315045e-07,8.18155e-08,0.0001031382,1.4186803e-05,0.000104618244,3.168e-07,1.65e-09,0.0,0.0,0.0,0.00017124855,0.0,0.0,0.00017153895,3.9850227e-05,0.0,3.420192e-06,0.0,0.0,0.0,3.4720252e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.254591e-06,0.0,4.0099903e-06,0.0,0.0,6.181152e-06,0.0,0.0,2.8152632e-05,0.0,4.3608006e-07,0.0,0.0,0.0,7.515336e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.016e-07,0.0,0.0,0.0,0.0,8.7268965e-08,0.0,0.00021538606,4.290825e-05,0.0,0.0,2.460315e-05,0.0,0.0,0.025602128,0.0,8.503985e-09,5.205189e-06,3.3e-09,0.0,0.0,0.0008029395,6.2527974e-09,2.564265e-05,1.3509826e-12,0.0,0.0,1.61139e-05,0.0003672385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.392754e-09,0.0,0.0,2.2116233e-06,0.0,0.0,0.0,0.00013048406,6.3082285e-07,9.583365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9632482e-06,5.089179e-06,0.0,0.0,0.0,0.0,9.2895e-06,0.0,9.5205e-07,0.0,0.0,0.000116487055,1.363271e-05,0.0076388065,1.562874e-05,0.0,6.1277865e-07,0.0,4.00125e-06,0.0,0.0,0.0,0.0,4.159815e-05,0.0,4.6035e-07
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9693341e-05,1.4204928e-06,0.0,0.0,0.00011764747,0.00036077085,8.556175e-06,0.0,0.00080153864,0.0,0.0,0.0,0.0,1.77375e-06,0.0,0.0,8.5473647e-07,1.790812e-05,0.0,0.0,2.329936e-07,3.4376462e-05,0.0,0.0,0.0,0.0,0.0,0.00025157386,6.056325e-05,4.3707092e-05,1.9197338e-05,0.0,0.0,0.0,0.0,0.0,1.9122122e-06,0.0,0.0,3.0884542e-07,1.8653851e-05,0.0,0.0,0.0,0.00042477946,0.004104175,0.0,0.0,6.383025e-05,1.7384443e-07,0.0,3.2175e-08,0.0,0.0,0.0001472097,6.4742953e-06,0.0,5.52585e-06,0.0,0.001992408,0.0,0.0,0.0,0.0074590435,2.6384982e-06,0.0,0.0,0.0,0.0,0.0,3.62175e-06,0.0,0.0,1.1328619e-07,0.0,0.0,2.0175573e-08,9.3329294e-07,8.502183e-08,0.0001079892,1.6660153e-05,0.00011583511,3.168e-07,1.65e-09,0.0,0.0,0.0,0.0001817244,0.0,0.0,0.0001884861,4.2632906e-05,0.0,3.6590186e-06,0.0,0.0,0.0,3.4720252e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691339e-06,0.0,4.2900015e-06,0.0,0.0,6.6127723e-06,0.0,0.0,3.135841e-05,0.0,4.8946276e-07,0.0,0.0,0.0,8.43531e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.4285e-07,0.0,0.0,0.0,0.0,8.9268426e-08,0.0,0.00022390665,4.548225e-05,0.0,0.0,2.64726e-05,0.0,0.0,0.026856601,0.0,1.3331946e-08,5.88269e-06,1.155e-08,0.0,0.0,0.0008448297,6.2527974e-09,2.705835e-05,1.3509826e-12,0.0,0.0,1.808895e-05,0.00039288218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.409867e-09,0.0,0.0,2.4823587e-06,0.0,0.0,0.0,0.00013660498,7.08045e-07,0.0001020281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1003389e-06,5.444548e-06,0.0,0.0,0.0,0.0,1.0065e-05,0.0,1.13685e-06,0.0,0.0,0.00012462116,1.4771835e-05,0.008112917,1.672007e-05,0.0,6.2956866e-07,0.0,4.4154e-06,0.0,0.0,0.0,0.0,4.745565e-05,0.0,6.3855e-07
1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2154418e-05,1.5183662e-06,0.0,0.0,0.0001242133,0.000380424,9.145705e-06,0.0,0.0008275509,0.0,0.0,0.0,0.0,2.046e-06,0.0,0.0,9.5049774e-07,1.9142008e-05,0.0,0.0,2.329936e-07,3.6099358e-05,0.0,0.0,0.0,0.0,0.0,0.0002720124,6.419655e-05,4.5973637e-05,3.011849e-05,0.0,0.0,0.0,0.0,0.0,1.9220447e-06,0.0,0.0,3.3219624e-07,1.9556552e-05,0.0,0.0,0.0,0.00044369668,0.0043048286,0.0,0.0,6.74355e-05,1.8554574e-07,0.0,4.820891e-08,0.0,0.0,0.00015403905,6.920381e-06,0.0,6.10335e-06,0.0,0.0020600003,0.0,0.0,0.0,0.007668935,2.8202935e-06,0.0,0.0,0.0,0.0,0.0,3.8742e-06,0.0,0.0,1.2659517e-07,0.0,0.0,2.3796657e-08,1.037855e-06,8.8716774e-08,0.00011332695,1.9356254e-05,0.00012670721,3.168e-07,1.65e-09,0.0,0.0,0.0,0.00019329914,0.0,0.0,0.00020571375,4.5570356e-05,0.0,3.911129e-06,0.0,0.0,0.0,4.0813184e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1523796e-06,0.0,4.585587e-06,0.0,0.0,7.068399e-06,0.0,0.0,3.459456e-05,0.0,5.4430006e-07,0.0,0.0,0.0,9.380367e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.1875e-07,0.0,0.0,0.0,0.0,9.124941e-08,0.0,0.00023287605,4.80777e-05,0.0,0.0,2.83932e-05,0.0,0.0,0.028163075,0.0,1.8926816e-08,6.579655e-06,3.63e-08,0.0,0.0,0.0008878518,7.3468684e-08,2.849715e-05,1.3509826e-12,0.0,0.0,2.027685e-05,0.00041995218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.417972e-09,0.0,0.0,2.7604717e-06,0.0,0.0,0.0,0.00014268857,7.873711e-07,0.00010773369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2450542e-06,5.8196833e-06,0.0,0.0,1.155e-08,0.0,1.09461e-05,0.0,1.3563e-06,0.0,0.0,0.0001332077,1.5886555e-05,0.008637867,1.78721e-05,0.0,6.460412e-07,0.0,4.8741e-06,0.0,0.0,0.0,0.0,5.41992e-05,0.0,8.2335e-07
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.527304e-05,1.6143503e-06,0.0,0.0,0.00013218727,0.0004068966,9.723855e-06,0.0,0.00085515046,0.0,0.0,0.0,0.0,2.33145e-06,0.0,0.0,1.0452426e-06,2.035208e-05,0.0,0.0,2.329936e-07,3.8164017e-05,0.0,0.0,0.0,0.0,0.0,0.00029525926,6.770445e-05,4.8237725e-05,4.138093e-05,0.0,0.0,0.0,0.0,0.0,1.9285276e-06,0.0,0.0,3.7638642e-07,2.063121e-05,0.0,0.0,0.0,0.00046241662,0.0045053894,0.0,0.0,7.07454e-05,2.0256947e-07,0.0,7.343311e-08,0.0,0.0,0.0001607463,7.3578562e-06,0.0,6.58185e-06,0.0,0.002127825,0.0,0.0,0.0,0.007880469,2.9985795e-06,0.0,0.0,0.0,0.0,0.0,4.1976e-06,0.0,0.0,1.4262999e-07,0.0,0.0,2.829768e-08,1.1413078e-06,9.461786e-08,0.0001185855,2.2108454e-05,0.0001372842,4.1415e-07,1.65e-09,0.0,0.0,0.0,0.00020488875,0.0,0.0,0.0002234496,4.845111e-05,0.0,4.158373e-06,0.0,0.0,0.0,8.770579e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6045203e-06,0.0,4.8754673e-06,0.0,0.0,7.515231e-06,0.0,0.0,3.7910762e-05,0.0,5.985555e-07,0.0,0.0,0.0,1.0315382e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.2435e-07,0.0,0.0,0.0,0.0,9.345422e-08,0.0,0.00024225796,5.075235e-05,0.0,0.0,3.06009e-05,0.0,0.0,0.029533569,0.0,2.5523212e-08,7.226506e-06,5.94e-08,0.0,0.0,0.0009304284,1.5787943e-07,2.99607e-05,1.3509826e-12,0.0,0.0,2.24466e-05,0.00044649965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548567e-09,0.0,0.0,3.0356334e-06,0.0,0.0,0.0,0.00014870873,8.658555e-07,0.00011364079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3869763e-06,6.1875776e-06,0.0,0.0,4.125e-08,0.0,1.17942e-05,0.0,1.6335e-06,0.0,0.0,0.00014162848,1.7056618e-05,0.009210495,1.9001895e-05,0.0,6.5951906e-07,0.0,5.46975e-06,0.0,0.0,0.0,0.0,6.18453e-05,0.0,1.01805e-06
