Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1885,798601.8,659611.9,392508.62,12726.531,59796.645,1973768.2,165795.61,12034.995,8168231.0,12827665.0,666628.94,214790.64,38123036.0,228698.19,419321.72,8083857.5,2008634.6,16720.107,14161.724,416532.7,3548763.2,87681.43,337337.2,6897085.0,51596.652,5065.972,276153.6,25074.33,116240.94,21323376.0,2490327.5,2783419.5,94489450.0,406386.5,437208.2,1578224.9,116050.734,599.9597,1075840.1,12710.104,9054.524,78639.88,6117456.0,58244.35,27967060.0,189277260.0,5694.6406,4325.236,3125631.2,250784.58,762973.25,330610.56,4139110.5,81799.37,8039876.5,377330.47,2224681.8,945451.7,25723.291,119031900.0,1008.3983,44575.742,388247330.0,772246.5,578188.25,396144.0,18548.584,67656.1,46606.246,1223363.9,13522.789,371249.34,235362.58,60987.027,126832.375,272916.28,363437.75,9194314.0,7872374.0,57204976.0,5047246.5,3002337.5,377369.56,13234.832,317971.72,16684452.0,422400.62,93791.086,8812872.0,2185834.8,604257.2,322546.44,893700.4,1254.7634,94685.65,6706831.5,74078.11,656984.4,133247.48,381587.16,132903.44,1494.2211,1189.1211,588560.3,57660.402,1138344.5,69729.18,1013308.4,13737.48,967745.5,585636.25,371485.22,3035.098,3003194.5,90314.36,387966.0,16227.078,1223604.1,12032.349,235077.0,855424.44,105079.02,99931.11,223227.17,416774.66,36981.098,222471.9,2522306.5,125634.484,232.17477,15894330.0,2249056.2,1012891.06,117.346245,1515780.2,189240.95,1692758700.0,3383687.0,80680.95,1098866.6,1426725.9,14884.986,533219.8,45731984.0,8701202.0,2429424.0,125636.98,28744.254,3792652.0,75160700.0,154164.27,645964.25,2667259.0,459625.03,46246.453,7986.518,180259.67,196693.02,198787.8,193059.38,157849.83,4843.235,22511.812,7351615.0,144929.1,5284050.5,2696.1099,1151941.1,347.3238,207224.39,179794.72,1694693.4,199476.98,500996.97,43174.234,8357.439,344890.06,280541.88,2455286.8,350.69577,569637.56,791162.9,681063.94,13465609.0,831547.2,375671520.0,1355610.6,20462.941,799262.5,4092820.0,8609.74,7214.494,1216663.1,1960075.5,254800.64,197105.64
1886,805053.8,665313.7,396406.28,12655.035,59969.363,2019736.9,168754.9,12023.396,8185377.5,12147860.0,676890.3,215872.94,37045480.0,231093.47,421813.22,8151924.5,2035102.9,16717.568,14228.035,414943.62,3572198.2,87620.69,333661.34,7018766.5,51902.402,5099.4507,279032.03,25469.027,117725.22,21953374.0,2531483.0,2637570.0,94809970.0,409974.0,439764.75,1592079.2,116690.805,602.24744,1138407.8,12738.134,9080.777,81443.984,6124962.5,58362.688,29124350.0,191176180.0,5717.7183,4186.0894,3019936.5,256088.9,772054.7,334418.1,4210225.0,82736.63,8404169.0,383354.78,2245329.2,862074.5,26139.707,118140170.0,1011.81665,44855.242,384669980.0,777258.56,599620.3,397972.97,18682.818,65071.1,46379.824,1235531.2,13527.804,373462.62,238133.14,61909.277,128264.27,270232.22,366388.84,8923376.0,7986642.5,58004080.0,5021791.0,3036277.0,381905.1,13281.238,317985.97,16650058.0,424342.1,93825.81,9121198.0,2233280.2,610282.8,327052.88,900001.44,1263.9814,94410.67,6712719.5,74326.43,664629.25,133525.55,392676.66,133290.81,1506.9257,1196.6946,593749.8,58525.484,1154610.8,69494.27,1020612.56,13872.65,975275.0,592980.8,373913.47,3068.0374,3069514.2,88376.81,390055.22,16305.131,1253350.8,11682.243,236313.69,858913.4,105312.164,99500.016,224709.72,422806.12,37455.477,224454.98,2532043.5,126345.02,232.85164,16169290.0,2208648.0,1017913.2,118.75519,1577026.8,190208.48,1711591700.0,3398813.5,81689.52,1109859.2,1441967.8,15001.886,550051.6,46666388.0,8692200.0,2567911.0,126461.74,28876.209,3847484.8,76117460.0,155148.6,648435.25,2684099.0,460916.62,47012.902,8201.739,180749.78,199440.45,200516.31,181336.78,158499.52,4890.015,22717.23,7677043.5,142350.95,5208993.5,2703.5642,1162564.4,348.2752,207754.56,180931.05,1706092.8,202106.44,508497.0,43578.953,8389.509,352801.66,284136.7,2402686.2,355.23538,572009.44,799501.44,688874.0,13677118.0,634392.94,392029600.0,1374833.6,20419.934,800989.44,4135783.0,8711.564,7384.4067,1220582.9,1999172.1,256907.33,199853.64
1887,811516.1,671147.9,400338.8,12832.909,60142.1,2478723.5,172346.7,12047.949,8480993.0,13039026.0,697981.8,216958.11,38981760.0,233532.38,424324.22,8220225.0,2065708.0,16714.98,14329.653,418752.5,3615648.0,88101.37,358841.72,7199946.0,52301.543,5125.0645,281910.06,25867.611,119217.71,23409522.0,2704660.0,2605753.5,95130890.0,413557.4,442360.03,1606119.8,117334.46,604.5344,1115506.9,12766.169,9107.046,81973.17,6233483.5,58482.277,30318000.0,199048910.0,5740.7983,4051.9106,3082724.0,259318.56,779948.2,338239.97,4281508.5,83688.06,8459485.0,395731.06,2266012.0,872273.6,26568.963,123677690.0,1015.235,45135.863,393897400.0,785378.0,602892.4,399809.03,18882.951,62746.453,46156.36,1247735.8,13558.555,375617.8,240860.48,62800.465,129302.61,272606.8,369799.44,8938627.0,8094798.5,58808516.0,4980252.0,3070160.2,386435.12,13327.919,317999.12,18523138.0,428231.78,93860.66,10095882.0,2325503.0,616436.0,335140.88,907125.06,1273.3856,94717.58,6718612.5,74574.766,672350.0,133803.61,404325.25,133678.28,1522.2573,1204.2369,599054.2,59396.35,1178079.2,69328.88,1031133.3,14007.831,982813.44,607188.7,376351.1,3101.1016,3195798.0,89149.37,392143.62,16374.121,1283232.9,11777.072,237552.77,862402.75,105545.34,99173.984,226218.62,429146.97,37930.332,226470.52,2541786.8,128379.984,233.52773,16416934.0,2145671.2,1022941.9,120.15787,1646890.5,191175.92,1771491100.0,3413992.8,82703.69,1194541.5,1457244.8,15119.35,567578.8,46964092.0,8683229.0,2619435.2,127291.19,29008.246,3919928.2,78064180.0,156137.14,650905.1,2701036.0,462211.28,47779.984,8425.471,181240.17,202190.27,202257.4,182777.86,159156.33,4936.798,22914.396,8012945.5,143637.2,5262211.5,2710.8696,1173150.4,349.45374,208284.84,182072.34,1719349.0,206951.44,530019.3,43993.99,8421.734,361056.38,287730.6,2530196.5,359.77505,574382.06,807996.75,696817.1,13997694.0,839115.75,413574620.0,1414958.1,20454.54,827600.56,4178886.8,8816.602,7559.8047,1224501.0,2026540.8,259051.75,202621.22
1888,817992.2,677126.2,404309.94,13092.848,60321.477,2490793.5,175368.8,12055.49,9259194.0,12734778.0,714238.75,218049.42,41152788.0,236018.19,426860.3,8288815.5,2100462.5,16712.463,14413.095,422562.7,3651098.8,88309.2,382083.94,7269852.5,52655.965,5159.1797,284788.12,26270.814,120719.77,26765034.0,2753092.2,3346147.8,95452890.0,417141.1,445001.75,1620362.4,117983.75,606.82947,1190540.8,12794.288,9133.461,82388.414,6347946.0,58603.688,32105690.0,216273100.0,5763.9985,3916.1104,3394742.2,265782.38,787914.4,342094.97,4353384.5,84654.99,8774205.0,405964.56,2286754.8,875483.75,27011.969,128080870.0,1018.6533,45418.695,408660000.0,792221.7,606195.1,401657.38,19095.889,60657.375,45936.035,1263873.2,13577.217,377814.53,243587.92,63698.027,132056.6,274982.4,377418.34,9328818.0,8195188.5,59657292.0,4931580.5,3104014.0,390967.22,13377.242,318021.1,19297942.0,431149.9,93901.8,10878893.0,2404000.5,622734.25,342035.94,913474.56,1283.0117,94744.06,6724539.0,74829.016,680087.94,134083.88,416563.25,134071.53,1536.3181,1211.8103,604865.4,60275.094,1198974.6,69174.66,1039911.4,14143.034,990371.5,618814.5,378804.6,3134.3665,3297279.5,89923.81,394235.12,16443.453,1313477.0,11872.352,238794.7,865902.4,105779.586,98950.54,227759.0,435431.3,38406.348,228522.61,2551607.2,130557.5,234.2038,17599956.0,2421646.5,1027989.44,121.539604,1791755.8,192146.38,1904000400.0,3429280.5,83724.85,1476558.4,1472559.4,15238.0205,585832.4,51125212.0,8674301.0,2738239.0,128128.08,29144.832,4063181.2,79462020.0,157135.34,653390.06,2718081.0,463513.28,48548.98,8658.169,181734.08,204922.33,204013.36,184224.69,159823.33,4983.628,23095.756,8516158.0,144924.36,5711379.5,2718.1936,1183702.5,350.53253,208818.48,183220.44,1730762.1,210973.92,543447.6,44420.258,8454.157,369121.66,291328.25,2564282.5,364.31793,576784.5,816661.8,704906.44,14282941.0,941681.94,486849820.0,1446028.0,20452.508,852951.75,4222153.0,8925.062,7741.023,1228420.2,2090080.1,261240.7,205417.53
1889,824484.6,683260.44,408323.22,13300.859,60514.094,3293263.2,180290.55,12089.569,9936093.0,13663325.0,740967.0,219150.22,41942224.0,238554.14,429427.06,8357720.5,2135351.5,16710.13,14522.8955,426380.2,3709984.8,88919.12,351432.97,7949943.0,53079.49,5194.2627,287666.53,26679.355,122232.87,24717896.0,2992325.0,3196514.2,95776310.0,420729.75,447697.6,1634823.0,118640.7,609.14136,1023983.2,12822.557,9160.159,89303.016,6467617.0,58726.31,33668812.0,229743870.0,5787.434,3783.7498,3585460.0,270949.28,794532.4,345991.9,4425881.5,85638.766,9199704.0,425812.53,2307581.0,926627.56,27469.682,130880984.0,1022.07153,45704.84,422420350.0,802531.56,609536.25,403523.38,19322.936,58781.543,45719.043,1272332.2,13614.864,380070.34,246316.25,64607.92,135087.45,277362.1,384603.5,9695893.0,8288433.0,60811204.0,4894804.0,3137864.0,395508.84,13431.566,318061.72,19680344.0,435534.03,93955.39,12080263.0,2558469.2,629194.44,354429.44,919859.56,1292.8953,95201.33,6730532.0,75095.055,687875.8,134368.58,429422.25,134476.33,1552.466,1219.4781,611079.25,61163.812,1228948.2,69034.02,1054412.4,14278.271,997961.0,639328.2,381278.1,3167.9077,3404600.2,90703.27,396334.53,16513.559,1344006.5,11968.584,240040.92,869422.2,106015.87,98827.21,229335.81,441860.88,38884.066,230615.4,2561575.8,137325.69,234.8806,17419104.0,2709409.0,1033068.94,122.908455,1734687.8,193122.95,1907302500.0,3444724.2,84754.35,1191163.8,1487956.9,15358.545,604844.5,54409984.0,8665425.0,2971483.8,128975.086,29290.43,4109921.0,81229740.0,158148.69,655906.3,2735244.5,464826.88,49321.18,8900.307,182234.69,207721.66,205786.88,185685.28,160503.55,5030.553,23277.807,8956443.0,146214.4,6431398.5,2725.5527,1194223.8,351.79388,209358.73,184377.19,1742243.4,217945.1,560277.3,44858.535,8486.818,377447.53,294934.4,2719607.5,368.86707,579245.7,825509.94,713155.25,14794038.0,1429014.8,443848640.0,1497979.1,20507.688,873624.0,4265605.0,9037.164,7928.4067,1232343.6,2173893.0,263480.94,208251.9
1890,831006.1,690722.0,412514.25,13612.607,60735.945,2803390.2,188568.69,12277.194,9243718.0,13830669.0,789502.1,220818.45,45087676.0,241560.72,433064.7,8434387.0,2171381.5,16712.168,14821.922,446652.53,3810448.2,91960.164,364457.6,7923178.5,53913.72,5232.22,290682.44,27138.64,124032.76,25989828.0,3331696.2,3163820.2,96139750.0,424971.9,451523.06,1652013.1,119448.95,611.7894,1030712.0,12859.97,9206.828,102281.69,6490133.0,58862.008,35630916.0,239941100.0,5839.3794,3672.1274,3471212.0,277798.66,801674.06,350556.34,4499520.0,86780.664,9779251.0,459761.0,2333052.8,996751.44,27994.2,142864110.0,1025.4899,46226.758,431732900.0,819380.0,613998.4,406710.22,19604.234,57219.223,45511.42,1292025.1,13762.506,383124.25,249190.45,65544.3,138470.4,295221.94,393278.4,10255090.0,8449200.0,61813212.0,4865436.5,3172066.0,400086.88,14349.953,318210.94,20704892.0,449095.34,94040.805,12671710.0,2816171.8,624598.9,374892.7,926561.56,1304.5873,98192.11,6737825.5,75427.77,695789.1,134702.48,443177.66,135038.11,1584.2555,1242.8354,618778.4,62780.188,1274088.4,69588.945,1078631.2,14416.227,1006550.06,674559.3,381067.84,3202.256,3610775.5,99691.914,398864.56,16632.227,1378348.1,13433.917,241363.89,875426.06,106374.42,99050.86,229679.69,456443.62,39437.848,233045.06,2585997.8,149087.34,235.55931,17166406.0,2564545.5,1041362.3,124.47488,1864276.5,194110.84,2030561800.0,3469609.8,85968.32,1232508.1,1506231.2,15727.751,624786.3,55898868.0,8657441.0,3103006.5,130196.79,29451.145,4330111.0,84696650.0,160150.39,658558.56,2753510.0,466447.78,50249.152,9159.245,183569.52,211042.5,208066.44,227142.05,161498.03,5085.391,23495.648,9508462.0,159257.6,6435603.5,2734.8738,1204773.2,354.1657,210383.88,185713.03,1757429.9,229778.02,600651.2,45315.64,8520.673,387489.06,299102.62,2692737.8,373.4255,582392.4,836145.9,723099.0,15594093.0,910530.0,517748930.0,1592612.1,20900.084,900050.06,4310524.0,9159.779,8129.1533,1236285.0,2394307.8,266657.9,213332.16
1891,838020.44,691575.4,416851.84,13736.904,60955.53,2466620.5,195757.75,12252.197,10849302.0,15750762.0,832747.94,222078.05,42897252.0,244305.16,435950.62,8505043.0,2198404.2,16708.996,14950.185,453578.72,4191531.8,92663.8,360358.97,8403922.0,53924.996,5272.389,293910.78,27617.18,125751.734,27649006.0,3979550.2,3576642.2,96656780.0,429076.84,454598.47,1667550.2,120158.24,614.2334,1027945.2,12891.233,9239.128,100725.45,6685598.0,58985.375,36749884.0,253573760.0,5870.169,3805.8848,3690003.8,283777.9,808490.75,354788.22,4566705.0,87842.055,10432353.0,490224.7,2364495.0,1020430.1,28124.47,143028480.0,1029.0261,46580.906,440372030.0,845378.06,617694.5,408928.88,18861.883,55739.887,45303.438,1307266.4,13801.255,385533.66,252320.1,67168.85,139513.48,300382.9,397331.8,10572965.0,8544885.0,62340940.0,4835222.0,3197668.5,405200.06,14622.99,318252.16,19483816.0,454232.38,94117.164,14188606.0,3045329.0,632054.94,392496.4,932992.3,1310.0828,98015.36,6744335.5,75726.83,704157.3,136072.66,457422.66,136748.95,1597.5518,1254.3949,629465.8,63963.34,1314691.8,69834.984,1099837.8,14552.1,1014437.6,705174.6,383697.47,3236.9963,4394260.0,101915.64,401156.75,16717.326,1424848.1,13768.277,242725.98,874837.25,106647.62,99092.586,231558.4,485796.78,40015.598,235298.84,2599758.0,162010.61,236.24557,18914480.0,2918655.0,1044275.6,126.08618,1946736.0,195148.88,2102746100.0,3487821.8,87130.88,1246658.6,1524461.2,15891.724,626501.0,59617036.0,8648265.0,3181451.2,131196.66,29617.053,4730207.5,87989224.0,161429.95,661210.3,2771314.8,467914.8,51228.258,9177.895,184286.44,214032.62,210027.83,235414.66,162308.2,5139.2373,23701.553,9819653.0,162627.84,6777274.0,2742.8596,1200836.2,355.5291,211059.33,186932.03,1773655.8,240047.81,639443.0,45498.89,8550.432,396327.8,303323.2,2741848.0,379.3798,589835.56,845770.9,732053.75,16286333.0,797922.5,545886400.0,1676148.5,20958.27,914450.9,4358148.0,9189.715,8219.503,1240337.4,2436276.5,269222.28,217036.98
1892,845037.1,692465.0,421233.25,13607.467,61176.555,3111664.0,201774.9,12260.534,10509620.0,15272116.0,859851.94,223355.28,42819980.0,247108.6,438883.2,8575670.0,2231024.0,16705.92,15113.174,459831.3,4315882.0,93894.33,356266.9,8600997.0,54024.86,5312.871,297142.2,28101.363,127486.555,27657832.0,3932444.8,3127445.2,97176610.0,433193.3,457744.75,1683353.8,120875.05,616.68567,1035520.94,12922.725,9271.941,126750.22,6827101.5,59109.273,37228390.0,247141580.0,5901.665,3943.3599,3776817.2,290780.16,815426.9,359197.12,4634485.5,88922.664,10829381.0,509627.3,2396318.5,1012121.0,28257.666,143170460.0,1032.5623,46942.06,431495520.0,868668.7,618898.2,411187.28,19881.86,54419.75,45098.445,1713493.8,13864.032,388272.38,255300.73,68795.41,140738.11,304915.84,395629.4,10848915.0,8869782.0,63022744.0,4796910.0,3223239.2,410308.2,14916.855,318296.34,19388998.0,461329.38,94195.1,14187890.0,3206905.2,639727.75,404673.7,939443.3,1315.65,98391.7,6750891.0,76028.41,712575.5,137443.75,472393.97,138463.67,1613.604,1256.2377,640400.7,65167.4,1357507.6,70101.18,1120432.1,14688.064,1022359.56,731726.3,386350.12,3271.774,4966834.5,103801.16,403460.72,16803.648,1471759.8,14047.423,244092.45,874386.94,106923.94,98953.94,233486.64,533631.1,40595.645,237597.16,2613888.0,157589.27,236.93102,18383068.0,2973895.8,1047275.2,127.78605,1962338.0,196187.38,2117402900.0,3506278.5,88304.68,1315599.8,1542812.2,16062.082,628317.75,57153224.0,8639146.0,3140751.0,132212.42,29783.857,4681143.0,89894420.0,162738.69,663866.25,2789245.5,469394.62,52211.848,9198.015,185139.56,217223.81,212015.14,242051.47,163133.4,5193.2837,23938.312,9951027.0,165517.7,6751617.5,2751.0544,1196908.8,357.11182,211746.95,188161.94,1789960.6,247010.11,659108.8,45683.863,8580.243,405523.75,307564.5,2759776.0,385.33478,597299.5,855611.25,741194.4,16823834.0,714040.9,571184830.0,1729324.6,21089.588,900750.25,4681039.0,9220.3125,8310.51,1244388.8,2678179.0,271852.3,220819.02
1893,852058.2,693390.94,425659.53,13170.184,61401.215,3138165.8,216069.45,12284.368,9816420.0,18524882.0,938848.1,224650.2,41047572.0,249971.95,441861.97,8646539.0,2260933.0,16702.96,15293.033,480239.0,4547178.0,95380.86,352181.6,8549914.0,54167.63,5353.8257,303535.25,28591.414,129237.24,28723004.0,3342536.5,3260960.2,97699150.0,437321.44,460962.78,1699425.8,121599.766,619.14844,1065787.6,12954.464,9305.268,121406.89,6817845.0,59235.016,37936908.0,253293360.0,5933.843,4082.886,3606686.8,299087.66,822199.5,363484.4,4702873.0,90022.836,10645638.0,567605.3,2428526.2,1016663.25,28392.818,140757440.0,1036.0985,47310.08,388019260.0,908306.4,620129.9,413484.25,20026.104,53243.55,44896.492,1682716.0,13938.335,391311.1,258282.72,70425.95,141946.06,322738.1,398511.66,11134242.0,9193979.0,63470708.0,4777697.5,3248785.0,415413.88,15230.325,318346.53,19034380.0,469411.9,94276.68,14763296.0,3663450.0,647623.25,438773.94,945915.0,1321.2805,99029.62,6757501.5,76334.37,721044.8,138816.39,488128.8,140183.88,1631.0781,1258.5051,650932.6,66391.85,1439756.4,70387.02,1165974.9,14824.119,1030317.44,796647.1,389025.62,3306.6042,4804614.0,112804.99,405776.9,16891.242,1519091.6,15496.457,245463.47,874071.7,107203.39,98377.15,235465.66,515679.9,41178.168,239941.38,2628380.5,148413.25,237.61597,18605956.0,2972300.2,1050355.5,129.34903,2012378.6,197227.4,2098435100.0,3524980.2,89489.68,1271829.1,1561284.4,16238.416,630188.0,59530508.0,8630085.0,2958703.5,133244.33,29953.059,4792903.5,95126824.0,164076.34,666531.6,2807305.0,470888.03,53199.938,9218.991,186049.9,220447.97,214028.7,283262.16,163973.98,5247.527,24176.37,10147326.0,178557.08,6785441.5,2759.3057,1192991.6,358.8054,212446.8,189403.31,1806345.2,266468.44,721001.25,45869.906,8610.105,414898.72,311827.47,2785910.5,391.29135,604792.3,865670.94,750524.0,18206480.0,820532.8,574964200.0,1883694.9,21256.219,913487.4,5312401.0,9251.343,8401.883,1248440.0,4156679.8,274549.25,224676.78
1894,859084.44,694352.94,430132.03,13843.611,61631.703,3458463.2,219817.1,12299.063,10707405.0,18958358.0,949187.0,225962.81,45008370.0,252896.08,444886.75,8717655.0,2304898.8,16700.154,15463.674,518162.8,4643707.0,96724.57,348104.16,9014871.0,54287.207,5395.4106,317795.53,29087.535,131003.69,28081932.0,4054962.8,4205122.5,98224430.0,441461.22,464253.7,1715768.6,122332.77,621.62396,1062498.9,12986.445,9339.108,124949.29,6936539.5,59361.61,38752984.0,262789810.0,5966.682,4221.642,4013928.0,320722.66,829663.2,367914.34,4771879.0,91142.945,11319147.0,576596.8,2461119.2,1065014.1,28529.932,148117070.0,1039.6346,47684.816,442028930.0,927662.7,621389.6,415818.6,20174.117,52197.457,44697.61,1706286.8,14006.301,394553.66,261265.81,72062.47,143191.17,357014.75,411984.88,11625490.0,9384357.0,63753700.0,4767565.0,3274314.5,420519.53,15562.444,318405.84,21652052.0,477018.8,94363.91,17442248.0,3753001.0,655747.5,445093.4,952407.3,1326.98,99518.51,6764172.5,76646.54,729566.25,140191.22,504666.44,141911.16,1648.0073,1261.1841,661747.1,67636.19,1472690.6,70692.09,1179538.4,14960.258,1038314.0,812743.3,391725.78,3341.51,4988990.0,130622.516,408105.94,16980.154,1566850.5,18393.494,246839.81,873888.1,107486.12,97994.484,237496.84,571181.75,41763.184,242332.97,2643229.0,152483.6,238.3006,18857470.0,3437309.5,1053512.6,131.06494,2091615.0,198269.97,2158050800.0,3543923.8,90685.99,1276808.6,1579879.2,16420.365,632110.6,60307136.0,8621084.0,3254584.0,134292.53,30126.146,4698866.0,95585650.0,165442.62,669211.7,2825495.2,472395.9,54192.57,9240.828,187027.8,223461.12,216068.83,367274.7,164830.38,5301.965,24415.738,10374109.0,204162.03,7413721.5,2767.6162,1189085.9,360.4525,213158.78,190656.62,1822810.0,269887.16,721050.25,46057.13,8640.026,424176.1,316113.28,2761333.8,397.25064,612322.44,875953.0,760045.75,18538854.0,998716.56,542450370.0,1904762.8,21403.88,905921.94,4895778.5,9282.813,8493.637,1252492.1,4890133.5,277314.2,228608.89
1895,866117.1,695351.0,434651.9,13930.459,61870.2,3893790.5,234677.81,12305.077,11038766.0,21213460.0,1034664.5,227293.11,45308216.0,255881.9,447957.2,8789008.0,2332800.5,16697.523,15625.209,522390.22,4886439.5,97926.97,344034.78,9022347.0,54384.145,5437.786,332994.4,29589.953,132785.92,27460166.0,4323571.0,4230548.5,98752620.0,445612.78,467618.25,1732384.6,123074.445,624.1143,1101959.5,13018.678,9373.464,120803.766,6935010.5,59490.348,40015370.0,272305900.0,6000.1533,4359.563,4142880.2,319581.4,837181.5,375785.4,4841512.5,92283.35,11189580.0,634924.75,2494100.0,1083716.1,28668.99,149243250.0,1043.1707,48066.14,446015170.0,969607.56,622677.6,418189.3,20326.021,51269.008,44501.83,1699104.9,14068.134,407442.84,264429.56,73706.95,144832.19,359665.9,415665.44,12102417.0,9880259.0,65555136.0,4746315.5,3299835.0,425627.62,15912.124,318477.4,20603532.0,484149.84,94458.81,18793310.0,4206122.0,664106.0,479315.06,958920.75,1332.7537,99863.93,6770912.5,76966.77,738141.1,141568.86,522047.94,143647.11,1664.4078,1264.2632,671926.44,68899.91,1558418.0,71015.86,1226645.0,15096.482,1046349.9,879998.7,394450.22,3376.5134,4980422.0,131498.5,410448.84,17070.432,1615045.2,18508.646,248221.4,873832.9,107772.14,97971.13,239581.52,652510.44,42350.754,244773.33,2658425.0,150624.11,238.98518,18955978.0,3602154.0,1056743.4,132.8517,2111571.5,199316.16,2255812400.0,3563105.0,91893.72,1282989.4,1598597.6,16607.56,634084.9,63392380.0,8612144.0,3179195.8,135357.11,30304.617,4771663.5,101987440.0,166837.34,671911.6,2843817.8,473919.03,55189.777,9263.528,188087.08,226665.36,218135.44,369016.25,165702.84,5356.596,24656.422,10726538.0,205611.73,7486809.5,2775.9868,1185192.4,362.0567,213883.1,191922.39,1839355.8,289865.03,800688.2,46245.65,8670.016,433353.7,320423.03,2752787.2,403.21362,619898.44,886462.06,769762.8,19884980.0,989618.8,603134700.0,2070652.4,21533.088,912343.44,4782895.0,9314.728,8585.787,1256545.9,5919192.0,280148.4,232613.9
1896,873157.0,696391.5,439222.25,14201.872,62118.906,3876968.2,238777.6,12310.538,11480644.0,22146432.0,1047988.3,228641.19,47557452.0,258930.3,451072.9,8860603.0,2381229.2,16695.1,15786.254,534707.0,4990547.5,99120.53,339987.2,9578039.0,54896.93,5479.047,349199.56,30098.896,134583.98,28679006.0,4691326.5,4534332.0,99277736.0,408509.4,471058.03,1749276.0,123825.18,626.6221,1116938.8,13051.165,9408.336,125925.336,6782801.0,59620.25,40862960.0,291799900.0,6034.233,4497.606,4936643.5,330011.8,844757.7,376932.47,4911801.5,93444.43,11952833.0,644266.0,2527471.8,1161160.9,28847.521,153880020.0,1046.707,48453.91,458157250.0,990591.7,623993.75,420595.2,20481.94,50446.895,44309.184,1781080.0,14129.768,407864.44,267536.12,75361.39,145988.47,369914.06,426519.25,12666567.0,10105161.0,66373884.0,4736188.5,3325358.5,430744.03,16280.842,318564.3,20007834.0,491290.8,94563.445,19577184.0,4295614.5,672767.75,485807.9,965662.94,1339.1339,100201.47,6777727.0,77296.91,746778.1,142949.92,540316.75,145393.38,1680.9457,1267.7303,683305.4,69955.97,1593855.2,71193.46,1241104.8,15232.726,1054427.2,897573.8,397202.4,3411.9207,5181774.5,136445.31,412805.88,17162.123,1663673.9,19292.924,249608.44,873902.7,108061.54,97527.734,241719.9,686440.8,42940.96,247264.0,2673965.8,148119.36,239.67,19947778.0,3674355.5,1060044.8,134.5948,2282576.8,200366.95,2313020200.0,3582521.0,93114.55,1291783.5,1617444.2,16801.332,637980.94,67370940.0,8603267.0,3226977.5,136467.12,30489.963,4842123.0,102944150.0,168260.2,674636.44,2862275.2,475533.22,56192.652,9311.051,189245.7,235327.19,220228.58,390523.1,166591.83,5411.418,24898.432,10962656.0,212863.52,7701330.0,2784.4194,1181311.9,363.67316,214619.64,193201.12,1856474.5,293569.38,808373.4,46463.94,8700.527,442501.28,324757.88,2838138.8,409.18137,631820.2,897201.1,779678.44,20205038.0,1027759.7,603482940.0,2097093.6,21661.822,910110.1,5068613.5,9356.096,8690.732,1260602.2,6964784.0,283053.22,236690.47
