Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1953,10162397.0,169368000.0,5238347.5,45140.48,-6485.28,35292456.0,501088.62,-4286.88,148912260.0,-1296762.9,7781676.5,4593410.0,-2713595.0,2477890.0,8843174.0,38692790.0,14440373.0,109.92,218997.28,2906687.8,24482114.0,2685345.8,36270560.0,846222340.0,127800.32,908049.1,8394004.0,3630401.2,11139586.0,396821470.0,1712077.2,35516140.0,871899400.0,193643970.0,44443070.0,334250880.0,82909830.0,0.0,332905630.0,188292.95,105266.72,29395320.0,69612440.0,3061492.0,-12996428.0,-25624038.0,21177.92,-17733.76,8983139.0,19967884.0,21464920.0,54872904.0,5562062.0,3392424.2,17094722.0,-1367258.2,95388540.0,14866386.0,-330199.7,-30951128.0,0.0,7168286.5,20828704.0,-17391140.0,83577520.0,63001744.0,1002067.4,2543805.2,326535.7,19175690.0,121205.125,56904156.0,16216167.0,62516784.0,10417338.0,7971654.5,2198.4001,459729800.0,736974500.0,1225095.0,35575756.0,9369581.0,3577309.8,1671846.6,-3427415.5,3596948.8,1445264.9,73644500.0,153122160.0,45052508.0,5874528.0,93171130.0,0.0,61298.72,396737.94,-20261.92,23077080.0,421726.38,10523888.0,2972310.0,44700.8,-3773.9202,22037420.0,1320615.5,281724.97,-360427.7,2926400.2,27618718.0,109.92,3605156.2,110229540.0,36.64,182960780.0,0.0,4144093.8,11155451.0,-64926.082,63218508.0,4258191.0,16380681.0,58900080.0,696563.06,-75441.76,22957086.0,32629606.0,2791271.8,33957988.0,143009950.0,67072084.0,0.0,4489023.0,1777149.9,18323444.0,0.0,30466710.0,-162718.25,6589081000.0,70523610.0,35475396.0,29253010.0,163468370.0,0.0,-389190.1,-10071017.0,4014388.5,4335281.5,30229282.0,289199.5,6302.0796,39970024.0,478495900.0,4441977.0,550076.3,24649156.0,14046090.0,3737.2798,900208.2,13268517.0,5056650.0,2674.7202,8678807.0,21980884.0,11070483.0,-145607.36,565685.0,5062182.5,2734589.8,12790182.0,5901495.0,0.0,17985440.0,10836647.0,7910209.5,235053630.0,3919051.0,3637582.5,1020460.6,88961.92,-3151.0398,10993172.0,136685400.0,0.0,112329040.0,34861130.0,98246900.0,5050934.0,339161730.0,14492365.0,-73.28,59393.438,143107330.0,60402252.0,2500387.0,338810.06,-41623.04,90879730.0,91340520.0,30760490.0
1954,11030985.0,171648800.0,5611123.0,42502.4,-6741.7603,39111700.0,610422.44,-11248.48,159953150.0,-1543753.1,7991184.0,4534493.0,-2921197.2,2960145.8,8824817.0,42546296.0,14175393.0,146.56,232224.33,2265304.8,25417938.0,2819081.5,40107210.0,881483900.0,107172.0,1070144.5,9120759.0,3534367.8,10532828.0,398427300.0,1661550.8,38037892.0,1146845000.0,208025980.0,48809240.0,351503330.0,82036340.0,0.0,325417950.0,191920.31,73573.12,31081124.0,56152120.0,3185041.8,-12880096.0,-33349396.0,21800.8,-3077.76,7987703.0,20957530.0,24126890.0,48871164.0,5785382.5,3315333.8,17662312.0,-1751648.5,96416184.0,14942267.0,622220.44,-25424972.0,0.0,8372569.5,20296764.0,-18727362.0,90999144.0,64628200.0,1036508.94,2282488.8,1822107.2,16021280.0,151543.03,54649880.0,18831898.0,66669416.0,9909837.0,8638796.0,-583345.44,470295040.0,753689100.0,447630.88,38966456.0,9076498.0,3825912.2,1566066.9,-11463227.0,3889152.8,1499382.1,66708908.0,167688750.0,46398624.0,6590583.5,92647280.0,0.0,63863.52,105010.234,-20298.559,26040854.0,463532.62,8478056.0,3061565.0,44077.918,-2894.56,21658086.0,1354141.1,-1146062.6,-369770.88,3457606.8,30397388.0,146.56,4157431.0,114342410.0,73.28,192818220.0,0.0,4034906.8,10044380.0,-70019.04,73459570.0,4203121.0,18362136.0,63084336.0,712721.25,-75441.76,19809124.0,32433104.0,3005469.2,34417090.0,145027790.0,65916060.0,0.0,3889629.0,757275.5,18489350.0,0.0,31400444.0,-169093.6,6980460500.0,72663864.0,35477890.0,32243088.0,199328300.0,0.0,6844718.5,-4127715.8,2236139.2,4154609.8,31804618.0,263954.56,3407.52,41187790.0,589320900.0,4500821.0,623209.75,26347604.0,13812914.0,22313.76,1852555.0,11496166.0,4762357.5,329.76,9075471.0,21580080.0,11820357.0,-207932.0,553300.7,5682717.0,2550437.2,8855375.0,5982103.0,0.0,19221162.0,11418196.0,7997559.5,241081090.0,4156405.0,4171024.5,1101508.4,89548.16,-136264.17,10097325.0,137542900.0,0.0,112300680.0,38576240.0,88842584.0,5065516.5,348944350.0,15537339.0,-36.64,67527.52,153458660.0,74112210.0,2214265.2,344819.03,3297.5999,91838530.0,89158200.0,30085580.0
1955,12093435.0,174138340.0,5920144.5,62910.883,-7511.2,42324332.0,737709.75,-16891.041,168111790.0,-1595818.5,8371654.0,4522841.5,-2923359.2,3498790.2,8969362.0,46059630.0,13899751.0,146.56,247942.89,968028.8,27436802.0,3145324.0,43644104.0,902561000.0,85224.64,874999.9,9950728.0,3471237.0,10468231.0,396158660.0,1600984.8,40759804.0,1083085300.0,219788450.0,53380228.0,368877280.0,85377020.0,0.0,339294080.0,193642.4,50489.918,32482128.0,37195460.0,3304635.0,-12790511.0,-39991750.0,21068.0,-952.64,8363006.5,21518416.0,26886394.0,60505240.0,5974885.0,3376595.8,18261596.0,-2351701.8,98495320.0,14841472.0,1025700.2,-20832038.0,0.0,8956098.0,22212376.0,-20016358.0,93230810.0,60773340.0,974953.75,2160147.8,2194259.5,13761288.0,181294.72,52388824.0,18677936.0,67020240.0,9370350.0,8711856.0,-904934.7,488845630.0,760473800.0,1023794.8,41807300.0,8707460.0,4033991.0,1368870.4,-15265800.0,3697525.8,1626742.8,70249690.0,181918670.0,47236068.0,7515706.5,91177620.0,0.0,64449.758,-63313.918,-20628.32,30063340.0,469285.1,7265492.0,3126931.0,36896.48,-1978.5599,23508738.0,1437094.0,-1833355.8,-373251.7,4049123.2,32812294.0,183.2,4408928.0,117681890.0,73.28,187248940.0,0.0,3885928.5,9284320.0,-75258.56,83442260.0,3960747.2,22196988.0,65063150.0,725691.9,-75368.484,19367940.0,27980062.0,3173133.8,34619930.0,147828770.0,71175656.0,0.0,3798798.5,-305687.53,18255404.0,0.0,30838130.0,-175981.92,7123228000.0,75276584.0,37433184.0,33622440.0,204578820.0,0.0,-9249328.0,849571.7,-2641341.0,3912456.0,32941120.0,221159.03,989.27997,42487304.0,669550660.0,4857511.5,671098.25,27471316.0,13832479.0,27223.521,1199666.9,10190610.0,4859050.0,-659.52,9490053.0,20867910.0,12167265.0,-121388.33,640650.44,6112871.0,2444584.2,4713443.0,6053404.5,0.0,20596590.0,11526724.0,7566453.0,251328300.0,4377454.0,4629610.5,2267356.5,45580.16,-298909.12,9295935.0,139805800.0,0.0,112140130.0,41110300.0,79832440.0,5301148.5,321690270.0,16620784.0,-36.64,73866.24,160225730.0,85483280.0,2218735.2,352073.75,35687.36,92987410.0,88596030.0,29241064.0
1956,13009399.0,172718880.0,6230851.5,53054.723,-8976.8,45055252.0,688282.4,-20884.8,179037260.0,-1598346.8,8686428.0,4550651.5,-3154557.5,4029081.0,9025274.0,49759210.0,13644663.0,146.56,264101.12,-190821.12,29488054.0,3844818.5,46871684.0,933804740.0,65952.0,943846.44,9134205.0,3501062.0,10750433.0,418282800.0,1599812.4,42585940.0,907482600.0,231112110.0,49176190.0,389852100.0,90942710.0,0.0,348493060.0,195181.28,37226.24,33030556.0,27358100.0,3402463.5,-12733243.0,-46726296.0,20884.8,9599.68,7840740.0,22231468.0,29613622.0,58130680.0,6118733.5,3448703.5,19128462.0,-2823075.2,101647016.0,15025368.0,1498282.9,-16350747.0,0.0,7953115.0,22539316.0,-21895368.0,97243440.0,63013732.0,891414.56,1985008.8,767095.06,14074193.0,203498.56,57681876.0,21264426.0,67509976.0,9085364.0,8880510.0,-1357402.0,486595550.0,769965900.0,869174.1,44581024.0,8634949.0,4210705.5,1183801.8,-22467170.0,3578775.2,1796166.1,68305130.0,195118670.0,47898116.0,8320761.0,94095770.0,0.0,62288.004,-945348.6,-21471.04,33998476.0,374863.84,9603418.0,3174856.0,38838.4,-732.8,24134768.0,1405290.6,-2709308.2,-383400.97,4503202.5,34936056.0,256.48,4688528.0,119765310.0,73.28,185383740.0,0.0,3791653.8,9050776.0,-80351.516,92171500.0,3906227.0,29959832.0,67878900.0,736573.94,-75148.64,18036552.0,24064200.0,3352010.5,34776012.0,151450240.0,71047050.0,0.0,3173793.5,-1687565.1,18790860.0,0.0,31522600.0,-194998.08,7219499500.0,78105416.0,38941028.0,33543664.0,215420900.0,0.0,-4194767.0,4314323.5,-8490331.0,3551295.5,34249572.0,181917.6,-1538.88,43039396.0,735047200.0,4904007.5,709350.4,29367730.0,13713656.0,-58001.125,1005768.06,9428021.0,4843515.0,-1575.5199,9877081.0,19887276.0,12624971.0,-133296.33,560775.25,6423651.5,2358077.2,-312722.4,6249758.0,0.0,21762290.0,11838531.0,7367498.5,258322600.0,4570290.5,5037450.5,1796752.2,100466.875,-502664.16,8745601.0,141516690.0,0.0,115603460.0,38861150.0,71700520.0,5235196.5,305818620.0,17772780.0,-36.64,77786.72,164113060.0,95699720.0,1927996.8,359804.8,60419.36,95777400.0,88722080.0,29148880.0
1957,13959840.0,171609420.0,6600549.5,185801.44,-10772.16,46976988.0,599613.6,-37556.0,192935790.0,-1620587.1,9192499.0,4393246.0,-3122057.8,4535043.0,9039161.0,52509110.0,13456883.0,146.56,285645.44,-1561486.9,31410738.0,2293187.8,50149496.0,956271550.0,50709.76,820333.0,9903975.0,3609076.8,11160434.0,391113800.0,1691485.6,43255610.0,860803500.0,245618960.0,51987290.0,413611650.0,92834910.0,0.0,361987650.0,193898.88,34624.8,35561210.0,21077638.0,3406494.0,-12607238.0,-52432644.0,19162.719,15718.561,7849607.0,23554316.0,32499792.0,54618696.0,6345498.5,3419757.8,20567204.0,-3789125.5,105361510.0,14732358.0,1727539.4,-10322733.0,0.0,6026144.5,23800060.0,-23870044.0,98698970.0,66648160.0,791680.44,1851822.2,-2198.4001,14204742.0,216432.47,54286116.0,20211026.0,66340092.0,9338730.0,9012671.0,-1483553.6,499029200.0,776174000.0,918051.8,48268440.0,8767256.0,4362029.0,1070510.9,-27586110.0,3606988.2,1852958.1,75553470.0,208924110.0,49877004.0,9052498.0,96794780.0,0.0,53128.0,-1618242.2,-23596.16,33360904.0,209580.8,10000192.0,3218824.0,43345.12,439.68,26675422.0,1515247.1,-4498732.5,-381568.97,4852162.0,36713170.0,293.12,4948965.0,127159600.0,73.28,182337760.0,0.0,3735558.2,8313909.0,-85004.8,100469780.0,3913408.8,34577350.0,68962230.0,752988.7,-74012.8,16597957.0,20462304.0,3621204.5,35142924.0,153284430.0,72235650.0,0.0,3042146.0,-3302363.2,17307160.0,0.0,32715268.0,-223504.0,7323566600.0,81168820.0,40117612.0,39092716.0,232383780.0,0.0,485589.94,6298086.0,-16399038.0,3187533.5,35655116.0,181771.05,-4470.08,43394364.0,795386500.0,4437177.5,756725.94,30730884.0,14695241.0,-40780.32,1099053.4,8569290.0,5021219.0,-4067.0398,10294191.0,19400770.0,12511131.0,-142932.64,531536.5,6577283.0,2272596.0,-5151877.0,6138922.0,0.0,22963608.0,11882499.0,7525123.5,259679180.0,4788298.0,5426054.0,1683608.0,108381.125,-823630.56,8489378.0,142255680.0,0.0,117461544.0,38956784.0,65236380.0,5248680.0,281899840.0,18920932.0,-36.64,79765.28,166680500.0,105327064.0,1933932.5,369074.72,77750.08,101787420.0,89891700.0,29485710.0
1958,14983708.0,172081180.0,6849261.5,103947.68,-13043.841,48764324.0,321369.44,-110762.72,196226180.0,-1572478.9,9240791.0,5379155.0,-3429467.2,5652196.0,9468399.0,55577640.0,13251919.0,146.56,303489.1,-3978737.5,32187580.0,3258395.2,53320948.0,986254300.0,40926.88,1040612.6,10197974.0,3734165.8,11710986.0,424568450.0,1885128.1,40384976.0,571349000.0,264267170.0,56383540.0,435082430.0,95780840.0,0.0,389132670.0,187963.2,42942.08,36014812.0,22220108.0,3256270.0,-12626986.0,-59245490.0,17880.32,18026.88,7104899.0,24149278.0,35377936.0,61180444.0,6553723.5,3562104.2,22445296.0,-4925882.0,110383096.0,14888994.0,965280.8,-5060204.0,0.0,8969142.0,23287798.0,-26154290.0,98518696.0,66770460.0,653144.6,1715045.1,1889817.9,11507048.0,220169.77,54060268.0,18473008.0,67032770.0,8725816.0,9183559.0,-1796898.9,511855420.0,786324600.0,407253.6,50127476.0,9104930.0,4495875.0,883756.8,-33096584.0,3642968.8,1857391.5,71710930.0,221630500.0,51091364.0,9924897.0,98584904.0,0.0,28982.24,-2783321.0,-29092.16,35174108.0,228084.0,7790030.5,3248758.8,51259.36,1758.72,27378508.0,1522648.5,-7100429.0,-390435.84,5237285.0,38431550.0,329.76,5095268.5,129820060.0,73.28,186110720.0,0.0,3667334.5,8248543.5,-88888.64,109717340.0,3711155.5,43551036.0,73625550.0,763797.44,-70165.6,16562893.0,21101636.0,3825729.0,35720450.0,162063120.0,76687450.0,0.0,2727188.5,-6100267.0,18093234.0,0.0,33434366.0,-270842.88,7191314400.0,84477980.0,42874844.0,46489784.0,230253780.0,0.0,-2627417.8,5822132.5,-29821296.0,2780976.0,37020176.0,142053.28,-9196.64,42115590.0,635584200.0,5229297.5,822971.06,32779098.0,14251018.0,-64742.88,2082947.5,8004081.5,5013671.0,-7144.8,10690892.0,18859926.0,13565960.0,-159493.92,480387.03,6568783.0,2192977.2,-11763492.0,6128040.0,0.0,23960068.0,12208632.0,7670693.5,275782620.0,5095854.5,5803373.0,3244362.0,114536.63,-1226927.0,8399867.0,139549310.0,0.0,115195576.0,38085450.0,58069012.0,5229224.0,271272300.0,20153650.0,-36.64,78702.72,173465550.0,113832424.0,1789937.2,379590.4,93138.88,106955680.0,90747710.0,29635496.0
1959,15632860.0,171399310.0,8364582.5,72510.555,-17110.88,51122036.0,-381275.84,-353026.4,205745810.0,-731554.25,9177514.0,7342363.0,-3232930.5,5990896.5,9311103.0,55633444.0,13844241.0,146.56,328147.84,-7775375.0,33142492.0,6579335.0,56304724.0,1020949900.0,44114.562,31034.08,18153654.0,3890325.2,11898327.0,423723140.0,3564229.2,45116990.0,563001100.0,278986600.0,66363980.0,453022200.0,100345384.0,0.0,439116700.0,93651.84,61811.68,44013430.0,16700072.0,2976303.8,2111856.2,-64276384.0,12787.36,51002.88,8246454.5,99825830.0,38264764.0,63899250.0,6737729.5,3513739.2,39566732.0,-8982077.0,116170130.0,17532240.0,1254700.2,-29923486.0,0.0,12159240.0,31669820.0,-29568004.0,100760184.0,68531784.0,484417.44,1447756.4,2644418.8,5881783.0,223504.0,59182468.0,26475844.0,76448880.0,8751391.0,11706810.0,-2031394.9,512229120.0,790917250.0,1869592.6,50709172.0,9328141.0,4612573.0,760353.25,-58320548.0,3877611.2,1669611.6,85241160.0,235122060.0,52768230.0,10922201.0,115064950.0,0.0,89401.6,-110914120.0,-66977.92,74249940.0,-118970.08,7009708.5,3275029.8,146633.28,8610.399,21433962.0,1408478.2,-15075565.0,-384390.25,5493105.5,39914956.0,183.2,-1579660.2,131950240.0,73.28,185132180.0,0.0,3619116.0,8157126.5,-91746.56,147495630.0,4014571.5,42082140.0,74855050.0,776071.8,-72437.28,16195137.0,13278556.0,4059602.0,36604750.0,166236740.0,78806776.0,0.0,3056032.5,-16882174.0,16093168.0,0.0,30787420.0,-379260.62,7743689700.0,87884740.0,55654000.0,51912068.0,247683570.0,0.0,-22242752.0,5207789.5,-93431010.0,4091772.0,37731396.0,102152.32,-28835.68,42888548.0,1218364200.0,5595148.0,901453.94,34314788.0,14486503.0,-275129.75,3008547.0,7566966.5,6133792.5,-18649.76,11104778.0,19936922.0,14628410.0,-324960.16,410184.8,7709972.0,2189056.8,-29076514.0,7098560.0,0.0,24872662.0,12386665.0,6904002.0,248509700.0,5442249.0,6162371.5,-1628391.5,126371.36,-1906049.5,8524149.0,133335130.0,0.0,115616056.0,38801576.0,52292936.0,4998795.0,202744370.0,21307846.0,-73.28,95483.84,175934370.0,135723940.0,1607140.4,384023.84,-1805399.4,110478210.0,94980880.0,29675836.0
1960,17443608.0,176724270.0,6787963.0,55839.36,-14362.88,33621376.0,-615698.56,-339176.47,174644420.0,-885002.56,6352533.5,10354135.0,-2961098.2,3999402.5,7708066.5,59728664.0,13125071.0,3480.8,270036.8,-7630463.5,27630884.0,3297417.0,46287460.0,1074959700.0,33635.52,-13959.84,11905288.0,4020104.2,9091556.0,360165600.0,3231281.8,46871316.0,415407650.0,165870530.0,46539760.0,579613000.0,59891124.0,0.0,258251060.0,3041.1199,38178.88,25623378.0,11683909.0,2234160.5,1485165.8,-62349520.0,15718.561,5202.88,20050104.0,42807650.0,41327500.0,105984536.0,7041951.5,2507605.0,17371720.0,-8619047.0,121399420.0,15900038.0,970447.06,-32558122.0,0.0,7016340.0,23146514.0,-28179640.0,60064830.0,48478424.0,371602.88,1102717.5,687000.0,5227539.0,114976.33,45404216.0,16844580.0,48949756.0,7619361.0,6977135.5,-1503778.9,436723230.0,479345760.0,848619.06,54529040.0,10257441.0,3230622.0,1099822.9,-50977524.0,1812031.1,1839657.6,68206600.0,187493220.0,70902060.0,8314715.0,74909496.0,0.0,40120.8,-103242290.0,-55546.24,45207972.0,83759.04,4665628.0,4480778.5,56645.44,4470.08,15678732.0,1632128.9,-14827878.0,-362882.56,3566281.2,27768906.0,183.2,-2015200.0,136234110.0,0.0,171666860.0,0.0,2865028.0,6297243.5,-86616.96,100074060.0,2970001.8,28708246.0,79016940.0,783986.1,-76504.32,22049622.0,14389480.0,6348979.0,37686804.0,171765310.0,56680468.0,0.0,3002391.5,-4742315.0,15961189.0,0.0,18274640.0,-327488.34,6706008600.0,92947620.0,22480362.0,59499220.0,160938240.0,0.0,-26464778.0,2262556.8,-90256890.0,2015090.0,57312176.0,161106.08,-23852.64,39443840.0,761538240.0,4702597.5,282384.47,35662372.0,10166721.0,-315067.34,1979842.5,7195399.5,4459564.0,-15132.319,9454659.0,14502259.0,14614230.0,-343316.8,458146.53,6864650.5,1994974.9,-24959388.0,4925222.0,0.0,24564702.0,12488781.0,4529143.5,164250740.0,3661655.2,3588082.0,-1797302.0,94897.6,-1770994.4,6265953.0,88055740.0,0.0,120680150.0,30738616.0,98094150.0,5222409.5,199054940.0,13051315.0,-73.28,46239.68,185786050.0,83333500.0,995289.0,299202.25,-1702440.9,123934620.0,97027050.0,30796506.0
1961,14795964.0,118224200.0,5713715.0,68187.04,-12384.319,65593370.0,-106915.516,-355847.7,222276820.0,-1208167.4,8148406.5,9178210.0,-3101942.5,6590547.0,7618738.5,50161150.0,9649584.0,1428.96,232444.17,-7677179.0,44030216.0,1985155.2,25054322.0,1120991900.0,30484.48,238526.39,13510084.0,3556095.2,7930068.5,359160450.0,2103356.0,36933412.0,925886140.0,172472500.0,42276844.0,389004260.0,39548080.0,0.0,371637380.0,-29275.36,26930.4,24046942.0,66717336.0,1810858.8,-7063569.0,-59997268.0,18283.36,426233.12,8814521.0,29833350.0,21803878.0,58595896.0,5042946.5,3419025.0,17844340.0,-7362551.5,135255090.0,16347485.0,967002.94,-33213134.0,0.0,9485693.0,22761830.0,-25329744.0,42966520.0,37513280.0,361856.66,984223.75,187780.0,4835637.0,78849.28,32485392.0,6366053.5,38395092.0,6636749.5,6059157.0,-2311837.5,412840740.0,676027600.0,6479857.5,38801540.0,8607798.0,2760640.8,491745.47,-44068724.0,1027385.6,1293025.6,70674790.0,165723230.0,55226590.0,8466112.0,58835520.0,0.0,23925.92,-99777096.0,-47595.36,31439024.0,321625.9,4251083.0,3115096.0,37739.2,1245.76,13112503.0,1411336.2,-12958432.0,-353869.12,7239844.0,23248336.0,109.92,-2740159.0,98617510.0,0.0,118043150.0,0.0,2427656.5,5288837.5,-102005.76,84002584.0,2481407.5,32046334.0,60315636.0,579461.6,-78702.72,26767866.0,42890344.0,3997057.5,24089336.0,138843170.0,38180416.0,0.0,2096650.6,-12045877.0,16486608.0,0.0,19026640.0,-287880.47,6820527000.0,65557350.0,20451716.0,51698530.0,134051430.0,0.0,-2300698.8,-1399061.8,-85882140.0,1842039.5,38749988.0,37482.72,-20115.36,41839180.0,888603500.0,4658666.0,541062.9,26935346.0,8141225.0,-227864.16,652448.44,8331825.5,4230857.5,-13703.36,9063087.0,11914705.0,14271133.0,-309058.38,838213.3,5146747.5,1832659.5,-28763902.0,4556917.0,0.0,17921724.0,9871549.0,3579618.2,216892940.0,3042878.8,2463343.8,-1706214.9,128093.445,-1641435.4,4746199.0,83447270.0,0.0,95298740.0,37069052.0,92234610.0,2781635.5,69091940.0,9846597.0,-36.64,30740.96,130071270.0,65956360.0,914900.8,300997.6,-1261625.1,93439040.0,78725220.0,26397032.0
1962,13372977.0,88115390.0,5269418.0,52615.043,-10625.6,69164776.0,-397250.88,-340715.38,143376900.0,-1870472.0,4884735.0,8812396.0,-3034817.8,7688354.5,6885095.5,43653080.0,9508264.0,622.88,266812.47,-7870345.5,28267724.0,1665031.6,16413658.0,1162811300.0,28139.52,240944.64,10848371.0,3313611.8,7195656.0,352794400.0,1649276.2,36593720.0,1004528060.0,144061400.0,41002396.0,297353440.0,31075446.0,0.0,299945400.0,-43528.32,20518.398,18951306.0,87333310.0,2100278.2,-8846179.0,-57477276.0,20115.36,132856.64,5480025.0,23938708.0,12698508.0,45599540.0,4230601.0,2946405.5,10834411.0,-7932633.0,123925496.0,16213382.0,794281.94,-34747730.0,0.0,11629902.0,21450850.0,-25159736.0,32869708.0,30780456.0,561361.44,1045302.56,297223.7,20916714.0,60236.16,27028266.0,5578806.5,32092608.0,5824624.0,5498235.0,-2219504.5,402235230.0,398811500.0,3687816.0,33210094.0,8182958.0,2481700.5,1055268.6,-44745536.0,1043177.4,1061057.8,60205570.0,136168020.0,44571936.0,6771438.0,49982788.0,0.0,15938.4,-95161480.0,-40743.68,25463188.0,88265.76,3611385.0,2158462.5,334559.84,-256.48,118594270.0,1185670.4,-13586259.0,-335952.16,3573755.8,24132936.0,73.28,-3073729.8,75661304.0,1319.04,92670910.0,0.0,2304179.8,4934308.5,-116441.92,76493100.0,2111599.8,28589678.0,46688520.0,538571.4,-52724.96,29062262.0,86676460.0,2979711.2,16761664.0,117340450.0,34066444.0,0.0,2008568.1,-12675682.0,17611200.0,0.0,16574507.0,-254611.36,6330695700.0,48359816.0,17555250.0,76196870.0,127509544.0,0.0,-22050684.0,-4534822.5,-82719384.0,1706398.1,32972814.0,117614.4,-17037.6,35467890.0,540435900.0,4948855.0,731590.9,21563262.0,12867638.0,-214087.53,939339.7,8739849.0,4381961.0,-14216.32,8800158.0,9906284.0,13231254.0,-311733.12,576640.3,4257824.5,1641728.5,-31827300.0,3181487.8,0.0,17464052.0,7986091.0,3086810.0,305012200.0,2334224.5,1432917.1,-1580796.1,95483.84,-1380595.2,3855773.8,132628740.0,0.0,202131380.0,48461932.0,63585420.0,602911.25,217076060.0,6473408.5,-36.64,305028.0,93261950.0,57231350.0,624418.9,251716.8,-930362.8,79518870.0,65787010.0,23761516.0
1963,12792783.0,73731580.0,4715238.5,44407.68,-8756.96,70915624.0,-511347.84,-326389.12,192357580.0,-1896339.9,3650919.5,8306874.0,-3033645.5,8220294.0,6645910.0,40917536.0,15722664.0,219.84,207602.23,-7566893.0,25022262.0,2017435.0,19786296.0,1183873800.0,26857.12,1494765.4,11271673.0,3152835.5,7204963.0,334780320.0,1307241.9,33593384.0,1131577200.0,125351490.0,36264880.0,217070160.0,24724452.0,0.0,260953140.0,-50123.52,16414.72,28173376.0,206499120.0,1544595.8,-9535486.0,-52099884.0,21434.4,64852.8,4414607.0,21233538.0,7702204.0,37266068.0,4208287.5,2101194.0,1579220.6,-7661314.0,101033450.0,15826318.0,579425.0,-41349268.0,0.0,11110567.0,20515688.0,-24357612.0,26903250.0,26804468.0,403846.1,916513.0,-1372607.6,9298353.0,48438.082,23584838.0,7014508.5,28135454.0,5586354.0,5158802.0,-2077671.1,398555740.0,356945760.0,6106166.0,29712914.0,7867927.5,2279374.5,748591.8,-44565452.0,832021.1,1052044.4,62507508.0,114164456.0,35981836.0,5780289.5,56669772.0,0.0,11028.641,-88346950.0,-34917.92,21193236.0,448143.84,2799369.2,1812434.2,134652.0,-989.27997,79471870.0,1168962.5,-13022186.0,-329247.03,2977146.5,23288530.0,36.64,-3248429.0,62287820.0,0.0,79788984.0,0.0,1999701.2,4102910.5,-129962.086,85507064.0,1998382.1,34107110.0,39102250.0,433634.4,-53274.56,26703780.0,75187370.0,2727445.0,12329140.0,106849940.0,34188860.0,0.0,1703393.5,-12400405.0,16223862.0,0.0,17476034.0,-204048.17,6161282000.0,62533090.0,14540730.0,89837330.0,193946740.0,0.0,-5682058.0,-5407441.0,-79383380.0,1638943.9,34021560.0,64303.203,-14546.08,31926156.0,491303300.0,5012315.5,1054242.8,18789174.0,9244492.0,-156159.67,249848.16,8821996.0,3795501.0,-13446.88,8635242.0,9066604.0,12566164.0,-328257.75,2072065.2,3602225.0,1599519.1,-31917106.0,2763792.0,0.0,17264366.0,6265147.0,2599791.2,269701220.0,1765058.8,854005.1,-1427128.0,85664.32,-1387776.6,7034257.0,84154680.0,0.0,166355340.0,94982904.0,52019384.0,-1151558.5,124979224.0,4436151.5,-36.64,120252.484,75974290.0,52038950.0,485956.34,217128.64,-744158.4,71790140.0,59553890.0,22358864.0
