Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1919,,,,,,172086420.0,288771.28,,65230304.0,3727973.5,4494149.0,,47606316.0,,,,12020412.0,,,14007379.0,41169424.0,,51091284.0,373071900.0,,,,,,491196030.0,6367959.0,40142230.0,341728900.0,,,,,,172093500.0,,,8542919.0,27745194.0,,33387328.0,393979520.0,,,26832426.0,11127369.0,4346420.0,18601282.0,1754653.0,,51121372.0,2564474.0,,47051696.0,,40938610.0,,,479772200.0,3427041.0,,,,,,11686291.0,,7801511.0,,7807874.5,12616016.0,6765586.0,10943159.0,390620800.0,144019400.0,7448802.0,20087256.0,,,,70908290.0,,,131605970.0,27714112.0,,2421121.5,,,,2471125.5,,,,,,,,,,12769919.0,,7641974.5,,2309651.8,,,74707680.0,,2533021.8,,,,2530219.5,,,,,,89018230.0,,,26277548.0,13258315.0,,29626920.0,17251724.0,,,26720672.0,,7515103000.0,,9701319.0,15943543.0,113079320.0,,,-29300824.0,24298498.0,4431608.0,16148834.0,,,15665175.0,576536200.0,,,,,,,,9825611.0,,17086328.0,,,,12654607.0,4519625.0,40315796.0,,,,,,,743956.9,1047569.9,,,2055467.4,,39228652.0,,,,106232380.0,7120355.0,2704539000.0,3579049.8,,2720056.5,54344668.0,,,,57448292.0,,4123392.2
1920,,,,,,193259070.0,241357.95,,125109710.0,15306836.0,4296791.0,,57854304.0,,,,15087583.0,,,14083308.0,41923504.0,,51766172.0,414999940.0,,,,,,449649600.0,8887618.0,40640012.0,315946600.0,,,28724368.0,,,191852600.0,,,9135758.0,30075366.0,,33756364.0,437840900.0,,,23992056.0,12887089.0,4399768.0,7682306.0,1289251.8,,51826910.0,2302750.5,,45961876.0,,81441850.0,,,497622100.0,2995999.0,,,,,,14794682.0,,9543797.0,,14757400.0,13363731.0,6951060.5,13094330.0,387440830.0,298929000.0,3004663.2,21017436.0,,,,64440932.0,,,130000296.0,28430746.0,,2407627.5,,,,2645408.0,,,,,,,,,,12601897.0,,7168706.0,,2276649.5,,,128819144.0,,2618421.0,,,,2577032.8,,,,,,75242480.0,,,30464986.0,19167302.0,,29669092.0,16419557.0,,,26490060.0,,8141360000.0,,11203562.0,18095250.0,100981130.0,,,57994530.0,16140910.0,5941652.0,15979068.0,,,31008762.0,695829100.0,,,,,,,,7923527.5,,17284158.0,,,,14314288.0,4747961.0,43102640.0,,,,,,,737264.25,1039074.56,,,1714532.2,2318432.5,43318336.0,,,,92979190.0,7157825.5,2944816600.0,3555936.8,,14721058.0,35896536.0,,,,62590976.0,,4900234.0
1921,,,,,,207224220.0,216379.36,,143742290.0,20120782.0,4282401.0,,53968156.0,,,,16563149.0,,,14175701.0,41850960.0,,54577800.0,409265000.0,,,,,,439429250.0,6305561.0,37536860.0,315457470.0,,,46587064.0,,,203031470.0,,,6816852.5,28548176.0,,32793226.0,483104000.0,,,24229994.0,13686506.0,4465500.0,14364218.0,1347216.2,,53992596.0,2497468.0,,43879696.0,,71853460.0,,,351014660.0,2393306.2,,,,,,15861566.0,,9439381.0,,21557138.0,13641668.0,6365915.5,17502964.0,403435460.0,368822400.0,118786.88,22649016.0,,,,67738824.0,,,124702264.0,29020610.0,,2428242.8,,,,2789740.2,,,,,,,,,,12263948.0,,7404117.0,,2290526.5,,,149546400.0,,2638392.8,,,,2694366.0,,,,,,55223260.0,,,33452466.0,30228300.0,,31288104.0,14166196.0,,,26491710.0,,7945137700.0,,10610016.0,21810484.0,92019860.0,,,66698980.0,15358712.0,6683429.0,15807229.0,,,37411748.0,809295360.0,,,,,,,,5397083.5,,17670256.0,,,,14600650.0,4842077.0,38277840.0,,,,,,,745398.6,1069471.2,,,1616227.1,2512404.8,44822116.0,,,,84153920.0,6980987.0,2666785800.0,3650571.5,,24067472.0,25584870.0,,,,63785184.0,,5343504.0
1922,,,,,,215393440.0,205059.16,,168120370.0,19263334.0,4342994.0,,59628156.0,,,,17579580.0,,,14212337.0,41442880.0,,54851496.0,448326300.0,,,,,,429229380.0,7606171.0,38752496.0,310121150.0,,,49819776.0,,,207851340.0,,,6905357.5,28782516.0,,29518100.0,464977100.0,,,25790932.0,13955789.0,4533650.5,-999322.1,1348498.5,,55028110.0,2324490.2,,45287990.0,,99990520.0,,,454130980.0,2197594.5,,,,,,16430182.0,,7669986.5,,22709832.0,14004348.0,6589785.0,19448108.0,387797220.0,407255100.0,,24431480.0,,,,76019864.0,,,133437790.0,29747664.0,,2475801.0,,,,3087819.0,,,,,,,,,,11922542.0,,7192488.5,,2330152.5,,,146838060.0,,2788607.8,,,,2610829.2,,,,,,24210686.0,,,36152652.0,30525196.0,,35621556.0,17065850.0,,,23456854.0,,8057032700.0,,10070923.0,20742140.0,87506940.0,,,72831016.0,14107333.0,7916878.0,15765607.0,,,42319710.0,786457100.0,,,,,,,,4077788.5,,18375838.0,,,,13875166.0,5136726.0,42338400.0,,,,,,,768940.75,1136765.5,,,1460213.9,,46655984.0,,,,76730110.0,7453093.5,2632874500.0,3858807.5,,34565276.0,20137856.0,,,,61321470.0,,5514650.0
1923,,,,,,221826260.0,188691.31,,177230980.0,18447398.0,4372442.0,,74340360.0,,,,18405482.0,,,14223327.0,41638710.0,,52833950.0,459798500.0,,,,,,433168900.0,9076900.0,39559630.0,323991140.0,,,49143876.0,,,208419180.0,,,6018338.5,29450260.0,,31488300.0,342071550.0,,,26581698.0,14351877.0,4594143.0,22028680.0,1359307.4,,58084770.0,2674392.0,,45119012.0,,123393850.0,,,477809660.0,2012070.9,,,,,,17169064.0,,8134570.0,,22453824.0,13957889.0,6487726.5,20538992.0,408614600.0,431438660.0,,26591114.0,,,,73111310.0,,,142541470.0,30293914.0,,2504887.5,,,,2978552.8,,,,,,,,,,11737852.0,,7470110.5,,2331288.0,,,138090180.0,,2822571.2,,,,2578766.5,,,,,,44435344.0,,,37556000.0,31182464.0,,34593070.0,17103552.0,,,26242922.0,,8598434000.0,,9775600.0,19949316.0,78831656.0,,,62570824.0,13797547.0,7951942.5,15947018.0,,,46395292.0,851306300.0,,,,,,,,3281375.8,,18544888.0,,,,14802750.0,5103727.0,44054748.0,,,,,,,782620.3,1175998.8,,,1588673.8,,48541332.0,,,,70262920.0,7281116.5,3058308400.0,3981362.0,,35070396.0,16357745.0,,,,66517908.0,,5818945.0
1924,,,,,,228739410.0,183593.0,,187647420.0,20684012.0,4458524.0,,78190900.0,,,,19311808.0,,,14031118.0,41335044.0,,51347436.0,452462050.0,,,,,,427107260.0,8524442.0,41128532.0,314710460.0,,,49067628.0,,,211504620.0,,,6543591.0,29427062.0,,38647660.0,461516130.0,,,27925324.0,14438896.0,4681566.0,22396896.0,1486155.0,,59901380.0,2477255.5,,44059670.0,,147945980.0,,,497761060.0,1784171.4,,,,,,17957704.0,,8752456.0,,28071888.0,13747437.0,6728904.0,19507466.0,403978430.0,452387400.0,-3333874.0,28325724.0,,,,76341860.0,,,145224620.0,31061756.0,,2558323.2,,,,3511249.2,,,,,,,,,,11393387.0,,7156952.0,,2384843.8,,,134437520.0,,2815848.2,,,,2512590.8,,,,,,26852394.0,,,39181572.0,35335040.0,,37379908.0,17844084.0,,,23436154.0,,8624079000.0,,10897885.0,20777528.0,78096360.0,,,65829910.0,13557128.0,8568557.0,15795602.0,,,50276270.0,914396860.0,,,,,,,,2940603.2,,18317120.0,,,,17288760.0,4991594.0,45939816.0,,,,,,,810854.75,1251435.5,,,1958298.1,,50761132.0,,,,64843616.0,7412142.5,2828103200.0,4215202.0,,36061230.0,14079873.0,,,,68490820.0,,5972320.0
1925,,,,,,233163920.0,155400.72,,192405020.0,19542238.0,4423326.0,,79913340.0,,,,19874452.0,,,14179187.0,41838220.0,,54087810.0,467389980.0,,,,,,418847170.0,8816463.0,44297390.0,319435140.0,,,61515556.0,,,218099570.0,,,7155410.0,29684340.0,,36658824.0,468969730.0,,,27301820.0,14678122.0,4757667.5,6878460.0,1652793.8,,61152530.0,2364607.5,,42496096.0,,157794190.0,,,470841540.0,1629630.4,,,,,,18999452.0,,12623580.0,,25720284.0,13934561.0,6313234.0,18688818.0,389347700.0,466504900.0,-6556471.0,28830514.0,,,,73401210.0,,,146640160.0,31087120.0,,2558385.5,,,,3401229.2,,,,,,,,,,11286439.0,,7005732.5,,2367933.0,,,124748690.0,,2869389.2,,,,2550110.2,,,,,,27345422.0,,,40646804.0,32632066.0,,40294730.0,17409644.0,,,25024388.0,,8659077000.0,,11289084.0,22031664.0,84742100.0,,,74171120.0,13676125.0,8887105.0,15892879.0,,,54732028.0,844331260.0,,,,,,,,2836721.0,,18808122.0,,,,16897096.0,5061308.0,44148524.0,,,,,,,808847.9,1246757.9,,,2183744.0,,51808596.0,,,,58677428.0,7068242.0,2903954200.0,4203055.0,,40460000.0,12444666.0,,,,70041940.0,,6340955.0
1926,,,,,,234502850.0,184774.2,,199900350.0,19198554.0,4723332.0,,79744430.0,,,,20389940.0,,,13855829.0,42417800.0,,53870656.0,462817250.0,,,,,,447153440.0,8633996.0,44626110.0,324063680.0,,,51087010.0,,,222851500.0,,,5869243.5,29736756.0,,37345612.0,424058340.0,,,26305248.0,14669262.0,4835894.0,10745553.0,1750072.9,,61072764.0,2567065.8,,39288816.0,,160962500.0,,,270657400.0,1619606.9,,,,,,19148724.0,,9993413.0,,26856976.0,13730414.0,6276118.0,20273864.0,404029900.0,475905100.0,-6880700.0,29499156.0,,,,75287140.0,,,147668000.0,32729772.0,,2698582.5,,,,3457800.0,,,,,,,,,,11180744.0,,7057654.0,,2566939.5,,,114466050.0,,2836668.2,,,,2449495.2,,,,,,14320964.0,,,41567016.0,32256730.0,,41134920.0,15970679.0,,,26302904.0,,8607713000.0,,13337742.0,24222648.0,74649530.0,,,81652640.0,13658283.0,9104894.0,15787323.0,,,59388236.0,870183740.0,,,,,,,,2247700.2,,18513234.0,,,,17343984.0,5008560.0,43471890.0,,,,,,,887299.06,1450634.1,,,2143513.2,,53460764.0,,,,57083816.0,6992176.0,3018699300.0,4831171.0,,42754544.0,10660592.0,,,,71923070.0,,6994612.5
1927,,,,,,239495170.0,204316.56,,208961340.0,20707718.0,4951698.0,,92435350.0,,,,20948262.0,,,14402591.0,43596868.0,,54310268.0,499385150.0,,,,,,432350200.0,9699780.0,43235264.0,323839580.0,,,51344732.0,,,222878540.0,,,6999771.0,29846530.0,,40187476.0,491968100.0,,,28380062.0,14904864.0,4922694.0,20410296.0,1909457.0,,64548284.0,2627930.0,,35568976.0,,162011230.0,,,489450300.0,1708789.1,,,,,,19910944.0,,9142392.0,,27243842.0,14490160.0,6326421.0,21821832.0,402139700.0,487530140.0,-10952502.0,30955634.0,1393675.8,,,79428264.0,,,157024640.0,33994450.0,,2809307.5,,,,3749591.0,,,,,,,,,,11182813.0,,6992722.0,,2742398.8,,,102850610.0,,2907348.8,,,,2532119.8,,43216440.0,,,,6448603.0,,,42176780.0,34607200.0,,44591540.0,18058624.0,,,24213690.0,,8978803000.0,,11890390.0,23778416.0,73916184.0,,,101060160.0,13210735.0,9784638.0,15781984.0,,,63353784.0,938915460.0,,,,,,,,1923661.2,,19279132.0,,,,18451252.0,5209956.5,48069776.0,,,,,,,949120.44,1610671.0,,,2234490.5,,54656108.0,,,,55854116.0,6920215.0,2914531300.0,5324714.5,,41618372.0,9738766.0,,,,71219220.0,,7171400.5
1928,,,,,,241119600.0,204616.8,,209374400.0,21827708.0,5065941.0,,90331570.0,,,,21712308.0,,,14518698.0,43565400.0,,53567052.0,479679780.0,27663.2,,,,,395630050.0,10043656.0,41308730.0,332634900.0,,,44565456.0,,,223866820.0,,,6895527.5,29864752.0,,42514524.0,516801340.0,,,28437624.0,14818973.0,5002691.0,16439500.0,2333060.5,,65088420.0,2873982.5,,33436132.0,,163216900.0,,,463510560.0,1449522.5,,,,,,20213914.0,,9161588.0,,28681576.0,14434799.0,6148922.0,22786708.0,402070980.0,491438530.0,-13667452.0,31752628.0,1442553.4,,,76588700.0,,,159916620.0,34746256.0,,2874683.2,,,,4085379.5,,,,,,,,,,11171344.0,,7203241.5,6363397.5,2829053.5,,,96303170.0,,2960865.8,,,41680160.0,2556756.5,,45353884.0,,,,16293625.0,,,43643736.0,33252536.0,,44810210.0,17627620.0,,,24959180.0,,8936300000.0,,10292385.0,24412908.0,66074440.0,,,110068616.0,13447263.0,10308294.0,15913594.0,,,67092290.0,952490240.0,,,,,,,,1906579.1,,19839692.0,,,,19356476.0,5241417.0,46211760.0,,,,,,,983026.6,1687938.2,,,3323431.2,,55290624.0,,,,52839056.0,6796622.0,2899730000.0,5516075.0,,43427640.0,10061972.0,,,,71421980.0,,7662816.5
1929,,,,,,242354240.0,202637.0,,211032100.0,24891566.0,5163172.5,,99231220.0,,,,22470140.0,,,14312565.0,44125870.0,,53408520.0,480453120.0,27626.56,,,,,407027520.0,11330765.0,44007510.0,335199170.0,,,56299104.0,,,219651020.0,,,6803606.0,29192116.0,,47523210.0,551248600.0,,,30967416.0,15047494.0,5072324.5,-356113.44,2510116.2,,68031864.0,2669805.0,,31139756.0,,188137820.0,,,488560770.0,1411260.2,,,,,,20744614.0,,10391131.0,,28648760.0,14533211.0,6240394.0,23833088.0,418837470.0,502569400.0,-12213650.0,30920788.0,1431671.4,,,82112320.0,,,163816670.0,35235870.0,,2924950.5,,,,4750181.5,,,,,,,,,,10918414.0,,6885135.0,6513372.5,2884886.5,,,95812870.0,,3041099.5,,,39368030.0,2456838.8,,42154380.0,,,,28498922.0,,,44915840.0,29428412.0,,48201000.0,18466820.0,,,25870628.0,,9182317000.0,,10658943.0,23530348.0,74634160.0,,,125297070.0,13273145.0,10459960.0,15865340.0,,,70665704.0,948228100.0,,,,,,,,1859068.1,,19772632.0,,,,21024626.0,5378401.5,48683024.0,,,,,,,1010179.4,1757415.2,,,3647035.8,,56468456.0,,,,49576124.0,7047137.5,2971949800.0,5723837.0,,43983936.0,9114446.0,,,,72985900.0,,7586605.0
1930,,,,,,194254060.0,1613477.4,,154737060.0,19182706.0,5740699.0,,95265930.0,,,,21173836.0,,,13149903.0,46004120.0,,52292616.0,329799000.0,34038.562,,,,,437678660.0,10430096.0,46083790.0,400736420.0,,,68900230.0,,,194149890.0,,,9981565.0,22890630.0,,39728324.0,475551580.0,,,28529592.0,13578458.0,5177331.5,19034720.0,2872498.0,,66651616.0,3191086.5,,27454952.0,,188698400.0,,,469410180.0,6805445.0,,,,,,23641724.0,,12866955.0,,31216844.0,14202259.0,6042123.0,20869724.0,420419870.0,514733280.0,-11386174.0,32269032.0,6425447.0,,457489.8,75867650.0,,,154709730.0,24828356.0,,3122176.8,,,,3867807.2,,,,,,,,,,14251554.0,,6782398.5,6680054.5,3296642.0,,,94249970.0,,2982601.8,,,36861856.0,2482681.5,,49527300.0,,,,61742172.0,,,56313520.0,34435256.0,,46886772.0,17397676.0,,,26995176.0,,8978352000.0,,16973248.0,32267684.0,78313224.0,,,92927890.0,13019239.0,11608228.0,15460723.0,,,61675350.0,1160987900.0,,,,,,,,2274205.8,,19351126.0,,,,17504852.0,5092457.5,47482496.0,,,,,,,1147057.1,2129716.0,,,3824886.2,,74438320.0,,,,74083064.0,6903170.5,2641228300.0,6828889.5,,45877600.0,8323302.0,,,,72283360.0,,8756814.0
1931,,,,,,162772800.0,2245478.0,,126023020.0,18299730.0,6171210.0,,85157080.0,,,,20784358.0,,,12779318.0,46935736.0,,52120550.0,263954880.0,31473.76,,,,,426711230.0,10922784.0,41569588.0,428063500.0,,,78596030.0,,,176821070.0,,,13313020.0,19962384.0,,35028336.0,399243550.0,,,28133330.0,13031626.0,5267827.0,42365090.0,3037684.0,,65436800.0,3304094.5,,24746150.0,,166675970.0,,,439173380.0,8484259.0,,,,,,24712328.0,,19800160.0,,32767264.0,14445996.0,6788194.0,19253314.0,412620540.0,515897400.0,-9287286.0,31521978.0,8820384.0,,513952.06,71786110.0,,,146149600.0,16553465.0,,3272676.8,,,,3373460.2,,,425287.12,,,,,,,15426852.0,,6660621.0,6865643.5,3601471.0,,,92765710.0,,2873637.2,,,34831490.0,2473930.0,,60318984.0,,,,53652940.0,,,64232520.0,34568030.0,,50566100.0,16443221.0,,,25382948.0,,8724165000.0,,21175408.0,27900140.0,90523940.0,,,82934200.0,13060532.0,11635965.0,15360224.0,,,60208830.0,1356125600.0,,,,,,,,2700786.8,,18851444.0,,,,15947450.0,5089227.0,46595760.0,,,11248523.0,,,138418860.0,1247500.5,2406021.2,,,3298626.0,,82102024.0,,,,86630350.0,6964951.5,2354383400.0,7649795.0,,42022590.0,6925032.0,,,,70051576.0,,8798876.0
1932,,,,,,145669220.0,2695316.8,,117206840.0,15187136.0,6486328.0,,68757850.0,,,,21052156.0,,,12294194.0,47578470.0,,54684516.0,264845950.0,31986.72,,,,,399158700.0,11046249.0,44456390.0,450739550.0,,,88091410.0,,,173720820.0,,,17894100.0,18377708.0,,28488924.0,362230560.0,,,28177170.0,12996390.0,5346518.5,53680468.0,3127818.5,,64187404.0,3530115.0,,23586156.0,,140296620.0,,,424009380.0,9592607.0,,,,,,25479496.0,,19102936.0,,33166710.0,14013177.0,6456753.0,18093092.0,434563330.0,516214430.0,-10852034.0,33524940.0,10244507.0,,562814.06,63894092.0,,,148772600.0,9206512.0,,3383742.2,,,,3598937.2,,,456921.72,,,,,,,16417943.0,,6686159.0,7050257.0,3829810.5,,,92805256.0,,2807342.0,,,33537032.0,2446206.8,,61293464.0,,,,45388276.0,,,66124828.0,32356980.0,,47086636.0,16730350.0,,,23999118.0,,8426001400.0,,24381196.0,36015064.0,91657330.0,,,64772930.0,13177199.0,11433696.0,15336006.0,,,59153690.0,1422518800.0,,,,,,,,4485472.5,,18026812.0,,,,13946858.0,4830707.0,45610160.0,,,13658350.0,,,138715310.0,1323386.0,2608658.2,,,3501428.2,,87396760.0,,,,95933370.0,6795479.0,2037957900.0,8245749.0,,44116280.0,5974018.5,,,,68463464.0,,9076497.0
1933,,,1989808.4,,,134413060.0,3085088.5,,105186030.0,14118058.0,6822820.0,,73571944.0,,,,20718786.0,11028.64,,11948033.0,48041880.0,,53721990.0,245958860.0,32316.48,767461.44,,,,415898340.0,10335997.0,44706016.0,473781470.0,,,95578960.0,,,168001520.0,,,15323853.0,17465118.0,,23980266.0,380185380.0,,,27948740.0,12672427.0,5410552.0,58977550.0,3174173.2,,61896028.0,3756943.5,,22722044.0,,147202180.0,,,423833570.0,11006512.0,,,,,,25746710.0,,20253556.0,,38295360.0,13888146.0,6380163.5,17940436.0,434392540.0,520377950.0,-6272035.0,35358810.0,11154059.0,,605014.25,65244050.0,,,162148860.0,2971318.0,,3503238.5,,,,3030820.0,,,480817.62,,,,,,,16892016.0,,6701364.5,7196246.5,4082160.0,73832460.0,,95983560.0,,2729247.8,,,32561822.0,2401645.0,,64921156.0,,,,62931656.0,,,71372264.0,33392404.0,,44201810.0,17046028.0,,,24371264.0,,8660049000.0,,21686556.0,37458416.0,101556056.0,,,60591776.0,13912358.0,12329438.0,15196803.0,,,57420660.0,1462957800.0,,,,,,,,3582194.2,,17771522.0,,,,12591132.0,4717288.0,45335344.0,,,15196029.0,,,138275230.0,1403791.4,2824625.8,,,4329419.0,5120840.5,92295980.0,,,,104054430.0,6827564.5,2086243100.0,8910158.0,,45106550.0,5055764.0,,,,70829580.0,,9752249.0
1934,,,2016628.9,,,126997400.0,3485151.2,,102303700.0,13471207.0,7474580.0,,75713290.0,,,,20845232.0,120948.64,,11742093.0,50178924.0,,52483244.0,230012590.0,32572.96,666628.1,,,,438206240.0,10260336.0,44918230.0,500863870.0,,,78909890.0,,,165551600.0,,,16761936.0,16894052.0,,22452902.0,424660670.0,,,28916246.0,12509943.0,5480078.5,50144896.0,3242806.8,,63628696.0,4009316.0,,21834248.0,,148278340.0,,,456742750.0,11823043.0,,,,,,26843324.0,,23371712.0,,36166096.0,13767626.0,7021288.0,18299476.0,430239140.0,527094240.0,-4973990.0,36604496.0,14326093.0,,630009.4,72037560.0,,,175981360.0,-675810.0,,3766335.5,,,,2978738.5,,,,,,,,,,18255900.0,,6903580.5,7325571.5,4590716.0,72752140.0,,96930760.0,,2754444.5,,,31956310.0,2384263.8,,66306140.0,,,,69363770.0,,,73917500.0,34818124.0,,44082360.0,17045494.0,,,24942716.0,,8993966000.0,,25327116.0,33864804.0,87784000.0,,,58418104.0,14231862.0,12677905.0,15146807.0,,,60329780.0,1574428500.0,,,,,,,,4695248.5,,17866448.0,,,,12190153.0,4666169.0,46902310.0,,,16242569.0,,,146842320.0,1564394.0,3240467.2,,,5050274.5,5278429.5,96891896.0,,,,117532060.0,6752695.0,2153054000.0,10158219.0,,46542270.0,4459272.5,,,,74976910.0,,10498569.0
1935,,,2046124.1,,,119917496.0,3826053.8,,96392240.0,13520762.0,7973063.0,,71760450.0,,,,20852726.0,531316.6,,11851160.0,50868620.0,,53710150.0,203690690.0,,645267.06,,,,439911740.0,10067096.0,47689372.0,519147400.0,,,92094504.0,,,168951200.0,,,20285368.0,16384213.0,,21716796.0,467955300.0,,,28577312.0,12390926.0,5519849.0,57346136.0,3274217.5,,66134824.0,4395388.5,,20680020.0,,141254140.0,,,462246720.0,12583788.0,,,,,,27409540.0,,22859272.0,,39802324.0,14372803.0,6257676.0,18804058.0,419681300.0,531307970.0,-3480874.0,36293788.0,17677554.0,,668926.25,80435150.0,,,176155460.0,-4622036.0,,3963913.2,,,,3058605.0,,,549733.6,,,,,,,18832204.0,,6935385.0,7478513.5,4982197.0,70788190.0,,101350490.0,,2767583.0,,,31438622.0,2398331.0,,69907190.0,,,,60979550.0,,,75333270.0,33715516.0,,42174224.0,17069432.0,,,24974160.0,,9096908000.0,,24224216.0,37999276.0,99265300.0,,,54522656.0,15181589.0,13173966.0,15129042.0,,,58862560.0,1579919100.0,,,,,,,,4319885.0,,18118488.0,,,,12035333.0,4852703.5,47058256.0,,,17012088.0,,,147320740.0,1686333.8,3553416.5,,,5369115.5,5400660.5,100035864.0,,,,127449860.0,6820629.0,2148806100.0,11086666.0,,44843130.0,4422148.5,,,,78295304.0,,10774029.0
1936,,,2155025.0,,,115337150.0,4159804.8,,93689310.0,13007253.0,8592990.0,,74987070.0,,,,20920664.0,1949284.6,,11456371.0,52857436.0,,54036416.0,207473980.0,,321955.7,,,,427757900.0,10447165.0,46574824.0,531014460.0,,,92245970.0,,,167705340.0,,,20186328.0,16157416.0,,22966260.0,515530180.0,,,28892524.0,12347238.0,5482616.0,64663052.0,3358667.5,,51915970.0,4810437.5,,20957440.0,,143120640.0,,,487280060.0,13325420.0,,,,,,28288688.0,,24895736.0,,38017040.0,13924965.0,6346748.0,19482642.0,429852800.0,534351100.0,-1611244.0,38354532.0,18134748.0,2277359.2,668459.06,65459936.0,,,185757220.0,-7254786.0,,4218848.0,,,,2704323.8,,,570339.56,,,,,,,19891888.0,,7209668.5,7560193.0,5473664.5,,,102382376.0,,2746306.0,,,31127292.0,2333218.0,,69268300.0,,,,37943250.0,,,76560200.0,32725104.0,,44691950.0,17506804.0,,,24968802.0,,9508503000.0,,22486144.0,38888668.0,94810410.0,,,54315104.0,15627052.0,13111376.0,15182806.0,,,59543650.0,1693647600.0,,-429750.56,,,,,,4040821.5,,17947834.0,,,,12481466.0,4694788.5,48395920.0,,,17616676.0,,,142907890.0,1839997.0,3945463.2,,,6027023.5,5507737.0,102615464.0,,,,139655940.0,6853432.5,2355414500.0,12250186.0,,44233236.0,5131644.0,,,,81515070.0,,11027064.0
1937,,,2315259.2,,,111930376.0,4380386.5,,95748760.0,14656181.0,8707684.0,,89854480.0,,,,21215452.0,3253668.8,,11155413.0,53037040.0,,54430390.0,194026670.0,,664283.25,,,,429840350.0,10962578.0,50265944.0,546874500.0,,,91582970.0,,,161845870.0,,,17782284.0,15922979.0,,28661964.0,579763840.0,,,29117932.0,12289957.0,5541093.0,62515804.0,3415636.0,,49385364.0,4775192.0,,21746926.0,,161761120.0,,,503428060.0,13896469.0,,,,,,28891276.0,,25631848.0,,38251830.0,13673752.0,6375913.0,20883884.0,453351230.0,542040640.0,-219290.0,44344070.0,18900780.0,2298390.5,683854.5,76974410.0,,,196888340.0,-11988958.0,,4251154.5,,,,2884457.0,,,585771.6,,,,,,,20270512.0,,7114927.5,7816080.5,5535521.0,,,106388270.0,,2819252.5,,,31038220.0,2257368.0,,71125150.0,,,,74075270.0,,,77220600.0,32725952.0,,48496680.0,18567918.0,,,23462004.0,,9865007000.0,,24737548.0,40754788.0,98611130.0,,,56996856.0,16122579.0,14100525.0,15218531.0,,,53452436.0,1763988200.0,,-410624.47,,,,,,4126412.2,,17982050.0,,,,14407522.0,4702345.5,51372228.0,,,18124132.0,,,143707340.0,1867414.0,4021071.2,,,7537471.0,5595972.5,103352440.0,,,,143412960.0,6748431.5,2390647300.0,12487195.0,,54666284.0,5343029.5,,,,83493860.0,,11998171.0
1938,,,2397501.8,,,108622360.0,4598830.0,,89320870.0,5080706.5,8984004.0,,78946100.0,,,,21608972.0,3477172.8,,11279648.0,53956556.0,,53409470.0,197957570.0,,818354.44,,,,429371840.0,10947066.0,46222170.0,537657540.0,,,94658056.0,,,157364900.0,,,22440936.0,15572761.0,,33300704.0,618679100.0,,,28433644.0,12497263.0,5542019.5,58037296.0,3698244.8,,57655576.0,5014819.0,,19879664.0,,145554160.0,,,486319040.0,14042983.0,,,,,,28487270.0,,24259452.0,,39520780.0,14146026.0,6662035.0,22122324.0,446380350.0,549487740.0,699927.0,44289410.0,18837760.0,,661002.6,80807740.0,,,210159300.0,-15446136.0,,4357275.0,,,,2733511.8,,,596140.75,,,,,,,21023240.0,,7289645.0,8004563.5,5753190.5,,,105855280.0,,2760746.5,,,30702782.0,2317110.0,,68802380.0,,,,76019310.0,,,79648770.0,36699696.0,,48087610.0,17013398.0,,,25689980.0,,9647704000.0,,24672950.0,38255990.0,97619530.0,,,57171156.0,18075004.0,13475195.0,15179419.0,,,50893090.0,1795139100.0,,-230832.0,,,,,,4266450.5,,17795100.0,,,,16043958.0,4791496.5,47717500.0,,,18518412.0,,,148103940.0,1935741.1,4198568.5,,,8632970.0,5673254.0,105797256.0,,,,149436960.0,6663926.5,2082145200.0,13021640.0,,47629664.0,5131974.0,,,,85473410.0,,12299791.0
