Date,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BEN,BFA,BGD,BGR,BHR,BLR,BOL,BRA,BRN,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GIN,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LKA,LTU,LUX,LVA,MAR,MDG,MEX,MLT,MNG,MOZ,MUS,MWI,MYS,NAM,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLV,SVK,SVN,SWE,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,VEN,VNM,ZAF,ZMB,ZWE
2000,4080251.8,92664770.0,142077810.0,4259090.0,290873570.0,92080570.0,23865916.0,190512450.0,2395341.8,1302215.0,25510620.0,42571148.0,11054765.0,42092036.0,8689740.0,350306800.0,3477615.2,3282691.8,580568900.0,89480210.0,59660012.0,3262413000.0,7012016.5,6220671.0,54515612.0,7984018.0,7703729.5,120520130.0,1083820200.0,65638012.0,12239032.0,19820072.0,137448400.0,335597800.0,20313784.0,3805795.8,79088000.0,519261100.0,741819840.0,6127589.5,7985921.5,1314457.1,104633840.0,22987668.0,84120424.0,3951724.5,21636282.0,73057570.0,240058700.0,915857860.0,54487588.0,290597600.0,68670260.0,573351040.0,6610267.0,17732426.0,1547456100.0,103058616.0,11968399.0,6185997.5,4841337.0,485300800.0,33286770.0,2461792.2,18567314.0,20223410.0,8375640.0,14696395.0,38455270.0,2707462.8,441503070.0,4594542.0,7049418.5,4348571.5,4615507.0,812647.75,111795550.0,1653422.1,49809640.0,4424071.5,130198970.0,,2688350.0,32070958.0,20766652.0,25510554000.0,108821620.0,4798767.5,31432318.0,90477816.0,300038530.0,111004010.0,5437090.0,17285490.0,90068270.0,996298800.0,690044.6,210445060.0,5002485.0,123530000.0,8292331.0,46274330.0,19098142.0,85947944.0,914312.0,151333890.0,5449535.5,10186410.0,14157920.0,253142290.0,280971500.0,4953358.5,2846858.8,221923410.0,8007995.0,6252543500.0,72933890.0,36646068.0,286296100.0,3738382.0,11980933.0
2001,4489221.0,97238584.0,130575680.0,4462154.5,299587840.0,96600290.0,25217510.0,189530420.0,3095998.0,1589197.5,29378446.0,45574550.0,11408996.0,39299116.0,8870893.0,343194880.0,3424091.5,3187843.0,559329200.0,107308104.0,53605204.0,3358539300.0,6562658.0,6918767.0,55382564.0,8101592.0,7873555.5,122047310.0,1080514800.0,66415970.0,34130890.0,24582880.0,121375180.0,336452300.0,18937326.0,4428352.5,81282216.0,518898080.0,724694500.0,5761959.0,8647835.0,1266841.2,106585750.0,8774360.0,77386584.0,4186312.8,24483788.0,76594080.0,266465540.0,922813500.0,56758644.0,314282620.0,70260480.0,562461900.0,7170999.5,19751250.0,1511744000.0,116442090.0,12201876.0,4718703.5,5567460.5,485767420.0,39693044.0,2568604.5,19191148.0,20138010.0,8612601.0,13717551.0,41538604.0,2616427.5,450359580.0,4833606.5,7491071.0,4845745.0,4433556.5,722335.9,117677080.0,2164057.5,71513970.0,4585621.0,127565590.0,,3982743.5,33614230.0,21753794.0,25706293000.0,110583590.0,5174407.5,28893740.0,90599630.0,295466780.0,113600180.0,5473695.0,20906920.0,96298660.0,1112514800.0,494832.16,233553710.0,5153578.5,107310040.0,8316374.0,48391828.0,20145912.0,80088180.0,770577.44,157850930.0,5472488.0,12207861.0,14329859.0,202771740.0,257030640.0,5497573.5,2845331.2,257027790.0,7532251.0,6177028600.0,82792050.0,41638890.0,272829150.0,3989791.5,11387120.0
2002,5122826.5,96543890.0,82185576.0,4429072.5,318242180.0,95152760.0,30128420.0,194174300.0,3286180.2,1556601.4,30756322.0,43353450.0,12542899.0,39268732.0,10794609.0,331699780.0,3419405.0,4343976.5,582710600.0,97745110.0,56353452.0,3650753300.0,5278333.0,7632651.5,55664544.0,10538543.0,8359496.0,124936744.0,1027282050.0,66541176.0,28820424.0,26797814.0,121882740.0,359559040.0,19813696.0,3853473.0,81593670.0,511329200.0,733366340.0,5382569.0,8292236.5,1302090.4,109626380.0,9313463.0,75648360.0,4331796.5,26223592.0,74943864.0,275683360.0,937985900.0,58155716.0,302645950.0,68103730.0,575926850.0,7169806.5,20609474.0,1501084900.0,124503304.0,10146500.0,5641723.5,7055036.0,525365630.0,45504536.0,2669271.8,21251656.0,19378462.0,9823661.0,13569010.0,43275210.0,2035996.1,453243620.0,5056652.5,7791457.0,4709149.5,4516672.5,836092.2,123668080.0,1740823.4,71673330.0,4566530.5,131911590.0,,3677258.5,34337924.0,23405714.0,26276868000.0,121393660.0,4813347.5,29974162.0,89942310.0,284870660.0,114237440.0,5265738.5,23914634.0,95970650.0,1118927100.0,485549.0,242639360.0,5231476.0,109346340.0,8277515.0,45834376.0,19530604.0,82014640.0,1142051.9,173792370.0,6896418.0,14876811.0,14947582.0,222880110.0,262569250.0,5924381.5,2957069.0,251150270.0,6358330.5,6294676000.0,81221280.0,47205064.0,254128930.0,4057383.8,12144978.0
2003,5930935.0,125730670.0,112706240.0,3959714.8,334726300.0,100911704.0,33945588.0,206779860.0,3734395.0,1696838.4,34427456.0,46406396.0,9490324.0,40605876.0,10190468.0,324054720.0,5380581.5,2597733.2,577067840.0,95377990.0,53931670.0,4077674800.0,6430839.5,6452432.0,57780972.0,9225020.0,8577072.0,120902250.0,1063152300.0,67613950.0,25522070.0,28855970.0,137742960.0,359061280.0,20694848.0,4071932.0,89447820.0,521299700.0,745496700.0,5838398.5,9596334.0,2744329.5,97404690.0,9109752.0,82940264.0,5310959.0,25325868.0,81288630.0,316448200.0,989343000.0,72249130.0,364527940.0,77064420.0,591448800.0,7320180.0,20005670.0,1525525600.0,124564960.0,9493742.0,5230156.0,6296239.0,542755200.0,52006680.0,2002057.9,17628760.0,22646648.0,11524259.0,14595243.0,39765536.0,2841283.0,453348640.0,4451125.0,8288544.0,5144582.0,4733639.0,984811.0,125956664.0,1826704.1,83576056.0,5007129.5,182803410.0,42222720.0,2542369.8,37669016.0,34172148.0,27669490000.0,120383120.0,,28441436.0,91292940.0,284694270.0,112256390.0,5699003.5,23376916.0,97547096.0,1161657300.0,499445.78,318303600.0,6002749.0,101488070.0,8434543.0,43969764.0,18942824.0,87956376.0,1234658.2,178423100.0,5455311.5,16800448.0,15647052.0,246363440.0,268475870.0,6203872.0,2742931.2,237094670.0,6179624.0,6488340000.0,106215540.0,60064010.0,279123420.0,3916578.8,11458695.0
2004,5527558.5,132588930.0,133358480.0,4232445.5,344699100.0,104585040.0,40277812.0,218675100.0,3513076.2,1713645.8,36872816.0,45850676.0,8232310.0,41778044.0,9914597.0,336391800.0,5330033.5,2654944.2,583747600.0,99209090.0,57147228.0,4315944400.0,7507615.5,6186888.0,57040868.0,9568098.0,9275290.0,115437976.0,1044238000.0,70280990.0,23901140.0,31081082.0,133421900.0,385708830.0,20817132.0,4119383.2,85346904.0,542344200.0,757043200.0,7439636.5,9460037.0,1692338.9,93940340.0,9474338.0,82285480.0,5599751.5,25883948.0,79457380.0,322178900.0,1043524300.0,66818696.0,389863550.0,76561170.0,608345660.0,6789285.0,22005118.0,1533577600.0,130490600.0,10053144.0,6642478.0,7756216.5,553117440.0,53179624.0,2357340.2,20022784.0,21603060.0,13110003.0,13942821.0,45614396.0,2860475.0,473138720.0,4303038.0,8501588.0,5151802.0,5099617.0,837923.6,134199730.0,2099591.2,85805304.0,5163871.5,190576910.0,44919600.0,4317075.0,38986124.0,26620118.0,28632504000.0,141611630.0,,30977838.0,94070770.0,290689060.0,110897256.0,5929815.5,23048030.0,98732700.0,1185026400.0,554964.8,357597200.0,6230209.0,119673610.0,7984322.0,46136308.0,19158484.0,87453650.0,1141350.5,196772210.0,5445715.5,16406187.0,15640718.0,278235970.0,308172900.0,6884205.5,2971285.2,226389800.0,7469890.5,6616287000.0,96105260.0,68576560.0,322865470.0,4150474.8,9740947.0
2005,5832575.0,144856180.0,140712420.0,5773330.0,344164960.0,106815730.0,35183770.0,226349310.0,3758124.0,1678585.8,38894548.0,48614030.0,8644145.0,43009156.0,10668202.0,349915900.0,5085154.0,2649399.8,607721500.0,108517576.0,61108756.0,4718328000.0,7662762.5,6274358.5,63533196.0,9503778.0,9664875.0,110372744.0,1050788860.0,66889290.0,32487758.0,32965548.0,149505090.0,411321250.0,19346728.0,4070679.8,80808730.0,551580800.0,747410240.0,8794489.0,10270810.0,1747442.1,93670290.0,10163656.0,88132344.0,5356273.5,25848424.0,78145464.0,328186750.0,1103954800.0,72844200.0,401951800.0,74132264.0,617943940.0,6970411.0,24519618.0,1541668500.0,142159250.0,11663551.0,7391953.5,9279085.0,581882000.0,65883668.0,2309925.2,20346698.0,21475488.0,14423830.0,13417198.0,47198092.0,2981454.0,494337300.0,3295144.2,8725119.0,5563748.5,4509061.0,786274.4,137293220.0,2379935.8,94848360.0,5145594.5,216477400.0,44110108.0,4617304.5,41759376.0,26617962.0,29614395000.0,146029840.0,,32936190.0,94158070.0,289484900.0,128715750.0,5778287.5,26731542.0,100390210.0,1198617300.0,501409.88,357254200.0,6786089.0,129568870.0,8240333.5,42886340.0,18990618.0,91405736.0,1229447.0,209756850.0,6437441.5,15085392.0,15572339.0,303882850.0,302983230.0,8871200.0,3563123.8,251069200.0,7575054.0,6722181600.0,96251840.0,73312840.0,299210240.0,4045025.8,10931032.0
2006,5741884.5,171656420.0,150954270.0,5126513.5,356152130.0,110255260.0,36985612.0,226174450.0,5727441.5,1849797.1,41598708.0,51004976.0,8830566.0,46905940.0,10976988.0,359236380.0,6100390.0,2321566.2,575943500.0,117705570.0,64381400.0,5135916500.0,8051011.0,6244578.5,68586830.0,10573513.0,9902381.0,115454570.0,1048867650.0,72668300.0,33348084.0,34032660.0,158611950.0,416504700.0,21194106.0,4507541.0,89771896.0,550908200.0,751377540.0,9013389.0,12831066.0,1780714.4,96090130.0,11196579.0,87334110.0,6387334.0,28300670.0,78790664.0,329567650.0,1179129900.0,72322860.0,437026180.0,81206000.0,640001100.0,7565417.5,24457532.0,1514615600.0,162304180.0,13267918.0,8664118.0,10382599.0,607614100.0,63993188.0,3004065.8,20817022.0,23201256.0,14907461.0,15219396.0,49544172.0,2795364.8,508220160.0,3851074.0,9576515.0,6030929.5,4862809.0,875608.2,138601040.0,2299945.8,74786160.0,5667624.5,231138900.0,49807348.0,4317771.5,39850436.0,35444590.0,30628395000.0,157485800.0,,32341348.0,83627860.0,317377120.0,114753070.0,5962521.0,31592514.0,105570536.0,1242069200.0,511517.1,399291800.0,5899211.5,141297140.0,9141141.0,45245656.0,20945414.0,92659640.0,3725148.2,207730030.0,7294585.0,13257301.0,16084998.0,327704350.0,307243200.0,8761714.0,4059432.2,266296160.0,8314534.5,6706828000.0,96648540.0,76380320.0,333455840.0,4600414.5,11260359.0
2007,5986061.5,189560830.0,156116080.0,10114060.0,367821220.0,105475030.0,30825742.0,234875140.0,6337562.5,2250765.8,42334172.0,54066024.0,11364317.0,49354296.0,11469197.0,392872450.0,7070983.5,2724718.5,598269200.0,107522280.0,70465896.0,5547083000.0,8218491.0,7448541.5,71608490.0,11993180.0,10752832.0,121776536.0,1037784200.0,70137020.0,28127278.0,38342310.0,172629280.0,428387740.0,21233556.0,4828041.0,88758430.0,550392000.0,749793340.0,10161898.0,13483507.0,1859945.1,97069040.0,10925510.0,86401740.0,6784814.0,29665392.0,82129940.0,368938050.0,1297334000.0,72836216.0,491954780.0,81664936.0,626867300.0,7561549.5,25932062.0,1523259500.0,174155580.0,14255996.0,9615447.0,10845768.0,633599000.0,67909060.0,3204261.8,19420644.0,24409954.0,11876027.0,17737386.0,54231736.0,2906702.8,501577920.0,4752899.0,12257385.0,7128195.0,4760239.0,844826.0,149192800.0,2563028.2,83329390.0,6127205.5,199290640.0,55002564.0,4789466.0,40194256.0,40765972.0,31534645000.0,170264290.0,564078.1,39578452.0,90412740.0,325096540.0,115498424.0,6795019.0,37190544.0,112798670.0,1313632400.0,553346.56,392950200.0,6704259.5,132583720.0,9117265.0,48706584.0,22847916.0,91845590.0,1312861.1,212684350.0,5285319.0,19264928.0,16381640.0,363370620.0,290235840.0,9204583.0,4525337.0,292999700.0,8770283.0,6637332500.0,105622980.0,80479496.0,340194620.0,5687316.5,11032661.0
2008,6549046.0,220239570.0,172774380.0,6532392.5,362951600.0,103770990.0,33967280.0,234544910.0,7537472.5,2325692.2,44701636.0,55090012.0,13359985.0,52102892.0,12073896.0,443161630.0,7691214.0,3338255.2,582889300.0,106727390.0,80439416.0,5969417700.0,8227474.0,7734507.5,76747810.0,12608944.0,11825174.0,124242840.0,1041079740.0,68439060.0,27174740.0,35641640.0,182912530.0,393389820.0,17496052.0,5338104.5,82722470.0,543898600.0,716098800.0,9317458.0,13900639.0,1949270.8,97415570.0,10046768.0,85083976.0,13935546.0,33686530.0,83409550.0,367493500.0,1381225200.0,65469176.0,515729120.0,91100184.0,615078200.0,7020861.5,28716100.0,1501034600.0,158965140.0,15125101.0,16269121.0,12616631.0,639534500.0,71571580.0,3792712.5,20582298.0,22587750.0,15868832.0,16236593.0,59976830.0,4199497.0,509729900.0,5930638.0,13080131.0,8256029.0,5323117.0,931092.6,163728140.0,3337293.8,92314170.0,5649127.0,221481250.0,50746064.0,6141104.0,40459144.0,44347970.0,32074197000.0,168989440.0,84437.98,45846536.0,99637540.0,329257800.0,115038750.0,8164874.0,38653108.0,115914110.0,1336601600.0,554528.0,437883330.0,7160757.5,187311650.0,8860139.0,51996716.0,23371586.0,90103970.0,1261998.0,222328430.0,6457184.0,18587114.0,16718499.0,350497380.0,284045100.0,11595826.0,4786233.0,299212400.0,11091941.0,6313053000.0,106480020.0,91702584.0,340150270.0,6497527.0,10373525.0
2009,6915793.0,204334800.0,157688500.0,5889708.0,394044450.0,95321570.0,32004948.0,200573340.0,6473381.5,2949895.2,48737532.0,45028616.0,17079044.0,56430372.0,12560193.0,413777820.0,6445120.5,3843586.8,574165700.0,103797830.0,64623116.0,6721093600.0,7148861.5,9733516.0,79000560.0,10423528.0,8723558.0,114164200.0,973607800.0,62253730.0,55426628.0,37171430.0,199072510.0,345655680.0,14060517.0,5607524.5,69828070.0,505082140.0,625231000.0,7640849.0,11821845.0,3273297.2,106380290.0,10060680.0,71927224.0,6969864.0,25621694.0,69271710.0,395104300.0,1525166800.0,53002276.0,521616030.0,80432590.0,564817100.0,5507016.0,30319402.0,1394255700.0,153858690.0,17078640.0,13078628.0,11009440.0,574909600.0,76842840.0,4867271.0,19102014.0,21246246.0,9433253.0,12021727.0,57156668.0,3502832.0,490208030.0,4668927.5,13444373.0,8542607.0,4853026.0,904939.94,157103180.0,2893960.2,88748760.0,5523224.0,193608320.0,51149930.0,3672741.0,35600216.0,43982676.0,31541924000.0,167236460.0,1119479.0,45812980.0,92939540.0,310350270.0,95530030.0,7101971.0,47186548.0,92311130.0,1286849000.0,550523.1,500337280.0,6286255.5,102519800.0,7884901.5,48810628.0,19367416.0,77299544.0,2024656.1,222827920.0,5848034.5,24772860.0,18940250.0,324967040.0,243020600.0,9936431.0,5439683.5,251186140.0,10177043.0,5776546000.0,130267064.0,100435520.0,343212480.0,5356110.5,9652679.0
2010,6614645.0,208396820.0,171836690.0,5294048.0,394842560.0,101114090.0,30360416.0,216105520.0,7193261.0,3135729.0,52965380.0,45038860.0,18192768.0,61755844.0,13044634.0,484790660.0,6563249.5,10079864.0,606122560.0,100762340.0,74003190.0,7337082400.0,8093852.5,9634041.0,85228424.0,11091085.0,8636874.0,120635200.0,1019208100.0,62358220.0,71659256.0,40063800.0,202285330.0,328199520.0,17240686.0,5026764.0,82650720.0,503333280.0,672886300.0,7992992.5,14060273.0,4316084.5,92242610.0,10325728.0,79914350.0,6690801.0,24132420.0,72053920.0,445643780.0,1577530000.0,50224300.0,488250660.0,85642460.0,603467100.0,5566500.5,27265680.0,1445525800.0,138891460.0,16886326.0,11358266.0,14672972.0,650902700.0,78592960.0,2255990.0,22073048.0,20675702.0,10774786.0,13357486.0,59314984.0,3203846.5,501522620.0,5918512.0,14678175.0,8243960.5,4887638.5,905449.06,178478770.0,7096173.5,101644580.0,5350141.0,222055440.0,55133436.0,4432267.5,36320880.0,45381624.0,33355903000.0,166128130.0,1178866.1,52655704.0,101948984.0,329715070.0,95845384.0,8726407.0,44077220.0,92755350.0,1361998100.0,613889.2,544607400.0,7381884.0,108722440.0,7898930.0,51198316.0,19949470.0,86178824.0,1974549.5,247085550.0,7847278.0,24873024.0,20526784.0,353042620.0,291201060.0,11336649.0,5999789.5,248392930.0,9942069.0,5961901000.0,139260800.0,109478180.0,337124960.0,5176552.0,9263322.0
2011,7141479.0,223546110.0,189772180.0,5274906.0,394452100.0,103070220.0,32445916.0,220189860.0,8977530.0,2834454.5,53353560.0,47010576.0,12582083.0,51033716.0,14560837.0,519310500.0,8793996.0,12601550.0,599874500.0,103774330.0,84915200.0,8139868700.0,7872748.5,9260385.0,87988660.0,12240398.0,8328218.0,115782250.0,979797500.0,59892104.0,51791716.0,43034150.0,213177230.0,321054080.0,19534660.0,5524833.0,70748650.0,501745920.0,609205600.0,10157003.0,17520412.0,4680710.0,82761220.0,9567469.0,97364190.0,6863127.5,23231178.0,69206660.0,505095970.0,1629815700.0,48092916.0,495675360.0,87848170.0,581580200.0,5886301.5,29929670.0,1526404200.0,126125790.0,19246774.0,12875050.0,20880904.0,675295900.0,76063350.0,2227631.5,29659354.0,23623562.0,12175726.0,13472144.0,62994664.0,3778314.0,544620500.0,8156717.5,23303562.0,10828158.0,4991764.0,984575.44,191844780.0,7037426.5,103855420.0,5481239.5,211053040.0,50995172.0,4830497.0,36892750.0,48747892.0,34504540000.0,168873710.0,221348.7,54786756.0,109291220.0,325521100.0,63062544.0,9946441.0,34756988.0,95917576.0,1424809600.0,707250.7,529194240.0,9201607.0,213788340.0,8363780.0,49124600.0,21386550.0,84337450.0,1898155.6,253348300.0,7647670.0,18631020.0,18976022.0,386118400.0,303196900.0,14908059.0,6578908.5,268732830.0,11771498.0,5815465500.0,120003880.0,115201360.0,336243070.0,6730393.0,10436282.0
2012,6842564.5,231403360.0,189756530.0,6517877.5,401404400.0,99631700.0,35786988.0,209161800.0,7244852.0,3283396.2,60545420.0,43867400.0,12355384.0,63646370.0,16239116.0,553614800.0,9051328.0,11925022.0,577038660.0,148593250.0,89322350.0,8498904000.0,11223653.0,9885247.0,94470300.0,12165735.0,8122344.0,110824050.0,918394430.0,52886896.0,57646548.0,42537630.0,221269680.0,295449540.0,17608196.0,7450090.5,67800890.0,480105730.0,632347600.0,10975922.0,22285242.0,4557569.5,75271240.0,9631572.0,107850920.0,6982546.5,23495842.0,61671164.0,537546430.0,1791211800.0,46945216.0,553575940.0,88559200.0,528563970.0,5625417.5,34119976.0,1583696100.0,129381420.0,20150362.0,18093268.0,20253762.0,656024800.0,79959000.0,2608124.0,29472218.0,21261142.0,12035408.0,13313036.0,64154670.0,4060812.8,554763800.0,7932341.5,36675444.0,9811486.0,5065307.0,1074825.2,209819070.0,8995501.0,78209690.0,5690808.0,188788420.0,47845292.0,5067068.0,38775276.0,53996292.0,35000020000.0,171178800.0,,58092948.0,118023580.0,324565660.0,52070396.0,9320689.0,44546336.0,91866696.0,1471615000.0,830323.0,579372500.0,10073736.0,242689090.0,7930578.5,43378076.0,18892220.0,77624330.0,2135744.5,261305260.0,6621666.0,16038854.0,20440068.0,397273700.0,280876860.0,16339564.0,5988786.0,272901220.0,12788616.0,5649190400.0,88464850.0,110314970.0,354580770.0,7214239.5,11883060.0
2013,6576825.0,241617100.0,198420060.0,6046451.0,380210300.0,94883416.0,36511880.0,209924800.0,7712665.0,3637504.5,63730612.0,38250880.0,12674529.0,66368564.0,17146818.0,591248500.0,8562043.0,12051812.0,577340740.0,140514640.0,90374056.0,8724485000.0,12500697.0,9643644.0,101232430.0,12140669.0,6473890.0,108903540.0,928117570.0,52361468.0,47973856.0,45583036.0,213527100.0,276050100.0,17171180.0,8311012.0,66533132.0,467194270.0,615386560.0,10466358.0,20353774.0,2054861.2,63914064.0,10732093.0,121747384.0,17501492.0,23530406.0,60494850.0,512286300.0,1780644500.0,46654820.0,516909250.0,79716790.0,491287650.0,6004342.5,35374520.0,1530563000.0,154051820.0,23235712.0,17090166.0,23204432.0,656950660.0,76968350.0,3345409.8,30060502.0,21103078.0,11602054.0,12742290.0,63639324.0,4735847.5,562042200.0,6482681.5,43466384.0,13439607.0,5114633.0,1025108.4,238465280.0,9947449.0,116552850.0,5756070.5,189076780.0,48448576.0,5894353.5,39292056.0,56874936.0,35301655000.0,165507230.0,,57480310.0,128603140.0,311048300.0,49833936.0,9835090.0,46778524.0,79183050.0,1432688100.0,770679.2,568656400.0,9846205.0,256133490.0,7879040.0,43263730.0,18062398.0,74200264.0,1498070.5,266708270.0,11962758.0,15777795.0,20672434.0,386145950.0,288772260.0,19602792.0,6064230.5,273348220.0,12404772.0,5737805000.0,106602860.0,115213850.0,347960400.0,7587358.0,12172344.0
2014,6510896.5,241972130.0,185183280.0,5817408.5,379555740.0,95261016.0,37353628.0,211873250.0,7651133.5,3751083.2,104828250.0,38910260.0,14415131.0,63005624.0,19598720.0,612419400.0,8687726.0,13578839.0,558162100.0,136920380.0,83510740.0,8806582000.0,13286442.0,10638707.0,109918456.0,12056082.0,7056893.5,102684220.0,904751900.0,50977170.0,36354080.0,49246790.0,240221920.0,281076130.0,17295726.0,10277788.0,61465080.0,434561950.0,593805700.0,11316782.0,20994202.0,2062713.5,60039630.0,11400877.0,112924000.0,7313832.5,19121552.0,57765960.0,509617570.0,1956705000.0,47310932.0,556360000.0,81628190.0,471494850.0,6038642.5,35382692.0,1441705600.0,155459570.0,27808596.0,17902614.0,21975886.0,672573250.0,75794150.0,3522164.2,32083432.0,21261036.0,11315340.0,11870426.0,63330452.0,4905946.0,553864900.0,7600786.5,29175754.0,18136632.0,5351116.5,948806.9,238668100.0,11552653.0,121553910.0,6421753.0,170044980.0,48016636.0,6948689.0,39026410.0,59579564.0,35450094000.0,173189700.0,169889.25,61661772.0,135142800.0,301446460.0,48962690.0,10077675.0,56638268.0,81598520.0,1395242600.0,918649.3,587200300.0,11416441.0,184592160.0,7957947.5,39598070.0,17556710.0,73208650.0,1601702.2,252938430.0,20047700.0,20555520.0,22267658.0,398000500.0,290979780.0,19685486.0,6528637.5,222340430.0,11364969.0,5834858500.0,149903470.0,132897170.0,347637950.0,8625829.0,12747053.0
2015,5913569.0,248401800.0,199895330.0,5889927.0,381337440.0,89117920.0,37222364.0,207764560.0,7813701.5,4519446.0,76565520.0,40575350.0,18004808.0,59981590.0,20362128.0,548048450.0,7533507.0,12772899.0,537848060.0,141574400.0,86706240.0,8860398000.0,13170187.0,11178753.0,110564536.0,12053800.0,6672014.0,104489520.0,895019700.0,49117356.0,35782468.0,47141640.0,246548750.0,281609150.0,17969062.0,11438232.0,55136988.0,422408060.0,585714000.0,11755258.0,22001488.0,2411137.5,56251196.0,13430535.0,90187630.0,8133955.0,21478722.0,59174984.0,544589600.0,2093845000.0,46509180.0,603150800.0,80567570.0,453768160.0,6455761.0,35141892.0,1356430300.0,195884850.0,27677842.0,16083104.0,26444868.0,666678850.0,96851970.0,7337801.5,34570890.0,20434240.0,10999774.0,11962939.0,63595624.0,4852564.5,543252100.0,8416349.0,23507702.0,15282137.0,5029545.0,989283.56,226737730.0,11112780.0,122061304.0,7402576.5,168170640.0,49934924.0,6319791.5,38525090.0,64950644.0,35404894000.0,173444860.0,1287485.9,61691936.0,143107420.0,311039870.0,51925500.0,9922293.0,67343550.0,79336860.0,1322551200.0,1078802.6,652951360.0,12043014.0,159793090.0,8577947.0,40298096.0,17572674.0,71315864.0,2114567.0,253206580.0,8922668.0,24038752.0,23886410.0,411881860.0,274717400.0,21649554.0,6748774.5,184864590.0,10747059.0,5787921400.0,88613700.0,155899800.0,334828450.0,8235317.5,13216718.0
2016,5823303.5,249571790.0,187186930.0,5516456.5,371569800.0,92225740.0,35542356.0,207923150.0,6833062.0,4570775.0,117834950.0,39576120.0,17839924.0,58699904.0,21627340.0,487699260.0,7069853.5,13258205.0,521455040.0,161010560.0,87850104.0,8860694000.0,15172061.0,11548761.0,104856590.0,12182671.0,6846533.5,105590960.0,906516350.0,49465864.0,30317754.0,42971540.0,259715740.0,273391550.0,16548517.0,13195639.0,57099110.0,429541220.0,570481300.0,11622802.0,19945498.0,5091602.5,57365132.0,14246257.0,83894220.0,7681095.0,22577834.0,60445050.0,549644900.0,2184524500.0,49049950.0,562238400.0,80772376.0,440483840.0,6959077.0,31657094.0,1329164400.0,179325180.0,27475234.0,17028124.0,26094574.0,655504060.0,107403864.0,12742104.0,38511400.0,21393254.0,9815821.0,12016610.0,65593664.0,4854643.0,531662980.0,9179490.0,23803114.0,15970135.0,5270168.0,1241524.2,224576130.0,11157279.0,124054150.0,7410243.5,168392960.0,49095908.0,9438470.0,38118410.0,67289064.0,35416658000.0,203427950.0,2234121.2,62228680.0,155011230.0,308911500.0,54445924.0,10648538.0,71337580.0,80481220.0,1364548900.0,1121335.0,648699900.0,12900150.0,148053600.0,8466654.0,40646908.0,18289504.0,71193020.0,2416512.5,254499950.0,13350876.0,28348694.0,23205668.0,418232200.0,279062980.0,19349462.0,6972386.5,179848350.0,9758120.0,5660035000.0,70825750.0,161498670.0,334183800.0,7625072.5,11785440.0
2017,5955839.5,240614290.0,190764740.0,5800014.0,377563460.0,91780536.0,34349276.0,200995400.0,6828871.0,5083536.0,126032856.0,41088676.0,19202474.0,59872100.0,22514074.0,499346240.0,8416208.0,11422121.0,528403420.0,127948680.0,88383890.0,9134990000.0,15159820.0,11235527.0,96887990.0,12266531.0,7805646.5,110668840.0,896809860.0,49196764.0,30509836.0,44681730.0,257075540.0,293396260.0,16771322.0,19471102.0,55467390.0,427657100.0,543523100.0,11296140.0,19244932.0,5158184.5,56948136.0,15229106.0,86231160.0,8106323.5,21876712.0,65417684.0,564066600.0,2281589000.0,49881388.0,603298560.0,77737630.0,445416350.0,6271798.5,31535620.0,1307205400.0,187786030.0,26250944.0,16594379.0,27617300.0,689193500.0,100134580.0,20912040.0,37183508.0,22243198.0,9709952.0,14251861.0,66605684.0,5560534.0,518727420.0,8729680.0,30455434.0,12675334.0,5616541.0,1139337.0,227725180.0,9281064.0,113230776.0,7214797.5,168075680.0,49856100.0,11618008.0,38486850.0,67846910.0,35989897000.0,242514690.0,17644158.0,63493012.0,167077780.0,321847970.0,58108652.0,11932669.0,72754480.0,84457500.0,1400043500.0,1679916.8,609834430.0,13616746.0,154914380.0,7809744.5,40871630.0,19798174.0,72255790.0,1971735.6,258801020.0,14691638.0,24946028.0,23190252.0,440704350.0,288559260.0,18545746.0,7693158.5,181136930.0,9969538.0,5632437000.0,65237576.0,158736900.0,327023400.0,8116984.5,9965037.0
