Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1972,0.031136252,0.14089595,0.0438485,,0.108444296,0.7095408,0.023179552,0.0007234716,0.6943727,0.24172372,0.16812104,0.02650486,0.59408814,0.057868063,0.048489884,0.18057778,0.3352889,0.017017685,0.030412303,0.017378327,0.43025634,0.0055623236,0.17457698,6.3024797,0.0024470564,0.04757097,0.06396587,0.0128972195,0.03023935,2.923607,0.19932544,0.34543353,11.396531,0.42577606,0.16245402,0.5151222,0.05405323,5.0853203e-05,0.68473864,-6.98384e-05,0.0002629418,0.272446,0.75992846,0.01304846,0.71318144,4.62944,0.0011613177,2.017177e-05,0.294532,0.11451266,0.18038173,0.17824735,0.13025613,,0.70027107,0.100030616,0.39686924,0.24654254,0.0064977272,2.1312387,,0.09776682,3.0173674,-0.026069002,0.045180526,0.052950386,0.0039445134,0.010886653,-0.0011870832,0.16260107,7.78054e-05,0.13133532,0.028349647,0.102854215,0.060276665,-0.00010152411,0.30852368,1.5287411,2.721376,0.14524008,0.81569594,0.16538209,0.010205951,0.08100946,1.1341665,0.029514937,0.011378408,4.1200914,0.9601209,0.05674359,0.0808222,-0.015343599,0.000118657474,-8.458583e-05,-0.002157264,0.12773986,0.11920686,0.03008708,0.019878391,0.07450206,0.00077042606,0.00047219012,0.10699274,,0.087440535,0.061378304,0.08983407,0.11448592,0.11281437,0.18090732,1.6951068e-05,0.78600425,,0.031235382,0.0128484005,0.0034553057,0.800811,0.0061531435,0.10145465,0.16056088,-0.0004825968,0.0029945758,0.117801294,0.6934559,,-0.06842178,0.5128758,0.08854019,1.6951068e-05,0.73215663,0.09561857,0.2113812,0.0003559724,0.13816777,0.009538535,100.0,0.2534456,0.124888174,0.54639256,0.70177245,0.0007967002,0.0027209856,1.4423584,0.18140206,0.093235895,0.09771195,,0.049832687,0.68659794,9.043188,0.03328461,0.33779952,0.09063638,0.034824394,0.100177936,0.002892361,0.04156334,0.021282692,0.04072494,0.15222722,0.051492732,-0.0009029834,0.016619083,0.2503011,0.047215864,0.28161424,0.014802519,0.00020341281,0.02311479,0.014120579,-0.0014947235,2.5378802,0.04231308,0.10345486,,0.00042513278,0.047149457,0.06956226,0.61765057,,0.4458358,0.20301627,2.4590356,-0.0034363365,22.307293,0.31652758,8.25517e-05,0.44566187,0.3260618,0.004237089,0.0009458696,0.007087072,1.1514007,0.28904563,0.09441153
1973,0.027046135,0.13502885,0.040376477,,0.13710117,0.68646914,0.02396046,0.00050539797,0.7299205,0.25162327,0.16970597,0.020860301,0.61102206,0.059205733,0.05338922,0.1430706,0.3512991,0.024711005,0.035343,0.027762838,0.43815514,0.009268639,0.23115037,6.1912966,0.002269204,0.045470066,0.0661346,0.011982362,0.029929895,2.832626,0.20733264,0.3336178,10.596335,0.6085858,0.19815473,0.46874672,0.054459583,4.9227074e-05,0.56496483,-6.0713395e-05,0.00032135265,0.11456158,0.39968655,0.0018371278,0.6935627,4.6857634,0.0010805343,7.5481485e-06,0.27185535,0.1051884,0.21062887,0.2131991,0.11642351,,0.69284546,0.10422705,0.3408442,0.26455405,0.0040893354,2.210442,,0.10858295,2.9708807,-0.019497221,0.045921147,0.048558567,0.010545589,0.0119925365,-0.0022683835,0.17957044,0.00011207364,0.144627,0.023561392,0.0887665,0.06859604,0.00089918624,0.31141433,1.5101063,2.458224,0.14043859,0.72736233,0.18058437,0.0107244,0.08918862,1.2450428,0.037831012,0.01312638,4.221592,0.96422434,0.05331192,0.081290804,0.037750598,0.00016409025,-7.0230635e-05,0.0650929,0.108485155,0.12793526,0.033817086,0.023211593,0.06865586,0.00062567607,0.0005776869,0.099195965,,0.09443985,0.062524766,0.09361832,0.104492076,0.11407025,0.17552601,1.6409025e-05,0.7766923,,0.035104647,0.02597994,0.0032179737,0.5999303,0.0064477758,0.09924021,0.14056703,-0.0024413348,0.002812835,0.0868484,0.5929555,,-0.15578961,0.5242185,0.06705874,1.6409025e-05,0.7417135,0.09985525,0.16259275,0.00037740756,0.14945456,0.009358067,100.0,0.12551115,0.09655466,0.5153972,0.9142207,0.0007876332,0.08230636,1.4234056,0.2119369,0.09768625,0.19162731,,0.0558707,0.729145,9.468837,0.042266857,0.44074643,0.0734314,0.041233834,0.0924002,0.002828916,0.03910139,0.020062858,0.039625987,0.17344795,0.047278747,-0.0008258661,0.015778508,0.24299487,0.053129733,0.2922006,0.008392888,0.00021331733,0.05350323,0.01642609,-0.001863624,2.5828736,0.043179262,0.105015405,,0.00038905797,0.044765532,0.060408577,0.5126194,,0.35974097,0.19518682,2.503973,-0.004207898,22.321531,0.32273057,0.000102556405,0.45328778,0.32405764,0.0039169984,0.00082832755,0.012383626,1.1131984,0.2768919,0.10495595
1974,0.026547652,0.1328933,0.033797614,,0.14136462,0.68681693,0.025452832,0.0009769796,0.5970172,0.24071883,0.17500947,0.017684555,0.5995705,0.06390614,0.059576236,0.1257016,0.33582973,0.024382308,0.033110183,0.028260846,0.4462709,0.006325389,0.2623293,6.3474364,0.0023370755,0.0400785,0.06313909,0.011657091,0.034049373,2.8204722,0.18819109,0.30278823,10.63944,0.5780707,0.2157086,0.39384025,0.0500951,4.962646e-05,0.5065463,-5.442368e-05,0.00033663283,0.18103808,0.48531088,-0.011568428,0.70762366,4.630577,0.0011672144,6.782283e-05,0.25639933,0.11675064,0.26178688,0.31267548,0.12603745,,0.76237965,0.110863365,0.30957088,0.24975714,0.010008677,2.1571436,,0.10109374,2.801888,-0.014528557,0.10629343,0.04499151,0.0051633026,0.010389631,-0.004219407,0.1710362,3.6227317e-05,0.120100655,0.030028969,0.11749442,0.06688183,0.002103596,0.3193173,1.4463937,2.3444543,0.13492434,0.70408005,0.16418958,0.010450765,0.088632494,1.2924767,0.035192322,0.012306751,4.2513633,0.97308236,0.16347608,0.082555875,0.01661163,0.00014887938,-2.762539e-05,0.08773962,0.08720227,0.12376607,0.03270152,0.023075353,0.04574029,0.00071511726,0.00046760513,0.08865753,,0.10104707,0.06418609,0.09601686,0.12830018,0.120647065,0.39912173,1.6542153e-05,0.83878106,,0.034837965,0.032811385,0.0028900795,0.50982624,0.0058284705,0.103346325,0.124394,-0.001961734,0.002964354,0.06451871,0.7249885,,-0.13169579,0.56169623,0.079698615,1.6542153e-05,0.7237484,0.090827584,0.14419033,0.00044663815,0.26315886,0.010475485,100.0,0.16607614,0.10907253,0.4300957,1.1726964,0.00087673415,0.09239587,1.489036,0.24227846,0.1016562,0.24411526,,0.047340866,0.75886583,9.556514,0.04049767,0.45905983,0.080845185,0.03095343,0.09636053,0.002843927,0.038938574,0.02190951,0.04333614,0.1739245,0.050619677,-0.0007121397,0.0127694085,0.24684018,0.052666593,0.2663113,0.0074414886,0.0002481323,0.0022616023,0.037694935,-0.0015915406,2.0146718,0.044243135,0.10887465,,0.000342588,0.044515464,0.06438216,0.45615312,,0.31258526,0.21282311,2.5861475,-0.0042819395,21.722769,0.33446163,7.510138e-05,0.47478062,0.27597877,0.016204694,0.0010148612,0.01156735,1.129165,0.24854158,0.09026134
1975,0.025921473,0.09599517,0.03790348,,0.14044556,0.6733499,0.026759326,0.0022638103,0.97516644,0.22817376,0.18398276,0.01523805,0.54174703,0.062476493,0.054186128,0.11146134,0.42241383,0.02599786,0.036851097,0.031629384,0.46621665,0.012211352,0.19457133,6.519563,0.002687177,0.03463272,0.062568784,0.011738441,0.032096166,2.839273,0.17715065,0.34655038,10.585223,0.56755775,0.24867696,0.40900436,0.049606144,6.6280496e-05,0.45885706,-3.0489016e-05,0.00036669683,0.21179013,0.53732556,-0.010726709,0.74540335,4.3752666,0.0011912262,1.4416015e-05,0.25909585,0.15619962,0.27877468,0.26733068,0.1429523,,0.7779424,0.1176465,0.28057244,0.24301301,0.012002543,1.9610661,,0.13655704,2.74458,-0.009205138,0.06419614,0.04036499,0.0032669655,0.009964277,0.004186773,0.18270226,8.964437e-05,0.14399903,0.005875766,0.15241115,0.068475984,0.004312867,0.32254615,1.4212457,2.1390398,0.1380694,0.62350065,0.16584907,0.009617434,0.08852176,1.2296494,0.038055025,0.013736754,4.043425,1.0072536,0.11557359,0.08592163,0.05656444,0.00014913111,-3.512866e-05,0.12518893,0.076054275,0.11803827,0.028639419,0.023282724,0.055403184,0.00057349197,0.0005964689,0.1232577,,0.111702465,0.052732103,0.09904003,0.118720405,0.12834916,0.44823962,3.3637352e-05,0.8899756,,0.03624752,0.08204752,0.0025730089,0.44730482,0.0058080214,0.09938408,0.10667667,-0.00032808867,0.0025231326,0.05815161,0.7586786,,-0.10434041,0.4803442,0.06901797,1.6570124e-05,0.692244,0.1073926,0.13648018,0.00046396346,0.28099328,0.03276228,99.99999,0.11664026,0.120089024,0.40769857,1.5079508,0.0008782166,0.11222348,1.6231108,0.27585307,0.104900405,0.27087128,,0.049521666,0.804892,9.765203,0.037947077,0.39208075,0.07499232,0.02870016,0.10761947,0.0025993553,0.03871676,0.027374092,0.042792015,0.17945474,0.047339603,-0.00061988836,0.014742399,0.25877976,0.05414418,0.27659425,0.0057715396,0.00026512198,0.04955138,0.053205013,-0.0016116104,1.6765392,0.046361193,0.11472313,,0.00011367105,0.041786473,0.065235876,0.46540752,,0.2724839,0.21885176,2.7205424,-0.0030175103,21.088394,0.352604,7.655397e-05,0.43225223,0.4930643,0.0068371645,0.0018561853,0.010108356,1.1586226,0.22713275,0.07811955
1976,0.022907574,0.080744155,0.04170803,,0.17175078,0.65554595,0.02685779,0.00087958405,0.8693947,0.23798336,0.18226746,0.016685419,0.55404407,0.06193723,0.04898405,0.09926024,0.3544015,0.028472066,0.027380008,0.031484682,0.4598746,0.012068834,0.24775764,6.3906636,0.0024094475,0.029209526,0.056156177,0.012567143,0.030096414,2.8233097,0.17538771,0.24471954,9.547505,0.7420332,0.22838423,0.39347565,0.04328732,6.3519336e-05,0.53741103,9.210309e-06,0.0003274422,0.22391364,0.3595744,-0.0074672843,0.745269,4.5797157,0.0011492237,-2.8583681e-06,0.26543316,0.13222381,0.22678544,0.34387642,0.14710055,,0.81264645,0.11840534,0.25296804,0.24811876,0.009545564,2.0688546,,0.12631328,2.6097972,-0.0038560086,0.049179375,0.036418814,0.0029006107,0.009083741,-0.0040679374,0.19098894,9.0038666e-05,0.16630799,0.026499793,0.18223982,0.06589181,0.004176965,0.32812917,1.4348657,1.871973,0.15465884,0.64638907,0.22215587,0.009442978,0.084796146,1.2925448,0.032947484,0.014664649,4.0155826,0.98754555,0.083766595,0.08462856,0.02862499,0.0001429185,-9.686695e-06,0.17741635,0.08001295,0.10557152,0.025417084,0.026791336,0.0806932,0.00052292296,0.0005555125,0.13247031,,0.114250146,0.050555024,0.09773947,0.1413101,0.12793519,0.36801714,4.81159e-05,0.97277576,,0.034972634,0.046004754,0.0032021687,0.37717083,0.0049700337,0.12619847,0.09259656,0.00016435618,0.0025909538,0.05105446,0.8680318,,-0.07832586,0.50091714,0.10193184,1.5879834e-05,0.7384515,0.11745924,0.12529477,0.00044463537,0.18384282,0.03606088,100.0,0.13901803,0.11638304,0.37893313,1.5475531,0.0004922749,0.107611135,1.6581918,0.28367147,0.105438754,0.2685484,,0.044964965,0.8195103,9.955369,0.034399215,0.45429248,0.06997342,0.0009401754,0.12717746,0.0043013706,0.036641132,0.03057526,0.041514333,0.17396268,0.04343192,-0.00055817614,0.015111472,0.25830716,0.052962966,0.29969665,0.0031559584,0.00034935636,0.032631647,0.035002492,-0.0021772839,1.6517041,0.04603965,0.114171125,,0.00017039063,0.066981494,0.05877802,0.53100467,,0.23949064,0.17349556,2.7007523,-0.0032384156,21.476334,0.35110795,0.00093754544,0.46095884,0.39779735,0.006036878,0.0017815586,0.010934896,1.1326606,0.20159997,0.07942839
1977,0.022452114,0.08571251,0.039686713,,0.16143522,0.63107055,0.026549285,0.0011331168,1.3957568,0.22309418,0.17920445,0.016795337,0.5173316,0.05498852,0.046057098,0.09024511,0.34058517,0.031081825,0.039767295,0.031609,0.4479576,0.016934955,0.182091,6.284251,0.002554472,0.02994337,0.05638256,0.012415763,0.028048381,2.7431457,0.17254639,0.20988736,12.0331,0.7017938,0.19679606,0.37587798,0.032271553,0.00012207023,0.40363687,0.0014820852,0.0003411863,0.20911029,0.26184076,-0.0057005305,0.73919326,4.246583,0.0011152641,-1.8463119e-05,0.2611183,0.11139915,0.20754509,0.25312918,0.1517938,,0.76761925,0.11993657,0.22525154,0.22887778,0.011838011,1.9499601,,0.12498933,2.5314407,-0.0003271184,0.1034815,0.03224195,0.0035028053,0.008662561,0.0044436613,0.22542983,-2.899167e-05,0.15419535,0.015328816,0.1502869,0.063297436,0.009782999,0.32719105,1.4173338,2.737068,0.13976997,0.5918977,0.21246274,0.009657517,0.08260031,1.221964,0.032895017,0.015663281,3.964464,0.95809996,0.07042892,0.08264361,0.06114025,9.155267e-05,-2.136233e-06,0.23003846,0.07164865,0.10529106,0.021755572,0.024176963,0.08734023,0.0004136655,0.00061265315,0.13451892,,0.114262424,0.044783052,0.097615264,0.16824196,0.12738998,0.4009585,6.149288e-05,0.9891851,,0.032708097,0.032237336,0.0031124856,0.33889046,0.005150204,0.11947447,0.08800511,0.00024749732,0.0025230388,0.05571019,0.8655579,,-0.059057232,0.4376452,0.075977705,1.5258779e-05,0.68363035,0.11393563,0.1197137,0.00047302214,0.21942511,0.035520453,100.0,0.21260239,0.07705941,0.35526726,1.0497925,0.00076293893,0.053679008,1.676735,0.29937762,0.102441795,0.27519393,,0.041291013,0.79686934,9.867043,0.030653056,0.5054598,0.056790955,0.0027350846,0.115007095,0.0048229946,0.03971677,0.040185384,0.040370915,0.1630494,0.039261654,-0.0004113767,0.013268179,0.25549334,0.049951836,0.27992108,0.016560812,0.00035095192,0.04823631,0.035942663,0.03576154,1.557837,0.04519521,0.11271786,,0.00017639148,0.06524987,0.042027444,0.52157074,,0.67605364,0.16218567,2.661929,-0.0041329716,21.749374,0.34647506,0.00037170385,0.42593756,0.325852,0.0043733185,0.0015077199,0.012270202,1.1072046,0.16217643,0.067351565
1978,0.019546958,0.08733877,0.039401554,,0.18286124,0.61750156,0.027214855,0.0012465086,1.2603108,0.21991578,0.18216278,0.015047449,0.5441687,0.052211333,0.046043444,0.083675504,0.34889427,0.031697445,0.02626024,0.036504433,0.44893226,0.009428508,0.23530275,6.381198,0.0026788935,0.04313213,0.053617075,0.012480799,0.027414657,2.7471702,0.1766161,0.18034136,13.482825,0.49882418,0.25363743,0.30451298,0.020900007,0.00011972708,0.3820594,0.00067136966,0.0008550981,0.22436064,0.21503496,-0.0044942615,0.731878,4.2743864,0.0011210945,8.380896e-05,0.25289142,0.106043264,0.27221525,0.27186504,0.15210053,,0.768008,0.12205382,0.21086109,0.23313157,0.0049713273,1.9877266,,0.093210034,2.485075,0.0040214444,0.062481765,0.031140717,0.0014265482,0.0089524435,-0.003570112,0.21125883,-7.632604e-06,0.12245569,0.01718817,0.110524066,0.0666133,0.006486952,0.33892837,1.4201833,2.1396859,0.1394415,0.7977982,0.20134729,0.009334032,0.08619846,1.2757812,0.03676823,0.017324755,3.7659822,0.95200396,0.061529625,0.082701705,0.03230521,8.9795314e-05,-1.0476123e-05,0.26389632,0.08567377,0.09381859,0.021291176,0.025006633,0.08893041,0.00082447066,0.0005988635,0.08273857,,0.118399106,0.04768543,0.09708823,0.118260756,0.13023986,0.3019314,8.9795314e-05,1.028911,,0.035221197,0.026232075,0.0035708603,0.31195796,0.0047430512,0.10899598,0.08365278,0.0012529439,0.0024195346,0.043651115,0.8261126,,-0.014080637,0.46553332,0.06747507,1.4965885e-05,0.695158,0.11925851,0.11303325,0.00046394244,0.16222048,0.03181867,100.0,0.16319232,0.07173458,0.3427833,1.0298405,0.00044897656,0.04215306,1.69599,0.27864558,0.10105112,0.26492316,,0.043039903,0.83773124,9.947654,0.02796226,0.4834201,0.040866956,0.00558131,0.13246784,0.0066441046,0.041410904,0.0479788,0.038968023,0.17639393,0.03840128,-0.00046469073,0.016104497,0.25286904,0.05329064,0.24951129,0.008935382,0.0003142836,0.06349626,0.026781602,0.03502152,1.4053205,0.045274228,0.1147855,,0.00020278775,0.06041402,0.035793744,0.73059016,,0.5743349,0.13861164,2.685606,-0.0038869495,21.207655,0.35030115,0.0013783579,0.43362677,0.2838546,0.0050587687,0.0018999191,0.012471057,1.0792335,0.09643224,0.06239239
1979,0.02053684,0.081323765,0.043707382,,0.15056834,0.6508349,0.027778009,0.000934558,1.234748,0.24182808,0.18431537,0.014481652,0.551171,0.053703833,0.045304727,0.08371,0.3335577,0.033449244,0.027800724,0.048290823,0.4605956,0.01263561,0.1819114,6.63199,0.0025625317,0.03365947,0.05886735,0.01269156,0.02929267,2.7516563,0.16650811,0.17795768,10.754596,0.3775518,0.21169063,0.32721654,0.015787048,0.00010556569,0.3734366,0.00036118546,0.0010276067,0.22161376,0.25062302,-0.0032107078,0.71671486,4.4687333,0.00181015,1.5231624e-05,0.26057366,0.11532435,0.20209761,0.36816362,0.17042844,,0.78494847,0.12537584,0.17863725,0.24614179,0.0045838193,2.0164967,,0.074799255,2.677773,0.0064522666,0.050594017,0.028677674,0.00043855005,0.010302608,5.4290937e-05,0.21895583,-0.00033479402,0.12343678,0.026600441,0.09112166,0.07768157,0.008131836,0.33414042,1.3873922,1.8721249,0.16422664,0.5564557,0.23339038,0.0095244,0.08610293,1.3506708,0.035950426,0.01803513,3.98568,0.9640044,0.057733446,0.083901115,0.0639888,0.00010556569,1.0707367e-05,0.35378915,0.072588615,0.08306044,0.022028876,0.02584345,0.10924145,0.0011770574,0.00051596714,0.06892683,,0.12321438,0.04823745,0.099495485,0.12202075,0.1332172,0.22291856,0.0001206465,1.2184618,,0.038320698,0.021064702,0.0033930321,0.29440475,0.006831188,0.10429945,0.07736278,0.004179346,0.0038652127,0.022442631,0.7464344,,0.02767524,0.556007,0.0786944,1.5080813e-05,0.7721647,0.12335414,0.10646687,0.00046750522,0.18329377,0.031724904,100.00001,0.3497198,0.06974705,0.3290761,1.0702907,0.0005127476,0.044773426,1.7537577,0.31712505,0.11075693,0.27664173,,0.0592346,0.8471127,9.797205,0.026265044,0.5818847,0.035690136,0.0073364773,0.14581883,0.0043579023,0.03847809,0.044113312,0.04083839,0.1998102,0.042642053,-0.0005343132,0.020418897,0.24766706,0.058945097,0.27813894,0.00556105,0.0004976668,0.08259816,0.021110121,0.025628787,1.2467829,0.0462219,0.1162538,,0.00046237773,0.065917216,0.025144415,0.5248839,,0.38347802,0.14314087,2.7383661,-0.0018011447,21.579622,0.35750052,0.00058317505,0.4502293,0.26762944,0.0030036455,0.0016495393,0.012941273,1.1454715,0.11787525,0.07436005
1980,0.017737757,0.092997186,0.032510653,,0.1507475,0.6383205,0.030288061,-0.00012345146,1.2289186,0.19269536,0.19686681,0.01378836,0.5286168,0.061987415,0.04545396,0.08397797,0.324091,0.032226074,0.03197405,0.045453314,0.49915022,0.013777273,0.23915249,6.8436265,0.0028068728,0.03225499,0.056910224,0.01441006,0.023998724,2.9389346,0.16801569,0.17300673,10.443281,0.42144427,0.14680679,0.37968037,0.024480084,0.00011985579,0.36713412,0.00032615758,0.00049455493,0.2400422,0.21125075,0.00038735292,0.7234323,4.368183,0.0017543891,2.3222065e-05,0.24730127,0.081150554,0.2818438,0.41021588,0.18256406,,0.8274754,0.1323198,0.14063919,0.26122764,0.008574361,1.9306109,,0.05278895,2.3789768,0.01712715,0.040952966,0.026345054,0.0047934824,0.013107879,-0.0086571835,0.22663811,-0.00030023872,0.11756711,0.0159155,0.08358055,0.07224507,0.005824977,0.333621,1.3707207,1.9807824,0.1387343,0.48408026,0.1970507,0.008869564,0.08689639,1.355798,0.036038615,0.020504612,3.9188194,0.999421,0.065423034,0.08795966,0.033637974,0.00011985579,7.640807e-05,0.36514446,0.10070868,0.07790567,0.022471413,0.026727574,0.11197517,0.0010938338,0.00061763264,0.06134348,,0.13157098,0.0435174,0.10894279,0.149291,0.13920665,0.19416812,0.00017978369,1.356615,,0.036989722,0.016171655,0.003862952,0.29604095,0.0057703275,0.114204004,0.10091079,0.006767807,0.0027944378,0.045996275,0.79331535,,-0.03221797,0.51346153,0.1396994,1.4981973e-05,0.7246877,0.11310078,0.09187431,0.0005093871,0.30557495,0.024657033,100.0,0.19572738,0.10811827,0.33968726,0.8029863,0.00064422487,0.124734975,1.8269405,0.32540488,0.11757025,0.27938718,,0.053674426,0.8374889,10.685185,0.03074256,0.7057031,0.035680536,0.012746374,0.12446934,0.003641668,0.036178924,0.028427519,0.044594895,0.19084048,0.042643867,-0.00042758553,0.021355381,0.24925695,0.05618515,0.22296837,-0.005442651,0.0003895313,0.08607274,0.017945258,0.015988631,1.3642462,0.04802106,0.120569974,,0.00035087782,0.06570644,0.040457778,0.48634976,,0.43250045,0.39307544,2.849797,-0.0016195538,20.746479,0.36958724,0.00041245372,0.47037518,0.26454493,0.00654922,0.0020059363,0.013475153,1.1768788,0.14387172,0.081213914
1981,0.019598352,0.0894519,0.04154914,,0.15424344,0.6177169,0.029948274,-0.00025345405,1.53472,0.21505783,0.19482167,0.013327075,0.49565116,0.05803624,0.0477019,0.08530694,0.3442659,0.03571398,0.011130571,0.052686263,0.48569292,0.013535368,0.1882681,6.9484925,0.0029073486,0.01170835,0.0614306,0.015198953,0.024071993,2.938846,0.1657272,0.16465494,10.340985,0.4851533,0.17597002,0.3870483,0.0571186,0.00027649535,0.3591684,0.00025883038,0.0001388621,0.23807846,0.31597427,0.001967322,0.7337909,4.2649097,0.0016156544,2.3041272e-05,0.21697624,0.07023573,0.20416954,0.36912817,0.21055527,,0.819037,0.13286239,0.11155871,0.23848937,0.0109965,1.7762343,,0.05813459,2.3606462,0.013337606,0.14220762,0.025256775,0.0067776684,0.017492939,-0.000105375446,0.22215664,-0.00022580451,0.11913633,0.010917111,0.07813816,0.0791381,0.005304578,0.3422128,1.4190171,2.2672124,0.13913903,0.5364209,0.14505376,0.0086231865,0.08925279,1.3543144,0.030543875,0.027123772,3.9320722,0.99725276,0.113158286,0.08747206,0.043572903,0.00012288682,-1.244229e-05,0.40315846,0.10544672,0.08337579,0.022936752,0.028251924,0.12289321,0.00094945426,0.00059481914,0.054123703,,0.1327422,0.038185578,0.10569333,0.14692977,0.14024912,0.18186487,0.00019969109,1.4440383,,0.040820803,0.01688164,0.0044809147,0.29092723,0.0061532483,0.12136016,0.11967122,0.008458845,0.0022202577,0.059110045,0.73907983,,-0.02016092,0.4974525,0.14719456,1.5360853e-05,0.69066614,0.11968061,0.090427116,0.000522269,0.17625722,0.025143411,100.00001,0.49448672,0.12916914,0.32552618,0.68536675,0.0006605167,0.06209302,1.6486343,0.33800644,0.12098341,0.21257067,,0.054018486,0.8704936,10.418308,0.029806659,0.7495256,0.04065624,0.015174794,0.10782749,0.009021583,0.04447735,0.020760939,0.044946164,0.21166305,0.04527242,-0.0006826363,0.019284649,0.25377426,0.061942067,0.22154436,-0.0010222646,0.000414743,0.1114307,0.015565921,0.013267901,1.4807981,0.048522353,0.12155594,,0.00034869133,0.06798222,0.05404453,0.3575499,,0.33104458,0.29862332,2.8518739,-0.0022465456,20.735506,0.37221482,0.00019323952,0.49697176,0.26265737,0.0057635456,0.0017022897,0.017557934,1.3309149,0.15724847,0.08658716
1982,0.018211326,0.078385085,0.041124538,,0.15717356,0.63272583,0.031000447,0.00056693517,1.2556691,0.2099068,0.201533,0.012789139,0.47898522,0.049099155,0.048231274,0.0832171,0.3906201,0.04198419,0.009074073,0.048689246,0.4986313,0.0079103345,0.1675164,7.350082,0.0027816284,0.015012966,0.06736838,0.015128513,0.022180732,2.7287905,0.15945254,0.14084223,10.896995,0.46932736,0.16172017,0.39573714,0.05147307,0.00021907515,0.3680034,0.00022032701,0.00015851652,0.120414905,0.32866174,0.0013911674,0.74120456,4.207868,0.001864486,7.605037e-05,0.22744162,0.058682,0.15216053,0.34299985,0.23837598,,0.8492108,0.13915128,0.08293198,0.2036361,0.011446468,1.723738,,0.054173864,2.3494287,0.017240563,0.08134479,0.023653386,0.00255113,0.018454108,-0.0041787014,0.22560625,-0.00017995459,0.12471818,0.011305687,0.07087428,0.07432113,0.005365355,0.35182738,1.4804146,2.0298164,0.14703266,0.65347016,0.13783795,0.008054493,0.10171637,1.3377188,0.0248636,0.030890036,3.8840203,1.0304745,0.1022685,0.09005718,0.033656985,0.00010953758,4.9604867e-05,0.4234258,0.090127826,0.077329144,0.022994405,0.024552347,0.13408877,0.0010454579,0.00041762073,0.066352844,,0.13991563,0.036471285,0.1090759,0.15516777,0.14551954,0.18330479,0.00020342693,1.9186126,,0.03778312,0.014713306,0.0052980194,0.2831722,0.0058140275,0.12837116,0.101101235,0.010680384,0.0020242545,0.031126976,0.8270189,,0.0052952976,0.49653804,0.0969435,1.5648226e-05,0.57274246,0.11972392,0.08950161,0.0005320397,0.16110596,0.024821682,100.0,0.2027687,0.10310216,0.32698572,0.5979974,0.0006728737,0.11570704,1.7355219,0.36134076,0.13145721,0.18614005,,0.05287746,0.8823499,10.494204,0.02720256,0.70682615,0.042722434,0.012291509,0.121470526,0.0074606044,0.039376877,0.018666655,0.049081285,0.1965001,0.047663815,-0.000295282,0.016975287,0.25674585,0.058046512,0.19784427,0.00042187615,0.00035990917,0.08222976,0.015135745,0.011007101,1.1235968,0.050265756,0.12630011,,7.22948e-05,0.07257323,0.06339676,0.3467041,,0.27939856,0.22592941,2.9581254,-0.0032464876,20.075438,0.3869363,0.0013167982,0.48641136,0.2718011,0.0081633665,0.0015889207,0.025263956,1.4531432,0.17995195,0.08838038
