Date,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BEN,BFA,BGD,BGR,BHR,BLR,BOL,BRA,BRN,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GIN,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LKA,LTU,LUX,LVA,MAR,MDG,MEX,MLT,MNG,MOZ,MUS,MWI,MYS,NAM,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLV,SVK,SVN,SWE,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,VEN,VNM,ZAF,ZMB,ZWE
1990,35731.0,3933824.0,835944.0,-2951409.0,-34901010.0,27255824.0,-23208482.0,34655056.0,352100.7,223231.19,4200064.0,-15329972.0,-665055.0,-46600924.0,-1365362.0,26668848.0,-1479673.2,0.0,24806752.0,41742360.0,-832010.0,-164553730.0,1176776.5,453991.75,5096184.0,2241981.5,2153962.0,-12872288.0,140186750.0,8548952.0,433579.0,-279133.0,5129328.0,34465344.0,-5549778.0,934331.75,23783416.0,99473470.0,67409280.0,-6052856.0,1082017.0,-0.125,13063096.0,1812986.5,58873560.0,821837.5,-1937482.0,18424576.0,-8510208.0,-2725248.0,6596998.0,-7980368.0,13688716.0,128384220.0,-70458.0,5673699.0,159631490.0,11624160.0,2342127.0,825646.0,593882.9,69842990.0,1088224.0,290589.22,2506086.5,7494348.0,0.0,1904676.0,8171182.0,457142.88,5517344.0,966542.25,-877319.0,2994306.2,1231599.5,794126.4,11725036.0,,-985916.0,641740.5,39252800.0,,433035.88,1377662.0,1292621.0,0.0,4471320.0,323751.5,2473396.0,21355000.0,-53993280.0,6631064.0,1637775.0,-772201.0,-13215424.0,-493804400.0,-0.34375,-10782464.0,264388.25,27811768.0,1627669.0,11643884.0,1375104.0,28090512.0,310769.5,32154896.0,-6830261.5,-5208326.0,2249502.0,63806944.0,50694190.0,1531848.2,771021.0,-203539170.0,926417.5,-74652160.0,-27205856.0,1815444.0,-93751550.0,327313.5,2449405.0
1991,323745.5,4247724.0,3649712.0,-2767662.5,-35694864.0,25320468.0,-28557108.0,32255968.0,368761.62,230304.44,4619187.0,-16800716.0,48370.0,-37096430.0,-1342805.0,22322848.0,-2352941.5,0.0,32262208.0,42000760.0,12518.0,-206475260.0,1271577.0,440016.75,3847156.0,1944206.5,1768444.5,-18322192.0,127158270.0,1645496.0,402089.0,-476886.0,-1071440.0,30329312.0,-3885238.0,1006262.25,19352928.0,86132160.0,66998144.0,-4523344.0,1094864.5,-0.0625,12007272.0,1843957.5,63409376.0,873118.5,-1345788.0,13930392.0,-14715680.0,-18842496.0,7572680.0,-8828704.0,13928132.0,122528480.0,-317349.0,4536550.0,165963140.0,-53688176.0,2462635.5,1613286.0,623096.25,65790624.0,-470486000.0,318036.3,2843548.5,8008824.0,0.0,1933446.0,7068958.0,438299.0,9674912.0,972953.25,-3210965.0,2786321.5,1297693.2,757362.1,7018964.0,0.0,-2048832.0,662889.25,38497040.0,,497933.2,823290.0,1745340.0,0.0,3011984.0,-33771.0,2913360.0,19385496.0,-36698050.0,7061180.0,1718380.8,-1666939.0,-12260688.0,-328509200.0,-0.4375,-19472976.0,262871.75,29706400.0,1533388.5,4008256.0,1620802.0,26932648.0,337184.88,25629080.0,-5253134.0,-4527967.0,907354.0,55343184.0,41100616.0,1578543.0,776427.9,-175701500.0,897661.5,-103832580.0,-17047896.0,1574634.0,-85021440.0,550647.5,1950408.0
1992,398816.5,5618896.0,7088344.0,-2104127.2,-38085696.0,32867376.0,-42908252.0,49857750.0,367066.44,236822.94,5306786.0,-15162936.0,574498.0,-48141616.0,-1171343.0,20083200.0,-1730823.5,0.0,31561632.0,49561670.0,1275300.0,-154996740.0,1973282.5,576281.5,5882056.0,1993010.0,2824134.0,2546880.0,237762880.0,11061136.0,456040.0,-2107418.0,5160184.0,43730530.0,-402660.0,1112865.8,49389760.0,138001120.0,98458430.0,-5861830.0,1164064.5,0.0,19677552.0,2168471.0,66987176.0,1020777.75,1816046.0,32901528.0,-15007936.0,-9154944.0,9480800.0,-8046672.0,15937724.0,172827740.0,-597403.0,5058895.0,243325820.0,-107780584.0,2875657.0,6891061.0,675100.0,94864540.0,3783768.0,327853.75,2846577.0,31314520.0,0.0,4202417.0,11053500.0,462665.7,14604256.0,1174054.2,-1762536.0,2540711.8,1412499.5,738566.0,8451704.0,0.0,-2365704.0,804291.0,66928096.0,,496486.88,153090.0,1775960.0,0.0,5452104.0,-519903.75,3103072.0,28330356.0,-17013248.0,9093620.0,1772921.0,-3886740.0,-11699864.0,-1189975800.0,-0.09375,-23128880.0,326793.5,36491760.0,1690015.0,7139432.0,5855845.0,36079410.0,384347.0,49530390.0,-2301993.0,-5093314.0,6056416.0,85342930.0,76947730.0,1570381.8,811321.9,-148437860.0,980084.0,-27997184.0,-10281496.0,1530054.0,-73121260.0,562620.25,940595.0
1993,334873.25,3443016.0,5939496.0,-702627.6,-41510210.0,28395800.0,-24385548.0,41265976.0,351004.75,233625.81,4932419.0,-12934996.0,-1344959.0,-42328290.0,-1202104.0,17998288.0,-981356.0,0.0,18114176.0,43568916.0,1457908.0,-164690690.0,1474836.0,591378.0,5809956.0,1867378.5,1828461.0,-7730688.0,200836930.0,6477876.0,259982.0,-1501240.0,-496592.0,31928048.0,-1497970.0,1062094.2,28816968.0,115952990.0,77362300.0,-1845711.5,1135390.0,0.0,15155008.0,1997972.0,61076388.0,879818.5,1390618.0,23783324.0,-21114560.0,-25588160.0,6810508.0,-23005648.0,13974456.0,127655650.0,-203106.0,4599394.0,221597180.0,-43455150.0,2379904.0,4799619.0,598379.9,73168930.0,-1237576.0,339197.88,3003560.5,16072932.0,0.0,2711345.0,8277446.0,504434.88,16046208.0,843080.25,-3136366.0,2774728.5,1416451.5,807814.5,491968.0,0.0,-1003952.0,739713.5,48298530.0,,514949.88,577702.0,2093318.0,0.0,5100472.0,-316460.75,2661766.0,23336116.0,-28066048.0,8982984.0,1594497.5,-4012426.0,-10767136.0,-753260400.0,0.0,-21397280.0,321929.25,34923150.0,1458058.0,5266116.0,4064107.0,29505488.0,394859.88,31936608.0,-1941515.0,-4539608.0,3011281.0,60064496.0,54394944.0,1589439.8,984398.75,-136971780.0,1183615.5,-67708420.0,-14886384.0,2101864.0,-81146320.0,699328.5,745710.0
1994,448833.5,4197848.0,5672200.0,-900904.5,-37771936.0,27839996.0,-23012220.0,37801520.0,427661.5,246252.88,5667932.0,-14795760.0,-322664.0,-37594300.0,-1075949.0,21675696.0,-289088.0,0.0,8877632.0,43863830.0,240132.0,-353800450.0,1316641.8,270100.0,5642264.0,1669947.5,1591973.5,-7222216.0,191582720.0,4129460.0,322164.0,777845.0,1978616.0,23329200.0,-3411703.0,1146652.2,16593328.0,110654080.0,75363260.0,-1150594.0,1174513.5,0.0,12933520.0,1868786.0,90448740.0,786625.75,1782135.0,17823352.0,-19877072.0,-30893376.0,6307248.0,-30252608.0,13706084.0,117270050.0,-592458.5,4665093.0,240227580.0,-32761904.0,2507649.0,4571924.0,649383.1,69475840.0,-3246488.0,409003.25,3273244.0,12911600.0,0.0,3378359.0,7550424.0,504530.38,14279840.0,1018934.5,-2029663.0,2846116.8,1559817.8,815281.9,-470320.0,-0.25,-2045144.0,711271.5,43898256.0,,511951.5,1186984.0,1606326.0,0.0,4914808.0,-552102.75,2945370.0,21097336.0,-36174430.0,9125188.0,1688794.5,-4089306.0,-16578936.0,-471237900.0,0.34375,-20313664.0,184866.5,31284200.0,1536993.5,1068432.0,2786976.0,26288132.0,489491.8,23279632.0,-721644.9,-4173993.0,1317508.0,42628430.0,48250290.0,1720534.5,1013687.4,-145269760.0,1343007.5,-54027264.0,-18007008.0,1826170.0,-81591120.0,811144.5,-8292.0
1995,457442.62,6755088.0,3097456.0,-679529.5,-43361536.0,29034640.0,-10101744.0,40684864.0,472892.75,280363.56,5336532.0,-11362116.0,-414259.0,-25992032.0,-951044.0,30063040.0,-560002.0,0.0,4275104.0,47092024.0,-156320.0,-367609600.0,1175022.0,246485.0,7465756.0,1930125.5,1967857.5,-8012464.0,200242560.0,6508268.0,-185540.0,-1122964.0,975944.0,21769824.0,-2384706.0,1196601.8,17174480.0,115886110.0,76923330.0,-15413.25,1260399.0,0.0,13684360.0,2077525.0,95810810.0,620835.5,2881466.0,14764056.0,-17855552.0,-41224770.0,6361696.0,-22120784.0,15067420.0,114074910.0,-479003.0,5230873.0,259277950.0,-38647790.0,2797300.0,6293997.0,523988.25,68070530.0,-3092236.0,477888.0,3487893.0,12921920.0,0.0,3559582.0,7826866.0,506149.12,-5797312.0,1287973.0,-1890657.5,3096353.5,1620946.0,871117.4,-11218864.0,0.0,-7530168.0,677896.75,46044064.0,,480781.0,2335724.0,1273406.0,0.0,5149672.0,-80487.25,3324802.0,20957388.0,-41247200.0,9088872.0,1657833.0,-3764270.0,-20226136.0,-451124740.0,0.1875,-19926416.0,327764.5,49450536.0,1625566.0,2370600.0,3473886.0,25962436.0,531910.1,18196064.0,-1630863.5,-4572463.0,1607048.0,42559810.0,46785440.0,1694172.5,1039866.1,-170808620.0,1453949.0,-54340610.0,-14900968.0,1924396.0,-90824160.0,1039532.5,925352.0
1996,1008590.25,6058032.0,3166928.0,288482.0,-43841870.0,33697064.0,-2920272.0,36123824.0,517853.88,234174.19,5717076.0,-9613288.0,-1189750.0,-13622080.0,-1079721.0,32676096.0,93710.0,0.0,-2443904.0,64129656.0,96896.0,-383421950.0,-298564.0,136407.5,6542928.0,1902173.0,2855244.0,-12599904.0,164320770.0,-1846512.0,-154258.0,-2115102.0,3580856.0,19012560.0,-2283570.0,1166735.0,10762920.0,102033660.0,84713280.0,3739647.5,2198972.5,0.0,9897952.0,2226072.0,93978776.0,899624.0,2453010.0,7323212.0,-23835200.0,-55246590.0,12608532.0,-12810560.0,15027976.0,87706910.0,-2399621.0,1190945.0,240184960.0,-39717496.0,190922.0,3144917.0,735758.0,69959940.0,-6774144.0,456738.12,3215466.0,6982331.0,0.0,5044610.0,4063882.0,182369.12,-796288.0,1324908.0,-451137.5,1773650.8,2043580.0,1111965.8,-9514984.0,0.0,-9110544.0,577880.0,34635710.0,,465827.25,2758180.0,1124126.0,-2048.0,5524264.0,-260664.75,3176650.0,19024184.0,-48126784.0,9012236.0,1545961.5,-3906096.0,-27584040.0,-333002500.0,0.21875,-18594880.0,981782.0,53809156.0,1691318.0,4213576.0,2261307.0,27539192.0,419346.62,9124624.0,1323419.8,-5469649.0,574284.0,11122304.0,23382512.0,1331932.2,702027.8,-63667136.0,1901616.0,-73794560.0,-22063304.0,2633924.0,-99230980.0,1293364.2,1636686.0
1997,683967.25,7478720.0,7072384.0,826011.5,-44627010.0,27935744.0,-4174248.0,46674400.0,684826.75,280927.62,5986162.0,-9226548.0,-3067577.0,-16304568.0,-781124.0,35565310.0,-1660456.5,0.0,15272864.0,53323348.0,-926600.0,-456975870.0,-339804.5,684884.5,7032028.0,2164348.5,1939438.5,-12201872.0,146776830.0,1982560.0,392800.0,398202.0,1427496.0,12106208.0,-2720565.0,1423037.0,10822888.0,94811780.0,107836350.0,2527619.0,3137789.0,0.0,6402528.0,2680801.0,106926770.0,1375412.0,2386504.0,8206144.0,-33005456.0,-53938816.0,10407968.0,-1265984.0,14676824.0,86503940.0,-2126321.0,3535651.0,222832260.0,-38914176.0,1171748.0,-237836.5,754987.75,53050464.0,-7427700.0,400986.25,2789385.0,6507577.0,0.0,4975705.0,2312376.0,254771.25,14440352.0,1068318.8,-1539852.5,711116.9,1964567.2,1076213.0,-6398344.0,0.0,-5856256.0,666571.25,36080976.0,,421308.25,2566942.0,1225086.0,0.0,4022912.0,-318860.5,3441634.0,18667432.0,-45046110.0,16168708.0,1705933.8,-7244156.0,-27857416.0,-304256260.0,-0.46875,-13223712.0,1093833.0,55171416.0,1816531.0,3124156.0,2305389.0,27871016.0,491015.12,-7591360.0,956578.0,-5065873.0,-25534.0,12747984.0,28983920.0,1437436.0,783379.1,-63594464.0,2487572.0,-43381250.0,-13644696.0,91156.0,-106610690.0,1720299.5,1057622.0
1998,782200.25,12642576.0,8384240.0,614550.5,-38441950.0,31607480.0,-1549104.0,50469890.0,890094.5,864870.75,5934352.0,-7225924.0,-2254016.0,11363632.0,-367730.0,31795552.0,-159913.0,0.0,11212192.0,72283710.0,-1274992.0,-404723700.0,1941806.0,722263.0,6433900.0,2859472.0,3360707.0,-11261776.0,156933950.0,4395816.0,1634400.0,1601528.0,4744712.0,17367360.0,111682.0,2012684.0,12191128.0,96188030.0,125677500.0,2596512.0,2671896.5,0.0,8797752.0,3404580.0,76921840.0,1431397.0,1454680.0,9894844.0,-90754080.0,-56046784.0,8444364.0,2239136.0,15038176.0,83913820.0,248053.0,3851411.0,167587840.0,-30931448.0,3054982.0,4926619.0,906422.0,-17191424.0,1559888.0,432418.25,3349613.0,6206943.0,0.5,5136578.5,4079860.0,593962.75,20199616.0,2235835.0,-1223291.5,1664316.8,1572219.5,1037399.4,-30436784.0,-0.125,-280048.0,793942.25,40206496.0,,1886586.8,1658768.0,1774496.0,0.0,329192.0,-533990.5,3902040.0,12090904.0,-42343776.0,21744984.0,1333578.0,-5267514.0,-16684016.0,-409764540.0,-0.09375,8416448.0,1001769.5,49000330.0,2408953.0,4651288.0,2972672.0,29024016.0,617705.4,-29585768.0,1308996.5,-4644715.0,-726518.0,14862784.0,17541664.0,1719156.5,1324333.2,-84601730.0,2858789.0,74280450.0,-6688968.0,-587688.0,-107835810.0,1572463.2,-572681.0
1999,802627.0,2583256.0,1530896.0,2138650.5,-47175810.0,31263424.0,-1900256.0,63335650.0,544662.9,1293253.5,5191854.0,-4781504.0,-8665534.0,9942212.0,469520.0,5890944.0,-1563849.5,0.0,-2158464.0,62014650.0,-1547116.0,-384685060.0,329692.0,-53820.0,716528.0,4178419.0,1582877.0,-6326608.0,194595580.0,10818868.0,2425426.0,-315536.0,6047400.0,17917344.0,3851006.0,1956471.5,15340648.0,101264930.0,118769090.0,1806897.5,3982181.0,0.0,5619048.0,3275896.0,63542576.0,2033639.5,1946652.0,10305908.0,-44602544.0,-44902530.0,13004920.0,-49828480.0,9131480.0,95291940.0,-288612.0,3056333.0,223154690.0,-21539024.0,1151401.0,1180412.0,832649.0,25959328.0,-10710880.0,378562.25,5571113.0,6407606.0,538185.0,4611689.0,6241364.0,770698.25,23646336.0,1628391.0,-867926.5,2777886.0,1403163.2,999859.0,-10385400.0,0.0,-21703548.0,899375.0,-23725888.0,,3086162.0,2726718.0,-2775510.0,-2048.0,7699952.0,183571.5,3811700.0,17865232.0,-20154400.0,31129504.0,1482105.5,-18069560.0,-9539384.0,-482902980.0,0.125,-44381984.0,895121.5,54365870.0,2318442.5,2228164.0,2712540.0,26294988.0,40149.0,-18870512.0,861987.25,-8766919.0,566756.0,21238208.0,18566944.0,1941703.5,1406747.5,-60718050.0,3369505.0,185565180.0,-44178810.0,-4747736.0,-81680190.0,1478959.0,-1703096.0
