Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATA,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1989,0.29885468,0.09062544,0.23893076,0.22995031,0.15929371,0.22412845,,0.009046496,0.16941917,0.24942547,0.16223754,0.20619597,0.20557821,0.17961216,0.25623333,0.41433057,0.192236,0.25109252,0.16982016,0.17231944,,0.23532338,0.2757926,0.20299289,0.21583107,0.13409181,0.19038235,0.26112336,0.30563512,0.27508828,0.24574952,0.14800996,0.12380037,0.21659662,0.31438455,0.3476515,0.4400487,0.21149734,0.3502133,0.11972837,0.20070025,0.23181708,0.2344295,0.18955462,0.24029575,0.24190296,0.27096015,0.23679519,0.057981856,0.2550629,0.24862884,0.28129008,0.26865292,0.25690687,0.18849446,,0.21049045,0.32115805,0.21290992,0.17274563,0.14465936,0.15437093,0.22954288,,0.50439477,0.23368742,,0.15704189,0.23225625,0.22901931,0.24950053,0.23235762,0.26430467,0.29014513,0.23728408,0.2364463,0.41926828,0.21098484,0.22976375,,0.17804983,0.2422156,0.24166077,0.25223833,0.2696728,0.26507762,0.28228587,0.08748255,0.25261787,0.22178318,0.23762551,0.22998251,0.20181154,0.3114088,0.17208391,,0.23635511,0.29123938,0.3006763,0.23721632,0.23070997,0.1798878,0.35839298,0.15154347,0.2630807,0.22525297,0.12864146,,0.18527381,0.28038505,0.21086402,0.24296255,0.2802905,,0.21473086,0.35753793,0.26715854,,0.19874746,0.29138443,0.18774277,,0.39669847,0.19712082,0.64010787,0.45958677,0.15318619,0.18624611,0.21817884,,0.24465123,0.27416417,0.20857154,0.15130766,0.2878229,0.18196048,0.069662794,0.254834,0.2820668,0.14200304,0.25109944,,0.23701091,0.20639068,0.055182982,0.20158535,0.2145002,0.20100622,0.2872871,0.82844615,0.20883934,0.16202866,,0.13267462,0.18383527,0.27569208,0.23448376,0.22697164,0.23749344,0.18598402,0.3483839,0.17941833,0.2828931,0.22900839,0.088672265,0.22411095,0.21203814,0.09546808,,,0.34183386,0.2838787,0.22307266,,0.082764775,0.14026675,0.11603007,0.25206223,,0.1515042,0.35562164,0.23819418,,0.20533961,,0.1772144,0.25677076,0.22468981,0.26577786,0.2245612,0.18682362,0.21010436,0.25023428,0.21401279,0.2276393,0.20963977,0.24510302,0.19112563,0.3405677,0.24269266,0.12871855,0.15193394,0.22082515,0.34217498,0.15235864,0.31603453
1990,0.21261305,0.067037605,0.23283762,0.19800588,0.14988655,0.21834722,,0.012600476,0.13824807,0.2646427,0.18627748,0.19696061,0.1522555,0.19360559,0.22659177,0.2919626,0.1906618,0.23655768,0.1530618,0.16837645,,0.23251384,0.21729867,0.18396151,0.40847918,0.13989882,0.18651193,0.26545748,0.32374084,0.3016702,0.16895525,0.15223613,0.13312791,0.21138224,0.31302303,0.23877881,0.14943214,0.21483694,0.21671945,0.23945674,0.22535442,0.25125477,0.5221384,0.19520353,0.20378046,0.24093404,0.30041566,0.25158265,0.04312476,0.2550629,0.26472467,0.2241971,0.24363184,0.20322788,0.19221318,,0.21536666,0.2893519,0.22543775,0.1760903,0.17238927,0.14858247,0.25472468,,0.39992768,0.23997237,,0.19793501,0.16625425,0.25119582,0.15222591,0.12343999,0.2904087,0.20213889,0.27456152,0.26050213,0.41547176,0.19480574,0.19187914,0.2268844,0.2936529,0.22714967,0.25839102,0.25122607,0.2794667,0.26017383,0.20637968,0.10246861,0.27741727,0.20360611,0.25376332,0.24874541,0.2232503,0.31203765,0.19167693,,0.6582638,0.29123938,0.4844229,0.23222496,0.41322473,0.3917448,0.38812062,0.18988444,0.24523936,0.24527545,0.12817684,1.6738234,0.1824492,0.3179751,0.22701189,0.20164995,0.26944342,,0.22458239,0.4081473,0.24012783,0.37417367,0.20018753,0.29943928,0.18656287,,0.4027168,0.20974563,0.21724357,0.39004287,0.1880779,0.22579874,0.22467361,,0.23973158,0.16052893,0.1988395,0.22249357,0.5756458,0.1787534,0.07101111,0.19248448,0.22302955,0.1367619,0.24072221,,0.23711525,0.22202232,0.05451246,0.19997568,0.21819729,0.21016255,0.31118894,0.4625214,0.22358762,0.17823671,,0.12174921,0.14474295,0.24012755,0.2517092,0.16455771,0.19607595,0.28665784,0.29502758,0.15941048,0.2828931,0.20818944,0.116506875,0.20732309,0.19225691,0.09058156,,,0.18044905,0.22687939,0.24773677,0.21828988,0.08928887,0.30598015,0.08322785,0.23374195,,0.26593342,0.3514164,0.24459964,,0.20709755,,0.2145227,0.2439824,0.23099615,0.27011114,0.21268615,0.16473034,0.18329096,0.2210622,0.15731685,0.22649886,0.19836648,0.2542428,0.20008811,0.3405677,0.27614665,0.13629024,0.15853976,0.20229912,0.30391344,0.14066501,0.2899824
1991,0.21248826,0.1531831,0.22034527,0.20371474,0.1346682,0.22538604,,0.016800635,0.1429374,0.26776853,0.18827237,0.19990678,0.15194117,0.1918969,0.20735773,0.2733746,0.20704588,0.23466669,0.13478965,0.18742207,,0.22385518,0.25047663,0.22530268,0.44128832,0.14124885,0.21277933,0.4390179,0.31299335,0.2811717,0.16630976,0.14888506,0.13545342,0.17656076,0.3125711,0.2589184,0.15208916,0.17186312,0.2585856,0.34818378,0.21859908,0.26045668,0.47951487,0.20810126,0.20071574,0.26301876,0.29917923,0.24859895,0.043657165,0.2550629,0.275248,0.24992633,0.25250906,0.18065083,0.19497849,,0.21690479,0.29245573,0.26510006,0.16687432,0.165418,0.14743583,0.2585789,,0.39121428,0.23793873,,0.21686748,0.21906577,0.25238863,0.15546475,0.13070117,0.28614947,0.2091092,0.27139202,0.26886955,0.3454423,0.19712712,0.19521514,0.202802,0.2804176,0.23128381,0.2678124,0.2534804,0.27498537,0.25339514,0.30120432,0.09927646,0.2753589,0.2093738,0.25044385,0.247911,0.21797173,0.30408219,0.17628184,,0.6408929,0.28811687,0.36079854,0.22506364,10.685902,0.3781269,0.24322036,0.27680653,0.2741949,0.26029232,0.13874331,1.7090899,0.18326539,0.31115016,0.22490066,0.21957044,0.28266212,,0.23347023,0.36472738,0.24293463,0.26447746,0.2017979,0.2660251,0.1851324,,0.49409613,0.19024532,0.21111712,0.22317217,0.19258681,0.20455323,0.2174644,0.19348161,0.2556172,0.1499695,0.19728656,0.2284101,0.5756458,0.18446316,0.07327526,0.22972223,0.22302955,0.13763234,0.19058593,,0.24022965,0.20845523,0.06464823,0.19555373,0.23344037,0.21419613,0.31551605,0.44122627,0.22391303,0.18588361,,0.12102214,0.19138792,0.22782876,0.24216141,0.14526731,0.2515158,0.18837343,0.34399113,0.15894035,0.5756458,0.22380365,0.12292009,0.2438522,0.29033816,0.107992955,,,0.17066906,0.27141476,0.24002932,0.201717,0.08993622,0.28020638,0.08414481,0.28778407,,0.27725458,0.2316882,0.24342197,,0.20806295,,0.22037826,0.24453723,0.33092332,0.2759002,0.21648026,0.20287555,0.17482682,0.21135738,0.20087287,0.22422583,0.19971196,0.28966904,0.18778643,0.37840858,0.2722506,0.16300784,0.1717514,0.18741667,0.31893107,0.1505187,0.279708
1992,0.19611612,0.18058094,0.22333652,0.13829237,0.14201543,0.21689513,0.11084367,0.01675473,0.14255585,0.2683172,0.17483841,0.262015,0.14948067,0.19094416,0.20207605,0.26874185,0.19805412,0.23253137,0.14752117,0.20729837,0.40900713,0.23084882,0.26112938,0.24718365,0.4234247,0.14139609,0.19807477,0.42866167,0.35828927,0.24436809,0.17749442,0.14943191,0.13297744,0.164787,0.3112467,0.23247668,0.15275595,0.14214224,0.31569225,0.23867287,0.22902542,0.27437183,0.4409727,0.1938629,0.17092712,0.2414453,0.3016812,0.24180165,0.043642346,0.25452927,0.2673301,0.25438616,0.2494585,0.24679506,0.20360307,,0.2143091,0.30037957,0.18632051,0.16462266,0.17726766,0.14252077,0.25519785,,0.41258448,0.23330829,0.18831383,0.16297738,0.21884347,0.25170985,0.14939392,0.13035348,0.2864814,0.2163495,0.29829684,0.27593368,0.29241267,0.1937196,0.20907535,0.20335644,0.23082097,0.21501926,0.27818346,0.25675893,0.27228478,0.23442392,0.24737516,0.10256601,0.27469605,0.2084351,0.22996025,0.25459865,0.21725549,0.27862883,0.18353564,0.17235608,0.6597728,0.33901435,0.37239647,0.217838,0.3630033,0.39613357,0.2854288,0.27603307,0.25525147,0.28961655,0.15958062,1.7044715,0.16141967,0.30448076,0.24769422,0.21472023,0.26377657,0.33971795,0.20908152,0.5457767,0.24019296,0.2776148,0.20511788,0.2555347,0.21086508,,0.5016401,0.21048379,0.06731065,0.2226138,0.18178663,0.2019568,0.21380098,0.22619435,0.22164407,0.14234185,0.21211624,0.23305611,0.5754814,0.18208262,0.0719219,0.24753995,0.21591938,0.14783326,0.1971433,,0.23199835,0.2117908,0.08343288,0.20304598,0.24196471,0.20408449,0.321893,0.37615806,0.23739389,0.20589249,,0.12266165,0.18559746,0.23983388,0.20555897,0.1471931,0.28121692,0.18421587,0.2876324,0.15888634,0.5754814,0.22846502,0.086146876,0.2239442,0.29562518,0.10890575,,,0.1702611,0.28379816,0.22890975,0.21441877,0.088176094,0.2732097,0.08486435,0.28107017,,0.29229686,0.30324554,0.24698575,0.143926,0.23176993,,0.1834916,0.26009104,0.27093968,0.27217755,0.21717463,0.1806693,0.16415639,0.2328672,0.21022141,0.22581951,0.22856793,0.23340315,0.15910201,0.41517714,0.25021285,0.3108247,0.19598195,0.19341795,0.29339263,0.14297806,0.32276562
1993,0.23241568,0.18232732,0.2545759,0.15579739,0.15482917,0.20386115,0.07097396,0.016800635,0.14714146,0.26637992,0.17225145,0.2602755,0.13858265,0.19238058,0.22115129,0.24837126,0.1881404,0.221896,0.19888845,0.18323112,0.47018832,0.2384393,0.27800074,0.24818547,0.45133227,0.14119646,0.16273889,0.4164381,0.2881831,0.2897202,0.16375095,0.14596197,0.12623304,0.16614611,0.30891988,0.2714861,0.18958281,0.13549383,0.31087404,0.25927028,0.21677196,0.28939632,0.42191496,0.18520775,0.16836067,0.24262004,0.29257786,0.24035563,0.043374665,0.27100432,0.26182777,0.3017099,0.2749844,0.26117483,0.23485611,,0.21382846,0.28766382,0.20306523,0.16937797,0.16644903,0.13584948,0.2332124,,0.4430656,0.22511628,0.22068332,0.19035396,0.2144559,0.24679393,0.13913004,0.13796234,0.28045362,0.19407953,0.26731026,0.24294136,0.2298636,0.18747932,0.22216071,0.20007822,0.23971398,0.22590388,0.28161392,0.25888193,0.26839292,0.2631063,0.19958371,0.10535349,0.2658861,0.20797281,0.23483364,0.2529312,0.21241564,0.2783075,0.20525363,0.15598607,0.6788309,0.3883192,0.31553924,0.21866275,0.4904463,0.3845823,0.24249215,0.26650375,0.2575948,0.3203598,0.14255902,1.6990957,0.15814382,0.30419993,0.24099687,0.22053969,0.28257936,0.34716865,0.21256736,0.40091553,0.24377465,0.25096977,0.22254673,0.30455962,0.21745507,,0.4555975,0.2159521,0.0673503,0.22317217,0.18699521,0.2334916,0.25230306,0.21757838,0.26106262,0.1541733,0.20128061,0.22379167,0.5756458,0.18053919,0.073255844,0.27599195,0.20335047,0.14142813,0.22728558,,0.23245141,0.20508352,0.07769727,0.21145575,0.22349748,0.20053208,0.32263613,0.316378,0.22473879,0.2152148,,0.12889384,0.19878647,0.22936161,0.20929496,0.16158591,0.29698616,0.13441782,0.2852141,0.15223803,0.8634687,0.2446226,0.08068491,0.26304975,0.26388556,0.14700554,,,0.17066906,0.27551484,0.22095783,0.2139731,0.08896142,0.23425797,0.08781873,0.26804793,,0.60365164,0.3990089,0.25137177,0.122446984,0.21615528,,0.22260667,0.2248999,0.2570172,0.2611896,0.22199614,0.192157,0.16092354,0.23005246,0.16625406,0.22537027,0.22843482,0.34092203,0.18895367,0.43516985,0.23325959,0.31158593,0.1833106,0.2050654,0.31245336,0.158157,0.30829355
1994,0.21541731,0.18470675,0.5166216,0.1478242,0.16142605,0.19383839,0.08322852,0.016800635,0.1433361,0.26093978,0.17481954,0.24548577,0.13668977,0.18797784,0.23862518,0.23501045,0.19354597,0.22268626,0.17298369,0.16736038,0.12232108,0.24053283,0.2885278,0.25403085,0.3329003,0.14057305,0.17172627,0.37849042,0.2706019,0.2760267,0.16432738,0.14498879,0.117554955,0.1762328,0.30886623,0.21448389,0.29718497,0.1689614,0.9466759,0.25927028,0.21188231,0.28939632,0.36625034,0.24280295,0.17954913,0.2523931,0.28438124,0.23853986,0.04172021,0.23214667,0.26067027,0.28217044,0.29348195,0.14260814,0.21385977,0.18209095,0.21456441,0.2923996,0.21486866,0.17688955,0.16138496,0.13480549,0.22448339,,0.39532053,0.22565126,0.194159,0.21201535,0.2191633,0.21412349,0.13913004,2.284805,0.2827814,0.19999851,0.24140936,0.26128957,0.32113978,0.18489356,0.22893184,0.18914573,0.074983574,0.21820766,0.2743357,0.2589889,0.26607743,0.2625261,0.21348925,0.101981945,0.27352002,0.20565338,0.23332426,0.24756671,0.21455194,0.2624968,0.20764142,0.15124759,0.69790125,0.3883192,0.2863324,0.21796435,0.48913395,0.3994142,0.23113059,0.26519772,0.3305874,0.30091164,0.14375246,1.5661186,0.1773493,0.2954395,0.21643616,0.22103569,0.2692447,0.38968295,0.21605596,0.19975807,0.24001323,0.27787426,0.24250594,0.26207682,0.21078876,,0.4045831,0.21781257,0.06969209,0.25106868,0.17072763,0.22416298,0.24002597,0.2586486,0.27474982,0.14717802,0.38898313,0.23476408,0.5756458,0.18331444,0.079627246,0.28034455,0.19679078,0.13467075,0.31880733,,0.23193046,0.21577352,0.07651977,0.19685952,0.23748074,0.20983678,0.33255634,0.29767504,0.21851768,0.22191012,,0.1655813,0.20644607,0.23959857,0.20245498,0.15122694,0.25120187,0.20635319,0.2563879,0.16105223,0.8634687,0.2602368,0.08853955,0.2699701,0.26078904,0.13682827,,,0.13951947,0.27661005,0.21177918,0.2065179,0.092378534,0.26604635,0.09660061,0.25399083,,0.56454253,0.3401288,0.25121292,0.057835694,0.25234112,,0.1780447,0.18708868,0.23300068,0.26409045,0.21937856,0.18096796,0.13854997,0.22126843,0.15587254,0.2251616,0.21930347,0.22628729,0.16841461,0.43516985,0.25000748,0.31158593,0.17021698,0.24878697,0.31674433,0.15529932,0.3483672
1995,0.2040779,0.21488394,0.53248644,0.14597224,0.14944904,0.19864637,0.0968993,0.003920148,0.13628401,0.26427802,0.17423841,0.20734371,0.14502281,0.18737611,0.23194651,0.23361735,0.19658893,0.21271177,0.17739527,0.14555013,0.071415946,0.24293643,0.24811554,0.24767214,0.2674682,0.14044626,0.18080227,0.32103252,0.26132333,0.27405822,0.16421555,0.14530754,0.12620495,0.17896715,0.32471249,0.3109738,0.31957942,0.18125725,0.8932512,0.25927028,0.18355326,0.30407736,0.4225744,0.21146414,0.18815248,0.23226286,0.27070865,0.23647347,0.043654233,0.21389394,0.25302088,0.33519122,0.3090484,0.2478262,0.22610743,0.17751926,0.21795726,0.29043457,0.22740087,0.17467712,0.1520961,0.13284558,0.20746496,,0.49333915,0.22180168,0.06767951,0.210388,0.2291228,0.2395471,0.13913004,2.4318805,0.2745102,0.23085558,0.2601143,0.2508237,0.40689278,0.17305149,0.24207726,0.191365,0.21612056,0.21430969,0.2555608,0.25664237,0.2683218,0.25603932,0.22342996,0.103831746,0.2554477,0.2069664,0.2341328,0.23546599,0.20961009,0.28107804,0.22500104,0.13931939,0.24727656,0.3883192,0.356254,0.21549298,0.37281823,0.36945236,0.23594593,0.26571694,0.3365538,0.3178644,0.14272289,1.5763212,0.15188168,0.269211,0.20366742,0.20349208,0.28062227,0.35047328,0.21344385,0.18304634,0.22990116,0.27661145,0.26285586,0.24913783,0.2206045,,0.41774103,0.21226981,0.07289161,0.17028385,0.18151547,0.21503437,0.27479243,0.22490218,0.29034725,0.13815069,0.36444306,0.23683038,0.5756458,0.17771052,0.07550081,0.37622386,0.16978809,0.13029262,0.2933371,,0.23226571,0.20360002,0.06333277,0.1885891,0.23030405,0.18023197,0.3270561,0.24029921,0.22263104,0.22498718,,0.15524273,0.21221633,0.22668585,0.21029866,0.14613064,0.24308933,0.22925314,0.21176638,0.10424676,0.8634687,0.27064627,0.06261561,0.23805626,0.24687636,0.21629818,,,0.13951947,0.2805876,0.21070775,0.20651269,0.08927002,0.26939923,0.09161636,0.26665562,1.2561786,0.58551025,0.3838635,0.24981092,0.07639033,0.3315357,,0.20486303,0.16558605,0.26022953,0.25539157,0.21732849,0.21757102,0.1816976,0.21087772,0.18612342,0.22286351,0.20673293,0.21716401,0.17147551,0.4540903,0.2366353,0.31158593,0.20258904,0.25044617,0.32365847,0.15349373,0.3062182
1996,0.31766295,0.20908512,0.6734105,0.14942983,0.1509185,0.19898139,0.054139834,0.003909437,0.14510289,0.26254615,0.1794141,0.23715001,0.1406234,0.18137631,0.26323718,0.2426979,0.19168448,0.21529713,0.19134466,0.12730913,0.17808609,0.24008408,0.23512499,0.23838131,0.30721632,0.14247341,0.20595564,0.3478664,0.27456963,0.2617605,0.15876421,0.1461495,0.13273917,0.19616544,0.32169005,0.3154126,0.36274335,0.19458596,1.0999378,0.27845168,0.17799427,0.3176937,0.4097136,0.20993304,0.18649368,0.24253161,0.26846865,0.23373751,0.043022785,0.19394448,0.25832835,0.3394486,0.3227862,0.2344461,0.21234722,0.1895188,0.19993961,0.28833959,0.32422483,0.18429902,0.15923864,0.13350263,0.21736018,,0.528506,0.21924366,0.1175948,0.21305384,0.24198411,0.2429507,0.16233227,2.6792035,0.27436817,0.22084284,0.27418315,0.22384878,0.39338124,0.16007733,0.22305019,0.1839529,0.21448511,0.21585402,0.27119538,0.26726773,0.2656718,0.24035478,0.209218,0.10026228,0.25673038,0.2034797,0.2399547,0.2293566,0.20759806,0.29643974,0.26562834,0.13034071,0.22753802,0.38744497,0.31150916,0.21419106,0.3464423,0.36592036,0.23186821,0.26282203,0.3146884,0.33822566,0.16265553,1.5842524,0.14565918,0.26321855,0.22066852,0.21300349,0.27563757,0.3140233,0.22010744,0.20322916,0.23125927,0.28294665,0.2706862,0.24820237,0.22797182,,0.41692635,0.20003484,0.07541689,0.18871687,0.19193038,0.2155101,0.24731831,0.22992139,0.3032418,0.15733299,0.4123945,0.23049505,0.5754814,0.17925543,0.08887522,0.32583225,0.16351311,0.1344143,0.27638853,,0.23270155,0.21383925,0.0885376,0.17984225,0.21951458,0.18483835,0.32414228,0.21775813,0.20525886,0.24028143,,0.15610959,0.298923,0.23429182,0.21405353,0.1492046,0.2307073,0.23553152,0.22429542,0.12233308,0.8632222,0.2803889,0.06563286,0.2127951,0.24191856,0.21572796,,,0.13917723,0.28881812,0.20869619,0.20506777,0.09747577,0.21001138,0.10829425,0.25251055,1.2527465,0.605504,0.4158814,0.24939016,0.07505624,0.20028892,,0.14559563,0.18311603,0.24757187,0.25772914,0.21854992,0.21795155,0.19431381,0.20403418,0.20586088,0.22304389,0.20719534,0.2463264,0.1668211,0.39492366,0.24340294,0.34536076,0.22004957,0.25437018,0.31912985,0.13160445,0.299052
1997,0.20535313,0.20713332,0.61571294,0.11940863,0.13983819,0.2041208,0.0837478,0.003920148,0.15191121,0.26315302,0.17684546,0.23655806,0.14498422,0.17191075,0.25157878,0.15707144,0.19631822,0.21735357,0.1754346,0.11584094,0.21148744,0.23678644,0.18721552,0.23736112,0.3189234,0.14281982,0.18907419,0.33682162,0.31058514,0.2580289,0.1616587,0.14952312,0.12114783,0.19904019,0.3201486,0.2967138,0.31173685,0.1800522,1.3474708,0.27921414,0.19071291,0.33280575,0.43157056,0.20366906,0.18024072,0.24355298,0.27148318,0.22982116,0.04629926,0.21322829,0.24876574,0.33276263,0.29668126,0.1616094,0.23247617,0.16715935,0.20155466,0.28715795,0.3443837,0.17794102,0.15389559,0.13313815,0.21353003,,0.47178504,0.21395758,0.12294953,0.25019062,0.24634446,0.24766734,0.15304305,3.477218,0.28080618,0.18277541,0.27664813,0.23346986,0.40407428,0.16693012,0.22358194,0.19887637,0.22408596,0.21625715,0.27643216,0.2638403,0.26627928,0.2270088,0.17995644,0.099183984,0.24802215,0.20411398,0.23882107,0.24156046,0.2024406,0.3186081,0.25346753,0.13070258,0.18499115,0.3883192,0.33839282,0.2072414,0.36517507,0.3580592,0.23953089,0.27507985,0.286807,0.34329355,0.17001289,1.6429268,0.15132189,0.25020826,0.20652166,0.21825537,0.26921022,0.17813331,0.26620767,0.26799098,0.23961307,0.28138956,0.30303946,0.2347281,0.21954732,,0.49329406,0.20749405,0.07639979,0.17028385,0.1941056,0.21308835,0.2293972,0.2368413,0.2695111,0.157887,0.40331155,0.24042091,0.5756458,0.1754488,0.08494897,0.31972286,0.16393334,0.14344673,0.2674955,,0.23180465,0.22178197,0.08885483,0.20588785,0.23033045,0.22491308,0.31863132,0.21380265,0.21323872,0.24298143,0.31770015,0.16083728,0.33507198,0.22581273,0.21141683,0.15455651,0.19091915,0.2811736,0.21327914,0.13744417,0.8634687,0.29146522,0.055493902,0.252748,0.22558519,0.25480962,,,0.13951947,0.28203556,0.21294808,0.20693016,0.08670115,0.29532564,0.11981641,0.2479481,1.5206407,0.5730813,0.28755012,0.24732879,0.05804477,0.25333488,,0.1788881,0.18765725,0.22067426,0.26177102,0.22125992,0.2522645,0.1936508,0.20477277,0.19283557,0.22434807,0.21047708,0.21116853,0.17303799,0.41062266,0.2709774,0.36351693,0.21945445,0.26549286,0.33050933,0.15673164,0.28230032
1998,0.21824971,0.20769455,0.72788316,0.117891446,0.14998011,0.20067509,0.083059534,0.003920148,0.15727279,0.2680957,0.17196454,0.2509758,0.14125964,0.1770842,0.21236525,0.19365573,0.1849018,0.21520491,0.17736667,0.12617247,0.21712017,0.23618348,0.18106568,0.23570125,0.33104157,0.14171405,0.19783682,0.34230787,0.3106992,0.2873085,0.16464494,0.15391156,0.12488088,0.20342234,0.30585584,0.26425096,0.31198514,0.16816321,1.107382,0.25927028,0.18988393,0.29604864,0.4585427,0.2010715,0.18546057,0.24011126,0.26846832,0.2297471,0.05342222,0.19983578,0.24134213,0.33173153,0.3455064,0.1910766,0.24989785,0.12011442,0.19913544,0.29027563,0.25982988,0.162962,0.1541545,0.13606466,0.22534385,,0.5659883,0.21441385,0.13722476,0.27539247,0.25622818,0.2510921,0.13078225,2.9342663,0.2779857,0.21993725,0.2673934,0.22797076,0.31625673,0.20901142,0.24203822,0.19283363,0.21672459,0.21160711,0.2456113,0.2538841,0.25961116,0.2473816,0.2544204,0.09235867,0.24059843,0.20926909,0.22489963,0.22869805,0.19911696,0.33321404,0.27447715,0.13178836,0.20185786,0.3883192,0.3557463,0.1924289,0.2765249,0.37479666,0.25505182,0.2818744,0.29729608,0.37719908,0.16405101,1.9235789,0.14866734,0.23204745,0.181499,0.21572189,0.2703852,0.16931376,0.28033432,0.2217148,0.24209674,0.28438026,0.380251,0.22137173,0.20493636,,0.46683916,0.17270571,0.075562045,0.15136343,0.20549472,0.20458388,0.22112916,0.23911473,0.26504135,0.16435644,0.38110667,0.23377588,0.5756458,0.175138,0.08202869,0.2144157,0.15807858,0.1369263,0.2664141,,0.22960064,0.21315627,0.10404474,0.20182201,0.22598034,0.3095355,0.3070787,0.2230699,0.21185063,0.22642937,0.33892056,0.1587012,0.27212182,0.21901669,0.20938332,0.15170757,0.17485031,0.244055,0.20997797,0.11328819,0.8634687,0.30707943,0.05945747,0.23138496,0.21322435,0.2205083,,,0.13992934,0.28240967,0.20942678,0.20052974,0.08334598,0.23722798,0.12620662,0.24834631,1.442493,0.58666795,0.40163285,0.23658502,0.06515425,0.23780954,,0.15638907,0.19459379,0.21213652,0.25537348,0.21971598,0.2041561,0.20087105,0.2049087,0.16684543,0.22471677,0.23346722,0.23493204,0.17945549,0.41062266,0.26356646,0.36351693,0.24952933,0.25872806,0.32947955,0.15091476,0.28167453
1999,0.21924146,0.17751423,0.6668808,0.25592995,0.14361185,0.21019667,0.12190161,0.003920148,0.16799548,0.26512524,0.16717714,0.22810303,0.14382605,0.17076541,0.56815004,0.2349646,0.19760787,0.21389927,0.17266455,0.14661881,0.21774879,0.23428299,0.16493967,0.23238106,0.288005,0.14416747,0.19977383,0.30997103,0.30480084,0.28702888,0.17287663,0.15316235,0.11902101,0.20950109,0.31242344,0.18415534,0.32023412,0.1275237,1.3101462,0.27921414,0.17181842,0.30788553,0.548855,0.186741,0.21595281,0.23740461,0.25985613,0.2259186,0.05342222,0.20666412,0.23833288,0.29520452,0.29363862,0.19936578,0.23882245,0.12150225,0.20654711,0.2964291,0.20766735,0.16484426,0.14433847,0.1338592,0.22857636,,0.44985846,0.21280901,0.12551226,0.23805559,0.26512846,0.28533062,0.14747782,3.2005794,0.27610227,0.24284512,0.24741611,0.21801317,0.26388928,0.22557852,0.22253484,0.19665602,0.20209178,0.212814,0.26863363,0.27091503,0.25637934,0.28121147,0.35789073,0.09077701,0.22694768,0.21017136,0.22559617,0.22658363,0.20201711,0.2930633,0.28196266,0.102661274,0.19769344,0.38830033,0.3817765,0.191839,0.2772956,0.38769215,0.24749914,0.22412921,0.32044998,0.38990894,0.16791676,1.8654133,0.15293382,0.23285833,0.19848134,0.20056956,0.26993942,0.15118088,0.30612066,0.3109409,0.24168248,0.27020383,0.39516243,0.20345631,0.22534373,,0.4567421,0.15355894,0.07739486,0.18919949,0.20536563,0.20376918,0.19603142,0.16191396,0.30070746,0.1728481,0.37437248,0.23263627,0.5754104,0.17190528,0.08103184,0.27883416,0.1463683,0.14304675,0.279446,,0.2309526,0.20980515,0.15498272,0.20726179,0.22193402,0.22263514,0.30410936,0.1903095,0.23459725,0.19596681,0.31125233,0.17914006,0.24021585,0.21139686,0.21084751,0.1605288,0.18646398,0.24754597,0.20613143,0.11874749,0.86311567,0.30707666,0.04756597,0.21761343,0.20549877,0.2205083,,,0.1391091,0.2842169,0.2039423,0.19485492,0.08112899,0.24736737,0.13259654,0.25019827,1.6228046,0.6036239,0.40112138,0.23380113,0.056910127,0.32281473,,0.195483,0.19873822,0.22070114,0.25704437,0.2177558,0.19217807,0.20840575,0.1889042,0.18771285,0.22352786,0.21265157,0.24026915,0.1954621,0.45460904,0.2581685,0.3981189,0.23468389,0.39409137,0.31669924,0.12883438,0.2797659
